Shipment Id,So Number,Customer Id,Ship To Id,Ship Date,Carrier,Mode,Service,Tracking Number,Cartons,Weight Lb,Freight Cost,Freight Billed To Customer,Shipped By,Packing Slip,Status
SH-50142 ,SO-26150,KBD-CUST0013,KBD-CUST0013-S1,2026-01-24,Customer Pickup,LTL,,PRO732705688,5,183.2,99.62,109.58,E038,PS-SH-50142.pdf,Delivered
SH-50143,SO-26151,KBD-CUST0031,KBD-CUST0031-S1,2025-06-21,LTL - XPO,LTL,,PRO965823464,12,452.8,226.44,0.0,E027,PS-SH-50143.pdf,Delivered
SH-50144,SO-26152,KBD-CUST0018,KBD-CUST0018-S1,2025-06-30,FedEx Ground,LTL,,592447614686,238,9485.2,4475.28,5862.62,E039,PS-SH-50144.pdf,Delivered
SH-50145,SO-26153,KBD-CUST0029,KBD-CUST0029-S1,2025-08-15,FedEx Ground,LTL ,,448312721716,9,328.0,167.73,0.0,E034,PS-SH-50145.pdf,Delivered
SH-50146,SO-26154,KBD-CUST0025,KBD-CUST0025-S1,2026-01-09,Customer Pickup,Pickup,,,3,106.0,0.0,0.0,E033,PS-SH-50146.pdf,Delivered
SH-50147,SO-26155,KBD-CUST0012,KBD-CUST0012-S1,2025-08-18,FedEx Ground,LTL,,592224712134,41,1622.6,776.71,955.35,E031,PS-SH-50147.pdf,Delivered
SH-50148,SO-26156,KBD-CUST0030,KBD-CUST0030-S1,2025-10-22,Customer Pickup,LTL,,PRO674599652,395,15766.1,7429.81,7504.11,E034,PS-SH-50148.pdf,Delivered
SH-50149,SO-26157,KBD-CUST0022,KBD-CUST0022-S1,2025-12-31,UPS Ground,LTL,,1Z1361104678,11,433.8,217.5,228.38,E039,PS-SH-50149.pdf,Delivered
SH-50150,SO-26158,KBD-CUST0029,KBD-CUST0029-S1,2025-08-07,FedEx Ground,LTL,,151462223644,6,203.3,109.07,0.0,E031,PS-SH-50150.pdf,Delivered
SH-50151,SO-26159,KBD-CUST0013,KBD-CUST0013-S1,2025-07-18,Customer Pickup,LTL,,PRO514798458,284,11327.5,5341.9,6463.7,E029,PS-SH-50151.pdf,Delivered
SH-50152,SO-26160,KBD-CUST0031,KBD-CUST0031-S1,25-Dec-2025,LTL - XPO,Company Truck,,,1,19.1,0.0,0.0,E039,PS-SH-50152.pdf,Delivered
SH-50153,SO-26161,KBD-CUST0031,KBD-CUST0031-S1,2025-12-17,LTL - XPO,LTL,,PRO113385784,26,1034.5,500.07,0.0,E033,PS-SH-50153.pdf,Delivered
SH-50154,SO-26162,KBD-CUST0012,KBD-CUST0012-S1,2025-10-24,FedEx Ground,Parcel,Next Day Air ,759386556230,2,74.4,48.44,0.0,E032,PS-SH-50154.pdf,Delivered
SH-50155,SO-26163,KBD-CUST0012,KBD-CUST0012-S1,2025-12-31,FedEx Ground,LTL,,350129106179,57,2247.1,1070.48,1081.18,E034,PS-SH-50155.pdf,Delivered
SH-50156,SO-26164,KBD-CUST0005,KBD-CUST0005-S1,2025-06-28,UPS Ground,LTL,,1Z5250529527,212,8467.0,3996.32,5395.03,E027,PS-SH-50156.pdf,Delivered
SH-50157,SO-26165,KBD-CUST0001,KBD-CUST0001-S1,2026-01-24,Customer Pickup,Pickup ,,,2,42.8,0.0,0.0,E038,PS-SH-50157.pdf,Delivered
SH-50158,SO-26166,KBD-CUST0006,KBD-CUST0006-S1,2026-03-15,FedEx Ground,Parcel,3 Day,289611329103,2,72.2,47.4,0.0,E033,PS-SH-50158.pdf,Delivered
SH-50159,SO-26167,KBD-CUST0014,KBD-CUST0014-S1,2026-03-25,UPS Ground,LTL,,1Z9678738299,41,1601.5,766.79,0.0,E028,PS-SH-50159.pdf,Delivered
SH-50160,SO-26168,KBD-CUST0031,KBD-CUST0031-S1,2025-07-08,LTL - XPO,Company Truck,,,1,21.9,0.0,0.0,E038,PS-SH-50160.pdf,Delivered
SH-50161,SO-26169,KBD-CUST0004,KBD-CUST0004-S1,11/26/25,Customer Pickup,LTL,,PRO926895301,50,1960.8,935.8,0.0,E028,PS-SH-50161.pdf,Delivered
SH-50162,SO-26170,KBD-CUST0020,KBD-CUST0020-S1,2025-11-22,Company Truck,LTL,,PRO778518513 ,10,399.0,201.13,213.2,E035,PS-SH-50162.pdf,Delivered
SH-50163,SO-26171,KBD-CUST0024,KBD-CUST0024-S1,2025-05-20,Company Truck,LTL,,PRO288393034,138,5482.4,2592.36,3499.69,E027,PS-SH-50163.pdf,Delivered
SH-50164,SO-26172,KBD-CUST0031,KBD-CUST0031-S1,2025-12-12,LTL - XPO,Company Truck,,,1,28.0,0.0,0.0,E032,PS-SH-50164.pdf,Delivered
SH-50165,SO-26173,KBD-CUST0030,KBD-CUST0030-S1,2025-12-07,Customer Pickup,LTL,,PRO233366827,415,16567.0,7806.56,9602.07,E033,PS-SH-50165.pdf,Delivered
SH-50166,SO-26174,KBD-CUST0021,KBD-CUST0021-S1,2026-01-16,LTL - Estes,LTL,,PRO869871854,7,247.6,129.91,0.0,E026,PS-SH-50166.pdf,Delivered
SH-50167,SO-26175,KBD-CUST0010,KBD-CUST0010-S1,2025-07-01,LTL - Estes,Company Truck,,,4,137.9,0.0,0.0,E029,PS-SH-50167.pdf,Delivered
SH-50168,SO-26176,KBD-CUST0025,KBD-CUST0025-S1,2026-03-20,Customer Pickup,Pickup,,,2,77.1,0.0,0.0,E038,PS-SH-50168.pdf,Delivered
SH-50169,SO-26177,KBD-CUST0015,KBD-CUST0015-S1,2025-12-23,Customer Pickup,LTL,,PRO156350137,54,2129.2,1015.02,0.0,E028,PS-SH-50169.pdf,Delivered
SH-50170,SO-26178,KBD-CUST0008,KBD-CUST0008-S1,2025-04-15,LTL - Estes,LTL,,PRO819191120,37,1450.0,695.52,0.0,E026,PS-SH-50170.pdf,Delivered
SH-50171,SO-26179,KBD-CUST0008,KBD-CUST0008-S1,2025-11-21,LTL - Estes,LTL,,PRO416314143,8,300.2,154.65,0.0,E032,PS-SH-50171.pdf,Delivered
SH-50172,SO-26180,KBD-CUST0014,KBD-CUST0014-S1,2026-02-03,UPS Ground,LTL,,1Z9608227735,184,7325.1,3459.17,0.0,E034,PS-SH-50172.pdf,Delivered 
SH-50173,SO-26181 ,KBD-CUST0023,KBD-CUST0023-S1,2025-12-13,UPS Ground,LTL,,1Z8438899496,10,361.0,183.25,245.56,E037,PS-SH-50173.pdf,Delivered
SH-50174,SO-26182,KBD-CUST0024 ,KBD-CUST0024-S1,2025-11-29,Company Truck,LTL,,PRO806297050,45,1760.0,841.34,917.06,E037,PS-SH-50174.pdf,Delivered
SH-50175,SO-26183,KBD-CUST0027,KBD-CUST0027-S1,2025-06-26,FedEx Ground,Parcel,3 Day,355268617009,1,13.4,19.74,22.11,E034,PS-SH-50175.pdf,Delivered
SH-50176,SO-26184,KBD-CUST0019,KBD-CUST0019-S1,2025-09-29,LTL - XPO,Company Truck,,,1,29.0,0.0,0.0,E032,PS-SH-50176.pdf,Delivered
SH-50177,SO-26185,KBD-CUST0025,KBD-CUST0025-S1 ,2025-10-16,Customer Pickup,LTL,,PRO766226824,86,3434.4,1628.98,0.0,E031,PS-SH-50177.pdf,Delivered
SH-50178,SO-26186,KBD-CUST0014,KBD-CUST0014-S1,2025-06-21,UPS Ground,Parcel,3 Day,1Z2323988291,1,35.5,30.14,37.67,E039,PS-SH-50178.pdf,Delivered
SH-50179,SO-26187,KBD-CUST0017,KBD-CUST0017-S1,05/25/2025,FedEx Ground,LTL,,415018077133,6,237.1,124.97,161.21,E036,PS-SH-50179.pdf,Delivered
SH-50180,SO-26188,KBD-CUST0001,KBD-CUST0001-S1,2026-03-23,Customer Pickup,Pickup,,,1,39.0,0.0,0.0,E034,PS-SH-50180.pdf,Delivered
SH-50181,SO-26189,KBD-CUST0020,KBD-CUST0020-S1,03/07/26,Company Truck,LTL,,PRO988495437,33,1286.8,618.75,711.56,E037,PS-SH-50181.pdf,Delivered
SH-50182,SO-26190,KBD-CUST0021,KBD-CUST0021-S1,2025-05-23,LTL - Estes,LTL,,PRO826555194,142,5645.8,2669.22,3363.22,E026,PS-SH-50182.pdf,Delivered
SH-50183,SO-26191,KBD-CUST0013,KBD-CUST0013-S1,2025-11-15,Customer Pickup,LTL,,PRO413023953,38,1506.1,721.91,0.0,E026,PS-SH-50183.pdf,Delivered
SH-50184,SO-26192,KBD-CUST0032,KBD-CUST0032-S1,2025-04-23,UPS Ground,LTL,,1Z3275767153,12,468.4,233.78,289.89,E036,PS-SH-50184.pdf,Delivered
SH-50185,SO-26193,KBD-CUST0010,KBD-CUST0010-S1,2025-05-23,LTL - Estes,Company Truck,,,1,7.2,0.0,0.0,E036,PS-SH-50185.pdf,Delivered
SH-50186,SO-26194,KBD-CUST0025,KBD-CUST0025-S1,2026-02-27,Customer Pickup,LTL,,PRO699463021,21,800.9,390.18,417.49,E036,PS-SH-50186.pdf,Delivered
SH-50187,SO-26195,KBD-CUST0017,KBD-CUST0017-S1,2026-01-22,FedEx Ground,LTL,,703151738799,285,11398.5,5375.29,0.0,E033,PS-SH-50187.pdf,Delivered
SH-50188 ,SO-26196,KBD-CUST0017,KBD-CUST0017-S1,2025-10-07,FedEx Ground,Parcel,Ground,630863309450,2,46.9,35.5,44.73,E038,PS-SH-50188.pdf ,Delivered
SH-50189,SO-26197,KBD-CUST0005,KBD-CUST0005-S1,02/20/2026,UPS Ground,Parcel,Next Day Air,1Z3218074255,3,82.5,52.25,0.0,E029,PS-SH-50189.pdf,Delivered
SH-50190,SO-26198,KBD-CUST0028,KBD-CUST0028-S1,2025-12-24,UPS Ground,LTL,,1Z3682930450,20,761.4,371.6,393.9,E036,PS-SH-50190.pdf,Delivered
SH-50191,SO-26199,KBD-CUST0025,KBD-CUST0025-S1,2025-10-29,Customer Pickup,LTL,,PRO665760452,59,2343.2,1115.68,0.0,E032,PS-SH-50191.pdf,Delivered
SH-50192,SO-26200,KBD-CUST0029,KBD-CUST0029-S1,2026-02-21,FedEx Ground,LTL,,854398314733,16,635.3,312.29,356.01,E036,PS-SH-50192.pdf,Delivered
SH-50193,SO-26201,KBD-CUST0018,KBD-CUST0018-S1 ,23-Sep-2025,FedEx Ground,LTL,,343200191153,25,976.2,472.64,609.71,E027,PS-SH-50193.pdf,Delivered
SH-50194,SO-26202,KBD-CUST0028,KBD-CUST0028-S1,2025-05-18 ,UPS Ground,Parcel,Next Day Air,1Z3793636765,3,87.0,54.36,59.8,E038,PS-SH-50194.pdf,Delivered
SH-50195,SO-26203,KBD-CUST0011,KBD-CUST0011-S1,2025-08-27,Company Truck,LTL,,PRO616865251,51,2015.2,961.39,971.0,E029,PS-SH-50195.pdf,Delivered
SH-50196,SO-26205,KBD-CUST0016,KBD-CUST0016-S1,2026-03-22,FedEx Ground,LTL,,282633947333,19,757.3,369.67,473.18,E029,PS-SH-50196.pdf,Delivered
SH-50197,SO-26207,KBD-CUST0027,KBD-CUST0027-S1,2025-07-07,FedEx Ground,LTL,,434232398713,68,2680.6,1274.39,0.0,E033,PS-SH-50197.pdf,Delivered
SH-50198,SO-26208,KBD-CUST0007,KBD-CUST0007-S1,2026-01-29,Company Truck,Company Truck,,,2,60.0,0.0,0.0,E034,PS-SH-50198.pdf,Delivered
SH-50199,SO-26209,KBD-CUST0019,KBD-CUST0019-S1,2025-08-28,LTL - XPO,LTL,,PRO864292469,278,11105.7,5237.56,0.0,E026,PS-SH-50199.pdf,Delivered
SH-50200,SO-26210,KBD-CUST0003,KBD-CUST0003-S1,2025-05-21,FedEx Ground,LTL,,214585716432,31,1208.0,581.68,0.0,E037,PS-SH-50200.pdf,Delivered
SH-50201,SO-26211,KBD-CUST0032,KBD-CUST0032-S1,2025-11-27,UPS Ground,LTL,,1Z6302642918,73,2915.4,1384.84,0.0,E036,PS-SH-50201.pdf,Delivered
SH-50202,SO-26212,KBD-CUST0014,KBD-CUST0014-S1,2025-05-27,UPS Ground,LTL,,1Z7406590098,6,237.3,125.07,0.0,E036,PS-SH-50202.pdf,Delivered
SH-50203,SO-26213,KBD-CUST0020,KBD-CUST0020-S1,07/15/2025,Company Truck,Company Truck,,,3,93.8,0.0,0.0,E029,PS-SH-50203.pdf,Delivered
SH-50204,SO-26214,KBD-CUST0006,KBD-CUST0006-S1,2025-06-23,FedEx Ground,Parcel,Ground,327707765784,2,72.0,47.31,0.0,E036,PS-SH-50204.pdf,Delivered
SH-50205,SO-26215,KBD-CUST0029 ,KBD-CUST0029-S1,2025-11-25,FedEx Ground,LTL,,621711593374,6,220.3,117.07,140.48,E033,PS-SH-50205.pdf,Delivered
SH-50206,SO-26216,KBD-CUST0029,KBD-CUST0029-S1,2025-07-08,FedEx Ground,LTL,,848479216373,200,7973.8,3764.32,0.0,E034,PS-SH-50206.pdf,Delivered
SH-50207,SO-26217,KBD-CUST0016,KBD-CUST0016-S1,2026-01-02,FedEx Ground,LTL,,988122945733,120,4776.0,2260.07,2825.09,E036,PS-SH-50207.pdf,Delivered
SH-50208,SO-26218,KBD-CUST0021,KBD-CUST0021-S1 ,2026-03-01,LTL - Estes,LTL,,PRO783758536,172,6847.0,3234.27,0.0,E039,PS-SH-50208.pdf,Delivered
SH-50209,SO-26219,KBD-CUST0032,KBD-CUST0032-S1,2025-10-27,UPS Ground,LTL,,1Z4163766414,132,5260.0,2487.74,3184.31,E034,PS-SH-50209.pdf,Delivered
SH-50210,SO-26220,KBD-CUST0006,KBD-CUST0006-S1,2026-03-18,FedEx Ground,LTL,,805685816140,25,976.8,472.93,0.0,E033,PS-SH-50210.pdf,Delivered
SH-50211,SO-26221,KBD-CUST0011,KBD-CUST0011-S1,2026-03-07,Company Truck,LTL,,PRO699345276,146,5809.2,2746.09,2910.86,E032,PS-SH-50211.pdf,Delivered
SH-50212,SO-26222,KBD-CUST0013,KBD-CUST0013-S1,08-Jan-2026,Customer Pickup,Pickup,,,1,0.1,0.0,0.0,E027,PS-SH-50212.pdf,Delivered
SH-50213,SO-26224,KBD-CUST0032,KBD-CUST0032-S1,2025-12-21,UPS Ground,Parcel,Ground,1Z1063941381,3,104.1,62.41,68.65,E033,PS-SH-50213.pdf,Delivered
SH-50214,SO-26225,KBD-CUST0023,KBD-CUST0023-S1,19-Feb-2026,UPS Ground,Parcel,3 Day,1Z2950849555,1,31.0,28.02,28.86,E029,PS-SH-50214.pdf,Delivered
SH-50215,SO-26226,KBD-CUST0001,KBD-CUST0001-S1,2025-08-02,Customer Pickup,LTL,,PRO804623160,6,231.5,122.34,0.0,E031,PS-SH-50215.pdf,Delivered
SH-50216,SO-26227,KBD-CUST0004,KBD-CUST0004-S1,2026-03-14,Customer Pickup,LTL,,PRO174523585,346,13800.8,6505.34,6505.34,E027,PS-SH-50216.pdf,Delivered
SH-50217,SO-26230,KBD-CUST0004,KBD-CUST0004-S1,2025-11-15,Customer Pickup,Pickup,,,2,60.7,0.0,0.0,E037,PS-SH-50217.pdf,Delivered
SH-50218,SO-26231 ,KBD-CUST0001,KBD-CUST0001-S1,2025-05-10,Customer Pickup,LTL,,PRO451272056,40,1584.7,758.88,0.0,E032,PS-SH-50218.pdf,Delivered
SH-50219,SO-26233,KBD-CUST0028,KBD-CUST0028-S1,2026-03-10,UPS Ground,LTL,,1Z1215277413,24,955.1,462.72,0.0,E038,PS-SH-50219.pdf,Delivered
SH-50220,SO-26234,KBD-CUST0024,KBD-CUST0024-S1,2025-12-14,Company Truck,LTL,,PRO541106032,288,11500.0,5423.04,6344.96,E038,PS-SH-50220.pdf,Delivered
SH-50221,SO-26235,KBD-CUST0003,KBD-CUST0003-S1,2025-08-15,FedEx Ground,LTL,,553878610540,14,546.7,270.61,0.0,E029,PS-SH-50221.pdf,Delivered
SH-50222,SO-26236,KBD-CUST0026,KBD-CUST0026-S1,2025-05-14,Company Truck,LTL,,PRO494449103,122,4861.5,2300.29,2369.3,E027,PS-SH-50222.pdf,Delivered
SH-50223,SO-26237,KBD-CUST0032,KBD-CUST0032-S1,2025-05-10,UPS Ground ,Parcel,Ground,1Z4556040432,2,55.0,39.31,46.78,E038,PS-SH-50223.pdf,Delivered
SH-50224,SO-26238,KBD-CUST0018,KBD-CUST0018-S1,2026-01-16,FedEx Ground,LTL,,460985994645,5,165.6,91.34,106.87,E030,PS-SH-50224.pdf,Delivered
SH-50225,SO-26239,KBD-CUST0019,KBD-CUST0019-S1,2025-06-11,LTL - XPO,LTL,,PRO236014991,23,894.0,433.98,0.0,E032,PS-SH-50225.pdf,Delivered
SH-50226,SO-26240,KBD-CUST0008,KBD-CUST0008-S1,2026-02-01,LTL - Estes,LTL,,PRO405653166,9,343.9,175.21,196.24,E029,PS-SH-50226.pdf,Delivered
SH-50227,SO-26241,KBD-CUST0007,KBD-CUST0007-S1,2025-08-26,Company Truck,LTL,,PRO157378883,22,878.2,426.55,0.0,E039,PS-SH-50227.pdf,Delivered
SH-50228,SO-26242 ,KBD-CUST0010,KBD-CUST0010-S1,2026-01-06,LTL - Estes,LTL,,PRO748579676,21,807.1,393.1,459.93,E037,PS-SH-50228.pdf ,Delivered
SH-50229,SO-26243,KBD-CUST0008,KBD-CUST0008-S1,2026-01-16,LTL - Estes,LTL,,PRO116738343,6,200.7,107.85,128.34,E031,PS-SH-50229.pdf,Delivered
SH-50230,SO-26244,KBD-CUST0018,KBD-CUST0018-S1,2025-12-25,FedEx Ground,LTL,,622151311067,10,365.8,185.51,194.79,E039,PS-SH-50230.pdf,Delivered
SH-50231,SO-26245,KBD-CUST0028,KBD-CUST0028-S1,11/18/25,UPS Ground,LTL,,1Z4052462500,10,371.7,188.29,235.36,E026,PS-SH-50231.pdf,Delivered
SH-50232,SO-26246,KBD-CUST0023,KBD-CUST0023-S1,2025-09-15,UPS Ground,LTL,,1Z8836691315,16,612.5,301.56,0.0,E028,PS-SH-50232.pdf,Delivered
SH-50233,SO-26247,KBD-CUST0017,KBD-CUST0017-S1,2025-08-01,FedEx Ground,LTL,,956415861970,5,198.1,106.63,0.0,E027,PS-SH-50233.pdf,Delivered
SH-50234,SO-26248,KBD-CUST0028,KBD-CUST0028-S1,2025-05-28,UPS Ground,LTL,,1Z8914032699,21,829.8,403.78,512.8,E030,PS-SH-50234.pdf,Delivered
SH-50235,SO-26249,KBD-CUST0015,KBD-CUST0015-S1,"Feb 12, 2026",Customer Pickup,Pickup,,,2,78.5,0.0,0.0,E031,PS-SH-50235.pdf,Delivered
SH-50236,SO-26250,KBD-CUST0025,KBD-CUST0025-S1,2026-01-11,Customer Pickup,Pickup,,,1,31.2,0.0,0.0,E030,PS-SH-50236.pdf,Delivered
SH-50237,SO-26251,KBD-CUST0013,KBD-CUST0013-S1,2026-03-09,Customer Pickup,LTL,,PRO387940437,59,2354.8,1121.14,0.0,E029,PS-SH-50237.pdf,Delivered
SH-50238 ,SO-26252,KBD-CUST0026,KBD-CUST0026-S1,2025-09-19,Company Truck,LTL,,PRO316154398,28,1109.8,535.49,0.0,E030,PS-SH-50238.pdf,Delivered
SH-50239,SO-26253,KBD-CUST0025,KBD-CUST0025-S1,2025-05-12,Customer Pickup,LTL,,PRO631857076,199,7951.4,3753.78,4692.23,E033,PS-SH-50239.pdf,Delivered
SH-50240,SO-26254,KBD-CUST0023,KBD-CUST0023-S1,2025-06-18,UPS Ground,LTL,,1Z5827417870 ,15,595.8,293.7,340.69,E026,PS-SH-50240.pdf,Delivered
SH-50241,SO-26255,KBD-CUST0026,KBD-CUST0026-S1,2026-03-26,Company Truck,Company Truck,,,2,65.2,0.0,0.0,E036,PS-SH-50241.pdf,In Transit
SH-50242,SO-26256,KBD-CUST0016,KBD-CUST0016-S1,10/28/2025,FedEx Ground,Parcel,3 Day,336472464791,2,78.2,50.23,0.0,E033,PS-SH-50242.pdf,Delivered
SH-50243,SO-26257,KBD-CUST0023,KBD-CUST0023-S1,2025-11-22,UPS Ground,Parcel,3 Day,1Z1585293445,2,42.8,33.57,34.58,E030,PS-SH-50243.pdf ,Delivered
SH-50244,SO-26258,KBD-CUST0008,KBD-CUST0008-S1,2025-10-10,LTL - Estes,LTL,,PRO811940124,376,15011.6,7074.9,0.0,E027,PS-SH-50244.pdf,Delivered
SH-50245,SO-26259,KBD-CUST0004,KBD-CUST0004-S1,2025-09-05,Customer Pickup,LTL,,PRO184986634,56,2218.9,1057.21,1310.94,E034,PS-SH-50245.pdf,Delivered
SH-50246,SO-26260,KBD-CUST0010,KBD-CUST0010-S1,2025-06-05,LTL - Estes,Company Truck,,,2,50.8,0.0,0.0,E027,PS-SH-50246.pdf,Delivered
SH-50247,SO-26261,KBD-CUST0001,KBD-CUST0001-S1,2026-01-20,Customer Pickup,LTL,,PRO229920881,20,765.1,373.34,474.14,E029,PS-SH-50247.pdf,Delivered
SH-50248,SO-26262,KBD-CUST0032,KBD-CUST0032-S1,2025-10-30,UPS Ground,Parcel,Next Day Air,1Z1620886995,3,98.8,59.92,79.69,E033,PS-SH-50248.pdf,Delivered
SH-50249,SO-26264,KBD-CUST0014,KBD-CUST0014-S1,2026-01-10,UPS Ground,LTL,,1Z7312286480,122,4867.5,2303.11,2648.58,E038,PS-SH-50249.pdf,Delivered
SH-50250,SO-26265,KBD-CUST0007,KBD-CUST0007-S1,2025-12-07,Company Truck,LTL,,PRO521000051,16,604.1,297.61,395.82,E035,PS-SH-50250.pdf,Delivered
SH-50251,SO-26266,KBD-CUST0024,KBD-CUST0024-S1,12/10/2025,Company Truck,LTL,,PRO168200357,38,1505.3,721.53,0.0,E033,PS-SH-50251.pdf,Delivered
SH-50252,SO-26267,KBD-CUST0006,KBD-CUST0006-S1,2025-10-19,FedEx Ground,LTL,,101150347922,34,1346.8,646.97,0.0,E034,PS-SH-50252.pdf,Delivered
SH-50253,SO-26268,KBD-CUST0028,KBD-CUST0028-S1,2025-10-20,UPS Ground,LTL,,1Z9908869597,91,3601.4,1707.54,1963.67,E027,PS-SH-50253.pdf,Delivered
SH-50254,SO-26269,KBD-CUST0014,KBD-CUST0014-S1,2025-08-03,UPS Ground,Parcel ,Next Day Air,1Z1108551519,3,92.3,56.86,72.21,E034,PS-SH-50254.pdf,Delivered
SH-50255,SO-26270,KBD-CUST0016,KBD-CUST0016-S1,2026-03-06,FedEx Ground,LTL,,130650702511,24,932.5,452.09,0.0,E035,PS-SH-50255.pdf,Delivered
SH-50256,SO-26271,KBD-CUST0003,KBD-CUST0003-S1,2025-05-07,FedEx Ground,Parcel,Ground,381609509823,3,109.2,64.81,0.0,E028,PS-SH-50256.pdf,Delivered
SH-50257,SO-26272,KBD-CUST0013,KBD-CUST0013-S1,2025-08-17,Customer Pickup,LTL,,PRO525614529,25,963.9,466.86,611.59,E027,PS-SH-50257.pdf,Delivered
SH-50258,SO-26273,KBD-CUST0032,KBD-CUST0032-S1,2026-03-27,UPS Ground,LTL,,1Z4800307669,35,1377.5,661.42,773.86,E027,PS-SH-50258.pdf,In Transit
SH-50259,SO-26274,KBD-CUST0001,KBD-CUST0001-S1,2025-06-01,Customer Pickup,Pickup,,,2,53.0,0.0,0.0,E028 ,PS-SH-50259.pdf,Delivered
SH-50260,SO-26275,KBD-CUST0006,KBD-CUST0006-S1,2025-10-31,FedEx Ground,LTL,,942409845030 ,117,4652.9,2202.16,0.0,E030,PS-SH-50260.pdf,Delivered
SH-50261,SO-26276,KBD-CUST0027,KBD-CUST0027-S1,2025-10-26,FedEx Ground,LTL,,354924909127,446,17818.8,8395.4,0.0,E035,PS-SH-50261.pdf,Delivered
SH-50262,SO-26277,KBD-CUST0025,KBD-CUST0025-S1,2025-06-24,Customer Pickup,LTL,,PRO487711622,362,14452.0,6811.66,8173.99,E037,PS-SH-50262.pdf,Delivered
SH-50263,SO-26278,KBD-CUST0015,KBD-CUST0015-S1,2025-08-21,Customer Pickup,LTL,,PRO409920523,418,16690.0,7864.42,10223.75,E029,PS-SH-50263.pdf,Delivered
SH-50264,SO-26279,KBD-CUST0020,KBD-CUST0020-S1,2026-01-09,Company Truck,LTL,,PRO273312376,49,1945.1,928.42,1086.25,E031,PS-SH-50264.pdf,Delivered
SH-50265,SO-26280,KBD-CUST0030,KBD-CUST0030-S1,2026-01-26,Customer Pickup,LTL,,PRO610005061,22,873.5,424.33,534.66,E026,PS-SH-50265.pdf,Delivered
SH-50266,SO-26281,KBD-CUST0013,KBD-CUST0013-S1,2025-12-28,Customer Pickup,LTL,,PRO804065644,227,9046.2,4268.77,0.0,E026,PS-SH-50266.pdf,Delivered
SH-50267,SO-26282,KBD-CUST0027,KBD-CUST0027-S1,2025-07-24,FedEx Ground,LTL,,436753603455,21,833.5,405.52,486.62,E026,PS-SH-50267.pdf,Delivered
SH-50268,SO-26283,KBD-CUST0008,KBD-CUST0008-S1,2025-08-05,LTL - Estes,Company Truck,,,1,28.7,0.0,0.0,E027,PS-SH-50268.pdf,Delivered
SH-50269,SO-26284,KBD-CUST0008,KBD-CUST0008-S1,2025-09-24,LTL - Estes,LTL,,PRO133069647,14,540.5,267.69,0.0,E039,PS-SH-50269.pdf,Delivered
SH-50270,SO-26285,KBD-CUST0032,KBD-CUST0032-S1,2026-03-16,UPS Ground,Parcel,Next Day Air,1Z9818615057,3,101.2,61.04,64.7,E029,PS-SH-50270.pdf,Delivered
SH-50271,SO-26286,KBD-CUST0024,KBD-CUST0024-S1,2026-03-14,Company Truck,LTL,,PRO925144270,8,309.4,158.98,192.37,E028,PS-SH-50271.pdf,Delivered
SH-50272,SO-26287,KBD-CUST0005,KBD-CUST0005-S1,10/03/2025,UPS Ground,LTL,,1Z8147372638,28,1106.8,534.08,699.64,E032,PS-SH-50272.pdf,Delivered
SH-50273,SO-26288,KBD-CUST0029,KBD-CUST0029-S1,2026-03-13,FedEx Ground,LTL,,234417804904,9,343.8,175.16,229.46,E029,PS-SH-50273.pdf,Delivered
SH-50274,SO-26289,KBD-CUST0021,KBD-CUST0021-S1,2026-02-04,LTL - Estes,Company Truck,,,3,92.8,0.0,0.0,E039,PS-SH-50274.pdf,Delivered
SH-50275,SO-26290,KBD-CUST0017,KBD-CUST0017-S1,2026-03-17,FedEx Ground,LTL,,934407816842,9,334.3,170.69,0.0,E036,PS-SH-50275.pdf,Delivered
SH-50276,SO-26291,KBD-CUST0026,KBD-CUST0026-S1,2025-09-19,Company Truck,Company Truck,,,1,39.9,0.0,0.0,E031,PS-SH-50276.pdf,Delivered
SH-50277,SO-26292,KBD-CUST0007,KBD-CUST0007-S1,2026-01-02,Company Truck,LTL,,PRO532972827,42,1652.5,790.78,0.0,E026,PS-SH-50277.pdf,Delivered
SH-50278,SO-26293,KBD-CUST0005,KBD-CUST0005-S1,2026-01-21,UPS Ground,LTL,,1Z8198201932,32,1246.9,599.98,0.0,E026,PS-SH-50278.pdf,Delivered
SH-50279,SO-26294,KBD-CUST0010,KBD-CUST0010-S1,2026-02-14,LTL - Estes,LTL,,PRO853799145,7,256.1,133.91,0.0,E031,PS-SH-50279.pdf,Delivered
SH-50280,SO-26295,KBD-CUST0024,KBD-CUST0024-S1,2025-12-29,Company Truck,LTL,,PRO750477348,45,1773.2,847.55,983.16,E028,PS-SH-50280.pdf,Delivered
SH-50281,SO-26296,KBD-CUST0031,KBD-CUST0031-S1,2025-09-16,LTL - XPO,LTL,,PRO797981155,53,2094.3,998.6,1118.43,E032,PS-SH-50281.pdf,Delivered
SH-50282 ,SO-26297,KBD-CUST0003,KBD-CUST0003-S1,2025-09-18,FedEx Ground,LTL,,977462526514,23,903.2,438.31,0.0,E031,PS-SH-50282.pdf,Delivered
SH-50283,SO-26298,KBD-CUST0025,KBD-CUST0025-S1,06/23/25,Customer Pickup,LTL,,PRO428761049,170,6786.0,3205.57,3333.79,E026,PS-SH-50283.pdf,Delivered
