Event Id,Workflow Type,Object Type,Object Id,Timestamp,Actor,Action,Previous State,New State,Source Document,Confidence,Requires Review
EV000366,endorsements,endorsement_request,HAR-END0018,2025-11-02T10:00:00,E013,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000333,certificates,certificate_request,HAR-CERT0033,2025-11-02T13:00:00,E007,certificate_issued,open,issued,HAR-COI0033.pdf,1.0,N
EV000363,endorsements,endorsement_request,HAR-END0016,2025-11-03T10:00:00,E007,sent_to_carrier ,requested,pending_carrier,,1.0,N
EV000428,commissions,commission_line,HIG-COMM-202510:HIG-BOP-5356761,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202510.pdf,0.95,N
EV000429,commissions,commission_line,HIG-COMM-202510:HIG-WC-9046805,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202510.pdf,0.95,N
EV000440,commissions,commission_line,CNA-COMM-202510:CNA-PROP-2985547,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,CNA-COMM-202510.pdf,0.95,N
EV000441,commissions,commission_line,CNA-COMM-202510:CNA-PL-1865311,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,CNA-COMM-202510.pdf,0.95,N
EV000448,commissions,commission_line,PRG-COMM-202510:PRG-AUTO-4207370,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,PRG-COMM-202510.pdf,0.95,N
EV000452,commissions,commission_line,MKL-COMM-202510:MKL-UMB-2387966,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202510.pdf,0.95,N
EV000293,certificates,certificate_request,HAR-CERT0013,2025-11-04T05:00:00,E010,certificate_issued,open,issued,HAR-COI0013.pdf,1.0,N
EV000159,marketing,submission,HAR-S00087,2025-11-04T10:00:00,E008,submitted,draft,submitted,HAR-S00087_package.pdf,1.0,N
EV000160,marketing,submission,HAR-S00087,2025-11-04T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000157 ,marketing,submission,HAR-S00086,2025-11-04T17:00:00,E008,submitted,draft,submitted,HAR-S00086_package.pdf,1.0,N
EV000378,endorsements,endorsement_request,HAR-END0024,2025-11-05T11:00:00,carrier:MKL,endorsement_received,pending_carrier,issued,END-938805.pdf ,0.9,N
EV000397,billing,payment,HAR-PMT00013,2025-11-05T14:00:00,accounting,cash_applied,received,applied,ACH883862396,1.0,N
EV000076,marketing,submission,HAR-S00042,2025-11-06T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000158,marketing,submission,HAR-S00086,2025-11-06T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000075,marketing,submission,HAR-S00042,2025-11-06T17:00:00,E013,submitted ,draft,submitted,HAR-S00042_package.pdf,1.0,N
EV000119,marketing,submission,HAR-S00065,2025-11-08T11:00:00,E010,submitted,draft,submitted,HAR-S00065_package.pdf ,1.0,N
EV000318,certificates,certificate_request,HAR-CERT0026,2025-11-10T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000367,endorsements,endorsement_request,HAR-END0018,2025-11-10T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued,END-287913.pdf,0.9,N
EV000120,marketing,submission,HAR-S00065,2025-11-11T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000395,billing,payment,HAR-PMT00011,2025-11-11T14:00:00,accounting,cash_applied,received,applied,CHK 36509,1.0,N
EV000123,marketing,submission,HAR-S00067,2025-11-12T08:00:00,E006,submitted,draft,submitted,HAR-S00067_package.pdf,1.0,N
EV000319,certificates,certificate_request,HAR-CERT0026,2025-11-12T11:00:00,E006,certificate_issued,open,issued,HAR-COI0026.pdf,1.0,N
EV000032,marketing,submission,HAR-S00018,2025-11-13T10:00:00,carrier:NAT,acknowledged,submitted,acknowledged,,1.0,N
EV000244,quote ,quote,HAR-S00068-Q1 ,2025-11-13T11:00:00,carrier:MKL,quote_received,,received,HAR-S00068-Q1.pdf,0.92,N
EV000031,marketing,submission,HAR-S00018,2025-11-13T17:00:00,E011,submitted,draft,submitted,HAR-S00018_package.pdf,1.0,N
EV000003,marketing,submission,HAR-S00002,2025-11-14T15:00:00,E012,submitted,draft,submitted,HAR-S00002_package.pdf,1.0,N
EV000264,quote,quote,HAR-S00104-Q1,2025-11-14T15:00:00,carrier:HIG,quote_received,,received,HAR-S00104-Q1.pdf,0.92,N
EV000124,marketing,submission,HAR-S00067,2025-11-16T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged ,,1.0,N
EV000183,marketing,submission,HAR-S00099,2025-11-16T12:00:00,E011,submitted,draft,submitted,HAR-S00099_package.pdf,1.0,N
EV000218,quote,quote,HAR-S00024-Q1,2025-11-17T12:00:00,carrier:LIB,quote_received,,received,HAR-S00024-Q1.pdf,0.92,N
EV000296,certificates,certificate_request,HAR-CERT0015,2025-11-18T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000297,certificates,certificate_request,HAR-CERT0015,2025-11-18T21:00:00,E012,certificate_issued,open,issued,HAR-COI0015.pdf,1.0,N
EV000184,marketing,submission ,HAR-S00099,2025-11-19T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000294,certificates,certificate_request,HAR-CERT0014,2025-11-20T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000295,certificates,certificate_request,HAR-CERT0014,2025-11-20T16:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000117,marketing,submission,HAR-S00064,2025-11-21T09:00:00,E010,submitted,draft,submitted,HAR-S00064_package.pdf,1.0,N
EV000381,endorsements,endorsement_request,HAR-END0026,2025-11-21T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000229,quote,quote,HAR-S00042-Q1,2025-11-22T12:00:00,carrier:HIG,quote_received,,received,HAR-S00042-Q1.pdf,0.92,Y
EV000214,quote,quote,HAR-S00018-Q1,2025-11-24T09:00:00,carrier:NAT,quote_received,,received,HAR-S00018-Q1.pdf,0.92,N
EV000242,quote,quote,HAR-S00066-Q1,2025-11-24T16:00:00,carrier:TRV,quote_received,,received,HAR-S00066-Q1.pdf,0.92,N
EV000118,marketing,submission,HAR-S00064,2025-11-25T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000060,marketing,submission,HAR-S00033,2025-11-25T15:00:00,E010,submitted ,draft,submitted,HAR-S00033_package.pdf,1.0,N
EV000103,marketing,submission,HAR-S00056,2025-11-26T14:00:00,E007,submitted ,draft,submitted,HAR-S00056_package.pdf,1.0,N
EV000300,certificates,certificate_request,HAR-CERT0017,2025-11-27T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000301,certificates,certificate_request,HAR-CERT0017,2025-11-27T13:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000328,certificates,certificate_request,HAR-CERT0031,2025-11-28T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000061,marketing,submission,HAR-S00033,2025-11-29T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000104,marketing,submission,HAR-S00056,2025-11-29T10:00:00,carrier:GRD,acknowledged,submitted,acknowledged,,1.0,N
EV000001,marketing,submission,HAR-S00001,2025-11-29T14:00:00,E012,submitted,draft,submitted,HAR-S00001_package.pdf,1.0,N
EV000329,certificates,certificate_request,HAR-CERT0031,2025-11-29T22:00:00,E009,certificate_issued,open,issued,HAR-COI0031.pdf,1.0,N
EV000072,marketing,submission,HAR-S00040,2025-11-30T14:00:00,E013,submitted,draft,submitted,HAR-S00040_package.pdf,1.0,N
EV000422,billing,payment,HAR-PMT00038,2025-11-30T14:00:00,accounting,cash_applied,received,applied,ACH928223733,1.0,N
EV000259,quote,quote,HAR-S00099-Q1,2025-11-30T15:00:00,carrier:CNA,quote_received,,received,HAR-S00099-Q1.pdf,0.92,N
EV000002,marketing,submission,HAR-S00001,2025-12-01T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000384,endorsements,endorsement_request,HAR-END0028,2025-12-01T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000322,certificates,certificate_request,HAR-CERT0028,2025-12-01T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000323,certificates,certificate_request,HAR-CERT0028,2025-12-01T13:00:00,E012,exception_flagged,open,exception,,0.97,Y
EV000195,marketing,submission,HAR-S00105,2025-12-02T08:00:00,E007,submitted,draft,submitted,HAR-S00105_package.pdf,1.0,N
EV000196,marketing,submission,HAR-S00105,2025-12-02T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000412,billing,payment,HAR-PMT00028,2025-12-02T14:00:00,accounting,cash_applied,received,applied,CHK 11047,1.0,N
EV000241,quote,quote,HAR-S00064-Q1,2025-12-03T10:00:00,carrier:CNA,quote_received,,received,HAR-S00064-Q1.pdf,0.92,N
EV000430,commissions,commission_line,HIG-COMM-202511:HIG-GL-1962926,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202511.pdf,0.95,N
EV000431,commissions,commission_line,HIG-COMM-202511:HIG-WC-9031274,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202511.pdf,0.95,N
EV000442,commissions,commission_line ,CNA-COMM-202511:CNA-CYB-7096491,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,CNA-COMM-202511.pdf,0.95,N
EV000444,commissions,commission_line,NAT-COMM-202511:NAT-WC-4260708,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,NAT-COMM-202511.pdf,0.95,N
EV000449,commissions,commission_line,AMT-COMM-202511:AMT-WC-7809356,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,AMT-COMM-202511.pdf,0.95,N
EV000453,commissions,commission_line,MKL-COMM-202511:MKL-PL-5526497,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202511.pdf,0.95,N
EV000454,commissions,commission_line,MKL-COMM-202511:MKL-PL-9312741,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202511.pdf,0.95,N
EV000364,endorsements,endorsement_request,HAR-END0016,2025-12-03T11:00:00,carrier:CNA,endorsement_received,pending_carrier,issued,END-882307.pdf,0.9,N
EV000419,billing,payment,HAR-PMT00035,2025-12-03T14:00:00,accounting,cash_applied,received,applied,CHK 18738,1.0,N
EV000175,marketing,submission,HAR-S00095,2025-12-04T14:00:00,E009,submitted,draft,submitted,HAR-S00095_package.pdf,1.0,N
EV000176,marketing,submission,HAR-S00095,2025-12-05T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000345,endorsements,endorsement_request,HAR-END0004,2025-12-05T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000272,certificates,certificate_request,HAR-CERT0003,2025-12-05T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000273,certificates,certificate_request,HAR-CERT0003,2025-12-05T19:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000243,quote,quote,HAR-S00067-Q1,2025-12-06T11:00:00,carrier:CNA,quote_received,,received,HAR-S00067-Q1.pdf,0.92,N
EV000073,marketing,submission,HAR-S00041,2025-12-06T15:00:00,E013,submitted,draft,submitted,HAR-S00041_package.pdf,1.0,N
EV000496,renewals,renewal_task,REN-HAR-P00066-T120,2025-12-06T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000020,marketing,submission,HAR-S00012,2025-12-07T12:00:00,E008,submitted,draft,submitted,HAR-S00012_package.pdf,1.0,N
EV000351,endorsements,endorsement_request ,HAR-END0008,2025-12-08T10:00:00,E012,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000033,marketing,submission,HAR-S00019,2025-12-08T17:00:00,E011,submitted,draft,submitted,HAR-S00019_package.pdf,1.0,N
EV000034,marketing,submission,HAR-S00019,2025-12-09T10:00:00,carrier:GRD,acknowledged,submitted,acknowledged,,1.0,N
EV000265,quote,quote,HAR-S00105-Q1,2025-12-09T11:00:00,carrier:LIB,quote_received,,received,HAR-S00105-Q1.pdf,0.92,N
EV000074,marketing,submission,HAR-S00041,2025-12-10T10:00:00,carrier:NAT,acknowledged,submitted,acknowledged,,1.0,N
EV000304,certificates,certificate_request,HAR-CERT0019,2025-12-10T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000305,certificates,certificate_request,HAR-CERT0019,2025-12-10T18:00:00,E010,exception_flagged,open,exception,,0.97,Y
EV000021,marketing,submission,HAR-S00012,2025-12-11T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000349,endorsements,endorsement_request,HAR-END0007,2025-12-11T10:00:00,E009,sent_to_carrier,requested,pending_carrier ,,1.0,N
EV000022,marketing,submission,HAR-S00013,2025-12-11T11:00:00,E008,submitted,draft,submitted,HAR-S00013_package.pdf,1.0,N
EV000302,certificates,certificate_request,HAR-CERT0018,2025-12-13T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000203,quote,quote,HAR-S00001-Q1,2025-12-13T15:00:00,carrier:LIB,quote_received,,received,HAR-S00001-Q1.pdf,0.92,N
EV000303,certificates,certificate_request,HAR-CERT0018,2025-12-13T15:00:00,E007,exception_flagged,open,exception,,0.97,Y
EV000502,renewals,renewal_task,REN-HAR-P00079-T120,2025-12-13T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000018,marketing,submission,HAR-S00011,2025-12-13T16:00:00,E007,submitted,draft,submitted,HAR-S00011_package.pdf,1.0,N
EV000324,certificates,certificate_request,HAR-CERT0029,2025-12-13T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000325,certificates,certificate_request,HAR-CERT0029,2025-12-13T18:00:00,E007,exception_flagged,open,exception,,0.97,Y
EV000052,marketing,submission,HAR-S00029,2025-12-14T08:00:00,E009,submitted,draft,submitted,HAR-S00029_package.pdf,1.0,N
EV000161,marketing,submission,HAR-S00088,2025-12-14T10:00:00,E008,submitted,draft,submitted,HAR-S00088_package.pdf,1.0,N
EV000474,renewals,renewal_task,REN-HAR-P00040-T120,2025-12-14T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000019,marketing,submission,HAR-S00011,2025-12-15T10:00:00,carrier:NAT,acknowledged,submitted,acknowledged,,1.0,N
EV000053,marketing,submission,HAR-S00029,2025-12-15T10:00:00 ,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000326,certificates,certificate_request,HAR-CERT0030,2025-12-15T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000327,certificates,certificate_request,HAR-CERT0030,2025-12-16T00:00:00,E006,certificate_issued,open,issued,HAR-COI0030.pdf,1.0,N
EV000162,marketing,submission,HAR-S00088,2025-12-17T10:00:00,carrier:NAT,acknowledged,submitted,acknowledged,,1.0,N
EV000350,endorsements,endorsement_request,HAR-END0007,2025-12-17T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued_-_discrepancy,END-478899.pdf,0.9,Y
EV000171,marketing,submission,HAR-S00093,2025-12-17T16:00:00,E009,submitted,draft,submitted,HAR-S00093_package.pdf,1.0,N
EV000172,marketing,submission,HAR-S00093,2025-12-19T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000286,certificates,certificate_request,HAR-CERT0010,2025-12-19T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000237,quote,quote,HAR-S00056-Q1,2025-12-19T14:00:00,carrier:GRD,quote_received,,received,HAR-S00056-Q1.pdf,0.92,N
EV000487,renewals,renewal_task,REN-HAR-P00054-T120,2025-12-19T15:00:00,E010,task_completed,open,complete,,1.0,N
EV000079,marketing,submission,HAR-S00044,2025-12-20T10:00:00,E013,submitted,draft,submitted,HAR-S00044_package.pdf,1.0,N
EV000287,certificates,certificate_request,HAR-CERT0010,2025-12-21T04:00:00,E010,certificate_issued,open,issued,HAR-COI0010.pdf,1.0,N
EV000080,marketing,submission,HAR-S00044,2025-12-21T10:00:00,carrier:NAT,acknowledged,submitted,acknowledged,,1.0,N
EV000029,marketing,submission,HAR-S00017,2025-12-21T12:00:00,E011,submitted,draft,submitted,HAR-S00017_package.pdf,1.0,N
EV000509,renewals,renewal_task,REN-HAR-P00083-T120,2025-12-21T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000357,endorsements,endorsement_request,HAR-END0012,2025-12-22T10:00:00,E010,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000224,quote,quote,HAR-S00033-Q1 ,2025-12-22T15:00:00 ,carrier:CNA,quote_received,,received,HAR-S00033-Q1.pdf,0.92,N
EV000010,marketing,submission,HAR-S00006,2025-12-23T11:00:00,E007,submitted,draft,submitted,HAR-S00006_package.pdf,1.0,N
EV000030,marketing,submission,HAR-S00017,2025-12-24T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000354,endorsements,endorsement_request,HAR-END0010,2025-12-24T10:00:00,E010,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000382,endorsements,endorsement_request,HAR-END0026,2025-12-24T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-327708.pdf,0.9,N
EV000460,renewals,renewal_task,REN-HAR-P00001-T120,2025-12-24T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000011,marketing,submission,HAR-S00006,2025-12-25T10:00:00,carrier:MKL,acknowledged,submitted,acknowledged,,1.0,N
EV000177,marketing,submission,HAR-S00096,2025-12-25T17:00:00,E009,submitted,draft,submitted,HAR-S00096_package.pdf,1.0,N
EV000391,billing,payment,HAR-PMT00007 ,2025-12-26T14:00:00,accounting,cash_applied,received,applied,CHK 40417,1.0,N
EV000178,marketing,submission,HAR-S00096,2025-12-27T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000208,quote,quote,HAR-S00011-Q1,2025-12-31T12:00:00,carrier:NAT,quote_received,,received,HAR-S00011-Q1.pdf,0.92,N
EV000016,marketing,submission,HAR-S00009,2025-12-31T17:00:00,E007,submitted,draft,submitted,HAR-S00009_package.pdf ,1.0,N
EV000256,quote,quote,HAR-S00095-Q1,2026-01-01T10:00:00,carrier:LIB,quote_received,,received,HAR-S00095-Q1.pdf,0.92,N
EV000497,renewals,renewal_task ,REN-HAR-P00066-T90,2026-01-01T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000105,marketing,submission,HAR-S00057,2026-01-01T17:00:00,E007,submitted,draft,submitted,HAR-S00057_package.pdf,1.0,N
EV000017,marketing,submission,HAR-S00010,2026-01-02T09:00:00,E007,submitted,draft,submitted,HAR-S00010_package.pdf,1.0,N
EV000209,quote,quote,HAR-S00012-Q1,2026-01-02T10:00:00,carrier:AMT,quote_received,,received,HAR-S00012-Q1.pdf,0.92,N
EV000054,marketing,submission ,HAR-S00030,2026-01-02T12:00:00,E009,submitted,draft,submitted,HAR-S00030_package.pdf,1.0,N
EV000014,marketing,submission,HAR-S00008,2026-01-03T10:00:00,E007,submitted,draft,submitted,HAR-S00008_package.pdf,1.0,N
EV000432,commissions,commission_line,HIG-COMM-202512:HIG-WC-6629466,2026-01-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202512.pdf,0.95,N
EV000355,endorsements,endorsement_request,HAR-END0010,2026-01-03T11:00:00,carrier:PRG,endorsement_received,pending_carrier,issued,END-468105.pdf,0.9,N
EV000465,renewals,renewal_task,REN-HAR-P00017-T120,2026-01-03T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000336,certificates,certificate_request,HAR-CERT0035,2026-01-03T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000337,certificates,certificate_request,HAR-CERT0035,2026-01-03T19:00:00,E007,exception_flagged,open,exception,,0.97,Y
EV000109,marketing,submission,HAR-S00059,2026-01-04T09:00:00,E007,submitted,draft,submitted,HAR-S00059_package.pdf,1.0,N
EV000015,marketing,submission,HAR-S00008,2026-01-04T10:00:00,carrier:GRD,acknowledged,submitted,acknowledged,,1.0,N
EV000004,marketing,submission,HAR-S00003,2026-01-04T14:00:00,E012,submitted,draft,submitted,HAR-S00003_package.pdf,1.0,N
EV000106,marketing,submission,HAR-S00057,2026-01-05T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000055,marketing,submission,HAR-S00030 ,2026-01-06T10:00:00,carrier:GRD,acknowledged,submitted,acknowledged,,1.0,N
EV000005,marketing,submission,HAR-S00003,2026-01-07T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000213,quote,quote,HAR-S00017-Q1,2026-01-07T16:00:00,carrier:TRV,quote_received,,received,HAR-S00017-Q1.pdf,0.92,N
EV000110,marketing,submission,HAR-S00059,2026-01-08T10:00:00,carrier:NAT,acknowledged,submitted ,acknowledged,,1.0,N
EV000475,renewals,renewal_task,REN-HAR-P00040-T90,2026-01-08T15:00:00,E013,task_completed,open,complete,,1.0,N 
EV000282,certificates,certificate_request,HAR-CERT0008,2026-01-10T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000283,certificates,certificate_request,HAR-CERT0008,2026-01-10T16:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000167,marketing,submission,HAR-S00091,2026-01-11T10:00:00,E008,submitted,draft,submitted,HAR-S00091_package.pdf,1.0,N
EV000503,renewals ,renewal_task,REN-HAR-P00079-T90,2026-01-12T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000254,quote,quote,HAR-S00093-Q1,2026-01-12T16:00:00,carrier:HIG,quote_received,,received,HAR-S00093-Q1.pdf,0.92,N
EV000168,marketing,submission,HAR-S00091,2026-01-13T10:00:00,carrier:MKL,acknowledged,submitted,acknowledged,,1.0,N
EV000257,quote,quote,HAR-S00096-Q1,2026-01-13T15:00:00,carrier:TRV,quote_received,,received,HAR-S00096-Q1.pdf,0.92,N
EV000488,renewals,renewal_task,REN-HAR-P00054-T90,2026-01-13T15:00:00,E010,task_completed,open,complete ,,1.0,N
EV000204,quote,quote,HAR-S00003-Q1,2026-01-15T09:00:00,carrier:AMT,quote_received ,,received,HAR-S00003-Q1.pdf,0.92,N
EV000165,marketing,submission,HAR-S00090,2026-01-15T12:00:00,E008,submitted,draft,submitted,HAR-S00090_package.pdf,1.0,N
EV000424 ,billing,payment,HAR-PMT00040,2026-01-15T14:00:00,accounting ,cash_unapplied,received,unapplied,CHK 57720,1.0,Y
EV000070,marketing,submission,HAR-S00039,2026-01-15T16:00:00,E013,submitted,draft,submitted,HAR-S00039_package.pdf,1.0,N
EV000467,renewals,renewal_task,REN-HAR-P00024-T120,2026-01-16T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000276,certificates,certificate_request,HAR-CERT0005,2026-01-17T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000392,billing,payment,HAR-PMT00008,2026-01-17T14:00:00,accounting,cash_applied,received,applied,PF697081,1.0,N
EV000268,certificates,certificate_request,HAR-CERT0001,2026-01-18T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000071,marketing,submission,HAR-S00039,2026-01-18T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000166,marketing,submission,HAR-S00090,2026-01-18T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000221,quote,quote,HAR-S00030-Q1,2026-01-18T13:00:00,carrier:GRD,quote_received,,received,HAR-S00030-Q1.pdf,0.92,N
EV000269,certificates,certificate_request,HAR-CERT0001,2026-01-18T17:00:00,E007,certificate_issued,open,issued,HAR-COI0001.pdf,1.0,N
EV000277,certificates,certificate_request,HAR-CERT0005,2026-01-19T02:00:00,E008,certificate_issued,open,issued,HAR-COI0005.pdf,1.0,N
EV000240,quote,quote,HAR-S00059-Q1,2026-01-19T10:00:00,carrier:NAT,quote_received,,received,HAR-S00059-Q1.pdf,0.92,N
EV000360,endorsements,endorsement_request,HAR-END0014,2026-01-19T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000108,marketing,submission,HAR-S00058,2026-01-21T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000314,certificates,certificate_request,HAR-CERT0024,2026-01-21T10:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000343,endorsements,endorsement_request,HAR-END0003,2026-01-21T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000107,marketing,submission,HAR-S00058,2026-01-21T14:00:00,E007,submitted ,draft,submitted,HAR-S00058_package.pdf ,1.0,N
EV000173,marketing,submission,HAR-S00094,2026-01-21T15:00:00,E009,submitted,draft,submitted,HAR-S00094_package.pdf,1.0,N
EV000284,certificates,certificate_request,HAR-CERT0009,2026-01-21T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000174,marketing,submission,HAR-S00094,2026-01-22T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000228,quote,quote,HAR-S00039-Q1,2026-01-22T12:00:00,carrier:TRV,quote_received,,received,HAR-S00039-Q1.pdf,0.92,Y
EV000315,certificates,certificate_request,HAR-CERT0024,2026-01-23T00:00:00,E006,certificate_issued,open,issued,HAR-COI0024.pdf,1.0,N
EV000383,endorsements,endorsement_request,HAR-END0027,2026-01-23T10:00:00,E013,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000461,renewals,renewal_task,REN-HAR-P00001-T90,2026-01-23T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000510,renewals,renewal_task,REN-HAR-P00083-T90,2026-01-23T15:00:00,E009,task_completed,open,complete,,1.0,N
EV000285,certificates,certificate_request,HAR-CERT0009,2026-01-24T16:00:00,E007,certificate_issued,open,issued,HAR-COI0009.pdf,1.0,N
EV000288,certificates,certificate_request,HAR-CERT0011,2026-01-25T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000289,certificates,certificate_request,HAR-CERT0011,2026-01-25T11:00:00,E010,exception_flagged,open,exception,,0.97,Y
EV000498,renewals,renewal_task ,REN-HAR-P00066-T75,2026-01-25T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000376,endorsements,endorsement_request,HAR-END0023,2026-01-26T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000466,renewals,renewal_task,REN-HAR-P00017-T90,2026-01-26T15:00:00,E012,task_completed,open,complete,,1.0,N
EV000341,endorsements,endorsement_request,HAR-END0002,2026-01-27T10:00:00,E013,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000358,endorsements,endorsement_request,HAR-END0012,2026-01-27T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-136702.pdf,0.9,N
EV000298,certificates,certificate_request,HAR-CERT0016,2026-01-27T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000238,quote,quote,HAR-S00057-Q1,2026-01-27T16:00:00,carrier:AMT,quote_received,,received,HAR-S00057-Q1.pdf,0.92,N
EV000299,certificates,certificate_request ,HAR-CERT0016,2026-01-27T17:00:00,E011,exception_flagged,open,exception,,0.97,Y
EV000476,renewals,renewal_task,REN-HAR-P00040-T75,2026-01-28T15:00:00,E013,task_completed,open,complete,,1.0,N
EV000504,renewals,renewal_task,REN-HAR-P00079-T75,2026-01-30T15:00:00,E008,task_completed,open,complete,,1.0,N
EV000095,marketing,submission,HAR-S00052 ,2026-02-01T08:00:00,E011,submitted,draft,submitted,HAR-S00052_package.pdf,1.0,N
EV000096,marketing,submission,HAR-S00052,2026-02-01T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000361,endorsements,endorsement_request,HAR-END0014,2026-02-01T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued,END-417082.pdf,0.9,N
EV000396,billing,payment,HAR-PMT00012,2026-02-01T14:00:00,accounting,cash_applied,received,applied,PF327160,1.0,N
EV000489,renewals,renewal_task,REN-HAR-P00054-T75,2026-02-01T15:00:00,E010,task_completed,open,complete,,1.0,N
