Pay Period End,Employee Id,Department,Regular Hours,Overtime Hours,Gross Pay,Overtime Pay,Federal Tax,State Tax,Fica,401K,Health Deduction,Net Pay
2025-09-30,E038,Warehouse,173.3,11.0,4131.37,346.5,495.76,126.83,316.05,247.88,142.5,2802.35
2025-09-30,E039,Warehouse,173.3,18.0,4527.18,621.0,543.26,138.98,346.33,271.63,142.5,3084.48
2025-09-30,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,0.0,285.0,6541.4
2025-09-30,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,290.0,142.5,3302.7
2025-09-30,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,364.58,142.5,5127.93
2025-09-30,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,616.67,0,8914.53
2025-09-30,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,253.75,0,6282.85
2025-09-30,E045,Quality,173.3,14.0,6506.81,651.0,780.82,199.76,497.77,390.41,0,4638.05
2025-10-31,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,620.83,142.5,8832.27
2025-10-31,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,335.0,0,8294.6
2025-10-31,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,0.0,142.5,6780.5
2025-10-31,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,537.5,0,7770.09
2025-10-31,E005 ,Operations,173.3,7.0,5184.61,301.88,622.15,159.17,396.62,155.54,285.0,3566.13
2025-10-31,E006,Operations,173.3,10.0,5363.8,431.25,643.66,164.67,410.33,0.0,142.5,4002.64
2025-10-31,E007,Operations,173.3,2.0,5588.58,91.5,670.63,171.57,427.53,279.43,0,4039.42
2025-10-31,E008,Operations,173.3,5.0,4518.55,196.88,542.23,138.72,345.67,135.56,142.5,3213.87
2025-10-31,E009,Operations,173.3,11.0,4754.79,433.12,570.57,145.97,363.74,237.74,285.0,3151.77
2025-10-31,E010,Operations,173.3,22.0,6986.25,1023.0,838.35,214.48,534.45,0.0,285.0,5113.97
2025-10-31 ,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,535.42,285.0,7454.97
2025-10-31,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,570.83,410.0,7841.97
2025-10-31,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,575.0,0,8312.2
2025-10-31,E014,Sales,,0,7041.67,0,845.0,216.18,538.69,211.25,285.0,4945.55
2025-10-31,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,0.0,0,9692.2
2025-10-31,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,805.0,0,9563.4
2025-10-31,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,157.5,410.0,3489.7
2025-10-31,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,143.75,0,3559.26
2025-10-31,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,261.25,285.0,6183.54
2025-10-31,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,622.5,285.0,7110.3
2025-10-31,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,329.17,0,4758.43
2025-10-31,E022,Sales,,0,4791.67,0,575.0,147.1,366.56,143.75,142.5,3416.76
2025-10-31,E023,Sales,,0,6833.33,0,820.0,209.78,522.75,410.0,410.0,4460.8
2025-10-31,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,388.75,410.0,9215.45
2025-10-31,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,285.0,9729.2
2025-10-31,E026,Warehouse,173.3,3.0,5654.09,132.75,678.49,173.58,432.54,339.25,410.0,3620.23
2025-10-31,E027,Warehouse,173.3,5.0,5448.58,206.25,653.83,167.27,416.82,0.0,285.0,3925.66
2025-10-31,E028,Warehouse,173.3,17.0,5173.01,669.38,620.76,158.81,395.74,258.65,0,3739.05
2025-10-31,E029,Warehouse,173.3,4.0,3719.31,112.5,446.32,114.18,284.53,185.97,0,2688.31
2025-10-31,E030,Warehouse ,173.3,19.0,6631.18,890.62,795.74,203.58,507.29,0.0,285.0,4839.57
2025-10-31 ,E031,Warehouse,173.3,21.0,6092.8,937.12,731.14,187.05,466.1,304.64,285.0,4118.87
2025-10-31,E032,Warehouse,173.3,10.0,6481.98,465.0,777.84,199.0,495.87,194.46,285.0,4529.81
2025-10-31,E033,Warehouse,173.3,9.0,5165.92,391.5,619.91,158.59,395.19,309.96,410.0,3272.27
2025-10-31,E034,Warehouse,173.3,10.0,5124.84,393.75,614.98,157.33,392.05,153.75,410.0,3396.73
2025-10-31,E035,Warehouse,173.3,14.0,5785.47,609.0,694.26,177.61,442.59,289.27,0,4181.74
2025-10-31,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,0.0,0,9144.8
2025-10-31,E037,Warehouse,173.3,21.0,6457.46,968.62,774.9,198.24,494.0,322.87,0,4667.45
2025-10-31,E038,Warehouse,173.3,15.0,4293.77,472.5,515.25,131.82,328.47,214.69,410.0,2693.54
2025-10-31,E039,Warehouse,173.3,19.0,5119.71,655.5,614.37,157.18,391.66,153.59,410.0,3392.91
2025-10-31,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,530.0,0,6296.4
2025-10-31,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,145.0,142.5,3447.7
2025-10-31,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,364.58,410.0,4860.43
2025-10-31,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,370.0,142.5,9018.7
2025-10-31,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,507.5,285.0,5744.1
2025-10-31,E045,Quality,173.3,6.0,5812.47,279.0,697.5,178.44,444.65,348.75,142.5,4000.63
2025-11-30,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,620.83,410.0,8564.77
2025-11-30,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,558.33,0,8071.27
2025-11-30,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,447.92,142.5,6332.58
2025-11-30,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,0.0,410.0,7897.59
2025-11-30,E005,Operations,173.3,10.0,5264.15,431.25,631.7,161.61,402.71,157.92,142.5,3767.71
2025-11-30,E006,Operations,173.3,4.0,5005.4,172.5,600.65,153.67,382.91,150.16,0,3718.01
2025-11-30,E007,Operations,173.3,7.0,6240.18,320.25,748.82,191.57,477.37,187.21,142.5,4492.71
2025-11-30,E008,Operations,173.3,1.0,4543.01,39.38,545.16,139.47,347.54,136.29,410.0,2964.55
2025-11-30,E009,Operations,173.3,14.0,5555.29,551.25,666.63,170.55,424.98,277.76,285.0,3730.37
2025-11-30,E010,Operations,173.3,13.0,6030.52,604.5,723.66,185.14,461.33,180.92,142.5,4336.97
2025-11-30,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,321.25,410.0,7544.14
2025-11-30,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,342.5,142.5,8337.8
2025-11-30,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,0.0,142.5,8744.7
2025-11-30,E014,Sales,,0,7041.67,0,845.0,216.18,538.69,422.5,142.5,4876.8
2025-11-30,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,627.08,142.5,8922.62
2025-11-30,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,805.0,410.0,9153.4
2025-11-30,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,262.5,410.0,3384.7
2025-11-30,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,239.58,410.0,3053.43
2025-11-30,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,0.0,0,6729.79
2025-11-30,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,622.5,0,7395.3
2025-11-30,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,395.0,285.0,4407.6
2025-11-30,E022,Sales,,0,4791.67,0,575.0,147.1,366.56,239.58,410.0,3053.43
2025-11-30,E023,Sales,,0,6833.33,0,820.0,209.78,522.75,0.0,285.0,4995.8
2025-11-30,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,647.92,410.0,8956.28
2025-11-30,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,142.5,9871.7
2025-11-30,E026,Warehouse,173.3,10.0,6066.09,442.5,727.93,186.23,464.06,181.98,142.5,4363.39
2025-11-30,E027,Warehouse,173.3,3.0,5175.45,123.75,621.05,158.89,395.92,258.77,285.0,3455.82
2025-11-30,E028,Warehouse,173.3,21.0,5603.46,826.88,672.42,172.03,428.66,280.17,410.0,3640.18
2025-11-30,E029,Warehouse,173.3,21.0,3710.02,590.62,445.2,113.9,283.82,222.6,0,2644.5
2025-11-30,E030,Warehouse,173.3,6.0,6238.44,281.25,748.61,191.52,477.24,374.31,142.5,4304.26
2025-11-30,E031,Warehouse,173.3,1.0,5612.75,44.62,673.53,172.31,429.38,168.38,285.0,3884.15
2025-11-30,E032,Warehouse,173.3,18.0,6746.53,837.0,809.58,207.12,516.11,404.79,410.0,4398.93
2025-11-30 ,E033,Warehouse,173.3,11.0,5453.94,478.5,654.47,167.44,417.23,272.7,0,3942.1
2025-11-30,E034,Warehouse,173.3,8.0,5273.55,315.0,632.83,161.9,403.43,316.41,285.0,3473.98
2025-11-30,E035,Warehouse,173.3,13.0,5842.49,565.5,701.1,179.36,446.95,175.27,0,4339.81
2025-11-30,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,355.0,0,8789.8
2025-11-30,E037,Warehouse,173.3,14.0,6614.2,645.75,793.7,203.06,505.99,330.71,410.0,4370.74
2025-11-30,E038,Warehouse,173.3,9.0,3813.62,283.5,457.63,117.08,291.74,0.0,0,2947.17
2025-11-30,E039,Warehouse,173.3,11.0,4245.82,379.5,509.5,130.35,324.81,212.29,142.5,2926.37
2025-11-30,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,265.0,285.0,6276.4
2025-11-30,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,0.0,142.5,3592.7
2025-11-30,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,437.5,0,5197.51
2025-11-30,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,370.0,285.0,8876.2
2025-11-30,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,253.75,285.0,5997.85
2025-11-30,E045,Quality,173.3,7.0,5966.42,325.5,715.97,183.17,456.43,357.99,285.0,3967.86
2025-12-31,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,620.83,410.0,8564.77
2025-12-31,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,670.0,142.5,7817.1
2025-12-31,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,268.75,142.5,6511.75
2025-12-31,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,537.5,0,7770.09
2025-12-31,E005,Operations,173.3,6.0,5340.77,258.75,640.89,163.96,408.57,0.0,285.0,3842.35
2025-12-31,E006,Operations,173.3,9.0,5370.5,388.12,644.46,164.87,410.84,268.53,142.5,3739.3
2025-12-31,E007,Operations,173.3,15.0,6447.61,686.25,773.71,197.94,493.24,322.38,142.5,4517.84
2025-12-31,E008,Operations,173.3,22.0,5824.8,866.25,698.98,178.82,445.6,349.49,285.0,3866.91
2025-12-31,E009,Operations ,173.3,18.0,5530.82,708.75,663.7,169.8,423.11,331.85,410.0,3532.36
2025-12-31,E010,Operations,173.3,1.0,6063.48,46.5,727.62,186.15,463.86,303.17,142.5,4240.18
2025-12-31,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,0.0,285.0,7990.39
2025-12-31,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,0.0,142.5,8680.3
2025-12-31,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,345.0,285.0,8257.2
2025-12-31,E014,Sales,,0,7041.67,0,845.0,216.18,538.69,422.5,410.0,4609.3
2025-12-31,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,376.25,285.0,9030.95
2025-12-31,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,805.0,0,9563.4
2025-12-31,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,315.0,285.0,3457.2
2025-12-31,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,143.75,0,3559.26
2025-12-31,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,435.42,285.0,6009.37
2025-12-31,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,311.25,142.5,7564.05
2025-12-31,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,329.17,285.0,4473.43
2025-12-31,E022,Sales,,0,4791.67,0,575.0,147.1,366.56,287.5,142.5,3273.01
2025-12-31,E023 ,Sales,,0,6833.33,0,820.0,209.78,522.75,0.0,285.0,4995.8
2025-12-31,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,777.5,0,9236.7
2025-12-31,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,647.92,285.0,9081.28
2025-12-31,E026,Warehouse,173.3,7.0,5422.1,309.75,650.65,166.46,414.79,325.33,142.5,3722.37
2025-12-31,E027,Warehouse,173.3,16.0,5616.38,660.0,673.97,172.42,429.65,280.82,142.5,3917.02
2025-12-31,E028,Warehouse,173.3,10.0,5261.31,393.75,631.36,161.52,402.49,157.84,142.5,3765.6
2025-12-31,E029,Warehouse,173.3,17.0,3889.96,478.12,466.8,119.42,297.58,116.7,410.0,2479.46
2025-12-31,E030,Warehouse,173.3,16.0,6544.72,750.0,785.37,200.92,500.67,196.34,410.0,4451.42
2025-12-31,E031,Warehouse,173.3,1.0,5664.31,44.62,679.72,173.89,433.32,283.22,142.5,3951.66
2025-12-31,E032,Warehouse,173.3,8.0,5905.47,372.0,708.66,181.3,451.77,177.16,410.0,3976.58
2025-12-31,E033,Warehouse,173.3,18.0,5708.19,783.0,684.98,175.24,436.68,342.49,410.0,3658.8
2025-12-31,E034,Warehouse,173.3,1.0,4406.54,39.38,528.78,135.28,337.1,264.39,410.0,2730.99
2025-12-31,E035,Warehouse,173.3,17.0,6368.28,739.5,764.19,195.51,487.17,382.1,285.0,4254.31
2025-12-31,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,0.0,0,9144.8
2025-12-31,E037,Warehouse,173.3,0,5595.42,0.0,671.45,171.78,428.05,279.77,142.5,3901.87
2025-12-31,E038,Warehouse,173.3,12.0,4308.44,378.0,517.01,132.27,329.6,258.51,410.0,2661.05
2025-12-31,E039,Warehouse,173.3,10.0,4609.91,345.0,553.19,141.52,352.66,0.0,410.0,3152.54
2025-12-31,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,441.67,142.5,6242.23
2025-12-31,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,241.67,0,3493.53
2025-12-31,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,218.75,0,5416.26
2025-12-31,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,0.0,0,9531.2
2025-12-31,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,507.5,142.5,5886.6
2025-12-31,E045,Quality,173.3,17.0,5894.19,790.5,707.3,180.95,450.91,0.0,0,4555.03
2026-01-31,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,372.5,285.0,8938.1
2026-01-31,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,335.0,410.0,7884.6
2026-01-31,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,0.0,410.0,6513.0
2026-01-31,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,0.0,142.5,8165.09
2026-01-31,E005,Operations,173.3,3.0,5111.76,129.38,613.41,156.93,391.05,0.0,285.0,3665.37
2026-01-31,E006,Operations,173.3,22.0,5831.48,948.75,699.78,179.03,446.11,174.94,0,4331.62
2026-01-31,E007,Operations,173.3,0,5549.93,0.0,665.99,170.38,424.57,0.0,285.0,4003.99
2026-01-31,E008,Operations,173.3,12.0,5112.61,472.5,613.51,156.96,391.11,153.38,285.0,3512.65
2026-01-31,E009,Operations,173.3,11.0,5118.72,433.12,614.25,157.14,391.58,0.0,410.0,3545.75
2026-01-31,E010,Operations,173.3,1.0,5418.8,46.5,650.26,166.36,414.54,162.56,285.0,3740.08
2026-01-31,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,642.5,410.0,7222.89
2026-01-31,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,0.0,285.0,8537.8
2026-01-31,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,345.0,142.5,8399.7
2026-01-31,E014,Sales ,,0,7041.67,0,845.0,216.18,538.69,352.08,142.5,4947.22
2026-01-31,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,627.08,410.0,8655.12
2026-01-31,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,402.5,285.0,9680.9
2026-01-31,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,315.0,410.0,3332.2
2026-01-31,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,143.75,0,3559.26
2026-01-31,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,0.0,0,6729.79
2026-01-31,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,622.5,285.0,7110.3
2026-01-31,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,0.0,410.0,4677.6
2026-01-31,E022,Sales,,0,4791.67,0,575.0,147.1,366.56,0.0,285.0,3418.01
2026-01-31,E023,Sales,,0,6833.33,0,820.0,209.78,522.75,341.67,285.0,4654.13
2026-01-31,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,142.5,9871.7
2026-01-31,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,777.5,410.0,8826.7
2026-01-31,E026,Warehouse ,173.3,2.0,5149.73,88.5,617.97,158.1,393.95,308.98,410.0,3260.73
2026-01-31,E027,Warehouse,173.3,13.0,5444.97,536.25,653.4,167.16,416.54,326.7,142.5,3738.67
2026-01-31,E028,Warehouse,173.3,7.0,4642.78,275.62,557.13,142.53,355.17,0.0,410.0,3177.95
2026-01-31,E029,Warehouse,173.3,0,3606.81,0.0,432.82,110.73,275.92,180.34,410.0,2197.0
2026-01-31,E030,Warehouse,173.3,22.0,6771.81,1031.25,812.62,207.89,518.04,338.59,0,4894.67
2026-01-31,E031,Warehouse,173.3,1.0,5045.62,44.62,605.47,154.9,385.99,252.28,142.5,3504.48
2026-01-31,E032,Warehouse,173.3,14.0,5862.13,651.0,703.46,179.97,448.45,0.0,285.0,4245.25
2026-01-31,E033,Warehouse,173.3,3.0,5508.0,130.5,660.96,169.1,421.36,165.24,0,4091.34
2026-01-31 ,E034,Warehouse ,173.3,21.0,5830.92,826.88,699.71,179.01,446.07,0.0,0,4506.13
2026-01-31,E035,Warehouse,173.3,2.0,5162.96,87.0,619.56,158.5,394.97,154.89,410.0,3425.04
2026-01-31,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,710.0,0,8434.8
2026-01-31,E037,Warehouse,173.3,9.0,5957.25,415.12,714.87,182.89,455.73,357.44,410.0,3836.32
2026-01-31,E038,Warehouse,173.3,9.0,3777.23,283.5,453.27,115.96,288.96,113.32,410.0,2395.72
2026-01-31,E039,Warehouse,173.3,18.0,4726.48,621.0,567.18,145.1,361.58,236.32,285.0,3131.3
2026-01-31,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,530.0,0,6296.4
2026-01-31,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,241.67,285.0,3208.53
2026-01-31,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,218.75,142.5,5273.76
2026-01-31,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,0.0,410.0,9121.2
2026-01-31,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,0.0,285.0,6251.6
2026-01-31,E045,Quality,173.3,15.0,6338.42,697.5,760.61,194.59,484.89,0.0,0,4898.33
2026-02-28,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,620.83,0,8974.77
2026-02-28,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,335.0,410.0,7884.6
2026-02-28,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,447.92,0,6475.08
2026-02-28,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,537.5,142.5,7627.59
2026-02-28,E005,Operations,173.3,2.0,5118.45,86.25,614.21,157.14,391.56,153.55,410.0,3391.99
2026-02-28,E006,Operations,173.3,4.0,5204.7,172.5,624.56,159.78,398.16,312.28,410.0,3299.92
2026-02-28,E007,Operations,173.3,6.0,6141.57,274.5,736.99,188.55,469.83,368.49,142.5,4235.21
2026-02-28,E008,Operations,173.3,22.0,5460.87,866.25,655.3,167.65,417.76,163.83,285.0,3771.33
2026-02-28,E009,Operations,173.3,17.0,5673.42,669.38,680.81,174.17,434.02,340.41,410.0,3634.01
2026-02-28,E010,Operations,173.3,4.0,6149.25,186.0,737.91,188.78,470.42,0.0,285.0,4467.14
2026-02-28,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,0.0,0,8275.39
2026-02-28,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,685.0,410.0,7727.8
2026-02-28,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,575.0,285.0,8027.2
2026-02-28,E014,Sales,,0,7041.67,0,845.0,216.18,538.69,0.0,142.5,5299.3
2026-02-28,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,0.0,285.0,9407.2
2026-02-28,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,0.0,285.0,10083.4
2026-02-28,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,157.5,410.0,3489.7
2026-02-28,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,239.58,0,3463.43
2026-02-28,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,0.0,0,6729.79
2026-02-28,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,311.25,410.0,7296.55
2026-02-28,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,197.5,0,4890.1
2026-02-28,E022,Sales,,0,4791.67,0,575.0,147.1,366.56,287.5,410.0,3005.51
2026-02-28,E023,Sales,,0,6833.33,0,820.0,209.78,522.75,0.0,285.0,4995.8
2026-02-28,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,0,10014.2
2026-02-28,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,285.0,9729.2
2026-02-28,E026,Warehouse,173.3,19.0,6055.35,840.75,726.64,185.9,463.23,302.77,410.0,3966.81
2026-02-28,E027,Warehouse,173.3,21.0,5870.29,866.25,704.43,180.22,449.08,0.0,0,4536.56
2026-02-28,E028,Warehouse,173.3,4.0,4934.08,157.5,592.09,151.48,377.46,0.0,410.0,3403.05
2026-02-28,E029,Warehouse,173.3,13.0,3744.97,365.62,449.4,114.97,286.49,112.35,410.0,2371.76
2026-02-28,E030,Warehouse,173.3,1.0,6112.38,46.88,733.49,187.65,467.6,305.62,0,4418.02
2026-02-28,E031,Warehouse,173.3,7.0,5725.84,312.38,687.1,175.78,438.03,343.55,285.0,3796.38
2026-02-28,E032,Warehouse,173.3,9.0,5951.97,418.5,714.24,182.73,455.33,178.56,410.0,4011.11
2026-02-28,E033,Warehouse,173.3,1.0,4817.92,43.5,578.15,147.91,368.57,289.08,285.0,3149.21
2026-02-28,E034,Warehouse,173.3,9.0,4994.49,354.38,599.34,153.33,382.08,299.67,410.0,3150.07
2026-02-28,E035,Warehouse,173.3,11.0,5453.94,478.5,654.47,167.44,417.23,163.62,0,4051.18
2026-02-28,E036,Warehouse,,0,11833.33,0,1420.0,363.28,905.25,355.0,410.0,8379.8
2026-02-28,E037,Warehouse,173.3,17.0,6592.7,784.12,791.12,202.4,504.34,0.0,0,5094.84
2026-02-28,E038,Warehouse,173.3,21.0,4155.23,661.5,498.63,127.57,317.88,249.31,285.0,2676.84
2026-02-28,E039,Warehouse,173.3,2.0,4094.76,69.0,491.37,125.71,313.25,204.74,0,2959.69
2026-02-28,E040,Engineering,,0,8833.33,0,1060.0,271.18,675.75,441.67,410.0,5974.73
2026-02-28,E041,Engineering,,0,4833.33,0,580.0,148.38,369.75,241.67,410.0,3083.53
2026-02-28,E042,Sales,,0,7291.67,0,875.0,223.85,557.81,0.0,410.0,5225.01
2026-02-28,E043,Sales,,0,12333.33,0,1480.0,378.63,943.5,370.0,0,9161.2
2026-02-28,E044,HR,,0,8458.33,0,1015.0,259.67,647.06,422.92,285.0,5828.68
2026-02-28,E045,Quality,173.3,19.0,6793.03,883.5,815.16,208.55,519.67,339.65,0,4910.0
2026-03-31,E001,Executive,,0,12416.67,0,1490.0,381.19,949.88,0.0,285.0,9310.6
2026-03-31,E002,Finance,,0,11166.67,0,1340.0,342.82,854.25,670.0,142.5,7817.1
2026-03-31,E003,Finance,,0,8958.33,0,1075.0,275.02,685.31,0.0,410.0,6513.0
2026-03-31,E004,Operations,,0,10750.0,0,1290.0,330.03,822.38,322.5,142.5,7842.59
2026-03-31,E005,Operations,173.3,21.0,6286.59,905.62,754.39,193.0,480.92,0.0,0,4858.28
2026-03-31,E006,Operations,173.3,1.0,5075.32,43.12,609.04,155.81,388.26,152.26,410.0,3359.95
2026-03-31,E007,Operations,173.3,20.0,6834.93,915.0,820.19,209.83,522.87,0.0,142.5,5139.54
2026-03-31,E008,Operations,173.3,19.0,5433.72,748.12,652.05,166.82,415.68,326.02,142.5,3730.65
2026-03-31,E009,Operations,173.3,20.0,5336.62,787.5,640.39,163.83,408.25,160.1,410.0,3554.05
2026-03-31,E010,Operations,173.3,22.0,6878.81,1023.0,825.46,211.18,526.23,412.73,142.5,4760.71
2026-03-31,E011,Purchasing,,0,10708.33,0,1285.0,328.75,819.19,321.25,410.0,7544.14
2026-03-31,E012,Purchasing,,0,11416.67,0,1370.0,350.49,873.38,0.0,410.0,8412.8
2026-03-31,E013,Sales,,0,11500.0,0,1380.0,353.05,879.75,690.0,142.5,8054.7
2026-03-31,E014,Sales,,0,7041.67,0,845.0,216.18,538.69,422.5,285.0,4734.3
2026-03-31,E015,Sales,,0,12541.67,0,1505.0,385.03,959.44,0.0,142.5,9549.7
2026-03-31,E016,Sales,,0,13416.67,0,1610.0,411.89,1026.38,0.0,410.0,9958.4
2026-03-31,E017,Sales,,0,5250.0,0,630.0,161.18,401.62,315.0,0,3742.2
2026-03-31,E018,Sales,,0,4791.67,0,575.0,147.1,366.56,0.0,142.5,3560.51
2026-03-31,E019,Sales,,0,8708.33,0,1045.0,267.35,666.19,522.5,285.0,5922.29
2026-03-31,E020,Sales,,0,10375.0,0,1245.0,318.51,793.69,622.5,142.5,7252.8
2026-03-31,E021,Sales,,0,6583.33,0,790.0,202.11,503.62,197.5,410.0,4480.1
2026-03-31,E022 ,Sales,,0,4791.67,0,575.0,147.1,366.56,287.5,0,3415.51
2026-03-31,E023,Sales ,,0,6833.33,0,820.0,209.78,522.75,410.0,142.5,4728.3
2026-03-31,E024,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,142.5,9871.7
2026-03-31,E025,Sales,,0,12958.33,0,1555.0,397.82,991.31,0.0,410.0,9604.2
2026-03-31,E026,Warehouse,173.3,0,5419.09,0.0,650.29,166.37,414.56,162.57,142.5,3882.8
2026-03-31,E027,Warehouse,173.3,11.0,5600.76,453.75,672.09,171.94,428.46,0.0,410.0,3918.27
2026-03-31,E028,Warehouse,173.3,10.0,4760.91,393.75,571.31,146.16,364.21,142.83,0,3536.4
2026-03-31,E029,Warehouse,173.3,21.0,3807.5,590.62,456.9,116.89,291.27,228.45,285.0,2428.99
2026-03-31,E030,Warehouse,173.3,0,6011.34,0.0,721.36,184.55,459.87,180.34,0,4465.22
2026-03-31,E031,Warehouse,173.3,6.0,5681.21,267.75,681.75,174.41,434.61,0.0,410.0,3980.44
