Supplier Invoice Number,Supplier Id,Supplier Name,Po Number,Invoice Date,Received Date,Due Date,Merchandise Total,Freight,Sales Tax,Invoice Total,Gl Account,Status,Match Status,Entered By
3014766,KBD-V003,Applied Industrial Technologies,PO-31175,2026-01-13,2026-01-16,2026-02-12,689650.98,139.28,0.0,689790.26,2000,Paid,Matched,E002
SI3024328,KBD-V010 ,Kaman Industrial Technologies,PO-31176,2025-10-16,2025-10-17,2025-11-15,393612.52,0.0,0.0,393612.52,2000,Paid,Matched,E002
9550811,KBD-V015,Regal Rexnord,PO-31178,2026-02-12,2026-02-16,2026-03-29,15586.99,0.0,0.0,15586.99,2000,Paid,Matched,E002
5443768,KBD-V013,Motion Industries,PO-31179,2026-02-09,02/12/2026,2026-03-11,85801.2,0.0,0.0,85801.2,2000,Paid,Matched,E002
96646164,KBD-V004,Baldor-Reliance (ABB),PO-31180,2025-06-03,2025-06-04,2025-07-18,155559.09,0.0,0.0,155559.09,2000,Paid,Matched,E002
SI3058951,KBD-V006,Fastenal,PO-31181,2025-07-15,2025-07-17,2025-08-14,206364.1,72.83,0.0,206436.93,2000,Paid,Matched,E002
INV724163,KBD-V007,GRAINGER,PO-31182,2026-01-11,2026-01-11,2026-02-10,7384.0,0.0,0.0,7384.0,2000,Paid,Price variance,E002
96006366,KBD-V008,Garlock Sealing Technologies,PO-31183,2025-12-15,2025-12-18,2026-01-14,90390.0,0.0,0.0,90390.0,2000,Paid,Matched,E002
96163998,KBD-V014,Parker Hannifin,PO-31184,2025-10-04,2025-10-07,2025-11-18,266356.47,0.0,0.0,266356.47,2000,Paid,Matched,E002
SI1575334,KBD-V009,Haas Automation,PO-31185,2026-04-04,2026-04-09,2026-05-04,21987.64,0.0,0.0,21987.64,2000,Approved,Matched,E002
SI9961460,KBD-V015,Regal Rexnord,PO-31186,08/04/25,2025-08-08,2025-09-18,6870.8,114.71,0.0,6985.51,2000,Paid,Matched,E002
SI844930,KBD-V002,Apex Fastener Corp,PO-31187,2026-01-03,2026-01-06,2026-02-02,445.5,0.0,0.0,445.5,2000,Paid,Matched,E002
97579869,KBD-V009,Haas Automation,PO-31188,2026-03-08,2026-03-12,2026-04-07,707.0,0.0,0.0,707.0,2000,On Hold,Price variance,E002
SI8925461,KBD-V010,Kaman Industrial Technologies,PO-31189,2025-10-14,2025-10-16,11/13/25,14852.0,0.0,0.0,14852.0,2000,Paid,Matched,E002
SI9082381,KBD-V008,Garlock Sealing Technologies,PO-31190,2026-02-01,2026-02-04,2026-03-03,8195.08,91.79,0.0,8286.87,2000,Paid,Matched,E002
SI8506966,KBD-V010,Kaman Industrial Technologies,PO-31191,2025-10-02,2025-10-06,2025-11-01,92985.35,0.0,0.0,92985.35,2000,Paid,Matched,E002
95248089,KBD-V018,Uline,PO-31192,2026-03-24,2026-03-25,2026-04-23,31069.78,98.35,0.0,31168.13,2000,Approved,Matched,E002
SI217493,KBD-V006,Fastenal,PO-31193,"Dec 13, 2025",12/15/2025,2026-01-12,328926.69,162.85,0.0,329089.54,2000,Paid,Matched,E002
INV3621013,KBD-V015,Regal Rexnord,PO-31194,2025-09-02,2025-09-04 ,2025-10-17,358371.85,0.0,0.0,358371.85,2000,Paid,Matched,E002
95671661,KBD-V006,Fastenal,PO-31195,2025-11-10,2025-11-14,2025-12-10,61059.0,0.0,0.0,61059.0,2000,Paid,Matched,E002
INV2256463,KBD-V013,Motion Industries,PO-31196,2025-11-04,2025-11-05,2025-12-04,9351.72,0.0,0.0,9351.72,2000,Paid,Matched,E002
INV8696889,KBD-V002,Apex Fastener Corp,PO-31197,2025-10-03,2025-10-08,"Nov 02, 2025",83988.6,0.0,0.0,83988.6,2000,Paid,Matched,E002
INV5184272,KBD-V013,Motion Industries,PO-31198,2025-07-08,2025-07-11,2025-08-07,60853.45,0.0,0.0,60853.45,2000,Paid,Matched,E002
94842569,KBD-V006,Fastenal,PO-31199,2025-07-17,2025-07-22,2025-08-16,22268.55,0.0,0.0,22268.55,2000,Paid,Matched,E002
INV5429818,KBD-V004,Baldor-Reliance (ABB),PO-31200,2025-06-13,2025-06-17,2025-07-28,155244.34,0.0,0.0,155244.34,2000,Paid,Matched,E002
SI9757803,KBD-V015,Regal Rexnord,PO-31201,2025-11-26 ,2025-11-30,2026-01-10,55653.48,76.91,0.0,55730.39,2000,Paid,Matched,E002
1789786,KBD-V001,Alro Steel ,PO-31202,2025-09-01,2025-09-03,2025-10-01,15631.35,0.0,0.0,15631.35,2000,Paid,Matched,E002
SI9018185,KBD-V015,Regal Rexnord,PO-31203,2025-12-06,2025-12-09,2026-01-20,1700.65,0.0,0.0,1700.65,2000,Paid,Price variance,E002
9810290,KBD-V003,Applied Industrial Technologies,PO-31204,2025-11-09,2025-11-12,2025-12-09,216563.2,0.0,0.0,216563.2,2000,Paid,Matched,E002
INV4494787,KBD-V007,GRAINGER,PO-31205,2026-02-03,2026-02-06,2026-03-05,8677.5,0.0,0.0,8677.5,2000,Paid,Matched,E002
1336619,KBD-V013,Motion Industries,PO-31206,2025-11-19,2025-11-21,2025-12-19,26388.7,0.0,0.0,26388.7,2000,Paid,Matched,E002
INV3472357,KBD-V008,Garlock Sealing Technologies,PO-31207,2026-03-07,2026-03-12,2026-04-06,30100.9,0.0,0.0,30100.9,2000,On Hold,Price variance,E002
SI9859808,KBD-V010,Kaman Industrial Technologies,PO-31208,2026-03-06,2026-03-11,2026-04-05,1152811.78,0.0,0.0,1152811.78,2000,Approved,Matched,E002
INV6781275,KBD-V005,Brighton-Best International,PO-31209,2026-04-04,2026-04-09,2026-05-04,32200.73,5.21,0.0,32205.94,2000,Approved,Matched,E002
INV3835099,KBD-V014,Parker Hannifin,PO-31211,2025-05-05,07-May-2025,2025-06-19,1314045.14,84.01,0.0,1314129.15,2000,Paid,Matched,E002
91360287,KBD-V004,Baldor-Reliance (ABB),PO-31212,2026-03-15,2026-03-18,2026-04-29,702560.39,0.0,0.0,702560.39,2000,Approved,Matched,E002
99533002,KBD-V004,Baldor-Reliance (ABB),PO-31213,2025-06-24,2025-06-25,2025-08-08,151222.74,0.0,0.0,151222.74,2000,Paid,Matched,E002
6529587,KBD-V005,Brighton-Best International,PO-31214,2025-07-19,2025-07-24,08/18/25,880792.92,0.0,0.0,880792.92,2000,Paid,Matched,E002
9127562,KBD-V013,Motion Industries,PO-31215,2025-09-22,2025-09-26,2025-10-22,11505.22,0.0,0.0,11505.22,2000,Paid,Matched,E002
SI6235817,KBD-V009,Haas Automation,PO-31216,2026-03-03,2026-03-05,2026-04-02,6798.0,0.0,0.0,6798.0,2000,Approved,Matched,E002
SI8103127,KBD-V006,Fastenal,PO-31217,2025-07-20,07/25/2025,2025-08-19,356529.11,0.0,0.0,356529.11,2000 ,Paid,Matched,E002
INV7957484,KBD-V011,MSC Industrial Supply,PO-31218,2025-10-14,2025-10-18,2025-11-13,10196.0,132.79,0.0,10328.79,2000,Paid,Matched,E002
INV9629691,KBD-V005,Brighton-Best International,PO-31219,15-Dec-2025,2025-12-20,2026-01-14,3543.36,0.0,0.0,3543.36,2000,Paid,Matched,E002
INV5696508,KBD-V015,Regal Rexnord,PO-31221,2026-01-28,2026-02-01,2026-03-14,8066.05,129.09,0.0,8195.14,2000,Paid,Matched,E002
SI6578947,KBD-V018,Uline,PO-31222,"Jan 03, 2026","Jan 04, 2026",2026-02-02,246.0,0.0,0.0,246.0,2000,Paid,Matched,E002 
94218643,KBD-V001,Alro Steel,PO-31223,2026-02-09,2026-02-09,2026-03-11,551590.99,0.0,0.0,551590.99,2000,Paid,Matched,E002
96758296,KBD-V011,MSC Industrial Supply,PO-31224,31-Dec-2025,2026-01-01,2026-01-30,10586.8,0.0,0.0,10586.8,2000,Paid,Matched,E002
9761925,KBD-V006,Fastenal,PO-31226 ,2025-12-19,2025-12-20,2026-01-18,17535.04,0.0,0.0,17535.04,2000,Paid,Matched,E002
INV5184730,KBD-V004,Baldor-Reliance (ABB),PO-31227,2026-01-06,01/08/26,2026-02-20,155939.17,0.0,0.0,155939.17,2000,Paid,Matched,E002
SI3015425,KBD-V005,Brighton-Best International,PO-31228,2026-02-20,2026-02-21,2026-03-22,428671.78,0.0,0.0,428671.78,2000,Approved,Matched,E002
INV1314900,KBD-V017,Sandvik Coromant,PO-31229,2025-08-27,2025-08-29 ,2025-09-26,31541.23,0.0,0.0,31541.23,2000,Paid,Matched,E002
INV4727820,KBD-V011,MSC Industrial Supply,PO-31230,2025-07-06,2025-07-06,2025-08-05 ,9075.52,0.0,0.0,9075.52,2000,Paid,Matched,E002
INV1531737,KBD-V005,Brighton-Best International,PO-31231,2026-02-19,2026-02-23,03/21/26,336723.56,0.0,0.0,336723.56,2000 ,Approved,Matched,E002
SI119762,KBD-V002,Apex Fastener Corp,PO-31232,2025-08-10,2025-08-12,2025-09-09,85827.54,0.0,0.0,85827.54,2000,Paid,Matched,E002
5328758,KBD-V010,Kaman Industrial Technologies,PO-31233,2025-08-16,2025-08-18,2025-09-15,289772.96,0.0,0.0,289772.96,2000,Paid,Matched,E002
6328148,KBD-V009,Haas Automation,PO-31234,2025-05-08,2025-05-12,2025-06-07,254308.96,0.0,0.0,254308.96,2000,Paid,Matched,E002 
INV4744587,KBD-V012,McMaster-Carr,PO-31235,2025-07-04,2025-07-04,2025-08-03,299209.61,98.55,0.0,299308.16,2000,Paid,Price variance,E002
INV5206160,KBD-V001,Alro Steel,PO-31236,2025-09-10,2025-09-13,2025-10-10,5184.0,0.0,0.0,5184.0,2000,Paid,Matched,E002
97264916,KBD-V017,Sandvik Coromant,PO-31237,2026-02-09,2026-02-13,2026-03-11,40252.69,54.64,0.0,40307.33,2000,Paid,Matched,E002
INV8575934,KBD-V003,Applied Industrial Technologies,PO-31239,08/19/25,2025-08-20,2025-09-18 ,16850.0,0.0,0.0,16850.0,2000,Paid,Matched,E002
8513875,KBD-V001,Alro Steel,PO-31240,2026-04-02,04/04/2026,2026-05-02,249990.0,0.0,0.0,249990.0,2000,Approved,Matched,E002
92367300,KBD-V017,Sandvik Coromant,PO-31241,2026-03-19,2026-03-20,2026-04-18,31541.23,40.74,0.0,31581.97,2000,Approved,Matched,E002
SI4617165,KBD-V003,Applied Industrial Technologies,PO-31242,2026-01-26,2026-01-26,2026-02-25,678497.12,0.0,0.0,678497.12,2000,Paid,Matched,E002
SI2041771,KBD-V019,W W Grainger Inc,PO-31243,2026-01-31,2026-02-04,2026-03-02,665.7,0.0,0.0,665.7,2000,Paid,Matched,E002
93302649,KBD-V008,Garlock Sealing Technologies,PO-31244,2025-09-12,2025-09-17,"Oct 12, 2025",34147.26,0.0,0.0,34147.26,2000,Paid,Matched,E002
INV6862298,KBD-V011,MSC Industrial Supply,PO-31245,2025-06-14,2025-06-17,2025-07-14,4220.88,0.0,0.0,4220.88,2000,Paid,Matched,E002
INV4176752,KBD-V015,Regal Rexnord,PO-31246,2025-10-31,2025-11-01,2025-12-15,8728.0,60.63,0.0,8788.63,2000,Paid,Matched,E002
91364630,KBD-V016,Ryerson,PO-31247,2025-10-25,2025-10-25,2025-12-09,2230.74,0.0,0.0,2230.74,2000,Paid,Matched,E002
SI6592247,KBD-V018,Uline,PO-31248,2026-01-23,2026-01-28,2026-02-22,21331.13,0.0,0.0,21331.13,2000,Paid,Price variance,E002
93864620,KBD-V008,Garlock Sealing Technologies,PO-31249,2025-08-16,2025-08-19,2025-09-15,51259.1,0.0,0.0,51259.1,2000,Paid,Matched,E002
99809757,KBD-V011,MSC Industrial Supply,PO-31250,2026-01-19,2026-01-24,2026-02-18,4854.64,0.0,0.0,4854.64,2000,Paid,Matched,E002
INV3593183,KBD-V004,Baldor-Reliance (ABB),PO-31251,09/08/2025,2025-09-08,2025-10-23,156259.49,0.0,0.0,156259.49,2000,Paid,Matched,E002
3062153,KBD-V002,Apex Fastener Corp,PO-31252,2025-11-13,2025-11-15,2025-12-13,61114.7,120.81,0.0,61235.51,2000,Paid,Matched,E002
SI2748175,KBD-V006,Fastenal,PO-31253,2025-08-07,2025-08-10,2025-09-06,12444.18,119.72,0.0,12563.9,2000,Paid,Matched,E002
5740867,KBD-V002,Apex Fastener Corp,PO-31254,02-Jul-2025,07/03/2025,2025-08-01,14879.7,37.21,0.0,14916.91,2000,Paid,Matched,E002
9759450,KBD-V001,Alro Steel,PO-31255,2025-09-28,2025-10-03,2025-10-28 ,51859.0,0.0,0.0,51859.0,2000,Paid,Matched,E002
INV5746916,KBD-V012,McMaster-Carr,PO-31256,2025-12-30,2025-12-30,2026-01-29,408934.24,122.08,0.0,409056.32,2000,Paid,Matched,E002
9750341,KBD-V003,Applied Industrial Technologies,PO-31257,15-Sep-2025,2025-09-16,2025-10-15,397459.64,116.59,0.0,397576.23,2000,Paid,Matched,E002
6200379,KBD-V010,Kaman Industrial Technologies,PO-31258,2025-12-14,2025-12-17,2026-01-13,280141.84,0.0,0.0,280141.84,2000,Paid,Matched,E002
95700268,KBD-V009,Haas Automation,PO-31259,2026-02-04,2026-02-04,"Mar 06, 2026",264569.39,0.0,0.0,264569.39,2000,Paid,Matched,E002
SI4561766,KBD-V013,Motion Industries,PO-31260,2025-11-11,2025-11-14,2025-12-11,38085.83,0.0,0.0,38085.83,2000,Paid,Price variance,E002
96174862,KBD-V010,Kaman Industrial Technologies,PO-31261,2026-01-31,2026-02-01,2026-03-02,1270.0,0.0,0.0,1270.0,2000,Paid,Matched,E002
SI9776651,KBD-V003,Applied Industrial Technologies,PO-31262,2025-10-23,2025-10-28,2025-11-22,11932.8,177.71,0.0,12110.51,2000,Paid,Matched,E002
INV824052,KBD-V009,Haas Automation,PO-31264,2025-10-27,2025-10-28,2025-11-26,414838.5,0.0,0.0,414838.5,2000,Paid,Matched,E002
SI1725755,KBD-V004,Baldor-Reliance (ABB),PO-31265,2025-08-18,2025-08-23 ,2025-10-02,168094.34,0.0,0.0,168094.34,2000,Paid,Matched,E002
INV4351435,KBD-V007,GRAINGER,PO-31266,"Jul 22, 2025",2025-07-22,2025-08-21,3203.4,160.76,0.0,3364.16,2000,Paid,Matched,E002
6779292,KBD-V011,MSC Industrial Supply,PO-31267,2025-04-20,2025-04-24,05/20/2025,4854.64,80.44,0.0,4935.08,2000,Paid,Matched,E002
SI4823123,KBD-V001,Alro Steel,PO-31268,2025-09-08,2025-09-13,2025-10-08,2463.6,0.0,0.0,2463.6,2000,Paid,Matched,E002
93923550,KBD-V009,Haas Automation,PO-31269,16-Sep-2025,2025-09-18,2025-10-16,23679.32,0.0,0.0,23679.32,2000,Paid,Matched,E002
99208006,KBD-V009,Haas Automation,PO-31270,2026-03-07,"Mar 09, 2026",2026-04-06,37468.53,0.0,0.0,37468.53,2000,Approved,Matched,E002
97519776,KBD-V016,Ryerson,PO-31271,2025-09-26,2025-10-01,2025-11-10,13470.0,0.0,0.0,13470.0,2000,Paid,Matched,E002
SI3366405,KBD-V017 ,Sandvik Coromant,PO-31272,2025-11-30,2025-11-30,2025-12-30,12877.8,115.7,0.0,12993.5,2000,Paid,Matched,E002
INV5400499,KBD-V007,GRAINGER,PO-31274,2025-05-03,2025-05-05,"Jun 02, 2025",6444.0,68.55,0.0,6512.55,2000,Paid,Matched,E002
INV8229764,KBD-V014,Parker Hannifin,PO-31275,2025-06-20,06/23/2025,2025-08-04,348972.75,0.0,0.0,348972.75,2000,Paid,Matched,E002
1501403,KBD-V002,Apex Fastener Corp,PO-31276,2026-03-29,2026-03-29,2026-04-28,11096.37,0.0,0.0,11096.37,2000,Approved,Matched,E002
2587784,KBD-V018,Uline,PO-31277,2025-07-26,2025-07-29 ,2025-08-25,28484.6,0.0,0.0,28484.6,2000,Paid,Matched,E002
93235474,KBD-V004,Baldor-Reliance (ABB),PO-31278,2025-09-14,09/16/2025,2025-10-29,429242.89,0.0,0.0,429242.89,2000,Paid,Matched ,E002
9850487,KBD-V004,Baldor-Reliance (ABB),PO-31279,2026-01-08,2026-01-12,02/22/26,703241.44,94.72,0.0,703336.16,2000,Paid,Matched,E002
92294328,KBD-V010,Kaman Industrial Technologies,PO-31280,2026-02-15,2026-02-18,03/17/26,94244.15,0.0,0.0,94244.15,2000,On Hold,Price variance,E002
99035239,KBD-V006,Fastenal,PO-31281,2025-12-10,2025-12-14,2026-01-09,279703.43,0.0,0.0,279703.43,2000,Paid,Matched,E002
SI4235034,KBD-V015,Regal Rexnord,PO-31282,2025-10-30,11/02/2025,2025-12-14,130835.78,117.38,0.0,130953.16,2000,Paid,Matched,E002
INV6742790,KBD-V007,GRAINGER,PO-31283,2026-04-07,2026-04-09,2026-05-07,1766.1,0.0,0.0,1766.1,2000,Approved,Matched,E002
5040474,KBD-V012,McMaster-Carr,PO-31284,2025-09-18,2025-09-19,2025-10-18,104214.24,50.33,0.0,104264.57,2000,Paid,Matched,E002
7379500,KBD-V014,Parker Hannifin,PO-31285,2025-12-08,2025-12-13 ,2026-01-22,283817.43,103.14,0.0,283920.57,2000,Paid,Matched,E002
6183022,KBD-V004,Baldor-Reliance (ABB),PO-31286,2025-08-30,2025-09-01,2025-10-14,34437.8,113.47,0.0,34551.27,2000,Paid,Matched,E002
99706485,KBD-V013,Motion Industries,PO-31288,2026-02-28,2026-03-05,2026-03-30,28055.16,0.0,0.0,28055.16,2000,Approved,Matched,E002
SI7006862,KBD-V004,Baldor-Reliance (ABB),PO-31289,2025-06-20,2025-06-24,2025-08-04,365473.43,0.0,0.0,365473.43,2000,Paid,Matched,E002
SI5743384 ,KBD-V018,Uline,PO-31290,2025-11-27,2025-11-27,2025-12-27,32485.0,179.89,0.0,32664.89,2000,Paid,Matched,E002
7124789,KBD-V015,Regal Rexnord,PO-31291,2025-08-20,2025-08-20,"Oct 04, 2025",69880.12,0.0,0.0,69880.12,2000,Paid,Matched,E002
97807069,KBD-V019,W W Grainger Inc,PO-31292,"Aug 27, 2025",2025-08-31,2025-09-26,5506.5,0.0,0.0,5506.5,2000,Paid,Matched,E002
INV2392659,KBD-V010,Kaman Industrial Technologies,PO-31293,2025-07-20,2025-07-21,2025-08-19,7603.59,0.0,0.0,7603.59,2000 ,Paid,Price variance,E002
368598,KBD-V010,Kaman Industrial Technologies,PO-31294 ,2025-08-16,2025-08-16,2025-09-15,284864.91,0.0,0.0,284864.91,2000,Paid,Matched,E002
INV565538,KBD-V017,Sandvik Coromant,PO-31295,10/29/25,2025-11-01,2025-11-28,53710.57,0.0,0.0,53710.57,2000,Paid,Matched,E002
INV5451981,KBD-V002,Apex Fastener Corp,PO-31296,2025-11-12,2025-11-17,12-Dec-2025,22126.71,0.0,0.0,22126.71,2000,Paid,Price variance,E002
SI2389111,KBD-V014,Parker Hannifin,PO-31297,2025-06-30,2025-06-30,08/14/2025,799741.57,163.81,0.0,799905.38,2000,Paid,Matched,E002
SI7831341,KBD-V009,Haas Automation,PO-31298 ,20-Oct-2025,"Oct 23, 2025",2025-11-19,8886.84,0.0,0.0,8886.84,2000,Paid,Matched,E002
93741896,KBD-V011,MSC Industrial Supply,PO-31299,08-Aug-2025,2025-08-10,2025-09-07,6097.55,78.65,0.0,6176.2,2000,Paid ,Matched,E002
INV2470614,KBD-V012,McMaster-Carr,PO-31300,2026-02-27,2026-03-04,2026-03-29,12522.4,0.0,0.0,12522.4,2000,Approved,Matched,E002
