Receipt Id,Po Number,Po Line,Item Id,Received Qty,Uom,Lot Number,Bin Location,Putaway By,Qc Status
RCV-40135,PO-31137,1,TIMI-1000,10,EA,,B-09-5,E027,Accepted
RCV-40135,PO-31137,2,SPRO-1087,167,EA,,F-34-5,E039,Accepted
RCV-40136,PO-31138,1,GEAR-1016,250,EA,,B-01-3,E029,Accepted
RCV-40136,PO-31138,2,GEAR-1016,122,EA,,E-02-3,E039,Accepted
RCV-40136,PO-31138,3,GEAR-1016,50,EA,,A-33-4,E034,Accepted
RCV-40136,PO-31138,4,GAT-B62,289,EA,,E-40-3,E039,Accepted
RCV-40137,PO-31139,1,ROLL-1012,182,EA,,F-10-3,E036,Accepted
RCV-40137,PO-31139,2,SHEA-1077,28,EA,,E-30-2,E035,Accepted
RCV-40137,PO-31139,3,TIMI-1017,500,EA,,D-29-5,E035,Accepted
RCV-40137 ,PO-31139,4,ROLL-1012,10,EA,,E-12-1,E028,Accepted
RCV-40138,PO-31140,1,SPRO-1004,177,EA,,F-26-4,E030,Accepted
RCV-40138,PO-31140,2,SHEA-1068,105,EA,,B-03-3,E036,Accepted
RCV-40139,PO-31141,1,SPRO-1027,10,EA,,A-32-4,E037,Accepted
RCV-40139,PO-31141,2,SHEA-1037 ,25,EA,,B-21-3,E029,Accepted
RCV-40140,PO-31142,1,SHEA-1025,186,EA,,B-02-2,E028 ,Accepted
RCV-40140,PO-31142,2,SHEA-1025,186,EA,,B-27-4,E026,Accepted
RCV-40140,PO-31142,3,TIMI-1000,84,EA,,B-40-1,E039,Accepted
RCV-40141,PO-31143,1,GEAR-1066,100,EA,,D-06-2,E029,Accepted
RCV-40141,PO-31143,2,SPRO-1011,500,EA,,F-23-4,E030,Accepted
RCV-40141,PO-31143,3,SPRO-1011,148,EA,,D-18-3,E031,Accepted
RCV-40141,PO-31143,4,TIMI-1075,50,EA,,B-22-1,E034,Accepted
RCV-40142,PO-31144,1,SHEA-1037,65,EA,,A-32-3,E038,Accepted
RCV-40142,PO-31144,2,SHEA-1037,130,EA ,,A-18-3,E034,Accepted
RCV-40142,PO-31144,3,SHEA-1037,130,EA,,E-18-4,E039,Accepted
RCV-40143,PO-31145,1,SPRO-1041,67,EA,,A-19-4,E031,Accepted
RCV-40144,PO-31146,2,TIMI-1075,50,EA,,A-40-1 ,E032,Accepted
RCV-40144,PO-31146,3,BRI-HHCS-0500-13-200-G8,79,BX,,A-26-4,E037,Accepted
RCV-40145,PO-31147,1,SHEA-1077,50,EA,,F-32-4,E027,Accepted
RCV-40146,PO-31148,1,AC-1074,130,EA,,E-10-4,E033,Accepted
RCV-40147,PO-31149,1,SPRO-1078,13,EA,,D-06-1,E039,Accepted
RCV-40147,PO-31149,3,SHEA-1007,161,EA,,D-36-4,E029,Accepted
RCV-40147,PO-31149,4,AC-1086,147,EA,,B-26-2,E028,Accepted
RCV-40148,PO-31150,1,TIMI-1030,137,EA,,A-40-1,E033,Accepted
RCV-40148,PO-31150,2,GEAR-1080,179,EA,,D-13-5,E039,Accepted
RCV-40149,PO-31151,1,SHEA-1025,186,EA,,B-40-3,E036,Accepted
RCV-40149,PO-31151,3,MOUN-1083,138,EA,,D-26-3,E031,Accepted
RCV-40149,PO-31151,4,SPRO-1087,167,EA,,C-02-5,E031,Accepted
RCV-40150,PO-31152,1,GEAR-1060,176,EA,,C-17-2,E036,Accepted
RCV-40150,PO-31152,2,SHEA-1019,52,EA,,A-12-3,E027,Accepted
RCV-40151,PO-31153,1,SHEA-1035,50,EA,,D-27-3,E027,Accepted
RCV-40151,PO-31153,2,GEAR-1016,122,EA,,C-02-4,E032,Accepted
RCV-40151,PO-31153,3,GEAR-1016,122,EA,,D-19-1,E030 ,Accepted
RCV-40151,PO-31153,4,ROLL-1021,50,EA,,D-08-5,E030,Accepted
RCV-40152,PO-31155,1,KIM-G10 ,281,BX,,E-14-1,E034,Accepted
RCV-40152,PO-31155,2,3M-SF401AF,84,EA,,B-04-4,E030,Accepted
RCV-40153,PO-31156,1,SPRO-1050,53,EA,,A-33-3,E038,Accepted
RCV-40153,PO-31156,2,AC-1033 ,250,EA,,E-11-3,E031,Accepted
RCV-40153,PO-31156,3,SPRO-1050,53,EA,,B-14-1,E035,Accepted
RCV-40153,PO-31156,4,SPRO-1050,25,EA,,D-18-4,E026,Accepted
RCV-40154,PO-31157,2,MOUN-1083,10,EA,,E-10-1,E035,Accepted
RCV-40155,PO-31158,1,GEAR-1010,42,EA,,C-09-5,E031,Accepted
RCV-40156,PO-31159,1,SHEA-1077,14,EA,,F-09-4,E033,Accepted
RCV-40156,PO-31159 ,2,TIMI-1017,173,EA,,C-21-1,E035,Accepted
RCV-40157,PO-31160,1,AC-1033,25,EA,,E-25-1,E036,Accepted
RCV-40157,PO-31160,2,SPRO-1050,53,EA,,B-02-1,E028,Accepted
RCV-40157,PO-31160,3,AC-1033,50,EA,,F-38-1,E037,Accepted
RCV-40158,PO-31161,1,SKF-6308-2Z,192,EA,,C-30-1,E029,Accepted 
RCV-40159,PO-31162,2,AC-1033,142,EA,,E-25-5,E027,Accepted
RCV-40159,PO-31162,3,AC-1033,142,EA,,F-12-1,E032,Accepted
RCV-40159,PO-31162,4,SPRO-1050,53,EA,,A-21-5,E032 ,Accepted
RCV-40160,PO-31163,1,AC-1048,24,EA,,C-06-4,E027,Accepted
RCV-40160,PO-31163,2,SHEA-1003,133,EA,,E-08-3,E039,Accepted
RCV-40161,PO-31164,1,SPRO-1050,100,EA,,A-13-5,E027,Hold
RCV-40161,PO-31164,2,AC-1033,142,EA,,F-22-2 ,E027,Accepted
RCV-40161,PO-31164,3,AC-1033,142,EA,,D-19-2,E026,Accepted
RCV-40162,PO-31165,1,SHEA-1038,101,EA,,F-33-2,E035,Accepted
RCV-40163,PO-31166,2,ULI-S-4123,170,BD,,A-11-2,E031,Accepted
RCV-40163,PO-31166,4,SHEA-1007,161,EA,,F-40-4,E036,Accepted
RCV-40164,PO-31167,1,SHEA-1064,23,EA,,F-04-4,E033,Accepted
RCV-40164,PO-31167,2,MOUN-1008,25,EA,,C-30-1,E029,Accepted
RCV-40164,PO-31167,3,SHEA-1072,11,EA,,B-05-3,E027,Accepted
RCV-40165,PO-31168,1,SPRO-1011,148,EA,,E-38-3,E029,Accepted
RCV-40166,PO-31169,1,HEN-243 ,50,EA,,C-19-3,E033,Accepted
RCV-40166,PO-31169,2,3M-SF401AF,84,EA,,A-27-4,E028,Accepted
RCV-40167,PO-31170,1,TIMI-1058,166,EA,,E-12-3,E026,Accepted
RCV-40167,PO-31170,2,TIMI-1058,50,EA,,A-16-4,E030,Accepted
RCV-40167,PO-31170,3,TIMI-1014,189,EA,,E-06-5,E029,Accepted
RCV-40168,PO-31171,1,SPRO-1070,50,EA,,E-31-3,E034,Accepted
RCV-40169,PO-31172,1,AC-1057,81,EA,,E-13-4,E031,Accepted
RCV-40169,PO-31172,2,AC-1057,25,EA,,B-34-5,E029 ,Accepted
RCV-40169,PO-31172,3,SPRO-1061,10,EA,,A-20-2,E030,Accepted
RCV-40169,PO-31172,4,MOUN-1034,35,EA,,A-26-1,E039,Accepted
RCV-40170,PO-31173,2,SHEA-1077,10,EA,,D-02-5,E031,Accepted
RCV-40171,PO-31174,1,MOUN-1018,95,EA ,,F-30-2,E029,Accepted
RCV-40171,PO-31174,2,AC-1057,100,EA,,D-08-4,E026,Accepted
RCV-40171,PO-31174,3,TIMI-1056,15,EA,,D-29-5,E033,Accepted
RCV-40172,PO-31175,1,SPRO-1076,141,EA,,B-25-4,E034,Accepted
RCV-40172,PO-31175,2,SKF-6308-2Z,192,EA,,F-36-2,E030,Accepted
RCV-40172,PO-31175,3,SPRO-1015,160,EA,,C-05-3,E037,Accepted
RCV-40172,PO-31175,4,GEAR-1084,195,EA,,E-21-3,E035,Accepted
RCV-40173,PO-31176,1,GAT-B62,25,EA,,E-07-4,E027 ,Accepted
RCV-40173,PO-31176,2,GEAR-1016,50,EA,,F-26-4,E029,Accepted 
RCV-40173,PO-31176,3,GEAR-1016,122,EA ,,F-30-2,E029,Accepted
RCV-40173,PO-31176,4,GAT-B62,289,EA,,A-31-3,E027,Accepted
RCV-40174,PO-31178,1,TIMI-1056,15,EA,,D-25-4,E037,Accepted
RCV-40174,PO-31178,2,SPRO-1061,163,EA,,F-06-5,E037,Accepted
RCV-40174 ,PO-31178,3,MOUN-1034,35,EA,,F-34-4,E029,Accepted
RCV-40174,PO-31178,4,TIMI-1056,15,EA,,E-38-3,E028,Accepted
RCV-40175,PO-31179,1,TIMI-1058,100,EA,,C-07-2,E037,Accepted
RCV-40175,PO-31179,2,TIMI-1058,166,EA,,A-07-4,E038,Accepted
RCV-40175,PO-31179,3,TIMI-1058 ,250,EA,,E-01-1,E030,Accepted
RCV-40175,PO-31179,4,TIMI-1058,500,EA,,D-19-3,E036,Accepted
RCV-40176,PO-31180,1,SPRO-1050,25,EA,,F-36-5,E034,Hold
RCV-40176,PO-31180,2,AC-1033,142,EA,,A-19-1,E035,Accepted
RCV-40177 ,PO-31181,1,GEAR-1066,157,EA,,F-21-3,E038 ,Accepted
RCV-40177,PO-31181,2,TIMI-1075,41,EA,,F-11-5,E039,Accepted
RCV-40178,PO-31182,1,KIM-G10,100,BX,,B-04-2,E028,Accepted
RCV-40178,PO-31182,2,HEN-243,240,EA,,C-12-2,E027,Accepted
RCV-40178,PO-31182,3,KIM-G10,50,BX,,E-13-1,E034,Accepted
RCV-40178 ,PO-31182,4,3M-SF401AF,84,EA,,F-40-5,E030,Accepted
RCV-40179 ,PO-31183,1,SHEA-1068,500,EA,,B-38-3,E030,Accepted
RCV-40180,PO-31184,1,GEAR-1080,179,EA,,D-22-3,E028,Accepted
RCV-40180,PO-31184,2,TIMI-1030,10,EA,,C-03-3,E035,Accepted
RCV-40181,PO-31185,1,ROLL-1044,136,EA,,B-38-3,E028,Accepted
RCV-40181,PO-31185,2,SHEA-1077,14,EA,,F-30-3,E036,Accepted
RCV-40181,PO-31185,3,SHEA-1077,28,EA,,A-38-1,E033,Accepted
RCV-40182,PO-31186,1,AC-1057,10,EA,,F-30-1,E030,Accepted
RCV-40183,PO-31187,2,SPRO-1087,10,EA ,,A-27-4,E039,Accepted
RCV-40184,PO-31188,2,SHEA-1077,10,EA,,C-40-4,E027,Accepted
RCV-40185,PO-31189,1,SHEA-1035,100,EA,,D-05-3,E035,Accepted
RCV-40186,PO-31190 ,1,MOUN-1081,10,EA,,A-24-5,E026,Accepted
RCV-40186,PO-31190,2,SPRO-1004,177,EA,,E-13-2,E036,Accepted
RCV-40187,PO-31191,1,ROLL-1021,101,EA,,A-27-3,E038,Accepted
RCV-40187,PO-31191,2,GEAR-1016,25,EA,,E-21-3,E033,Accepted
RCV-40187,PO-31191,3,SHEA-1035,193,EA,,F-37-5,E033,Accepted
RCV-40188,PO-31192,1,ROLL-1053,109,EA,,B-20-2,E028,Hold
RCV-40188,PO-31192,2,SHEA-1007,100,EA,,C-39-3,E032,Accepted
RCV-40188,PO-31192,3,SPRO-1002,132,EA,,F-38-5,E028,Accepted
RCV-40189,PO-31193 ,1,TIMI-1075,250,EA,,A-38-4,E037,Accepted
RCV-40189,PO-31193,2,BRI-HHCS-0500-13-200-G8,79,BX,,F-39-2,E035,Accepted
RCV-40189,PO-31193,3,AC-1054,168,EA,,E-22-5,E026,Accepted
RCV-40190,PO-31194,2,TIMI-1056,15,EA,,A-04-2,E035,Accepted
RCV-40190,PO-31194,3,AC-1057,500,EA,,C-21-2,E028,Accepted
RCV-40190,PO-31194,4,MOUN-1034,35,EA,,E-22-2,E028,Accepted
RCV-40191,PO-31195,1,SPRO-1011,500,EA,,D-07-5,E027,Accepted
RCV-40191,PO-31195,2,TIMI-1075,25,EA,,D-25-5,E028,Accepted
RCV-40192,PO-31196,1,TIMI-1014,189,EA,,F-37-4,E030,Accepted
RCV-40193,PO-31197,1,SHEA-1025,500,EA,,D-14-3,E030,Accepted
RCV-40193,PO-31197,2,SPRO-1087,25,EA,,D-02-5,E036,Accepted
RCV-40193,PO-31197,3,SPRO-1087,167,EA,,B-26-3,E034,Accepted
RCV-40194,PO-31198,1,TIMI-1058,500,EA ,,D-17-4,E033,Accepted
RCV-40194,PO-31198,2,TIMI-1058,25,EA,,B-06-1,E031,Accepted
RCV-40194,PO-31198,3,TIMI-1014,50,EA,,D-37-3,E033,Accepted
RCV-40194,PO-31198,4,TIMI-1058,166,EA,,F-25-1,E026,Accepted
RCV-40195,PO-31199,1,BRI-HHCS-0500-13-200-G8,10,BX,,F-32-4,E026,Hold
RCV-40195,PO-31199,2,AC-1054,10,EA,,D-39-4,E027,Accepted
RCV-40195,PO-31199,3,BRI-HHCS-0500-13-200-G8,79,BX,,F-28-5,E039,Accepted
RCV-40196,PO-31200,2,AC-1033,142,EA,,A-27-3,E031,Accepted
RCV-40197,PO-31201,1,AC-1057,81,EA,,E-38-2,E039,Accepted
RCV-40198,PO-31202,1,ROLL-1079,24,EA,,B-13-1,E030,Accepted
RCV-40198,PO-31202,2,MOUN-1062,97,EA,,E-04-3,E039,Accepted
RCV-40199,PO-31203,1,MOUN-1034,35,EA,,B-37-3,E037,Accepted
RCV-40199,PO-31203,2,MOUN-1034,35,EA,,C-11-1,E033,Accepted
RCV-40200,PO-31204,1,AC-1074,130,EA,,A-07-5,E030,Accepted
RCV-40200,PO-31204,2,SKF-6205-2RS1,100,EA,,F-32-5,E035,Accepted
RCV-40201,PO-31205,1,HEN-243,240,EA,,B-26-4,E036,Accepted
RCV-40201,PO-31205,2,KIM-G10,281,BX,,E-30-3,E026,Accepted
RCV-40201,PO-31205,4,3M-SF401AF,42,EA,,C-11-2,E039,Accepted
RCV-40202,PO-31206,1,TIMI-1058,166,EA,,B-32-3,E027,Accepted
RCV-40202,PO-31206,2,TIMI-1014,250,EA,,F-31-5,E026,Accepted
RCV-40203,PO-31207,1,MOUN-1081,50,EA,,E-11-2,E037,Accepted
RCV-40203,PO-31207,2,SHEA-1049,50,EA,,F-29-4,E034,Accepted
RCV-40203,PO-31207,4,SHEA-1068,105,EA,,A-10-5,E030,Accepted
RCV-40204,PO-31208,1,GEAR-1016,500,EA,,D-14-4,E029,Accepted
RCV-40204,PO-31208,2,ROLL-1021,101,EA,,B-15-3,E039,Accepted
RCV-40204,PO-31208,3,ROLL-1021,101,EA,,F-20-1,E032,Accepted
RCV-40204,PO-31208,4,GAT-B62,289,EA,,E-34-4,E030,Accepted
RCV-40205,PO-31209,1,SHEA-1038,5,EA,,F-30-3,E030,Accepted 
RCV-40205,PO-31209,3,SHEA-1003,133,EA,,E-33-5,E038,Accepted
RCV-40206,PO-31211,1,GEAR-1080,179,EA,,E-33-2,E032,Accepted
RCV-40206,PO-31211,2,GEAR-1080,500,EA,,D-35-3,E036,Accepted
RCV-40206,PO-31211,3,GEAR-1080,179,EA,,D-19-2,E031,Accepted
RCV-40206,PO-31211,4,TIMI-1030,500,EA,,F-04-2,E038,Accepted
RCV-40207,PO-31212,1,AC-1033,500,EA,,F-01-5,E037,Accepted
RCV-40207,PO-31212,3,AC-1033,142,EA,,D-24-5,E037,Accepted
RCV-40207,PO-31212,4,SPRO-1050,53,EA,,C-29-1,E033,Accepted
RCV-40208,PO-31213,1,SPRO-1050,50,EA,,D-38-3,E029,Accepted
RCV-40208,PO-31213,2,AC-1033,142,EA,,E-33-2,E036,Accepted
RCV-40209,PO-31214,1,AC-1048,500,EA,,D-25-2,E026,Accepted
RCV-40209,PO-31214,3,SHEA-1045 ,169,EA,,F-06-3,E035,Accepted
RCV-40210,PO-31215,1,TIMI-1058,25,EA,,A-06-4,E032,Accepted
RCV-40210,PO-31215,2,TIMI-1014,189,EA,,B-40-3,E039,Hold
RCV-40211,PO-31216,1,SHEA-1077,100,EA,,A-27-3,E027,Accepted
RCV-40212,PO-31217,1,GEAR-1066,157,EA,,D-26-5,E027,Accepted
RCV-40212,PO-31217,2,AC-1054,84,EA,,A-29-5,E033,Accepted
RCV-40212,PO-31217,3,BRI-HHCS-0500-13-200-G8,79,BX,,F-23-3,E026,Accepted
RCV-40213,PO-31218,1,SHEA-1072,100,EA,,E-01-2,E039,Accepted
RCV-40214,PO-31219,1,SHEA-1038,12,EA,,E-12-4,E027,Accepted
RCV-40215,PO-31221,1,AC-1057,10,EA,,C-07-4,E038,Accepted
RCV-40215,PO-31221,2,TIMI-1056,25,EA,,B-20-4,E039,Accepted
RCV-40215,PO-31221,3,MOUN-1034,35,EA,,D-02-5 ,E032,Accepted
RCV-40216,PO-31222,1,SIG-SF18-80,10,RL,,B-01-1,E031,Accepted
RCV-40217,PO-31223,1,AC-1006,169,EA,,B-06-1,E037,Accepted
RCV-40217,PO-31223,2,TIMI-1020,50,EA,,E-21-1,E031,Accepted
RCV-40217,PO-31223,3,GEAR-1067,250,EA,,D-09-2,E032,Accepted
RCV-40217,PO-31223,4,GEAR-1067,151,EA,,C-39-4,E037,Accepted
RCV-40218,PO-31224,1,MOUN-1008,52,EA,,C-10-2,E034,Accepted
RCV-40218,PO-31224,2,SHEA-1064,23,EA,,B-17-3,E032,Accepted
RCV-40218,PO-31224,3,MOUN-1008,52,EA,,F-31-4,E030,Accepted
RCV-40219,PO-31226,1,SPRO-1011,148,EA,,C-06-2,E027,Accepted
RCV-40220,PO-31227,1,AC-1033,142,EA,,C-13-1,E027,Accepted
RCV-40220,PO-31227,2,SPRO-1050,53,EA ,,F-14-4,E039,Accepted
RCV-40221,PO-31228,1,AC-1048,100,EA,,C-10-5,E039,Accepted
RCV-40221,PO-31228,2,SHEA-1038,100,EA,,A-25-2,E033,Accepted
RCV-40221,PO-31228,3,GEAR-1073,77,EA,,A-20-1,E039,Accepted
RCV-40221,PO-31228,4,SHEA-1038,250,EA,,A-03-2,E038 ,Accepted
RCV-40222,PO-31229,1,SHEA-1088,91,EA,,D-37-2,E029 ,Accepted
RCV-40222,PO-31229,2,SPRO-1027,183,EA,,C-16-1,E028,Accepted
RCV-40223,PO-31230,1,MOUN-1008,52,EA,,E-15-3,E028,Accepted
RCV-40223,PO-31230,2,SHEA-1072,11,EA,,A-06-3,E035,Accepted
RCV-40223,PO-31230,3,SPRO-1009,172,EA,,D-12-3,E028,Accepted
RCV-40224,PO-31231,1,SHEA-1038,10,EA,,E-14-2,E035,Accepted
RCV-40224,PO-31231,3,AC-1063,199,EA,,A-13-2,E027,Accepted
RCV-40225,PO-31232,1,SHEA-1025,10,EA,,A-13-2,E028,Accepted
RCV-40225,PO-31232,2,TIMI-1000,84,EA,,C-29-5,E033,Accepted
RCV-40225,PO-31232,3,SHEA-1025,500,EA,,B-31-3,E032,Accepted
RCV-40225,PO-31232,4,TIMI-1000,84,EA,,E-02-5,E032,Accepted
RCV-40226,PO-31233,1,GAT-B62,289,EA,,B-02-2,E027,Accepted
RCV-40226,PO-31233,2,GEAR-1016,122,EA,,E-36-3,E026,Accepted
RCV-40226,PO-31233,3,ROLL-1021,101,EA,,F-07-5,E034,Hold
RCV-40226,PO-31233,4,SHEA-1035,10,EA,,B-38-4,E036,Accepted
RCV-40227 ,PO-31234,1,GEAR-1010,85,EA,,B-03-1,E032,Accepted
RCV-40227,PO-31234,2,TIMI-1017 ,173,EA,,B-07-4,E028,Accepted
RCV-40227,PO-31234,3,MOUN-1029,103,EA,,B-16-3,E032,Accepted
RCV-40228,PO-31235,1,AC-1040,250,EA,,E-17-2 ,E035,Accepted
RCV-40228,PO-31235,2,AC-1040,171,EA,,D-19-4,E026,Accepted 
RCV-40228,PO-31235,4,TIMI-1071,500,EA,,E-07-1,E035,Accepted
RCV-40229,PO-31236,1,ROLL-1079,50,EA,,F-02-4,E033,Accepted
RCV-40230,PO-31237,1,SHEA-1088,91,EA,,C-28-1,E032,Accepted
RCV-40230,PO-31237,2,SHEA-1037,130,EA,,A-25-2,E029,Accepted
RCV-40230,PO-31237,3,SHEA-1037,100,EA,,E-27-4,E026,Accepted
RCV-40231,PO-31239,1,SKF-6205-2RS1,100,EA,,B-04-2,E026,Accepted
RCV-40231,PO-31239,2,TIMI-1032,500,EA,,A-30-3,E027,Accepted
RCV-40232,PO-31240,1,GEAR-1067,500,EA,,F-39-2,E038,Accepted
RCV-40232,PO-31240,2,SHEA-1019,10,EA,,D-22-1,E037,Accepted
RCV-40233,PO-31241,1,SHEA-1088,91,EA,,A-22-4,E031,Accepted
RCV-40233,PO-31241,2,SPRO-1027,183,EA,,A-36-5,E034,Accepted
RCV-40234,PO-31242,1,TIM-LM11949-LM11910,338,EA,,A-21-5,E029,Accepted
RCV-40234,PO-31242,3,SKF-6308-2Z,192,EA,,C-21-2,E032,Accepted
RCV-40234,PO-31242,4,GEAR-1084,195,EA,,F-03-4,E032,Accepted
RCV-40235,PO-31243,1,KIM-G10,25,BX,,D-11-2,E034,Accepted
RCV-40235,PO-31243,2,3M-SF401AF,10,EA,,F-31-2,E035,Accepted
RCV-40235,PO-31243,3,3M-SF401AF,84,EA,,E-08-3,E031,Accepted
RCV-40236,PO-31244,1,SPRO-1004,177,EA,,D-16-4,E031,Accepted
RCV-40236,PO-31244,2,SPRO-1004,177,EA,,D-10-2,E028,Accepted
RCV-40236,PO-31244,3,SHEA-1068,105,EA,,F-09-2,E026,Accepted
RCV-40237,PO-31245,1,SPRO-1009,172,EA,,D-12-5,E027,Hold
RCV-40238,PO-31246,1,SPRO-1061,100,EA,,C-16-1,E038,Accepted
RCV-40239,PO-31247,1,SPRO-1047,162,EA,,C-07-5,E038,Accepted
RCV-40240,PO-31248,1,SPRO-1002,132,EA,,B-25-2,E034,Accepted
RCV-40240,PO-31248,2,SIG-SF18-80,131,RL,,B-11-4,E039,Accepted
RCV-40240,PO-31248,3,ROLL-1053,109,EA,,C-23-2,E033,Accepted
RCV-40241,PO-31249,1,SPRO-1004,10,EA,,A-35-4,E031,Accepted
RCV-40241,PO-31249,2,SHEA-1068 ,25,EA,,A-25-4,E038,Accepted
RCV-40241,PO-31249,3,SHEA-1049,250,EA,,F-36-2,E038,Accepted
RCV-40241,PO-31249,4,MOUN-1081,130,EA,,F-07-3,E026,Accepted
RCV-40242,PO-31250,1,MOUN-1008,52,EA,,D-32-5,E032,Hold
RCV-40242,PO-31250,2,SHEA-1072,11,EA,,E-17-5,E038,Accepted
RCV-40243,PO-31251,1,SPRO-1050,53,EA,,A-12-3,E028,Accepted
RCV-40243,PO-31251,2,SPRO-1050,26,EA,,F-40-4,E039,Accepted
RCV-40243,PO-31251,3,AC-1033,142,EA,,D-31-4,E039,Accepted
RCV-40244,PO-31252,1,ROLL-1026,250,EA,,D-05-3,E038,Accepted
RCV-40244,PO-31252,2,SHEA-1025,186,EA,,E-34-5,E037,Accepted
RCV-40245,PO-31253,2,SPRO-1011,74,EA,,C-18-1,E026,Accepted
RCV-40245,PO-31253,3,BRI-HHCS-0500-13-200-G8,79,BX,,C-26-5,E032,Accepted
RCV-40246,PO-31254,1,SPRO-1087,167,EA,,F-06-3,E028,Accepted
RCV-40246,PO-31254,2,SPRO-1087,167,EA,,D-26-1,E030,Accepted
RCV-40247,PO-31255,1,TIMI-1020,250,EA,,A-13-2,E034,Accepted
RCV-40247,PO-31255,2,SHEA-1019,52,EA,,B-03-3,E029,Accepted
RCV-40247,PO-31255,3,MOUN-1062,250,EA,,B-31-1 ,E027,Accepted
RCV-40248,PO-31256,1,AC-1040,171,EA,,A-18-3,E028,Accepted
RCV-40248,PO-31256,2,AC-1040,500,EA,,F-10-3,E027,Accepted 
RCV-40249,PO-31257,1,AC-1074,130,EA,,C-02-2,E039,Accepted
RCV-40249,PO-31257 ,2,MOUN-1031,153,EA ,,B-29-2,E036,Accepted
RCV-40249,PO-31257,3,TIM-LM11949-LM11910,338,EA,,D-10-4,E037,Accepted
RCV-40249,PO-31257,4,GEAR-1084,50,EA,,A-02-5,E039,Accepted
RCV-40250 ,PO-31258,1,GEAR-1016,122,EA,,C-36-3,E033,Accepted
RCV-40250,PO-31258,2,GAT-B62,289,EA,,C-36-3,E035,Hold
RCV-40251,PO-31259,1,GEAR-1010,85,EA,,E-35-2,E033,Accepted
RCV-40251,PO-31259,2,ROLL-1012,250,EA,,F-18-2 ,E026,Accepted
RCV-40251,PO-31259,3,SHEA-1077,28,EA,,E-01-1,E037,Accepted
RCV-40251,PO-31259,4,ROLL-1044,50,EA,,A-07-2,E035,Accepted
RCV-40252,PO-31260,1,TIMI-1014,10,EA,,C-29-2,E030,Accepted
RCV-40252,PO-31260,2,TIMI-1014,189,EA,,E-11-4,E029,Accepted
RCV-40252,PO-31260,3,TIMI-1058,166,EA,,C-12-2,E034,Accepted
RCV-40252,PO-31260,4,TIMI-1058,166,EA,,C-17-2,E028,Accepted
RCV-40253,PO-31261,1,GAT-B62,100,EA,,E-39-3,E037,Accepted
RCV-40254,PO-31262,1,SPRO-1015,160,EA,,B-15-4,E034,Accepted
RCV-40255,PO-31264,2,GEAR-1010,50,EA,,C-06-1,E033,Hold
RCV-40255,PO-31264,3,GEAR-1010,100,EA,,F-15-2,E034,Accepted
RCV-40256,PO-31265,1,AC-1033,142,EA,,B-40-1,E027 ,Accepted
RCV-40256,PO-31265,2,SPRO-1050,500,EA,,D-17-3,E032,Accepted
RCV-40256,PO-31265,3,SPRO-1050,500,EA,,B-23-4,E030,Accepted
RCV-40257,PO-31266,1,KIM-G10,281,BX,,E-10-4,E038,Accepted
RCV-40258,PO-31267,1,SHEA-1072,11,EA,,E-28-2,E036,Accepted
RCV-40258,PO-31267,2,MOUN-1008,52,EA,,D-37-2,E027,Accepted
RCV-40259,PO-31268,1,ROLL-1079,24,EA,,A-36-1,E035,Accepted
RCV-40260,PO-31269,1,ROLL-1044 ,136,EA,,B-02-3,E032,Accepted
RCV-40260,PO-31269,2,SHEA-1077,50,EA,,B-23-3,E038,Accepted
RCV-40261,PO-31270,2,TIMI-1017,173,EA,,C-01-2,E034,Accepted
RCV-40261,PO-31270,3,ROLL-1044,136,EA,,F-10-4,E026,Accepted
RCV-40261,PO-31270,4,MOUN-1029,100,EA,,C-09-4,E031,Accepted
RCV-40262,PO-31271,1,SPRO-1055,500,EA,,B-27-2,E026,Accepted
RCV-40263,PO-31272,1,SHEA-1037,130,EA,,C-30-3,E035,Accepted
RCV-40264,PO-31274,1,KIM-G10,100,BX,,A-40-4,E028,Accepted
RCV-40264,PO-31274,2,HEN-243,240,EA,,A-10-4,E036,Accepted
RCV-40265,PO-31275,1,TIMI-1030,137,EA,,E-24-5,E030,Accepted
RCV-40265,PO-31275,2,GEAR-1080,50,EA,,B-12-1,E033,Accepted
RCV-40265,PO-31275,3,GEAR-1080,179,EA,,E-26-4,E035,Accepted
RCV-40266,PO-31276,1,SPRO-1087,167,EA,,E-14-4,E038,Accepted
RCV-40266,PO-31276,2,TIMI-1000,84,EA,,E-23-1,E030,Accepted
RCV-40267,PO-31277,1,SPRO-1002,250,EA,,D-26-1,E034,Accepted
RCV-40267,PO-31277,2,ULI-S-4123,170,BD,,A-36-4,E039,Accepted
RCV-40267,PO-31277,3,SPRO-1078,50,EA,,A-36-3,E036,Accepted
RCV-40267,PO-31277,4,SIG-SF18-80,131,RL,,D-22-1,E038,Accepted
RCV-40268,PO-31278,1,AC-1033,250,EA,,D-13-1,E030,Accepted
RCV-40268,PO-31278,2,SPRO-1050,53,EA,,A-06-3,E039,Accepted
RCV-40268,PO-31278,3,AC-1033,142,EA,,A-09-1,E039,Accepted
RCV-40269,PO-31279,1,SPRO-1050,53,EA,,C-39-1,E035,Hold
RCV-40269,PO-31279,2,AC-1033,142,EA,,F-21-3,E034,Accepted
RCV-40269,PO-31279,3,AC-1033,500,EA,,B-19-1,E035,Accepted
RCV-40269,PO-31279,4,SPRO-1050,53,EA,,A-18-2,E037,Accepted
