transaction_id,transaction_date,type,item_id,qty,uom,from_location,to_location,reference,lot_number,user_id,unit_cost
IT-000061,2025-06-04,PO Receipt,P-20096,171,EA,RECEIVING,F-16-3,PO-31027,L250604-210,E082,14.700000000000001
IT-000062,2025-06-04,PO Receipt,P-20096,171,EA,RECEIVING,F-34-5,PO-31027,L250604-395,E079,14.700000000000001
IT-000063,2025-06-04,PO Receipt,P-20060,123,EA,RECEIVING,D-26-5,PO-31027,L250604-296,E076,26.88
IT-000798,2025-06-04,SO Issue,A-20082,-2,EA,D-18-2,SHIPPING,SO-26082,,E100,841.44
IT-001541,2025-06-04,SO Issue,A-20022,-1,EA,D-37-4,SHIPPING,SO-26353,,E106,155.41
IT-000266,2025-06-05,PO Receipt,P-20084,164,EA,RECEIVING,F-38-2,PO-31123,L250605-629,E082,14.89
IT-000267,2025-06-05,PO Receipt,P-20049,97,EA,RECEIVING,D-07-2,PO-31123,L250605-366,E104,6.0200000000000005
IT-000268,2025-06-05,PO Receipt,P-20012,125,EA,RECEIVING,E-15-5,PO-31123,L250605-851,E099,29.94
IT-000704,2025-06-05,SO Issue,A-20030,-2,EA,C-10-2,SHIPPING,SO-26047,,E105,176.98
IT-001168,2025-06-05,SO Issue,A-20107,-3,EA,D-31-2,SHIPPING,SO-26213,,E104,2631.9500000000003
IT-001172,2025-06-05,SO Issue,A-20036,-1,EA,D-31-5,SHIPPING,SO-26213,,E102,2945.65
IT-001489,2025-06-05,SO Issue,A-20040,-3,EA,F-08-5,SHIPPING,SO-26329,,E077,210.93
IT-001490,2025-06-05,SO Issue,A-20110,-2,EA,B-22-4,SHIPPING,SO-26329,,E103,2979.18
IT-001516,2025-06-05,SO Issue,A-20038,-5,EA,F-08-5,SHIPPING,SO-26341,,E105,1997.97
IT-001543,2025-06-05,SO Issue,A-20034,-1,EA,D-37-4,SHIPPING,SO-26353,,E103,111.33
IT-000612,2025-06-06,SO Issue,A-20061,-1,EA,B-35-3,SHIPPING,SO-26016,,E099,175.52
IT-000820,2025-06-06,SO Issue,A-20092,-2,EA,D-16-3,SHIPPING,SO-26088,,E076,1915.78
IT-001719,2025-06-06,Transfer,A-20034,-4,EA,A-13-5,B-21-2,Damage,,E100,111.33
IT-001491,2025-06-07,SO Issue,A-20061,-3,EA,A-13-3,SHIPPING,SO-26329,,E104,175.52
IT-001498,2025-06-07,SO Issue,A-20073,-3,EA,A-25-4,SHIPPING,SO-26335,,E082,496.53000000000003
IT-001563,2025-06-07,SO Issue,A-20002,-1,EA,C-13-5,SHIPPING,SO-26361,,E083,1931.15
IT-001413,2025-06-08,SO Issue,A-20022,-3,EA,D-19-4,SHIPPING,SO-26298,,E103,155.41
IT-001492,2025-06-08,SO Issue,A-20031,-2,EA,C-25-2,SHIPPING,SO-26329,,E100,128.84
IT-000670,2025-06-09,SO Issue,A-20073,-2,EA,E-31-2,SHIPPING,SO-26035,,E105,496.53000000000003
IT-001007,2025-06-09,SO Issue,A-20073,-1,EA,D-22-1,SHIPPING,SO-26158,,E100,496.53000000000003
IT-001430,2025-06-09,SO Issue,A-20073,-3,EA,E-02-5,SHIPPING,SO-26305,,E079,496.53000000000003
IT-001754,2025-06-09,Cycle Count Adj,A-20003,2,EA,D-23-3,E-25-3,Damage,,E077,2450.66
IT-000044,2025-06-10,PO Receipt,P-20064,42,EA,RECEIVING,F-15-2,PO-31020,L250610-838,E083,0.7000000000000001
IT-000045,2025-06-10,PO Receipt,P-20045,250,EA,RECEIVING,D-02-4,PO-31020,L250610-780,E077,0.18
IT-000046,2025-06-10,PO Receipt,P-20045,82,EA,RECEIVING,E-10-1,PO-31020,L250610-671,E082,0.18
IT-000047,2025-06-10,PO Receipt,P-20064,50,EA,RECEIVING,F-37-3,PO-31020,L250610-852,E101,0.7000000000000001
IT-000614,2025-06-10,SO Issue,A-20082,-3,EA,E-03-3,SHIPPING,SO-26016,,E078,841.44
IT-000668,2025-06-10,SO Issue,A-20040,-5,EA,C-13-5,SHIPPING,SO-26035,,E082,210.93
IT-000669,2025-06-10,SO Issue,A-20036,-5,EA,D-19-4,SHIPPING,SO-26035,,E076,2945.65
IT-001006,2025-06-10,SO Issue,A-20031,-5,EA,E-39-3,SHIPPING,SO-26158,,E101,128.84
IT-001427,2025-06-10,SO Issue,A-20039,-2,EA,A-05-3,SHIPPING,SO-26305,,E105,415.87
IT-001607,2025-06-11,SO Issue,A-20092,-1,EA,D-37-4,SHIPPING,SO-26380,,E081,1915.78
IT-000898,2025-06-12,SO Issue,A-20053,-3,EA,B-12-1,SHIPPING,SO-26116,,E104,695.65
IT-001210,2025-06-12,SO Issue,A-20092,-1,EA,B-02-5,SHIPPING,SO-26224,,E099,1915.78
IT-001517,2025-06-12,SO Issue,A-20097,-5,EA,D-40-4,SHIPPING,SO-26342,,E105,246.81
IT-001714,2025-06-12,SO Issue,A-20073,-5,EA,A-15-3,SHIPPING,SO-26419,,E079,496.53000000000003
IT-000388,2025-06-13,PO Receipt,P-10042,84,BX,RECEIVING,D-25-1,PO-31179,L250613-773,E104,28.5
IT-000389,2025-06-13,PO Receipt,P-20035,25,EA,RECEIVING,A-02-5,PO-31179,L250613-103,E102,12.200000000000001
IT-000390,2025-06-13,PO Receipt,P-10042,84,BX,RECEIVING,F-07-5,PO-31179,L250613-671,E083,28.5
IT-000391,2025-06-13,PO Receipt,P-20081,126,EA,RECEIVING,D-26-2,PO-31179,L250613-938,E099,19.19
IT-000432,2025-06-13,PO Receipt,P-10098,292,LB,RECEIVING,B-15-4,PO-31198,L250613-780,E099,0.68
IT-000433,2025-06-13,PO Receipt,P-10105,80,LB,RECEIVING,E-34-4,PO-31198,L250613-423,E105,0.94
IT-000458,2025-06-13,PO Receipt,P-10056,50,RL,RECEIVING,B-25-3,PO-31209,L250613-917,E105,24.6
IT-000459,2025-06-13,PO Receipt,P-10056,313,RL,RECEIVING,D-38-3,PO-31209,L250613-518,E079,24.6
IT-000638,2025-06-13,SO Issue,A-20033,-3,EA,F-16-1,SHIPPING,SO-26024,,E078,328.62
IT-000639,2025-06-13,SO Issue,A-20077,-2,EA,D-12-2,SHIPPING,SO-26024,,E099,869.98
IT-000797,2025-06-13,SO Issue,A-20076,-1,EA,C-36-2,SHIPPING,SO-26082,,E077,721.1800000000001
IT-001005,2025-06-13,SO Issue,A-20039,-2,EA,D-06-4,SHIPPING,SO-26158,,E078,415.87
IT-001158,2025-06-13,SO Issue,A-20013,-1,EA,C-10-2,SHIPPING,SO-26208,,E104,162.20000000000002
IT-001458,2025-06-13,SO Issue,A-20043,-2,EA,D-21-5,SHIPPING,SO-26315,,E104,1336.88
IT-001742,2025-06-13,Scrap,P-20115,8,EA,D-01-3,E-14-2,Bin move,,E103,16.67
IT-000489,2025-06-14,PO Receipt,P-20050,250,EA,RECEIVING,D-21-2,PO-31222,L250614-949,E102,12.84
IT-000799,2025-06-14,SO Issue,A-20039,-1,EA,A-25-1,SHIPPING,SO-26082,,E102,415.87
IT-000889,2025-06-14,SO Issue,A-20072,-5,EA,D-13-4,SHIPPING,SO-26113,,E099,402.48
IT-001260,2025-06-14,SO Issue,A-20061,-3,EA,A-21-2,SHIPPING,SO-26242,,E106,175.52
IT-001710,2025-06-14,SO Issue,A-20002,-1,EA,E-04-2,SHIPPING,SO-26418,,E083,1931.15
IT-000314,2025-06-15,PO Receipt,P-20088,10,EA,RECEIVING,A-40-2,PO-31142,L250615-382,E081,12.5
IT-000315,2025-06-15,PO Receipt,P-20088,10,EA,RECEIVING,C-36-4,PO-31142,L250615-392,E102,12.5
IT-000887,2025-06-15,SO Issue,A-20076,-2,EA,A-24-3,SHIPPING,SO-26113,,E099,721.1800000000001
IT-000960,2025-06-15,SO Issue,A-20061,-1,EA,D-23-3,SHIPPING,SO-26141,,E101,175.52
IT-001500,2025-06-15,SO Issue,A-20061,-1,EA,C-01-4,SHIPPING,SO-26335,,E083,175.52
IT-000404,2025-06-16,PO Receipt,P-20048,500,EA,RECEIVING,C-22-5,PO-31186,L250616-123,E079,55.620000000000005
IT-000405,2025-06-16,PO Receipt,P-20048,88,EA,RECEIVING,D-15-3,PO-31186,L250616-968,E106,55.620000000000005
IT-000637,2025-06-16,SO Issue,A-20073,-3,EA,E-33-4,SHIPPING,SO-26024,,E101,496.53000000000003
IT-001159,2025-06-16,SO Issue,A-20087,-5,EA,A-37-5,SHIPPING,SO-26208,,E101,333.06
IT-001391,2025-06-16,SO Issue,A-20022,-1,EA,A-37-5,SHIPPING,SO-26289,,E079,155.41
IT-001502,2025-06-16,SO Issue,A-20087,-5,EA,B-32-5,SHIPPING,SO-26335,,E079,333.06
IT-000012,2025-06-17,PO Receipt,P-20054,191,EA,RECEIVING,D-38-4,PO-31007,L250617-677,E105,0.48
IT-000013,2025-06-17,PO Receipt,P-20021,57,EA,RECEIVING,A-39-5,PO-31007,L250617-700,E106,23.78
IT-000707,2025-06-17,SO Issue,A-20093,-5,EA,E-04-2,SHIPPING,SO-26047,,E103,2017.22
IT-000827,2025-06-17,SO Issue,A-20077,-5,EA,C-40-3,SHIPPING,SO-26090,,E078,869.98
IT-000900,2025-06-17,SO Issue,A-20072,-2,EA,C-30-1,SHIPPING,SO-26116,,E078,402.48
IT-001428,2025-06-17,SO Issue,A-20036,-5,EA,D-16-3,SHIPPING,SO-26305,,E079,2945.65
IT-001455,2025-06-17,SO Issue,A-20110,-2,EA,A-15-3,SHIPPING,SO-26315,,E102,2979.18
IT-000324,2025-06-18,PO Receipt,P-10049,168,BX,RECEIVING,D-18-5,PO-31146,L250618-572,E104,9.85
IT-000325,2025-06-18,PO Receipt,P-10049,168,BX,RECEIVING,F-01-5,PO-31146,L250618-341,E106,9.85
IT-000326,2025-06-18,PO Receipt,P-10070,100,EA,RECEIVING,D-27-2,PO-31146,L250618-599,E077,3.15
IT-000706,2025-06-18,SO Issue,A-20063,-1,EA,A-23-2,SHIPPING,SO-26047,,E100,1372.91
IT-000709,2025-06-18,SO Issue,A-20034,-1,EA,B-02-5,SHIPPING,SO-26049,,E102,111.33
IT-000821,2025-06-18,SO Issue,A-20092,-3,EA,D-12-2,SHIPPING,SO-26088,,E083,1915.78
IT-000961,2025-06-18,SO Issue,A-20039,-1,EA,B-02-5,SHIPPING,SO-26141,,E082,415.87
IT-001263,2025-06-18,SO Issue,A-20070,-5,EA,A-14-1,SHIPPING,SO-26242,,E079,1739.22
IT-000253,2025-06-19,PO Receipt,P-20119,13,EA,RECEIVING,C-25-3,PO-31117,L250619-747,E076,8.11
IT-000640,2025-06-19,SO Issue,A-20053,-2,EA,D-21-3,SHIPPING,SO-26024,,E100,695.65
IT-000700,2025-06-19,SO Issue,A-20093,-5,EA,A-05-2,SHIPPING,SO-26046,,E077,2017.22
IT-001171,2025-06-19,SO Issue,A-20090,-3,EA,E-34-5,SHIPPING,SO-26213,,E080,821.3000000000001
IT-001429,2025-06-19,SO Issue,A-20078,-1,EA,D-09-2,SHIPPING,SO-26305,,E102,704.75
IT-001446,2025-06-19,SO Issue,A-20093,-3,EA,D-13-4,SHIPPING,SO-26312,,E100,2017.22
IT-001499,2025-06-19,SO Issue,A-20065,-3,EA,B-35-4,SHIPPING,SO-26335,,E103,798.0
IT-000705,2025-06-20,SO Issue,A-20114,-1,EA,B-22-4,SHIPPING,SO-26047,,E100,244.69
IT-001170,2025-06-20,SO Issue,A-20043,-1,EA,D-12-2,SHIPPING,SO-26213,,E100,1336.88
IT-001208,2025-06-20,SO Issue,A-20022,-5,EA,B-07-2,SHIPPING,SO-26224,,E104,155.41
IT-001712,2025-06-20,SO Issue,A-20030,-3,EA,E-39-3,SHIPPING,SO-26419,,E081,176.98
IT-000247,2025-06-21,PO Receipt,P-20064,42,EA,RECEIVING,A-35-4,PO-31115,L250621-227,E099,0.7000000000000001
IT-000248,2025-06-21,PO Receipt,P-20064,42,EA,RECEIVING,F-32-4,PO-31115,L250621-412,E106,0.7000000000000001
IT-000249,2025-06-21,PO Receipt,P-20045,250,EA,RECEIVING,E-27-2,PO-31115,L250621-529,E083,0.18
IT-001392,2025-06-21,SO Issue,A-20030,-1,EA,A-36-2,SHIPPING,SO-26289,,E081,176.98
IT-001518,2025-06-21,SO Issue,A-20053,-5,EA,D-13-4,SHIPPING,SO-26342,,E099,695.65
IT-000796,2025-06-22,SO Issue,A-20020,-1,EA,F-24-3,SHIPPING,SO-26082,,E083,316.62
IT-000828,2025-06-22,SO Issue,A-20013,-2,EA,A-22-4,SHIPPING,SO-26090,,E077,162.20000000000002
IT-001420,2025-06-22,SO Issue,A-20053,-1,EA,A-14-1,SHIPPING,SO-26302,,E080,695.65
IT-001422,2025-06-22,SO Issue,A-20003,-2,EA,F-05-3,SHIPPING,SO-26302,,E080,2450.66
IT-000118,2025-06-23,PO Receipt,P-20041,11,EA,RECEIVING,B-22-4,PO-31049,L250623-293,E099,13.870000000000001
IT-000119,2025-06-23,PO Receipt,P-20089,10,EA,RECEIVING,A-16-1,PO-31049,L250623-261,E099,14.19
IT-000120,2025-06-23,PO Receipt,P-20106,500,EA,RECEIVING,D-04-5,PO-31049,L250623-913,E082,63.36
IT-000392,2025-06-23,PO Receipt,P-10077,281,GA,RECEIVING,A-02-5,PO-31180,L250623-667,E082,27.8
IT-000393,2025-06-23,PO Receipt,P-10077,25,GA,RECEIVING,E-23-2,PO-31180,L250623-105,E102,27.8
IT-000394,2025-06-23,PO Receipt,P-10035,193,EA,RECEIVING,F-16-3,PO-31180,L250623-840,E081,21.4
IT-000395,2025-06-23,PO Receipt,P-10035,193,EA,RECEIVING,B-34-3,PO-31180,L250623-705,E105,21.4
IT-000825,2025-06-23,SO Issue,A-20061,-3,EA,C-12-4,SHIPPING,SO-26090,,E083,175.52
IT-001389,2025-06-23,SO Issue,A-20058,-5,EA,C-28-4,SHIPPING,SO-26289,,E099,254.75
IT-001496,2025-06-23,SO Issue,A-20038,-1,EA,E-28-3,SHIPPING,SO-26334,,E081,1997.97
IT-000613,2025-06-24,SO Issue,A-20020,-1,EA,B-34-1,SHIPPING,SO-26016,,E101,316.62
IT-000959,2025-06-24,SO Issue,A-20092,-2,EA,D-19-4,SHIPPING,SO-26141,,E099,1915.78
IT-001211,2025-06-24,SO Issue,A-20002,-5,EA,B-22-4,SHIPPING,SO-26224,,E082,1931.15
IT-001261,2025-06-24,SO Issue,A-20043,-2,EA,F-34-5,SHIPPING,SO-26242,,E106,1336.88
IT-001403,2025-06-24,SO Issue,A-20033,-5,EA,D-37-2,SHIPPING,SO-26294,,E101,328.62
IT-001426,2025-06-24,SO Issue,A-20093,-3,EA,C-17-5,SHIPPING,SO-26305,,E082,2017.22
IT-000819,2025-06-25,SO Issue,A-20101,-1,EA,B-02-5,SHIPPING,SO-26088,,E077,2382.4
IT-000886,2025-06-25,SO Issue,A-20097,-1,EA,C-01-4,SHIPPING,SO-26113,,E104,246.81
IT-001497,2025-06-25,SO Issue,A-20043,-1,EA,F-07-2,SHIPPING,SO-26334,,E078,1336.88
IT-000486,2025-06-26,PO Receipt,P-20088,46,EA,RECEIVING,E-39-2,PO-31221,L250626-307,E076,12.5
IT-000487,2025-06-26,PO Receipt,P-20088,46,EA,RECEIVING,E-33-3,PO-31221,L250626-146,E099,12.5
IT-000488,2025-06-26,PO Receipt,P-20088,100,EA,RECEIVING,B-25-5,PO-31221,L250626-842,E106,12.5
IT-001654,2025-06-26,SO Issue,A-20082,-5,EA,A-04-3,SHIPPING,SO-26399,,E104,841.44
IT-000079,2025-06-27,PO Receipt,P-20052,62,EA,RECEIVING,D-39-2,PO-31034,L250627-722,E105,10.49
IT-000080,2025-06-27,PO Receipt,P-20046,25,EA,RECEIVING,D-20-5,PO-31034,L250627-680,E105,13.76
IT-000081,2025-06-27,PO Receipt,P-20052,250,EA,RECEIVING,C-12-2,PO-31034,L250627-909,E100,10.49
IT-000082,2025-06-27,PO Receipt,P-20048,250,EA,RECEIVING,E-08-5,PO-31034,L250627-592,E102,55.620000000000005
IT-000667,2025-06-27,SO Issue,A-20092,-1,EA,A-25-4,SHIPPING,SO-26035,,E103,1915.78
IT-001042,2025-06-27,SO Issue,A-20033,-1,EA,E-03-4,SHIPPING,SO-26169,,E076,328.62
IT-001129,2025-06-27,SO Issue,A-20013,-1,EA,E-33-4,SHIPPING,SO-26199,,E102,162.20000000000002
IT-000128,2025-06-28,PO Receipt,P-10049,25,BX,RECEIVING,B-30-4,PO-31052,L250628-945,E099,9.85
IT-000129,2025-06-28,PO Receipt,P-10070,165,EA,RECEIVING,E-37-2,PO-31052,L250628-480,E081,3.15
IT-000130,2025-06-28,PO Receipt,P-10049,250,BX,RECEIVING,A-13-3,PO-31052,L250628-238,E099,9.85
IT-000213,2025-06-28,PO Receipt,P-10063,243,BD,RECEIVING,A-33-4,PO-31096,L250628-233,E099,31.0
IT-000214,2025-06-28,PO Receipt,P-20099,19,EA,RECEIVING,B-27-1,PO-31096,L250628-764,E105,0.77
IT-000376,2025-06-28,PO Receipt,P-10049,168,BX,RECEIVING,F-34-5,PO-31173,L250628-450,E077,9.85
IT-000377,2025-06-28,PO Receipt,P-10049,100,BX,RECEIVING,B-33-1,PO-31173,L250628-476,E101,9.85
IT-000701,2025-06-28,SO Issue,A-20072,-1,EA,E-03-3,SHIPPING,SO-26046,,E105,402.48
IT-000829,2025-06-28,SO Issue,A-20036,-5,EA,A-04-3,SHIPPING,SO-26090,,E077,2945.65
IT-000958,2025-06-28,SO Issue,A-20065,-3,EA,A-19-3,SHIPPING,SO-26141,,E076,798.0
IT-001242,2025-06-28,SO Issue,A-20092,-5,EA,E-31-2,SHIPPING,SO-26233,,E106,1915.78
IT-001495,2025-06-28,SO Issue,A-20090,-3,EA,D-06-4,SHIPPING,SO-26334,,E103,821.3000000000001
IT-000703,2025-06-29,SO Issue,A-20101,-1,EA,D-27-4,SHIPPING,SO-26046,,E102,2382.4
IT-000856,2025-06-29,SO Issue,A-20092,-5,EA,F-03-4,SHIPPING,SO-26102,,E105,1915.78
IT-001039,2025-06-30,SO Issue,A-20073,-5,EA,F-21-1,SHIPPING,SO-26169,,E102,496.53000000000003
IT-001209,2025-06-30,SO Issue,A-20107,-3,EA,E-28-3,SHIPPING,SO-26224,,E101,2631.9500000000003
IT-001447,2025-06-30,SO Issue,A-20034,-1,EA,A-05-3,SHIPPING,SO-26312,,E077,111.33
IT-000702,2025-07-01,SO Issue,A-20065,-5,EA,B-02-5,SHIPPING,SO-26046,,E081,798.0
IT-001402,2025-07-01,SO Issue,A-20020,-1,EA,D-20-3,SHIPPING,SO-26294,,E079,316.62
IT-000068,2025-07-02,PO Receipt,P-10070,165,EA,RECEIVING,B-13-5,PO-31029,L250702-789,E105,3.15
IT-000069,2025-07-02,PO Receipt,P-10049,10,BX,RECEIVING,D-29-5,PO-31029,L250702-428,E100,9.85
IT-000070,2025-07-02,PO Receipt,P-10049,168,BX,RECEIVING,C-04-4,PO-31029,L250702-824,E104,9.85
IT-000101,2025-07-02,PO Receipt,P-10035,193,EA,RECEIVING,A-37-1,PO-31042,L250702-447,E083,21.4
IT-000102,2025-07-02,PO Receipt,P-10035,250,EA,RECEIVING,B-35-2,PO-31042,L250702-391,E076,21.4
IT-000666,2025-07-02,SO Issue,A-20097,-5,EA,E-31-2,SHIPPING,SO-26035,,E106,246.81
IT-001713,2025-07-02,SO Issue,A-20101,-2,EA,D-38-1,SHIPPING,SO-26419,,E079,2382.4
IT-000424,2025-07-03,PO Receipt,P-20023,25,EA,RECEIVING,B-03-1,PO-31194,L250703-916,E081,28.060000000000002
IT-000425,2025-07-03,PO Receipt,P-20084,164,EA,RECEIVING,E-14-5,PO-31194,L250703-654,E080,14.89
IT-000426,2025-07-03,PO Receipt,P-20059,197,EA,RECEIVING,C-27-4,PO-31194,L250703-896,E100,9.370000000000001
IT-000857,2025-07-03,SO Issue,A-20078,-3,EA,E-17-5,SHIPPING,SO-26102,,E099,704.75
IT-000577,2025-07-04,SO Issue,A-20002,-2,EA,A-13-3,SHIPPING,SO-26002,,E082,1931.15
IT-000826,2025-07-04,SO Issue,A-20002,-1,EA,B-02-5,SHIPPING,SO-26090,,E106,1931.15
IT-001041,2025-07-04,SO Issue,A-20070,-1,EA,B-26-2,SHIPPING,SO-26169,,E104,1739.22
IT-001212,2025-07-04,SO Issue,A-20003,-1,EA,A-05-2,SHIPPING,SO-26224,,E082,2450.66
IT-001243,2025-07-04,SO Issue,A-20034,-1,EA,A-22-4,SHIPPING,SO-26233,,E105,111.33
IT-001583,2025-07-04,SO Issue,A-20002,-2,EA,D-19-4,SHIPPING,SO-26371,,E103,1931.15
IT-001022,2025-07-05,SO Issue,A-20070,-2,EA,A-14-1,SHIPPING,SO-26165,,E106,1739.22
IT-001258,2025-07-05,SO Issue,A-20065,-2,EA,F-21-1,SHIPPING,SO-26241,,E082,798.0
IT-001457,2025-07-05,SO Issue,A-20058,-1,EA,F-26-1,SHIPPING,SO-26315,,E100,254.75
IT-001582,2025-07-05,SO Issue,A-20058,-1,EA,D-12-5,SHIPPING,SO-26371,,E103,254.75
IT-001240,2025-07-06,SO Issue,A-20072,-2,EA,D-06-5,SHIPPING,SO-26233,,E080,402.48
IT-001259,2025-07-06,SO Issue,A-20082,-3,EA,B-06-4,SHIPPING,SO-26242,,E106,841.44
IT-000166,2025-07-07,PO Receipt,P-20086,100,EA,RECEIVING,E-22-2,PO-31071,L250707-886,E106,0.51
IT-000167,2025-07-07,PO Receipt,P-20050,177,EA,RECEIVING,C-38-4,PO-31071,L250707-434,E081,12.84
IT-000168,2025-07-07,PO Receipt,P-20050,177,EA,RECEIVING,A-07-5,PO-31071,L250707-252,E083,12.84
IT-000169,2025-07-07,PO Receipt,P-20042,97,EA,RECEIVING,E-39-5,PO-31071,L250707-317,E078,49.72
IT-001195,2025-07-07,SO Issue,A-20020,-3,EA,E-34-5,SHIPPING,SO-26220,,E103,316.62
IT-001390,2025-07-07,SO Issue,A-20053,-3,EA,C-25-2,SHIPPING,SO-26289,,E079,695.65
IT-001756,2025-07-07,Transfer,P-20074,11,EA,B-21-2,A-37-1,,,E100,19.76
IT-000014,2025-07-08,PO Receipt,P-10077,281,GA,RECEIVING,E-28-5,PO-31008,L250708-726,E101,27.8
IT-000015,2025-07-08,PO Receipt,P-10035,193,EA,RECEIVING,E-30-1,PO-31008,L250708-507,E081,21.4
IT-001401,2025-07-08,SO Issue,A-20076,-1,EA,F-21-1,SHIPPING,SO-26294,,E102,721.1800000000001
IT-000633,2025-07-09,SO Issue,A-20039,-2,EA,A-04-3,SHIPPING,SO-26023,,E083,415.87
IT-000733,2025-07-09,SO Issue,A-20043,-2,EA,B-06-4,SHIPPING,SO-26059,,E104,1336.88
IT-001036,2025-07-09,SO Issue,A-20038,-3,EA,D-23-2,SHIPPING,SO-26168,,E100,1997.97
IT-001194,2025-07-09,SO Issue,A-20097,-3,EA,B-22-4,SHIPPING,SO-26220,,E104,246.81
IT-001262,2025-07-09,SO Issue,A-20072,-1,EA,A-19-3,SHIPPING,SO-26242,,E079,402.48
IT-001421,2025-07-09,SO Issue,A-20022,-1,EA,F-05-3,SHIPPING,SO-26302,,E077,155.41
IT-001448,2025-07-09,SO Issue,A-20022,-3,EA,D-06-5,SHIPPING,SO-26312,,E104,155.41
IT-001636,2025-07-09,SO Issue,A-20022,-3,EA,B-07-2,SHIPPING,SO-26393,,E081,155.41
IT-000310,2025-07-10,PO Receipt,P-20035,25,EA,RECEIVING,D-08-2,PO-31140,L250710-176,E101,12.200000000000001
IT-000311,2025-07-10,PO Receipt,P-20081,126,EA,RECEIVING,E-36-4,PO-31140,L250710-845,E079,19.19
IT-001035,2025-07-10,SO Issue,A-20076,-2,EA,E-39-3,SHIPPING,SO-26168,,E103,721.1800000000001
IT-000049,2025-07-11,PO Receipt,P-20015,500,EA,RECEIVING,D-18-4,PO-31022,L250711-858,E104,5.42
IT-000600,2025-07-11,SO Issue,A-20077,-5,EA,A-37-5,SHIPPING,SO-26011,,E103,869.98
IT-001037,2025-07-11,SO Issue,A-20013,-5,EA,A-14-1,SHIPPING,SO-26168,,E080,162.20000000000002
IT-000520,2025-07-12,PO Receipt,P-20113,500,EA,RECEIVING,D-06-1,PO-31239,L250712-196,E078,35.81
IT-000521,2025-07-12,PO Receipt,P-20109,10,EA,RECEIVING,A-31-1,PO-31239,L250712-824,E082,9.8
IT-000522,2025-07-12,PO Receipt,P-20062,197,EA,RECEIVING,D-12-4,PO-31239,L250712-258,E103,18.77
IT-000734,2025-07-12,SO Issue,A-20058,-1,EA,A-02-4,SHIPPING,SO-26059,,E104,254.75
IT-001157,2025-07-12,SO Issue,A-20020,-2,EA,A-22-4,SHIPPING,SO-26207,,E103,316.62
IT-001587,2025-07-12,SO Issue,A-20070,-2,EA,A-25-4,SHIPPING,SO-26374,,E104,1739.22
IT-000624,2025-07-13,SO Issue,A-20110,-1,EA,E-29-1,SHIPPING,SO-26019,,E099,2979.18
IT-000888,2025-07-13,SO Issue,A-20053,-3,EA,F-21-1,SHIPPING,SO-26113,,E078,695.65
IT-000951,2025-07-13,SO Issue,A-20097,-5,EA,E-17-5,SHIPPING,SO-26137,,E102,246.81
IT-001077,2025-07-13,SO Issue,A-20077,-5,EA,C-36-5,SHIPPING,SO-26180,,E077,869.98
IT-001197,2025-07-13,SO Issue,A-20090,-1,EA,D-34-4,SHIPPING,SO-26220,,E105,821.3000000000001
IT-001244,2025-07-13,SO Issue,A-20090,-5,EA,E-33-4,SHIPPING,SO-26233,,E100,821.3000000000001
IT-000516,2025-07-14,PO Receipt,P-10056,10,RL,RECEIVING,D-30-3,PO-31236,L250714-354,E099,24.6
IT-000635,2025-07-15,SO Issue,A-20031,-5,EA,D-13-4,SHIPPING,SO-26023,,E078,128.84
IT-001154,2025-07-15,SO Issue,A-20058,-3,EA,D-09-2,SHIPPING,SO-26207,,E079,254.75
IT-001155,2025-07-15,SO Issue,A-20053,-1,EA,A-25-4,SHIPPING,SO-26207,,E102,695.65
IT-001156,2025-07-15,SO Issue,A-20033,-1,EA,D-21-5,SHIPPING,SO-26207,,E080,328.62
IT-001456,2025-07-15,SO Issue,A-20110,-3,EA,B-15-5,SHIPPING,SO-26315,,E076,2979.18
IT-001588,2025-07-15,SO Issue,A-20092,-3,EA,A-08-1,SHIPPING,SO-26374,,E105,1915.78
IT-001639,2025-07-15,SO Issue,A-20097,-5,EA,F-07-2,SHIPPING,SO-26393,,E106,246.81
IT-001653,2025-07-15,SO Issue,A-20110,-5,EA,F-18-5,SHIPPING,SO-26399,,E105,2979.18
IT-000605,2025-07-16,SO Issue,A-20030,-5,EA,C-11-2,SHIPPING,SO-26012,,E083,176.98
IT-000735,2025-07-16,SO Issue,A-20034,-5,EA,A-13-3,SHIPPING,SO-26059,,E101,111.33
IT-001241,2025-07-16,SO Issue,A-20073,-2,EA,D-22-1,SHIPPING,SO-26233,,E101,496.53000000000003
IT-001747,2025-07-16,Cycle Count Adj,A-20092,-8,EA,A-12-1,A-21-1,Damage,,E105,1915.78
IT-001075,2025-07-17,SO Issue,A-20063,-5,EA,A-36-2,SHIPPING,SO-26180,,E101,1372.91
IT-001078,2025-07-17,SO Issue,A-20039,-3,EA,B-02-5,SHIPPING,SO-26180,,E078,415.87
IT-001404,2025-07-17,SO Issue,A-20093,-1,EA,E-04-4,SHIPPING,SO-26294,,E082,2017.22
IT-001586,2025-07-17,SO Issue,A-20073,-1,EA,E-34-5,SHIPPING,SO-26374,,E106,496.53000000000003
IT-001637,2025-07-17,SO Issue,A-20101,-5,EA,B-35-4,SHIPPING,SO-26393,,E076,2382.4
IT-000606,2025-07-18,SO Issue,A-20003,-1,EA,D-34-4,SHIPPING,SO-26012,,E101,2450.66
