shipment_id,so_number,customer_id,ship_to_id,ship_date,carrier,mode,service,tracking_number,cartons,weight_lb,freight_cost,freight_billed_to_customer,shipped_by,packing_slip,status
SH-50144,SO-26155,NIC-CUST0002,NIC-CUST0002-S1,2026-03-22,UPS Ground,Parcel,Next Day Air,1Z2597593483,2,44.7,30.77,0.0,E079,PS-SH-50144.pdf,Delivered
SH-50145,SO-26156,NIC-CUST0038,NIC-CUST0038-S1,2025-05-12,UPS Ground,LTL,,1Z2076472698,8,296.4,136.49,170.61,E100,PS-SH-50145.pdf,Delivered
SH-50146,SO-26158,NIC-CUST0005,NIC-CUST0005-S1,2025-06-13,LTL - XPO,LTL,,PRO890374273,16,636.3,279.25,0.0,E100,PS-SH-50146.pdf,Delivered
SH-50147,SO-26159,NIC-CUST0001,NIC-CUST0001-S1,2025-10-22,Company Truck,Company Truck,,,2,74.5,0.0,0.0,E105,PS-SH-50147.pdf,Delivered
SH-50148,SO-26160,NIC-CUST0034,NIC-CUST0034-S1,2025-12-08,Customer Pickup,Pickup,,,4,144.8,0.0,0.0,E077,PS-SH-50148.pdf,Delivered
SH-50149,SO-26161,NIC-CUST0035,NIC-CUST0035-S1,2025-12-04,Customer Pickup,Pickup,,,2,75.1,0.0,0.0,E099,PS-SH-50149.pdf,Delivered
SH-50150,SO-26162,NIC-CUST0036,NIC-CUST0036-S1,2025-10-28,UPS Ground,LTL,,1Z5076645430,12,478.7,213.05,281.23,E105,PS-SH-50150.pdf,Delivered
SH-50151,SO-26163,NIC-CUST0018,NIC-CUST0018-S1,2026-02-01,FedEx Ground,LTL,,361455633435,12,465.5,207.51,0.0,E099,PS-SH-50151.pdf,Delivered
SH-50152,SO-26165,NIC-CUST0033,NIC-CUST0033-S1,2025-07-26,LTL - XPO,LTL,,PRO580525643,14,544.0,240.48,0.0,E102,PS-SH-50152.pdf,Delivered
SH-50153,SO-26166,NIC-CUST0015,NIC-CUST0015-S1,2026-03-25,UPS Ground,LTL,,1Z4621209949,7,267.1,124.18,0.0,E081,PS-SH-50153.pdf,Delivered
SH-50154,SO-26167,NIC-CUST0029,NIC-CUST0029-S1,2025-12-25,Customer Pickup,LTL,,PRO412629262,21,812.8,353.38,0.0,E076,PS-SH-50154.pdf,Delivered
SH-50155,SO-26168,NIC-CUST0030,NIC-CUST0030-S1,2025-08-01,LTL - Estes,LTL,,PRO507174675,16,627.0,275.34,0.0,E081,PS-SH-50155.pdf,Delivered
SH-50156,SO-26169,NIC-CUST0019,NIC-CUST0019-S1,2025-07-04,LTL - Estes,LTL,,PRO459058228,11,417.2,187.22,0.0,E083,PS-SH-50156.pdf,Delivered
SH-50157,SO-26170,NIC-CUST0040,NIC-CUST0040-S1,2026-02-11,FedEx Ground,LTL,,891548490879,7,255.2,119.18,159.7,E082,PS-SH-50157.pdf,Delivered
SH-50158,SO-26171,NIC-CUST0015,NIC-CUST0015-S1,2025-09-05,UPS Ground,Parcel,Ground,1Z7962539362,3,100.4,54.17,65.55,E077,PS-SH-50158.pdf,Delivered
SH-50159,SO-26172,NIC-CUST0002,NIC-CUST0002-S1,2026-03-27,UPS Ground,LTL,,1Z5225596085,19,755.8,329.44,345.91,E102,PS-SH-50159.pdf,In Transit
SH-50160,SO-26173,NIC-CUST0003,NIC-CUST0003-S1,2025-09-28,FedEx Ground,LTL,,403202134564,10,383.5,173.07,0.0,E083,PS-SH-50160.pdf,Delivered
SH-50161,SO-26174,NIC-CUST0031,NIC-CUST0031-S1,2025-04-11,LTL - XPO,Company Truck,,,2,44.7,0.0,0.0,E083,PS-SH-50161.pdf,Delivered
SH-50162,SO-26175,NIC-CUST0001,NIC-CUST0001-S1,2025-09-01,Company Truck,LTL,,PRO822350381,13,498.6,221.41,247.98,E083,PS-SH-50162.pdf,Delivered
SH-50163,SO-26176,NIC-CUST0034,NIC-CUST0034-S1,2026-03-25,Customer Pickup,LTL,,PRO808174524,9,359.4,162.95,0.0,E104,PS-SH-50163.pdf,Delivered
SH-50164,SO-26177,NIC-CUST0017,NIC-CUST0017-S1,2025-09-22,UPS Ground,LTL,,1Z5597121512,13,486.1,216.16,0.0,E080,PS-SH-50164.pdf,Delivered
SH-50165,SO-26178,NIC-CUST0040,NIC-CUST0040-S1,2026-02-17,FedEx Ground,LTL,,745658870102,4,153.9,76.64,0.0,E076,PS-SH-50165.pdf,Delivered
SH-50166,SO-26179,NIC-CUST0004,NIC-CUST0004-S1,2025-11-12,Customer Pickup,LTL,,PRO999871532,9,321.1,146.86,0.0,E083,PS-SH-50166.pdf,Delivered
SH-50167,SO-26180,NIC-CUST0010,NIC-CUST0010-S1,2025-07-28,UPS Ground,LTL,,1Z1338297725,21,820.1,356.44,0.0,E080,PS-SH-50167.pdf,Delivered
SH-50168,SO-26181,NIC-CUST0030,NIC-CUST0030-S1,2025-09-30,LTL - Estes,LTL,,PRO644698452,10,365.4,165.47,0.0,E081,PS-SH-50168.pdf,Delivered
SH-50169,SO-26182,NIC-CUST0034,NIC-CUST0034-S1,2025-04-26,Customer Pickup,LTL,,PRO320347326,5,180.6,87.85,0.0,E105,PS-SH-50169.pdf,Delivered
SH-50170,SO-26183,NIC-CUST0003,NIC-CUST0003-S1,2026-01-22,FedEx Ground,Parcel,3 Day,871658052064,3,86.7,48.41,50.35,E105,PS-SH-50170.pdf,Delivered
SH-50171,SO-26184,NIC-CUST0009,NIC-CUST0009-S1,2025-10-14,LTL - Estes,LTL,,PRO585469003,16,628.2,275.84,284.12,E101,PS-SH-50171.pdf,Delivered
SH-50172,SO-26185,NIC-CUST0003,NIC-CUST0003-S1,2025-05-23,FedEx Ground,Parcel,Next Day Air,204916814759,1,32.0,25.44,29.51,E078,PS-SH-50172.pdf,Delivered
SH-50173,SO-26186,NIC-CUST0026,NIC-CUST0026-S1,2025-08-01,Customer Pickup,LTL,,PRO232759061,4,150.9,75.38,98.75,E101,PS-SH-50173.pdf,Delivered
SH-50174,SO-26187,NIC-CUST0022,NIC-CUST0022-S1,2026-02-12,LTL - Estes,LTL,,PRO644053526,11,431.7,193.31,193.31,E104,PS-SH-50174.pdf,Delivered
SH-50175,SO-26188,NIC-CUST0010,NIC-CUST0010-S1,2025-12-25,UPS Ground,LTL,,1Z4614065490,21,826.7,359.21,0.0,E082,PS-SH-50175.pdf,Delivered
SH-50176,SO-26189,NIC-CUST0004,NIC-CUST0004-S1,2026-03-20,Customer Pickup,LTL,,PRO381399434,9,344.8,156.82,202.3,E078,PS-SH-50176.pdf,Delivered
SH-50177,SO-26190,NIC-CUST0008,NIC-CUST0008-S1,2025-04-16,UPS Ground,LTL,,1Z7153759829,12,476.1,211.96,0.0,E083,PS-SH-50177.pdf,Delivered
SH-50178,SO-26192,NIC-CUST0015,NIC-CUST0015-S1,2025-12-15,UPS Ground,Parcel,Next Day Air,1Z3041552423,4,129.8,66.52,0.0,E103,PS-SH-50178.pdf,Delivered
SH-50179,SO-26193,NIC-CUST0026,NIC-CUST0026-S1,2026-03-15,Customer Pickup,LTL,,PRO203076445,12,452.6,202.09,0.0,E080,PS-SH-50179.pdf,Delivered
SH-50180,SO-26194,NIC-CUST0017,NIC-CUST0017-S1,2025-10-28,UPS Ground,LTL,,1Z3002120910,8,319.5,146.19,0.0,E081,PS-SH-50180.pdf,Delivered
SH-50181,SO-26195,NIC-CUST0037,NIC-CUST0037-S1,2026-01-03,LTL - XPO,Company Truck,,,4,131.9,0.0,0.0,E099,PS-SH-50181.pdf,Delivered
SH-50182,SO-26196,NIC-CUST0030,NIC-CUST0030-S1,2025-11-14,LTL - Estes,LTL,,PRO210293054,5,192.4,92.81,104.88,E100,PS-SH-50182.pdf,Delivered
SH-50183,SO-26197,NIC-CUST0017,NIC-CUST0017-S1,2025-12-13,UPS Ground,LTL,,1Z2141624507,8,283.6,131.11,0.0,E081,PS-SH-50183.pdf,Delivered
SH-50184,SO-26198,NIC-CUST0010,NIC-CUST0010-S1,2025-12-17,UPS Ground,LTL,,1Z2702239805,6,205.8,98.44,0.0,E100,PS-SH-50184.pdf,Delivered
SH-50185,SO-26199,NIC-CUST0024,NIC-CUST0024-S1,2025-06-27,Company Truck,Company Truck,,,1,19.6,0.0,0.0,E102,PS-SH-50185.pdf,Delivered
SH-50186,SO-26200,NIC-CUST0013,NIC-CUST0013-S1,2025-09-25,FedEx Ground,LTL,,171070888579,8,292.8,134.98,174.12,E099,PS-SH-50186.pdf,Delivered
SH-50187,SO-26201,NIC-CUST0019,NIC-CUST0019-S1,2025-08-21,LTL - Estes,LTL,,PRO834509883,19,727.0,317.34,371.29,E077,PS-SH-50187.pdf,Delivered
SH-50188,SO-26202,NIC-CUST0040,NIC-CUST0040-S1,2025-05-14,FedEx Ground,LTL,,999336910210,8,287.6,132.79,0.0,E083,PS-SH-50188.pdf,Delivered
SH-50189,SO-26203,NIC-CUST0014,NIC-CUST0014-S1,2025-08-27,Company Truck,LTL,,PRO355917206,5,195.8,94.24,0.0,E100,PS-SH-50189.pdf,Delivered
SH-50190,SO-26204,NIC-CUST0020,NIC-CUST0020-S1,2026-03-10,Customer Pickup,LTL,,PRO838852653,11,403.4,181.43,0.0,E079,PS-SH-50190.pdf,Delivered
SH-50191,SO-26205,NIC-CUST0002,NIC-CUST0002-S1,2025-08-24,UPS Ground,Parcel,Ground,1Z9325738600,3,89.9,49.76,0.0,E100,PS-SH-50191.pdf,Delivered
SH-50192,SO-26206,NIC-CUST0014,NIC-CUST0014-S1,2025-12-15,Company Truck,LTL,,PRO693137092,5,180.4,87.77,0.0,E104,PS-SH-50192.pdf,Delivered
SH-50193,SO-26207,NIC-CUST0014,NIC-CUST0014-S1,2025-07-15,Company Truck,LTL,,PRO578631039,13,498.0,221.16,0.0,E100,PS-SH-50193.pdf,Delivered
SH-50194,SO-26208,NIC-CUST0029,NIC-CUST0029-S1,2025-06-16,Customer Pickup,LTL,,PRO466431540,5,192.4,92.81,0.0,E082,PS-SH-50194.pdf,Delivered
SH-50195,SO-26209,NIC-CUST0030,NIC-CUST0030-S1,2025-07-31,LTL - Estes,Company Truck,,,3,83.0,0.0,0.0,E101,PS-SH-50195.pdf,Delivered
SH-50196,SO-26210,NIC-CUST0006,NIC-CUST0006-S1,2025-11-08,UPS Ground,Parcel,Ground,1Z2965112060,2,68.0,40.56,0.0,E082,PS-SH-50196.pdf,Delivered
SH-50197,SO-26211,NIC-CUST0026,NIC-CUST0026-S1,2026-01-27,Customer Pickup,LTL,,PRO160687555,6,233.4,110.03,144.14,E078,PS-SH-50197.pdf,Delivered
SH-50198,SO-26212,NIC-CUST0004,NIC-CUST0004-S1,2026-01-01,Customer Pickup,LTL,,PRO603411033,20,788.0,342.96,435.56,E081,PS-SH-50198.pdf,Delivered
SH-50199,SO-26213,NIC-CUST0037,NIC-CUST0037-S1,2025-06-20,LTL - XPO,LTL,,PRO510390880,19,721.1,314.86,0.0,E076,PS-SH-50199.pdf,Delivered
SH-50200,SO-26214,NIC-CUST0037,NIC-CUST0037-S1,2025-11-20,LTL - XPO,LTL,,PRO931701344,10,394.1,177.52,0.0,E103,PS-SH-50200.pdf,Delivered
SH-50201,SO-26215,NIC-CUST0023,NIC-CUST0023-S1,2025-09-15,Customer Pickup,LTL,,PRO138286637,20,794.0,345.48,0.0,E099,PS-SH-50201.pdf,Delivered
SH-50202,SO-26216,NIC-CUST0002,NIC-CUST0002-S1,2026-01-02,UPS Ground,LTL,,1Z3699362309,10,362.0,164.04,0.0,E103,PS-SH-50202.pdf,Delivered
SH-50203,SO-26217,NIC-CUST0031,NIC-CUST0031-S1,2025-10-28,LTL - XPO,LTL,,PRO800731027,7,268.5,124.77,155.96,E082,PS-SH-50203.pdf,Delivered
SH-50204,SO-26218,NIC-CUST0040,NIC-CUST0040-S1,2026-03-22,FedEx Ground,LTL,,190975146634,11,408.9,183.74,0.0,E102,PS-SH-50204.pdf,Delivered
SH-50205,SO-26219,NIC-CUST0035,NIC-CUST0035-S1,2026-03-13,Customer Pickup,LTL,,PRO322317310,18,714.3,312.01,0.0,E080,PS-SH-50205.pdf,Delivered
SH-50206,SO-26220,NIC-CUST0038,NIC-CUST0038-S1,2025-07-24,UPS Ground,LTL,,1Z6941011765,13,492.8,218.98,260.59,E077,PS-SH-50206.pdf,Delivered
SH-50207,SO-26221,NIC-CUST0034,NIC-CUST0034-S1,2026-01-22,Customer Pickup,LTL,,PRO348701266,6,219.1,104.02,0.0,E106,PS-SH-50207.pdf,Delivered
SH-50208,SO-26222,NIC-CUST0007,NIC-CUST0007-S1,2025-12-16,Customer Pickup,LTL,,PRO378100075,9,334.6,152.53,198.29,E099,PS-SH-50208.pdf,Delivered
SH-50209,SO-26223,NIC-CUST0040,NIC-CUST0040-S1,2025-05-29,FedEx Ground,LTL,,253908106151,11,410.2,184.28,200.87,E078,PS-SH-50209.pdf,Delivered
SH-50210,SO-26224,NIC-CUST0004,NIC-CUST0004-S1,2025-07-04,Customer Pickup,LTL,,PRO507707591,26,1001.4,432.59,488.83,E079,PS-SH-50210.pdf,Delivered
SH-50211,SO-26225,NIC-CUST0007,NIC-CUST0007-S1,2026-01-02,Customer Pickup,LTL,,PRO820128124,11,413.7,185.75,0.0,E100,PS-SH-50211.pdf,Delivered
SH-50212,SO-26226,NIC-CUST0033,NIC-CUST0033-S1,2025-07-26,LTL - XPO,Company Truck,,,4,133.9,0.0,0.0,E103,PS-SH-50212.pdf,Delivered
SH-50213,SO-26227,NIC-CUST0002,NIC-CUST0002-S1,2025-10-05,UPS Ground,LTL,,1Z2332021919,8,280.7,129.89,0.0,E105,PS-SH-50213.pdf,Delivered
SH-50214,SO-26228,NIC-CUST0010,NIC-CUST0010-S1,2025-11-02,UPS Ground,LTL,,1Z2494135399,10,381.4,172.19,215.24,E077,PS-SH-50214.pdf,Delivered
SH-50215,SO-26229,NIC-CUST0024,NIC-CUST0024-S1,2025-11-15,Company Truck,LTL,,PRO243001277,6,232.2,109.52,136.9,E099,PS-SH-50215.pdf,Delivered
SH-50216,SO-26230,NIC-CUST0014,NIC-CUST0014-S1,2025-11-01,Company Truck,LTL,,PRO979726256,19,750.8,327.34,330.61,E101,PS-SH-50216.pdf,Delivered
SH-50217,SO-26231,NIC-CUST0031,NIC-CUST0031-S1,2026-01-04,LTL - XPO,LTL,,PRO483278212,15,576.0,253.92,276.77,E104,PS-SH-50217.pdf,Delivered
SH-50218,SO-26232,NIC-CUST0019,NIC-CUST0019-S1,2026-01-16,LTL - Estes,LTL,,PRO675385339,15,576.6,254.17,0.0,E103,PS-SH-50218.pdf,Delivered
SH-50219,SO-26233,NIC-CUST0004,NIC-CUST0004-S1,2025-07-16,Customer Pickup,LTL,,PRO219933406,18,696.7,304.61,0.0,E106,PS-SH-50219.pdf,Delivered
SH-50220,SO-26235,NIC-CUST0019,NIC-CUST0019-S1,2025-12-16,LTL - Estes,Company Truck,,,2,76.5,0.0,0.0,E077,PS-SH-50220.pdf,Delivered
SH-50221,SO-26236,NIC-CUST0039,NIC-CUST0039-S1,2025-12-18,Company Truck,Company Truck,,,4,137.0,0.0,0.0,E082,PS-SH-50221.pdf,Delivered
SH-50222,SO-26237,NIC-CUST0012,NIC-CUST0012-S1,2025-08-15,LTL - XPO,LTL,,PRO915733916,6,202.8,97.18,114.67,E102,PS-SH-50222.pdf,Delivered
SH-50223,SO-26238,NIC-CUST0006,NIC-CUST0006-S1,2025-11-14,UPS Ground,Parcel,Ground,1Z2045949644,2,64.7,39.17,0.0,E100,PS-SH-50223.pdf,Delivered
SH-50224,SO-26239,NIC-CUST0001,NIC-CUST0001-S1,2025-09-15,Company Truck,LTL,,PRO114991046,7,274.2,127.16,152.59,E082,PS-SH-50224.pdf,Delivered
SH-50225,SO-26240,NIC-CUST0003,NIC-CUST0003-S1,2025-10-24,FedEx Ground,LTL,,957600937386,25,962.4,416.21,0.0,E099,PS-SH-50225.pdf,Delivered
SH-50226,SO-26241,NIC-CUST0034,NIC-CUST0034-S1,2025-07-05,Customer Pickup,Pickup,,,1,6.5,0.0,0.0,E100,PS-SH-50226.pdf,Delivered
SH-50227,SO-26242,NIC-CUST0015,NIC-CUST0015-S1,2025-07-09,UPS Ground,LTL,,1Z3039724611,13,515.2,228.38,0.0,E104,PS-SH-50227.pdf,Delivered
SH-50228,SO-26243,NIC-CUST0007,NIC-CUST0007-S1,2025-11-29,Customer Pickup,Pickup,,,2,50.2,0.0,0.0,E104,PS-SH-50228.pdf,Delivered
SH-50229,SO-26244,NIC-CUST0035,NIC-CUST0035-S1,2026-02-07,Customer Pickup,Pickup,,,3,94.0,0.0,0.0,E106,PS-SH-50229.pdf,Delivered
SH-50230,SO-26245,NIC-CUST0006,NIC-CUST0006-S1,2025-09-05,UPS Ground,LTL,,1Z7211883519,5,165.4,81.47,90.43,E104,PS-SH-50230.pdf,Delivered
SH-50231,SO-26246,NIC-CUST0015,NIC-CUST0015-S1,2025-09-18,UPS Ground,LTL,,1Z3875651342,7,260.0,121.2,0.0,E105,PS-SH-50231.pdf,Delivered
SH-50232,SO-26247,NIC-CUST0038,NIC-CUST0038-S1,2025-06-03,UPS Ground,LTL,,1Z9289308689,9,333.5,152.07,182.48,E082,PS-SH-50232.pdf,Delivered
SH-50233,SO-26248,NIC-CUST0013,NIC-CUST0013-S1,2026-01-03,FedEx Ground,LTL,,284931910083,4,156.8,77.86,0.0,E103,PS-SH-50233.pdf,Delivered
SH-50234,SO-26249,NIC-CUST0013,NIC-CUST0013-S1,2025-09-21,FedEx Ground,LTL,,761848096034,6,222.0,105.24,141.02,E080,PS-SH-50234.pdf,Delivered
SH-50235,SO-26250,NIC-CUST0012,NIC-CUST0012-S1,2025-05-17,LTL - XPO,LTL,,PRO913515498,10,388.3,175.09,0.0,E099,PS-SH-50235.pdf,Delivered
SH-50236,SO-26251,NIC-CUST0017,NIC-CUST0017-S1,2025-05-20,UPS Ground,LTL,,1Z5443973057,6,207.9,99.32,117.2,E076,PS-SH-50236.pdf,Delivered
SH-50237,SO-26252,NIC-CUST0010,NIC-CUST0010-S1,2025-08-24,UPS Ground,LTL,,1Z4337812800,9,343.6,156.31,198.51,E082,PS-SH-50237.pdf,Delivered
SH-50238,SO-26253,NIC-CUST0002,NIC-CUST0002-S1,2025-12-23,UPS Ground,Parcel,3 Day,1Z5097630518,2,40.7,29.09,0.0,E099,PS-SH-50238.pdf,Delivered
SH-50239,SO-26254,NIC-CUST0029,NIC-CUST0029-S1,2025-04-25,Customer Pickup,LTL,,PRO480449976,10,395.1,177.94,209.97,E083,PS-SH-50239.pdf,Delivered
SH-50240,SO-26255,NIC-CUST0008,NIC-CUST0008-S1,2025-05-04,UPS Ground,LTL,,1Z6235779517,9,323.5,147.87,0.0,E080,PS-SH-50240.pdf,Delivered
SH-50241,SO-26256,NIC-CUST0006,NIC-CUST0006-S1,2025-11-23,UPS Ground,LTL,,1Z2795525713,5,165.8,81.64,85.72,E076,PS-SH-50241.pdf,Delivered
SH-50242,SO-26257,NIC-CUST0033,NIC-CUST0033-S1,2025-10-17,LTL - XPO,Company Truck,,,3,109.3,0.0,0.0,E077,PS-SH-50242.pdf,Delivered
SH-50243,SO-26258,NIC-CUST0014,NIC-CUST0014-S1,2026-02-23,Company Truck,LTL,,PRO507712857,24,945.8,409.24,0.0,E103,PS-SH-50243.pdf,Delivered
SH-50244,SO-26259,NIC-CUST0014,NIC-CUST0014-S1,2025-09-17,Company Truck,LTL,,PRO970272006,7,244.7,114.77,0.0,E082,PS-SH-50244.pdf,Delivered
SH-50245,SO-26260,NIC-CUST0006,NIC-CUST0006-S1,2025-10-26,UPS Ground,LTL,,1Z3751945442,5,172.8,84.58,0.0,E080,PS-SH-50245.pdf,Delivered
SH-50246,SO-26261,NIC-CUST0011,NIC-CUST0011-S1,2025-05-28,Company Truck,LTL,,PRO438603157,7,251.8,117.76,146.02,E079,PS-SH-50246.pdf,Delivered
SH-50247,SO-26262,NIC-CUST0022,NIC-CUST0022-S1,2025-12-22,LTL - Estes,LTL,,PRO549727438,11,416.9,187.1,0.0,E101,PS-SH-50247.pdf,Delivered
SH-50248,SO-26263,NIC-CUST0022,NIC-CUST0022-S1,2025-05-26,LTL - Estes,Company Truck,,,3,84.5,0.0,0.0,E080,PS-SH-50248.pdf,Delivered
SH-50249,SO-26264,NIC-CUST0039,NIC-CUST0039-S1,2026-01-13,Company Truck,Company Truck,,,4,129.4,0.0,0.0,E102,PS-SH-50249.pdf,Delivered
SH-50250,SO-26266,NIC-CUST0012,NIC-CUST0012-S1,2025-11-27,LTL - XPO,LTL,,PRO705573469,8,289.2,133.46,0.0,E100,PS-SH-50250.pdf,Delivered
SH-50251,SO-26267,NIC-CUST0040,NIC-CUST0040-S1,2025-12-21,FedEx Ground,LTL,,142107505746,13,483.5,215.07,0.0,E078,PS-SH-50251.pdf,Delivered
SH-50252,SO-26268,NIC-CUST0030,NIC-CUST0030-S1,2026-02-05,LTL - Estes,LTL,,PRO675563232,8,285.9,132.08,0.0,E105,PS-SH-50252.pdf,Delivered
SH-50253,SO-26269,NIC-CUST0038,NIC-CUST0038-S1,2025-10-06,UPS Ground,Parcel,Next Day Air,1Z8703259191,2,61.7,37.91,0.0,E082,PS-SH-50253.pdf,Delivered
SH-50254,SO-26271,NIC-CUST0030,NIC-CUST0030-S1,2025-05-01,LTL - Estes,LTL,,PRO899823891,6,206.8,98.86,0.0,E081,PS-SH-50254.pdf,Delivered
SH-50255,SO-26272,NIC-CUST0001,NIC-CUST0001-S1,2025-12-20,Company Truck,LTL,,PRO450143094,16,619.0,271.98,296.46,E099,PS-SH-50255.pdf,Delivered
SH-50256,SO-26273,NIC-CUST0026,NIC-CUST0026-S1,2026-01-08,Customer Pickup,LTL,,PRO446777075,18,713.4,311.63,389.54,E104,PS-SH-50256.pdf,Delivered
SH-50257,SO-26274,NIC-CUST0040,NIC-CUST0040-S1,2025-11-06,FedEx Ground,LTL,,201843179225,7,242.2,113.72,117.13,E081,PS-SH-50257.pdf,Delivered
SH-50258,SO-26275,NIC-CUST0007,NIC-CUST0007-S1,2026-01-27,Customer Pickup,LTL,,PRO655009867,7,256.1,119.56,0.0,E083,PS-SH-50258.pdf,Delivered
SH-50259,SO-26276,NIC-CUST0026,NIC-CUST0026-S1,2025-08-15,Customer Pickup,LTL,,PRO846479743,12,454.2,202.76,223.04,E105,PS-SH-50259.pdf,Delivered
SH-50260,SO-26277,NIC-CUST0006,NIC-CUST0006-S1,2025-06-01,UPS Ground,Parcel,Ground,1Z5462115144,4,127.0,65.34,0.0,E076,PS-SH-50260.pdf,Delivered
SH-50261,SO-26278,NIC-CUST0025,NIC-CUST0025-S1,2025-11-30,FedEx Ground,LTL,,648968451983,22,849.0,368.58,457.04,E081,PS-SH-50261.pdf,Delivered
SH-50262,SO-26279,NIC-CUST0007,NIC-CUST0007-S1,2026-03-10,Customer Pickup,LTL,,PRO807056338,6,221.4,104.99,132.29,E103,PS-SH-50262.pdf,Delivered
SH-50263,SO-26280,NIC-CUST0023,NIC-CUST0023-S1,2025-11-07,Customer Pickup,Pickup,,,4,129.8,0.0,0.0,E077,PS-SH-50263.pdf,Delivered
SH-50264,SO-26281,NIC-CUST0025,NIC-CUST0025-S1,2025-12-06,FedEx Ground,LTL,,299301908446,13,511.6,226.87,240.48,E101,PS-SH-50264.pdf,Delivered
SH-50265,SO-26282,NIC-CUST0005,NIC-CUST0005-S1,2025-09-10,LTL - XPO,LTL,,PRO495205508,6,209.7,100.07,127.09,E077,PS-SH-50265.pdf,Delivered
SH-50266,SO-26283,NIC-CUST0008,NIC-CUST0008-S1,2026-01-29,UPS Ground,LTL,,1Z8771611836,13,519.7,230.27,0.0,E079,PS-SH-50266.pdf,Delivered
SH-50267,SO-26284,NIC-CUST0023,NIC-CUST0023-S1,2025-11-26,Customer Pickup,LTL,,PRO473150280,7,265.9,123.68,131.1,E103,PS-SH-50267.pdf,Delivered
SH-50268,SO-26285,NIC-CUST0031,NIC-CUST0031-S1,2025-08-20,LTL - XPO,LTL,,PRO370602703,13,498.8,221.5,237.01,E100,PS-SH-50268.pdf,Delivered
SH-50269,SO-26286,NIC-CUST0034,NIC-CUST0034-S1,2026-01-26,Customer Pickup,LTL,,PRO385937783,8,311.4,142.79,181.34,E104,PS-SH-50269.pdf,Delivered
SH-50270,SO-26287,NIC-CUST0026,NIC-CUST0026-S1,2025-05-05,Customer Pickup,LTL,,PRO677495846,8,310.1,142.24,183.49,E082,PS-SH-50270.pdf,Delivered
SH-50271,SO-26288,NIC-CUST0035,NIC-CUST0035-S1,2025-10-14,Customer Pickup,LTL,,PRO764080188,20,772.1,336.28,416.99,E082,PS-SH-50271.pdf,Delivered
SH-50272,SO-26289,NIC-CUST0021,NIC-CUST0021-S1,2025-07-07,LTL - XPO,LTL,,PRO839590451,19,721.6,315.07,415.89,E079,PS-SH-50272.pdf,Delivered
SH-50273,SO-26290,NIC-CUST0010,NIC-CUST0010-S1,2026-03-15,UPS Ground,Parcel,3 Day,1Z3028236188,1,17.1,19.18,0.0,E105,PS-SH-50273.pdf,Delivered
SH-50274,SO-26291,NIC-CUST0020,NIC-CUST0020-S1,2026-01-30,Customer Pickup,LTL,,PRO538845906,7,264.1,122.92,129.07,E083,PS-SH-50274.pdf,Delivered
SH-50275,SO-26293,NIC-CUST0019,NIC-CUST0019-S1,2025-04-29,LTL - Estes,Company Truck,,,3,103.1,0.0,0.0,E101,PS-SH-50275.pdf,Delivered
SH-50276,SO-26294,NIC-CUST0009,NIC-CUST0009-S1,2025-07-17,LTL - Estes,LTL,,PRO516931241,12,476.2,212.0,0.0,E079,PS-SH-50276.pdf,Delivered
SH-50277,SO-26295,NIC-CUST0015,NIC-CUST0015-S1,2025-08-09,UPS Ground,Parcel,Ground,1Z7774624393,2,64.7,39.17,0.0,E103,PS-SH-50277.pdf,Delivered
SH-50278,SO-26296,NIC-CUST0002,NIC-CUST0002-S1,2026-02-21,UPS Ground,Parcel,Ground,1Z9113184466,3,89.2,49.46,60.84,E083,PS-SH-50278.pdf,Delivered
SH-50279,SO-26297,NIC-CUST0039,NIC-CUST0039-S1,2026-03-07,Company Truck,LTL,,PRO873127915,16,622.6,273.49,0.0,E081,PS-SH-50279.pdf,Delivered
SH-50280,SO-26298,NIC-CUST0021,NIC-CUST0021-S1,2025-06-08,LTL - XPO,LTL,,PRO439058495,7,253.6,118.51,0.0,E078,PS-SH-50280.pdf,Delivered
SH-50281,SO-26299,NIC-CUST0005,NIC-CUST0005-S1,2025-05-24,LTL - XPO,LTL,,PRO477549154,6,231.7,109.31,137.73,E100,PS-SH-50281.pdf,Delivered
SH-50282,SO-26300,NIC-CUST0020,NIC-CUST0020-S1,2025-09-04,Customer Pickup,LTL,,PRO359046168,5,170.5,83.61,0.0,E078,PS-SH-50282.pdf,Delivered
SH-50283,SO-26301,NIC-CUST0006,NIC-CUST0006-S1,2025-04-20,UPS Ground,LTL,,1Z8070932022,4,152.1,75.88,0.0,E101,PS-SH-50283.pdf,Delivered
SH-50284,SO-26302,NIC-CUST0004,NIC-CUST0004-S1,2025-07-09,Customer Pickup,LTL,,PRO612578576,9,326.0,148.92,0.0,E105,PS-SH-50284.pdf,Delivered
SH-50285,SO-26304,NIC-CUST0022,NIC-CUST0022-S1,2026-01-10,LTL - Estes,LTL,,PRO574889828,9,335.9,153.08,154.61,E104,PS-SH-50285.pdf,Delivered
SH-50286,SO-26305,NIC-CUST0019,NIC-CUST0019-S1,2025-06-24,LTL - Estes,LTL,,PRO225944520,24,943.7,408.35,0.0,E106,PS-SH-50286.pdf,Delivered
SH-50287,SO-26306,NIC-CUST0001,NIC-CUST0001-S1,2025-10-05,Company Truck,LTL,,PRO733521018,6,230.1,108.64,124.94,E081,PS-SH-50287.pdf,Delivered
