pick_id,so_number,so_line,item_id,qty_to_pick,qty_picked,bin_location,picker_id,pick_date,shipment_id
PK-00309,SO-26111,5,A-20063,5,5,B-15-5,E102,2025-04-26,SH-50101
PK-00310,SO-26112,1,A-20040,1,1,A-21-3,E103,2026-02-16,SH-50102
PK-00311,SO-26112,2,A-20093,3,3,B-24-2,E105,2026-02-16,SH-50102
PK-00312,SO-26112,3,A-20107,5,5,E-02-2,E076,2026-02-15,SH-50102
PK-00313,SO-26112,4,A-20034,1,1,C-04-3,E082,2026-02-15,SH-50102
PK-00314,SO-26112,5,A-20043,3,3,B-05-3,E079,2026-02-15,SH-50102
PK-00315,SO-26113,1,A-20097,1,1,A-06-2,E106,2025-07-12,SH-50103
PK-00316,SO-26113,2,A-20076,2,2,F-35-1,E100,2025-07-12,SH-50103
PK-00317,SO-26113,3,A-20053,3,3,D-01-4,E106,2025-07-12,SH-50103
PK-00318,SO-26113,4,A-20072,5,5,C-08-1,E104,2025-07-12,SH-50103
PK-00319,SO-26114,1,A-20063,2,2,A-08-1,E080,2026-01-14,SH-50104
PK-00320,SO-26114,2,A-20039,3,3,C-18-4,E103,2026-01-13,SH-50104
PK-00321,SO-26114,3,A-20033,1,1,A-40-2,E105,2026-01-13,SH-50104
PK-00322,SO-26115,1,A-20063,1,1,D-22-5,E082,2025-08-05,SH-50105
PK-00323,SO-26115,2,A-20013,3,3,C-27-5,E099,2025-08-04,SH-50105
PK-00324,SO-26115,3,A-20039,1,1,E-39-2,E105,2025-08-05,SH-50105
PK-00325,SO-26115,4,A-20093,5,5,B-24-3,E083,2025-08-05,SH-50105
PK-00326,SO-26115,5,A-20043,5,5,A-02-4,E103,2025-08-05,SH-50105
PK-00327,SO-26116,1,A-20053,3,3,C-27-4,E078,2025-06-16,SH-50106
PK-00328,SO-26116,2,A-20022,2,2,E-10-4,E105,2025-06-17,SH-50106
PK-00329,SO-26116,3,A-20072,2,2,B-29-2,E105,2025-06-16,SH-50106
PK-00330,SO-26117,1,A-20043,1,1,E-17-1,E078,2025-11-02,SH-50107
PK-00331,SO-26118,1,A-20065,5,5,A-39-1,E106,2025-09-17,SH-50108
PK-00332,SO-26118,2,A-20092,1,1,D-37-1,E077,2025-09-17,SH-50108
PK-00333,SO-26118,3,A-20077,1,1,C-36-5,E100,2025-09-17,SH-50108
PK-00334,SO-26118,4,A-20022,1,1,D-26-4,E077,2025-09-16,SH-50108
PK-00335,SO-26120,1,A-20034,1,1,C-13-4,E106,2026-03-23,SH-50109
PK-00336,SO-26120,2,A-20013,1,1,A-21-2,E101,2026-03-24,SH-50109
PK-00337,SO-26121,1,A-20034,1,1,F-31-1,E099,2025-09-15,SH-50110
PK-00338,SO-26121,2,A-20031,1,1,C-19-4,E080,2025-09-15,SH-50110
PK-00339,SO-26121,3,A-20058,1,1,D-03-3,E100,2025-09-15,SH-50110
PK-00340,SO-26122,1,A-20022,2,2,C-30-1,E099,2025-11-19,SH-50111
PK-00341,SO-26122,2,A-20114,3,3,D-24-4,E080,2025-11-20,SH-50111
PK-00342,SO-26122,3,A-20092,1,1,F-26-3,E077,2025-11-19,SH-50111
PK-00343,SO-26122,4,A-20082,1,1,E-14-2,E080,2025-11-20,SH-50111
PK-00344,SO-26123,1,A-20087,2,2,C-14-2,E080,2025-10-05,SH-50112
PK-00345,SO-26123,2,A-20043,1,1,B-22-2,E078,2025-10-05,SH-50112
PK-00346,SO-26124,1,A-20034,5,5,D-16-5,E080,2025-12-08,SH-50113
PK-00347,SO-26124,2,A-20072,1,1,C-36-2,E100,2025-12-08,SH-50113
PK-00348,SO-26125,1,A-20030,5,5,F-06-1,E104,2025-08-02,SH-50114
PK-00349,SO-26125,2,A-20090,2,2,E-23-5,E106,2025-08-02,SH-50114
PK-00350,SO-26126,1,A-20107,5,5,D-35-4,E102,2026-02-07,SH-50115
PK-00351,SO-26126,2,A-20110,1,1,D-21-5,E078,2026-02-07,SH-50115
PK-00352,SO-26126,3,A-20110,3,3,C-39-1,E099,2026-02-07,SH-50115
PK-00353,SO-26127,1,A-20033,3,3,F-13-2,E101,2026-02-06,SH-50116
PK-00354,SO-26128,1,A-20107,2,2,A-35-2,E104,2026-02-11,SH-50117
PK-00355,SO-26128,2,A-20022,2,2,C-05-5,E077,2026-02-11,SH-50117
PK-00356,SO-26128,3,A-20101,1,1,B-19-5,E083,2026-02-11,SH-50117
PK-00357,SO-26129,2,A-20020,1,1,F-03-1,E077,2026-01-26,SH-50118
PK-00358,SO-26129,3,A-20043,3,3,B-08-2,E080,2026-01-26,SH-50118
PK-00359,SO-26129,4,A-20070,2,2,C-26-3,E103,2026-01-25,SH-50118
PK-00360,SO-26130,1,A-20034,2,2,E-03-3,E083,2025-12-20,SH-50119
PK-00361,SO-26131,1,A-20053,2,2,D-30-2,E099,2025-08-17,SH-50120
PK-00362,SO-26131,2,A-20020,5,5,C-14-4,E081,2025-08-17,SH-50120
PK-00363,SO-26131,3,A-20003,5,5,E-37-4,E082,2025-08-16,SH-50120
PK-00364,SO-26131,4,A-20072,5,5,F-24-2,E076,2025-08-16,SH-50120
PK-00365,SO-26131,5,A-20082,3,3,D-20-3,E081,2025-08-16,SH-50120
PK-00366,SO-26132,1,A-20097,2,2,B-21-3,E081,2025-11-04,SH-50121
PK-00367,SO-26132,3,A-20020,5,5,C-19-1,E082,2025-11-03,SH-50121
PK-00368,SO-26133,2,A-20097,1,1,E-15-1,E076,2025-11-14,SH-50122
PK-00369,SO-26134,1,A-20020,2,2,B-06-4,E099,2025-08-04,SH-50123
PK-00370,SO-26134,2,A-20078,3,3,B-39-5,E078,2025-08-03,SH-50123
PK-00371,SO-26134,3,A-20087,1,1,E-09-5,E102,2025-08-04,SH-50123
PK-00372,SO-26134,4,A-20087,1,1,B-22-4,E083,2025-08-03,SH-50123
PK-00373,SO-26134,5,A-20002,3,3,C-22-1,E081,2025-08-03,SH-50123
PK-00374,SO-26135,1,A-20076,1,1,E-03-1,E078,2025-07-30,SH-50124
PK-00375,SO-26135,2,A-20013,3,3,D-03-2,E077,2025-07-30,SH-50124
PK-00376,SO-26135,3,A-20061,5,5,A-01-4,E077,2025-07-30,SH-50124
PK-00377,SO-26136,2,A-20013,1,1,F-08-1,E101,2026-03-27,SH-50125
PK-00378,SO-26137,2,A-20039,1,1,C-40-2,E078,2025-08-02,SH-50126
PK-00379,SO-26137,3,A-20003,2,2,B-39-3,E082,2025-08-03,SH-50126
PK-00380,SO-26137,4,A-20097,5,5,F-38-5,E079,2025-08-03,SH-50126
PK-00381,SO-26137,5,A-20097,5,5,B-02-1,E102,2025-08-03,SH-50126
PK-00382,SO-26138,1,A-20087,3,3,B-39-2,E102,2025-04-21,SH-50127
PK-00383,SO-26138,3,A-20013,3,3,C-40-5,E103,2025-04-22,SH-50127
PK-00384,SO-26139,1,A-20053,3,3,E-13-2,E100,2026-01-14,SH-50128
PK-00385,SO-26140,1,A-20101,2,2,B-05-3,E083,2025-10-16,SH-50129
PK-00386,SO-26140,2,A-20092,5,5,F-40-5,E102,2025-10-16,SH-50129
PK-00387,SO-26141,1,A-20065,3,3,A-29-5,E100,2025-06-28,SH-50130
PK-00388,SO-26141,2,A-20092,2,2,E-25-3,E099,2025-06-28,SH-50130
PK-00389,SO-26141,3,A-20061,1,1,E-19-1,E081,2025-06-27,SH-50130
PK-00390,SO-26141,4,A-20039,1,1,F-29-2,E076,2025-06-27,SH-50130
PK-00391,SO-26142,1,A-20073,2,2,D-39-3,E082,2025-08-17,SH-50131
PK-00392,SO-26142,2,A-20073,1,1,E-27-5,E100,2025-08-16,SH-50131
PK-00393,SO-26142,3,A-20033,3,3,F-29-1,E079,2025-08-16,SH-50131
PK-00394,SO-26142,4,A-20110,5,5,C-19-4,E076,2025-08-16,SH-50131
PK-00395,SO-26142,5,A-20061,2,2,B-14-4,E081,2025-08-16,SH-50131
PK-00396,SO-26143,1,A-20022,1,1,C-12-1,E078,2025-06-01,SH-50132
PK-00397,SO-26143,2,A-20058,3,3,E-18-1,E099,2025-05-31,SH-50132
PK-00398,SO-26143,3,A-20058,5,5,B-11-3,E082,2025-05-31,SH-50132
PK-00399,SO-26144,1,A-20020,1,1,A-29-2,E076,2025-08-21,SH-50133
PK-00400,SO-26145,1,A-20110,2,2,F-13-3,E080,2025-12-29,SH-50134
PK-00401,SO-26145,2,A-20073,3,3,C-26-2,E081,2025-12-28,SH-50134
PK-00402,SO-26145,3,A-20040,1,1,B-36-2,E102,2025-12-29,SH-50134
PK-00403,SO-26146,1,A-20022,5,5,F-02-4,E080,2025-10-02,SH-50135
PK-00404,SO-26146,2,A-20020,3,3,B-38-5,E104,2025-10-01,SH-50135
PK-00405,SO-26146,3,A-20065,1,1,C-19-2,E105,2025-10-02,SH-50135
PK-00406,SO-26146,4,A-20022,3,3,C-24-5,E083,2025-10-02,SH-50135
PK-00407,SO-26146,5,A-20107,1,1,A-33-3,E099,2025-10-01,SH-50135
PK-00408,SO-26147,2,A-20101,5,5,D-08-4,E081,2025-09-14,SH-50136
PK-00409,SO-26147,3,A-20020,1,1,A-30-1,E105,2025-09-14,SH-50136
PK-00410,SO-26148,1,A-20034,5,5,E-18-2,E080,2026-01-28,SH-50137
PK-00411,SO-26148,2,A-20033,5,5,E-02-1,E104,2026-01-29,SH-50137
PK-00412,SO-26149,1,A-20038,1,1,A-27-5,E105,2025-05-13,SH-50138
PK-00413,SO-26150,1,A-20072,1,1,D-32-3,E080,2025-08-03,SH-50139
PK-00414,SO-26150,2,A-20072,1,1,B-05-2,E104,2025-08-03,SH-50139
PK-00415,SO-26150,3,A-20040,2,2,E-19-1,E106,2025-08-04,SH-50139
PK-00416,SO-26150,4,A-20090,5,5,A-10-2,E100,2025-08-03,SH-50139
PK-00417,SO-26151,1,A-20013,3,3,D-39-3,E099,2026-03-22,SH-50140
PK-00418,SO-26152,1,A-20070,3,3,E-07-4,E103,2025-08-17,SH-50141
PK-00419,SO-26152,2,A-20031,1,1,C-21-4,E103,2025-08-17,SH-50141
PK-00420,SO-26152,3,A-20114,1,1,C-28-2,E080,2025-08-16,SH-50141
PK-00421,SO-26152,4,A-20065,1,1,A-16-5,E081,2025-08-17,SH-50141
PK-00422,SO-26153,1,A-20031,2,2,F-25-1,E079,2025-12-26,SH-50142
PK-00423,SO-26153,2,A-20076,1,1,D-29-5,E078,2025-12-26,SH-50142
PK-00424,SO-26153,3,A-20114,1,1,B-36-2,E076,2025-12-25,SH-50142
PK-00425,SO-26153,4,A-20002,3,3,B-15-5,E101,2025-12-25,SH-50142
PK-00426,SO-26154,1,A-20076,2,2,D-20-2,E080,2025-10-26,SH-50143
PK-00427,SO-26154,2,A-20038,1,1,B-09-3,E081,2025-10-26,SH-50143
PK-00428,SO-26154,3,A-20022,5,5,C-30-4,E101,2025-10-27,SH-50143
PK-00429,SO-26155,3,A-20073,1,1,C-37-4,E101,2026-03-21,SH-50144
PK-00430,SO-26156,1,A-20107,1,1,F-10-4,E102,2025-05-12,SH-50145
PK-00431,SO-26156,2,A-20002,1,1,C-35-1,E101,2025-05-11,SH-50145
PK-00432,SO-26156,3,A-20058,3,3,E-19-1,E078,2025-05-11,SH-50145
PK-00433,SO-26158,1,A-20030,1,1,D-01-1,E105,2025-06-13,SH-50146
PK-00434,SO-26158,2,A-20039,2,2,F-07-2,E080,2025-06-13,SH-50146
PK-00435,SO-26158,3,A-20031,5,5,C-34-2,E103,2025-06-13,SH-50146
PK-00436,SO-26158,5,A-20073,1,1,A-10-1,E099,2025-06-13,SH-50146
PK-00437,SO-26159,1,A-20065,1,1,B-08-3,E081,2025-10-22,SH-50147
PK-00438,SO-26159,2,A-20063,1,1,C-09-1,E077,2025-10-22,SH-50147
PK-00439,SO-26160,1,A-20078,2,2,A-31-3,E078,2025-12-07,SH-50148
PK-00440,SO-26160,2,A-20101,2,2,E-32-4,E077,2025-12-08,SH-50148
PK-00441,SO-26161,1,A-20092,1,1,E-14-3,E082,2025-12-04,SH-50149
PK-00442,SO-26162,1,A-20090,5,5,D-21-2,E078,2025-10-27,SH-50150
PK-00443,SO-26162,2,A-20040,2,2,B-15-2,E106,2025-10-27,SH-50150
PK-00444,SO-26162,3,A-20110,5,5,C-11-1,E100,2025-10-28,SH-50150
PK-00445,SO-26162,4,A-20070,2,2,F-10-3,E081,2025-10-28,SH-50150
PK-00446,SO-26163,1,A-20107,1,1,B-18-3,E077,2026-01-31,SH-50151
PK-00447,SO-26163,2,A-20073,1,1,F-11-4,E105,2026-01-31,SH-50151
PK-00448,SO-26163,3,A-20092,1,1,D-28-5,E104,2026-01-31,SH-50151
PK-00449,SO-26163,4,A-20107,1,1,B-04-2,E104,2026-01-31,SH-50151
PK-00450,SO-26163,5,A-20110,3,3,A-05-2,E101,2026-01-31,SH-50151
PK-00451,SO-26165,1,A-20070,2,2,E-10-4,E082,2025-07-25,SH-50152
PK-00452,SO-26165,2,A-20020,3,3,E-04-1,E076,2025-07-25,SH-50152
PK-00453,SO-26165,3,A-20053,1,1,A-30-3,E080,2025-07-25,SH-50152
PK-00454,SO-26165,4,A-20087,5,5,D-05-4,E106,2025-07-26,SH-50152
PK-00455,SO-26166,2,A-20022,1,1,C-32-4,E079,2026-03-24,SH-50153
PK-00456,SO-26166,3,A-20097,2,2,A-11-4,E081,2026-03-25,SH-50153
PK-00457,SO-26166,4,A-20002,1,1,F-32-2,E105,2026-03-24,SH-50153
PK-00458,SO-26167,1,A-20107,2,2,E-40-5,E103,2025-12-24,SH-50154
PK-00459,SO-26167,2,A-20039,2,2,F-14-1,E103,2025-12-24,SH-50154
PK-00460,SO-26167,3,A-20073,2,2,A-16-5,E106,2025-12-25,SH-50154
PK-00461,SO-26167,4,A-20063,5,5,D-18-1,E077,2025-12-24,SH-50154
PK-00462,SO-26167,5,A-20078,3,3,A-37-2,E081,2025-12-24,SH-50154
PK-00463,SO-26168,1,A-20034,3,3,C-31-1,E083,2025-07-31,SH-50155
PK-00464,SO-26168,2,A-20076,2,2,B-40-2,E101,2025-08-01,SH-50155
PK-00465,SO-26168,3,A-20038,3,3,E-38-1,E082,2025-07-31,SH-50155
PK-00466,SO-26168,4,A-20013,5,5,D-20-5,E079,2025-08-01,SH-50155
PK-00467,SO-26168,5,A-20076,2,2,E-11-2,E103,2025-08-01,SH-50155
PK-00468,SO-26169,1,A-20073,5,5,B-31-4,E101,2025-07-03,SH-50156
PK-00469,SO-26169,2,A-20033,2,2,B-23-3,E102,2025-07-04,SH-50156
PK-00470,SO-26169,3,A-20070,1,1,C-29-1,E106,2025-07-03,SH-50156
PK-00471,SO-26169,4,A-20033,1,1,A-08-4,E080,2025-07-04,SH-50156
PK-00472,SO-26170,1,A-20033,1,1,A-10-2,E101,2026-02-11,SH-50157
PK-00473,SO-26170,2,A-20090,3,3,B-23-3,E083,2026-02-10,SH-50157
PK-00474,SO-26170,3,A-20082,1,1,C-18-1,E101,2026-02-11,SH-50157
PK-00475,SO-26170,4,A-20073,1,1,B-06-2,E104,2026-02-10,SH-50157
PK-00476,SO-26170,5,A-20002,1,1,A-18-4,E106,2026-02-10,SH-50157
PK-00477,SO-26171,1,A-20077,1,1,C-02-4,E076,2025-09-05,SH-50158
PK-00478,SO-26171,2,A-20090,5,5,E-29-5,E077,2025-09-04,SH-50158
PK-00479,SO-26171,3,A-20002,1,1,B-22-1,E083,2025-09-05,SH-50158
PK-00480,SO-26172,1,A-20093,5,5,A-36-4,E078,2026-03-27,SH-50159
PK-00481,SO-26172,2,A-20058,1,1,A-32-4,E103,2026-03-27,SH-50159
PK-00482,SO-26172,3,A-20039,3,3,C-24-1,E080,2026-03-27,SH-50159
PK-00483,SO-26172,4,A-20077,3,3,C-25-4,E078,2026-03-27,SH-50159
PK-00484,SO-26173,1,A-20003,5,5,A-07-1,E104,2025-09-27,SH-50160
PK-00485,SO-26174,1,A-20073,1,1,A-11-1,E082,2025-04-10,SH-50161
PK-00486,SO-26175,1,A-20097,5,5,E-39-5,E106,2025-08-31,SH-50162
PK-00487,SO-26175,2,A-20040,1,1,B-09-2,E103,2025-09-01,SH-50162
PK-00488,SO-26175,3,A-20107,1,1,C-21-1,E100,2025-09-01,SH-50162
PK-00489,SO-26175,4,A-20097,1,1,B-07-1,E106,2025-09-01,SH-50162
PK-00490,SO-26176,1,A-20013,3,3,F-18-3,E080,2026-03-24,SH-50163
PK-00491,SO-26176,2,A-20093,1,1,C-21-4,E099,2026-03-25,SH-50163
PK-00492,SO-26176,3,A-20097,2,2,A-25-1,E105,2026-03-25,SH-50163
PK-00493,SO-26176,4,A-20093,1,1,A-08-1,E105,2026-03-24,SH-50163
PK-00494,SO-26177,1,A-20101,5,5,B-29-4,E079,2025-09-21,SH-50164
PK-00495,SO-26177,2,A-20038,3,3,C-10-4,E081,2025-09-21,SH-50164
PK-00496,SO-26177,3,A-20090,2,2,C-02-1,E081,2025-09-22,SH-50164
PK-00497,SO-26177,4,A-20039,1,1,E-26-4,E076,2025-09-21,SH-50164
PK-00498,SO-26178,1,A-20070,1,1,F-02-2,E099,2026-02-17,SH-50165
PK-00499,SO-26178,2,A-20107,1,1,F-25-5,E081,2026-02-16,SH-50165
PK-00500,SO-26178,3,A-20110,1,1,E-03-3,E103,2026-02-16,SH-50165
PK-00501,SO-26179,1,A-20090,1,1,C-31-4,E104,2025-11-11,SH-50166
PK-00502,SO-26179,2,A-20043,3,3,C-35-1,E106,2025-11-12,SH-50166
PK-00503,SO-26179,3,A-20092,2,2,D-12-3,E103,2025-11-11,SH-50166
PK-00504,SO-26180,1,A-20063,5,5,A-24-1,E076,2025-07-27,SH-50167
PK-00505,SO-26180,2,A-20082,1,1,D-22-2,E080,2025-07-27,SH-50167
PK-00506,SO-26180,3,A-20077,5,5,C-18-3,E105,2025-07-27,SH-50167
PK-00507,SO-26180,4,A-20039,3,3,D-02-4,E102,2025-07-27,SH-50167
PK-00508,SO-26180,5,A-20070,3,3,B-15-2,E105,2025-07-28,SH-50167
PK-00509,SO-26181,1,A-20063,1,1,F-34-4,E102,2025-09-29,SH-50168
PK-00510,SO-26181,2,A-20033,5,5,B-25-5,E102,2025-09-29,SH-50168
PK-00511,SO-26182,2,A-20061,2,2,C-24-5,E101,2025-04-25,SH-50169
PK-00512,SO-26182,3,A-20053,2,2,C-04-2,E104,2025-04-26,SH-50169
PK-00513,SO-26183,1,A-20114,1,1,E-27-2,E099,2026-01-21,SH-50170
PK-00514,SO-26184,1,A-20036,3,3,C-11-1,E083,2025-10-13,SH-50171
PK-00515,SO-26184,2,A-20082,1,1,F-29-1,E105,2025-10-14,SH-50171
PK-00516,SO-26184,3,A-20110,2,2,A-01-3,E101,2025-10-14,SH-50171
PK-00517,SO-26184,4,A-20020,2,2,C-33-3,E081,2025-10-14,SH-50171
PK-00518,SO-26185,1,A-20090,5,5,D-20-1,E083,2025-05-22,SH-50172
PK-00519,SO-26186,1,A-20031,1,1,F-25-3,E080,2025-07-31,SH-50173
PK-00520,SO-26186,2,A-20063,1,1,E-21-3,E103,2025-08-01,SH-50173
PK-00521,SO-26186,3,A-20065,1,1,F-36-3,E082,2025-08-01,SH-50173
PK-00522,SO-26187,1,A-20036,2,2,E-24-4,E103,2026-02-12,SH-50174
PK-00523,SO-26187,2,A-20072,1,1,B-24-5,E104,2026-02-12,SH-50174
PK-00524,SO-26187,3,A-20073,1,1,A-37-3,E083,2026-02-12,SH-50174
PK-00525,SO-26187,4,A-20076,5,5,F-32-4,E082,2026-02-12,SH-50174
PK-00526,SO-26187,5,A-20078,3,3,F-05-3,E082,2026-02-12,SH-50174
PK-00527,SO-26188,1,A-20038,1,1,B-37-3,E076,2025-12-25,SH-50175
PK-00528,SO-26188,2,A-20053,5,5,F-08-2,E081,2025-12-25,SH-50175
PK-00529,SO-26188,3,A-20030,5,5,F-06-1,E099,2025-12-24,SH-50175
PK-00530,SO-26189,1,A-20022,1,1,D-02-1,E100,2026-03-20,SH-50176
PK-00531,SO-26189,2,A-20061,3,3,C-32-3,E101,2026-03-20,SH-50176
PK-00532,SO-26189,3,A-20022,3,3,C-26-5,E079,2026-03-19,SH-50176
PK-00533,SO-26190,1,A-20002,1,1,A-29-2,E099,2025-04-16,SH-50177
PK-00534,SO-26190,2,A-20034,1,1,D-12-4,E100,2025-04-15,SH-50177
PK-00535,SO-26190,3,A-20077,2,2,B-38-4,E081,2025-04-15,SH-50177
PK-00536,SO-26190,4,A-20036,3,3,D-28-5,E083,2025-04-16,SH-50177
PK-00537,SO-26190,5,A-20030,1,1,E-25-3,E100,2025-04-15,SH-50177
PK-00538,SO-26192,1,A-20040,5,5,D-21-2,E104,2025-12-15,SH-50178
PK-00539,SO-26193,1,A-20087,2,2,B-26-4,E105,2026-03-15,SH-50179
PK-00540,SO-26193,2,A-20003,5,5,A-12-5,E104,2026-03-14,SH-50179
PK-00541,SO-26194,1,A-20033,3,3,C-25-2,E099,2025-10-27,SH-50180
PK-00542,SO-26194,2,A-20053,1,1,D-25-1,E083,2025-10-28,SH-50180
PK-00543,SO-26194,3,A-20043,1,1,E-13-5,E103,2025-10-28,SH-50180
PK-00544,SO-26195,1,A-20040,1,1,D-38-2,E076,2026-01-02,SH-50181
PK-00545,SO-26195,2,A-20076,1,1,D-29-5,E106,2026-01-02,SH-50181
PK-00546,SO-26195,3,A-20034,1,1,F-34-2,E078,2026-01-02,SH-50181
PK-00547,SO-26196,1,A-20090,5,5,E-07-5,E101,2025-11-13,SH-50182
PK-00548,SO-26196,3,A-20020,1,1,F-25-5,E104,2025-11-13,SH-50182
PK-00549,SO-26196,4,A-20036,1,1,F-01-4,E076,2025-11-14,SH-50182
PK-00550,SO-26197,1,A-20076,5,5,B-37-2,E099,2025-12-13,SH-50183
PK-00551,SO-26197,2,A-20090,5,5,E-12-1,E105,2025-12-12,SH-50183
PK-00552,SO-26197,3,A-20070,1,1,E-20-4,E102,2025-12-13,SH-50183
PK-00553,SO-26197,4,A-20082,1,1,C-37-3,E105,2025-12-13,SH-50183
PK-00554,SO-26197,5,A-20107,1,1,D-07-4,E076,2025-12-13,SH-50183
PK-00555,SO-26198,1,A-20002,1,1,D-40-1,E076,2025-12-16,SH-50184
PK-00556,SO-26198,3,A-20031,1,1,F-28-4,E077,2025-12-16,SH-50184
PK-00557,SO-26198,4,A-20101,2,2,C-40-1,E103,2025-12-16,SH-50184
PK-00558,SO-26199,1,A-20013,1,1,B-29-3,E099,2025-06-26,SH-50185
PK-00559,SO-26200,1,A-20092,2,2,B-15-5,E076,2025-09-25,SH-50186
PK-00560,SO-26200,2,A-20076,5,5,A-28-5,E076,2025-09-25,SH-50186
PK-00561,SO-26200,3,A-20033,1,1,D-16-4,E076,2025-09-25,SH-50186
PK-00562,SO-26201,1,A-20087,5,5,F-19-4,E101,2025-08-21,SH-50187
PK-00563,SO-26201,2,A-20072,1,1,D-09-4,E076,2025-08-20,SH-50187
PK-00564,SO-26201,3,A-20087,3,3,D-30-5,E076,2025-08-21,SH-50187
PK-00565,SO-26201,4,A-20097,5,5,C-24-3,E106,2025-08-21,SH-50187
PK-00566,SO-26201,5,A-20072,1,1,F-22-3,E083,2025-08-21,SH-50187
PK-00567,SO-26202,1,A-20058,2,2,A-32-4,E104,2025-05-13,SH-50188
PK-00568,SO-26202,2,A-20107,1,1,B-15-5,E105,2025-05-14,SH-50188
PK-00569,SO-26202,3,A-20065,1,1,D-36-2,E100,2025-05-14,SH-50188
PK-00570,SO-26202,4,A-20043,1,1,E-14-1,E100,2025-05-13,SH-50188
PK-00571,SO-26202,5,A-20101,1,1,E-24-1,E080,2025-05-14,SH-50188
PK-00572,SO-26203,1,A-20073,3,3,A-24-2,E102,2025-08-27,SH-50189
PK-00573,SO-26203,3,A-20058,1,1,C-32-4,E076,2025-08-26,SH-50189
PK-00574,SO-26204,1,A-20036,3,3,C-09-5,E077,2026-03-09,SH-50190
PK-00575,SO-26204,2,A-20090,1,1,C-39-2,E101,2026-03-10,SH-50190
PK-00576,SO-26204,3,A-20003,1,1,B-20-3,E105,2026-03-10,SH-50190
PK-00577,SO-26204,4,A-20053,1,1,C-09-3,E105,2026-03-10,SH-50190
PK-00578,SO-26205,1,A-20077,1,1,C-24-3,E080,2025-08-23,SH-50191
PK-00579,SO-26205,2,A-20097,1,1,D-13-5,E106,2025-08-23,SH-50191
PK-00580,SO-26206,1,A-20002,1,1,E-37-5,E106,2025-12-15,SH-50192
PK-00581,SO-26206,2,A-20073,1,1,B-22-3,E083,2025-12-14,SH-50192
PK-00582,SO-26206,3,A-20034,1,1,B-22-5,E077,2025-12-15,SH-50192
PK-00583,SO-26207,2,A-20058,3,3,C-09-2,E078,2025-07-15,SH-50193
PK-00584,SO-26207,3,A-20053,1,1,D-33-1,E082,2025-07-14,SH-50193
PK-00585,SO-26207,4,A-20033,1,1,B-02-2,E083,2025-07-14,SH-50193
PK-00586,SO-26207,5,A-20020,2,2,A-32-1,E099,2025-07-15,SH-50193
PK-00587,SO-26208,1,A-20013,1,1,F-40-4,E106,2025-06-16,SH-50194
PK-00588,SO-26208,2,A-20087,5,5,E-26-5,E105,2025-06-15,SH-50194
PK-00589,SO-26209,1,A-20020,1,1,E-34-3,E080,2025-07-30,SH-50195
PK-00590,SO-26210,1,A-20097,1,1,C-21-3,E106,2025-11-07,SH-50196
PK-00591,SO-26211,1,A-20038,1,1,F-07-1,E104,2026-01-27,SH-50197
PK-00592,SO-26211,2,A-20101,3,3,D-40-3,E081,2026-01-27,SH-50197
PK-00593,SO-26211,3,A-20073,1,1,F-13-3,E102,2026-01-26,SH-50197
PK-00594,SO-26212,1,A-20061,1,1,D-11-3,E080,2025-12-31,SH-50198
PK-00595,SO-26212,2,A-20082,5,5,C-35-5,E101,2025-12-31,SH-50198
PK-00596,SO-26212,3,A-20063,5,5,F-22-4,E106,2025-12-31,SH-50198
PK-00597,SO-26213,1,A-20107,3,3,C-20-4,E101,2025-06-20,SH-50199
PK-00598,SO-26213,2,A-20092,5,5,D-32-4,E100,2025-06-20,SH-50199
PK-00599,SO-26213,3,A-20043,1,1,B-31-2,E079,2025-06-20,SH-50199
PK-00600,SO-26213,4,A-20090,3,3,E-05-3,E082,2025-06-19,SH-50199
PK-00601,SO-26213,5,A-20036,1,1,A-12-2,E080,2025-06-20,SH-50199
PK-00602,SO-26214,1,A-20073,3,3,F-33-5,E104,2025-11-19,SH-50200
PK-00603,SO-26214,2,A-20114,3,3,E-32-5,E081,2025-11-19,SH-50200
PK-00604,SO-26215,1,A-20034,3,3,C-16-4,E099,2025-09-15,SH-50201
PK-00605,SO-26215,2,A-20087,3,3,F-32-3,E106,2025-09-15,SH-50201
PK-00606,SO-26215,3,A-20022,5,5,D-40-4,E081,2025-09-14,SH-50201
PK-00607,SO-26216,1,A-20039,5,5,E-16-2,E105,2026-01-01,SH-50202
PK-00608,SO-26217,1,A-20013,3,3,C-17-5,E080,2025-10-27,SH-50203
PK-00609,SO-26217,2,A-20070,1,1,D-27-5,E077,2025-10-27,SH-50203
PK-00610,SO-26217,3,A-20078,1,1,D-29-2,E077,2025-10-28,SH-50203
PK-00611,SO-26217,4,A-20090,5,5,B-25-4,E101,2025-10-27,SH-50203
PK-00612,SO-26217,5,A-20107,2,2,F-07-1,E081,2025-10-28,SH-50203
PK-00613,SO-26218,1,A-20058,3,3,A-20-5,E102,2026-03-21,SH-50204
PK-00614,SO-26218,2,A-20073,1,1,B-01-1,E076,2026-03-22,SH-50204
PK-00615,SO-26218,3,A-20077,1,1,A-40-3,E106,2026-03-21,SH-50204
PK-00616,SO-26218,4,A-20013,3,3,B-01-5,E080,2026-03-22,SH-50204
PK-00617,SO-26218,5,A-20013,5,5,C-22-4,E077,2026-03-21,SH-50204
