Event Id,Company Id,Workflow Type,Object Type,Object Id,Timestamp,Actor,Action,Previous State,New State,Source Document,Confidence,Requires Review
EV-000966,keystone_bearing_and_drive,fulfillment,shipment,SH-50319,2025-06-30T10:05:00 ,E038,shipment_confirmed,picked,shipped,PS-SH-50319.pdf,1.0,N
EV-000272,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26149,2025-06-30T10:57:00,E016,order_entered,,open,customer_po_4500681993,0.9,Y
EV-002895,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI2389111,2025-06-30T13:28:00,E002 ,invoice_matched,received,paid,SI2389111,1.0,N
EV-001156,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60021,2025-06-30T13:58:00,E002,invoice_issued,,open,INV-60021.pdf,1.0,N
EV-000618,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26491,2025-06-30T15:49:00,E017,order_entered,,open,customer_po_PUR-401279,0.9,N
EV-002107,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31087,2025-06-30T15:54:00,E011,po_issued,draft,open,PO-31087.pdf,1.0,N
EV-002606,keystone_bearing_and_drive,procure_to_pay,receipt ,RCV-40286,2025-06-30T16:09:00,E029,goods_received,open,received,PS253490,1.0,N
EV-002311,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31291,2025-06-30T16:37:00,E012,po_issued,draft,open,PO-31291.pdf,1.0,N
EV-000273,keystone_bearing_and_drive,credit_control,sales_order,SO-26149,2025-06-30T16:41:00,E002,credit_hold_applied,open,credit_hold,credit_checks,1.0,N 
EV-000393,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26269,2025-06-30T16:46:00,E018,order_entered,,open,customer_po_PO572255,1.0,N
EV-000224,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26102,2025-06-30T17:03:00,E018,order_entered,,open,customer_po_4500446021,0.9,N
EV-001278,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60143,2025-06-30T17:03:00,E002,invoice_issued,,open,INV-60143.pdf,1.0,N
EV-000669,keystone_bearing_and_drive,fulfillment,shipment,SH-50022,2025-06-30T17:39:00,E038,shipment_confirmed,picked,shipped,PS-SH-50022.pdf,1.0,N
EV-000089,keystone_bearing_and_drive,quote_to_order,quote,Q-26089,2025-07-01T07:09:00,E014,quote_sent ,draft,sent,Q-26089.pdf,1.0,N
EV-002514,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40194,2025-07-01T08:32:00,E031,goods_received,open,received,PS253521,1.0,N
EV-001301,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60166,2025-07-01T09:55:00,E002,invoice_issued,,open,INV-60166.pdf,1.0,N
EV-002957,keystone_bearing_and_drive,manufacturing,work_order,WO-70031,2025-07-01T10:11:00,E045,wo_closed,in_process,closed,COC-WO-70031.pdf,1.0,N
EV-002641,keystone_bearing_and_drive,procure_to_pay ,supplier_invoice,INV7694626,2025-07-01T11:43:00,E002,invoice_matched,received,paid,INV7694626,1.0,N
EV-001669,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60057,2025-07-01T13:19:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-000814,keystone_bearing_and_drive,fulfillment,shipment,SH-50167,2025-07-01T14:56:00,E029,shipment_confirmed,picked,shipped,PS-SH-50167.pdf,1.0,N
EV-000485,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26359,2025-07-01T16:23:00,E013,order_entered,,open,customer_po_P676194,1.0,N
EV-002422,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40102,2025-07-02T07:32:00,E028,goods_received,open,received,PS773338,0.85,Y
EV-000430,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26305,2025-07-02T09:05:00,E014,order_entered,,open,customer_po_4500780029,0.9,N
EV-002341,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40021,2025-07-02T14:09:00,E027,goods_received,open,received,PS676932,1.0,N
EV-000648,keystone_bearing_and_drive,fulfillment,shipment,SH-50001,2025-07-03T09:53:00 ,E036,shipment_confirmed,picked,shipped,PS-SH-50001.pdf,1.0,N
EV-000080,keystone_bearing_and_drive,quote_to_order,quote,Q-26080,2025-07-03T12:23:00,E023,quote_sent,draft,sent,Q-26080.pdf,1.0,N
EV-000233,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26111,2025-07-03T13:13:00,E016,order_entered,,open,customer_po_4500877128,1.0,N
EV-000492,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26366 ,2025-07-03T15:34:00,E017,order_entered,,open,customer_po_P679260,0.9,N 
EV-001931,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60383,2025-07-03T16:19:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002855,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,5740867,2025-07-03T16:59:00,E002,invoice_matched,received,paid,5740867,1.0,N
EV-002660,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,96832322,2025-07-03T17:31:00,E002,invoice_matched ,received,paid ,96832322,1.0,N
EV-000431,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26306,2025-07-04T08:29:00,E016,order_entered,,open,customer_po_PUR-429212,1.0,N
EV-002711,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,97342566,2025-07-04T12:27:00,E002,match_exception,received,paid,97342566,0.7,Y
EV-002837,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV4744587,2025-07-04T15:05:00,E002,match_exception,received,paid,INV4744587,0.7,Y
EV-002472,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40152,2025-07-04T15:14:00,E032,goods_received,open,received,PS738951 ,1.0,N
EV-002947,keystone_bearing_and_drive,manufacturing,work_order,WO-70026,2025-07-04T16:35:00,E045,wo_closed,in_process,closed,COC-WO-70026.pdf,1.0,N
EV-001943,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60396,2025-07-04T17:02:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002045,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31025,2025-07-05T07:35:00,E011,po_issued,draft,open,PO-31025.pdf,1.0,N
EV-002543,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40223,2025-07-05T08:09:00,E029,goods_received,open,received,PS469407,1.0,N
EV-002285,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31265,2025-07-05T11:07:00,E011,po_issued,draft,open,PO-31265.pdf,1.0,N
EV-002097,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31077,2025-07-05T12:44:00,E012,po_issued,draft,open,PO-31077.pdf,1.0,N
EV-002018,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60485,2025-07-05T13:09:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002126,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31106,2025-07-05T14:29:00,E011,po_issued,draft,open,PO-31106.pdf,1.0,N
EV-000191,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26069,2025-07-06T07:44:00,E024 ,order_entered,,open,customer_po_PO703188,0.9,N
EV-001549,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60414,2025-07-06T08:14:00,E002,invoice_issued ,,open,INV-60414.pdf,1.0,N
EV-001026,keystone_bearing_and_drive,fulfillment,shipment,SH-50379,2025-07-06T08:38:00,E038,shipment_confirmed,picked,shipped,PS-SH-50379.pdf,1.0,N
EV-002456,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40136,2025-07-06T09:36:00,E038,goods_received,open ,received,PS590483,1.0,N
EV-001062,keystone_bearing_and_drive,fulfillment,shipment,SH-50415,2025-07-06T09:39:00,E028,shipment_confirmed,picked,shipped,PS-SH-50415.pdf,1.0,N
EV-001513,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60378,2025-07-06T10:55:00,E002,invoice_issued,,open,INV-60378.pdf,1.0,N
EV-002146,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31126,2025-07-06T11:45:00,E012,po_issued,draft,open,PO-31126.pdf,1.0,N
EV-002396,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40076,2025-07-06T13:42:00,E033,goods_received,open,received,PS812316,1.0,N
EV-002832,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV4727820,2025-07-06T15:36:00,E002,invoice_matched,received,paid,INV4727820,1.0,N
EV-002745,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,97037180,2025-07-06T17:18:00,E002,invoice_matched,received,paid,97037180,1.0,N
EV-000603,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26476,2025-07-07T07:52:00,E025,order_entered,,open,customer_po_PUR-752857,0.9,N
EV-000636,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26509,2025-07-07T08:13:00,E017,order_entered,,open,customer_po_P912103,0.9,N
EV-000452,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26326,2025-07-07T09:29:00,E024,order_entered,,open,customer_po_P709930,0.9,N
EV-001825,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60245,2025-07-07T09:40:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-001331,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60196,2025-07-07T09:54:00,E002,invoice_issued,,open,INV-60196.pdf,1.0,N
EV-000747,keystone_bearing_and_drive,fulfillment,shipment,SH-50100,2025-07-07T10:33:00,E038,shipment_confirmed,picked,shipped,PS-SH-50100.pdf,1.0,N
EV-001234,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60099,2025-07-07T10:35:00,E002,invoice_issued,,open,INV-60099.pdf,1.0,N
EV-001007,keystone_bearing_and_drive,fulfillment,shipment,SH-50360,2025-07-07T11:37:00,E029,shipment_confirmed,picked,shipped,PS-SH-50360.pdf,1.0,N
EV-002761,keystone_bearing_and_drive,procure_to_pay,supplier_invoice ,SI7143444,2025-07-07T13:42:00,E002,invoice_matched,received,paid,SI7143444,1.0,N
EV-001815,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60233,2025-07-07T13:53:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000844,keystone_bearing_and_drive,fulfillment,shipment,SH-50197,2025-07-07T14:55:00,E033,shipment_confirmed,picked,shipped,PS-SH-50197.pdf,1.0,N
EV-002060,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31040,2025-07-07T15:24:00,E012,po_issued,draft,open,PO-31040.pdf,1.0,N
EV-000554,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26427,2025-07-07T15:35:00,E018,order_entered,,open,customer_po_P372204 ,0.9,N
EV-002630,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,379297,2025-07-07T16:11:00,E002,invoice_matched,received,paid,379297,1.0,N
EV-001494,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60359,2025-07-07T16:59:00,E002,invoice_issued,,open,INV-60359.pdf,1.0,N
EV-000563,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26436,2025-07-07T17:00:00,E016,order_entered,,open,customer_po_P249932,1.0,N
EV-002357,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40037,2025-07-08T08:15:00,E039,goods_received,open ,received,PS360372,1.0,N
EV-001340,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60205,2025-07-08T09:00:00,E002,invoice_issued,,open,INV-60205.pdf,1.0,N
EV-000853,keystone_bearing_and_drive,fulfillment,shipment,SH-50206,2025-07-08T10:39:00,E034,shipment_confirmed,picked,shipped,PS-SH-50206.pdf,1.0,N
EV-000807,keystone_bearing_and_drive ,fulfillment,shipment,SH-50160,2025-07-08T11:13:00,E038,shipment_confirmed,picked,shipped,PS-SH-50160.pdf,1.0,N
EV-001294,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60159,2025-07-08T13:31:00,E002,invoice_issued,,open,INV-60159.pdf,1.0,N
EV-000576,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26449,2025-07-08T13:32:00,E016,order_entered,,open,customer_po_PO150125,1.0,N
EV-001902,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60343,2025-07-08T13:32:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002497,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40177,2025-07-08T15:37:00,E035,goods_received,open,received,PS482536,1.0,N
EV-002938,keystone_bearing_and_drive,manufacturing,work_order,WO-70022,2025-07-08T16:10:00,E017,wo_released,planned,released,MRP,1.0,N
EV-002121,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31101,2025-07-09T15:18:00,E012,po_issued,draft,open,PO-31101.pdf,1.0,N
EV-001855,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60284,2025-07-09T17:20:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000788,keystone_bearing_and_drive,fulfillment,shipment,SH-50141,2025-07-10T07:18:00,E027,shipment_confirmed,picked,shipped,PS-SH-50141.pdf,1.0,N
EV-001216,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60081,2025-07-10T07:50:00,E002,invoice_issued,,open,INV-60081.pdf,1.0,N
EV-000729,keystone_bearing_and_drive,fulfillment,shipment,SH-50082,2025-07-10T08:37:00,E037,shipment_confirmed,picked,shipped,PS-SH-50082.pdf,1.0,N
EV-002515,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40195,2025-07-10T09:10:00,E026,goods_received,open,received,PS467553,0.85,Y
EV-001275,keystone_bearing_and_drive,order_to_cash,customer_invoice ,INV-60140,2025-07-10T12:39:00,E002 ,invoice_issued,,open,INV-60140.pdf,1.0,N
EV-002646,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI631213,2025-07-10T14:19:00,E002,invoice_matched,received,paid,SI631213,1.0,N
EV-001909,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60352,2025-07-10T17:48:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002297,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31277,2025-07-11T07:35:00,E012,po_issued,draft,open,PO-31277.pdf,1.0,N
EV-002096,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31076,2025-07-11T12:04:00,E011,po_issued,draft,open,PO-31076.pdf,1.0,N
EV-000980,keystone_bearing_and_drive,fulfillment,shipment,SH-50333,2025-07-11T12:39:00,E034,shipment_confirmed,picked,shipped,PS-SH-50333.pdf,1.0,N
EV-001467,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60332,2025-07-11T13:25:00,E002,invoice_issued,,open,INV-60332.pdf,1.0,N
EV-002803 ,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV5184272,2025-07-11T17:01:00,E002,invoice_matched,received,paid,INV5184272,1.0,N
EV-000937,keystone_bearing_and_drive,fulfillment,shipment,SH-50290,2025-07-12T07:00:00,E028,shipment_confirmed,picked,shipped,PS-SH-50290.pdf,1.0,N
EV-000371,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26247,2025-07-12T08:07:00,E013,order_entered,,open,customer_po_PO990034,0.9,N
EV-000268,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26145,2025-07-12T08:29:00,E018,order_entered,,open,customer_po_4500939199,0.9,N
EV-002385,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40065,2025-07-12T09:11:00,E036,goods_received,open,received,PS845966,0.85,Y
EV-001424,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60289,2025-07-12T09:31:00,E002 ,invoice_issued,,open,INV-60289.pdf,1.0,N
EV-002345,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40025,2025-07-12T11:02:00,E035,goods_received,open,received,PS775190,1.0,N
EV-002252,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31232,2025-07-12T11:29:00,E012,po_issued,draft,open,PO-31232.pdf,1.0,N
EV-000407,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26283,2025-07-12T11:33:00,E014,order_entered,,open,customer_po_4500328600,0.9,N
EV-002944,keystone_bearing_and_drive,manufacturing,work_order,WO-70025,2025-07-12T16:22:00,E023,wo_released,planned,released,MRP,1.0,N
EV-002685,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV2218397,2025-07-12T16:53:00,E002,invoice_matched,received,paid,INV2218397,1.0,N
EV-002359,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40039,2025-07-12T17:00:00,E032,goods_received,open,received,PS195422,1.0,N
EV-000510,keystone_bearing_and_drive,credit_control,sales_order,SO-26383,2025-07-13T07:00:00,E002,credit_hold_applied,open,credit_hold,credit_checks,1.0,N
EV-000192,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26070,2025-07-13T08:00:00,E025,order_entered,,open,customer_po_PO595913,0.9,N
EV-000509,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26383,2025-07-13T08:56:00,E013,order_entered,,open,customer_po_PUR-489820,1.0,Y
EV-000042,keystone_bearing_and_drive,quote_to_order,quote,Q-26042,2025-07-13T15:27:00,E014,quote_sent,draft,sent,Q-26042.pdf ,1.0,N
EV-002529,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40209,2025-07-13T16:23:00,E034,goods_received,open,received,PS789308,1.0,N
EV-000282,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26158,2025-07-14T08:49:00,E015,order_entered,,open,customer_po_4500400829,0.9,N
EV-002273,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31253,2025-07-14T09:03:00,E012,po_issued,draft,open,PO-31253.pdf,1.0,N
EV-001659,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60046,2025-07-14T12:51:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000235,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26113,2025-07-14T13:16:00,E014,order_entered,,open,customer_po_PUR-321928,1.0,N
EV-001819 ,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60238,2025-07-14T13:20:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001772,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60178,2025-07-14T13:21:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-001627,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60007,2025-07-14T14:06:00,system,payment_applied,open ,paid,Email remittance,0.95,N
EV-001972,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60427,2025-07-14T14:08:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002648,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV7348332,2025-07-14T14:15:00,E002,invoice_matched,received,paid,INV7348332,1.0,N
EV-002929,keystone_bearing_and_drive,manufacturing,work_order,WO-70017,2025-07-14T15:47:00,E032,wo_released,planned,released,MRP,1.0,N
EV-000451,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26325,2025-07-14T15:52:00 ,E013,order_entered,,open,customer_po_P436627,0.9,N
EV-000850,keystone_bearing_and_drive,fulfillment,shipment,SH-50203,2025-07-15T08:09:00,E029,shipment_confirmed,picked,shipped,PS-SH-50203.pdf,1.0,N
EV-002319,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31299,2025-07-15T09:31:00,E011,po_issued,draft,open,PO-31299.pdf,1.0,N
EV-001337,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60202,2025-07-15T09:50:00,E002,invoice_issued,,open,INV-60202.pdf,1.0,N
EV-001551,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60416,2025-07-15T11:52:00,E002,invoice_issued,,open,INV-60416.pdf,1.0,N
EV-001064,keystone_bearing_and_drive,fulfillment,shipment,SH-50417,2025-07-15T12:48:00,E037,shipment_confirmed,picked,shipped,PS-SH-50417.pdf,1.0,N
EV-000213,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26091,2025-07-15T14:33:00,E014,order_entered,,open,customer_po_PUR-330209,1.0,N
EV-002314,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31294,2025-07-15T14:57:00,E012,po_issued,draft,open,PO-31294.pdf,1.0,N
EV-001938,keystone_bearing_and_drive,order_to_cash,customer_invoice ,INV-60391,2025-07-15T17:13:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000059,keystone_bearing_and_drive,quote_to_order,quote,Q-26059,2025-07-16T07:18:00,E020,quote_sent,draft,sent,Q-26059.pdf,1.0,N
EV-000505,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26379,2025-07-16T10:29:00,E014,order_entered,,open,customer_po_PO596746,0.9,N
EV-002313,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31293,2025-07-16T12:34:00,E012,po_issued,draft,open,PO-31293.pdf,1.0,N
EV-002129,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31109,2025-07-16T14:25:00,E012,po_issued,draft,open,PO-31109.pdf,1.0,N
EV-000658,keystone_bearing_and_drive,fulfillment,shipment,SH-50011,2025-07-16T15:29:00,E030,shipment_confirmed,picked,shipped,PS-SH-50011.pdf,1.0,N
EV-001145,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60010,2025-07-16T16:25:00,E002,invoice_issued,,open,INV-60010.pdf,1.0,N
EV-001773,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60181,2025-07-17T14:09:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000947,keystone_bearing_and_drive,fulfillment,shipment,SH-50300,2025-07-17T14:32:00,E029,shipment_confirmed,picked,shipped,PS-SH-50300.pdf,1.0,N
EV-001434,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60299,2025-07-17T16:17:00,E002,invoice_issued,,open,INV-60299.pdf,1.0,N 
EV-002786,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,SI3058951,2025-07-17T17:28:00,E002,invoice_matched,received,paid,SI3058951,1.0,N
EV-002395,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40075,2025-07-18T07:46:00,E031,goods_received,open,received,PS235111,1.0,N
EV-000222,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26100,2025-07-18T08:08:00,E018,order_entered,,open,customer_po_PUR-822431,1.0,N
EV-000279,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26155,2025-07-18T08:25:00,E014,order_entered,,open,customer_po_P756316,0.9,N 
EV-002674,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV5558310,2025-07-18T09:05:00,E002,match_exception,received,paid,INV5558310,0.7,Y
EV-001091,keystone_bearing_and_drive,fulfillment,shipment,SH-50444,2025-07-18T09:28:00,E026,shipment_confirmed,picked,shipped,PS-SH-50444.pdf,1.0,N
EV-002602,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40282,2025-07-18T09:29:00,E033,goods_received,open ,received,PS128431,1.0,N
EV-000798,keystone_bearing_and_drive,fulfillment,shipment,SH-50151,2025-07-18T13:28:00,E029,shipment_confirmed,picked,shipped,PS-SH-50151.pdf,1.0,N
EV-002222,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31202,2025-07-18T13:35:00,E012,po_issued,draft,open,PO-31202.pdf,1.0,N
EV-002269,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31249,2025-07-18T13:40:00,E012,po_issued,draft,open,PO-31249.pdf,1.0,N 
EV-001578,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60443,2025-07-18T15:55:00,E002,invoice_issued,,open,INV-60443.pdf,1.0,N
EV-001285,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60150,2025-07-18T16:51:00,E002,invoice_issued,,open,INV-60150.pdf,1.0,N
EV-002577,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40257,2025-07-18T16:53:00,E031,goods_received,open,received,PS808015,1.0,N
EV-002118,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31098,2025-07-19T08:08:00,E012,po_issued,draft,open,PO-31098.pdf,1.0,N
EV-002480,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40160,2025-07-19T09:35:00,E037,goods_received,open,received,PS387037,0.85,Y
EV-002001,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60463,2025-07-19T15:13:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002532,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40212,2025-07-19T15:55:00,E032,goods_received,open,received,PS390191,1.0,N
EV-002487,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40167,2025-07-19T17:22:00,E028,goods_received,open,received,PS395971,1.0,N
EV-001789,keystone_bearing_and_drive,order_to_cash ,customer_invoice,INV-60201,2025-07-19T17:33:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002634,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV2640916,2025-07-20T08:26:00,E002,invoice_matched,received ,paid,INV2640916,1.0,N
EV-001008,keystone_bearing_and_drive,fulfillment,shipment,SH-50361,2025-07-20T10:45:00,E031,shipment_confirmed,picked,shipped,PS-SH-50361.pdf,1.0,N
EV-001495,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60360,2025-07-20T11:54:00,E002,invoice_issued,,open,INV-60360.pdf,1.0,N
EV-000456,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26330,2025-07-20T12:37:00,E025,order_entered,,open,customer_po_PUR-269994,0.9,N
EV-002408,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40088,2025-07-20T12:50:00,E026,goods_received,open,received,PS400945,1.0,N
EV-001125,keystone_bearing_and_drive,fulfillment,shipment,SH-50478,2025-07-20T13:18:00,E026,shipment_confirmed,picked,shipped,PS-SH-50478.pdf,1.0,N
EV-002249,keystone_bearing_and_drive,procure_to_pay,purchase_order,PO-31229,2025-07-20T14:34:00,E012,po_issued,draft,open,PO-31229.pdf,1.0,N
EV-001612,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60477,2025-07-20T14:35:00,E002,invoice_issued,,open,INV-60477.pdf,1.0,N
EV-001490,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60355,2025-07-20T14:40:00,E002,invoice_issued,,open,INV-60355.pdf,1.0,N
EV-001863,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60296,2025-07-20T15:51:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-001003,keystone_bearing_and_drive,fulfillment,shipment,SH-50356,2025-07-20T16:49:00,E033,shipment_confirmed,picked,shipped,PS-SH-50356.pdf,1.0,N
EV-002684,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV9588895,2025-07-21T07:41:00,E002,invoice_matched,received,paid,INV9588895,1.0,N
EV-001871,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60305,2025-07-21T08:00:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000350,keystone_bearing_and_drive,quote_to_order,sales_order,SO-26226,2025-07-21T10:22:00,E016,order_entered,,open,customer_po_4500362763,1.0,N
EV-000938,keystone_bearing_and_drive,fulfillment,shipment,SH-50291,2025-07-21T13:39:00,E029,shipment_confirmed,picked,shipped,PS-SH-50291.pdf,1.0,N
EV-001534,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60399,2025-07-21T13:39:00,E002,invoice_issued,,open,INV-60399.pdf,1.0,N
EV-002442,keystone_bearing_and_drive,procure_to_pay,receipt,RCV-40122,2025-07-21T15:22:00,E032,goods_received,open,received,PS443253,1.0,N 
EV-002891,keystone_bearing_and_drive,procure_to_pay,supplier_invoice,INV2392659,2025-07-21T15:51:00,E002,match_exception,received,paid,INV2392659,0.7,Y
EV-001047,keystone_bearing_and_drive,fulfillment,shipment,SH-50400,2025-07-21T15:54:00,E028,shipment_confirmed,picked,shipped,PS-SH-50400.pdf,1.0,N
EV-001425,keystone_bearing_and_drive,order_to_cash,customer_invoice,INV-60290,2025-07-21T16:11:00,E002,invoice_issued,,open,INV-60290.pdf,1.0,N
