DATE,DESCRIPTION,DEBIT,CREDIT,BALANCE
01/23/2026 ,Card 20683 ULINE,15272.21,,1568819.61
2026-01-24,Card DEPOSIT 307034,,14577.27,"$2,319,997.83"
,Card EFT BRIGHTON-BEST INTERNAT,5012.6,,"$1,563,807.01"
2026-01-24,Card EFT PARKER HANNIFIN,5368.16,,"$1,558,438.85"
2026-01-24,,3997.57,,1554441.28
2026-01-25,CHECK DEPOSIT 792298,,14616.9,2334614.73
2026-01-25,Card EFT SANDVIK COROMANT,5126.28,,1549315.0
"Jan 26, 2026",ACH EFT KAMAN INDUSTRIAL TECHN,3630.0,,1545685.0
"JAN 26, 2026",Card 15603 MOTION INDUSTRIES,527.25,,"$1,545,157.75"
2026-01-26,Check EFT GARLOCK SEALING TECHNO,12007.0,,1533150.75
2026-01-26,Check 17144 GRAINGER INDUSTRIAL SU,10186.89,,1522963.86
2026-01-27,Check DEPOSIT 968197,,16044.88,"$2,350,659.61"
01/27/26,Wire DEPOSIT 357371,,8051.72,2358711.33
27-Jan-2026,Check DEPOSIT 654312,,333.64,2359044.97
2026-01-27,Wire DEPOSIT 177466,,7395.75,2366440.72
27-Jan-2026,ACH DEPOSIT 781169,,928.86,2367369.58
2026-01-28 ,Wire DEPOSIT 327006,,6959.57,2374329.15
2026-01-28,ACH DEPOSIT 950573,,3767.55,2378096.7
01/28/26,Check EFT GARLOCK SEALING TECHNO,2519.59,,1520444.27
2026-01-29,ACH DEPOSIT 666655,,10235.67,2388332.37
2026-01-30,Check DEPOSIT 946696,,15319.77,2403652.14
2026-01-31,ACH DEPOSIT 808304,,4955.48,2408607.62
2026-01-31,ACH DEPOSIT 419882,,7371.34,2415978.96
"Jan 31, 2026 ",GUSTO PAYROLL ,121855.87,,96233.34
2026-02-01,ACH DEPOSIT 131276,,2875.87,"$2,418,854.83"
2026-02-01,Wire DEPOSIT 218195,,2339.01,2421193.84
03-Feb-2026,Card 28932 FASTENAL,3175.7,,
02/05/2026,Card DEPOSIT 559199,,15309.97,"$2,436,503.81"
2026-02-06,Wire DEPOSIT 220925,,15777.64,"$2,452,281.45"
2026-02-06,ACH EFT BRIGHTON-BEST INTERNAT,2011.68,,1515256.89
2026-02-06,ACH EFT SANDVIK COROMANT,16422.0,,1498834.89
02/08/26,Card DEPOSIT 383613,,9372.71,"$2,461,654.16"
09-Feb-2026,ACH DEPOSIT 210177,,3567.01,2465221.17
2026-02-09,Wire DEPOSIT 211460,,772.74,"$2,465,993.91"
02/10/2026,Check DEPOSIT 606266,,122.71,2466116.62
"Feb 10, 2026",Card EFT REGAL REXNORD,4049.79,,1494785.1
10-Feb-2026,ACH 28083 APEX FASTENER CORP,4831.77,,1489953.33
2026-02-11,Check EFT PARKER HANNIFIN,567.48,,1489385.85
2026-02-11,ACH 25154 FASTENAL,3547.11,,"$1,485,838.74 "
2026-02-11,Check EFT APEX FASTENER CORP,3920.43,,1481918.31
02/11/26,ACH 28166 GRAINGER INDUSTRIAL SU,40426.54,,"$1,441,491.77"
2026-02-12,Check EFT FASTENAL,7940.45,,"$1,433,551.32"
2026-02-14,Check DEPOSIT 884155,,5415.88,"$2,471,532.50"
2026-02-15,Wire DEPOSIT 915445,,6134.3,2477666.8
15-Feb-2026 ,Check DEPOSIT 124043,,3276.88,2480943.68
2026-02-16,ACH DEPOSIT 838000,,5343.21,"$2,486,286.89"
"Feb 16, 2026",CHECK EFT HAAS AUTOMATION,2497.28,,"$1,431,054.04"
2026-02-17,Check 29649 BALDOR-RELIANCE (ABB),4907.57,,1426146.47
2026-02-18,Check EFT KAMAN INDUSTRIAL TECHN,3507.93,,1422638.54
2026-02-19,Card DEPOSIT 448377,,7714.71,2494001.6
"Feb 19, 2026",Wire DEPOSIT 986569,,12040.38,2506041.98
20-Feb-2026,Check DEPOSIT 224137,,1700.1,2507742.08
02/20/2026,ACH 25239 PARKER HANNIFIN,2020.3,,1420618.24
02/21/2026,Check EFT BRIGHTON-BEST INTERNAT,31476.22,,"$1,389,142.02"
2026-02-22,ACH EFT MOTION INDUSTRIES,15742.56,,1373399.46
2026-02-23,Check DEPOSIT 945310,,3147.06,2510889.14
02/23/26,Card DEPOSIT 219755,,16622.11,2527511.25
02/23/26,Wire DEPOSIT 358766,,8097.68,"$2,535,608.93"
02/23/2026,Check 21288 APEX FASTENER CORP,349.34,,"$1,373,050.12"
2026-02-25,Card DEPOSIT 580924,,11574.0,2547182.93
02/25/2026,ACH DEPOSIT 329563,,10739.67,2557922.6
2026-02-26 ,Card 26096 ULINE,3535.5,,1369514.62
"Feb 27, 2026",Check DEPOSIT 522585,,21076.51,2578999.11
2026-02-28,Check 12142 BALDOR-RELIANCE (ABB),1522.13,,"$1,367,992.49"
"Feb 28, 2026",GUSTO PAYROLL,121751.47,,-25518.13
2026-03-02,Card DEPOSIT 252177,,9163.37,"$2,588,162.48"
03/02/2026,Wire DEPOSIT 709271,,2401.0,2590563.48
03/02/2026,Card 12478 KAMAN INDUSTRIAL TECHN,15110.33,,1352882.16
03-Mar-2026,ACH EFT BRIGHTON-BEST INTERNAT,,,"$1,349,217.98"
2026-03-05,ACH DEPOSIT 261080,,13095.73,"$2,603,659.21"
03/06/2026,Check EFT MSC INDUSTRIAL SUPPLY,5329.54,,"$1,343,888.44"
06/19/25,ACH DEPOSIT 295436,,1218.06,"$258,913.34"
2026-03-08 ,WIRE DEPOSIT 481947,,4373.73,2608032.94
2026-03-08,Wire DEPOSIT 291195,,4534.82,
2026-03-08,Check 17627 ALRO STEEL,1660.56,,1342227.88
2026-03-08,ACH 14436 FASTENAL,11540.0,,"$1,330,687.88"
08-Mar-2026,Card 22140 PARKER HANNIFIN ,4418.5,,"$1,326,269.38"
2026-03-09,Check 17218 MSC INDUSTRIAL SUPPLY ,2045.04,,"$1,324,224.34"
2026-03-10,ACH DEPOSIT 977450,,2256.95,"$2,614,824.71"
2025-08-10,ACH DEPOSIT 649398,,973.63,"$727,913.74"
03/11/2026,ACH 11686 PARKER HANNIFIN,7916.07,,1316308.27
12-Mar-2026,ACH DEPOSIT 898326,,11211.32,2626036.03
2026-03-13,Check DEPOSIT 734924,,22480.15,2648516.18
2026-03-14,ACH DEPOSIT 221815,,2234.9,2650751.08
2026-03-14,ACH EFT APPLIED INDUSTRIAL TEC,9009.0,,"$1,307,299.27 "
2026-03-14,Check 21914 BRIGHTON-BEST INTERNAT,11417.31,,1295881.96
03/15/26,ACH DEPOSIT 719078,,14804.14,"$2,665,555.22"
2026-03-15,Check EFT GARLOCK SEALING TECHNO,4819.16,,"$1,291,062.80"
2026-03-16,Card DEPOSIT 675076,,27459.08,2693014.3
2026-03-16,ACH DEPOSIT 645269,,789.93,2693804.23
2026-03-16,ACH 23273 FASTENAL,15850.17,,1275212.63
03/17/2026,Check DEPOSIT 467716,,,2699345.29
2026-03-18,ACH DEPOSIT 955012,,4542.0,2703887.29
2026-03-18,Wire DEPOSIT 967605,,8104.11,"$2,711,991.40"
2026-03-19,Card DEPOSIT 573997,,1196.69,2713188.09
"Mar 20, 2026",,2184.15,,1273028.48
2026-03-22,CARD DEPOSIT 674136,,4351.84,"$2,717,539.93"
"Mar 23, 2026",Card EFT APPLIED INDUSTRIAL TEC ,13374.41,,"$1,259,654.07"
2026-03-23,Check EFT REGAL REXNORD,3511.8,,"$1,256,142.27"
"Mar 25, 2026",ACH DEPOSIT 802514,,209.7,2717749.63
03/25/2026,Wire DEPOSIT 109738,,9288.5,2727038.13
03/25/2026,ACH EFT BALDOR-RELIANCE (ABB),10019.95,,"$1,246,122.32"
2026-03-27,Check EFT REGAL REXNORD,11261.25,,1234861.07
2026-03-31,ACH DEPOSIT 418065,,4858.81,2731896.94
2026-03-31,Card DEPOSIT 296298,,10493.63,2742390.57
2025-07-14,Wire DEPOSIT 950123,,19088.68,466741.98
2026-03-31,Wire DEPOSIT 541033,,16485.86,2758876.43
2026-03-31,ACH DEPOSIT 351773,,2509.24,"$2,761,385.67"
2026-03-31,Card EFT BALDOR-RELIANCE (ABB),5659.5,,1229201.57
31-Mar-2026,GUSTO PAYROLL,121272.59,,-146790.72
