receipt_id,po_number,po_line,item_id,received_qty,uom,lot_number,bin_location,putaway_by,qc_status
RCV-40132,PO-31140,1,P-20035,25,EA,L250710-176,D-08-2,E101,Accepted
RCV-40132,PO-31140,2,P-20081,126,EA,L250710-845,E-36-4,E079,Hold
RCV-40133,PO-31141,1,P-10105,80,LB,L250423-298,D-11-4,E104,Accepted
RCV-40133,PO-31141,2,P-10098,50,LB,L250423-900,A-26-2,E100,Accepted
RCV-40134,PO-31142,1,P-20088,10,EA,L250615-382,A-40-2,E081,Accepted
RCV-40134,PO-31142,2,P-20088,10,EA,L250615-392,C-36-4,E102,Accepted
RCV-40135,PO-31143,1,P-10049,168,BX,L250720-947,B-40-5,E104,Accepted
RCV-40135,PO-31143,2,P-10070,165,EA,L250720-331,C-11-4,E099,Accepted
RCV-40135,PO-31143,3,P-10049,168,BX,L250720-583,F-39-3,E080,Accepted
RCV-40136,PO-31144,1,P-20026,10,EA,L260311-464,A-18-5,E105,Accepted
RCV-40136,PO-31144,2,P-20119,13,EA,L260311-443,A-17-2,E077,Accepted
RCV-40137,PO-31145,1,P-20088,46,EA,L251120-658,C-31-1,E103,Accepted
RCV-40137,PO-31145,2,P-20088,50,EA,L251120-504,E-38-3,E080,Hold
RCV-40137,PO-31145,3,P-20088,100,EA,L251120-217,D-25-3,E103,Accepted
RCV-40138,PO-31146,1,P-10049,168,BX,L250618-572,D-18-5,E104,Accepted
RCV-40138,PO-31146,2,P-10049,168,BX,L250618-341,F-01-5,E106,Accepted
RCV-40138,PO-31146,3,P-10070,100,EA,L250618-599,D-27-2,E077,Accepted
RCV-40139,PO-31148,1,P-20067,146,EA,L250804-524,D-15-2,E104,Accepted
RCV-40140,PO-31149,1,P-10049,168,BX,L251112-638,B-17-3,E105,Accepted
RCV-40140,PO-31149,2,P-10049,168,BX,L251112-863,B-11-2,E103,Accepted
RCV-40141,PO-31150,1,P-10035,193,EA,L251204-661,A-17-4,E083,Accepted
RCV-40142,PO-31151,1,P-20117,79,EA,L260213-989,E-25-1,E100,Hold
RCV-40142,PO-31151,2,P-20075,100,EA,L260213-276,C-12-1,E077,Accepted
RCV-40143,PO-31152,1,P-20067,146,EA,L251017-412,D-06-3,E102,Accepted
RCV-40143,PO-31152,2,P-20116,115,EA,L251017-904,B-19-5,E101,Accepted
RCV-40143,PO-31152,3,P-20116,115,EA,L251017-792,E-30-4,E099,Accepted
RCV-40143,PO-31152,4,P-20067,146,EA,L251017-108,C-38-2,E082,Accepted
RCV-40144,PO-31153,1,P-20056,112,EA,L260320-567,A-04-3,E102,Hold
RCV-40144,PO-31153,2,P-20117,79,EA,L260320-508,A-20-3,E077,Hold
RCV-40144,PO-31153,3,P-20079,66,EA,L260320-409,D-07-1,E101,Accepted
RCV-40144,PO-31153,4,P-20079,66,EA,L260320-418,E-37-1,E104,Hold
RCV-40145,PO-31154,2,P-10105,80,LB,L260318-792,B-07-1,E079,Accepted
RCV-40146,PO-31155,2,P-20055,93,EA,L260115-933,A-13-1,E102,Accepted
RCV-40146,PO-31155,3,P-20079,66,EA,L260115-976,B-04-2,E077,Accepted
RCV-40147,PO-31156,1,P-20059,250,EA,L251027-414,B-35-4,E081,Accepted
RCV-40147,PO-31156,2,P-20059,25,EA,L251027-340,B-03-2,E080,Accepted
RCV-40148,PO-31157,1,P-20035,500,EA,L251220-508,F-09-5,E106,Accepted
RCV-40149,PO-31158,2,P-10049,10,BX,L260331-667,E-26-2,E077,Accepted
RCV-40149,PO-31158,3,P-10049,250,BX,L260331-665,D-08-4,E078,Accepted
RCV-40150,PO-31159,1,P-20103,50,EA,L250729-314,E-12-4,E099,Accepted
RCV-40151,PO-31160,2,P-20032,100,EA,L250806-386,D-25-1,E079,Accepted
RCV-40151,PO-31160,3,P-20118,16,EA,L250806-921,F-34-5,E106,Accepted
RCV-40152,PO-31161,1,P-20075,72,EA,L250831-897,E-15-5,E100,Accepted
RCV-40153,PO-31162,1,P-20000,42,EA,L250808-488,C-18-3,E100,Accepted
RCV-40154,PO-31163,1,P-10077,281,GA,L251028-821,C-24-1,E099,Accepted
RCV-40154,PO-31163,2,P-10077,281,GA,L251028-470,D-18-5,E076,Accepted
RCV-40154,PO-31163,3,P-10035,250,EA,L251028-692,A-17-4,E105,Accepted
RCV-40155,PO-31164,1,P-20099,250,EA,L250815-922,F-33-5,E101,Accepted
RCV-40155,PO-31164,2,P-20099,19,EA,L250815-109,E-40-1,E078,Accepted
RCV-40156,PO-31165,1,P-10105,50,LB,L250927-535,A-10-5,E101,Accepted
RCV-40156,PO-31165,2,P-10105,10,LB,L250927-234,B-17-2,E104,Accepted
RCV-40157,PO-31166,1,P-20080,20,EA,L260203-429,A-06-1,E100,Accepted
RCV-40157,PO-31166,2,P-20052,31,EA,L260203-522,F-34-4,E102,Accepted
RCV-40158,PO-31167,1,P-10077,281,GA,L250804-910,F-13-1,E106,Accepted
RCV-40158,PO-31167,2,P-10035,100,EA,L250804-898,C-36-3,E079,Accepted
RCV-40158,PO-31167,3,P-10035,10,EA,L250804-529,D-13-4,E101,Accepted
RCV-40158,PO-31167,4,P-10077,281,GA,L250804-589,B-18-2,E082,Accepted
RCV-40159,PO-31168,1,P-20088,46,EA,L251112-688,C-29-2,E106,Accepted
RCV-40160,PO-31169,1,P-10070,25,EA,L250813-159,C-02-5,E099,Accepted
RCV-40160,PO-31169,2,P-10049,25,BX,L250813-324,A-37-4,E101,Accepted
RCV-40161,PO-31170,2,P-20062,197,EA,L260311-395,A-31-2,E106,Accepted
RCV-40162,PO-31171,1,P-20046,250,EA,L251130-764,C-11-4,E106,Accepted
RCV-40162,PO-31171,2,P-20046,109,EA,L251130-539,F-23-5,E079,Accepted
RCV-40163,PO-31172,1,P-20056,112,EA,L250922-156,B-07-4,E083,Accepted
RCV-40163,PO-31172,2,P-20079,66,EA,L250922-743,E-23-2,E101,Accepted
RCV-40163,PO-31172,3,P-20056,100,EA,L250922-459,E-02-4,E100,Accepted
RCV-40164,PO-31173,1,P-10049,168,BX,L250628-450,F-34-5,E077,Accepted
RCV-40164,PO-31173,2,P-10049,100,BX,L250628-476,B-33-1,E101,Accepted
RCV-40165,PO-31174,1,P-20088,46,EA,L260131-938,C-16-2,E082,Accepted
RCV-40165,PO-31174,2,P-20088,46,EA,L260131-335,D-32-3,E080,Accepted
RCV-40165,PO-31174,3,P-20088,46,EA,L260131-900,E-12-5,E100,Accepted
RCV-40166,PO-31175,1,P-20111,500,EA,L251209-461,F-28-5,E099,Accepted
RCV-40166,PO-31175,2,P-20060,123,EA,L251209-898,D-28-3,E083,Accepted
RCV-40167,PO-31176,1,P-10035,250,EA,L250918-290,B-13-2,E078,Accepted
RCV-40168,PO-31177,1,P-10035,193,EA,L250920-317,B-10-3,E103,Accepted
RCV-40168,PO-31177,2,P-10077,281,GA,L250920-851,D-28-3,E081,Accepted
RCV-40169,PO-31178,1,P-20083,137,EA,L251010-609,E-06-5,E103,Accepted
RCV-40169,PO-31178,2,P-20083,137,EA,L251010-515,E-30-1,E101,Accepted
RCV-40170,PO-31179,1,P-10042,84,BX,L250613-773,D-25-1,E104,Accepted
RCV-40170,PO-31179,2,P-20035,25,EA,L250613-103,A-02-5,E102,Accepted
RCV-40170,PO-31179,3,P-10042,84,BX,L250613-671,F-07-5,E083,Accepted
RCV-40170,PO-31179,4,P-20081,126,EA,L250613-938,D-26-2,E099,Accepted
RCV-40171,PO-31180,1,P-10077,281,GA,L250623-667,A-02-5,E082,Accepted
RCV-40171,PO-31180,2,P-10077,25,GA,L250623-105,E-23-2,E102,Accepted
RCV-40171,PO-31180,3,P-10035,193,EA,L250623-840,F-16-3,E081,Accepted
RCV-40171,PO-31180,4,P-10035,193,EA,L250623-705,B-34-3,E105,Accepted
RCV-40172,PO-31181,1,P-20105,25,EA,L260210-592,E-35-3,E099,Accepted
RCV-40172,PO-31181,3,P-20105,185,EA,L260210-943,C-10-5,E102,Accepted
RCV-40173,PO-31182,1,P-20027,5,EA,L260331-361,F-20-2,E080,Accepted
RCV-40174,PO-31183,1,P-20032,50,EA,L250528-132,E-39-3,E081,Accepted
RCV-40174,PO-31183,2,P-20018,250,EA,L250528-328,A-10-4,E104,Accepted
RCV-40175,PO-31184,1,P-20079,66,EA,L260124-906,C-14-1,E106,Accepted
RCV-40176,PO-31185,1,P-10077,281,GA,L251015-758,A-11-3,E105,Accepted
RCV-40176,PO-31185,2,P-10035,193,EA,L251015-593,F-40-1,E080,Accepted
RCV-40177,PO-31186,1,P-20048,500,EA,L250616-123,C-22-5,E079,Accepted
RCV-40177,PO-31186,2,P-20048,88,EA,L250616-968,D-15-3,E106,Accepted
RCV-40178,PO-31187,1,P-10049,168,BX,L251023-102,D-16-5,E105,Accepted
RCV-40178,PO-31187,2,P-10070,500,EA,L251023-786,B-29-2,E077,Accepted
RCV-40179,PO-31188,1,P-20054,191,EA,L260312-257,C-01-5,E081,Accepted
RCV-40179,PO-31188,2,P-20069,73,EA,L260312-198,D-35-5,E077,Accepted
RCV-40180,PO-31189,1,P-10049,168,BX,L260122-824,B-34-3,E081,Accepted
RCV-40180,PO-31189,2,P-10049,168,BX,L260122-281,F-24-3,E080,Accepted
RCV-40181,PO-31190,1,P-10070,165,EA,L260305-729,F-17-4,E099,Accepted
RCV-40182,PO-31191,1,P-20088,46,EA,L260101-553,C-16-1,E079,Accepted
RCV-40182,PO-31191,2,P-20088,46,EA,L260101-306,B-27-1,E083,Accepted
RCV-40182,PO-31191,3,P-20088,10,EA,L260101-131,D-26-1,E103,Accepted
RCV-40183,PO-31192,1,P-20083,137,EA,L251112-515,C-03-4,E080,Accepted
RCV-40183,PO-31192,2,P-10007,10,EA,L251112-697,B-13-5,E104,Accepted
RCV-40183,PO-31192,3,P-10028,250,EA,L251112-364,C-14-4,E076,Accepted
RCV-40183,PO-31192,4,P-10007,328,EA,L251112-542,F-22-4,E101,Accepted
RCV-40184,PO-31193,1,P-20089,10,EA,L250824-723,A-03-5,E100,Accepted
RCV-40184,PO-31193,2,P-20103,10,EA,L250824-958,F-06-2,E077,Accepted
RCV-40184,PO-31193,3,P-20015,25,EA,L250824-669,A-18-2,E078,Accepted
RCV-40184,PO-31193,4,P-20041,50,EA,L250824-322,A-18-3,E083,Hold
RCV-40185,PO-31194,1,P-20023,25,EA,L250703-916,B-03-1,E081,Accepted
RCV-40185,PO-31194,2,P-20084,164,EA,L250703-654,E-14-5,E080,Accepted
RCV-40185,PO-31194,3,P-20059,197,EA,L250703-896,C-27-4,E100,Accepted
RCV-40186,PO-31195,1,P-10105,80,LB,L260310-225,C-07-4,E082,Accepted
RCV-40186,PO-31195,2,P-10098,292,LB,L260310-126,E-34-1,E099,Accepted
RCV-40186,PO-31195,3,P-10098,25,LB,L260310-312,D-21-5,E079,Accepted
RCV-40187,PO-31196,1,P-20112,250,EA,L251022-543,D-17-5,E105,Hold
RCV-40187,PO-31196,2,P-20050,177,EA,L251022-894,A-18-2,E100,Accepted
RCV-40188,PO-31198,1,P-10098,292,LB,L250613-780,B-15-4,E099,Accepted
RCV-40188,PO-31198,3,P-10105,80,LB,L250613-423,E-34-4,E105,Accepted
RCV-40189,PO-31199,1,P-20103,116,EA,L260208-752,B-26-2,E082,Accepted
RCV-40190,PO-31200,1,P-20018,27,EA,L251005-636,E-27-5,E082,Accepted
RCV-40190,PO-31200,2,P-20060,123,EA,L251005-814,E-39-3,E077,Accepted
RCV-40191,PO-31201,1,P-20088,46,EA,L250914-638,C-38-3,E103,Accepted
RCV-40192,PO-31202,1,P-20014,52,EA,L260221-731,A-17-1,E101,Accepted
RCV-40192,PO-31202,2,P-20014,52,EA,L260221-188,E-35-5,E080,Accepted
RCV-40192,PO-31202,3,P-20019,50,EA,L260221-647,D-26-4,E100,Accepted
RCV-40192,PO-31202,4,P-20100,157,EA,L260221-248,F-14-1,E079,Accepted
RCV-40193,PO-31203,1,P-10049,250,BX,L251130-971,A-03-5,E103,Accepted
RCV-40193,PO-31203,2,P-10049,10,BX,L251130-305,B-31-3,E083,Accepted
RCV-40194,PO-31204,1,P-20044,25,EA,L251108-958,D-24-5,E105,Accepted
RCV-40194,PO-31204,2,P-10042,50,BX,L251108-883,B-27-2,E081,Accepted
RCV-40195,PO-31205,1,P-20062,100,EA,L250510-161,D-01-4,E102,Accepted
RCV-40195,PO-31205,2,P-20062,10,EA,L250510-165,C-22-4,E102,Accepted
RCV-40195,PO-31205,3,P-20109,149,EA,L250510-144,C-23-4,E081,Accepted
RCV-40195,PO-31205,4,P-20109,149,EA,L250510-848,E-11-1,E076,Accepted
RCV-40196,PO-31206,1,P-20011,128,EA,L250818-687,B-06-3,E103,Accepted
RCV-40196,PO-31206,2,P-10028,203,EA,L250818-606,E-35-4,E081,Accepted
RCV-40196,PO-31206,3,P-10028,500,EA,L250818-678,B-28-1,E103,Accepted
RCV-40196,PO-31206,4,P-20104,157,EA,L250818-574,E-18-5,E102,Accepted
RCV-40197,PO-31207,1,P-20042,10,EA,L260320-249,A-01-4,E100,Accepted
RCV-40198,PO-31208,1,P-20054,191,EA,L250917-955,E-32-4,E080,Accepted
RCV-40198,PO-31208,2,P-20054,500,EA,L250917-807,F-30-4,E102,Accepted
RCV-40198,PO-31208,3,P-20069,73,EA,L250917-215,B-12-1,E101,Accepted
RCV-40199,PO-31209,1,P-10056,50,RL,L250613-917,B-25-3,E105,Accepted
RCV-40199,PO-31209,2,P-10056,313,RL,L250613-518,D-38-3,E079,Accepted
RCV-40200,PO-31210,1,P-10084,25,BX,L260210-165,C-10-5,E081,Accepted
RCV-40200,PO-31210,2,P-10084,500,BX,L260210-495,B-40-5,E076,Accepted
RCV-40200,PO-31210,3,P-10091,250,BX,L260210-657,E-11-2,E106,Accepted
RCV-40200,PO-31210,4,P-20084,164,EA,L260210-611,D-32-3,E102,Accepted
RCV-40201,PO-31211,1,P-20064,42,EA,L260305-447,B-24-1,E083,Accepted
RCV-40201,PO-31211,2,P-20037,189,EA,L260305-265,E-15-2,E079,Accepted
RCV-40202,PO-31212,1,P-20067,146,EA,L260105-610,D-30-2,E082,Accepted
RCV-40202,PO-31212,2,P-20017,11,EA,L260105-961,D-09-3,E082,Accepted
RCV-40202,PO-31212,3,P-20067,146,EA,L260105-919,B-18-1,E083,Accepted
RCV-40202,PO-31212,4,P-20067,250,EA,L260105-762,B-12-4,E100,Accepted
RCV-40203,PO-31213,1,P-20083,500,EA,L260314-325,B-39-1,E102,Accepted
RCV-40203,PO-31213,2,P-20083,250,EA,L260314-460,F-38-3,E104,Accepted
RCV-40204,PO-31214,1,P-20088,250,EA,L250518-251,E-39-1,E104,Accepted
RCV-40205,PO-31215,1,P-20117,79,EA,L260110-330,A-15-1,E076,Accepted
RCV-40205,PO-31215,2,P-20117,79,EA,L260110-472,D-30-4,E081,Accepted
RCV-40205,PO-31215,3,P-20055,93,EA,L260110-184,B-11-1,E101,Accepted
RCV-40205,PO-31215,4,P-20056,10,EA,L260110-647,B-17-2,E105,Accepted
RCV-40206,PO-31216,1,P-10021,250,EA,L251217-757,D-03-1,E082,Accepted
RCV-40206,PO-31216,2,P-20074,163,EA,L251217-877,A-22-5,E106,Accepted
RCV-40207,PO-31217,1,P-20023,50,EA,L251001-827,A-24-4,E101,Accepted
RCV-40207,PO-31217,2,P-20012,57,EA,L251001-786,C-40-2,E103,Accepted
RCV-40208,PO-31218,1,P-20056,112,EA,L250531-794,E-37-4,E078,Accepted
RCV-40208,PO-31218,2,P-20079,66,EA,L250531-590,C-08-1,E082,Accepted
RCV-40209,PO-31219,2,P-20106,50,EA,L260105-444,F-16-1,E102,Accepted
RCV-40210,PO-31220,1,P-20035,79,EA,L251121-888,C-15-1,E103,Accepted
RCV-40210,PO-31220,2,P-20085,198,EA,L251121-278,E-11-5,E082,Accepted
RCV-40211,PO-31221,1,P-20088,46,EA,L250626-307,E-39-2,E076,Accepted
RCV-40211,PO-31221,2,P-20088,46,EA,L250626-146,E-33-3,E099,Accepted
RCV-40211,PO-31221,4,P-20088,100,EA,L250626-842,B-25-5,E106,Accepted
RCV-40212,PO-31222,1,P-20050,250,EA,L250614-949,D-21-2,E102,Accepted
RCV-40213,PO-31224,1,P-10063,243,BD,L251226-476,B-25-4,E101,Accepted
RCV-40213,PO-31224,2,P-20029,25,EA,L251226-646,D-40-5,E083,Accepted
RCV-40213,PO-31224,3,P-20099,500,EA,L251226-343,D-17-3,E106,Hold
RCV-40213,PO-31224,4,P-20024,25,EA,L251226-908,C-39-2,E104,Accepted
RCV-40214,PO-31225,1,P-20096,125,EA,L260331-956,E-09-4,E080,Accepted
RCV-40214,PO-31225,2,P-20111,98,EA,L260331-538,E-06-4,E081,Accepted
RCV-40215,PO-31226,1,P-20049,100,EA,L250909-862,D-05-2,E081,Accepted
RCV-40216,PO-31227,1,P-20108,25,EA,L260201-854,C-21-2,E103,Accepted
RCV-40216,PO-31227,2,P-20108,250,EA,L260201-490,A-17-1,E099,Accepted
RCV-40216,PO-31227,3,P-20014,52,EA,L260201-854,F-39-2,E078,Accepted
RCV-40217,PO-31229,1,P-20032,500,EA,L260101-202,F-11-2,E079,Accepted
RCV-40217,PO-31229,2,P-20018,25,EA,L260101-483,A-29-1,E076,Accepted
RCV-40217,PO-31229,3,P-20018,27,EA,L260101-886,F-27-2,E080,Accepted
RCV-40217,PO-31229,4,P-20032,189,EA,L260101-631,A-13-5,E102,Accepted
RCV-40218,PO-31230,1,P-20088,25,EA,L250523-838,A-12-4,E076,Accepted
RCV-40218,PO-31230,3,P-20088,46,EA,L250523-338,D-30-2,E081,Accepted
RCV-40219,PO-31231,1,P-20052,50,EA,L251101-105,F-31-2,E105,Accepted
RCV-40219,PO-31231,3,P-20048,25,EA,L251101-293,C-05-4,E080,Accepted
RCV-40219,PO-31231,4,P-20000,50,EA,L251101-658,C-10-4,E083,Accepted
RCV-40220,PO-31232,2,P-20067,146,EA,L260112-142,F-37-4,E079,Accepted
RCV-40221,PO-31233,1,P-20032,94,EA,L260331-590,C-30-2,E105,Hold
RCV-40222,PO-31234,1,P-20024,103,EA,L251217-891,E-38-2,E104,Accepted
RCV-40223,PO-31235,1,P-20037,250,EA,L260320-130,C-12-1,E081,Accepted
RCV-40223,PO-31235,2,P-20037,189,EA,L260320-505,D-14-1,E101,Accepted
RCV-40223,PO-31235,3,P-20037,189,EA,L260320-211,A-11-2,E101,Accepted
RCV-40223,PO-31235,4,P-20064,25,EA,L260320-970,C-13-3,E082,Accepted
RCV-40224,PO-31236,1,P-10056,10,RL,L250714-354,D-30-3,E099,Accepted
RCV-40225,PO-31237,1,P-20099,250,EA,L251223-638,F-05-3,E077,Accepted
RCV-40225,PO-31237,2,P-20099,19,EA,L251223-216,D-01-3,E080,Accepted
RCV-40226,PO-31238,1,P-10070,165,EA,L260205-695,D-40-1,E082,Accepted
RCV-40227,PO-31239,2,P-20113,500,EA,L250712-196,D-06-1,E078,Accepted
RCV-40227,PO-31239,3,P-20109,10,EA,L250712-824,A-31-1,E082,Accepted
RCV-40227,PO-31239,4,P-20062,197,EA,L250712-258,D-12-4,E103,Accepted
RCV-40228,PO-31240,1,P-20108,74,EA,L250523-116,F-09-2,E106,Accepted
RCV-40228,PO-31240,2,P-20100,157,EA,L250523-505,A-10-5,E103,Accepted
RCV-40229,PO-31241,1,P-10098,500,LB,L260125-890,E-20-2,E103,Accepted
RCV-40229,PO-31241,2,P-10098,25,LB,L260125-689,A-22-2,E082,Accepted
RCV-40230,PO-31242,1,P-20080,20,EA,L250905-829,C-25-1,E082,Accepted
RCV-40230,PO-31242,2,P-20000,42,EA,L250905-915,E-11-5,E105,Accepted
RCV-40231,PO-31243,2,P-10105,80,LB,L251012-833,E-22-2,E103,Accepted
RCV-40231,PO-31243,3,P-10098,292,LB,L251012-132,B-19-1,E100,Accepted
RCV-40231,PO-31243,4,P-10105,80,LB,L251012-499,C-26-1,E082,Accepted
RCV-40232,PO-31245,1,P-20017,100,EA,L250515-757,D-14-1,E079,Accepted
RCV-40233,PO-31246,2,P-20079,66,EA,L260323-712,C-33-3,E103,Accepted
RCV-40233,PO-31246,3,P-20056,25,EA,L260323-354,F-21-5,E100,Accepted
RCV-40234,PO-31247,1,P-10014,216,EA,L250921-801,A-06-2,E079,Accepted
RCV-40234,PO-31247,2,P-20011,128,EA,L250921-797,C-12-4,E080,Accepted
RCV-40234,PO-31247,3,P-20074,10,EA,L250921-936,A-13-3,E101,Accepted
RCV-40234,PO-31247,4,P-10007,328,EA,L250921-436,B-36-4,E106,Accepted
RCV-40235,PO-31248,1,P-20079,66,EA,L250812-831,C-05-1,E100,Accepted
RCV-40235,PO-31248,2,P-20056,112,EA,L250812-599,B-27-5,E078,Accepted
RCV-40236,PO-31249,1,P-20032,189,EA,L250415-624,A-38-4,E105,Accepted
RCV-40236,PO-31249,2,P-20032,189,EA,L250415-446,F-06-2,E106,Accepted
RCV-40237,PO-31250,2,P-20037,5,EA,L260105-246,D-12-4,E106,Accepted
RCV-40237,PO-31250,3,P-20095,25,EA,L260105-476,F-38-5,E080,Accepted
RCV-40238,PO-31251,1,P-10035,100,EA,L260203-736,D-17-3,E101,Accepted
RCV-40238,PO-31251,2,P-10077,281,GA,L260203-808,D-35-4,E077,Accepted
RCV-40238,PO-31251,3,P-10077,25,GA,L260203-199,D-14-4,E100,Accepted
RCV-40238,PO-31251,4,P-10077,281,GA,L260203-290,D-24-5,E104,Accepted
RCV-40239,PO-31252,1,P-20015,10,EA,L250904-823,F-16-2,E077,Accepted
RCV-40239,PO-31252,2,P-20089,500,EA,L250904-929,B-31-5,E102,Accepted
RCV-40239,PO-31252,3,P-20103,100,EA,L250904-503,C-16-4,E083,Accepted
RCV-40240,PO-31253,1,P-20059,197,EA,L250504-350,B-09-2,E101,Accepted
RCV-40240,PO-31253,2,P-10091,50,BX,L250504-618,E-09-1,E105,Accepted
RCV-40240,PO-31253,3,P-20008,28,EA,L250504-546,A-21-3,E079,Accepted
RCV-40240,PO-31253,4,P-20008,25,EA,L250504-425,F-35-1,E099,Accepted
RCV-40241,PO-31254,1,P-20064,10,EA,L251204-479,C-08-2,E099,Accepted
RCV-40241,PO-31254,2,P-20045,82,EA,L251204-619,D-30-3,E078,Accepted
RCV-40241,PO-31254,3,P-20005,10,EA,L251204-657,F-17-1,E083,Accepted
RCV-40242,PO-31255,1,P-20119,13,EA,L260225-715,A-19-4,E105,Accepted
RCV-40242,PO-31255,2,P-20119,500,EA,L260225-976,C-36-5,E102,Accepted
RCV-40242,PO-31255,3,P-20026,79,EA,L260225-799,F-15-2,E100,Accepted
RCV-40243,PO-31256,1,P-10028,203,EA,L260219-378,A-37-1,E106,Accepted
RCV-40244,PO-31257,1,P-20111,197,EA,L260104-169,C-40-2,E083,Accepted
RCV-40244,PO-31257,2,P-20032,50,EA,L260104-842,D-01-3,E103,Accepted
RCV-40245,PO-31258,1,P-20088,250,EA,L251013-688,B-20-3,E106,Accepted
RCV-40245,PO-31258,2,P-20088,46,EA,L251013-558,E-33-2,E080,Accepted
RCV-40245,PO-31258,3,P-20088,50,EA,L251013-808,D-24-1,E079,Accepted
RCV-40246,PO-31259,2,P-20048,100,EA,L260329-592,D-30-3,E100,Accepted
RCV-40246,PO-31259,3,P-20052,10,EA,L260329-169,B-12-1,E077,Accepted
RCV-40247,PO-31260,1,P-20045,82,EA,L250903-121,E-22-2,E083,Accepted
RCV-40247,PO-31260,2,P-20064,42,EA,L250903-496,F-01-4,E080,Accepted
