event_id,workflow_type,object_type,object_id,timestamp,actor,action,previous_state,new_state,source_document,confidence,requires_review
EV000176,marketing,submission,MER-S00097,2025-07-03T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000520,endorsements,endorsement_request,MER-END0030,2025-07-05T10:00:00,E011,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000128,marketing,submission,MER-S00072,2025-07-09T13:00:00,E011,submitted,draft,submitted,MER-S00072_package.pdf,1.0,N
EV000123,marketing,submission,MER-S00069,2025-07-09T14:00:00,E013,submitted,draft,submitted,MER-S00069_package.pdf,1.0,N
EV000129,marketing,submission,MER-S00072,2025-07-12T10:00:00,carrier:CHB,acknowledged,submitted,acknowledged,,1.0,N
EV000338,quote,quote,MER-S00126-Q1,2025-07-13T09:00:00,carrier:BEZ,quote_received,,received,MER-S00126-Q1.pdf,0.92,N
EV000248,marketing,submission,MER-S00139,2025-07-13T17:00:00,E010,submitted,draft,submitted,MER-S00139_package.pdf,1.0,N
EV000249,marketing,submission,MER-S00139,2025-07-14T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000526,endorsements,endorsement_request,MER-END0033,2025-07-14T10:00:00,E013,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000521,endorsements,endorsement_request,MER-END0030,2025-07-15T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued_-_discrepancy,END-648707.pdf,0.9,Y
EV000225,marketing,submission,MER-S00125,2025-07-16T17:00:00,E020,submitted,draft,submitted,MER-S00125_package.pdf,1.0,N
EV000317,quote,quote,MER-S00097-Q1,2025-07-17T09:00:00,carrier:CNA,quote_received,,received,MER-S00097-Q1.pdf,0.92,N
EV000226,marketing,submission,MER-S00125,2025-07-18T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000299,quote,quote,MER-S00071-Q1,2025-07-18T13:00:00,carrier:BEZ,quote_received,,received,MER-S00071-Q1.pdf,0.92,Y
EV000095,marketing,submission,MER-S00054,2025-07-19T08:00:00,E014,submitted,draft,submitted,MER-S00054_package.pdf,1.0,N
EV000291,quote,quote,MER-S00056-Q1,2025-07-19T16:00:00,carrier:CNA,quote_received,,received,MER-S00056-Q1.pdf,0.92,N
EV000230,marketing,submission,MER-S00128,2025-07-20T08:00:00,E020,submitted,draft,submitted,MER-S00128_package.pdf,1.0,N
EV000096,marketing,submission,MER-S00054,2025-07-20T10:00:00,carrier:CHB,acknowledged,submitted,acknowledged,,1.0,N
EV000316,quote,quote,MER-S00096-Q1,2025-07-21T10:00:00,carrier:TRV,quote_received,,received,MER-S00096-Q1.pdf,0.92,Y
EV000005,marketing,submission,MER-S00003,2025-07-22T11:00:00,E011,submitted,draft,submitted,MER-S00003_package.pdf,1.0,N
EV000560,billing,payment,MER-PMT00018,2025-07-22T14:00:00,accounting,cash_applied,received,applied,ACH228967397,1.0,N
EV000179,marketing,submission,MER-S00099,2025-07-23T09:00:00,E021,submitted,draft,submitted,MER-S00099_package.pdf,1.0,N
EV000337,quote,quote,MER-S00125-Q1,2025-07-23T09:00:00,carrier:CNA,quote_received,,received,MER-S00125-Q1.pdf,0.92,Y
EV000006,marketing,submission,MER-S00003,2025-07-25T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000472,endorsements,endorsement_request,MER-END0002,2025-07-25T10:00:00,E010,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000001,marketing,submission,MER-S00001,2025-07-25T12:00:00,E011,submitted,draft,submitted,MER-S00001_package.pdf,1.0,N
EV000574,billing,payment,MER-PMT00032,2025-07-25T14:00:00,accounting,cash_applied,received,applied,PF510059,1.0,N
EV000347,quote,quote,MER-S00142-Q1,2025-07-26T10:00:00,carrier:TRV,quote_received,,received,MER-S00142-Q1.pdf,0.92,N
EV000002,marketing,submission,MER-S00001,2025-07-27T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000007,marketing,submission,MER-S00004,2025-07-27T11:00:00,E011,submitted,draft,submitted,MER-S00004_package.pdf,1.0,N
EV000008,marketing,submission,MER-S00004,2025-07-31T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000300,quote,quote,MER-S00072-Q1,2025-07-31T12:00:00,carrier:CHB,quote_received,,received,MER-S00072-Q1.pdf,0.92,N
EV000185,marketing,submission,MER-S00103,2025-08-10T15:00:00,E013,submitted,draft,submitted,MER-S00103_package.pdf,1.0,N
EV000556,billing,payment,MER-PMT00014,2025-08-11T14:00:00,accounting,cash_applied,received,applied,CHK 25239,1.0,N
EV000527,endorsements,endorsement_request,MER-END0033,2025-08-13T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued,END-483371.pdf,0.9,N
EV000258,quote,quote,MER-S00004-Q1,2025-08-13T13:00:00,carrier:HIG,quote_received,,received,MER-S00004-Q1.pdf,0.92,N
EV000186,marketing,submission,MER-S00103,2025-08-14T10:00:00,carrier:CHB,acknowledged,submitted,acknowledged,,1.0,N
EV000290,quote,quote,MER-S00054-Q1,2025-08-14T11:00:00,carrier:CHB,quote_received,,received,MER-S00054-Q1.pdf,0.92,N
EV000256,quote,quote,MER-S00001-Q1,2025-08-16T11:00:00,carrier:HIG,quote_received,,received,MER-S00001-Q1.pdf,0.92,Y
EV000257,quote,quote,MER-S00003-Q1,2025-08-16T14:00:00,carrier:AMT,quote_received,,received,MER-S00003-Q1.pdf,0.92,N
EV000529,endorsements,endorsement_request,MER-END0035,2025-08-18T10:00:00,E020,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000566,billing,payment,MER-PMT00024,2025-08-18T14:00:00,accounting,cash_applied,received,applied,PF418565,1.0,N
EV000510,endorsements,endorsement_request,MER-END0023,2025-08-19T10:00:00,E019,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000511,endorsements,endorsement_request,MER-END0023,2025-08-24T11:00:00,carrier:MKL,endorsement_received,pending_carrier,issued_-_discrepancy,END-443517.pdf,0.9,Y
EV000545,billing,payment,MER-PMT00003,2025-08-24T14:00:00,accounting,cash_applied,received,applied,PF847611,1.0,N
EV000541,endorsements,endorsement_request,MER-END0045,2025-08-28T10:00:00,E018,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000540,endorsements,endorsement_request,MER-END0044,2025-08-30T10:00:00,E020,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000567,billing,payment,MER-PMT00025,2025-08-31T14:00:00,accounting,cash_applied,received,applied,ACH253655305,1.0,N
EV000473,endorsements,endorsement_request,MER-END0003,2025-09-02T10:00:00,E014,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000321,quote,quote,MER-S00103-Q1,2025-09-05T09:00:00,carrier:CHB,quote_received,,received,MER-S00103-Q1.pdf,0.92,N
EV000204,marketing,submission,MER-S00113,2025-09-07T11:00:00,E018,submitted,draft,submitted,MER-S00113_package.pdf,1.0,N
EV000061,marketing,submission,MER-S00036,2025-09-07T12:00:00,E016,submitted,draft,submitted,MER-S00036_package.pdf,1.0,N
EV000180,marketing,submission,MER-S00100,2025-09-09T09:00:00,E021,submitted,draft,submitted,MER-S00100_package.pdf,1.0,N
EV000062,marketing,submission,MER-S00036,2025-09-09T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000170,marketing,submission,MER-S00094,2025-09-09T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000205,marketing,submission,MER-S00113,2025-09-09T10:00:00,carrier:BEZ,acknowledged,submitted,acknowledged,,1.0,N
EV000169,marketing,submission,MER-S00094,2025-09-09T14:00:00,E021,submitted,draft,submitted,MER-S00094_package.pdf,1.0,N
EV000181,marketing,submission,MER-S00100,2025-09-11T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000215,marketing,submission,MER-S00119,2025-09-11T10:00:00,E020,submitted,draft,submitted,MER-S00119_package.pdf,1.0,N
EV000216,marketing,submission,MER-S00119,2025-09-11T10:00:00,carrier:BEZ,acknowledged,submitted,acknowledged,,1.0,N
EV000519,endorsements,endorsement_request,MER-END0029,2025-09-12T10:00:00,E018,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000167,marketing,submission,MER-S00093,2025-09-12T14:00:00,E021,submitted,draft,submitted,MER-S00093_package.pdf,1.0,N
EV000483,endorsements,endorsement_request,MER-END0008,2025-09-13T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000537,endorsements,endorsement_request,MER-END0042,2025-09-13T10:00:00,E019,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000554,billing,payment,MER-PMT00012,2025-09-14T14:00:00,accounting,cash_applied,received,applied,CHK 34277,1.0,N
EV000168,marketing,submission,MER-S00093,2025-09-15T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000499,endorsements,endorsement_request,MER-END0017,2025-09-16T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000542,endorsements,endorsement_request,MER-END0045,2025-09-16T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-899409.pdf,0.9,N
EV000515,endorsements,endorsement_request,MER-END0026,2025-09-18T10:00:00,E009,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000562,billing,payment,MER-PMT00020,2025-09-18T14:00:00,accounting,cash_applied,received,applied,CHK 46223,1.0,N
EV000207,marketing,submission,MER-S00115,2025-09-21T14:00:00,E018,submitted,draft,submitted,MER-S00115_package.pdf,1.0,N
EV000329,quote,quote,MER-S00113-Q1,2025-09-22T14:00:00,carrier:BEZ,quote_received,,received,MER-S00113-Q1.pdf,0.92,N
EV000206,marketing,submission,MER-S00114,2025-09-23T10:00:00,E018,submitted,draft,submitted,MER-S00114_package.pdf,1.0,N
EV000208,marketing,submission,MER-S00115,2025-09-23T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000552,billing,payment,MER-PMT00010,2025-09-23T14:00:00,accounting,cash_applied,received,applied,CHK 70946,1.0,N
EV000548,billing,payment,MER-PMT00006,2025-09-25T14:00:00,accounting,cash_applied,received,applied,CHK 43744,1.0,N
EV000333,quote,quote,MER-S00119-Q1,2025-09-27T09:00:00,carrier:BEZ,quote_received,,received,MER-S00119-Q1.pdf,0.92,N
EV000319,quote,quote,MER-S00100-Q1,2025-09-28T12:00:00,carrier:TRV,quote_received,,received,MER-S00100-Q1.pdf,0.92,N
EV000102,marketing,submission,MER-S00058,2025-09-29T08:00:00,E014,submitted,draft,submitted,MER-S00058_package.pdf,1.0,N
EV000163,marketing,submission,MER-S00091,2025-09-29T08:00:00,E021,submitted,draft,submitted,MER-S00091_package.pdf,1.0,N
EV000314,quote,quote,MER-S00093-Q1,2025-09-29T10:00:00,carrier:CNA,quote_received,,received,MER-S00093-Q1.pdf,0.92,N
EV000518,endorsements,endorsement_request,MER-END0028,2025-09-29T10:00:00,E014,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000578,billing,payment,MER-PMT00036,2025-09-30T14:00:00,accounting,cash_applied,received,applied,PF240732,1.0,N
EV000217,marketing,submission,MER-S00120,2025-09-30T16:00:00,E020,submitted,draft,submitted,MER-S00120_package.pdf,1.0,N
EV000063,marketing,submission,MER-S00037,2025-09-30T17:00:00,E016,submitted,draft,submitted,MER-S00037_package.pdf,1.0,N
EV000103,marketing,submission,MER-S00058,2025-10-01T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000402,certificates,certificate_request,MER-CERT0028,2025-10-02T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000165,marketing,submission,MER-S00092,2025-10-02T10:00:00,E021,submitted,draft,submitted,MER-S00092_package.pdf,1.0,N
EV000166,marketing,submission,MER-S00092,2025-10-02T10:00:00,carrier:MKL,acknowledged,submitted,acknowledged,,1.0,N
EV000403,certificates,certificate_request,MER-CERT0028,2025-10-02T11:00:00,E021,exception_flagged,open,exception,,0.97,Y
EV000164,marketing,submission,MER-S00091,2025-10-03T10:00:00,carrier:CHB,acknowledged,submitted,acknowledged,,1.0,N
EV000544,billing,payment,MER-PMT00002,2025-10-03T14:00:00,accounting,cash_applied,received,applied,CHK 51493,1.0,N
EV000277,quote,quote,MER-S00036-Q1,2025-10-04T16:00:00,carrier:LIB,quote_received,,received,MER-S00036-Q1.pdf,0.92,Y
EV000474,endorsements,endorsement_request,MER-END0003,2025-10-05T11:00:00,carrier:MKL,endorsement_received,pending_carrier,issued,END-198176.pdf,0.9,N
EV000082,marketing,submission,MER-S00047,2025-10-05T17:00:00,E018,submitted,draft,submitted,MER-S00047_package.pdf,1.0,N
EV000426,certificates,certificate_request,MER-CERT0040,2025-10-06T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000427,certificates,certificate_request,MER-CERT0040,2025-10-06T15:00:00,E016,certificate_issued,open,issued,MER-COI0040.pdf,1.0,N
EV000440,certificates,certificate_request,MER-CERT0047,2025-10-07T08:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000441,certificates,certificate_request,MER-CERT0047,2025-10-07T10:00:00,E020,exception_flagged,open,exception,,0.97,Y
EV000213,marketing,submission,MER-S00118,2025-10-08T08:00:00,E020,submitted,draft,submitted,MER-S00118_package.pdf,1.0,N
EV000083,marketing,submission,MER-S00047,2025-10-08T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000430,certificates,certificate_request,MER-CERT0042,2025-10-08T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000431,certificates,certificate_request,MER-CERT0042,2025-10-08T15:00:00,E011,certificate_issued,open,issued,MER-COI0042.pdf,1.0,N
EV000066,marketing,submission,MER-S00039,2025-10-09T10:00:00,E016,submitted,draft,submitted,MER-S00039_package.pdf,1.0,N
EV000067,marketing,submission,MER-S00039,2025-10-09T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000382,certificates,certificate_request,MER-CERT0018,2025-10-09T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000383,certificates,certificate_request,MER-CERT0018,2025-10-09T18:00:00,E020,exception_flagged,open,exception,,0.97,Y
EV000081,marketing,submission,MER-S00046,2025-10-10T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000080,marketing,submission,MER-S00046,2025-10-10T13:00:00,E018,submitted,draft,submitted,MER-S00046_package.pdf,1.0,N
EV000313,quote,quote,MER-S00092-Q1,2025-10-12T09:00:00,carrier:MKL,quote_received,,received,MER-S00092-Q1.pdf,0.92,N
EV000214,marketing,submission,MER-S00118,2025-10-12T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000484,endorsements,endorsement_request,MER-END0008,2025-10-12T11:00:00,carrier:CNA,endorsement_received,pending_carrier,issued,END-685849.pdf,0.9,N
EV000404,certificates,certificate_request,MER-CERT0029,2025-10-12T17:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000405,certificates,certificate_request,MER-CERT0029,2025-10-12T19:00:00,E014,exception_flagged,open,exception,,0.97,Y
EV000538,endorsements,endorsement_request,MER-END0042,2025-10-13T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-165949.pdf,0.9,N
EV000376,certificates,certificate_request,MER-CERT0015,2025-10-14T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000563,billing,payment,MER-PMT00021,2025-10-14T14:00:00,accounting,cash_applied,received,applied,ACH921787890,1.0,N
EV000377,certificates,certificate_request,MER-CERT0015,2025-10-14T16:00:00,E020,exception_flagged,open,exception,,0.97,Y
EV000286,quote,quote,MER-S00047-Q1,2025-10-15T10:00:00,carrier:HIG,quote_received,,received,MER-S00047-Q1.pdf,0.92,N
EV000065,marketing,submission,MER-S00038,2025-10-16T10:00:00,carrier:HIG,acknowledged,submitted,acknowledged,,1.0,N
EV000100,marketing,submission,MER-S00057,2025-10-16T11:00:00,E014,submitted,draft,submitted,MER-S00057_package.pdf,1.0,N
EV000064,marketing,submission,MER-S00038,2025-10-16T12:00:00,E016,submitted,draft,submitted,MER-S00038_package.pdf,1.0,N
EV000101,marketing,submission,MER-S00057,2025-10-17T10:00:00,carrier:CHB,acknowledged,submitted,acknowledged,,1.0,N
EV000516,endorsements,endorsement_request,MER-END0027,2025-10-18T10:00:00,E020,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000330,quote,quote,MER-S00115-Q1,2025-10-18T14:00:00,carrier:CNA,quote_received,,received,MER-S00115-Q1.pdf,0.92,Y
EV000312,quote,quote,MER-S00091-Q1,2025-10-20T15:00:00,carrier:CHB,quote_received,,received,MER-S00091-Q1.pdf,0.92,N
EV000444,certificates,certificate_request,MER-CERT0049,2025-10-22T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000218,marketing,submission,MER-S00121,2025-10-23T08:00:00,E020,submitted,draft,submitted,MER-S00121_package.pdf,1.0,N
EV000445,certificates,certificate_request,MER-CERT0049,2025-10-24T18:00:00,E021,certificate_issued,open,issued,MER-COI0049.pdf,1.0,N
EV000489,endorsements,endorsement_request,MER-END0011,2025-10-25T10:00:00,E018,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000292,quote,quote,MER-S00058-Q1,2025-10-26T11:00:00,carrier:CNA,quote_received,,received,MER-S00058-Q1.pdf,0.92,N
EV000454,certificates,certificate_request,MER-CERT0054,2025-10-26T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000455,certificates,certificate_request,MER-CERT0054,2025-10-26T17:00:00,E014,exception_flagged,open,exception,,0.97,Y
EV000220,marketing,submission,MER-S00122,2025-10-27T08:00:00,E020,submitted,draft,submitted,MER-S00122_package.pdf,1.0,N
EV000366,certificates,certificate_request,MER-CERT0010,2025-10-27T08:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000219,marketing,submission,MER-S00121,2025-10-27T10:00:00,carrier:BEZ,acknowledged,submitted,acknowledged,,1.0,N
EV000367,certificates,certificate_request,MER-CERT0010,2025-10-27T10:00:00,E009,exception_flagged,open,exception,,0.97,Y
EV000356,certificates,certificate_request,MER-CERT0005,2025-10-27T12:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000332,quote,quote,MER-S00118-Q1,2025-10-27T16:00:00,carrier:CNA,quote_received,,received,MER-S00118-Q1.pdf,0.92,N
EV000348,certificates,certificate_request,MER-CERT0001,2025-10-27T16:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000086,marketing,submission,MER-S00049,2025-10-27T17:00:00,E018,submitted,draft,submitted,MER-S00049_package.pdf,1.0,N
EV000357,certificates,certificate_request,MER-CERT0005,2025-10-27T18:00:00,E013,certificate_issued,open,issued,MER-COI0005.pdf,1.0,N
EV000087,marketing,submission,MER-S00049,2025-10-29T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000458,certificates,certificate_request,MER-CERT0056,2025-10-29T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000068,marketing,submission,MER-S00040,2025-10-29T15:00:00,E016,submitted,draft,submitted,MER-S00040_package.pdf,1.0,N
EV000459,certificates,certificate_request,MER-CERT0056,2025-10-29T15:00:00,E014,exception_flagged,open,exception,,0.97,Y
EV000349,certificates,certificate_request,MER-CERT0001,2025-10-30T13:00:00,E011,certificate_issued,open,issued,MER-COI0001.pdf,1.0,N
EV000561,billing,payment,MER-PMT00019,2025-10-30T14:00:00,accounting,cash_applied,received,applied,ACH998983083,1.0,N
EV000093,marketing,submission,MER-S00053,2025-10-30T15:00:00,E014,submitted,draft,submitted,MER-S00053_package.pdf,1.0,N
EV000069,marketing,submission,MER-S00040,2025-10-31T10:00:00,carrier:LIB,acknowledged,submitted,acknowledged,,1.0,N
EV000094,marketing,submission,MER-S00053,2025-10-31T10:00:00,carrier:BEZ,acknowledged,submitted,acknowledged,,1.0,N
EV000500,endorsements,endorsement_request,MER-END0018,2025-10-31T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000569,billing,payment,MER-PMT00027,2025-10-31T14:00:00,accounting,cash_applied,received,applied,PF795978,1.0,N
EV000475,endorsements,endorsement_request,MER-END0004,2025-11-01T10:00:00,E016,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000279,quote,quote,MER-S00039-Q1,2025-11-02T16:00:00,carrier:HIG,quote_received,,received,MER-S00039-Q1.pdf,0.92,N
EV000592,commissions,commission_line,HIG-COMM-202510:HIG-WC-8196119,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202510.pdf,0.95,N
EV000593,commissions,commission_line,HIG-COMM-202510:HIG-WC-3086050,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202510.pdf,0.95,N
EV000607,commissions,commission_line,CHB-COMM-202510:CHB-DO-2603921,2025-11-03T10:00:00,accounting,statement_line_matched,,Matched,CHB-COMM-202510.pdf,0.95,N
EV000450,certificates,certificate_request,MER-CERT0052,2025-11-03T11:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000451,certificates,certificate_request,MER-CERT0052,2025-11-03T13:00:00,E015,exception_flagged,open,exception,,0.97,Y
EV000278,quote,quote,MER-S00038-Q1,2025-11-03T14:00:00,carrier:HIG,quote_received,,received,MER-S00038-Q1.pdf,0.92,N
EV000111,marketing,submission,MER-S00063,2025-11-04T13:00:00,E019,submitted,draft,submitted,MER-S00063_package.pdf,1.0,N
EV000109,marketing,submission,MER-S00062,2025-11-04T14:00:00,E019,submitted,draft,submitted,MER-S00062_package.pdf,1.0,N
EV000285,quote,quote,MER-S00046-Q1,2025-11-04T14:00:00,carrier:LIB,quote_received,,received,MER-S00046-Q1.pdf,0.92,N
EV000568,billing,payment,MER-PMT00026,2025-11-04T14:00:00,accounting,cash_applied,received,applied,ACH963835883,1.0,N
EV000110,marketing,submission,MER-S00062,2025-11-05T10:00:00,carrier:CNA,acknowledged,submitted,acknowledged,,1.0,N
EV000112,marketing,submission,MER-S00063,2025-11-07T10:00:00,carrier:MKL,acknowledged,submitted,acknowledged,,1.0,N
EV000085,marketing,submission,MER-S00048,2025-11-08T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000084,marketing,submission,MER-S00048,2025-11-08T14:00:00,E018,submitted,draft,submitted,MER-S00048_package.pdf,1.0,N
EV000512,endorsements,endorsement_request,MER-END0024,2025-11-09T10:00:00,E015,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000476,endorsements,endorsement_request,MER-END0004,2025-11-10T11:00:00,carrier:TRV,endorsement_received,pending_carrier,issued,END-683581.pdf,0.9,N
EV000424,certificates,certificate_request,MER-CERT0039,2025-11-10T14:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000334,quote,quote,MER-S00121-Q1,2025-11-10T15:00:00,carrier:BEZ,quote_received,,received,MER-S00121-Q1.pdf,0.92,N
EV000425,certificates,certificate_request,MER-CERT0039,2025-11-11T13:00:00,E021,certificate_issued,open,issued,MER-COI0039.pdf,1.0,N
EV000071,marketing,submission,MER-S00041,2025-11-12T10:00:00,carrier:AMT,acknowledged,submitted,acknowledged,,1.0,N
EV000070,marketing,submission,MER-S00041,2025-11-12T15:00:00,E016,submitted,draft,submitted,MER-S00041_package.pdf,1.0,N
EV000287,quote,quote,MER-S00049-Q1,2025-11-12T15:00:00,carrier:TRV,quote_received,,received,MER-S00049-Q1.pdf,0.92,N
EV000517,endorsements,endorsement_request,MER-END0027,2025-11-13T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued,END-678259.pdf,0.9,N
EV000524,endorsements,endorsement_request,MER-END0032,2025-11-14T10:00:00,E018,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000533,endorsements,endorsement_request,MER-END0038,2025-11-20T10:00:00,E014,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000294,quote,quote,MER-S00063-Q1,2025-11-21T14:00:00,carrier:MKL,quote_received,,received,MER-S00063-Q1.pdf,0.92,N
EV000280,quote,quote,MER-S00040-Q1,2025-11-25T09:00:00,carrier:LIB,quote_received,,received,MER-S00040-Q1.pdf,0.92,N
EV000014,marketing,submission,MER-S00009,2025-11-25T14:00:00,E021,submitted,draft,submitted,MER-S00009_package.pdf,1.0,N
EV000496,endorsements,endorsement_request,MER-END0015,2025-11-26T10:00:00,E021,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000513,endorsements,endorsement_request,MER-END0024,2025-11-26T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued,END-617057.pdf,0.9,N
EV000015,marketing,submission,MER-S00009,2025-11-27T10:00:00,carrier:TRV,acknowledged,submitted,acknowledged,,1.0,N
EV000501,endorsements,endorsement_request,MER-END0018,2025-11-27T11:00:00,carrier:HIG,endorsement_received,pending_carrier,issued,END-350334.pdf,0.9,N
EV000494,endorsements,endorsement_request,MER-END0014,2025-11-30T10:00:00,E020,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000378,certificates,certificate_request,MER-CERT0016,2025-11-30T13:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000362,certificates,certificate_request,MER-CERT0008,2025-12-01T15:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000363,certificates,certificate_request,MER-CERT0008,2025-12-01T17:00:00,E014,exception_flagged,open,exception,,0.97,Y
EV000379,certificates,certificate_request,MER-CERT0016,2025-12-01T20:00:00,E009,certificate_issued,open,issued,MER-COI0016.pdf,1.0,N
EV000410,certificates,certificate_request,MER-CERT0032,2025-12-02T09:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000585,commissions,commission_line,TRV-COMM-202511:TRV-WC-9582732,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202511.pdf,0.95,N
EV000586,commissions,commission_line,TRV-COMM-202511:TRV-AUTO-7819839,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,TRV-COMM-202511.pdf,0.95,N
EV000594,commissions,commission_line,HIG-COMM-202511:HIG-WC-9720344,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,HIG-COMM-202511.pdf,0.95,N
EV000598,commissions,commission_line,LIB-COMM-202511:LIB-PROP-9155931,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202511.pdf,0.95,N
EV000599,commissions,commission_line,LIB-COMM-202511:LIB-AUTO-4090414,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,LIB-COMM-202511.pdf,0.95,N
EV000604,commissions,commission_line,CNA-COMM-202511:CNA-CYB-9793167,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,CNA-COMM-202511.pdf,0.95,N
EV000611,commissions,commission_line,MKL-COMM-202511:MKL-GL-4669323,2025-12-03T10:00:00,accounting,statement_line_matched,,Matched,MKL-COMM-202511.pdf,0.95,N
EV000293,quote,quote,MER-S00062-Q1,2025-12-03T16:00:00,carrier:CNA,quote_received,,received,MER-S00062-Q1.pdf,0.92,Y
EV000675,renewals,renewal_task,REN-MER-P00089-T120,2025-12-04T15:00:00,E021,task_completed,open,complete,,1.0,N
EV000411,certificates,certificate_request,MER-CERT0032,2025-12-04T22:00:00,E013,certificate_issued,open,issued,MER-COI0032.pdf,1.0,N
EV000485,endorsements,endorsement_request,MER-END0009,2025-12-05T10:00:00,E018,sent_to_carrier,requested,pending_carrier,,1.0,N
EV000259,quote,quote,MER-S00009-Q1,2025-12-06T11:00:00,carrier:TRV,quote_received,,received,MER-S00009-Q1.pdf,0.92,N
EV000525,endorsements,endorsement_request,MER-END0032,2025-12-06T11:00:00,carrier:LIB,endorsement_received,pending_carrier,issued_-_discrepancy,END-666005.pdf,0.9,Y
EV000400,certificates,certificate_request,MER-CERT0027,2025-12-08T08:00:00,system:email_intake,request_received,,open,email,0.88,N
EV000401,certificates,certificate_request,MER-CERT0027,2025-12-09T05:00:00,E013,certificate_issued,open,issued,MER-COI0027.pdf,1.0,N
