PICK_ID,SO_NUMBER,SO_LINE,ITEM_ID,QTY_TO_PICK,QTY_PICKED,BIN_LOCATION,PICKER_ID,PICK_DATE,SHIPMENT_ID
PK-00289,13419,1,CAB1420-107,2,2,F-24-3,E017,2025-08-24,SH-50067
PK-00290,13419,2,LOC3410-092,50,50,F-12-1,E014,2025-08-25,SH-50067
PK-00291,13419,4,LOC3410-092,25,25,E-40-5,E012,2025-08-25,SH-50067
PK-00292,13419,5,NIT1250-117,12,12,A-25-2,E015,2025-08-24,SH-50067
PK-00293,13419,6,6308-882,200,200,A-01-1,E013,2025-08-25,SH-50067
PK-00294,16170,1,CABsize8-111,12,12,D-10-5,E015,2025-10-31,SH-50068
PK-00295,16170,2,ANCM8-040,200,200,F-16-2,E021,"Oct 30, 2025",SH-50068
PK-00296,16170,3,HOSsize6-084,6,6,E-22-4,E013,2025-10-31 ,SH-50068
PK-00812,12372,4,CUTM6-047 ,200,200,A-20-1,E013,2025-11-30,SH-50193
PK-00297,15683,1,ABRM12-046,200,200,B-23-2,E021,2025-12-03,SH-50069
PK-00298,15683,2,HOSsize6-084,12,12,F-12-4,E015,"Dec 02, 2025",SH-50069
PK-00299,15683,3,LOC60-069,100,99,A-31-5,E021,2025-12-02,SH-50069
PK-00300,15683,5,HOSsize6-084,25,25,A-26-4,,2025-12-02,SH-50069
PK-00301,17352,1,SOC1250-011,12,12,B-24-5,E021,"Jul 14, 2025",SH-50070
,19561,1,CUT2000-023,6,,C-12-5,E020,2025-06-08,SH-50071
PK-00303,19561,2,LOC5811-099,25,25,A-34-3,E015,2025-06-09,SH-50071
PK-00304,19561,3,HEXsize8-000,12,12,D-06-3,E020,06/09/2025,SH-50071
PK-00305,11362,,FLAM12-013,1,1,B-40-2,E017,2026-03-19,SH-50072
PK-00306,11362,2,HEX60-055,4,4,C-24-2,E019,"Mar 20, 2026",SH-50072
PK-00307,11362,3,SOC51618-057,25,,D-25-2,E013,2026-03-19,SH-50072
PK-00308,11362,4,NIT80-132,200,200,C-18-4,E015,2026-03-19,SH-50072
PK-00309,19035,1,NIT1250-117,1,1,D-38-4,E017,,SH-50073
PK-00310,10474,1,LOC5811-099,25,25,C-38-4 ,E016,03/24/26,SH-50074
PK-00311,10474,3,ABRM12-109 ,10,10,E-35-4,E019,2026-03-24,SH-50074
PK-00312 ,10474,4,HEXM8-094,10,10,F-28-3,E017,2026-03-24,SH-50074
PK-00313,10474,5,FLA1213-026,10,10,F-03-1,E012,,SH-50074
PK-00314 ,10474,6,SOC1250-123,10,10,B-37-2,E016,2026-03-24,SH-50074
PK-00315,10474,8,ANC3410-034,3,3,D-08-4,E018,25-Mar-2026,SH-50074
PK-00316,12868,1,SOC1250-123,100,100,E-23-5,E019,2026-02-26,SH-50075
PK-00317,17754,1,ANC3816-039,12,12,A-20-2,E015,06/23/2025,SH-50076
PK-00318,17754,2,ABRM8-051,4,4,C-37-1,E018,06/23/2025,SH-50076
PK-00319,17754,3,LOC60-135,,25,C-39-5,E016,2025-06-22,SH-50076
PK-00320,17754,,HEX1420-014 ,50,50,C-40-2,E018,2025-06-23,SH-50076
PK-00321,16425,1,ABRsize6-012,6,6,D-22-1,E020,2026-02-04,SH-50077
PK-00322 ,16425,2,LOC3410-096,4,4,F-31-1,E017,2026-02-05,SH-50077
PK-00323,16425,4,NIT1250-117,25,25,A-24-3,E012,2026-02-04,SH-50077
PK-00324,10795,1,ANC3410-034,1,1,B-01-5,E014,2025-11-01,
PK-00325,13572,1,CAB1420-125,100,100,F-34-1,E012,2025-09-15,SH-50079
PK-00326,13572,2,FLAsize8-045,1,1,C-17-2,E018,2025-09-14,SH-50079
PK-00327,16604,1,CUT3410-037,4,4,B-05-5,E016,05/29/25,SH-50080
PK-00328,16604,3,CUTM6-041,4,4,F-01-4,E016,2025-05-28,SH-50080
PK-00329,11948,1,CUT5811-066,1,1,C-38-1,E018,08/14/25,SH-50081
PK-00330,11948,2,ANC51618-019,50,50,F-37-5,E021,2025-08-13,SH-50081
PK-00331,11948,3,HOSsize6-084,2,2,B-13-2,E014,2025-08-13 ,SH-50081
PK-00332,11948,4,CAB1250-008,4,4,C-33-2,E018,08/13/25,SH-50081
PK-00333,11948,5,LOC3410-092,1,1,D-30-5,E020,2025-08-13,SH-50081
PK-00334,11948,6,CUT1213-024,2,2,F-22-2,E015,2025-08-14,SH-50081
PK-00335,11598,1,HEX3410-042,25,25,E-29-4,E020,2025-06-26,SH-50082
PK-00336,11598,3,LOC3410-096,12,,F-09-2,E012,2025-06-27,SH-50082
PK-00337,11598,4,HEX1250-124,25,,A-24-3,E015,06/26/2025,SH-50082
PK-00338,17735,1,DRI3410-068 ,50,50,C-15-5,E013,08/02/2025,SH-50083
,17735,2,DRIM10-072,25,25,A-21-3,E021,2025-08-02,SH-50083
PK-00340 ,17735,3,CUT3410-037,100,100,A-18-2,E016,08/01/2025,SH-50083
PK-00341,17735,4,CUTsize8-078 ,50,50,E-28-4,E018,2025-08-01,SH-50083
PK-00342,10765,1,CAB5811-137,1,1,C-39-1 ,,2025-11-05 ,SH-50084
PK-01410,17988,1,SOC2000-025,50,50,C-38-4,E013,2025-12-17,SH-50326
PK-00343,10765,3,FLAsize8-045,25,25,E-39-2,E020,2025-11-06,SH-50084
PK-00344,10765,4,SOCsize6-063,10,10,D-35-1,E018,11/05/25,SH-50084
PK-00345,10765,5,HOSM12-104,10,10,E-24-5,E016,2025-11-06,SH-50084
PK-00346,10765,6,CUT50-067,200,200,D-36-4,E020,"Nov 05, 2025",SH-50084
PK-00347,10765 ,7,BRG-6205-IMP,4,4,A-13-2,E016,2025-11-06,SH-50084
PK-00348,12983,1,ANC51618-019,2,2,E-12-2 ,E020,2025-06-18,SH-50085
PK-00349,12983,2,DRIM12-083,2,2,F-20-4,E014,2025-06-18,SH-50085
PK-00350,12983,3,ABR50-010,6,6,A-28-4,E016,2025-06-17,SH-50085
PK-00351,12983,4,FLA60-122,1,1,F-19-4,E021,2025-06-17,SH-50085
PK-00352,13233,1,DRI3410-068,25,25,D-04-4,E016,06/19/25,SH-50086
PK-00353,13233,2,HOS1213-006,25,25,C-27-5 ,E017,2025-06-18,SH-50086
PK-00354,13233,3,DRI2000-048,50,50,D-28-1,E015,2025-06-19,SH-50086
PK-00355,13233,4,LOCM6-053,50,50,A-27-3,E014,2025-06-18,SH-50086
PK-00356,13233,5,ANC3410-034,1,1,C-22-1,E017,06/18/2025,SH-50086
PK-00357,13233,6,CAB1420-107,25,25,C-40-3,E016,"Jun 18, 2025",SH-50086
PK-00358,18229,1,CUT1213-024,50,50,D-07-2,E012,03/24/2026,SH-50087
PK-00359,18229,3,DRI3410-068,1,1,B-06-2,E017,2026-03-25,SH-50087
PK-00321,16425,1,ABRsize6-012,6,6,D-22-1,E020,2026-02-04,SH-50077
PK-00360,18229,4,HEX1420-014,1,1,F-17-1,E017,2026-03-25,SH-50087
PK-00361,19228,1,DRIsize8-138,100,100,D-27-3,E016,2025-07-31,SH-50088
PK-00362,19228,2,CUT50-067,2,2,F-06-2,E018,2025-07-30,SH-50088
PK-00363,19228,3,FLA50-065,4,4,F-21-3,E019,2025-07-31,SH-50088
PK-00364,19228,4,LOC60-069,4,4,D-21-2,E021,2025-07-31,SH-50088
PK-00365,19228,5,LOCM6-053,6,6,B-22-4,E013,07/30/2025,SH-50088
PK-00366,11676,1,CUT60-119,6,6,B-07-3,E016 ,2026-01-29,
PK-00367,11676,2,ANCM8-001,3,3,A-33-1,E017,2026-01-29,SH-50089
PK-00368,11676,3,ABR1250-018,6,6,F-39-5,E020,2026-01-29,
PK-00369,17241,1,HEX1250-124,2,2,F-20-1,E014,12/04/2025,SH-50090
PK-00370,17241,2,HEXsize8-101,4,4,F-39-1,E016,2025-12-04,SH-50090
PK-00371,17241,3,LOCM6-130,100,100,A-37-1,E019,2025-12-03,SH-50090
PK-00372,17241,5,LOC60-069,1,1,A-04-4,E020,03-Dec-2025,SH-50090 
PK-00373,17241,6,FLA1420-090,25,25,B-11-1,E014,2025-12-03,SH-50090
PK-00374,17241,7,CUT60-119,25,25,E-03-2,E013,"Dec 03, 2025",SH-50090
PK-00375,17241,8,CUT60-119,2,2,E-09-5 ,E018,2025-12-03,SH-50090 
PK-00376,16676,1,,2,2,C-40-2,E013,2025-05-23,SH-50091
PK-00377,15882,1,SOCM10-021,25,25,E-35-2,E015,2025-06-24,SH-50092
PK-00378,10815,1,NIT1250-117,,4,D-23-5,E017,2025-11-21,SH-50093
PK-00379,15535,1,ABR1250-018,2,2,B-07-5,E020,10/17/25,SH-50094
PK-00380,14974,1,ANCM6-073,1,1,E-36-1,E018,,SH-50095
PK-00381,16074,,LOC1420-087,1,1,C-10-4,E013,03/01/2026,SH-50096
PK-00382,16074,2,SOC51618-129,100,100,E-07-3,E013,2026-02-28,SH-50096
PK-00383,16074,3,LOC5811-099,6,6,D-21-4,E013,2026-02-28,SH-50096
PK-00384,16074,4,CUT50-067,25,25,E-05-4,E020,02/28/2026,SH-50096
PK-00385,16074,5,HEXM10-131,100,100,E-39-3,E021,01-Mar-2026,SH-50096
PK-00386,16074,6,DRI1500-016,10,10,E-04-2,E012,2026-03-01,SH-50096
PK-00387,16074,7,LOCM6-053,200,200,D-32-5,E015,2026-03-01,SH-50096
PK-00388,16074,8,HOS1213-006,50,49,A-03-3,E017,2026-03-01,SH-50096
PK-00389,14398,1,DRIsize4-017,10,,F-03-2,E015,2026-01-17,SH-50097
PK-00390,14398,2,LOC2000-115,50,50,F-19-2,E018,"Jan 17, 2026",SH-50097
PK-00391,14398,3,LOCM6-053,4,4,C-10-2,E013,2026-01-17,SH-50097
PK-00392,,4,DRIsize4-077,6,6,C-07-5,E015,2026-01-17,SH-50097
PK-00393,14398 ,6,CUT2000-023,1,,C-31-4,E016,2026-01-18,SH-50097
PK-00394,14398,7,HOS1213-006,25,25,A-23-3,E012,"Jan 18, 2026",SH-50097
PK-00395,16508,1,CUTM6-041,1,1,E-29-5,E013,2025-12-19,SH-50098
PK-00396,16508,2,FLAM12-013,,100,E-34-4,E014,2025-12-20,SH-50098
PK-00987,14023,5,HEX60-055,100,100,E-04-2,E021,10-Feb-2026,SH-50224
PK-00397,16508,3,NITM12-036,25,25,A-20-3,E014,2025-12-19,SH-50098
PK-00398,16508,4,SOC51618-129,2,2,D-11-1,E017,19-Dec-2025,SH-50098 
PK-00399,16508,5,HEX60-080,100,100,C-18-5,E014,2025-12-20,SH-50098
PK-00400,16508,6,ANCM10-050,50,50,A-01-3,E017,2025-12-19,SH-50098
PK-00401,11343,1,FLA1420-002,4,4,E-20-1,E015,2025-06-29,SH-50099
PK-00402,11343,2,DRISIZE6-110,50,50,C-30-2,E019,2025-06-28,SH-50099
PK-00403,11343,3,CUT1420-049,6,6,C-35-2,E019,2025-06-28,SH-50099
PK-00404,11343,4,CAB50-127,10,10,C-24-5,E013,"Jun 28, 2025",SH-50099
PK-00405,11343,5,LOC60-135,12,12,E-02-1,E014,2025-06-28,SH-50099
PK-00406,11343,7,CAB1420-125,12,12,D-06-5,E013,2025-06-28,SH-50099
PK-00407,11401,1,ANCM8-001,1,1,B-16-3,E019,12/23/25,SH-50100
PK-00408,11401,2,LOC2000-115,200,200,E-37-2,E016,23-Dec-2025,SH-50100
PK-00409,11401,3,SOC51618-057,4,4,E-25-2 ,E018,12/24/25,
PK-00410,11401,4,ABRM12-095,50,50,F-33-3,E019,"Dec 24, 2025",SH-50100
,11401,5,HOS1000-086,12,12,A-09-3,E014,12/24/25,SH-50100
PK-00412,17386,1,HOS1213-006,2,2,E-15-3,E019,2025-10-08,SH-50101
PK-00413,17386,2,SOCsize6-063,10,10,A-29-2,E016 ,2025-10-09,SH-50101
PK-00414,17386,3,HEX60-055,10,10,B-34-4,E013,2025-10-09,SH-50101
PK-00415,11493,1,CAB1420-107,6,6,A-01-4,E021,2026-02-13,SH-50102
PK-00416,16390,1,CUT2000-023,12,12,E-23-3,E012,2025-05-10,SH-50103
PK-00417,16390,2,HEX1420-014,12,12,F-26-3,E017,"May 10, 2025",SH-50103
PK-00418,16390,3,LOC1420-087,10,10,C-18-3,E015,05/10/2025,SH-50103
PK-00419,16390,,ANC80-062,2,2,B-19-1,E014,2025-05-09,SH-50103
PK-00420,16390,5,DRIsize4-077,10,10,D-15-5,E017,2025-05-10,SH-50103
PK-00261,16494,3,LOCsize8-120,4,4,B-15-1,E021,01/28/2026,SH-50060
PK-00421,16390,6,DRI1500-016,200,200,C-26-1,E015 ,2025-05-10,SH-50103
PK-00422,11415,1,ANC3410-074,3,3,A-24-5,E015,2025-10-10,SH-50104
PK-00423,11415,2,CUT1500-089,4,4,D-30-2,E020,2025-10-10,SH-50104
PK-00424,16821,1,DRIM10-072 ,200,200,E-33-2,E018,,SH-50105
PK-00425,16821,2,LOCM6-053,10,10,B-06-5,E015,2026-01-23,SH-50105 
PK-00426,16821,4,BRG-6205,4,4,F-33-4,E017,2026-01-22,SH-50105
PK-00427,16821,5,LOCM8-108,10,10,A-19-1,E018,2026-01-22,SH-50105
PK-00428,16045,1,DRIM10-072,6,6,F-05-4,E012,2026-03-18,SH-50106
PK-00429,16045,2,ANCsize6-005,5,5,D-19-2,E013,2026-03-19,SH-50106
PK-00755,10699,3,HEX1250-124,1,1,F-25-1,E014,2026-02-20,SH-50179 
PK-00430,16045,3,DRI2000-004,10,10,F-32-1,E018,2026-03-19,SH-50106
PK-00431,16045,4,HOS1000-086,100,100,E-10-3,E014,03/19/2026,SH-50106
PK-00432,16045 ,5,FLAsize6-134,12,12,C-34-4,E015,19-Mar-2026,SH-50106
PK-00433,16045 ,6,CAB1250-008,6,6,D-05-4,E015 ,2026-03-19,SH-50106
PK-00434,16045,7,ANCM6-073,25,25,F-40-2,E013,"Mar 18, 2026",SH-50106
PK-00435,19757,2,FLAsize6-134,4,4,C-14-2,E015,"Aug 20, 2025",SH-50107
PK-00436,19757,3,FLAsize8-029,2,2,B-27-3,E012,08/19/2025,SH-50107
PK-00437,19757,4,FLAM12-013,25,25,B-19-1,E020,08/20/25,SH-50107
PK-00438,19757,5,DRIsize4-077,50,50,B-02-4,E018,"Aug 19, 2025",SH-50107 
PK-00439,19757,6,FLA60-122,1,1,A-37-5,E016,08/19/25,SH-50107
PK-00440,19757,7,LOC3410-096,1,1,E-03-2,E018,"Aug 19, 2025",SH-50107
PK-00441,14207,1,ANCM10-050,50,50,C-33-1,E021,2025-11-18,SH-50108
PK-00442,14207,2,ANCM8-040,100,100,F-32-4,E013,2025-11-18,SH-50108
PK-00443,14207,3,,6,6,B-09-5,E020,2025-11-19,SH-50108
PK-00444,14207,4,FLAsize6-134,4,4,F-20-2,E016,11/19/2025,SH-50108
PK-00445,14207,5,HOSsize8-128,12,12,E-03-4,E014,2025-11-19,SH-50108
PK-00446,14207,6,FLA50-065,25,25,A-07-3,E021,2025-11-19 ,
PK-00447,14207,7,LOC3410-092,100,100,C-27-5,E017,"Nov 18, 2025",SH-50108
PK-00448,14207,8,ANC51618-020,1,1,A-01-5 ,E012,2025-11-19,SH-50108
PK-00449,18622,1,CAB5811-137,12,12,D-37-4,E020,08/27/25,SH-50109
PK-00450,18622,,,2,2,A-40-3,E017,2025-08-27,SH-50109
PK-00451,18622,3,LOC3410-096,1,1,E-34-3,E016,2025-08-27,SH-50109
PK-00452,18622,4,CABsize4-075,10,10,C-08-5,E015,2025-08-27,SH-50109
PK-00453,18622,5,ABR1250-018 ,6,6,F-38-2,E017,08/26/2025 ,SH-50109
PK-00454,14397,1,DRI3410-068,25,25,E-06-1,E012,02/12/26 ,SH-50110 
PK-00455,14397,2,CUTsize8-078,12,12,B-33-1,E016,2026-02-11,SH-50110
PK-00456,14397,3,FLA3410-112,2,2,C-05-2,E018,2026-02-12,SH-50110
PK-00457,14397,4,ANCM12-027,4,,A-07-4,E012,02/12/2026,SH-50110
PK-00458,14397,5,LOCM6-130,50,,D-08-5 ,E015,2026-02-12,SH-50110
PK-00459,14076,,FLAsize6-134,10,10,A-03-1,E019,"Sep 29, 2025",SH-50111
PK-00460,14076,2,LOC60-135,6,6,F-40-3,E014 ,29-Sep-2025,SH-50111
PK-00461,14076,3,CUTM6-061,50,49,A-15-3,E015,09/30/25,SH-50111
PK-00462,14705,2,HEXM10-131,50,50,D-38-2,E019,2025-11-29,SH-50112
PK-00463,14705,3,HEXM8-094,12,12,F-36-3,,11/29/25,SH-50112
PK-00464,14705,4,LOC60-135,200,200,D-17-5,E015,2025-11-29,SH-50112
,14705,5,LOC2000-115,10,10,E-13-4,,2025-11-29,SH-50112
PK-00466,14705,6,HOSsize6-103,25,25,B-03-5,E014,30-Nov-2025,SH-50112
PK-00467,14705,7,ABRsize6-012,12,12,C-15-1,E015,11/29/2025,SH-50112
PK-00468,14705,8,HOSM10-070,100,100,C-19-5,,2025-11-29,SH-50112
PK-00469,16947,1,FLA60-122,6,6,D-32-4,E021,,SH-50113
,16947 ,2,ANC3410-074,1,1,B-13-3,E018,11-Jun-2025,SH-50113
PK-00471,16947,3,FLA1420-090,10,9,D-14-2,E019,2025-06-11,SH-50113
PK-00472,16947,4,BRG-6205-IMP,4,4,D-14-5,E018,2025-06-10,SH-50113 
PK-00473,16947,5,LOC60-060,25,25,B-25-4,E018,"Jun 11, 2025",SH-50113
PK-00474,16163,1,ANCM6-073,4,4,D-13-4,E017,"May 04, 2025",SH-50114
PK-00475,16163,2,DRIM10-072,25,25,F-31-4,E013,2025-05-05,SH-50114
PK-00476,16163,3,LOC60-060,200,200,B-16-5,E013,05/04/25,SH-50114
PK-00477,16163,4,ANC3410-034,5,5,E-08-1,E014,2025-05-04,SH-50114
PK-00478,12686,1,,2,2,A-40-2,E016,2025-11-14,SH-50115
PK-00479,12686,2,LOCM10-085,25,25,E-28-5,E020,11/15/2025,SH-50115
PK-00480,12686,3,,4,4,A-19-1,E020,11/15/25,SH-50115
PK-00481,12686,4,LOC60-060,6,6,D-32-3,E018,11/14/2025,SH-50115
PK-00482,12686,5,CUTM6-047,50,50,F-25-4,E020,2025-11-14,SH-50115
PK-00483,12686,6,ABRsize8-003,12,12,D-34-4,E012,11/15/25,SH-50115
PK-00484,18718,1,LOCsize8-120,12,12,F-12-5,E021,06-Jun-2025,SH-50116
PK-00485,18718,2,CABsize4-075,4,4,B-39-4,E014,06/07/2025,SH-50116
PK-00486,,3,LOCM8-108,10,10,D-36-2,E014,06/06/2025 ,SH-50116
PK-00487,16965,1,NIT1250-117,12,12,A-16-1,E021,"Feb 27, 2026",SH-50117
PK-00488,16965,2,FLAsize8-045,4,4,C-28-2,E019,02/27/2026,SH-50117 
PK-00489,16965,3,ABRsize8-032,25,25,E-05-1,,2026-02-26,SH-50117
PK-00490,17965,1,LOC2000-115,10,10,A-18-1,,11/28/2025,SH-50118
PK-00491,10559,1,LOC2000-115,4,4,F-34-2,E015,2025-06-16,SH-50119
PK-00492,10559 ,2,FLAM12-013,200,200,B-28-3,E012,2025-06-17,SH-50119
PK-00493,12328,1,ANCM8-040,50,50,C-05-2,E017,2025-10-11,SH-50120
PK-00494 ,17894,1,LOCM10-085,12,12,A-13-3,E019,09/11/25,SH-50121
PK-00495,17894,2,DRIsize6-110,25,25,F-12-5,E013,2025-09-12,SH-50121
PK-00496,17894,3,DRI3816-044,25,24,D-37-2,E015,"Sep 12, 2025",SH-50121
PK-00497,17894 ,4,SOC1500-097,200,200,B-10-3,E013,"Sep 11, 2025",SH-50121
PK-00498,17894,5,LOCM6-053,2,2,F-39-3,E012 ,2025-09-12,SH-50121
PK-01203,11175,4,ABR1250-018,50,50,E-23-5,E021,11-May-2025,SH-50276
PK-00499,17894,6,CUTM12-054,200,200,B-24-2,E012,09/12/25,SH-50121
PK-00500,17894,7,ANCM10-050,25,25,A-01-4,E019,,SH-50121
PK-00501,12971,1,,10,10,B-24-2,E014,10/19/25,SH-50122
PK-00502,12971,3,LOC3410-092,25,25,B-34-5,E014,2025-10-19,SH-50122
PK-00503,,4,ANCM8-001,1,1,F-36-1,E016,"Oct 19, 2025",SH-50122
PK-00504,12971,5,FLAM10-028,200,199,B-24-3,E020,2025-10-18,SH-50122
PK-00505,19138,1,LOC60-135,10,10,B-02-2,E015,"May 25, 2025",SH-50123
PK-00506,19138,2,LOCsize4-081,25,25,F-27-2,E013,2025-05-24,SH-50123
PK-00507,16103,,DRIsize8-138,6,6,F-27-2,E021,2025-09-09,SH-50124
PK-00508,11828,1,ANC3410-034,1,1,E-17-5,E012,2025-11-04,SH-50125
PK-00509,11828,2,ANCM6-043,100,100,D-10-2,E014,2025-11-04,SH-50125
PK-00510,11828,3,NIT1000-088,200,200,D-29-1,E014,2025-11-04,SH-50125
PK-00511,11828,5,SOCsize6-098,1,1,B-04-3,E020,2025-11-03,SH-50125
PK-00512,11828,6,DRI3816-044,25,25,A-08-5,E013,03-Nov-2025,SH-50125
PK-00513,11828,7,FLAsize6-134,25,25,C-06-1,E018,2025-11-03,SH-50125
PK-00514,11828,8,LOCM6-053,100,100,C-20-2,E013,04-Nov-2025,SH-50125
PK-00515,19351,1,LOCM8-108,4,3,A-26-2,E020 ,2026-02-08,SH-50126
PK-00709,17147,1,LOCM10-085,12,12,C-01-3,E019,07-Nov-2025,SH-50169
PK-00516,19351,2,SOC1250-123,1,1,D-24-1,E018,2026-02-07,SH-50126
PK-00517,19351,3,HEXM10-131 ,4,4,D-37-5,E016,2026-02-07,SH-50126
PK-00518,19351,4,NIT80-132,2,2,D-19-5,E016,2026-02-07,SH-50126
PK-00519,19351,5,ANCsize6-005,1,1,F-30-3,E014,2026-02-08,SH-50126
PK-00520,19351,6,FLA3410-112,25,25,D-28-3,E017,2026-02-07,SH-50126
PK-00521,18933,1,CUT3816-058,10,10,D-20-5,E014,2026-01-01,SH-50127
PK-00522,18933,2,CUT1500-089,1,1,,E014,31-Dec-2025,SH-50127
PK-00523,18933,3,CAB1250-008,100,100,F-37-1,,,SH-50127
PK-00524,18933,4,HEX60-055,1,1,E-14-3,E013,01/01/26 ,SH-50127
PK-00525,18933,5,HOSM12-104,50,50,D-07-1,E018,2026-01-01,SH-50127
PK-00526,18933,6,FLAsize8-029,10,10,C-07-5,E019,2026-01-01,SH-50127
PK-00527,18933,7,LOC3410-096,2,2,C-11-2,E013,12/31/25,SH-50127 
PK-00528,10240,1,HOS1213-006,25,25,B-08-1,E012,04-Dec-2025,SH-50128
PK-00529,10240,2,ANCM10-050,10,10,D-29-5,E013,2025-12-04,SH-50128
PK-00530,19034,1,SOC51618-129,4,4,D-27-5,E013,03/22/2026 ,SH-50129
PK-00531,19034,3,DRIsize4-077,200,200,D-13-4,E019,2026-03-22,SH-50129
PK-00532,19034,4,CUT1420-049,100,100,F-22-1,E016,03/22/2026,SH-50129
PK-00533,17120,1,ABR1500-059,50,50,A-33-4,E016,2025-08-31,SH-50130
PK-00534,17120,2,LOC1420-087,12,12,B-04-1 ,E014,08/31/2025,
PK-00535,17120,3,CUT3410-037,50,50,B-12-3,E012,30-Aug-2025,SH-50130
PK-00536,17120,,ANCM8-040,2,2,D-07-5,E012,2025-08-30,SH-50130
PK-00537,17120,5,LOC1420-087,12,12,E-09-2,E012 ,2025-08-30,SH-50130
PK-00538,17120,6,SOC51618-129,6,6,A-11-4,E021,2025-08-30,SH-50130
PK-00539,13266,1,CUT3410-037,4,4,F-05-3,E015,11/16/25,SH-50131
PK-00540,13266,2,HOSsize8-128 ,4,4,F-24-5 ,E013,2025-11-15,SH-50131
PK-00541,13266,3,HEXsize8-101 ,2,2,C-36-1,E018,16-Nov-2025,SH-50131
PK-00542,13266,4,CUT60-119,200,200,C-20-3,E012,16-Nov-2025,SH-50131
PK-00543,13266,6,HEX2000-093,50,50,F-12-4,E021,2025-11-16,SH-50131
PK-00544,13266,7,DRI2000-048,200,200,B-29-2,E018,2025-11-16,SH-50131
PK-00545,11443,1,FLAsize8-045,10,10,D-28-1,E020,2026-03-21,SH-50132
PK-00546,11443,3,ABR1250-018,6,6,E-30-2,E017,2026-03-21,SH-50132
PK-00547,11443,6,SOC51618-057,2,2,F-03-4,E017,2026-03-21,SH-50132
PK-00548,11443,7,ANCM6-043,6,5,B-05-1,E020,22-Mar-2026,SH-50132
PK-00549,13171,2,ABRM12-046,100,100,C-12-1,E018,"Oct 12, 2025",SH-50133
PK-00550,14944,1,6308-882,12,12,A-30-1,E019,2025-10-01,SH-50134
PK-00551,15271,1,CUT50-067,,25,D-12-1,E016,2025-12-27,SH-50135
PK-00552,15271,2,NIT1000-088,12,12,E-29-2,E020,12/27/2025,SH-50135
PK-00553,,3,ABRM12-046,12,12,F-26-5,,2025-12-26,SH-50135
PK-00554,15271,4,ANC3816-039,100,100,E-01-3 ,E015,2025-12-27,SH-50135
PK-00555 ,15271,5,LOCM8-108,6,6,E-34-1,E012,2025-12-26,SH-50135
PK-00556,15271,6,ABRsize8-032,50,50,E-27-1,E021,2025-12-27,SH-50135
PK-00557,18029,2,LOC1250-102,50,50,F-11-5,E014,"MAY 21, 2025",SH-50136 
PK-00873,18003,1,NIT1375-106,25,24,C-28-3,E016,07/04/2025,SH-50206
PK-00558,18029,3,ABRM8-051,2,2,F-33-4,E013,05/22/2025,SH-50136
PK-00559,18029,4,LOCM6-053,12,12,A-17-1,E018,22-May-2025,SH-50136
PK-00560,18029,5,FLA1213-026,10,10,A-19-3,E015,2025-05-22,
PK-00425,16821,2,LOCM6-053,10,10,B-06-5,E015,2026-01-23,SH-50105 
PK-00561,18029,6,DRI2000-048,1,1,A-30-1,E012,2025-05-21,SH-50136
PK-00562,18029,7,CAB1420-125,4,4,C-17-2,E016,05/22/25,SH-50136
PK-01405,10738,2,FLAsize6-134,6,6,F-01-1,E015,23-Aug-2025,SH-50325
PK-00563,17091,1,ANCM8-040,1,1,D-03-5,E013,2025-06-03,SH-50137
PK-00564,17091,2,HEX80-033,6,6,D-05-1,E016,2025-06-03,SH-50137
PK-00565,17091,3,ABR50-010,100,100,F-29-3,E020 ,2025-06-03,SH-50137
,19519,1,LOC5811-099,2,2,B-20-4,E012,2025-09-25,SH-50138
PK-00567,11694,1,DRI2000-048,12,12,C-32-2,E013,01/16/26,SH-50139 
PK-00568,11694,2,ANC3410-074,5,5,B-36-3,E019,2026-01-17,SH-50139
PK-00569,11694,3,,200,200,F-20-1,E019,2026-01-17,SH-50139
PK-00570,11694,4,HOSM12-104,2,2,E-03-1,E013,2026-01-16,SH-50139
PK-00571,11694,6,ANCM10-050,6,,C-27-5,E017,01/16/2026,SH-50139
PK-00572,11694,7,HEXsize8-000 ,25,25,F-34-2,E016,01/17/2026,SH-50139
PK-00573,11694,8,CUTM6-061,2,2,B-12-4,E019,2026-01-17,SH-50139
PK-00574,10095,2,CUT3816-058,12,12,C-22-3,E021,03/22/26,SH-50140
PK-00575,19530,1,FLA50-065,100,100,F-16-4,E012,2025-11-03,SH-50141
PK-00576,19530,2,CABsize4-007,200,200,E-29-2,E015,11/03/25,SH-50141
PK-00577,11393,1,ABR1500-059,1,1,E-11-3,E014,16-Dec-2025,SH-50142
PK-00578,11393,2,ANCM6-043,10,10,A-25-4,E013,16-Dec-2025,SH-50142
PK-00579,11393,3,CUTM12-054,100,100,A-38-1,E013,2025-12-16,SH-50142
PK-00580,11393,4,CUT1420-049,2,2,C-01-5,,2025-12-16,SH-50142
PK-00581,11393,5,HEX1250-124,4,4,C-25-5,E014,2025-12-17,SH-50142
PK-00582 ,10216,1,DRI3816-044 ,100,100,F-05-3,E018,2025-06-14,SH-50143
PK-00583,10216,2,LOC1250-102,12,11,C-08-1,E018,2025-06-15,SH-50143
PK-00584,10216,3,DRI3816-044,100,100,C-36-1,E014,2025-06-14,SH-50143
PK-00585,10216,4,HHCS-254,,6,B-30-5,E015,"Jun 15, 2025",SH-50143
