SHIPMENT_ID,SO_NUMBER,CUSTOMER_ID,SHIP_TO_ID,SHIP_DATE,CARRIER,MODE,SERVICE,TRACKING_NUMBER,CARTONS,WEIGHT_LB,FRT,FRT_BILLED,SHIPPED_BY,PACKING_SLIP,STATUS
SH-50140,10095,RFS-CUST0008,RFS-CUST0008-S1,22-Mar-2026,LTL - XPO,LTL,,PRO378159771,27,1055.4,$596.40,0.0,E017,PS-SH-50140.pdf,Delivered
SH-50141,19530,RFS-CUST0018,RFS-CUST0018-S1,,Company Truck,LTL,,PRO702134377,579,23120.0,"$12,736.34",16684.61,E020,PS-SH-50141.pdf,DELIVERED
SH-50142,11393,RFS-CUST0012,RFS-CUST0012-S1,2025-12-17,UPS Ground,LTL,,1Z8441141778,157,,3465.91,0.0,E017,PS-SH-50142.pdf,Delivered
SH-50143,10216,RFS-CUST0008,RFS-CUST0008-S1,06/15/2025,LTL - XPO,LTL,,PRO657786701,367,14670.8,8087.59,8896.35,E013,PS-SH-50143.pdf,DELIVERED
SH-50144,15913,RFS-CUST0003,RFS-CUST0003-S1,20-Feb-2026,UPS Ground,LTL,,1Z8742258902,346,13835.4,7627.96,7933.08,E020,PS-SH-50144.pdf,Delivered
SH-50177,18579,RFS-CUST0013,RFS-CUST0013-S1,2025-06-22,LTL - Estes,LTL,,PRO477932526,42,1658.6,$928.28,0.0,E012,PS-SH-50177.pdf,Delivered
SH-50145,10997,RFS-CUST0023,RFS-CUST0023-S1,2025-10-21,LTL - XPO,LTL,,PRO665952380,60,2363.8,1316.28,1658.51,E016,PS-SH-50145.pdf,Delivered
SH-50146,12874,RFS-CUST0014,RFS-CUST0014-S1,22-Jan-2026,LTL - Estes,LTL,,PRO428965304 ,66,2635.5,1465.77,1949.47,E021,PS-SH-50146.pdf,Delivered 
SH-50147,13011,RFS-CUST0021,RFS-CUST0021-S1,2025-07-13,Customer Pickup,LTL,,PRO677429078,69,2725.4,1515.24,0.0,E012,PS-SH-50147.pdf,Delivered
SH-50148,,RFS-CUST0004,RFS-CUST0004-S1,07/04/2025 ,FedEx Ground,LTL,,359843044660,48,1885.0,1052.85,1179.19,E015,PS-SH-50148.pdf,Delivered
SH-50149 ,11784,RFS-CUST0001,RFS-CUST0001-S1,02-Jul-2025,FedEx Ground,LTL,,216305506397,24,928.5,$526.58,0.0,E014,PS-SH-50149.pdf,Delivered
SH-50150,12735,RFS-CUST0020,RFS-CUST0020-S1,06-Feb-2026,FedEx Ground,LTL,,224341919971,261,10414.5,"$5,745.78",0.0,E020,PS-SH-50150.pdf,Delivered
SH-50151,10337,RFS-CUST0009,RFS-CUST0009-S1,,LTL - Estes,LTL,,PRO803660354,74,2923.6,1624.28,0.0,E013,PS-SH-50151.pdf,Delivered
SH-50152,16975,RFS-CUST0004,RFS-CUST0004-S1,2025-12-23 ,FedEx Ground,LTL,,165503207877,400,15983.5,8809.84,0.0,E016,PS-SH-50152.pdf,Delivered
SH-50153,15626,RFS-CUST0008,RFS-CUST0008-S1,23-Mar-2026,LTL - XPO,LTL,,PRO823881088,206,8235.2,4546.73,0.0,E013,PS-SH-50153.pdf,Delivered
SH-50154,15572,RFS-CUST0014,RFS-CUST0008-S1,21-Nov-2025,LTL - Estes,LTL,,,322,,7091.13,0.0,E020,PS-SH-50154.pdf,Delivered
SH-50155,14355,RFS-CUST0006,,2025-08-18,Customer Pickup,LTL,,PRO339365032,54,2125.8,1185.34,0.0,E014,PS-SH-50155.pdf,
SH-50156,12844,RFS-CUST0022,RFS-CUST0022-S1,2025-11-09,UPS Ground,LTL,,1Z9706421287,235,9380.4,"$5,176.82",0.0,E013,PS-SH-50156.pdf,Delivered
SH-50157,18848,RFS-CUST0023,RFS-CUST0023-S1 ,2025-05-22,LTL - XPO,LTL,,PRO314292673,120,4768.4,"$2,639.29",0.0,E020,PS-SH-50157.pdf,Delivered
SH-50158 ,16592,RFS-CUST0022,RFS-CUST0022-S1,2025-07-10,UPS Ground,LTL,,1Z3324866532,379,15132.8,"$8,341.79",8842.3,E017,PS-SH-50158.pdf,Delivered
SH-50159,12377,RFS-CUST0008,RFS-CUST0008-S1,2025-05-26,LTL - XPO,LTL,,PRO196883951,61,2421.0,1347.75,1563.39,E018,PS-SH-50159.pdf,Delivered
,16091,RFS-CUST0016,RFS-CUST0016-S1,"Feb 25, 2026",UPS Ground,LTL,,1Z3697619637,19,754.1,$430.63,0.0,E021,PS-SH-50160.pdf,Delivered
SH-50161,19075,RFS-CUST0010,RFS-CUST0010-S1,2025-06-05,UPS Ground,LTL,,1Z3725827595,65,2561.2,"$1,424.89",1481.89,E021,PS-SH-50161.pdf,Delivered
SH-50162,17136,RFS-CUST0006,RFS-CUST0006-S1 ,2026-03-21,Customer Pickup,LTL,,PRO193761552,188,7488.2,4135.73,0.0,E019,PS-SH-50162.pdf,Delivered
SH-50163,15211,RFS-CUST0013 ,RFS-CUST0013-S1,"OCT 05, 2025",LTL - Estes,LTL,,PRO906246709,71,2830.6,"$1,573.12",1777.63,E013,PS-SH-50163.pdf,Delivered
SH-50164,10513,RFS-CUST0022,RFS-CUST0022-S1,2025-11-09,UPS GROUND,LTL,,1Z2540769895,19,759.6,$433.65,464.01,E018,PS-SH-50164.pdf,Delivered
SH-50336,18609,RFS-CUST0012,RFS-CUST0012-S1,13-Jun-2025,UPS Ground,LTL,,1Z5307055025,37,1452.3,814.78,855.52,E015,PS-SH-50336.pdf,DELIVERED
SH-50165,18766,RFS-CUST0006,RFS-CUST0006-S1,13-Dec-2025,Customer Pickup,LTL,,PRO462316748,109,4346.4,"$2,407.11",2623.75,E021,PS-SH-50165.pdf,Delivered
SH-50166,13877,RFS-CUST0016,RFS-CUST0016-S1,2025-11-26,UPS Ground,LTL,,1Z4254029001,41,1604.5,$898.52,1033.3,E021,PS-SH-50166.pdf,Delivered
SH-50167 ,15307,RFS-CUST0008,RFS-CUST0008-S1,2025-06-05,LTL - XPO,LTL,,PRO113584698,238,9480.1,5231.67,6487.27,E016,PS-SH-50167.pdf,Delivered
SH-50168,18926,RFS-CUST0020,RFS-CUST0003-S1,2025-12-06,FedEx Ground,LTL ,,799709521247,433,17315.1,9542.49,0.0,E015 ,PS-SH-50168.pdf,Delivered
SH-50169,17147,RFS-CUST0005,RFS-CUST0005-S1,11/08/2025,Customer Pickup,LTL,,PRO509257997,14,533.4,309.2,374.13,E014,PS-SH-50169.pdf,Delivered
SH-50170,14614,RFS-CUST0006,RFS-CUST0006-S1,2025-12-07,Customer Pickup,LTL,,PRO463686178,313,12490.2,"$6,887.83",0.0,E012,PS-SH-50170.pdf,Delivered
SH-50171,10808,RFS-CUST0005,RFS-CUST0005-S1,2026-01-23 ,Customer Pickup,LTL,,PRO833030290,526,21026.6,11584.56,11584.56,E021,,Delivered
SH-50172,17586,RFS-CUST0002,RFS-CUST0002-S1,2026-02-07,Customer Pickup,LTL,,PRO483616751,38,,840.08,0.0,E020,PS-SH-50172.pdf,Delivered
SH-50173,10065,RFS-CUST0021,RFS-CUST0021-S1,10/10/25,Customer Pickup,LTL,,PRO938668698,,7838.4,"$4,328.41",5280.66,E015,PS-SH-50173.pdf,Delivered
SH-50174,15781,RFS-CUST0020,RFS-CUST0020-S1,13-May-2025,FedEx Ground,LTL ,,484156489963,25,972.0,$550.51,0.0,E014,PS-SH-50174.pdf,Delivered
SH-50136,18029,RFS-CUST0008,RFS-CUST0008-S1,2025-05-22 ,LTL - XPO,LTL,,PRO165615527,60,2369.4,"$1,319.36",1358.94,E017,PS-SH-50136.pdf,Delivered
SH-50175,13521,RFS-CUST0007,RFS-CUST0007-S1,2026-01-14,LTL - XPO,LTL,,PRO554274616,154,6154.9,3402.15,4286.71,E018,PS-SH-50175.pdf,
SH-50176,17567,RFS-CUST0018,RFS-CUST0018-S1,05/10/25,Company Truck,LTL,,PRO830165424,117,4643.5,"$2,570.57",0.0,E016,PS-SH-50176.pdf,Delivered
SH-50177,18579,RFS-CUST0013,RFS-CUST0013-S1,2025-06-22,LTL - Estes,LTL,,PRO477932526,42,1658.6,$928.28,0.0,E012,PS-SH-50177.pdf,Delivered
SH-50178,13007,RFS-CUST0007,RFS-CUST0007-S1,26-Mar-2026,LTL - XPO,LTL,,PRO207472870,116,4614.3,"$2,554.51",0.0,E017,PS-SH-50178.pdf,In Transit
SH-50179,10699,RFS-CUST0009,RFS-CUST0009-S1,2026-02-21,LTL - Estes,LTL,,PRO476047774,126,5011.7,2773.16,3355.52,E016,PS-SH-50179.pdf,Delivered
SH-50180,15782,RFS-CUST0011,RFS-CUST0011-S1,2025-08-01,Customer Pickup,LTL ,,PRO817982435,341,13612.7,7505.43,0.0,E015,PS-SH-50180.pdf,Delivered
SH-50196,12546,RFS-CUST0025,RFS-CUST0025-S1,"Jun 30, 2025",LTL - XPO,LTL,,PRO852083010,302,12065.4,6654.1,8983.04,E014,PS-SH-50196.pdf,Delivered
SH-50181,11020,RFS-CUST0006,RFS-CUST0006-S1,2025-07-12,Customer Pickup,LTL,,PRO606814138,7,265.2,161.63,208.5,E017,PS-SH-50181.pdf,Delivered
SH-50182,12855,RFS-CUST0003,RFS-CUST0003-S1,2025-10-29,UPS Ground,LTL,,1Z1953983922,39,1538.4,862.15,870.77,E020,PS-SH-50182.pdf,Delivered
SH-50324,12358,RFS-CUST0016,RFS-CUST0016-S1,2026-01-15,UPS Ground,LTL,,1Z3844700245 ,297,11841.7,6531.02,0.0,E017,PS-SH-50324.pdf,Delivered
SH-50183,13396,RFS-CUST0009,RFS-CUST0009-S1,2026-02-13,LTL - Estes,LTL,,PRO508422680,41,1618.2,906.05,1014.78,E013,PS-SH-50183.pdf,Delivered
,18721,RFS-CUST0005,RFS-CUST0005-S1,2025-12-03,Customer Pickup ,LTL,,PRO557889609,10,399.5,$235.52,0.0,E015,PS-SH-50184.pdf,Delivered
SH-50185 ,19574,RFS-CUST0005,RFS-CUST0005-S1,2025-09-11,Customer Pickup,LTL,,PRO203569627,23,906.7,514.59,0.0,E018,PS-SH-50185.pdf,Delivered
SH-50186,14038,RFS-CUST0019,RFS-CUST0019-S1,2025-10-19,LTL - XPO,LTL,,PRO539479219,250,9995.4,5515.19,6066.71,E021,PS-SH-50186.pdf,Delivered
SH-50187,13768,RFS-CUST0009,RFS-CUST0009-S1,04-Mar-2026,LTL - Estes,LTL,,PRO861424446,72,2842.3,"$1,579.55",0.0,E016,PS-SH-50187.pdf,Delivered
SH-50352,16886,,RFS-CUST0001-S1,2025-07-20,,LTL,,816981913673,5,165.0,106.5,,E017,PS-SH-50352.pdf,Delivered
SH-50188,17995,RFS-CUST0001,RFS-CUST0001-S1,02/07/26,FedEx Ground,LTL,,511989941311,,5182.4,2867.08,3727.2,E017,PS-SH-50188.pdf,Delivered
SH-50189,18886 ,RFS-CUST0005,RFS-CUST0005-S1,11/21/2025,Customer Pickup,LTL,,PRO413742101,311,12401.6,"$6,839.08",8480.46,E019,PS-SH-50189.pdf,Delivered
SH-50190,13430,RFS-CUST0021,RFS-CUST0021-S1,2025-10-16,Customer Pickup,LTL,,PRO739635482,66,2627.9,1461.59,1900.07,E017,PS-SH-50190.pdf,Delivered
SH-50191,16594,RFS-CUST0002,RFS-CUST0002-S1 ,2025-11-29,Customer Pickup,LTL,,PRO723544582,155,6187.2,3419.92,0.0,E016,PS-SH-50191.pdf,Delivered
SH-50192,12532,RFS-CUST0002,RFS-CUST0002-S1,02/02/2026,Customer Pickup,LTL ,,PRO649049425,87,3447.8,"$1,912.70",2410.0,E015,PS-SH-50192.pdf,Delivered
SH-50193,12372,RFS-CUST0009,RFS-CUST0009-S1 ,2025-12-01,LTL - Estes ,LTL,,PRO731597997,194,7724.8,"$4,265.90",0.0,E021,PS-SH-50193.pdf,Delivered
SH-50194 ,19499,RFS-CUST0023,RFS-CUST0023-S1,12/18/25,LTL - XPO ,LTL,,PRO682537321,125,4960.5,2744.99,3650.84,E014 ,PS-SH-50194.pdf,Delivered
SH-50195,17632,RFS-CUST0012,RFS-CUST0012-S1,2025-09-07,UPS Ground,LTL,,1Z6716550656,33,1296.6,729.11,969.72,E018,,Delivered
SH-50196,12546,RFS-CUST0025,RFS-CUST0025-S1,"Jun 30, 2025",LTL - XPO,LTL,,PRO852083010,302,12065.4,6654.1,8983.04,E014,PS-SH-50196.pdf,Delivered
SH-50197,16605,RFS-CUST0015,RFS-CUST0015-S1,2025-05-23,Company Truck,LTL,,PRO610296199,323,12880.2,"$7,102.41",9233.13,E015,PS-SH-50197.pdf,Delivered
SH-50198,18430,RFS-CUST0001,RFS-CUST0001-S1,2025-08-07,FedEx Ground,LTL,,813088243462,114,4540.6,"$2,513.96",2614.52,E013,PS-SH-50198.pdf,Delivered 
SH-50199,16331,RFS-CUST0017,RFS-CUST0017-S1,2026-02-26,UPS Ground,LTL,,1Z8539478207,174,6932.0,3829.71,0.0,E019,PS-SH-50199.pdf,Delivered
SH-50200,,RFS-CUST0015,RFS-CUST0015-S1,"Jun 20, 2025",Company Truck,LTL,,PRO453384764,51,2036.5,1136.2,0.0,E020,PS-SH-50200.pdf,Delivered
SH-50201,18907,RFS-CUST0021,RFS-CUST0021-S1,2025-05-31,Customer Pickup,LTL,,PRO632734484,199,7957.3,"$4,393.83",,,PS-SH-50201.pdf ,Delivered
SH-50202,17524,RFS-CUST0003,RFS-CUST0003-S1,2025-07-09,UPS Ground,LTL,,1Z6963580240,53,2105.7,1174.28,1420.88,E014,PS-SH-50202.pdf,Delivered
SH-50203,14224,RFS-CUST0001,RFS-CUST0001-S1,2025-09-04,FedEx Ground,LTL,,625260979353,255,10160.0,"$5,605.75",5773.92,E016,PS-SH-50203.pdf,Delivered
SH-50204,11853,RFS-CUST0005,RFS-CUST0005-S1,2025-10-17,Customer Pickup,LTL,,PRO407345133,9,335.1,200.09,0.0,E014,PS-SH-50204.pdf,Delivered
SH-50205,13354,RFS-CUST0021,RFS-CUST0021-S1,12/15/25,Customer Pickup,LTL,,PRO630283032,41,1630.0,912.55,1158.94,E018,PS-SH-50205.pdf,Delivered
SH-50206,18003,RFS-CUST0021,RFS-CUST0021-S1,2025-07-04,Customer Pickup,LTL,,PRO366332861,485,19386.5,10682.17,11216.28,E016,PS-SH-50206.pdf,Delivered
SH-50207,12188,RFS-CUST0023,RFS-CUST0023-S1,2025-12-12,LTL - XPO,LTL,,PRO464817033,19,746.3,426.33,0.0,E018 ,PS-SH-50207.pdf,Delivered
SH-50208,10851,RFS-CUST0018,RFS-CUST0018-S1,2026-02-28,Company Truck,LTL,,PRO829489007,57,2266.8,"$1,262.91",0.0,E015,PS-SH-50208.pdf,Delivered
SH-50209,17038,RFS-CUST0014,RFS-CUST0014-S1,2025-06-30,LTL - Estes,LTL,,PRO770661285,114,4529.0,2507.58,0.0,E018,PS-SH-50209.pdf,Delivered
SH-50179,10699,RFS-CUST0009,RFS-CUST0009-S1,2026-02-21,LTL - Estes,LTL,,PRO476047774,126,5011.7,2773.16,3355.52,E016,PS-SH-50179.pdf,Delivered
SH-50210,19171,RFS-CUST0025,RFS-CUST0025-S1,10/30/25,LTL - XPO,LTL,,PRO775792052,33,1312.5,737.86,0.0,E019,PS-SH-50210.pdf,Delivered
SH-50211,14133,RFS-CUST0005,RFS-CUST0014-S1,2025-10-30,Customer Pickup,LTL,,PRO354046741,198,7900.6,4362.63,4624.39,,PS-SH-50211.pdf,
SH-50212,11388,RFS-CUST0018,RFS-CUST0018-S1,2025-12-30,Company Truck,LTL,,PRO963568856,145,5771.3,"$3,191.09",3701.66,E021,PS-SH-50212.pdf,Delivered
SH-50213,16519,RFS-CUST0007,RFS-CUST0007-S1,2025-07-16,LTL - XPO,LTL,,PRO475692550,267,10642.0,"$5,870.95",6869.01,E019,PS-SH-50213.pdf,Delivered
SH-50214 ,15860,RFS-CUST0002,RFS-CUST0002-S1,2025-10-30,Customer Pickup,LTL,,PRO794057467,68,2690.6,1496.09,1585.86,E021,PS-SH-50214.pdf,
SH-50215,15135,RFS-CUST0016,RFS-CUST0016-S1 ,06/17/2025,UPS Ground,LTL,,1Z5562887658,165,6573.9,3632.68,0.0,E018,PS-SH-50215.pdf,Delivered
SH-50216,15736,RFS-CUST0010,RFS-CUST0010-S1,2026-03-26 ,UPS Ground,LTL ,,1Z2165223341,436,17412.5,9596.08,0.0,E021,PS-SH-50216.pdf,In Transit
SH-50217,14395,RFS-CUST0007,RFS-CUST0007-S1,2025-08-23,LTL - XPO,LTL,,PRO942059170,117,4664.8,2582.29,0.0,E012,,Delivered
SH-50218,12905,RFS-CUST0008,,2026-02-21,LTL - XPO,LTL,,PRO218277551,606,24235.9,13350.31,16554.38,E017,PS-SH-50218.PDF,Delivered
SH-50219,11445,RFS-CUST0013,RFS-CUST0013-S1,2025-05-09,LTL - Estes,LTL ,,PRO795030561,465,18587.2,10242.4,0.0,E019,PS-SH-50219.pdf,Delivered
SH-50220,19999,RFS-CUST0011,RFS-CUST0011-S1,2025-05-13,Customer Pickup,LTL,,PRO264840280,65,2595.0,"$1,443.49",1905.41,E017,PS-SH-50220.pdf,Delivered
SH-50221 ,19777,RFS-CUST0020,RFS-CUST0020-S1,2025-11-13,FedEx Ground,LTL ,,531401936726,204,8145.2,4497.21,,E014,PS-SH-50221.pdf,Delivered
SH-50222,19399,RFS-CUST0005,RFS-CUST0005-S1,2026-01-07,Customer Pickup,LTL,,PRO233388641,422,16873.0,9299.24,0.0,E019,PS-SH-50222.pdf,Delivered
SH-50223,14045,RFS-CUST0008,RFS-CUST0008-S1,12/30/25,LTL - XPO,LTL,,PRO777505563,390,15568.3,8581.4,9353.73,E015,PS-SH-50223.pdf,Delivered 
SH-50224,14023,RFS-CUST0022,RFS-CUST0022-S1,02/10/26,UPS Ground,LTL,,1Z8941302422,138,5491.5,"$3,037.14",3583.83,E021,PS-SH-50224.pdf,Delivered
SH-50225,11058,RFS-CUST0017,RFS-CUST0017-S1,2025-06-06,UPS GROUND,LTL,,1Z2652205779,19,732.6,$418.80,506.75,E019,PS-SH-50225.pdf,Delivered
SH-50226,19910,RFS-CUST0022,RFS-CUST0022-S1,2026-02-26,UPS Ground,Parcel,Next Day Air,1Z8919270493,4,126.5,85.32,0.0,E015,PS-SH-50226.pdf,Delivered
SH-50227,17916,RFS-CUST0009,RFS-CUST0009-S1,,LTL - Estes,LTL,,PRO879276807,112,4472.6,"$2,476.54",2600.37,E016,PS-SH-50227.pdf,Delivered
SH-50228,12156 ,RFS-CUST0011,RFS-CUST0011-S1,30-Jul-2025,CUSTOMER PICKUP,LTL,,PRO660335899,403,,8872.45,0.0,E017,PS-SH-50228.pdf,Delivered
SH-50229,19591,,RFS-CUST0003-S1,2025-08-17,UPS Ground ,LTL,,1Z1682362866,513,20486.2,11287.23,14786.27,E021,PS-SH-50229.pdf,Delivered
SH-50181,11020,RFS-CUST0006,RFS-CUST0006-S1,2025-07-12,Customer Pickup,LTL,,PRO606814138,7,265.2,161.63,208.5,E017,PS-SH-50181.pdf,Delivered
SH-50230 ,17399,RFS-CUST0015,RFS-CUST0015-S1,2025-12-22,Company Truck,LTL,,,29,1153.0,650.1,0.0,E020,PS-SH-50230.pdf,Delivered
SH-50231,16568,RFS-CUST0008,RFS-CUST0008-S1,"Dec 22, 2025",LTL - XPO,LTL,,PRO578930173,55,2196.7,1224.34,1554.91,E021,PS-SH-50231.pdf,Delivered
SH-50232 ,13045,RFS-CUST0003,RFS-CUST0003-S1,2025-11-18,UPS Ground,Parcel,Next Day Air,1Z2620143926,1,3.5,17.65,18.0,E020,PS-SH-50232.pdf,Delivered
SH-50233,11591,RFS-CUST0011,RFS-CUST0011-S1,2025-09-05,Customer Pickup,LTL,,PRO396738905,376,15025.0,8282.48,0.0,E018,PS-SH-50233.pdf,Delivered
SH-50234,19019,RFS-CUST0010,RFS-CUST0010-S1,2025-10-05,UPS Ground,,,1Z2789082777,117,4665.8,"$2,582.84",2841.12,E016,PS-SH-50234.PDF,Delivered
SH-50235,12949 ,RFS-CUST0005,RFS-CUST0005-S1,08/01/25,Customer Pickup,LTL,,PRO215698750,424,16936.2,9334.02,0.0,E015,PS-SH-50235.pdf,Delivered
SH-50236,14689,RFS-CUST0025,RFS-CUST0025-S1,2025-12-14,LTL - XPO,LTL,,PRO605242908,191,7627.6,"$4,212.43",0.0,E017,PS-SH-50236.pdf,Delivered
SH-50237,18352,RFS-CUST0013,RFS-CUST0013-S1,07/21/2025,LTL - Estes,LTL,,PRO652903246,45,1794.2,"$1,002.89",1163.35,E012,PS-SH-50237.pdf,Delivered
SH-50238,15042 ,RFS-CUST0025,RFS-CUST0025-S1,2026-03-06,LTL - XPO,LTL,,PRO144525167,125,4990.0,"$2,761.22",3727.65,E021,PS-SH-50238.pdf,Delivered
SH-50239,12129,RFS-CUST0004,,2026-01-03,FedEx Ground,LTL,,248763480275,43,1699.3,950.67,0.0,E014,PS-SH-50239.pdf,Delivered
SH-50240,18268,RFS-CUST0020,RFS-CUST0020-S1,2025-05-15,FedEx Ground,LTL,,310308006868,6,208.8,$130.60,0.0,E019,PS-SH-50240.pdf,Delivered
SH-50241,16442,RFS-CUST0002,RFS-CUST0002-S1,,Customer Pickup,LTL,,PRO877775357,19,753.0,,563.33,E014,PS-SH-50241.pdf,In Transit
SH-50353,13097,RFS-CUST0015,RFS-CUST0015-S1,"Mar 21, 2026",Company Truck,LTL,,PRO473798817,75,2975.5,"$1,652.84",1966.88,E020,PS-SH-50353.pdf,Delivered
SH-50242,18935,RFS-CUST0016,RFS-CUST0016-S1,2025-10-12,UPS Ground,LTL,,1Z2334846508,81,3210.4,1782.08,2174.14,E018,PS-SH-50242.pdf,Delivered
SH-50243,17093,RFS-CUST0018,RFS-CUST0018-S1,2025-08-15,Company Truck,LTL,,PRO350321195,19,728.1,$416.32,0.0,E015,PS-SH-50243.pdf,Delivered
SH-50244,17882,RFS-CUST0017,RFS-CUST0017-S1,2026-02-03,UPS Ground,Parcel,3 Day,1Z6777308304,1,39.0,37.18,0.0,E021,PS-SH-50244.pdf,Delivered
SH-50245,12220,RFS-CUST0010,RFS-CUST0010-S1,"Dec 15, 2025",UPS Ground,LTL,,1Z1517437893,90,3577.5,"$1,984.06",2499.92,E021,PS-SH-50245.pdf,Delivered
SH-50246,15950,RFS-CUST0018,RFS-CUST0018-S1,2025-09-06,Company Truck,LTL,,PRO427218963,46,1823.9,1019.23,0.0,E013,PS-SH-50246.pdf,Delivered
SH-50247,19158,RFS-CUST0004,RFS-CUST0004-S1,2025-05-24,FedEx Ground,LTL,,799268537195,17,653.8,$375.44,0.0,E020,PS-SH-50247.pdf,DELIVERED
SH-50248,17661,RFS-CUST0021,RFS-CUST0021-S1,2025-11-16,Customer Pickup,LTL,,PRO315420377,472,18848.8,10386.33,12463.6,E017,PS-SH-50248.pdf,Delivered
SH-50249,10917,RFS-CUST0015,RFS-CUST0015-S1,"Mar 09, 2026",Company Truck,LTL,,PRO523383541,130,5179.6,"$2,865.54",0.0,E020,PS-SH-50249.pdf,Delivered
SH-50250,14720,RFS-CUST0012,RFS-CUST0012-S1,2025-10-29,UPS Ground,LTL,,1Z5089859731,252,10075.4,"$5,559.21",7226.97,E016,PS-SH-50250.pdf,Delivered 
SH-50251,15082,RFS-CUST0025,RFS-CUST0025-S1,2026-01-05,LTL - XPO,LTL,,PRO183371844,4,153.2,100.01,118.01,E015,PS-SH-50251.pdf,Delivered
SH-50252,10683,RFS-CUST0023 ,RFS-CUST0023-S1,2026-02-28,LTL - XPO ,LTL,,PRO299994121,162,6471.2,3576.17,4720.54,E019,PS-SH-50252.PDF,Delivered
SH-50253,16585,RFS-CUST0005,RFS-CUST0005-S1,2025-07-08,Customer Pickup,LTL,,PRO123138843,228,9081.5,"$5,012.36",0.0,E016,PS-SH-50253.pdf,Delivered
SH-50254,13015,RFS-CUST0023,RFS-CUST0023-S1,02/12/26,LTL - XPO,LTL,,PRO178090702,16,603.5,,392.98,E018,PS-SH-50254.pdf,Delivered
SH-50255,14495,RFS-CUST0003,RFS-CUST0003-S1,2025-12-05,UPS Ground,LTL,,1Z9461584223,322,12871.2,"$7,097.45",0.0,E019,PS-SH-50255.pdf,Delivered
SH-50256,19282,RFS-CUST0021,,12/26/25,Customer Pickup ,LTL,,PRO176039560,612,24447.2,13466.57,0.0,E016,,Delivered
SH-50257,12115 ,RFS-CUST0012,RFS-CUST0012-S1,03/18/26,UPS Ground,Parcel,Ground,1Z5221995829,2,60.3,48.9,52.81,E019,PS-SH-50257.pdf,Delivered
SH-50258,15607,RFS-CUST0018 ,RFS-CUST0018-S1,2026-02-22,Company Truck,LTL,,PRO605576984,14,520.0,$301.82,0.0,E020,PS-SH-50258.pdf,Delivered
SH-50259,19924,RFS-CUST0025,RFS-CUST0025-S1,2025-05-27,LTL - XPO,LTL,,PRO694168786,98,3890.2,2156.11,0.0,E015,PS-SH-50259.pdf,Delivered
SH-50260,18635,RFS-CUST0025,RFS-CUST0025-S1,2025-12-15,LTL - XPO,LTL,,PRO485200178,44,1734.0,969.77,1057.05,E016,PS-SH-50260.pdf,Delivered
SH-50261,18262,RFS-CUST0007,RFS-CUST0007-S1,2025-09-09,LTL - XPO,LTL,,PRO756081557,82,3272.5,"$1,816.25",1943.39,E018,PS-SH-50261.PDF,Delivered
SH-50262,10787,RFS-CUST0013 ,RFS-CUST0013-S1,08/21/2025,LTL - Estes,LTL,,PRO466225423,47,1861.3,"$1,039.81",0.0,E017,PS-SH-50262.pdf,Delivered
SH-50263 ,19690,RFS-CUST0006,RFS-CUST0006-S1,19-Sep-2025,Customer Pickup,LTL,,PRO801925567,,18128.1,9989.8,12687.05,E012,PS-SH-50263.pdf,Delivered
SH-50264,11197,RFS-CUST0015,RFS-CUST0015-S1,2026-01-06,Company Truck,LTL ,,PRO639378568,28,1089.5,615.16,824.31,E021,PS-SH-50264.pdf,Delivered
SH-50265,18481,RFS-CUST0002,RFS-CUST0002-S1,2025-06-05,Customer Pickup,LTL,,PRO201986320,41,1617.8,905.83,969.24,E018,,Delivered
SH-50266,16440,RFS-CUST0005,RFS-CUST0005-S1,2025-09-18,Customer Pickup,LTL,,PRO953716425,8,292.0,176.38,209.89,E021,PS-SH-50266.pdf,Delivered
SH-50267,13535,RFS-CUST0013,RFS-CUST0013-S1,12/08/25,LTL - Estes,LTL,,PRO321590020,43,1718.0,960.96,0.0,E013,PS-SH-50267.pdf,Delivered
SH-50268,10794,RFS-CUST0009,RFS-CUST0009-S1,,LTL - Estes,LTL,,PRO180431752,114,4549.4,2518.8,0.0,E015,PS-SH-50268.pdf,Delivered
SH-50269,13782,RFS-CUST0016,RFS-CUST0016-S1,2025-12-22,UPS Ground,LTL,,1Z4911923550,164,6534.2,3610.84,,E016,PS-SH-50269.pdf,Delivered
SH-50270,19037,RFS-CUST0018,RFS-CUST0018-S1,2025-09-10,Company Truck,LTL,,PRO180980448,701,28000.6,"$15,421.65",0.0,E018,PS-SH-50270.pdf,Delivered
SH-50271,14638,RFS-CUST0003,RFS-CUST0003-S1,2026-03-04,UPS Ground,LTL,,1Z9934132416,195,7768.5,4289.95,4804.74,E018,PS-SH-50271.pdf,Delivered
SH-50272,18374,RFS-CUST0011,RFS-CUST0011-S1,06/27/25,Customer Pickup,LTL,,PRO510087521,7,272.0,165.37,205.06,E016,PS-SH-50272.pdf ,Delivered
SH-50273,12080,RFS-CUST0022,RFS-CUST0022-S1,03/14/26,UPS Ground,LTL,,1Z1706300092,114,4523.1,"$2,504.33",0.0,E019,PS-SH-50273.pdf,Delivered
SH-50274,14755,RFS-CUST0013,RFS-CUST0013-S1,12/10/25,LTL - Estes,LTL,,PRO171806557,285,11370.8,"$6,271.93",6585.53,E016,PS-SH-50274.pdf,Delivered
