Transaction Id,Transaction Date,Type,Item Id,Qty,Uom,From Location,To Location,Reference,Lot Number,User Id,Unit Cost
IT-001676,2025-07-19,SO Issue,CONV-1052,-1,EA,D-14-3,SHIPPING,SO-26383,,E030,2311.6
IT-001964,2025-07-19,SO Issue,SPRO-1078,-100,EA,F-09-3,SHIPPING,SO-26491,,E032,69.25
IT-000212,2025-07-20,PO Receipt,TIMI-1058,166,EA,RECEIVING,E-30-5,PO-31090 ,,E026,84.45
IT-001623,2025-07-20,SO Issue,CONV-1043,-1,EA,A-31-5,SHIPPING,SO-26359,,E039,1971.53
IT-001662,07/20/2025 ,SO Issue,AC-1085,-1,EA,A-24-3,SHIPPING,SO-26377,,E029,365.76
IT-001677,2025-07-20,SO Issue,MOUN-1081,-50,EA,F-17-1,SHIPPING,SO-26383,,E038,61.24
IT-002013,07/20/25,SO Issue,SHEA-1025,-5,EA,B-20-3,SHIPPING,SO-26509,,E038,153.95000000000002
IT-000298,2025-07-21,PO Receipt,MOUN-1083,138,EA,RECEIVING,A-10-4,PO-31124,,E039,87.77
IT-001489,2025-07-21,SO Issue,GEAR-1073,-1,EA,D-08-4,SHIPPING,SO-26306,,E030,1938.75
IT-001639,2025-07-21,SO Issue,ROLL-1021,-25,EA,A-02-1,SHIPPING,SO-26366,,E030,81.74
IT-001669,2025-07-21,SO Issue,TIMI-1032,-25,EA,E-05-1,SHIPPING,SO-26379,,E028,32.99
IT-001788,2025-07-21,SO Issue,SHEA-1007,-1,EA,A-02-1,SHIPPING,SO-26425,,E037,129.94
IT-000209,2025-07-22,PO Receipt,SHEA-1072,100,EA,RECEIVING,E-35-4,PO-31087,,E034,101.96000000000001
IT-000301,2025-07-22,PO Receipt,SPRO-1050,53,EA,RECEIVING,A-03-5,PO-31126,,E029,12.85
IT-000302,2025-07-22,PO Receipt,AC-1033,100,EA,RECEIVING,B-13-1,PO-31126,,E038,1093.27
IT-000899,2025-07-22,SO Issue,MOUN-1083,-12,EA,B-14-3,SHIPPING,SO-26073,,E027,87.77
IT-000969,2025-07-22,SO Issue,SHEA-1035,-1,EA,A-29-1,SHIPPING,SO-26100,,E032,148.52
IT-001079,22-Jul-2025,SO Issue,CONV-1052,-1,EA,A-36-3,SHIPPING,SO-26145,,E028,2311.6
IT-001545,2025-07-22,SO Issue ,TIMI-1020,-50,EA,E-03-1,SHIPPING,SO-26326,,E026,52.03
IT-001640,2025-07-22,SO Issue,GEAR-1080,-3,EA,B-34-5,SHIPPING,SO-26366,,E036,1484.33
IT-001671,2025-07-22,SO Issue,ROLL-1053,-50,EA,C-28-3,SHIPPING,SO-26379,,E038,86.10000000000001
IT-001622,2025-07-23,SO Issue,SPRO-1041,-50,EA,F-12-3,SHIPPING,SO-26359,,E038,35.35
IT-001816,2025-07-23,SO Issue,MOUN-1031,-12,EA,B-35-2,SHIPPING,SO-26436,,E028,38.78
IT-000633,2025-07-24,PO Receipt,SPRO-1002,250,EA,RECEIVING,D-26-1,PO-31277,,E034,65.84
IT-000634,2025-07-24,PO Receipt,ULI-S-4123,170,BD,RECEIVING,A-36-4,PO-31277,,E039,31.0
IT-000635,2025-07-24,PO Receipt,SPRO-1078,50,EA,RECEIVING,A-36-3,PO-31277,,E036,69.25
IT-000636,2025-07-24,PO Receipt,SIG-SF18-80,131,RL,RECEIVING,D-22-1,PO-31277,,E038,24.6
IT-001417 ,2025-07-24,SO Issue,ROLL-1021,-10,EA,B-31-3,SHIPPING,SO-26282,,E038,81.74
IT-001872,2025-07-24,SO Issue,SPRO-1076,-10,EA,C-11-2,SHIPPING,SO-26455,,E036,13.24
IT-001110,2025-07-25,SO Issue,SPRO-1070,-6,EA,B-20-2,SHIPPING,SO-26155,,E033,22.96
IT-001277,2025-07-25,SO Issue ,AC-1086,-3,EA,F-01-5,SHIPPING,SO-26226,,E036,2390.86
IT-000996,2025-07-26,SO Issue,GEAR-1060,-1,EA,D-08-4,SHIPPING,SO-26111,,E031,3102.4300000000003
IT-001555,2025-07-26,SO Issue,SPRO-1078,-4,EA,F-12-4,SHIPPING,SO-26330,,E039,69.25
IT-001857,2025-07-26,SO Issue,GEAR-1060,-1,EA,D-14-3,SHIPPING,SO-26449,,E028,3102.4300000000003
IT-000233,2025-07-27,PO Receipt,AC-1054,168,EA,RECEIVING,D-30-4,PO-31098,,E038,1828.58
IT-000234,2025-07-27,PO Receipt,AC-1054,168,EA,RECEIVING,A-04-1,PO-31098,,E031,1828.58
IT-000235,2025-07-27,PO Receipt,BRI-HHCS-0500-13-200-G8,79,BX,RECEIVING,F-26-5,PO-31098,,E028,44.75
IT-000236,2025-07-27,PO Receipt,BRI-HHCS-0500-13-200-G8,79,BX,RECEIVING,D-03-1,PO-31098,,E027,44.75
IT-000741,2025-07-27 ,SO Issue,CONV-1051,-1,EA,A-13-5,SHIPPING,SO-26017,,E030,4147.58
IT-001082,2025-07-27,SO Issue,MOUN-1083,-200,EA,F-08-1,SHIPPING,SO-26145,,E035,87.77
IT-001116,27-Jul-2025,SO Issue,BRI-HHCS-0500-13-200-G8,-1,BX,E-16-5,SHIPPING,SO-26158,,E028,44.75
IT-001672,2025-07-27,SO Issue,SHEA-1049,-5,EA,B-14-3,SHIPPING,SO-26379,,E026,153.4
IT-001961,2025-07-27,SO Issue,MOUN-1031,-6,EA,C-30-4,SHIPPING,SO-26491,,E037,38.78
IT-000968,2025-07-28,SO Issue,ROLL-1012,-200,EA,C-28-3,SHIPPING,SO-26100,,E037,47.52
IT-000974,2025-07-28,SO Issue,SHEA-1038,-3,EA,E-36-5,SHIPPING,SO-26102,,E039,295.28000000000003
IT-001017,2025-07-28,SO Issue,SPRO-1070,-25,EA,C-19-1,SHIPPING ,SO-26122,,E027,22.96
IT-001624,2025-07-28,SO Issue,SPRO-1087,-1,EA,C-03-4,SHIPPING,SO-26359,,E037,44.550000000000004
IT-001870 ,2025-07-28,SO Issue,AC-1048,-1,EA,D-17-4,SHIPPING,SO-26455,,E026,1745.47
IT-000890,2025-07-29,SO Issue,GEAR-1016,-3,EA,F-04-4,SHIPPING,SO-26070,,E031,2265.26
IT-001112,2025-07-29,SO Issue,CONV-1059,-1,EA,A-21-2,SHIPPING,SO-26155,,E034,3693.63
IT-001791,2025-07-29,SO Issue,MOUN-1034,-25,EA,E-36-5,SHIPPING,SO-26427,,E027,23.82
IT-000130,2025-07-30,PO Receipt,AC-1054,168,EA,RECEIVING,D-12-3,PO-31054,,E032,1828.58
IT-000967,2025-07-30,SO Issue,ROLL-1012,-10,EA,F-08-1,SHIPPING,SO-26100,,E031,47.52
IT-001083,2025-07-30,SO Issue,TIMI-1075,-200,EA,B-26-2,SHIPPING,SO-26145,,E028,72.76
IT-000946,2025-07-31,SO Issue,AC-1006,-3,EA,D-08-4,SHIPPING,SO-26091,,E037,2130.52
IT-001544,2025-07-31,SO Issue,SPRO-1009,-25,EA,D-17-4,SHIPPING,SO-26325,,E035,24.54
IT-001856,07/31/25,SO Issue,GEAR-1016,-1,EA,B-20-2,SHIPPING,SO-26449,,E039,2265.26
IT-001962,2025-07-31,SO Issue,ROLL-1079,-3,EA,C-25-5,SHIPPING,SO-26491,,E027,102.65
IT-000183,2025-08-01,PO Receipt,BRI-HHCS-0500-13-200-G8,79,BX,RECEIVING,A-27-5,PO-31076,,E026,44.75
IT-000184,2025-08-01,PO Receipt,AC-1054,168,EA,RECEIVING,E-13-2,PO-31076,,E030 ,1828.58
IT-000185,2025-08-01,PO Receipt,BRI-HHCS-0500-13-200-G8,79,BX,RECEIVING,E-39-2,PO-31076,,E036,44.75
IT-001323,08/01/2025,SO Issue,CONV-1013,-1,EA,E-23-5,SHIPPING,SO-26247,,E029,2336.18
IT-000438,2025-08-02,PO Receipt,AC-1057,10,EA,RECEIVING,F-30-1,PO-31186,,E030,687.08
IT-001276,2025-08-02,SO Issue,CONV-1065,-1,EA,F-06-1,SHIPPING,SO-26226,,E032,2903.56
IT-001386,2025-08-02,SO Issue,SPRO-1009,-10,EA,D-27-4,SHIPPING,SO-26272,,E030,24.54
IT-000889,2025-08-03,SO Issue,SHEA-1082,-1,EA,D-27-4,SHIPPING,SO-26069,,E028,186.61
IT-000970,"Aug 03, 2025",SO Issue,SHEA-1077,-100,EA,A-14-1,SHIPPING ,SO-26100,,E026,67.98
IT-001377,2025-08-03,SO Issue,SKF-6205-2RS1,-1,EA,E-05-1,SHIPPING,SO-26269,,E035,3.55
IT-001554,"Aug 03, 2025",SO Issue,ROLL-1053,-6,EA,A-36-4,SHIPPING,SO-26330,,E029,86.10000000000001
IT-001670,2025-08-03,SO Issue,CONV-1042,-1,EA,C-03-2,SHIPPING,SO-26379,,E034,5159.58
IT-002055,2025-08-03,Adjustment,AC-1006,-5,EA,B-28-1,C-15-5,Damage,,E037,2130.52
IT-000585,2025-08-04,PO Receipt,SPRO-1011,74,EA,RECEIVING,C-18-1,PO-31253,,E026,118.48
IT-000586,2025-08-04,PO Receipt,BRI-HHCS-0500-13-200-G8,79,BX,RECEIVING,C-26-5,PO-31253,,E032,44.75
IT-000535,2025-08-05,PO Receipt,SHEA-1025,10,EA,RECEIVING,A-13-2,PO-31232,,E028,153.95000000000002
IT-000536,2025-08-05,PO Receipt,TIMI-1000,84,EA,RECEIVING,C-29-5,PO-31232,,E033,43.53
IT-000537,2025-08-05,PO Receipt,SHEA-1025,500,EA,RECEIVING,B-31-3,PO-31232,,E032,153.95000000000002
IT-000538,2025-08-05,PO Receipt,TIMI-1000,84,EA,RECEIVING,E-02-5,PO-31232,,E032,43.53
IT-000693,2025-08-05,PO Receipt,SHEA-1072,11,EA,RECEIVING,F-19-2,PO-31299,,E027,101.96000000000001
IT-000694,2025-08-05,PO Receipt,SHEA-1064,23,EA,RECEIVING,A-12-4,PO-31299,,E031,139.88
IT-000695,2025-08-05,PO Receipt,MOUN-1008,25,EA,RECEIVING,B-38-3,PO-31299,,E026,71.79
IT-000971,2025-08-05,SO Issue,GEAR-1073,-1,EA,F-17-1,SHIPPING,SO-26100,,E031,1938.75
IT-001292,2025-08-05,SO Issue,SHEA-1019,-10,EA,D-27-4,SHIPPING,SO-26235,,E026,94.5
IT-001419,2025-08-05,SO Issue,DOD-TXT315,-3,EA,E-31-4,SHIPPING,SO-26283,,E034,1180.0
IT-001748,2025-08-05,SO Issue,MOUN-1018,-1,EA,E-36-5,SHIPPING,SO-26409,,E035,109.13
IT-000945,2025-08-06,SO Issue,SPRO-1087,-2,EA,C-17-3,SHIPPING,SO-26091,,E026,44.550000000000004
IT-001081,2025-08-06,SO Issue,ROLL-1053,-4,EA,F-18-5 ,SHIPPING,SO-26145,,E026,86.10000000000001
IT-001854,08/06/25,SO Issue,TIMI-1014,-2,EA,A-29-1,SHIPPING,SO-26449,,E028,49.480000000000004
IT-001935,2025-08-06,SO Issue,AC-1063,-5,EA,C-03-4,SHIPPING,SO-26476,,E034,1677.24
IT-000947,2025-08-07,SO Issue,CONV-1042,-2,EA,D-23-5,SHIPPING,SO-26091,,E030,5159.58
IT-000999,2025-08-07,SO Issue,TIM-LM11949-LM11910,-2,EA,D-14-3,SHIPPING,SO-26113,,E030,7.6
IT-001117,2025-08-07,SO Issue ,CONV-1023,-3,EA,D-17-2,SHIPPING,SO-26158,,E037,3652.15
IT-001387,2025-08-07,SO Issue,SHEA-1082,-2,EA,A-13-1,SHIPPING,SO-26272,,E030,186.61
IT-001814,2025-08-07,SO Issue,ROLL-1012,-50,EA,B-29-2,SHIPPING,SO-26436,,E034,47.52
IT-001109,2025-08-08,SO Issue,TIMI-1030,-12,EA,C-03-4,SHIPPING,SO-26155,,E027,66.14
IT-001542,2025-08-08,SO Issue,AC-1057,-5,EA,C-19-1,SHIPPING ,SO-26325,,E029,687.08
IT-000204,2025-08-09,PO Receipt,GEAR-1080,179,EA,RECEIVING,A-06-5,PO-31084,,E028,1484.33
IT-000293,2025-08-09,PO Receipt,SHEA-1007,100,EA,RECEIVING,F-40-1,PO-31121,,E028,129.94
IT-000892,2025-08-09,SO Issue,SHEA-1088,-5,EA,B-08-5,SHIPPING,SO-26071,,E030,189.79
IT-001306,2025-08-09,SO Issue,AC-1086,-1,EA,E-26-3,SHIPPING,SO-26241,,E030,2390.86
IT-001965,2025-08-09,SO Issue ,MOUN-1029,-100,EA,A-02-1,SHIPPING,SO-26492,,E031,86.28
IT-002047,2025-08-09,Scrap,GEAR-1010,-8,EA ,F-18-3,B-39-1,Damage,,E034,2784.15
IT-001291,2025-08-10,SO Issue,AC-1054,-2,EA,C-11-2,SHIPPING,SO-26235,,E032,1828.58
IT-001630,2025-08-10,SO Issue,SPRO-1047,-200,EA,C-10-5,SHIPPING,SO-26362,,E033,13.77
IT-002051,08/10/2025,Scrap,SPRO-1004,8,EA,A-01-5,F-12-3,Bin move,,E039,42.84
IT-000539,2025-08-11,PO Receipt,GAT-B62,289,EA,RECEIVING,B-02-2,PO-31233,,E027,12.7
IT-000540,2025-08-11,PO Receipt,GEAR-1016,122,EA,RECEIVING,E-36-3,PO-31233,,E026,2265.26
IT-000541,2025-08-11,PO Receipt,ROLL-1021,101,EA,RECEIVING,F-07-5,PO-31233,,E034,81.74
IT-000542,2025-08-11,PO Receipt,SHEA-1035,10,EA,RECEIVING,B-38-4,PO-31233,,E036,148.52
IT-001080,2025-08-11,SO Issue,MOUN-1081,-10,EA,C-03-4,SHIPPING,SO-26145,,E030,61.24
IT-001509,2025-08-11,SO Issue,CONV-1023,-5,EA,F-34-2,SHIPPING,SO-26314,,E034,3652.15
IT-001966 ,08/11/2025,SO Issue,SPRO-1027,-100,EA,C-17-4,SHIPPING,SO-26492,,E032,77.98
IT-000255,2025-08-12,PO Receipt,TIMI-1014,189,EA,RECEIVING,D-18-1,PO-31106,,E028,49.480000000000004
IT-000256,2025-08-12,PO Receipt,TIMI-1014,189,EA,RECEIVING,A-22-4,PO-31106,,E033,49.480000000000004
IT-000257,08/12/25,PO Receipt,TIMI-1058,166,EA,RECEIVING,F-06-1,PO-31106,,E034,84.45
IT-000844,2025-08-12,SO Issue ,TIMI-1020,-6,EA,F-02-3,SHIPPING,SO-26054,,E026,52.03
IT-001476,2025-08-12,SO Issue,GEAR-1010,-5,EA,C-03-4,SHIPPING,SO-26303,,E032,2784.15
IT-001508,2025-08-12,SO Issue,SPRO-1087,-12,EA,C-11-2,SHIPPING,SO-26314,,E038,44.550000000000004
IT-001543,2025-08-12,SO Issue,SHEA-1003,-5,EA,A-12-2,SHIPPING,SO-26325,,E033,235.72
IT-000239,2025-08-13,PO Receipt,MOUN-1083,138,EA,RECEIVING,C-20-3,PO-31101,,E028,87.77
IT-000240,2025-08-13,PO Receipt,SHEA-1025,10,EA,RECEIVING,C-26-5,PO-31101,,E026,153.95000000000002
IT-000241,2025-08-13,PO Receipt,MOUN-1083,50,EA,RECEIVING,C-03-1,PO-31101,,E034,87.77
IT-000673,2025-08-13,PO Receipt,AC-1057,81,EA,RECEIVING,B-17-1,PO-31291,,E035,687.08
IT-000674,2025-08-13,PO Receipt,SPRO-1061 ,163,EA,RECEIVING,E-03-1,PO-31291,,E038,87.28
IT-002043,13-Aug-2025,SO Issue,MOUN-1062,-1,EA,C-06-3,SHIPPING,SO-26519,,E033,135.75
IT-000311,2025-08-14,PO Receipt,SPRO-1050,53,EA,RECEIVING,F-37-1,PO-31132,,E030,12.85
IT-000312,2025-08-14,PO Receipt,AC-1033,142,EA,RECEIVING,B-01-4,PO-31132,,E030,1093.27
IT-000313,2025-08-14,PO Receipt,SPRO-1050,250,EA ,RECEIVING,D-19-1,PO-31132,,E035,12.85
IT-000553,2025-08-14,PO Receipt,SKF-6205-2RS1,100,EA,RECEIVING,B-04-2,PO-31239,,E026,3.55
IT-000554,2025-08-14,PO Receipt,TIMI-1032,500,EA,RECEIVING,A-30-3,PO-31239,,E027,32.99
IT-000612,2025-08-14,PO Receipt,AC-1033,142,EA,RECEIVING,B-40-1,PO-31265,,E027,1093.27
IT-000613,2025-08-14 ,PO Receipt,SPRO-1050,500,EA,RECEIVING,D-17-3,PO-31265,,E032 ,12.85
IT-000614,2025-08-14,PO Receipt,SPRO-1050,500,EA,RECEIVING,B-23-4,PO-31265,,E030,12.85
IT-000679,2025-08-14 ,PO Receipt,GEAR-1016,122,EA,RECEIVING,C-20-5,PO-31294,,E039,2265.26
IT-000680,2025-08-14,PO Receipt,ROLL-1021,101,EA,RECEIVING,E-04-2,PO-31294,,E032,81.74
IT-000753,2025-08-14,SO Issue,SPRO-1070,-4,EA,B-24-5,SHIPPING,SO-26021,,E029,22.96
IT-000981,2025-08-14,SO Issue,SPRO-1055,-12,EA,A-31-5,SHIPPING,SO-26106,,E030 ,26.94
IT-001795,2025-08-14,SO Issue,TIMI-1032,-6,EA,A-22-3,SHIPPING,SO-26428,,E026,32.99
IT-000022,15-Aug-2025,PO Receipt,GAT-B62,289,EA,RECEIVING,D-37-2,PO-31010 ,,E037,12.7
IT-000023 ,2025-08-15,PO Receipt,GEAR-1016,122,EA,RECEIVING,D-29-2,PO-31010,,E028,2265.26
IT-000024,2025-08-15,PO Receipt,ROLL-1021,100,EA,RECEIVING,E-18-4,PO-31010,,E028,81.74
IT-000217,2025-08-15,PO Receipt,3M-SF401AF,25,EA,RECEIVING ,C-06-2,PO-31092,,E026,4.05
IT-000218,2025-08-15,PO Receipt,KIM-G10,10,BX,RECEIVING,C-34-3,PO-31092,,E037,11.4
IT-000219,2025-08-15,PO Receipt,3M-SF401AF,250,EA,RECEIVING,F-02-4,PO-31092,,E031,4.05
IT-000574,2025-08-15 ,PO Receipt,SPRO-1004,10,EA,RECEIVING,A-35-4,PO-31249,,E031,42.84
IT-000575,"Aug 15, 2025",PO Receipt,SHEA-1068,25,EA,RECEIVING,A-25-4,PO-31249,,E038,180.78
IT-000576,"Aug 15, 2025",PO Receipt,SHEA-1049,250,EA,RECEIVING,F-36-2,PO-31249,,E038,153.4
IT-000577,2025-08-15,PO Receipt,MOUN-1081,130,EA,RECEIVING,F-07-3,PO-31249,,E026,61.24
IT-001106,2025-08-15,SO Issue,CONV-1023,-5,EA,D-08-4,SHIPPING,SO-26153,,E030,3652.15
IT-001293,2025-08-15,SO Issue,MOUN-1062,-1,EA,E-03-1,SHIPPING,SO-26235,,E035,135.75
IT-001478,2025-08-15,SO Issue,AC-1040,-3,EA,E-31-4,SHIPPING,SO-26303,,E033,609.44
IT-001631,2025-08-15,SO Issue,CONV-1042,-1,EA,D-17-2,SHIPPING,SO-26362,,E034,5159.58
IT-001968,2025-08-15,SO Issue ,AC-1006,-1,EA,A-37-2,SHIPPING,SO-26492,,E029,2130.52
IT-001980,2025-08-15,SO Issue,CONV-1065,-1,EA,B-08-5,SHIPPING,SO-26496,,E037,2903.56
IT-001307,2025-08-16,SO Issue,MOUN-1083,-10,EA,A-29-1,SHIPPING,SO-26241,,E027,87.77
IT-002042,2025-08-16,SO Issue,CONV-1039,-2,EA,E-08-5,SHIPPING,SO-26519,,E034,7046.72
IT-000726 ,2025-08-17,SO Issue,BRI-HHCS-0500-13-200-G8,-2,BX,E-05-1,SHIPPING ,SO-26010,,E033,44.75
IT-000845,2025-08-17,SO Issue,ROLL-1012,-100,EA,B-14-3,SHIPPING,SO-26054,,E029,47.52
IT-001385,2025-08-17,SO Issue,SPRO-1041,-1,EA,B-24-5,SHIPPING,SO-26272,,E039,35.35
IT-001402,2025-08-17,SO Issue,ROLL-1053,-200,EA,E-33-2 ,SHIPPING,SO-26278,,E032,86.10000000000001
IT-001796 ,2025-08-17,SO Issue,MOUN-1029,-200,EA,A-14-1,SHIPPING,SO-26428,,E030,86.28
IT-000885,2025-08-18,SO Issue,TIMI-1056,-10,EA,F-04-4,SHIPPING,SO-26068,,E031,17.21
IT-000893,2025-08-18,SO Issue,SHEA-1007,-3,EA,F-24-2,SHIPPING,SO-26071,,E032,129.94
IT-000980,2025-08-18,SO Issue,MOUN-1062,-3,EA,E-16-5,SHIPPING,SO-26105,,E028,135.75
IT-001111,2025-08-18,SO Issue,TIMI-1058,-2,EA,F-34-2,SHIPPING,SO-26155,,E030,84.45
IT-001477,2025-08-18,SO Issue,CONV-1046,-2,EA,E-36-5,SHIPPING,SO-26303,,E026,7311.89
IT-001792,2025-08-18,SO Issue,MOUN-1018,-2,EA,E-03-1,SHIPPING,SO-26428,,E035,109.13
IT-000884,2025-08-19,SO Issue,SHEA-1045,-50,EA,A-10-3,SHIPPING,SO-26068,,E033,47.68
IT-001969,"Aug 19, 2025",SO Issue,ROLL-1079,-1,EA,C-30-4,SHIPPING,SO-26492,,E037,102.65
IT-002044,2025-08-19,SO Issue,CONV-1051,-3,EA,A-18-1,SHIPPING ,SO-26519,,E039,4147.58
IT-000675,2025-08-20,PO Receipt,HEN-243,240,EA,RECEIVING,F-02-1,PO-31292,,E028,22.1
IT-000676,2025-08-20,PO Receipt,3M-SF401AF,50,EA,RECEIVING,E-01-1,PO-31292,,E032,4.05
IT-000783,2025-08-20,SO Issue,AC-1040,-5,EA,E-31-4,SHIPPING,SO-26032,,E027,609.44
IT-001321,2025-08-20,SO Issue,SHEA-1037,-10,EA,B-34-5,SHIPPING,SO-26246,,E031,99.06
IT-000700,2025-08-21,SO Issue,AC-1040,-3,EA,D-17-4,SHIPPING,SO-26002,,E030,609.44
IT-000888,2025-08-21,SO Issue,AC-1074,-1,EA,C-09-4,SHIPPING,SO-26068,,E032,1663.14
IT-000898,2025-08-21,SO Issue,SPRO-1069,-2,EA,C-03-2,SHIPPING,SO-26072,,E036,115.11
IT-000998,2025-08-21,SO Issue,GEAR-1080,-1,EA,F-18-5,SHIPPING,SO-26112,,E036,1484.33
IT-001403,2025-08-21,SO Issue,MOUN-1083,-200,EA,F-12-4,SHIPPING,SO-26278,,E027,87.77
IT-001793,2025-08-21,SO Issue,AC-1040,-5,EA,A-13-1,SHIPPING,SO-26428,,E028,609.44
IT-001967,08/21/25,SO Issue,AC-1040,-1,EA,E-22-1,SHIPPING,SO-26492,,E028,609.44
IT-000106,2025-08-22,PO Receipt,SHEA-1072,11,EA,RECEIVING,B-38-4,PO-31045,,E031,101.96000000000001
IT-000107,2025-08-22,PO Receipt,SHEA-1072,250,EA,RECEIVING,C-34-3,PO-31045,,E030,101.96000000000001
IT-000108,2025-08-22,PO Receipt,MOUN-1008,52,EA,RECEIVING,D-09-5,PO-31045,,E037,71.79
IT-001236,2025-08-22,SO Issue,CONV-1059,-1,EA,C-25-5,SHIPPING,SO-26209,,E033,3693.63
IT-001237,2025-08-22,SO Issue,SHEA-1019,-4,EA,C-03-4,SHIPPING,SO-26209,,E036,94.5
IT-001789,2025-08-22,SO Issue,SPRO-1027,-25,EA,B-36-4,SHIPPING,SO-26426,,E034,77.98
IT-000367,2025-08-23,PO Receipt,SPRO-1050,53,EA,RECEIVING,A-33-3,PO-31156,,E038,12.85
IT-000368,2025-08-23,PO Receipt,AC-1033,250,EA,RECEIVING,E-11-3,PO-31156,,E031,1093.27
IT-000369,2025-08-23 ,PO Receipt,SPRO-1050,53,EA,RECEIVING,B-14-1,PO-31156,,E035,12.85
IT-000370,2025-08-23,PO Receipt,SPRO-1050,25,EA,RECEIVING,D-18-4,PO-31156,,E026,12.85
IT-000982,2025-08-23,SO Issue,MOUN-1029,-50,EA,B-31-3,SHIPPING,SO-26106,,E036,86.28
IT-001239,2025-08-23,SO Issue,CONV-1059,-5,EA,E-05-1,SHIPPING,SO-26209,,E029,3693.63
IT-001794,2025-08-23,SO Issue,AC-1063,-1,EA,E-03-1,SHIPPING,SO-26428,,E037,1677.24
IT-001807,08/23/2025,SO Issue,TIMI-1020,-2,EA,B-14-3,SHIPPING,SO-26432,,E039,52.03
IT-000528,2025-08-24,PO Receipt,SHEA-1088,91,EA,RECEIVING,D-37-2,PO-31229,,E029,189.79
IT-000529,2025-08-24,PO Receipt,SPRO-1027,183,EA,RECEIVING,C-16-1,PO-31229,,E028,77.98
IT-000662,2025-08-24,PO Receipt,SPRO-1050,500,EA,RECEIVING,D-37-3,PO-31286,,E039,12.85
IT-000663,2025-08-24,PO Receipt,SPRO-1050,53,EA,RECEIVING,D-38-1,PO-31286,,E031,12.85
IT-000664,2025-08-24,PO Receipt,AC-1033,25,EA,RECEIVING,B-32-4,PO-31286,,E037,1093.27
IT-000843,2025-08-25,SO Issue ,CONV-1059,-1,EA,C-03-4,SHIPPING,SO-26054,,E037,3693.63
IT-001790,2025-08-25,SO Issue,CONV-1065,-3,EA,C-03-2,SHIPPING,SO-26426,,E030,2903.56
IT-000471,2025-08-26,PO Receipt,ROLL-1079,24,EA,RECEIVING,B-13-1,PO-31202,,E030,102.65
IT-000472,08/26/25,PO Receipt,MOUN-1062,97,EA,RECEIVING,E-04-3,PO-31202,,E039,135.75
IT-000897,2025-08-26,SO Issue,SPRO-1087,-25,EA,B-14-4,SHIPPING,SO-26072,,E029,44.550000000000004
IT-001020,2025-08-26,SO Issue,SPRO-1041,-50,EA,A-23-4,SHIPPING,SO-26123,,E035,35.35
IT-001226,2025-08-26,SO Issue,GAT-B62,-200,EA,F-36-1,SHIPPING,SO-26203,,E027,12.7
IT-001305,2025-08-26,SO Issue,SHEA-1035,-2,EA,F-12-3,SHIPPING,SO-26241,,E026,148.52
IT-001479,2025-08-26,SO Issue,SHEA-1025,-3,EA,E-23-5,SHIPPING,SO-26303,,E038,153.95000000000002
IT-001749,2025-08-26,SO Issue,TIMI-1030,-50,EA,A-23-4,SHIPPING,SO-26409,,E030,66.14
IT-001774,2025-08-26,SO Issue,DOD-TXT315,-1,EA,C-03-4 ,SHIPPING,SO-26419,,E034,1180.0
IT-001806,2025-08-26,SO Issue,GEAR-1060,-3,EA,B-08-5,SHIPPING,SO-26432,,E030,3102.4300000000003
IT-001978,2025-08-26,SO Issue,TIMI-1075,-25,EA,F-12-3,SHIPPING,SO-26496,,E032,72.76
IT-000754,"Aug 27, 2025 ",SO Issue,GAT-B62,-200,EA,E-16-5,SHIPPING,SO-26021,,E032,12.7
IT-000842,2025-08-27,SO Issue,TIM-LM11949-LM11910,-10,EA,B-29-2,SHIPPING,SO-26054,,E031,7.6
IT-000917,2025-08-27,SO Issue,SPRO-1015,-100,EA,E-23-5,SHIPPING,SO-26079,,E031 ,74.58
IT-001022,2025-08-27,SO Issue,GEAR-1080,-3,EA,C-03-4,SHIPPING,SO-26123,,E038,1484.33
IT-001225,2025-08-27,SO Issue,SPRO-1027,-4,EA,C-06-3,SHIPPING,SO-26203,,E038,77.98
IT-001457,2025-08-27,SO Issue,CONV-1089,-1,EA,E-22-4,SHIPPING,SO-26296,,E029,5864.59
IT-002049,2025-08-27,Transfer,SPRO-1070,3,EA,A-25-4,E-06-1,Bin move,,E032,22.96
IT-000711,2025-08-28,SO Issue,GEAR-1073,-1,EA,A-21-2,SHIPPING,SO-26005,,E034,1938.75
IT-000713,2025-08-28,SO Issue,DOD-TXT315,-1,EA,E-05-1,SHIPPING,SO-26005,,E032,1180.0
IT-000916,2025-08-28,SO Issue ,SPRO-1076,-50,EA,E-23-5,SHIPPING,SO-26079,,E036,13.24
IT-001238,2025-08-28,SO Issue,MOUN-1008,-200,EA,E-36-5,SHIPPING,SO-26209,,E032,71.79
IT-001461,08/28/25,SO Issue,SPRO-1041,-10,EA,A-13-5,SHIPPING,SO-26297,,E036,35.35
IT-000262,2025-08-29,PO Receipt,TIMI-1058,50,EA,RECEIVING,C-10-3,PO-31109,,E030,84.45
IT-000997,2025-08-29,SO Issue,SPRO-1061,-1,EA,B-08-5,SHIPPING,SO-26112,,E039,87.28
IT-001350,2025-08-29,SO Issue,CONV-1051,-2,EA,E-16-5 ,SHIPPING,SO-26259,,E030,4147.58
IT-002066,2025-08-29,Adjustment,GEAR-1001,-4,EA,E-25-4,D-18-5,Bin move,,E033,974.16
