NUM,CUSTOMER_ID,SO_NUMBER,SHIPMENT_ID,CUSTOMER_PO_NUMBER,INVOICE_DATE,DUE_DATE,PAYMENT_TERMS,MERCHANDISE_TOTAL,FREIGHT,SALES_TAX,AMOUNT,AMOUNT_PAID,OPEN_BAL,STATUS,DELIVERY_METHOD,GL_REVENUE_ACCOUNT
20191,RFS-CUST0012,19519,SH-50138,P785608,2025-09-25,2025-09-25,COD,$43.04,20.62,0.0,$63.66,$63.66,$0.00,Paid,Email PDF,"$4,010.00"
28281,RFS-CUST0006,11694,SH-50139,PO532296,01/17/2026,02/16/2026,2% 10 Net 30,"$3,228.27",2906.03,0.0,6134.3,6134.3,0.0,Paid,Mail,4010
22903,RFS-CUST0008,10095,SH-50140,PO301825,03/22/2026,06-May-2026,Net 45,577.56,0.0,41.87,$619.43,$0.00,$619.43,Open,Email PDF,4010
26374,RFS-CUST0018,19530,SH-50141 ,P789138,2025-11-03,2025-12-03,2% 10 Net 30 ,"$11,336.00",16684.61,0.0,28020.61,28020.61,$0.00,Paid,EDI 810,4010
23656,RFS-CUST0012,11393,SH-50142,P461467,17-Dec-2025,17-Dec-2025,COD,7599.91,0.0,0.0,7599.91,7599.91,$0.00,Paid,,4010
25493,RFS-CUST0008,10216,SH-50143,P767736,2025-06-15,2025-07-30,Net 45,15357.6,8896.35,1113.43,"$25,367.38",25367.38,,Paid,Portal upload,4010
21502,RFS-CUST0003,,SH-50144,4500132983,02/20/26,2026-03-22,2% 10 Net 30,12923.11,7933.08,0.0,"$20,856.19",$0.00,"$20,856.19",Past Due,Email PDF,"$4,010.00"
28627,RFS-CUST0023,10997,SH-50145,4500660681,2025-10-21,"Dec 20, 2025",Net 60,3998.02,1658.51,289.86,"$5,946.39","$5,946.39",$0.00,Paid,Email PDF,"$4,010.00"
26397,RFS-CUST0014,12874,SH-50146,PO467950,22-Jan-2026,21-Feb-2026,2% 10 Net 30,3591.59,1949.47,0.0,"$5,541.06",5541.06,$0.00,Paid,Email PDF,4010
22788,RFS-CUST0021,13011,SH-50147,4500746734,2025-07-13,2025-08-12,NET 30,9907.08,0.0,0.0,9907.08,9907.08,$0.00,Paid,,4010
20266,RFS-CUST0004,14960,SH-50148,4500841852 ,2025-07-04,2025-09-02,Net 60,4777.0,1179.19,0.0,5956.19,5956.19,$0.00,Paid,Email PDF,4010
29710,RFS-CUST0001,11784,SH-50149,PUR-371791,2025-07-02,2025-08-01,2% 10 NET 30,973.63,0.0,0.0,973.63,$973.63,$0.00,Paid,Email PDF,"$4,010.00"
25418,RFS-CUST0020,12735,SH-50150,P604011,2026-02-06,08-Mar-2026,Net 30,"$29,583.94",0.0,2144.84,31728.78,0.0,"$31,728.78",Past Due,Email PDF,"$4,010.00"
20868,RFS-CUST0009,10337,SH-50151,PO994292,2025-12-02,2026-01-01,Net 30,9304.82,0.0,0.0,9304.82,9304.82,0.0,Paid,Mail,4010
22188,RFS-CUST0004,16975,SH-50152,PO168034,12/23/2025,2026-02-21,Net 60,"$4,534.82",0.0,0.0,4534.82,4534.82,$0.00,Paid,,4010
25766,RFS-CUST0008,15626,SH-50153,PO966386,"Mar 23, 2026",05/07/26,Net 45,12560.18,0.0,910.61,"$13,470.79",$0.00,"$13,470.79",Open,Mail,4010
22503,RFS-CUST0014,15572,SH-50154,PUR-234147,2025-11-21,"Dec 21, 2025",2% 10 Net 30,"$7,724.94",,0.0,"$7,724.94",7724.94,0.0,Paid,Portal upload,4010
21894,RFS-CUST0006,14355 ,SH-50155,4500645767,2025-08-18,2025-09-17,2% 10 Net 30,$424.49,0.0,0.0,$424.49,424.49,$0.00,Paid,Mail,4010
25774,RFS-CUST0022,12844,SH-50156,P985742 ,2025-11-09,"Jan 08, 2026",Net 60,"$8,051.72",0.0,0.0,"$8,051.72","$8,051.72",$0.00 ,Paid,EDI 810,4010
23976,RFS-CUST0023,18848,SH-50157,P716902,2025-05-22,07/21/2025,,"$7,304.85",0.0,529.6,7834.45,7834.45,0.0,Paid,Email PDF,4010
21317,RFS-CUST0022,16592,SH-50158,P497514 ,10-Jul-2025,2025-09-08,Net 60,"$12,554.83",8842.3,0.0,21397.13,21397.13,$0.00,Paid,Mail,4010 
21470,RFS-CUST0008,12377,SH-50159,4500144960,2025-05-26,07/10/25,Net 45,12847.4,1563.39,931.44,15342.23,"$15,342.23",$0.00,Paid,Email PDF,4010
25656,RFS-CUST0016,16091,SH-50160,PUR-624661,25-Feb-2026,"Apr 11, 2026",Net 45,"$3,783.06",0.0,,3783.06,,"$3,783.06",Open,Email PDF,"$4,010.00"
21540,RFS-CUST0010,19075,SH-50161,P115727,,07/05/2025,2% 10 Net 30,"$3,993.04",1481.89,0.0,"$5,474.93",5474.93,$0.00,Paid,Mail,4010 
27283,RFS-CUST0006,17136,SH-50162,P310720,2026-03-21,"Apr 20, 2026",2% 10 Net 30,7837.72,0.0,0.0,7837.72,$0.00,7837.72,Open,Portal upload,"$4,010.00"
27649,RFS-CUST0013,15211,SH-50163,PO918890,10/05/25,2025-11-04,Net 30,"$2,718.70",1777.63,0.0,4496.33,4356.65,$139.68,Short Paid,Portal upload,"$4,010.00"
23185,RFS-CUST0022,10513,SH-50164,P360410,2025-11-09,01/08/26,Net 60,"$2,411.86",464.01,0.0,"$2,875.87","$2,875.87",$0.00,Paid,Portal upload,4010
26217,RFS-CUST0006,18766,SH-50165,PO989117,2025-12-13,01/12/2026,2% 10 Net 30,"$9,917.62",2623.75,0.0,12541.37,12541.37,0.0,,Mail,"$4,010.00"
25499,RFS-CUST0016,,SH-50166,PO195163,"Nov 26, 2025",01/10/26,NET 45,$988.30,1033.3,0.0,2021.6,"$2,021.60",0.0,Paid,Portal upload,4010
,RFS-CUST0008,15307,SH-50167,P212562,06/05/2025,20-Jul-2025,Net 45,"$16,499.36",6487.27,1196.2,24182.83,24182.83,0.0,Paid,Email PDF,4010
20210,RFS-CUST0020,18926,SH-50168,PO996517,06-Dec-2025,2026-01-05,Net 30,15922.58,0.0,1154.39,17076.97,17076.97,0.0,Paid,EDI 810,"$4,010.00"
24919,RFS-CUST0005,17147,SH-50169,PUR-476905,11/08/25,2025-12-08,Net 30,135.24,374.13,0.0,$509.37,,0.0,Paid,Email PDF,4010
28338,RFS-CUST0006,14614,SH-50170,4500901624,2025-12-07,01/06/26,2% 10 Net 30,10235.67,0.0,0.0,10235.67,"$10,235.67",0.0,PAID,Email PDF,4010
27390,RFS-CUST0005,10808,SH-50171,P517054,01/23/2026,2026-02-22,Net 30,15874.52,11584.56,0.0,"$27,459.08","$27,459.08",$0.00,Paid,Email PDF,"$4,010.00"
26392,RFS-CUST0002,17586,SH-50172,4500617033,2026-02-07,09-Mar-2026,Net 30,"$2,256.95",0.0,,"$2,256.95","$2,256.95",0.0,Paid,EDI 810,4010
23323,RFS-CUST0021,10065,SH-50173,P130266,2025-10-10,11/09/2025,Net 30,4064.73,5280.66,0.0,"$9,345.39","$9,345.39",0.0,Paid,Mail,"$4,010.00"
29851,,15781,SH-50174,PO750257,05/13/2025,06/12/25,Net 30,"$1,135.72",0.0,82.34,1218.06,"$1,218.06",0.0,Paid,Email PDF,4010
25258,RFS-CUST0007,13521,SH-50175,PUR-944538,14-Jan-2026,2026-01-14,COD,5086.0,4286.71,0.0,"$9,372.71","$9,372.71",0.0,Paid,EDI 810,4010
25356,RFS-CUST0018,17567,,PO190485,"May 10, 2025",09-Jun-2025,2% 10 Net 30,"$7,124.68",0.0,0.0,"$7,124.68","$7,124.68",$0.00,Paid,EDI 810 ,"$4,010.00"
23197,RFS-CUST0013,18579,SH-50177,P976600,2025-06-22,07/22/2025,Net 30,"$1,977.39",0.0,0.0,1977.39,1977.39,$0.00,Paid,Portal upload,4010
25115,RFS-CUST0007,13007,SH-50178,P917011,"Mar 26, 2026",2026-03-26,COD,2492.12,0.0,0.0,2492.12,$0.00,2492.12,Past Due,Portal upload,4010 
27574,RFS-CUST0009,10699,SH-50179,P992987,"Feb 21, 2026",2026-03-23,Net 30,1503.29,3355.52,0.0,4858.81,"$4,858.81",$0.00,Paid,Email PDF,4010
23993,RFS-CUST0011,15782,SH-50180,PO402951,"Aug 01, 2025",2025-08-31,Net 30,3877.44,0.0,0.0,"$3,877.44","$3,877.44",0.0,Paid,Email PDF,"$4,010.00"
25146,RFS-CUST0006,11020,SH-50181,4500172109 ,2025-07-12,"Aug 11, 2025",2% 10 Net 30,442.52,208.5,0.0,$651.02,651.02,0.0,Paid,Portal upload,4010
25657,RFS-CUST0003,12855,SH-50182,PO451403,29-Oct-2025,28-Nov-2025,2% 10 Net 30,1050.74,870.77,0.0,1921.51,"$1,921.51",0.0,Paid,Email PDF,4010
25410,RFS-CUST0009,13396,SH-50183,4500600426,2026-02-13,2026-03-15,Net 30,$508.04,1014.78,0.0,1522.82,$0.00,1522.82,Past Due,Mail,"$4,010.00"
28192,RFS-CUST0005,,SH-50184,PO917364,03-Dec-2025,2026-01-02,Net 30,409.44,0.0,0.0,$409.44,409.44,0.0,Paid,EDI 810,"$4,010.00"
29502,RFS-CUST0005 ,19574,SH-50185,4500559298,2025-09-11,2025-10-11,NET 30,"$2,143.85",0.0,0.0,2143.85,"$2,143.85",0.0,Paid,EDI 810,4010
23186,RFS-CUST0025,,SH-50086,PO530200,2025-06-19,"Jun 19, 2025",COD,8463.79,0.0,613.62,"$9,077.41",9077.41,0.0,Paid,Email PDF,4010
23086,RFS-CUST0019,14038,SH-50186,PO648770,10/19/25,11/18/25,,"$8,615.20",6066.71,0.0,"$14,681.91","$14,681.91",$0.00,Paid,EDI 810,4010
29366,RFS-CUST0009,13768,SH-50187,4500624056,03/04/2026,04/03/2026,Net 30,$759.44,0.0,0.0,$759.44,$0.00,$759.44,Open,Portal upload,4010
22389,RFS-CUST0001,17995,SH-50188,4500266654,2026-02-07,2026-03-09,2% 10 Net 30,6766.43,3727.2,0.0,10493.63,10493.63,0.0,Paid,Email PDF,4010
24924,RFS-CUST0005,18886,SH-50189,PUR-828046,"Nov 21, 2025",21-Dec-2025,Net 30,"$5,076.68",8480.46,0.0,13557.14,13557.14,$0.00,Paid,Email PDF,4010
26392,RFS-CUST0021,13430,SH-50190,PUR-412649,2025-10-16,2025-11-15,Net 30,2957.93,1900.07,0.0,"$4,858.00",4858.0,$0.00,Paid,Email PDF,4010
23390,RFS-CUST0002 ,16594,SH-50191,4500667882,29-Nov-2025,12/29/25,Net 30,11524.69,0.0,0.0,11524.69,"$11,524.69",0.0,Paid ,Mail,4010
20082,RFS-CUST0002,12532,SH-50192,P513088,2026-02-02,"Mar 04, 2026",Net 30,2848.65,2410.0,0.0,"$5,258.65",$0.00,5258.65,Past Due,EDI 810,"$4,010.00"
23331,RFS-CUST0009,12372,SH-50193,PO920548,2025-12-01,12/31/2025,Net 30,12254.88,0.0,0.0,12254.88,12254.88,$0.00,Paid,Email PDF,4010
24417,RFS-CUST0023,19499,SH-50194,PO863345,12/18/2025,2026-02-16,,"$3,789.16",3650.84,274.71,"$7,714.71","$7,714.71",$0.00,Paid,Email PDF,4010
24036,RFS-CUST0012,17632,SH-50195,4500225897,"Sep 07, 2025",09/07/25,COD,"$1,099.35",969.72,0.0,"$2,069.07",2069.07,0.0,Paid,EDI 810,4010
24980,RFS-CUST0025,12546,SH-50196,P554491,30-Jun-2025,2025-06-30,COD,13494.5,8983.04,978.35,23455.89,"$23,219.09",236.8,Short Paid,Email PDF,"$4,010.00"
20549,RFS-CUST0015 ,16605,SH-50197,PUR-166244,2025-05-23,22-Jun-2025,Net 30,18524.15,9233.13,0.0,"$27,757.28",27757.28,$0.00,Paid,Portal upload,"$4,010.00"
24457,RFS-CUST0001,18430,SH-50198 ,P125749,2025-08-07,06-Sep-2025,2% 10 Net 30,3427.46,2614.52,0.0,6041.98,6041.98,$0.00,Paid,,"$4,010.00"
22578,RFS-CUST0017,16331,SH-50199,P204071,"Feb 26, 2026",28-Mar-2026,2% 10 Net 30,18450.05,0.0,0.0,18450.05,0.0,"$18,450.05",Past Due,EDI 810,4010
20861,RFS-CUST0013,15271,SH-50135,PO385108,12/27/2025,2026-01-26,Net 30,"$14,577.27",0.0,0.0,"$14,577.27",14577.27,$0.00,Paid,Email PDF,"$4,010.00"
28978,RFS-CUST0015 ,19535,SH-50200,4500412792,06/20/2025,2025-07-20,Net 30,6782.24,0.0,0.0,6782.24,6782.24,0.0,Paid,Email PDF,"$4,010.00"
26565,RFS-CUST0021,18907,SH-50201,P690043,2025-05-31,"Jun 30, 2025",Net 30,9216.14,4701.4,0.0,13917.54,13917.54,0.0,Paid,Email PDF,"$4,010.00"
26049,RFS-CUST0003,17524,SH-50202,PUR-449971,07/09/2025,2025-08-08,2% 10 Net 30,,1420.88,0.0,"$3,306.89","$3,306.89",0.0,Paid,Mail,4010
21385 ,RFS-CUST0001,14224,SH-50203,P684919,09/04/2025,2025-10-04,2% 10 Net 30,13344.0,5773.92,,"$19,117.92","$19,117.92",0.0,Paid,MAIL,"$4,010.00"
21014 ,RFS-CUST0005,11853,SH-50204,P866979,2025-10-17,2025-11-16,Net 30,$207.60,0.0,0.0,207.6,$207.60,$0.00,Paid,Email PDF,"$4,010.00"
29407,RFS-CUST0021,13354,SH-50205,PUR-212890 ,2025-12-15,2026-01-14,Net 30,1044.0,1158.94,0.0,2202.94,2202.94,$0.00,Paid,Mail,4010
24993,RFS-CUST0021,18003,SH-50206,PO938279,"Jul 04, 2025",2025-08-03,Net 30,"$17,894.57",11216.28,0.0,29110.85,"$29,110.85",0.0,Paid,Portal upload,"$4,010.00"
20208,RFS-CUST0023,12188,SH-50207,PO850957,12-Dec-2025,2026-02-10,Net 60,3055.37,0.0,221.51,3276.88,3276.88,0.0,Paid,Mail,4010
26894,RFS-CUST0018,10851,SH-50208,P950913,28-Feb-2026,2026-03-30,2% 10 Net 30,"$5,131.26",0.0,0.0,5131.26,0.0,5131.26,Past Due,Portal upload,4010
27096,RFS-CUST0014,17038,SH-50209,P123373,2025-06-30,2025-07-30,2% 10 Net 30,$920.40,0.0,0.0,920.4,920.4,0.0,Paid,Mail,4010
25655,RFS-CUST0025,19171,SH-50210,P369303,30-Oct-2025,10/30/2025,COD,1122.27,0.0,81.36,"$1,203.63",1203.63,0.0,Paid,Email PDF,"$4,010.00"
28211 ,RFS-CUST0005 ,14133,SH-50211,P368638,"Oct 30, 2025",2025-11-29,Net 30,12229.48,4624.39,0.0,16853.87,"$16,853.87",$0.00,Paid,Email PDF,"$4,010.00"
26519,RFS-CUST0018,11388,SH-50212,P588886,,01/29/26,2% 10 NET 30,"$11,618.11",3701.66,0.0,15319.77,15319.77,0.0,Paid,Email PDF,4010
20091,RFS-CUST0007,16519,SH-50213,4500696764,07/16/2025,2025-07-16,COD,19382.16,6869.01,0.0,26251.17,"$26,251.17",0.0,PAID,Email PDF,4010
21410,RFS-CUST0002,15860,SH-50214,PUR-702872,2025-10-30,11/29/25,Net 30,$951.79,1585.86,0.0,"$2,537.65",2537.65,$0.00,Paid,Portal upload,"$4,010.00"
24388,RFS-CUST0016,15135,SH-50215,4500750151,2025-06-17,08/01/25,Net 45,"$10,696.75",0.0,0.0,"$10,696.75",10696.75,0.0,Paid,Email PDF,4010
20448,RFS-CUST0010,15736,SH-50216,PO905520,03/26/2026,04/25/26 ,2% 10 Net 30,20431.08,0.0,0.0,"$20,431.08",$0.00,"$20,431.08",Open,EDI 810,4010
27212,RFS-CUST0007,14395,SH-50217,PUR-884160,08/23/25,2025-08-23,,6689.01,0.0,0.0,"$6,689.01",6689.01,0.0,Paid,Mail,4010
27648,RFS-CUST0008,12905,SH-50218,P520811,2026-02-21,2026-04-07,Net 45,11680.67,16554.38,846.85,29081.9,0.0,,Open,Email PDF,"$4,010.00"
23246,RFS-CUST0013,11445,SH-50219,4500682078,09-May-2025,2025-06-08,Net 30,"$23,267.17",0.0,0.0,"$23,267.17","$23,267.17",0.0,Paid,EDI 810,4010
25218,RFS-CUST0011,19999,SH-50220,PUR-629793,2025-05-13,06/12/25,Net 30,6616.5,1905.41,0.0,8521.91,,0.0,Paid,Email PDF,"$4,010.00"
29441,RFS-CUST0020,19777,SH-50221,P589457,2025-11-13,12/13/25,Net 30,,0.0,265.62,"$3,929.35",3929.35,0.0,Paid,Email PDF,4010
27390,RFS-CUST0005,19399,SH-50222,P638665,01/07/2026,2026-02-06,Net 30,10739.67,0.0,0.0,10739.67,"$10,739.67",0.0,Paid,Mail,4010
29959,RFS-CUST0008,14045,SH-50223,PUR-182311,2025-12-30,"Feb 13, 2026",Net 45,5553.6,9353.73,402.64,15309.97,15309.97,$0.00,Paid,Portal upload,4010
20545,RFS-CUST0022,14023,SH-50224,PUR-682215,10-FEB-2026,,Net 60,3724.72,3583.83,0.0,"$7,308.55",0.0,"$7,308.55",Open,Mail,"$4,010.00"
25329,RFS-CUST0017,11058,SH-50225,P380392,"Jun 06, 2025",2025-07-06,2% 10 Net 30,1061.44,506.75,0.0,1568.19,1568.19,0.0,Paid,Email PDF,4010
20451,RFS-CUST0022,19910,SH-50226,4500744053,2026-02-26,27-Apr-2026,Net 60,7.38,0.0,0.0,$7.38,0.0,7.38,Open,Mail,4010
29995,RFS-CUST0009,17916,SH-50227,PUR-744067,2025-06-14,2025-07-14,Net 30,"$8,971.28",2600.37,0.0,11571.65,"$11,571.65",$0.00,Paid,EDI 810,"$4,010.00"
24529,RFS-CUST0011,12156,SH-50228,4500491996,07/30/2025,2025-08-29,Net 30,21389.18,0.0,0.0,21389.18,"$21,389.18",0.0,Paid,Email PDF,4010
26619,RFS-CUST0003,19591,SH-50229,4500660641,17-Aug-2025,2025-09-16,2% 10 Net 30,27235.25,14786.27,0.0,"$42,021.52","$42,021.52",0.0,Paid,EDI 810 ,4010
26661,RFS-CUST0015,17399,SH-50230,P671635,2025-12-22,2026-01-21,Net 30,"$4,356.07",0.0,0.0,4356.07,4065.29,290.78,Short Paid,Portal upload,"$4,010.00"
27289,RFS-CUST0008,16568,SH-50231,P688052 ,22-Dec-2025,2026-02-05,Net 45,"$3,170.69",1554.91,229.88,,4955.48,0.0,Paid,EDI 810,4010
26102,RFS-CUST0003,13045,SH-50232,PO642335,2025-11-18,2025-12-18,2% 10 Net 30,31.22,18.0,0.0,$49.22,49.22,$0.00,Paid,Portal upload,"$4,010.00"
28061,,11591,SH-50233,4500161232,2025-09-05,2025-10-05,Net 30,15656.0,0.0,0.0,15656.0,15427.71,$228.29,Short Paid,Portal upload,4010
22053,RFS-CUST0010,19019,SH-50234,P498383,2025-10-05,2025-11-04,2% 10 Net 30,18282.41,2841.12,0.0,"$21,123.53",21123.53,0.0,Paid,Email PDF,4010 
28449,RFS-CUST0005,12949,SH-50235,4500534734,08/01/25 ,2025-08-31,NET 30,10553.48,0.0,0.0,10553.48,"$10,553.48",0.0,Paid,Email PDF,"$4,010.00"
24234,RFS-CUST0025,14689,SH-50236,PUR-262964,2025-12-14,12/14/2025,COD,7886.08,0.0,571.74,8457.82,8408.09,$49.73,Short Paid,Portal upload,"$4,010.00"
24708,RFS-CUST0013,18352,SH-50237,P609650,07/21/25,2025-08-20,Net 30,3335.87,1163.35,0.0,4499.22,4456.6,$42.62,Short Paid,EDI 810,4010
27871,RFS-CUST0025,15042,SH-50238,PUR-484704,2026-03-06,"Mar 06, 2026",COD,3285.0,3727.65,238.16,"$7,250.81",$0.00,"$7,250.81",Past Due,Email PDF,"$4,010.00"
25959,RFS-CUST0004,12129,SH-50239,P199511,01/03/2026,2026-03-04,Net 60,789.93,0.0,0.0,789.93,789.93,$0.00,Paid,EDI 810 ,4010
27916,RFS-CUST0020,18268,SH-50240,PUR-128967,2025-05-15,06/14/2025,Net 30,$984.04,0.0,71.34,1055.38,"$1,055.38",$0.00,Paid,Portal upload,4010
21032,RFS-CUST0002,16442,SH-50241,PO101968,03/26/2026,2026-04-25,Net 30,264.48,563.33,0.0,827.81,0.0,827.81,Open,Email PDF,"$4,010.00"
20712,RFS-CUST0016 ,18935,SH-50242,P911828,2025-10-12,11/26/25,Net 45,1955.14,2174.14,0.0,"$4,129.28",4129.28,$0.00,Paid,Portal upload,4010
,RFS-CUST0018,17093,SH-50243,4500956594 ,2025-08-15,2025-09-14,,$474.69,0.0,0.0,474.69,,0.0,Paid,EDI 810,4010
28875,RFS-CUST0017,17882,SH-50244,PO372537,2026-02-03,,2% 10 Net 30,,0.0,0.0,$69.14,0.0,$69.14,Past Due,Mail,4010
25489,RFS-CUST0010,12220,SH-50245,4500785433,12/15/25,2026-01-14,2% 10 Net 30,"$1,849.00",2499.92,0.0,"$4,348.92 ",4348.92,$0.00,Paid,Mail,"$4,010.00"
29123,RFS-CUST0018,15950,SH-50246,PO769507,2025-09-06,2025-10-06,2% 10 Net 30,7416.41,0.0,0.0,7416.41,"$7,416.41",0.0,Paid,Portal upload,"$4,010.00"
28177,RFS-CUST0004,19158,SH-50247,4500198679,05/24/25,2025-07-23,Net 60,577.64,0.0,0.0,$577.64,577.64,0.0,Paid,Mail,"$4,010.00"
20328,RFS-CUST0021,17661,SH-50248,PUR-819026,"Nov 16, 2025",16-Dec-2025,Net 30,18247.29,,0.0,30710.89,"$30,710.89",0.0,Paid,Email PDF,"$4,010.00"
21896,RFS-CUST0015,10917,SH-50249,PO924163,2026-03-09 ,2026-04-08,Net 30,5167.4,0.0,0.0,"$5,167.40",0.0,5167.4,Open,Mail,"$4,010.00"
27976,RFS-CUST0012,14720,SH-50250,PO789939,2025-10-29,2025-10-29,COD,7592.85,7226.97,0.0,"$14,819.82",14819.82,$0.00,Paid,Email PDF,"$4,010.00"
21865,RFS-CUST0025,15082,SH-50251,4500451632,"Jan 05, 2026",2026-01-05,COD,201.05,118.01,14.58,$333.64,$333.64,$0.00,Paid,Email PDF,"$4,010.00"
23114,RFS-CUST0023,10683,SH-50252,PO987857,"Feb 28, 2026","Apr 29, 2026",Net 60,10970.0,4720.54,795.32,16485.86,"$16,485.86",0.0,Paid,Email PDF,4010
27049,RFS-CUST0005,16585,SH-50253,4500940125,2025-07-08,2025-08-07,Net 30,4817.32,0.0,0.0,"$4,817.32",4671.55,145.77,Short Paid,Portal upload,4010
28605,RFS-CUST0023,13015,SH-50254,P673758,2026-02-12,2026-04-13,Net 60,1848.98,392.98,134.05,2376.01,0.0,2376.01,Open,EDI 810,"$4,010.00"
21325,RFS-CUST0003,14495,SH-50255 ,PUR-851177,2025-12-05,2026-01-04,2% 10 Net 30,"$18,518.77",0.0,0.0,"$18,518.77","$18,518.77",0.0,Paid,Portal upload,4010
27942,RFS-CUST0021,19282,SH-50256,PUR-383280,"Dec 26, 2025",,Net 30,35799.61,0.0,0.0,35799.61,35799.61,$0.00,Paid,Email PDF,4010
20696,RFS-CUST0012,,SH-50257,PUR-251213,2026-03-18,03/18/26,COD,$175.74,52.81,0.0,$228.55,$0.00,$228.55,Past Due,Portal upload,"$4,010.00"
29071,RFS-CUST0018,15607,SH-50258,PUR-255412,02/22/26,03/24/26,2% 10 Net 30,"$4,542.00",0.0,0.0,4542.0,"$4,542.00",$0.00,Paid,Email PDF,4010
21122,RFS-CUST0025 ,19924,SH-50259 ,P953718,2025-05-27,2025-05-27,COD,"$22,694.17",0.0,1645.33,24339.5,"$24,339.50",0.0,Paid,Email PDF,"$4,010.00"
28907,RFS-CUST0025,18635,SH-50260,PO218385,2025-12-15,12/15/2025,COD,1293.7,,93.79,"$2,444.54",2444.54,0.0,Paid,Email PDF,4010
28862,RFS-CUST0007,18262,SH-50261,4500627260,09/09/2025,2025-09-09,COD,"$2,105.00",1943.39,0.0,4048.39,4048.39,$0.00,Paid,EDI 810,4010
23195,RFS-CUST0013,10787,SH-50262,P626367,2025-08-21,20-Sep-2025,Net 30,7981.51,0.0,0.0,7981.51,7981.51,0.0,Paid,Email PDF,"$4,010.00"
25519,RFS-CUST0006,19690,SH-50263,PO537441,09/19/25,,2% 10 Net 30,"$24,271.38",12687.05,0.0,"$36,958.43",36958.43,0.0,Paid,Email PDF,4010
25337,RFS-CUST0015,11197,SH-50264,PUR-432653,06-Jan-2026,2026-02-05,Net 30,1514.7,824.31,0.0,2339.01,"$2,339.01",$0.00,Paid,Email PDF,4010
24760,RFS-CUST0002,18481,SH-50265,PO228670,2025-06-05,07/05/2025,Net 30,883.31,969.24,0.0,1852.55,"$1,852.55",$0.00,Paid,Email PDF,4010
24377,RFS-CUST0005,16440,SH-50266,4500495673,2025-09-18,2025-10-18,Net 30,$304.60,209.89,0.0,,514.49,0.0,Paid,Email PDF,4010
27976,RFS-CUST0013,13535,SH-50267,4500699110,"Dec 08, 2025",2026-01-07,Net 30,1292.5,0.0,0.0,1292.5,1292.5,$0.00,Paid,Email PDF,4010
22178,RFS-CUST0009,10794,SH-50268,P760298,2026-01-10,02/09/2026,Net 30,9163.37,0.0,0.0,9163.37,"$9,163.37",$0.00,Paid,Email PDF,4010
21272,RFS-CUST0016,13782,SH-50269,PUR-173659,2025-12-22,2026-02-05,Net 45,2557.22,4838.53,0.0,"$7,395.75",7395.75,0.0,Paid,Email PDF,4010
29124,RFS-CUST0018,19037,,PO952762,"Sep 10, 2025",2025-10-10,2% 10 Net 30,18379.5,0.0,0.0,"$18,379.50","$18,379.50",$0.00,Paid,Email PDF,
20379,RFS-CUST0003,14638,SH-50271,PO101413,"Mar 04, 2026",2026-04-03,2% 10 Net 30,2903.12,4804.74,0.0,"$7,707.86",0.0,"$7,707.86",Open,MAIL,"$4,010.00"
29409,RFS-CUST0011,18374,SH-50272,P545943,2025-06-27,2025-07-27,Net 30,1487.2,205.06,0.0,,1692.26,$0.00,Paid,Email PDF,4010
29916,RFS-CUST0022,12080,SH-50273,4500157088,"Mar 14, 2026",13-May-2026,Net 60,"$5,834.85",0.0,0.0,"$5,834.85",0.0,5834.85,Open,Mail,"$4,010.00"
28130,RFS-CUST0013,,SH-50274,P230101,"Dec 10, 2025","Jan 09, 2026",Net 30,,6585.53,0.0,"$14,425.99",14425.99,0.0,Paid,Mail,"$4,010.00 "
21576,RFS-CUST0021,12751,SH-50275,P867055,09/18/2025,2025-10-18,Net 30,$340.20,208.15,0.0,$548.35,548.35,0.0,Paid,Mail ,4010
29663,RFS-CUST0008,11175 ,SH-50276,P479385,2025-05-11,06/25/25,Net 45,"$5,752.36",9785.52,417.05,15954.93,15787.11,$167.82,Short Paid,Email PDF,4010
22801,RFS-CUST0002,13323,SH-50277,4500908296,2025-07-08,08/07/2025,Net 30,6884.88,0.0,0.0,"$6,884.88","$6,701.15",$183.73,Short Paid,EDI 810,4010
20357,RFS-CUST0019,10454,SH-50278,4500786478,2026-03-11,10-Apr-2026,2% 10 Net 30,"$9,844.24",0.0,0.0,"$9,844.24",,9844.24,Open,Email PDF,4010
29220,RFS-CUST0020,16294,SH-50279,PUR-529875,2025-10-31,2025-11-30,Net 30,6418.13,2307.86,465.31,"$9,191.30",9191.3,$0.00,Paid,Mail,4010
28229,RFS-CUST0007,15827,SH-50280,PO521225,02/09/2026,02/09/26,COD,"$2,448.68",2102.8,0.0,"$4,551.48",0.0,4551.48,Past Due,Portal upload,"$4,010.00"
24492,RFS-CUST0006,17735,SH-50083,4500303861,2025-08-02,2025-09-01,2% 10 Net 30,10106.5,0.0,0.0,"$10,106.50",10106.5,0.0,Paid,Email PDF,4010
27424,RFS-CUST0005,10477,SH-50281,PUR-516961,05-Jul-2025,08/04/25,Net 30,"$15,010.00",9135.36,0.0,24145.36,"$24,068.70",76.66,Short Paid,Mail,4010
27802,RFS-CUST0008,14674,SH-50282,P498139,02/25/2026,2026-04-11,Net 45,6206.85,1625.83,450.0,8282.68,0.0,8282.68,Open,EDI 810,4010
