INVOICE_NUMBER,LINE,ITEM_ID,QTY,UNIT_PRICE,EXTENDED,UNIT_COST,MARGIN
21598,2,HEX1420-014,12,$26.29,315.48,22.13,49.92
21598,3,LOC1420-087,10,,320.7,22.41,96.6
21598,4,ANC80-062,2,$174.54,349.08,$118.25,112.58
21598,5,DRISIZE4-077,10,29.29,292.9,$20.09,92.0
21598,6,DRI1500-016,200,31.49,6298.0,22.87,1724.0
22127,1,ANC3410-074,3,$206.74,620.22,118.92,263.46
22127,2,CUT1500-089,4,69.73,278.92,52.43,69.2
20146,1,DRIM10-072,200,52.51,10502.0,33.72,3758.0
20146,2,LOCM6-053,10,41.21,412.1,$24.10,171.1
20146,4,BRG-6205,4,7.63,30.52,$5.20,9.72
20146,5,LOCM8-108,10,13.14,131.4,$7.98,51.6
27832,1,DRIM10-072 ,,$52.51,315.06,$33.72,112.74
27832,2,ANCsize6-005,5,174.38,871.9,115.33,295.25
27832,3,DRI2000-004,10,67.01,670.1,$45.12,218.9
27832,4,HOS1000-086,100,$10.33,1033.0,7.96,237.0
27832,5,FLAsize6-134,12,$4.54,54.48,2.8000000000000003,20.88
27832,6,CAB1250-008,6,$38.86,,27.86,66.0
27832,7,ANCM6-073,25,127.56,3189.0,$82.40,1129.0
24879,2,FLASIZE6-134,4,4.79,19.16,2.8000000000000003,7.96
24879,3,FLAsize8-029,2,17.2,34.4,11.17,12.06
24879,4,FLAM12-013,25,7.27,181.75,5.5,44.25
24879,5,DRIsize4-077,50,26.9,1345.0,20.09,340.5
24879,6,FLA60-122,1,24.7,24.7,18.44,6.26
24879,7,LOC3410-096,1,37.15,37.15,27.93,9.22
28743,1,ANCM10-050,50,26.27,1313.5,18.82,372.5
28743,2,ANCM8-040,100,$37.44,3744.0,29.41,803.0
28743,3,HN-789,6,20.25,121.5,$14.60,33.9
28743,4,FLASIZE6-134,4,4.79,19.16,2.8000000000000003,7.96
28743,5,HOSsize8-128,12,43.12,517.44,23.89,230.76
28743,6,FLA50-065,25,,392.0,12.14,88.5
28743,7,LOC3410-092,100,$37.63,3763.0,29.560000000000002,807.0
28743,8,ANC51618-020,1,153.11,153.11,111.15,41.96
22907,1,CAB5811-137,12,$26.96,323.52,15.32,139.68
22907,2,ABR50-010,2,33.84,67.68,26.37,14.94
22907,3,LOC3410-096 ,1,39.1,39.1,$27.93,11.17
22907,4,CABsize4-075,10,9.06,90.6,5.12,39.4
22907,5,ABR1250-018,6,50.47,302.82,32.56,107.46
22253,1,DRI3410-068 ,25,35.79,894.75,$27.16,215.75
22253,2,CUTsize8-078,12,102.23,1226.76,$55.26,563.64
22253,3,FLA3410-112,2,$16.72,33.44,10.58,12.28
22253,4,ANCM12-027,4,68.48,,51.49,67.96
22253,5,LOCM6-130,50,25.96,1298.0,,476.5
25749,1,FLAsize6-134,10,$4.54,45.4,2.8000000000000003,17.4
25749 ,2,LOC60-135,6,$45.86,275.16,29.62,97.44
25749,3,,50,$39.12,1956.0,$32.44,334.0
28065,2,HEXM10-131,50,73.87,3693.5,54.6,963.5
28065,3,HEXM8-094,12,$75.05,900.6,51.42,283.56
28065,4,LOC60-135,200,41.78,8356.0,$29.62,2432.0
28065,5,LOC2000-115,10,9.2,92.0,$8.31,8.9
28065,6,HOSsize6-103,25,13.11,327.75,10.450000000000001,66.5
28065,7,ABRsize6-012,12,65.06,780.72,$57.08,95.76
28065,8,HOSM10-070,100,15.6,1560.0,$11.82,378.0
29547,1,FLA60-122,6,$23.40,140.4,18.44,29.76
29547,2,ANC3410-074,1,195.86,195.86,118.92,76.94
29547,3,FLA1420-090,10,$3.49,34.9,$2.17,13.2
29547,4,BRG-6205-IMP,4,3.14,12.56,1.85,5.16
29547,5,LOC60-060,25,$5.41,135.25,$3.18,55.75
20528,,ANCM6-073,4,116.22,464.88,82.4,135.28
20528,2,DRIM10-072,25,47.84,1196.0,$33.72,353.0
20528,3,,200,$4.93,,$3.18,350.0
29581,3,ABR1250-018,200,41.39,8278.0,32.56,1766.0
20528,4,ANC3410-034,5,161.53,807.65,115.2,231.65
22118,1,DRI2000-048,2,55.95,111.9,43.46,24.98
22118,2,LOCM10-085,25,11.27,281.75,9.35,48.0
22118,3,NIT1000-088,4,18.06,72.24,12.59,21.88
22118,4,LOC60-060,6,4.93,29.58,3.18,10.5
22118,5,CUTM6-047,50,59.98,2999.0,$41.80,909.0
22118,6,ABRsize8-003,12,58.44,701.28,$40.96,209.76
26910,1,LOCsize8-120,12,40.08,480.96,$26.70,160.56
26910,2,CABsize4-075,4,8.61,34.44,5.12,13.96
26910,3,LOCM8-108,10,$13.87,138.7,7.98,58.9
22147,1,NIT1250-117,12,15.19,182.28,8.74,77.4
22147,2,FLAsize8-045,4,$22.04,88.16,$13.89,32.6
27632 ,2,LOC2000-115,50,10.66,533.0,8.31,117.5
22147,3,ABRSIZE8-032,25,$40.05,1001.25,$28.88,279.25
26943,1,LOC2000-115,10,$10.10,101.0,8.31,17.9
22227,,LOC2000-115,4,$11.22,44.88,8.31,11.64
22227,2,FLAM12-013,200,$7.65,1530.0,$5.50 ,430.0
20068,1,ANCM8-040,50,$35.47,1773.5,$29.41,303.0
24074,1,LOCM10-085,12,$9.92,119.04,9.35,6.84
24074,2,DRIsize6-110,25,$54.17,1354.25,45.25,223.0
24074,3,DRI3816-044,25,$66.08,1652.0,$51.33,368.75
21365,6,ABRM8-051,6,$47.31,283.86,$28.33,113.88
24074,4,SOC1500-097,200,113.47,22694.0,$77.74,7146.0
24074,5,LOCM6-053,2,$37.55,75.1,24.1,26.9
,6,CUTM12-054,200,57.59,11518.0,48.77,1764.0
24074,7,ANCM10-050,25,24.39,609.75,$18.82,139.25
25896,1,DRI3410-068,10,$37.89,378.9,$27.16,107.3
25896,3,LOC3410-092,25,35.65,891.25,$29.56,152.25
25896,4,ANCM8-001 ,1,138.21,138.21,$100.37,37.84
25896,5,FLAM10-028,200,$15.18,3036.0,$9.75,1086.0
21390,1,LOC60-135,10,,458.6,29.62,162.4
21390,2,LOCsize4-081,25,$14.87,371.75,9.5,134.25
23520,1,DRIsize8-138,6,63.25,379.5,53.24,60.06
20861,2,NIT1000-088,12,20.93,251.16,12.59,100.08
29233,1,ANC3410-034,1,168.43,168.43,$115.20,53.23
29233,2,ANCM6-043,100,96.85,9685.0,$66.43,3042.0
29233,3,NIT1000-088,200,19.83,3966.0,$12.59,1448.0
29233,5,SOCsize6-098,1,105.77,105.77,69.54,36.23
29233,6,DRI3816-044,25,72.53,1813.25,51.33,530.0
29233,7,FLAsize6-134,25,$4.54,113.5,2.8000000000000003,43.5
29233,8,LOCM6-053,100,36.26,3626.0,$24.10,1216.0
27812,1,LOCM8-108,4,$14.60,58.4,$7.98,
27812,2,SOC1250-123,1,115.74,115.74,$69.72,46.02
27812,3,HEXM10-131,,90.09,360.36,$54.60,141.96
27812,4,NIT80-132,2,$25.22,50.44,13.63,23.18
27812,5,ANCsize6-005,1,$193.75,193.75,115.33,78.42
27812,6,FLA3410-112,25,16.72,418.0,10.58,153.5
27761,1,CUT3816-058,10,$53.48,534.8,$34.73,187.5
27761,2,CUT1500-089,1,$73.40,73.4,$52.43,20.97
27761,3,CAB1250-008,100,$43.18,4318.0,27.86,1532.0
27761,4,HEX60-055,1,$27.31,27.31,$19.51,7.8
27761,5,HOSM12-104,50,44.5,2225.0,$28.71,789.5
27761,6,FLAsize8-029,10,18.1,181.0,11.17,69.3
27761,7,LOC3410-096,2,39.1,78.2,27.93,22.34
28344,1,HOS1213-006,25,$49.97,1249.25,37.01,324.0
28344,2,ANCM10-050,10,$26.77,267.7,$18.82,79.5
20984,1,SOC51618-129,4,97.06,388.24,$82.77,57.16
20984,3,DRIsize4-077,200,26.69,5338.0,20.09,1320.0
20984,4,CUT1420-049,100,37.13,3713.0,26.61,1052.0
27962,1,ABR1500-059,50,$72.88,3644.0,44.44,1422.0
27962,2,LOC1420-087,12,$35.63,427.56,$22.41,158.64
27962,3,CUT3410-037,50,$36.50,1825.0,21.6,745.0
27962 ,4,,2,39.41,78.82,29.41,20.0
,5,LOC1420-087,12,35.63,427.56,$22.41,158.64
27962,6,SOC51618-129,6,118.36,,82.77,213.54
28210,1,CUT3410-037,4,$32.85,131.4,$21.60,45.0
28210,2,HOSsize8-128,4,40.85,163.4,$23.89,67.84
28210,3,HEXsize8-101,2,74.6,149.2,52.13,44.94
28210,4,CUT60-119,200,36.98,7396.0,$25.84,2228.0
28210,6,HEX2000-093,50,26.15,1307.5,15.71,522.0
28210,7,DRI2000-048,200,$61.41,12282.0,43.46,3590.0
20057,1,FLAsize8-045,10,23.2,232.0,13.89,93.1
20057,3,ABR1250-018,6,$50.47,302.82,32.56,107.46
20057,6,SOC51618-057,2,69.26,138.52,$52.87,32.78
20057 ,7,ANCM6-043,6,119.57,717.42,66.43,318.84
23349,2,ABRM12-046,100,$94.00,9400.0,$57.07,3693.0
29139,1,6308-882,12,$20.80,249.6,14.9,70.8
20861,1,CUT50-067,,61.87,,42.5,484.25
20861,2,NIT1000-088,12,20.93,251.16,12.59,100.08
20861,3,ABRM12-046,12,$99.22 ,1190.64,57.07,505.8
20861,4,ANC3816-039,100,$95.03,9503.0,62.910000000000004,3212.0
20861,5,LOCM8-108,6,$13.87,83.22,7.98,35.34
20861,6,ABRsize8-032,50,40.05,2002.5,28.88,558.5
21027,2,LOC1250-102,50,30.62,1531.0,$21.95,433.5
21027,3,ABRM8-051,2,42.58,85.16,$28.33,28.5
21027,4,LOCM6-053,12,41.21,494.52,24.1,205.32
21027,5,FLA1213-026,10,18.85,188.5,13.17,56.8
21027,6,DRI2000-048,1,$58.95,58.95,$43.46,15.49
21027,7,CAB1420-125,4,$8.75,35.0,5.46,13.16
26663,1,ANCM8-040,1,39.41,39.41,29.41,10.0
26663,2,HEX80-033,6,71.32,427.92,$47.23,144.54
26663,3,ABR50-010,100,$36.39,3639.0,$26.37,1002.0
20191,1,LOC5811-099,2,21.52,43.04,13.36,16.32
28281,1,DRI2000-048,12,,671.4,43.46,149.88
28281,2,ANC3410-074,,155.25,776.25,$118.92,181.65
28281,3,BRG-6205-IMP,200,2.86,572.0,1.85,202.0
28281,4,HOSM12-104,2,36.49,72.98,28.71,15.56
28281,6,ANCM10-050,6,24.39,146.34,$18.82,33.42
,7,HEXSIZE8-000,25,$36.72,918.0,$25.30,285.5
28281,8,CUTM6-061,2,$35.65,71.3,$32.44,6.42
22903,2,CUT3816-058,12,$48.13,577.56,$34.73,160.8
26374,1,FLA50-065,100,,1568.0,$12.14,354.0
26374,2,CABsize4-007,200,48.84,9768.0,$27.94,4180.0
23656,1,ABR1500-059,1,$65.59,65.59,44.44,21.15
23656,2,ANCM6-043,10,107.61,1076.1,66.43,411.8
21027,6,DRI2000-048,1,$58.95,58.95,$43.46,15.49
23656,3,CUTM12-054,100,63.21,6321.0,$48.77,1444.0
23656,4,CUT1420-049,2,43.83,87.66,26.61,34.44
23656,5,HEX1250-124,4,12.39,,$7.96,17.72
25493,1,DRI3816-044,100,72.53,7253.0,51.33,2120.0
25493,2,LOC1250-102,12,30.62,367.44,21.95,104.04
25493,3,DRI3816-044,100,72.53,7253.0,51.33,2120.0
25493,4,HHCS-254,6,$36.67,220.02,29.1,45.42
25493,5,SOC1250-011,,$88.24,176.48,59.42,57.64
25493,7,CUT1420-049,2,43.83,87.66,26.61,34.44
21502,1,CUT60-119,50,$41.09,2054.5,$25.84,762.5
21502,2,HEX1420-030,2,28.88,57.76,18.92,19.92
21502,3,LOC2000-115,25,11.22,280.5,8.31,72.75
21502,4,CABsize8-111,200,21.6,4320.0,13.25,1670.0
21502,5,LOC60-135,100,50.95,5095.0,$29.62,2133.0
21502,6,DRIM12-083,1,$116.55,116.55,64.39,52.16
21502,7,CUT2000-023,10,99.88,998.8,58.75,411.3
28627,1,LOC2000-115,200,10.1,2020.0,8.31,358.0
28627,2,NITM12-036,25,17.62,440.5,12.01,140.25
28627,3,CUT5811-066,6,56.53,339.18,$38.77,106.56
28627,4,DRIM12-083,2,$104.89,209.78,64.39,81.0
28627,5,HEXM8-094,12,$82.38,988.56,$51.42,371.52
26397,1,ANC3816-039,25,90.03,2250.75,62.910000000000004,678.0
26397,2,CUTM6-061,12,$39.12,469.44,$32.44,80.16
26397,3,SOC1250-011,1,$88.24,88.24,$59.42,28.82
26397,4,DRI2000-004,10,67.01,670.1,$45.12,218.9
26397,5,CUT5811-066,2,56.53,113.06,38.77,35.52
22788,1,CABsize4-007,6,51.41,308.46,27.94,140.82
22788,2,SOC51618-057,100,$69.26,6926.0,52.870000000000005,1639.0
,,DRIM12-083,10,$116.55,1165.5,64.39,521.6
22788,4,NIT1250-117,2,$15.99,31.98,$8.74,14.5
22788,5,ANCM12-027,12,68.48,821.76,51.49,203.88
22788 ,6,ABRsize8-032,12,42.16,505.92,$28.88,159.36
22788,7,ABRM8-051,2,$47.31,94.62,28.330000000000002,37.96
22788,8,B62-454,2,26.42,52.84,17.85,17.14
20266,1,CAB1420-107,50,$38.36,1918.0,28.41,497.5
20266,2,ABRM12-095,100,$28.59,2859.0,$26.15,244.0
29710,1,CAB1420-125,6,9.23,55.38,5.46,22.62
29710,2,FLAsize6-134,50,4.79,239.5,2.8000000000000003,99.5
29710,3,HEX2000-093,1,$27.61,27.61,15.71,11.9
29710,4,CABsize8-111,12,$20.52,246.24,$13.25,
29710,5,CAB1420-107,10,,404.9,28.41,120.8
25418,1,HEXM12-056,200,47.86,9572.0,$27.04,4164.0
25418,2,CABsize4-075,4,9.06,36.24,5.12,15.76
25418,3,HEX1420-014,6,24.83,148.98,22.13,16.2
25418,4,LOCsize8-120,50,$42.19,2109.5,$26.70,774.5
25418,5,NIT80-132 ,1,25.22,25.22,$13.63,11.59
25418,6,ABRsize8-032,200,37.94,7588.0,28.88,1812.0
25418,7,DRIsize4-017,100,$101.04,10104.0,63.95,3709.0
,,SOC1250-123,50,,4745.5,69.72,1259.5
20868,2,6308-882,200,17.96,3592.0,14.9,612.0
20868,3,ABRM12-046,6,$85.64,513.84,57.07,171.42
20868,4,FLA1375-009 ,6,9.89,59.34,$6.70,19.14
20868,5,ABRsize8-003,1,$58.44,58.44,40.96,17.48
20868,6,DRI2000-048,6,55.95,335.7,43.46,74.94
22188,1,CAB50-127,200,$16.01,3202.0,12.31,740.0
22188,2,LOCM10-085,100,11.5,1150.0,9.35,215.0
22188,3,LOC1420-087,6,30.47,182.82,22.41,48.36
25766,3,6308-882,50,$19.71,985.5,14.9,240.5
25766,5,LOC60-060,12,5.41,64.92,3.18,26.76
25766,6,DRIM12-083,100,104.89,10489.0,$64.39 ,4050.0
26305,5,ANC51618-019,100,85.69,8569.0,53.06,3263.0
25766,7,LOCM8-108,50,13.14,657.0,$7.98,258.0
25766,8,DRIsize4-017,4,90.94,363.76,63.95,107.96
22503,1,BRG-6205-IMP,100,$3.14,314.0,$1.85,129.0
22503,3,LOC1250-102,6,30.62,183.72,$21.95,52.02
22503,1,HOSsize8-128,1,40.85,40.85,23.89,16.96
22503,2,CUT50-067,1,62.35,62.35,42.5,19.85
22503,3,LOC60-076,100,$25.09,2509.0,$17.87,722.0
22503,4,CABsize8-111,50,$19.44,972.0,13.25,309.5
22503,5,6308-882,12,$19.71,236.52,14.9,57.72
22503,6,HOS1213-006,50,49.97,2498.5,$37.01 ,648.0
,7,FLAsize6-134,200,$4.54 ,908.0,2.8000000000000003,348.0
21894,1,CAB80-139,25,7.92,198.0,7.26,16.5
21894,2,ABRsize6-012,2,65.06,130.12,57.08,15.96
21894,3,SOCsize6-098,1,,96.37,69.54,26.83
25774,1,SOCsize6-098,4,$111.64,446.56,69.54,168.4
25774,2,SOC1375-113,12,40.63,487.56,22.75,214.56
25774,3,ABR1500-059,100,$69.24,6924.0,$44.44,2480.0
25774,4,LOC60-135,4,$48.40,193.6,$29.62,75.12
23976,1,HN-789,100,19.19,1919.0,14.6,459.0
23976,2,DRIsize4-017,50,$90.94,4547.0,63.95,1349.5
23976,3,LOC1420-087,1,32.07,32.07,22.41,9.66
23976,4,FLA1420-002,25,$28.10,702.5,$19.51,214.75
23976,5,CAB80-139,12,8.69,104.28,7.26,17.16
21317,1,LOCM8-108,,$13.87,2774.0,7.98,1178.0
21317,2,SOCsize6-063,100,$74.26,7426.0,46.81,2745.0
21317,3,CUT60-119,4,39.04,156.16,$25.84,52.8
21317,4,DRIsize8-138 ,6,66.77,400.62,53.24,81.18
21317,5,CUTM6-061,25,41.3,1032.5,32.44,221.5
21317,6,ANC51618-020,5,$153.11,765.55,$111.15,209.8
21470,1,FLAM6-031,10,9.14,91.4,$7.36,17.8
21470,2,ANCM6-073 ,100,127.56,12756.0,82.4,4516.0
25656,1,ABRsize8-032,50,37.94,1897.0,28.88,453.0
25656,2,SOC1375-113,1,$38.49,38.49,22.75,15.74
25656,3,HEX3410-042,25,$72.62,1815.5,44.58,701.0
25656,4,LOC1420-087,1,32.07,32.07,$22.41,9.66
21540,1,ABRM12-109,2,119.93,239.86,$72.03,95.8
21540,2,CUT50-067,50,$62.35 ,3117.5,$42.50,992.5
21540,3,LOC3410-096,2,35.19,70.38,27.93,14.52
21540,4,CUT5811-066,10,$56.53,565.3,38.77,177.6
27283,1,DRIM10-072,12,47.84,574.08,$33.72,169.44
,2,DRIsize8-138,100,$57.63,5763.0,$53.24,439.0
27283,3,HOS1000-086,2,10.58,21.16,7.96,5.24
27283,4,HOSsize6-103,25,$13.11,327.75,$10.45,66.5
27283,5,CABsize4-007,4,38.37,153.48,27.94,41.72
27283,6,CUT1420-049,25,39.93,998.25,26.61,333.0
27649,1,BRG-6205,50,$7.42,371.0,5.2,111.0
27649,2,HEX1420-030,50,$28.58,1429.0,$18.92,483.0
27649,3,CUTM6-041,10,$64.56,645.6,51.28,132.8
27649 ,4,DRIsize6-110,1,$62.76,62.76,45.25,17.51
27649,5,DRIsize4-017,2,$95.99,191.98,63.95,64.08
28868,3,ANC51618-019,200,85.69,17138.0,$53.06,6526.0
27649,6,CAB80-139,,$9.18,18.36,$7.26 ,3.84
23185,1,ANCM8-001,3,145.89,437.67,100.37,136.56
23185,2,CUT1213-024,25,55.27,1381.75,$32.87,560.0
23185,3,CABsize8-111,1,,,$13.25,7.27
23185,4,DRIM10-072,12,47.66,571.92,$33.72,167.28
26217,1,DRIM10-072,200,$47.84,9568.0,33.72,2824.0
26217,2,FLA3410-112,10,13.71,137.1,$10.58,31.3
26217,3,CABsize8-111,12,$17.71,212.52,13.25,53.52
25499,1,CABsize8-111,25,19.44,486.0,13.25,154.75
25499,2,HEX80-033,6,64.19,385.14,47.230000000000004,101.76
25499,3,DRIsize4-077,4,29.29,117.16,20.09,36.8
20645,1,DRIsize8-138,4,63.25,253.0,53.24,40.04
20645,2,FLAM10-028,2,15.18,30.36,9.75,10.86
20645,3,HEXM10-131,200,$81.08,16216.0,54.6,5296.0
20210 ,1,B62-454,12,$26.42,317.04,17.85,102.84
20210,2,ABRM8-051,50,$47.31,2365.5,28.330000000000002,949.0
20210,3,ABRM8-051,200,$47.31,9462.0,28.330000000000002,3796.0
20210,1,FLA1420-002,1,$31.22,31.22,19.51,11.71
20210,2,CABSIZE4-007,2,51.41,102.82,27.94,46.94
20210,3,ABR1500-059,50,72.88,3644.0,44.44,1422.0
24919,1,LOCM10-085,12,$11.27,135.24,$9.35,23.04
28338,1,ABRM12-109,25,$109.27,2731.75,72.03,931.0
28338,2,NIT1375-106,,$14.92,2984.0,$11.97,590.0
28338,3,CAB1250-008,12,35.41,424.92,27.86,90.6
28338,4,CUT2000-023,50,81.9,4095.0,$58.75,1157.5
27390,1,,10,,610.5,45.12,159.3
27390,2,CAB50-127,100,15.04,1504.0,12.31,273.0
27390,4,DRI3816-044,200,$66.08,13216.0,51.33,2950.0
27390,5,DRIsize6-105,12,$15.69,188.28,10.34,64.2
27390,6,CUTM6-041,6,59.29,355.74,$51.28,48.06
26392,1,HOSsize6-103,10,15.19,151.9,10.450000000000001,47.4
26392,2,CUTM6-047,,69.49,,$41.80,27.69
26392,3,DRI3410-068,1,37.19,37.19,27.16,10.03
26392,4,CUT3816-058,6,$50.81,304.86,34.730000000000004,96.48
26392,5,NIT1375-106,1,$17.28,17.28,11.97,5.31
26392,6,6308-882,1,20.8,20.8,$14.90,5.9
26392,7,SOC51618-057,12,61.19,734.28,52.870000000000005,99.84
26392,8,ANC80-062,,184.23,921.15,$118.25,329.9
23323,1,LOCM6-053,1,45.79,45.79,$24.10,21.69
23323,2,HEXsize8-000,50,38.96,1948.0,$25.30,683.0
27761,4,HEX60-055,1,$27.31,27.31,$19.51,7.8
23323,3,NIT1375-106,50,$18.19,909.5,11.97,311.0
23323,,NIT1250-117,6,,95.94,8.74,43.5
23323,5,CAB1420-107,25,42.62,1065.5,$28.41,
29851,1,LOC3410-092,2,39.61,79.22,29.560000000000002,20.1
29851,2,FLA1213-026,25,$20.94,523.5,13.17,194.25
29851,3,HN-789,25,$21.32,533.0,14.6,168.0
25258,1,HOSM12-104,1,$44.50,44.5,,15.79
25258,2,HEX60-080,25,41.59,1039.75,22.36,480.75
25258,3,HEX3410-042,25,80.69,2017.25,44.58,902.75
25258,4,HEX1420-014,6,29.21,175.26,$22.13,42.48
25258,5,ANC3410-074,2,217.62,435.24,$118.92,197.4
25258,,LOCM10-085,100,$13.74,1374.0,9.35,439.0
25356,1,LOC60-069,1,$32.58,32.58,21.71,10.87
26519,2,DRI3410-068,6,39.99,239.94,$27.16,76.98
25356,2,LOC1420-087,4,33.85,135.4,$22.41,45.76
25356,3,ANC51618-019,12,85.69,1028.28,53.06,391.56
25356,4,FLAM10-028,4,16.03,64.12,$9.75,25.12
25356,5,ANCM12-027,100,$55.47,5547.0,51.49,398.0
25356,6,FLAM6-031,6,$9.65,57.9,$7.36,13.74
25356,7,,10,25.94,259.4,19.51,64.3
23197,1,ANCsize6-005,2,184.06,368.12,$115.33,137.46
23197,,HOSM12-104,25,$42.27,1056.75,$28.71,339.0
28978,4,DRI2000-048,6,64.82,388.92,$43.46,128.16
23197,3,HEX60-055,6,25.94,155.64,19.51,38.58
,4,ABRM12-046,4,99.22,396.88,57.07,168.6
25115,3,CAB1250-008,50,43.18,2159.0,$27.86,766.0
25115,4,HOS1213-006,6,55.52,333.12,$37.01,111.06
27574,2,,100,14.92,1492.0,$11.97,295.0
27574,3,HEX1250-124,1,11.29,11.29,7.96,3.33
23993,1,HEX1250-124,10,$11.29,112.9,7.96,33.3
23993,2,DRI2000-004,10,$61.05,610.5,45.12,159.3
20567,2,ANCM6-073,12,134.64,1615.68,82.4,626.88
23993,3,LOCM6-053,6,37.55,225.3,24.1,80.7
23993,4,NIT1250-117,100,13.11,1311.0,8.74,437.0
23993,5,CUT1213-024,2,47.71,95.42,32.87,29.68
23993,6,BRG-6205,50,6.95,,5.2,87.5
23993,7,LOCM10-085,,11.27,1127.0,9.35,192.0
23993,8,,6,,47.82,,15.06
25146,1,FLAM12-013 ,6,$5.83,34.98,5.5,1.98
25146,2,CAB50-127,,15.04,15.04,12.31,2.73
25146,3,HEXM12-056,10,$39.25,392.5,27.04,122.1
25657,1,HOSsize6-103,50,$15.99,799.5,10.450000000000001,277.0
25657,2,CUT5811-066,4,62.81,251.24,38.77,96.16
25410,1,DRI2000-048,6,55.95,,43.46,74.94
25410,,FLAsize8-029,6,$14.84,89.04,11.17,22.02
25410,4,FLAM6-031,10,8.33,83.3,$7.36,9.7
28192,1,CUTM12-054,6,$57.59,345.54,$48.77,52.92
28192,,NIT80-132,2,$20.68,41.36,13.63,14.1
28192,3,LOCM10-085,2,11.27,22.54,9.35,3.84
29502,1,HOS1000-086 ,1,9.52,9.52,7.96,1.56
29502,2,FLAsize8-029,4,14.84,59.36,11.17,14.68
29502,3,ANC80-062,1,$159.02,159.02,$118.25,40.77
29502,4,HOSsize8-114,10,$39.62,396.2,$37.17,24.5
29502,5,CUT80-015,25,60.79,1519.75,43.1,442.25
23086,1,SOC2000-025,200,$23.94,4788.0,15.39,1710.0
23086,2,ANCM8-040,100,37.44,3744.0,29.41,803.0
23086,3,6308-882,4,20.8,83.2,14.9,23.6
29366,1,CAB50-127,50,15.04,752.0,12.31,136.5
29366,2,FLAsize6-134,2,$3.72,7.44,2.8000000000000003,1.84
22389,1,,10,$33.24,332.4,22.87,103.7
22389,2,CABsize8-111,25,19.7,492.5,13.25,161.25
22389,4,DRI2000-048,12,$64.82,777.84,43.46,256.32
26519,4,HEXM10-131,100,85.59,8559.0,$54.60,3099.0
22389,5,HN-789,200,$20.25,4050.0,14.6,1130.0
22389,6,SOC2000-071,1,26.19,26.19,$15.49,10.7
22389,7,LOCM6-053,25,43.5,1087.5,24.1,485.0
24924,1,NIT1250-117,10,13.11,131.1,8.74,43.7
24924,2,HOS1000-086,100,10.58,1058.0,7.96,262.0
24924,3,CABsize8-111,200,$17.71,3542.0,$13.25,892.0
24924,4,DRIsize4-077,2,$26.69,53.38,$20.09,13.2
24924 ,5,LOC1420-087,10,29.22,292.2,22.41,68.1
26392,1,HOSsize8-128,10,45.39,453.9,$23.89,215.0
26392 ,2,FLA50-065,25,16.51,412.75,12.14,109.25
26392 ,3,NIT80-132,50,$25.22,1261.0,13.63,579.5
26392,4,SOC1500-097,6,$138.38,830.28,77.74,363.84
23390,1,ANC51618-019,25,85.69,2142.25,53.06,815.75
23390,2,CAB1420-107,200,$40.49,,$28.41,2416.0
23390 ,3,ABRM8-051,6,$44.94,269.64,$28.33,99.66
23390,4,LOC1420-087 ,12,33.85,406.2,22.41,137.28
23390,5,HOSM10-070,25,$18.08,452.0,11.82,156.5
23390,6,LOCM10-085,12,$13.05,156.6,9.35,44.4
20082,1,LOC60-076,10,26.49,264.9,$17.87 ,86.2
20082,2,CUT3410-037,25,$34.67,866.75,21.6,326.75
20082,3,CUTM6-041,25,$68.68,1717.0,51.28,435.0
,1,LOC60-060,6,$4.93,29.58,3.18,10.5
23331,2,ANC3410-074,1,178.45,178.45,118.92,59.53
23331,3,NIT1000-088,2,$18.06,36.12,12.59,10.94
23331,4,CUTM6-047,200,$59.98,11996.0,,3636.0
23331,6,LOCsize4-081,1,$14.73 ,14.73,$9.50,5.23
24417,1,LOCsize8-120,12,37.97,455.64,,135.24
24417,2,CUTM6-061,1,$39.12,39.12,$32.44,6.68
,3,HOS1000-086,100,$11.61,1161.0,7.96,365.0
24417,4,FLAM10-028,12,15.18,182.16,$9.75,65.16
24417,5,LOCsize8-120,4,$37.97 ,151.88,26.7,45.08
24417,6,LOC1420-087,50,32.07,1603.5,22.41,483.0
24417,7,ANC3410-074,1,195.86,195.86,$118.92 ,76.94
26392,7,SOC51618-057,12,61.19,734.28,52.870000000000005,99.84
24036,1,SOC1250-011,6,$88.24,529.44,$59.42,172.92
24036,2,SOC2000-071,1,$24.81,24.81,15.49,9.32
24036,3,HEX1250-124,6,$12.39,74.34,7.96,26.58
24036,4,HOSsize6-084,,,29.24,$11.21,6.82
24036,5,CAB5811-137,2,24.26,48.52,15.32,17.88
24036,6,ABR50-010,12,$32.75,393.0,26.37,76.56
24980,1,LOCM6-053,4,39.15,156.6,$24.10,60.2
24980,2,CUTM6-061 ,12,39.12,469.44,$32.44,80.16
24980,4,,50,$46.27,2313.5,$27.94,916.5
24980,5,HEXM10-116,1,62.96,62.96,$38.02 ,24.94
24980,6,SOC1250-011,100,88.24,8824.0,$59.42 ,
24980,7,CUT80-015,25,$66.72,1668.0,43.1,590.5
20549,1,ANC80-062,5,184.23,921.15,118.25,329.9
,2,ANCM6-043,100,113.59,11359.0,$66.43,4716.0
28743,2,ANCM8-040,100,$37.44,3744.0,29.41,803.0
20549,3,HEXM10-131,25,$85.59,2139.75,$54.60,774.75
20549,4,ABR50-010,50,34.57,1728.5,26.37,410.0
