PAYMENT_ID,CUSTOMER_ID,PAYMENT_DATE,METHOD,REFERENCE,AMOUNT,APPLIED_TO_INVOICE,UNAPPLIED,REMITTANCE_SOURCE
RFS-CR00261,RFS-CUST0001 ,2025-09-14,Wire,782866,"$5,669.74",21636,0.0,Portal
RFS-CR00262,RFS-CUST0025,2026-01-22,Check,548577,$344.53,29518,0.0,Bank feed
RFS-CR00263,RFS-CUST0002,2025-06-25,Check,788505,812.32,27349,0.0,Bank feed
RFS-CR00264,RFS-CUST0015,2025-10-08,ACH,955750,$398.88,25614,0.0,Portal
RFS-CR00265,RFS-CUST0020,2025-09-10,Wire,562400,4368.05,28601,0.0,Email remittance
RFS-CR00266,RFS-CUST0007,06/05/2025,ACH,289342,13115.44,24876,0.0,Lockbox
RFS-CR00267,RFS-CUST0014,2025-06-20,Wire,388199,10415.54,22756,0.0,Lockbox
RFS-CR00268,RFS-CUST0023,27-Nov-2025,Card,120589,"$1,161.27",29050,0.0,Email remittance
RFS-CR00269,RFS-CUST0007,08/26/2025,Card,409180,3077.38,22270,0.0,Portal
RFS-CR00270,RFS-CUST0007,2025-12-21,ACH,376113,$466.60,,0.0,Lockbox
RFS-CR00271,RFS-CUST0020,01/25/26,Check,792298,"$14,616.90",26427,0.0,Lockbox
RFS-CR00272,RFS-CUST0013,2026-02-23,Wire,358766,8097.68,22284,0.0,Lockbox
RFS-CR00080,RFS-CUST0003,07/21/2025,ACH,580458,2161.66,21160,0.0,Lockbox
RFS-CR00273,RFS-CUST0016,2026-03-25,Wire,109738,9288.5,28233,0.0,Lockbox
RFS-CR00274,RFS-CUST0007,08/19/25,Card,568436,11716.95,22223,0.0,Bank feed
RFS-CR00275,RFS-CUST0006,2026-01-07,Card,316099,10559.18,29581,0.0,Lockbox 
RFS-CR00276,RFS-CUST0003,2025-09-27,Wire,636103,2896.0,21187,0.0,Portal
RFS-CR00277,RFS-CUST0008,"Sep 21, 2025",Wire,381237,"$25,085.15",26892,0.0,Email remittance
RFS-CR00278,RFS-CUST0008,18-Aug-2025,Card,537928,31741.72,28010,0.0,Bank feed
RFS-CR00279,,12-Jan-2026,Card,506250,"$13,643.41",28327,0.0,Portal
RFS-CR00280,RFS-CUST0022,2025-09-24,Card,511595,$300.54,25544,0.0,Bank feed
RFS-CR00281,RFS-CUST0022,12/14/2025,Card,805315,"$11,813.74",26331,0.0,Email remittance
RFS-CR00282,RFS-CUST0015,06/08/25,ACH,206540,"$13,758.16",20282,0.0,Bank feed
RFS-CR00283,RFS-CUST0012,2025-06-18,Wire,414994,2524.76,22090,0.0,Portal
RFS-CR00284,RFS-CUST0012,2025-12-30,Check,456127,713.5,,0.0,Portal
RFS-CR00285,RFS-CUST0022,2026-03-22,Card,674136,4351.84,20427,0.0,Bank feed
RFS-CR00177,RFS-CUST0021,08/01/25,Wire,868417,29110.85,24993,0.0,Lockbox
RFS-CR00286,RFS-CUST0001,2025-05-31,Wire,763723,23435.3,28660,0.0,Bank feed
RFS-CR00287,RFS-CUST0008,26-Nov-2025,ACH,707652,329.39,24666,0.0,Bank feed
RFS-CR00147,RFS-CUST0005,2026-03-16,Card,675076,"$27,459.08",27390,0.0,Email remittance
RFS-CR00288,RFS-CUST0004,14-Feb-2026,Check,884155,,26573,0.0,Email remittance
RFS-CR00289,RFS-CUST0007,31-Oct-2025,ACH,281910,9746.08,25829,0.0,Email remittance
RFS-CR00290,RFS-CUST0003,11-Jan-2026,Card,930381,8719.12,28262,0.0,Bank feed
RFS-CR00291,RFS-CUST0013,2025-09-15,ACH,733991,2390.46,29618,0.0,
RFS-CR00292,RFS-CUST0016,12/10/25,ACH,329378,"$10,805.95",25248,0.0,Lockbox
RFS-CR00293,RFS-CUST0007,2025-09-15,ACH,576075,672.35,21319,0.0,Bank feed
RFS-CR00294,RFS-CUST0009,2025-12-04,Check,948614,,25775,0.0,Email remittance
RFS-CR00295,RFS-CUST0009,2025-12-12,Check,378318,7856.27,23309,0.0,Lockbox
RFS-CR00296,RFS-CUST0004,2025-08-26,ACH,788889,,25978,,Portal
RFS-CR00297,RFS-CUST0016,2025-07-24,Card ,957632,"$7,131.14",25451,0.0,BANK FEED
RFS-CR00298,RFS-CUST0001,2025-09-07,ACH,273757,794.0,20063,0.0,Lockbox
RFS-CR00299,RFS-CUST0014,"Mar 31, 2026",,351773,2509.24,23151 ,0.0,Portal
RFS-CR00300,RFS-CUST0008,2025-10-03,,906230,10223.91,24221,0.0,Email remittance
RFS-CR00301,RFS-CUST0018,,Wire,709271,"$2,401.00",22181,0.0,Email remittance
RFS-CR00117,RFS-CUST0013,"Jan 24, 2026",Card,307034,"$14,577.27",20861,0.0,Portal
RFS-CR00302,RFS-CUST0004,02/06/26,Wire,220925,15777.64,28364 ,0.0,Lockbox
RFS-CR00303,RFS-CUST0003,2026-01-13,ACH,217590,"$4,047.32",21307,0.0,Lockbox
RFS-CR00304,RFS-CUST0022,02/16/2026,ACH,838000 ,"$5,343.21",25073,0.0,Portal
RFS-CR00305,RFS-CUST0010,2025-11-03,ACH,385475,2982.24,24335,0.0,Email remittance
RFS-CR00306,RFS-CUST0012,"Oct 26, 2025",ACH,237323,1876.23,29461,0.0,Bank feed
RFS-CR00307,,06/30/2025,ACH,174787,18772.61,29693,0.0,Lockbox
RFS-CR00308,RFS-CUST0006,10/06/25,Check,980369,11276.05,23092,0.0,
RFS-CR00309,RFS-CUST0008,"Feb 09, 2026",Wire,211460,772.74,25354,0.0,Lockbox
RFS-CR00310,RFS-CUST0018,2025-08-08,Check,176860,"$10,977.28",24030,0.0,Email remittance
