so_number,customer_id,customer_po_number,order_date,quote_id,sales_rep_id,entered_by,order_source,payment_terms,ship_via,freight_terms,order_total,credit_hold,order_status,invoiced
SO-26182,NIC-CUST0034,PO270096,2025-04-09,Q-26091,E072,E064,Phone,Net 45,Customer Pickup,Prepaid,10456.28,N,Partially Shipped,Y
SO-26183,NIC-CUST0003,PUR-933446,2026-01-04,,E067,E067,Email,Net 30,FedEx Ground,Prepaid & Add,363.17,N,Closed,Y
SO-26184,NIC-CUST0009,4500429648,2025-09-25,Q-26092,E064,E073,Phone,Net 45,LTL - Estes,Prepaid & Add,20428.64,N,Closed,Y
SO-26185,NIC-CUST0003,PO156653,2025-04-28,,E067,E067,Email,Net 30,FedEx Ground,Prepaid & Add,5522.4,N,Closed,Y
SO-26186,NIC-CUST0026,PO584345,2025-07-04,,E066,E075,Email,Net 60,Customer Pickup,Prepaid & Add,3191.67,N,Closed,Y
SO-26187,NIC-CUST0022,PUR-115724,2026-01-20,,E070,E075,Email,Net 30,LTL - Estes,Prepaid & Add,20104.11,N,Closed,Y
SO-26188,NIC-CUST0010,PUR-858628,2025-12-03,,E068,E067,Portal,COD,UPS Ground,Prepaid,8434.17,N,Closed,Y
SO-26189,NIC-CUST0004,PUR-833952,2026-03-04,Q-26093,E070,E065,Email,Net 60,Customer Pickup,Prepaid & Add,1526.86,N,Closed,Y
SO-26190,NIC-CUST0008,PO398781,2025-04-06,,E071,E075,Email,2% 10 Net 30,UPS Ground,Prepaid,14728.12,N,Closed,Y
SO-26191,NIC-CUST0018,4500765499,2025-12-05,,E069,E074,Portal,Net 45,FedEx Ground,Prepaid & Add,398.6,N,Open,N
SO-26192,NIC-CUST0015,PO103590,2025-12-05,Q-26094,E069,E074,Portal,Net 60,UPS Ground,Collect,1288.6,N,Closed,Y
SO-26193,NIC-CUST0026,PUR-460134,2026-03-04,Q-26095,E066,E068,Portal,Net 60,Customer Pickup,Collect,26064.6,N,Partially Shipped,Y
SO-26194,NIC-CUST0017,P757368,2025-09-28,Q-26096,E069,E066,EDI 850,Net 30,UPS Ground,Collect,4366.71,N,Closed,Y
SO-26195,NIC-CUST0037,PO160525,2025-12-13,,E066,E067,Email,Net 60,LTL - XPO,Collect,1479.56,N,Closed,Y
SO-26196,NIC-CUST0030,4500547208,2025-10-18,,E069,E066,Email,Net 45,LTL - Estes,Prepaid & Add,14497.49,N,Partially Shipped,Y
SO-26197,NIC-CUST0017,4500654301,2025-11-19,Q-26097,E069,E073,Portal,Net 30,UPS Ground,Collect,19626.02,N,Closed,Y
SO-26198,NIC-CUST0010,PUR-698834,2025-11-19,,E068,E073,Email,COD,UPS Ground,Collect,10687.85,N,Partially Shipped,Y
SO-26199,NIC-CUST0024,PO467508,2025-06-02,Q-26098,E067,E067,Email,Net 30,Company Truck,Prepaid & Add,207.29,N,Closed,Y
SO-26200,NIC-CUST0013,4500436621,2025-09-07,Q-26099,E072,E067,Phone,Net 30,FedEx Ground,Prepaid & Add,11416.22,N,Closed,Y
SO-26201,NIC-CUST0019,P715761,2025-07-24,Q-26100,E072,E074,Portal,COD,LTL - Estes,Prepaid & Add,6590.07,N,Closed,Y
SO-26202,NIC-CUST0040,P680870,2025-04-25,Q-26101,E064,E065,Email,Net 30,FedEx Ground,Prepaid,9524.69,N,Closed,Y
SO-26203,NIC-CUST0014,PUR-573937,2025-08-01,Q-26102,E067,E074,Email,Net 60,Company Truck,Collect,2731.6,N,Partially Shipped,Y
SO-26204,NIC-CUST0020,4500705392,2026-02-08,,E068,E064,Phone,Net 30,Customer Pickup,Prepaid,15462.36,N,Closed,Y
SO-26205,NIC-CUST0002,4500454903,2025-08-02,,E066,E074,Phone,Net 30,UPS Ground,Prepaid,1542.04,N,Closed,Y
SO-26206,NIC-CUST0014,4500524908,2025-11-18,Q-26103,E067,E065,Email,Net 60,Company Truck,Collect,2905.72,N,Closed,Y
SO-26207,NIC-CUST0014,P414215,2025-06-22,,E067,E064,Email,Net 60,Company Truck,Collect,3867.57,N,Partially Shipped,Y
SO-26208,NIC-CUST0029,P460800,2025-06-03,,E064,E064,Portal,Net 30,Customer Pickup,Prepaid,3161.4,N,Closed,Y
SO-26209,NIC-CUST0030,PUR-817599,2025-07-10,,E069,E068,Phone,Net 45,LTL - Estes,Prepaid,530.02,N,Closed,Y
SO-26210,NIC-CUST0006,PUR-174780,2025-10-16,,E072,E074,Portal,Net 45,UPS Ground,Prepaid,417.11,N,Closed,Y
SO-26211,NIC-CUST0026,4500312302,2026-01-04,Q-26104,E066,E065,Email,Net 60,Customer Pickup,Prepaid & Add,14010.93,N,Closed,Y
SO-26212,NIC-CUST0004,P210855,2025-12-07,Q-26105,E070,E073,Email,Net 60,Customer Pickup,Prepaid & Add,15823.14,N,Closed,Y
SO-26213,NIC-CUST0037,P871366,2025-05-24,Q-26106,E066,E075,Email,Net 60,LTL - XPO,Collect,28324.58,N,Closed,Y
SO-26214,NIC-CUST0037,4500744482,2025-10-30,Q-26107,E066,E068,Email,Net 60,LTL - XPO,Prepaid,3104.91,N,Closed,Y
SO-26215,NIC-CUST0023,PO168051,2025-08-17,Q-26108,E067,E068,Email,2% 10 Net 30,Customer Pickup,Collect,3387.29,N,Closed,Y
SO-26216,NIC-CUST0002,P664051,2025-12-23,,E066,E068,Phone,Net 30,UPS Ground,Collect,3087.85,N,Closed,Y
SO-26217,NIC-CUST0031,P368605,2025-10-04,Q-26109,E070,E066,EDI 850,2% 10 Net 30,LTL - XPO,Prepaid & Add,17406.81,N,Closed,Y
SO-26218,NIC-CUST0040,PUR-231095,2026-02-23,Q-26110,E064,E074,Portal,Net 30,FedEx Ground,Collect,4230.81,N,Closed,Y
SO-26219,NIC-CUST0035,PUR-516924,2026-02-10,Q-26111,E070,E073,EDI 850,Net 30,Customer Pickup,Prepaid,10946.66,N,Closed,Y
SO-26220,NIC-CUST0038,PUR-708982,2025-06-30,Q-26112,E064,E075,Email,Net 45,UPS Ground,Prepaid & Add,6681.65,N,Closed,Y
SO-26221,NIC-CUST0034,4500317147,2026-01-02,,E072,E075,Portal,Net 45,Customer Pickup,Prepaid,3116.46,N,Closed,Y
SO-26222,NIC-CUST0007,4500689482,2025-11-20,,E070,E066,Email,Net 45,Customer Pickup,Prepaid & Add,8551.65,N,Partially Shipped,Y
SO-26223,NIC-CUST0040,PUR-648768,2025-05-11,,E064,E064,Email,Net 30,FedEx Ground,Prepaid & Add,16133.75,N,Closed,Y
SO-26224,NIC-CUST0004,PUR-870568,2025-06-08,,E070,E064,Email,Net 60,Customer Pickup,Prepaid & Add,27941.18,N,Closed,Y
SO-26225,NIC-CUST0007,4500370123,2025-12-08,,E070,E067,Portal,Net 45,Customer Pickup,Prepaid,10212.53,N,Closed,Y
SO-26226,NIC-CUST0033,PO484236,2025-07-15,,E071,E074,Portal,Net 30,LTL - XPO,Prepaid & Add,975.13,N,Closed,Y
SO-26227,NIC-CUST0002,PO671445,2025-09-08,Q-26113,E066,E065,Portal,Net 30,UPS Ground,Collect,4147.86,N,Closed,Y
SO-26228,NIC-CUST0010,4500199634,2025-10-05,,E068,E066,Email,COD,UPS Ground,Prepaid & Add,17148.31,N,Closed,Y
SO-26229,NIC-CUST0024,PUR-984961,2025-11-10,,E067,E066,Portal,Net 30,Company Truck,Prepaid & Add,11134.56,N,Closed,Y
SO-26230,NIC-CUST0014,4500816352,2025-10-06,Q-26114,E067,E073,EDI 850,Net 60,Company Truck,Prepaid & Add,5119.23,N,Closed,Y
SO-26231,NIC-CUST0031,PO834374,2025-12-03,,E070,E075,Portal,2% 10 Net 30,LTL - XPO,Prepaid & Add,7281.3,N,Closed,Y
SO-26232,NIC-CUST0019,PO462817,2025-12-12,,E072,E064,Phone,COD,LTL - Estes,Collect,9057.3,N,Closed,Y
SO-26233,NIC-CUST0004,PO242974,2025-06-16,,E070,E075,Portal,Net 60,Customer Pickup,Collect,20133.86,N,Closed,Y
SO-26234,NIC-CUST0003,4500148122,2026-03-19,Q-26115,E067,E075,Portal,Net 30,FedEx Ground,Collect,10373.58,N,Open,N
SO-26235,NIC-CUST0019,P261432,2025-11-18,Q-26116,E072,E067,Phone,COD,LTL - Estes,Prepaid & Add,193.34,N,Closed,Y
SO-26236,NIC-CUST0039,P659143,2025-11-23,,E072,E066,Email,Net 30,Company Truck,Prepaid & Add,8394.98,N,Closed,Y
SO-26237,NIC-CUST0012,P814600,2025-08-02,Q-26117,E068,E073,Portal,2% 10 Net 30,LTL - XPO,Prepaid & Add,12170.59,N,Closed,Y
SO-26238,NIC-CUST0006,4500944894,2025-11-08,,E072,E065,Email,Net 45,UPS Ground,Collect,6273.62,N,Partially Shipped,Y
SO-26239,NIC-CUST0001,P816210,2025-08-31,,E068,E073,Email,Net 30,Company Truck,Prepaid & Add,10407.6,N,Closed,Y
SO-26240,NIC-CUST0003,PO409096,2025-10-15,Q-26118,E067,E075,Phone,Net 30,FedEx Ground,Collect,5918.42,N,Partially Shipped,Y
SO-26241,NIC-CUST0034,PUR-996921,2025-06-16,Q-26119,E072,E067,Email,Net 45,Customer Pickup,Prepaid & Add,2039.68,N,Closed,Y
SO-26242,NIC-CUST0015,PO215085,2025-06-09,,E069,E065,Portal,Net 60,UPS Ground,Prepaid,20481.73,N,Closed,Y
SO-26243,NIC-CUST0007,4500478302,2025-11-11,Q-26120,E070,E066,Email,Net 45,Customer Pickup,Prepaid & Add,3350.13,N,Closed,Y
SO-26244,NIC-CUST0035,4500408005,2026-01-11,Q-26121,E070,E067,Portal,Net 30,Customer Pickup,Prepaid & Add,5929.63,N,Closed,Y
SO-26245,NIC-CUST0006,4500128287,2025-08-06,,E072,E075,Email,Net 45,UPS Ground,Prepaid & Add,14389.68,N,Closed,Y
SO-26246,NIC-CUST0015,P351924,2025-08-30,,E069,E068,Portal,Net 60,UPS Ground,Prepaid,1089.51,N,Closed,Y
SO-26247,NIC-CUST0038,PO173617,2025-05-19,Q-26122,E064,E075,Portal,Net 45,UPS Ground,Prepaid & Add,15068.84,N,Closed,Y
SO-26248,NIC-CUST0013,4500613568,2025-12-23,,E072,E073,EDI 850,Net 30,FedEx Ground,Prepaid,6047.0,N,Partially Shipped,Y
SO-26249,NIC-CUST0013,PUR-775786,2025-08-24,,E072,E067,Phone,Net 30,FedEx Ground,Prepaid & Add,10292.08,N,Closed,Y
SO-26250,NIC-CUST0012,P326779,2025-04-21,Q-26123,E068,E066,Phone,2% 10 Net 30,LTL - XPO,Prepaid,7006.28,N,Closed,Y
SO-26251,NIC-CUST0017,4500223064,2025-04-30,Q-26124,E069,E067,Portal,Net 30,UPS Ground,Prepaid & Add,14109.19,N,Closed,Y
SO-26252,NIC-CUST0010,PUR-608928,2025-07-27,,E068,E065,Email,COD,UPS Ground,Prepaid & Add,3969.77,N,Closed,Y
SO-26253,NIC-CUST0002,PUR-678038,2025-12-04,,E066,E073,Email,Net 30,UPS Ground,Prepaid,7003.84,N,Closed,Y
SO-26254,NIC-CUST0029,4500742521,2025-04-03,,E064,E074,Phone,Net 30,Customer Pickup,Prepaid & Add,12503.75,Y,Closed,Y
SO-26255,NIC-CUST0008,4500230993,2025-04-21,,E071,E074,Phone,2% 10 Net 30,UPS Ground,Collect,15215.3,N,Closed,Y
SO-26256,NIC-CUST0006,PO789438,2025-11-05,,E072,E073,EDI 850,Net 45,UPS Ground,Prepaid & Add,6420.42,N,Closed,Y
SO-26257,NIC-CUST0033,P385402,2025-09-21,Q-26125,E071,E065,Phone,Net 30,LTL - XPO,Prepaid & Add,8441.63,N,Closed,Y
SO-26258,NIC-CUST0014,P192636,2026-01-25,,E067,E073,Phone,Net 60,Company Truck,Prepaid,24658.87,N,Partially Shipped,Y
SO-26259,NIC-CUST0014,PUR-696274,2025-08-25,Q-26126,E067,E068,Phone,Net 60,Company Truck,Prepaid,1784.51,N,Closed,Y
SO-26260,NIC-CUST0006,4500189715,2025-10-08,Q-26127,E072,E074,EDI 850,Net 45,UPS Ground,Prepaid,3097.45,N,Closed,Y
SO-26261,NIC-CUST0011,P413150,2025-05-09,,E070,E067,Phone,2% 10 Net 30,Company Truck,Prepaid & Add,9530.48,N,Partially Shipped,Y
SO-26262,NIC-CUST0022,P442294,2025-11-22,Q-26128,E070,E075,Phone,Net 30,LTL - Estes,Collect,24403.18,N,Closed,Y
SO-26263,NIC-CUST0022,PUR-315016,2025-05-19,,E070,E074,Portal,Net 30,LTL - Estes,Prepaid,225.34,N,Closed,Y
SO-26264,NIC-CUST0039,4500475106,2025-12-24,,E072,E074,Portal,Net 30,Company Truck,Collect,5240.64,N,Partially Shipped,Y
SO-26265,NIC-CUST0018,PO503681,2026-03-21,Q-26129,E069,E073,Email,Net 45,FedEx Ground,Prepaid,617.39,N,Open,N
SO-26266,NIC-CUST0012,P232825,2025-11-19,,E068,E074,Portal,2% 10 Net 30,LTL - XPO,Collect,5131.12,N,Closed,Y
SO-26267,NIC-CUST0040,P347610,2025-11-22,Q-26130,E064,E068,Phone,Net 30,FedEx Ground,Collect,7629.51,N,Closed,Y
SO-26268,NIC-CUST0030,P863707,2026-01-03,Q-26131,E069,E066,Portal,Net 45,LTL - Estes,Prepaid,14678.04,N,Closed,Y
SO-26269,NIC-CUST0038,PUR-497571,2025-09-07,Q-26132,E064,E065,Email,Net 45,UPS Ground,Collect,632.99,N,Partially Shipped,Y
SO-26270,NIC-CUST0024,PUR-312765,2026-03-29,Q-26133,E067,E075,Portal,Net 30,Company Truck,Collect,202.81,N,Open,N
SO-26271,NIC-CUST0030,PO654162,2025-04-02,,E069,E073,Phone,Net 45,LTL - Estes,Collect,6916.18,N,Closed,Y
SO-26272,NIC-CUST0001,P318790,2025-11-23,Q-26134,E068,E074,Phone,Net 30,Company Truck,Prepaid & Add,13597.04,N,Partially Shipped,Y
SO-26273,NIC-CUST0026,4500103104,2025-12-18,,E066,E067,Portal,Net 60,Customer Pickup,Prepaid & Add,13267.13,N,Closed,Y
SO-26274,NIC-CUST0040,P796202,2025-10-09,,E064,E064,Portal,Net 30,FedEx Ground,Prepaid & Add,5819.75,N,Partially Shipped,Y
SO-26275,NIC-CUST0007,4500994434,2025-12-31,,E070,E065,Email,Net 45,Customer Pickup,Prepaid,12525.54,N,Closed,Y
SO-26276,NIC-CUST0026,P186738,2025-07-20,Q-26135,E066,E067,EDI 850,Net 60,Customer Pickup,Prepaid & Add,28602.61,N,Partially Shipped,Y
SO-26277,NIC-CUST0006,P163528,2025-05-11,Q-26136,E072,E068,Email,Net 45,UPS Ground,Collect,6526.28,N,Closed,Y
SO-26278,NIC-CUST0025,PO415284,2025-10-28,Q-26137,E066,E065,Email,Net 60,FedEx Ground,Prepaid & Add,15757.0,N,Closed,Y
SO-26279,NIC-CUST0007,PUR-665155,2026-02-18,Q-26138,E070,E065,EDI 850,Net 45,Customer Pickup,Prepaid & Add,8474.76,N,Partially Shipped,Y
SO-26280,NIC-CUST0023,P749839,2025-10-31,Q-26139,E067,E067,Email,2% 10 Net 30,Customer Pickup,Prepaid & Add,1571.45,N,Closed,Y
SO-26281,NIC-CUST0025,PUR-979147,2025-11-11,,E066,E068,Email,Net 60,FedEx Ground,Prepaid & Add,12514.44,N,Closed,Y
SO-26282,NIC-CUST0005,PO892775,2025-08-13,,E072,E074,Phone,Net 30,LTL - XPO,Prepaid & Add,3286.28,N,Closed,Y
SO-26283,NIC-CUST0008,PO176959,2026-01-12,,E071,E068,Email,2% 10 Net 30,UPS Ground,Collect,7356.49,N,Closed,Y
SO-26284,NIC-CUST0023,P130825,2025-11-02,Q-26140,E067,E073,Email,2% 10 Net 30,Customer Pickup,Prepaid & Add,6924.25,N,Closed,Y
SO-26285,NIC-CUST0031,4500350027,2025-07-24,Q-26141,E070,E074,Email,2% 10 Net 30,LTL - XPO,Prepaid & Add,12505.52,N,Closed,Y
SO-26286,NIC-CUST0034,4500610239,2025-12-29,Q-26142,E072,E075,Email,Net 45,Customer Pickup,Prepaid & Add,5177.5,N,Closed,Y
SO-26287,NIC-CUST0026,PUR-948390,2025-04-17,,E066,E065,Phone,Net 60,Customer Pickup,Prepaid & Add,10238.21,N,Closed,Y
SO-26288,NIC-CUST0035,PO581048,2025-09-17,,E070,E075,Portal,Net 30,Customer Pickup,Prepaid & Add,12701.07,N,Partially Shipped,Y
SO-26289,NIC-CUST0021,PO172576,2025-06-12,Q-26143,E072,E066,Email,Net 30,LTL - XPO,Prepaid & Add,5447.05,N,Closed,Y
SO-26290,NIC-CUST0010,PUR-808428,2026-02-13,,E068,E074,Email,COD,UPS Ground,Collect,3056.68,Y,Closed,Y
SO-26291,NIC-CUST0020,PO385297,2026-01-03,Q-26144,E068,E065,Phone,Net 30,Customer Pickup,Prepaid & Add,7039.08,N,Closed,Y
SO-26292,NIC-CUST0034,4500708273,2026-03-26,Q-26145,E072,E068,Phone,Net 45,Customer Pickup,Prepaid & Add,17304.37,N,Open,N
SO-26293,NIC-CUST0019,PUR-684517,2025-04-05,,E072,E075,Email,COD,LTL - Estes,Prepaid & Add,3740.33,N,Closed,Y
SO-26294,NIC-CUST0009,P886102,2025-06-19,,E064,E075,EDI 850,Net 45,LTL - Estes,Collect,7414.8,N,Partially Shipped,Y
SO-26295,NIC-CUST0015,PUR-499716,2025-08-03,Q-26146,E069,E067,Email,Net 60,UPS Ground,Collect,3043.06,N,Closed,Y
SO-26296,NIC-CUST0002,PO864168,2026-01-27,,E066,E066,Phone,Net 30,UPS Ground,Prepaid & Add,3575.51,N,Partially Shipped,Y
SO-26297,NIC-CUST0039,4500438936,2026-02-07,Q-26147,E072,E064,Portal,Net 30,Company Truck,Prepaid,16496.02,N,Closed,Y
SO-26298,NIC-CUST0021,P903571,2025-05-13,,E072,E068,Email,Net 30,LTL - XPO,Collect,676.02,N,Closed,Y
SO-26299,NIC-CUST0005,PO460387,2025-05-05,,E072,E074,Portal,Net 30,LTL - XPO,Prepaid & Add,3559.61,N,Closed,Y
SO-26300,NIC-CUST0020,PO144513,2025-08-10,,E068,E068,Email,Net 30,Customer Pickup,Prepaid,1612.96,N,Closed,Y
SO-26301,NIC-CUST0006,PUR-527408,2025-04-03,,E072,E064,Email,Net 45,UPS Ground,Prepaid,1827.89,N,Closed,Y
SO-26302,NIC-CUST0004,P703720,2025-06-17,,E070,E068,Portal,Net 60,Customer Pickup,Collect,10730.47,N,Partially Shipped,Y
SO-26303,NIC-CUST0039,P392945,2026-03-29,Q-26148,E072,E068,Phone,Net 30,Company Truck,Prepaid & Add,598.75,N,Open,N
SO-26304,NIC-CUST0022,P930560,2025-12-15,,E070,E067,Email,Net 30,LTL - Estes,Prepaid & Add,13277.18,N,Closed,Y
SO-26305,NIC-CUST0019,PUR-776471,2025-05-20,Q-26149,E072,E075,Phone,COD,LTL - Estes,Collect,29828.55,N,Closed,Y
SO-26306,NIC-CUST0001,4500684284,2025-09-19,Q-26150,E068,E065,EDI 850,Net 30,Company Truck,Prepaid & Add,9064.98,N,Closed,Y
SO-26307,NIC-CUST0033,4500810570,2026-02-01,,E071,E064,Email,Net 30,LTL - XPO,Prepaid & Add,1296.27,N,Closed,Y
SO-26308,NIC-CUST0018,P978042,2026-02-19,,E069,E075,Email,Net 45,FedEx Ground,Collect,19646.64,Y,Partially Shipped,Y
SO-26309,NIC-CUST0019,PO991348,2025-10-31,,E072,E068,Email,COD,LTL - Estes,Prepaid & Add,5031.66,N,Partially Shipped,Y
SO-26310,NIC-CUST0033,4500523235,2025-07-10,Q-26151,E071,E073,Email,Net 30,LTL - XPO,Collect,28942.66,Y,Closed,Y
SO-26311,NIC-CUST0040,4500565029,2025-07-30,Q-26152,E064,E065,Email,Net 30,FedEx Ground,Prepaid & Add,11043.61,N,Partially Shipped,Y
SO-26312,NIC-CUST0004,4500587699,2025-06-15,,E070,E066,Portal,Net 60,Customer Pickup,Prepaid & Add,10301.25,N,Closed,Y
SO-26313,NIC-CUST0039,4500498463,2026-02-22,Q-26153,E072,E065,EDI 850,Net 30,Company Truck,Prepaid & Add,8787.14,N,Closed,Y
SO-26314,NIC-CUST0011,PUR-361828,2025-08-14,,E070,E066,Portal,2% 10 Net 30,Company Truck,Prepaid,18393.51,N,Closed,Y
SO-26315,NIC-CUST0001,PUR-212689,2025-06-10,,E068,E074,Email,Net 30,Company Truck,Prepaid & Add,26805.02,N,Closed,Y
SO-26316,NIC-CUST0036,PO342748,2025-12-02,,E071,E073,Phone,Net 45,UPS Ground,Collect,24492.45,N,Partially Shipped,Y
SO-26317,NIC-CUST0037,P285761,2025-09-27,,E066,E066,Phone,Net 60,LTL - XPO,Collect,13508.48,N,Closed,Y
SO-26318,NIC-CUST0026,4500447974,2025-04-11,,E066,E067,Email,Net 60,Customer Pickup,Collect,18044.48,N,Closed,Y
SO-26319,NIC-CUST0040,PUR-786270,2026-03-06,,E064,E067,Portal,Net 30,FedEx Ground,Prepaid,23502.46,N,Partially Shipped,Y
SO-26320,NIC-CUST0019,PUR-487585,2025-08-19,Q-26154,E072,E067,Phone,COD,LTL - Estes,Prepaid,4070.54,N,Partially Shipped,Y
SO-26321,NIC-CUST0026,PO396105,2026-02-02,Q-26155,E066,E066,Email,Net 60,Customer Pickup,Collect,2462.92,N,Closed,Y
SO-26322,NIC-CUST0014,P720814,2025-09-04,Q-26156,E067,E065,Email,Net 60,Company Truck,Prepaid & Add,5724.38,N,Closed,Y
SO-26323,NIC-CUST0011,PUR-206730,2025-07-14,Q-26157,E070,E074,Portal,2% 10 Net 30,Company Truck,Prepaid,10461.72,N,Closed,Y
SO-26324,NIC-CUST0004,4500726129,2025-11-17,,E070,E064,EDI 850,Net 60,Customer Pickup,Prepaid & Add,16849.81,N,Partially Shipped,Y
SO-26325,NIC-CUST0036,4500932563,2025-06-08,,E071,E074,Email,Net 45,UPS Ground,Collect,3043.06,N,Open,N
SO-26326,NIC-CUST0006,PUR-280983,2025-10-12,,E072,E064,Phone,Net 45,UPS Ground,Collect,707.34,Y,Closed,Y
SO-26327,NIC-CUST0018,4500212378,2025-08-16,,E069,E068,Portal,Net 45,FedEx Ground,Prepaid,3009.6,N,Closed,Y
SO-26328,NIC-CUST0022,P950223,2026-02-26,Q-26158,E070,E064,Email,Net 30,LTL - Estes,Prepaid,6831.7,N,Closed,Y
SO-26329,NIC-CUST0008,PUR-304268,2025-05-25,Q-26159,E071,E074,Portal,2% 10 Net 30,UPS Ground,Prepaid,9922.35,N,Closed,Y
SO-26330,NIC-CUST0021,4500148212,2026-03-29,Q-26160,E072,E068,Email,Net 30,LTL - XPO,Prepaid & Add,1197.21,N,Open,N
SO-26331,NIC-CUST0020,P779525,2026-03-29,,E068,E066,Portal,Net 30,Customer Pickup,Prepaid,28839.22,Y,Open,N
SO-26332,NIC-CUST0009,PUR-991754,2025-09-13,,E064,E068,EDI 850,Net 45,LTL - Estes,Collect,2787.57,N,Closed,Y
SO-26333,NIC-CUST0033,PUR-507860,2025-05-10,,E071,E075,Email,Net 30,LTL - XPO,Prepaid & Add,2085.55,N,Closed,Y
SO-26334,NIC-CUST0035,PO743862,2025-06-06,,E070,E074,Phone,Net 30,Customer Pickup,Prepaid & Add,9015.87,N,Closed,Y
SO-26335,NIC-CUST0020,P263857,2025-05-16,Q-26161,E068,E065,Portal,Net 30,Customer Pickup,Prepaid & Add,9759.45,N,Closed,Y
SO-26336,NIC-CUST0038,PUR-448855,2026-03-03,,E064,E067,EDI 850,Net 45,UPS Ground,Prepaid & Add,2465.75,N,Closed,Y
SO-26337,NIC-CUST0017,P667527,2026-01-09,,E069,E073,EDI 850,Net 30,UPS Ground,Prepaid & Add,2213.65,N,Closed,Y
SO-26338,NIC-CUST0037,PUR-304760,2025-08-02,Q-26162,E066,E067,Portal,Net 60,LTL - XPO,Collect,27015.55,N,Closed,Y
SO-26339,NIC-CUST0029,PUR-392918,2026-03-15,,E064,E065,Email,Net 30,Customer Pickup,Prepaid & Add,7631.4,N,Open,N
SO-26340,NIC-CUST0003,PO559473,2025-08-21,,E067,E066,EDI 850,Net 30,FedEx Ground,Prepaid & Add,21205.49,N,Closed,Y
SO-26341,NIC-CUST0024,4500856609,2025-05-09,Q-26163,E067,E074,Email,Net 30,Company Truck,Prepaid & Add,15968.36,N,Closed,Y
SO-26342,NIC-CUST0008,PUR-658538,2025-05-31,Q-26164,E071,E074,Email,2% 10 Net 30,UPS Ground,Collect,5532.05,N,Closed,Y
SO-26343,NIC-CUST0035,4500534394,2025-11-24,,E070,E067,Email,Net 30,Customer Pickup,Prepaid & Add,508.87,N,Closed,Y
SO-26344,NIC-CUST0006,PUR-560504,2025-11-04,,E072,E065,Email,Net 45,UPS Ground,Prepaid & Add,6188.32,N,Closed,Y
SO-26345,NIC-CUST0035,PO448655,2025-12-15,,E070,E074,Phone,Net 30,Customer Pickup,Prepaid & Add,24252.59,N,Closed,Y
SO-26346,NIC-CUST0024,PUR-489855,2026-03-10,,E067,E068,Portal,Net 30,Company Truck,Prepaid & Add,19997.27,N,Partially Shipped,Y
SO-26347,NIC-CUST0021,PUR-675215,2026-03-29,Q-26165,E072,E064,Email,Net 30,LTL - XPO,Collect,7509.76,N,Open,N
SO-26348,NIC-CUST0031,PO783585,2025-09-26,,E070,E073,EDI 850,2% 10 Net 30,LTL - XPO,Prepaid & Add,238.54,N,Closed,Y
SO-26349,NIC-CUST0026,4500193749,2026-02-19,,E066,E075,Portal,Net 60,Customer Pickup,Collect,30810.88,N,Closed,Y
SO-26350,NIC-CUST0025,4500552799,2026-02-03,,E066,E074,Email,Net 60,FedEx Ground,Prepaid & Add,2424.48,N,Closed,Y
SO-26351,NIC-CUST0017,PUR-418614,2025-10-12,,E069,E067,EDI 850,Net 30,UPS Ground,Collect,4034.65,N,Closed,Y
SO-26352,NIC-CUST0022,PUR-154227,2026-02-26,Q-26166,E070,E065,Portal,Net 30,LTL - Estes,Prepaid & Add,1864.34,N,Closed,Y
SO-26353,NIC-CUST0026,4500766997,2025-05-07,,E066,E067,EDI 850,Net 60,Customer Pickup,Collect,13819.26,N,Partially Shipped,Y
SO-26354,NIC-CUST0012,4500886229,2025-09-28,,E068,E065,Email,2% 10 Net 30,LTL - XPO,Prepaid,34776.34,N,Partially Shipped,Y
SO-26355,NIC-CUST0035,P949365,2025-04-14,Q-26167,E070,E065,Portal,Net 30,Customer Pickup,Collect,2613.55,N,Closed,Y
SO-26356,NIC-CUST0010,PUR-283511,2025-09-25,,E068,E073,Phone,COD,UPS Ground,Prepaid & Add,5470.31,N,Closed,Y
SO-26357,NIC-CUST0034,P121845,2026-03-19,Q-26168,E072,E064,Portal,Net 45,Customer Pickup,Prepaid & Add,1855.29,N,Partially Shipped,Y
SO-26358,NIC-CUST0029,P979559,2025-09-16,Q-26169,E064,E067,Phone,Net 30,Customer Pickup,Prepaid & Add,12954.39,Y,Partially Shipped,Y
SO-26359,NIC-CUST0040,P717585,2025-04-02,Q-26170,E064,E075,Phone,Net 30,FedEx Ground,Prepaid,9524.52,N,Closed,Y
SO-26360,NIC-CUST0024,PUR-580577,2026-03-13,Q-26171,E067,E064,Email,Net 30,Company Truck,Collect,12183.84,N,Partially Shipped,Y
SO-26361,NIC-CUST0019,PO186601,2025-05-14,Q-26172,E072,E064,Email,COD,LTL - Estes,Prepaid & Add,19822.95,N,Closed,Y
SO-26362,NIC-CUST0017,PO150255,2025-04-10,Q-26173,E069,E075,Phone,Net 30,UPS Ground,Collect,41761.48,N,Closed,Y
SO-26363,NIC-CUST0015,P726215,2025-10-03,Q-26174,E069,E073,Phone,Net 60,UPS Ground,Prepaid & Add,14200.5,N,Partially Shipped,Y
SO-26364,NIC-CUST0003,PO316198,2026-01-24,Q-26175,E067,E073,Portal,Net 30,FedEx Ground,Collect,1896.5,N,Open,N
