Date,Description,Debit,Credit,Balance
2025-12-11 ,Card EFT APPLIED INDUSTRIAL TEC,216563.2,,-15951326.25
"Dec 12, 2025",Card 11012 RYERSON,2230.74,,-15953556.99
2025-12-14,ACH DEPOSIT 470489,,3262.45,3679978.42
2025-12-14,Card DEPOSIT 182375,,7718.71,3687697.13
2025-12-14,Check EFT REGAL REXNORD,8788.63,,-15962345.62
2025-12-16,Check DEPOSIT 888606,,193.59,3687890.72
2025-12-16,ACH DEPOSIT 595586,,30595.53,3718486.25
2025-12-17,Check DEPOSIT 892608,,5548.78,3724035.03
2025-12-17,Check DEPOSIT 858117,,19247.81,3743282.84
2025-12-17,Check DEPOSIT 999911,,18982.55,3762265.39
2025-12-17,Check EFT GRAINGER,13589.08,,-15975934.7
2025-12-17,ACH 23650 RYERSON,1148.0,,-15977082.7
2025-12-17,ACH EFT MOTION INDUSTRIES,38085.83,,-16015168.53
2025-12-18,ACH DEPOSIT 582187,,34199.41,3796464.8
2025-12-18,Card 18286 BRIGHTON-BEST INTERNAT,363594.04,,-16378762.57
2025-12-18,Check EFT APEX FASTENER CORP,22126.71,,-16400889.28
2025-12-19,ACH DEPOSIT 132010,,229.17,3796693.97
2025-12-19,Wire DEPOSIT 985747,,27044.82,3823738.79
2025-12-19,Check DEPOSIT 137975,,19623.34,3843362.13
2025-12-19,Card DEPOSIT 710733,,99.19,3843461.32
2025-12-20,ACH DEPOSIT 535498,,32111.26,3875572.58
2025-12-21,Check DEPOSIT 217845,,48967.05,3924539.63
2025-12-21,Wire DEPOSIT 894913,,2466.23,3927005.86
2025-12-21,ACH EFT PARKER HANNIFIN,274756.25,,-16675645.53
2025-12-22,ACH DEPOSIT 718034,,8737.93,3935743.79
2025-12-22,ACH DEPOSIT 945142,,7020.4,3942764.19
2025-12-22,Card DEPOSIT 727676,,11849.5,3954613.69
2025-12-23,ACH DEPOSIT 992066,,6397.52,3961011.21
2025-12-23,ACH DEPOSIT 199901,,11571.13,3972582.34
2025-12-24,ACH DEPOSIT 992882,,3896.75,3976479.09
2025-12-24,Wire DEPOSIT 985982,,38277.7,4014756.79
2025-12-24,Wire DEPOSIT 723963,,40113.93,4054870.72
2025-12-24,Wire DEPOSIT 835680,,22797.71,4077668.43
"Dec 24, 2025",Wire DEPOSIT 531307,,16309.12,4093977.55
2025-12-24,Check 27545 MOTION INDUSTRIES,67068.97,,-16742714.5
2025-12-25,Wire DEPOSIT 749598,,25400.12,4119377.67
2025-12-25,Card DEPOSIT 995014,,25266.77,4144644.44
"Dec 25, 2025",ACH EFT MCMASTER-CARR,17294.6,,-16760009.1
2025-12-25,ACH EFT MOTION INDUSTRIES,26388.7,,-16786397.8
25-Dec-2025,Check 13382 REGAL REXNORD,130953.16,,-16917350.96
2025-12-26,Card DEPOSIT 222307,,16986.67,4161631.11
"Dec 27, 2025",ACH DEPOSIT 664413,,1038.46,4162669.57
2025-12-27,ACH EFT SANDVIK COROMANT,129436.78,,-17046787.74
2025-12-29,ACH DEPOSIT 411110,,956.5,4163626.07
12/29/25,Check DEPOSIT 403714,,5855.44,4169481.51
12/30/25,Wire DEPOSIT 289082,,20179.28,4189660.79
2025-12-31,Check DEPOSIT 456211,,32891.07,4222551.86
2025-12-31,ACH EFT MOTION INDUSTRIES,9463.25,,-17056250.99
2025-12-31,PAYCOM PAYROLL,245077.61,,-30487039.64
2026-01-01,ACH DEPOSIT 862689,,15111.15,4237663.01
2026-01-01,Card 17204 MSC INDUSTRIAL SUPPLY,33841.22,,-17090092.21
2026-01-02,Card DEPOSIT 249084,,99.19,4237762.2
2026-01-02,ACH EFT APPLIED INDUSTRIAL TEC,11932.8,,-17102025.01
2026-01-02,ACH 13923 HAAS AUTOMATION,480415.15,,-17582440.16
2026-01-03,Wire DEPOSIT 962256,,5267.84,4243030.04
2026-01-03,ACH 23677 ULINE,33941.9,,-17616382.06
2026-01-03,ACH 23898 ULINE,32664.89,,-17649046.95
2026-01-04,ACH DEPOSIT 882626,,6868.88,4249898.92
2026-01-05,ACH EFT REGAL REXNORD,55730.39,,-17704777.34
2026-01-06,Check EFT ALRO STEEL,550941.68,,-18255719.02
2026-01-07,ACH 11313 SANDVIK COROMANT,12993.5,,-18268712.52
2026-01-07,Check EFT FASTENAL,279703.43,,-18548415.95
2026-01-09,Wire DEPOSIT 779430,,3166.41,4253065.33
2026-01-09,ACH DEPOSIT 699494,,24326.6,4277391.93
2026-01-09,Check DEPOSIT 840812,,22229.7,4299621.63
2026-01-10,Check 10408 GARLOCK SEALING TECHNO,26604.65,,-18575020.6
2026-01-11,Wire DEPOSIT 999868,,117.76,4299739.39
11-Jan-2026 ,Check EFT REGAL REXNORD,59057.64,,-18634078.24
2026-01-12,ACH DEPOSIT 841222,,21462.82,4321202.21
2026-01-12,Check EFT ULINE,5657.6,,-18639735.84
2026-01-13,Check DEPOSIT 789085,,11733.87,4332936.08
2026-01-13,ACH DEPOSIT 383288,,40163.71,4373099.79
2026-01-13,Card EFT FASTENAL,17535.04,,-18657270.88
2026-01-14,ACH DEPOSIT 563299,,8059.3,4381159.09
2026-01-14,Card DEPOSIT 984395,,54544.44,4435703.53
2026-01-14,Card DEPOSIT 525240,,41313.47,4477017.0
2026-01-14,ACH DEPOSIT 116742,,15009.83,4492026.83
2026-01-14,ACH DEPOSIT 935309,,19278.56,4511305.39
2026-01-14,ACH EFT REGAL REXNORD,20734.7,,-18678005.58
2026-01-14,Check EFT BALDOR-RELIANCE (ABB),506865.06,,-19184870.64
2026-01-15,ACH EFT REGAL REXNORD,1700.65,,-19186571.29
2026-01-16,Wire DEPOSIT 630858,,47378.46,4558683.85
2026-01-16,Card 15097 SANDVIK COROMANT,19495.0,,-19206066.29
2026-01-16,Check 25502 FASTENAL,329089.54,,-19535155.83
2026-01-17,Card EFT BRIGHTON-BEST INTERNAT,3543.36,,-19538699.19
2026-01-18,ACH DEPOSIT 491972,,20082.32,4578766.17
01/18/26,ACH DEPOSIT 463563,,3274.05,4582040.22
2026-01-20,Wire DEPOSIT 363441,,13327.05,4595367.27
2026-01-20,ACH DEPOSIT 254536,,40242.61,4635609.88
2026-01-21,Check 15475 KAMAN INDUSTRIAL TECHN,280141.84,,-19818841.03
2026-01-21,ACH EFT PARKER HANNIFIN,283920.57,,-20102761.6
2026-01-22,Wire DEPOSIT 613623,,11316.54,4646926.42
2026-01-22,ACH EFT ALRO STEEL,83296.9,,-20186058.5
2026-01-22,Card EFT GARLOCK SEALING TECHNO,90390.0,,-20276448.5
2026-01-23,ACH DEPOSIT 978045,,5128.18,4652054.6
2026-01-23,Card DEPOSIT 978178,,6742.64,4658797.24
2026-01-23,ACH DEPOSIT 193699,,12056.48,4670853.72
2026-01-23,ACH EFT HAAS AUTOMATION,264694.13,,-20541142.63
2026-01-25,ACH DEPOSIT 510080,,939.51,4671793.23
2026-01-25,Check DEPOSIT 698344,,16946.89,4688740.12
2026-01-27,ACH EFT HAAS AUTOMATION,278415.0,,-20819557.63
2026-01-28 ,Card DEPOSIT 605317,,16826.2,4705566.32
2026-01-28,Check DEPOSIT 241829,,6163.49,4711729.81
2026-01-29,Wire DEPOSIT 841779,,10873.87,4722603.68
2026-01-29,Check DEPOSIT 830397,,2295.27,4724898.95
2026-01-29,Wire DEPOSIT 720304,,21867.22,4746766.17
2026-01-29,Card DEPOSIT 717359,,27248.92,4774015.09
2026-01-29,Card 14359 SANDVIK COROMANT,51034.41,,-20870592.04
2026-01-29,ACH EFT SANDVIK COROMANT,3256.3,,-20873848.34
2026-01-30,ACH DEPOSIT 205761,,118.28,4774133.37
2026-01-30,Wire DEPOSIT 816862,,19858.86,4793992.23
01/30/26,ACH DEPOSIT 893085,,37589.03,4831581.26
2026-01-30,ACH DEPOSIT 453566,,13371.23,4844952.49
2026-01-31,ACH DEPOSIT 521484,,22534.43,4867486.92
2026-01-31,Card DEPOSIT 496458,,28543.11,4896030.03
2026-01-31,ACH 13524 MCMASTER-CARR,409056.32,,-21282904.66
2026-01-31,PAYCOM PAYROLL,243812.79,,-30730852.43
02/01/2026,ACH DEPOSIT 467983,,89139.72,4985169.75
2026-02-01,ACH DEPOSIT 692300,,3293.75,4988463.5
2026-02-01,Card DEPOSIT 642743,,11986.17,5000449.67
2026-02-02 ,ACH DEPOSIT 142002,,844.09,5001293.76
2026-02-03,Check DEPOSIT 343897,,3166.41,5004460.17
2026-02-03 ,Check DEPOSIT 373383,,1474.18,5005934.35
2026-02-03,Card 13444 KAMAN INDUSTRIAL TECHN,8890.74,,-21291795.4
2026-02-04,ACH EFT GRAINGER,1445.2,,-21293240.6
2026-02-04,Check EFT ULINE,246.0,,-21293486.6
2026-02-05,ACH DEPOSIT 116594,,24426.24,5030360.59
02/06/2026 ,ACH DEPOSIT 265989,,43941.05,5074301.64
2026-02-06,ACH DEPOSIT 508967,,79451.05,5153752.69
2026-02-06,ACH DEPOSIT 628992,,17638.94,5171391.63
2026-02-06,Wire DEPOSIT 883197,,4676.01,5176067.64
2026-02-06,ACH DEPOSIT 563637,,10041.57,5186109.21
2026-02-06,ACH EFT BRIGHTON-BEST INTERNAT,384447.97,,-21677934.57
2026-02-07,ACH DEPOSIT 384770,,19471.61,5205580.82
2026-02-08,Check EFT BALDOR-RELIANCE (ABB),4884.33,,-21682818.9
2026-02-08,ACH EFT MSC INDUSTRIAL SUPPLY,10586.8,,-21693405.7
2026-02-09,ACH DEPOSIT 860952,,10411.58,5215992.4
2026-02-09,ACH DEPOSIT 952048,,51597.42,5267589.82
2026-02-09 ,Check 26244 KAMAN INDUSTRIAL TECHN,11931.49,,-21705337.19
2026-02-09,ACH EFT BRIGHTON-BEST INTERNAT,52306.4,,-21757643.59
2026-02-10,Wire DEPOSIT 287684,,4955.58,5272545.4
10-Feb-2026,Wire DEPOSIT 928743,,2423.25,5274968.65
2026-02-11,ACH 21558 MCMASTER-CARR,26620.4,,-21784263.99
2026-02-11,Check EFT APEX FASTENER CORP,445.5,,-21784709.49
2026-02-12,ACH DEPOSIT 891805,,3485.84,5278454.49
2026-02-12,Check DEPOSIT 396091,,699.09,5279153.58
2026-02-12,Wire DEPOSIT 442137,,21359.14,5300512.72
2026-02-13,Card 28763 APPLIED INDUSTRIAL TEC,689790.26,,-22474499.75
2026-02-14,ACH DEPOSIT 596863,,51.1,5300563.82
2026-02-14,Check 12153 BALDOR-RELIANCE (ABB),311773.68,,-22786273.43
2026-02-15,Check DEPOSIT 339881,,2723.2,5303287.02
2026-02-15,ACH DEPOSIT 762634,,37295.06,5340582.08
2026-02-15,Wire DEPOSIT 340986,,15883.88,5356465.96
2026-02-15,Card DEPOSIT 279152,,3141.49,5359607.45
2026-02-15,ACH EFT REGAL REXNORD,79333.5,,-22865606.93
2026-02-15,ACH 17703 BALDOR-RELIANCE (ABB),155939.17,,-23021546.1
2026-02-16,ACH DEPOSIT 213537,,20662.57,5380270.02
2026-02-17,Card DEPOSIT 596889,,7992.69,5388262.71
2026-02-17,Check DEPOSIT 891984,,2099.18,5390361.89
2026-02-17,Wire DEPOSIT 478882,,44434.1,5434795.99
2026-02-17,Card DEPOSIT 127212,,24825.28,5459621.27
2026-02-17,Card DEPOSIT 104811,,39742.88,5499364.15
2026-02-17,ACH EFT GARLOCK SEALING TECHNO,114663.8,,-23136209.9
2026-02-17,Card EFT BRIGHTON-BEST INTERNAT,42955.22,,-23179165.12
2026-02-18,Check DEPOSIT 634817,,8701.48,5508065.63
2026-02-18,Card EFT GRAINGER,7384.0,,-23186549.12
2026-02-19,ACH DEPOSIT 602518,,6780.06,5514845.69
02/20/26,ACH DEPOSIT 983458,,655.63,5515501.32
20-Feb-2026,ACH DEPOSIT 724811,,5805.27,5521306.59
2026-02-20,Card DEPOSIT 901953,,1216.25,5522522.84
2026-02-20,Wire DEPOSIT 177569,,15355.78,5537878.62
2026-02-20,Card 29375 APPLIED INDUSTRIAL TEC,678497.12,,-23865046.24
2026-02-21,Wire DEPOSIT 383512,,12975.4,5550854.02
2026-02-22,Wire DEPOSIT 503080,,2297.75,5553151.77
2026-02-22 ,ACH EFT MSC INDUSTRIAL SUPPLY,4854.64,,-23869900.88
2026-02-23,ACH DEPOSIT 854841,,2672.88,5555824.65
2026-02-23,Card EFT KAMAN INDUSTRIAL TECHN,315358.18,,-24185259.06
2026-02-24,Card DEPOSIT 511742,,28177.18,5584001.83
2026-02-24,Card DEPOSIT 276983,,1742.6,5585744.43
2026-02-25,ACH DEPOSIT 215661,,2100.92,5587845.35
"Feb 25, 2026",ACH 14567 BALDOR-RELIANCE (ABB),703336.16,,-24888595.22
2026-02-26,Wire DEPOSIT 772642,,23485.49,5611330.84
2026-02-26,Card 21531 ULINE,15557.99,,-24904153.21
2026-02-27,ACH DEPOSIT 567287,,5347.91,5616678.75
2026-02-27,Card EFT ULINE,21331.13,,-24925484.34
2026-02-28,Check DEPOSIT 404996,,5969.59,5622648.34
2026-02-28,Card DEPOSIT 129709,,25766.88,5648415.22
2026-02-28,Wire DEPOSIT 616147,,2529.87,5650945.09
2026-02-28,Check EFT BALDOR-RELIANCE (ABB),82676.3,,-25008160.64
28-Feb-2026,Card 28865 KAMAN INDUSTRIAL TECHN,1270.0,,-25009430.64
2026-02-28,PAYCOM PAYROLL,246344.68,,-30977197.11
2026-03-01,Card 24027 W W GRAINGER INC,665.7,,-25010096.34
02-Mar-2026,ACH DEPOSIT 669269,,26258.02,5677203.11
2026-03-02,ACH DEPOSIT 508572,,8353.02,5685556.13
2026-03-02 ,ACH DEPOSIT 211772,,3843.03,5689399.16
2026-03-02,Check 12243 APPLIED INDUSTRIAL TEC,843788.75,,-25853885.09
2026-03-03,Check EFT HAAS AUTOMATION,36372.28,,-25890257.37
2026-03-04,Card DEPOSIT 649291,,20490.77,5709889.93
2026-03-04,Wire DEPOSIT 489923,,933.85,5710823.78
2026-03-05,Card DEPOSIT 621794,,38635.53,5749459.31
2026-03-05,ACH DEPOSIT 745644,,67315.01,5816774.32
2026-03-05,ACH EFT REGAL REXNORD,258.15,,-25890515.52
2026-03-07,ACH 21755 PARKER HANNIFIN,1016921.25,,-26907436.77
2026-03-08,Card DEPOSIT 587765,,13486.87,5830261.19
2026-03-08,ACH DEPOSIT 535797,,642.76,5830903.95
03/08/26,ACH 13016 GARLOCK SEALING TECHNO,8286.87,,-26915723.64
2026-03-10,Check DEPOSIT 399142,,22919.19,5853823.14
03/10/2026,Card DEPOSIT 655946,,2004.0,5855827.14
10-Mar-2026,Card DEPOSIT 724235,,4935.86,5860763.0
2026-03-11,Card 10746 SANDVIK COROMANT,40307.33,,-26956030.97
2026-03-12,Wire DEPOSIT 856379,,16370.7,5877133.7
2026-03-13,ACH DEPOSIT 923305,,21382.48,5898516.18
2026-03-14,ACH DEPOSIT 540159,,26137.69,5924653.87
2026-03-14 ,ACH DEPOSIT 323944,,37794.24,5962448.11
2026-03-15,ACH EFT GRAINGER,8677.5,,-26964708.47
2026-03-16,ACH DEPOSIT 924424,,5060.52,5967508.63
2026-03-16,ACH EFT REGAL REXNORD,56512.03,,-27021220.5
2026-03-17,Check EFT REGAL REXNORD,8195.14,,-27029415.64
03/17/2026,ACH 14009 HAAS AUTOMATION,264569.39,,-27293985.03
2026-03-19,Wire DEPOSIT 284135,,30448.3,5997956.93
2026-03-19,ACH DEPOSIT 675754,,29514.31,6027471.24
2026-03-20,Card DEPOSIT 290982,,15971.48,6043442.72
2026-03-20,Check 29956 ALRO STEEL,551590.99,,-27845576.02
2026-03-22,Card DEPOSIT 311706,,4176.95,6047619.67
2026-03-22,ACH DEPOSIT 216390,,16361.7,6063981.37
2026-03-23,Check DEPOSIT 529404,,5194.53,6069175.9
03/23/2026,Check DEPOSIT 439265,,2061.79,6071237.69
2026-03-23,Check 16678 MOTION INDUSTRIES,85801.2,,-27931377.22
2026-03-24,ACH EFT RYERSON,5326.74,,-27936703.96
2026-03-27,Check EFT BALDOR-RELIANCE (ABB),318958.48,,-28255662.44
2026-03-28,Check DEPOSIT 371013,,196.8,6071434.49
2026-03-31,Check DEPOSIT 748769,,3104.57,6074539.06
2026-03-31,Check DEPOSIT 629277,,153.96,6074693.02
2026-03-31,Card DEPOSIT 899927,,13728.82,6088421.84
2026-03-31,ACH DEPOSIT 433671,,274.97,6088696.81
2026-03-31,Check DEPOSIT 780524,,12904.06,6101600.87
2026-03-31,Card DEPOSIT 560605,,537.2,6102138.07
2026-03-31,ACH DEPOSIT 193158,,39082.63,6141220.7
03/31/26,Card DEPOSIT 712407,,5097.1,6146317.8
2026-03-31,ACH DEPOSIT 807103,,56822.08,6203139.88
2026-03-31,Wire DEPOSIT 568479,,43961.52,6247101.4
2026-03-31,ACH DEPOSIT 844281,,1367.07,6248468.47
03/31/2026,Check DEPOSIT 576093,,16728.98,6265197.45
2026-03-31,Wire DEPOSIT 787549,,5804.04,6271001.49
2026-03-31,ACH EFT RYERSON,4559.56,,-28260222.0
2026-03-31,Check EFT REGAL REXNORD,15586.99,,-28275808.99
2026-03-31,PAYCOM PAYROLL,249708.73,,-31226905.84
