Journal Id,Posting Date,Period,Account Number,Account Name,Debit,Credit,Memo,Source Module,Reference
JE-002121,2025-08-06,2025-08,1100,Accounts Receivable,9214.75,0,Invoice INV-60447,AR,INV-60447
JE-002122,2025-08-06,2025-08,4010,Product Sales - Distributed,0,9214.75,Invoice INV-60447,AR,INV-60447
JE-002123,2025-08-06,2025-08,5000,COGS - Materials,8386.2,0,COGS,AR,INV-60447
JE-002124,2025-08-06,2025-08,1230,Inventory - Purchased for Resale,0,8386.2,Inventory relief,AR,INV-60447
JE-002348,2025-08-06,2025-08,1000,Operating Cash,6337.76,0,Customer payment,AR,KBD-CR00018
JE-002349,2025-08-06,2025-08,1100,Accounts Receivable,0,6337.76,Customer payment,AR,KBD-CR00018
JE-000412,2025-08-07,2025-08,1100,Accounts Receivable,27191.82,0,Invoice INV-60087,AR,INV-60087
JE-000413,2025-08-07,2025-08,4010,Product Sales - Distributed,0,25353.68,Invoice INV-60087,AR,INV-60087
JE-000414,2025-08-07,2025-08,2100,Accrued Expenses,0,1838.14,Sales tax payable,AR,INV-60087
JE-000415,2025-08-07,2025-08,5000,COGS - Materials,17235.12,0,COGS,AR,INV-60087
JE-000416,2025-08-07,2025-08,1230,Inventory - Purchased for Resale,0,17235.12,Inventory relief,AR,INV-60087
JE-000504,"Aug 07, 2025",2025-08,1100,Accounts Receivable,18.92,0,Invoice INV-60107,AR,INV-60107
JE-000505,2025-08-07,2025-08,4010,Product Sales - Distributed,0,18.92,Invoice INV-60107,AR,INV-60107
JE-000506,2025-08-07,2025-08,5000,COGS - Materials,15.2,0,COGS,AR,INV-60107
JE-000507,2025-08-07,2025-08,1230,Inventory - Purchased for Resale,0,15.2,Inventory relief,AR,INV-60107
JE-000705,2025-08-07,2025-08,1100,Accounts Receivable,17609.04,0,Invoice INV-60149,AR,INV-60149
JE-000706,2025-08-07,2025-08,4010,Product Sales - Distributed,0,17609.04,Invoice INV-60149,AR,INV-60149
JE-000707,2025-08-07,2025-08,5000,COGS - Materials,11001.2,0,COGS,AR,INV-60149
JE-000708,2025-08-07,2025-08,1230,Inventory - Purchased for Resale,0,11001.2,Inventory relief,AR,INV-60149
JE-001950,2025-08-07,2025-08,1100,Accounts Receivable,8301.52,0,Invoice INV-60410,AR,INV-60410
JE-001951,2025-08-07,2025-08,4010,Product Sales - Distributed,0,5008.48,Invoice INV-60410,AR,INV-60410
JE-001952,2025-08-07,2025-08,4100,Freight Revenue,0,2929.93,Freight billed,AR,INV-60410
JE-001953,2025-08-07,2025-08,2100,Accrued Expenses ,0,363.11,Sales tax payable,AR,INV-60410
JE-001954,2025-08-07,2025-08,5000,COGS - Materials,3542.36,0,COGS,AR,INV-60410
JE-001955,2025-08-07,2025-08,1230,Inventory - Purchased for Resale,0,3542.36,Inventory relief,AR,INV-60410
JE-002654,2025-08-07,2025-08,1000,Operating Cash,46657.11,0,Customer payment,AR,KBD-CR00171
JE-002655,08/07/25,2025-08 ,1100,Accounts Receivable,0,46657.11,Customer payment,AR,KBD-CR00171
JE-002682,2025-08-07,2025-08,1000,Operating Cash,2207.2,0,Customer payment,AR,KBD-CR00185
JE-002683,2025-08-07,2025-08,1100,Accounts Receivable,0,2207.2,Customer payment,AR,KBD-CR00185
JE-002774,08/07/25,2025-08,1000,Operating Cash,20076.77,0,Customer payment,AR,KBD-CR00231 
JE-002775 ,07-Aug-2025,2025-08,1100,Accounts Receivable,0,20076.77,Customer payment,AR,KBD-CR00231
JE-002916,"Aug 07, 2025",2025-08,1000,Operating Cash,2243.83,0,Customer payment,AR,KBD-CR00302
JE-002917,2025-08-07,2025-08,1100,Accounts Receivable,0,2243.83,Customer payment,AR,KBD-CR00302
JE-003034 ,2025-08-07,2025-08,1000,Operating Cash,4163.67,0,Customer payment,AR,KBD-CR00361
JE-003035,07-Aug-2025,2025-08,1100,Accounts Receivable,0,4163.67,Customer payment,AR,KBD-CR00361
JE-003275,2025-08-07,2025-08,2050,GR/IR Clearing (Received Not Invoiced),320451.25,0,Supplier inv 96901149,AP,96901149
JE-003276,2025-08-07,2025-08,5300,Freight In,177.85,0,Freight in,AP,96901149
JE-003277,2025-08-07,2025-08,2000,Accounts Payable,0,320629.1,Supplier inv 96901149,AP,96901149
JE-003661,07-Aug-2025,2025-08,2050,GR/IR Clearing (Received Not Invoiced),12444.18,0,Supplier inv SI2748175,AP,SI2748175
JE-003662,2025-08-07,2025-08,5300,Freight In,119.72,0,Freight in,AP,SI2748175
JE-003663,2025-08-07,2025-08,2000,Accounts Payable,0,12563.9,Supplier inv SI2748175,AP,SI2748175
JE-003763,2025-08-08,2025-08,2050,GR/IR Clearing (Received Not Invoiced),6097.55,0,Supplier inv 93741896,AP,93741896
JE-003764,2025-08-08,2025-08,5300,Freight In,78.65,0,Freight in,AP,93741896
JE-003765,2025-08-08,2025-08,2000 ,Accounts Payable,0,6176.2,Supplier inv 93741896,AP,93741896
JE-002456,2025-08-09,2025-08,1000,Operating Cash,26774.32,0,Customer payment,AR,KBD-CR00072
JE-002457,"Aug 09, 2025",2025-08,1100,Accounts Receivable,0,26774.32,Customer payment,AR,KBD-CR00072
JE-002828,2025-08-09,2025-08,1000,Operating Cash,1132.32,0,Customer payment,AR,KBD-CR00258
JE-002829,2025-08-09,2025-08,1100,Accounts Receivable,0,1132.32,Customer payment,AR,KBD-CR00258
JE-002844,2025-08-09,2025-08,1000,Operating Cash,2383.7,0,Customer payment,AR,KBD-CR00266
JE-002845,2025-08-09,2025-08,1100,Accounts Receivable,0,2383.7,Customer payment,AR,KBD-CR00266
JE-003930,2025-08-09,2025-08,1230,Inventory - Purchased for Resale,265695.07,0,PO receipt PO-31084,INV,RCV-40082
JE-003931,"Aug 09, 2025",2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,265695.07,PO receipt PO-31084,INV,RCV-40082 
JE-004004,2025-08-09,2025-08,1230,Inventory - Purchased for Resale,12994.0,0,PO receipt PO-31121,INV,RCV-40119
JE-004005,2025-08-09,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,12994.0,PO receipt PO-31121,INV,RCV-40119
JE-002576,2025-08-10,2025-08,1000,Operating Cash,17953.13,0,Customer payment,AR,KBD-CR00132 
JE-002577,2025-08-10,2025-08,1100,Accounts Receivable,0,17953.13,Customer payment,AR,KBD-CR00132
JE-003000,2025-08-10,2025-08,1000,Operating Cash ,610.01,0,Customer payment,AR,KBD-CR00344
JE-003001,2025-08-10,2025-08,1100 ,Accounts Receivable,0,610.01,Customer payment,AR,KBD-CR00344
JE-003616,2025-08-10 ,2025-08,2050,GR/IR Clearing (Received Not Invoiced),85827.54,0,Supplier inv SI119762,AP,SI119762
JE-003617,2025-08-10,2025-08,2000,Accounts Payable,0,85827.54,Supplier inv SI119762,AP,SI119762
JE-000647,2025-08-11,2025-08,1100,Accounts Receivable,61718.86,0,Invoice INV-60137,AR,INV-60137
JE-000648,2025-08-11,2025-08,4010,Product Sales - Distributed,0,49094.13,Invoice INV-60137,AR,INV-60137
JE-000649,2025-08-11,2025-08,4100,Freight Revenue,0,9065.41,Freight billed,AR,INV-60137
JE-000650,2025-08-11,2025-08,2100,Accrued Expenses,0,3559.32,Sales tax payable,AR,INV-60137
JE-000651,11-Aug-2025,2025-08,5000,COGS - Materials,35374.4,0,COGS,AR,INV-60137
JE-000652,2025-08-11,2025-08,1230,Inventory - Purchased for Resale,0,35374.4,Inventory relief,AR,INV-60137
JE-004218,2025-08-11 ,2025-08,1230,Inventory - Purchased for Resale,289772.96,0,PO receipt PO-31233,INV,RCV-40226
JE-004219,2025-08-11,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,289772.96,PO receipt PO-31233,INV,RCV-40226
JE-001410,08/12/25,2025-08,1100,Accounts Receivable,29864.91,0,Invoice INV-60297,AR,INV-60297
JE-001411,08/12/25,2025-08,4010,Product Sales - Distributed,0,29864.91,Invoice INV-60297,AR,INV-60297
JE-001412,2025-08-12,2025-08,5000 ,COGS - Materials ,18795.35,0,COGS,AR,INV-60297
JE-001413,2025-08-12,2025-08,1230,Inventory - Purchased for Resale,0,18795.35,Inventory relief,AR,INV-60297
JE-001467,2025-08-12,2025-08,1100,Accounts Receivable,9873.85,0,Invoice INV-60308,AR,INV-60308
JE-001468 ,2025-08-12,2025-08,4010,Product Sales - Distributed,0,8556.75,Invoice INV-60308,AR,INV-60308
JE-001469,2025-08-12,2025-08,4100,Freight Revenue,0,1317.1,Freight billed,AR,INV-60308
JE-001470,2025-08-12,2025-08,5000,COGS - Materials,5227.5,0,COGS,AR,INV-60308
JE-001471,2025-08-12,2025-08,1230,Inventory - Purchased for Resale,0,5227.5,Inventory relief,AR,INV-60308
JE-002592,12-Aug-2025,2025-08,1000,Operating Cash,13752.0,0,Customer payment,AR,KBD-CR00140
JE-002593,2025-08-12,2025-08,1100,Accounts Receivable,0,13752.0,Customer payment,AR,KBD-CR00140
JE-002636,2025-08-12,2025-08,1000,Operating Cash,41953.91,0,Customer payment,AR,KBD-CR00162
JE-002637,2025-08-12,2025-08,1100,Accounts Receivable,0,41953.91,Customer payment,AR,KBD-CR00162
JE-003974,2025-08-12,2025-08,1230,Inventory - Purchased for Resale,32722.14,0,PO receipt PO-31106,INV,RCV-40104
JE-003975,2025-08-12,2025-08,2050,GR/IR Clearing (Received Not Invoiced) ,0,32722.14,PO receipt PO-31106,INV,RCV-40104
JE-003964,2025-08-13,2025-08,1230,Inventory - Purchased for Resale,18040.26,0,PO receipt PO-31101,INV,RCV-40099
JE-003965,2025-08-13,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,18040.26,PO receipt PO-31101,INV,RCV-40099
JE-004326,2025-08-13,2025-08 ,1230,Inventory - Purchased for Resale,69880.12,0,PO receipt PO-31291,INV,RCV-40280
JE-004327,2025-08-13,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,69880.12,PO receipt PO-31291,INV,RCV-40280
JE-003332,2025-08-14,2025-08,2050,GR/IR Clearing (Received Not Invoiced),18024.86,0,Supplier inv 95318323,AP,95318323
JE-003333,2025-08-14,2025-08,2000,Accounts Payable,0,18024.86,Supplier inv 95318323,AP,95318323
JE-003344,2025-08-14,2025-08,2050,GR/IR Clearing (Received Not Invoiced),32441.6,0,Supplier inv 7473736,AP ,7473736
JE-003345,2025-08-14,2025-08,5300,Freight In,26.55,0,Freight in,AP,7473736
JE-003346,2025-08-14,2025-08,2000,Accounts Payable,0,32468.15,Supplier inv 7473736,AP,7473736
JE-004026 ,2025-08-14 ,2025-08,1230,Inventory - Purchased for Resale,159137.89,0,PO receipt PO-31132,INV,RCV-40130
JE-004027,2025-08-14,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,159137.89,PO receipt PO-31132,INV,RCV-40130
JE-004228,2025-08-14,2025-08,1230,Inventory - Purchased for Resale,16850.0,0,PO receipt PO-31239,INV,RCV-40231
JE-004229,14-Aug-2025,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,16850.0,PO receipt PO-31239,INV,RCV-40231
JE-004278,2025-08-14,2025-08,1230,Inventory - Purchased for Resale,168094.34,0,PO receipt PO-31265,INV,RCV-40256
JE-004279,2025-08-14,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,168094.34,PO receipt PO-31265,INV,RCV-40256
JE-004332 ,2025-08-14,2025-08,1230,Inventory - Purchased for Resale,284617.46,0,PO receipt PO-31294,INV,RCV-40283
JE-004333,2025-08-14,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,284617.46,PO receipt PO-31294,INV,RCV-40283
JE-000681,2025-08-15,2025-08,1100,Accounts Receivable,29253.75,0,Invoice INV-60144,AR,INV-60144
JE-000682,2025-08-15,2025-08,4010,Product Sales - Distributed,0,29253.75,Invoice INV-60144,AR,INV-60144
JE-000683,2025-08-15,2025-08,5000,COGS - Materials,18260.75,0,COGS,AR,INV-60144
JE-000684,2025-08-15,2025-08,1230,Inventory - Purchased for Resale,0,18260.75,Inventory relief,AR,INV-60144
JE-001042,2025-08-15,2025-08,1100,Accounts Receivable,7345.59,0,Invoice INV-60220,AR,INV-60220
JE-001043,2025-08-15,2025-08,4010,Product Sales - Distributed,0,7345.59,Invoice INV-60220,AR,INV-60220
JE-001044,2025-08-15 ,2025-08,5000,COGS - Materials,4737.91,0,COGS ,AR,INV-60220
JE-001045,2025-08-15,2025-08,1230,Inventory - Purchased for Resale,0,4737.91,Inventory relief,AR,INV-60220
JE-001623,2025-08-15,2025-08,1100,Accounts Receivable,18480.17,0,Invoice INV-60341,AR,INV-60341
JE-001624,2025-08-15,2025-08,4010,Product Sales - Distributed,0,12346.18,Invoice INV-60341,AR,INV-60341
JE-001625,2025-08-15,2025-08,4100,Freight Revenue,0,6133.99,Freight billed,AR,INV-60341
JE-001626,2025-08-15,2025-08,5000,COGS - Materials,7913.58,0,COGS,AR,INV-60341
JE-001627,15-Aug-2025,2025-08,1230,Inventory - Purchased for Resale,0,7913.58,Inventory relief,AR,INV-60341
JE-002528,2025-08-15,2025-08,1000,Operating Cash,3320.24,0,Customer payment,AR,KBD-CR00108
JE-002529,"Aug 15, 2025",2025-08,1100,Accounts Receivable,0,3320.24,Customer payment,AR,KBD-CR00108
JE-002578,2025-08-15,2025-08,1000,Operating Cash,2827.71,0,Customer payment,AR,KBD-CR00133
JE-002579,2025-08-15,2025-08,1100,Accounts Receivable,0,2827.71,Customer payment,AR,KBD-CR00133
JE-003378,2025-08-15 ,2025-08,2050,GR/IR Clearing (Received Not Invoiced),12994.0,0,Supplier inv 94060450,AP,94060450
JE-003379,2025-08-15,2025-08,2000,Accounts Payable,0,12994.0,Supplier inv 94060450,AP,94060450
JE-003786,2025-08-15,2025-08,1230,Inventory - Purchased for Resale,288206.02,0,PO receipt PO-31010,INV,RCV-40010
JE-003787,2025-08-15,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,288206.02,PO receipt PO-31010,INV,RCV-40010
JE-003946,2025-08-15,2025-08,1230,Inventory - Purchased for Resale,1227.75,0,PO receipt PO-31092,INV,RCV-40090
JE-003947,08/15/2025,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,1227.75,PO receipt PO-31092,INV,RCV-40090
JE-004248,2025-08-15,2025-08,1230,Inventory - Purchased for Resale,51259.1,0,PO receipt PO-31249,INV,RCV-40241
JE-004249,08/15/2025,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,51259.1,PO receipt PO-31249,INV,RCV-40241
JE-003294,2025-08-16,2025-08,2050,GR/IR Clearing (Received Not Invoiced),265695.07,0,Supplier inv 92876398,AP,92876398
JE-003295,2025-08-16,2025-08,2000,Accounts Payable,0,265695.07,Supplier inv 92876398,AP,92876398
JE-003403,2025-08-16,2025-08,2050,GR/IR Clearing (Received Not Invoiced),159072.89,0,Supplier inv 9711989,AP,9711989
JE-003404,2025-08-16,2025-08,5300 ,Freight In,58.85,0,Freight in,AP,9711989
JE-003405,2025-08-16,2025-08,2000,Accounts Payable,0,159131.74,Supplier inv 9711989,AP,9711989
JE-003618,2025-08-16,2025-08,2050,GR/IR Clearing (Received Not Invoiced),289772.96,0,Supplier inv 5328758,AP,5328758
JE-003619,2025-08-16,2025-08,2000,Accounts Payable,0,289772.96,Supplier inv 5328758,AP,5328758
JE-003652,2025-08-16,2025-08,2050,GR/IR Clearing (Received Not Invoiced),51259.1,0,Supplier inv 93864620,AP,93864620
JE-003653,2025-08-16,2025-08,2000,Accounts Payable,0,51259.1,Supplier inv 93864620,AP,93864620
JE-003752,2025-08-16,2025-08,2050,GR/IR Clearing (Received Not Invoiced),284864.91,0,Supplier inv 368598,AP,368598
JE-003753,2025-08-16,2025-08,2000,Accounts Payable,0,284864.91,Supplier inv 368598,AP,368598
JE-000039,2025-08-17,2025-08,1100,Accounts Receivable,135.35,0,Invoice INV-60009,AR,INV-60009
JE-000040,2025-08-17,2025-08,4010,Product Sales - Distributed,0,126.2,Invoice INV-60009,AR,INV-60009
JE-000041,2025-08-17,2025-08,2100,Accrued Expenses,0,9.15,Sales tax payable,AR,INV-60009
JE-000042,2025-08-17,2025-08,5000,COGS - Materials,89.5,0,COGS,AR,INV-60009
JE-000043,2025-08-17,2025-08 ,1230,Inventory - Purchased for Resale,0,89.5,Inventory relief,AR,INV-60009
JE-001212,2025-08-17,2025-08,1100,Accounts Receivable,1624.84,0,Invoice INV-60256,AR,INV-60256
JE-001213,2025-08-17,2025-08,4010,Product Sales - Distributed,0,1013.25,Invoice INV-60256,AR,INV-60256
JE-001214 ,2025-08-17,2025-08,4100 ,Freight Revenue,0,611.59,Freight billed,AR,INV-60256
JE-001215,2025-08-17,2025-08,5000,COGS - Materials,653.97,0,COGS,AR,INV-60256
JE-001216,2025-08-17,2025-08,1230,Inventory - Purchased for Resale,0,653.97,Inventory relief,AR,INV-60256
JE-002448,2025-08-17,2025-08,1000,Operating Cash,25947.61,0,Customer payment,AR,KBD-CR00068
JE-002449,2025-08-17,2025-08,1100,Accounts Receivable,0,25947.61,Customer payment,AR,KBD-CR00068
JE-002708,2025-08-17,2025-08,1000,Operating Cash,37982.78,0,Customer payment,AR,KBD-CR00198
JE-002709,2025-08-17,2025-08,1100,Accounts Receivable,0,37982.78,Customer payment,AR,KBD-CR00198
JE-003014,2025-08-17,2025-08,1000,Operating Cash,11823.43,0,Customer payment,AR,KBD-CR00351
JE-003015,2025-08-17,2025-08,1100,Accounts Receivable,0,11823.43,Customer payment ,AR,KBD-CR00351
JE-000325,2025-08-18,2025-08,1100,Accounts Receivable,2457.72,0,Invoice INV-60069,AR,INV-60069
JE-000326,2025-08-18,2025-08,4010,Product Sales - Distributed,0,2083.9,Invoice INV-60069,AR,INV-60069
JE-000327,2025-08-18 ,2025-08,4100,Freight Revenue,0,222.74,Freight billed,AR,INV-60069
JE-000328,2025-08-18,2025-08,2100,Accrued Expenses,0,151.08,Sales tax payable,AR,INV-60069
JE-000329,2025-08-18,2025-08,5000,COGS - Materials,1338.77,0,COGS,AR,INV-60069
JE-000330,2025-08-18,2025-08,1230,Inventory - Purchased for Resale,0,1338.77,Inventory relief,AR,INV-60069
JE-000476,08/18/25,2025-08,1100,Accounts Receivable,630.63,0,Invoice INV-60101,AR,INV-60101
JE-000477,2025-08-18,2025-08,4010,Product Sales - Distributed,0,630.63,Invoice INV-60101,AR,INV-60101 
JE-000478,2025-08-18,2025-08,5000,COGS - Materials,407.25,0,COGS,AR,INV-60101
JE-000479,2025-08-18,2025-08,1230,Inventory - Purchased for Resale,0,407.25,Inventory relief,AR,INV-60101
JE-000690,2025-08-18,2025-08,1100,Accounts Receivable,7600.53,0,Invoice INV-60146 ,AR,INV-60146
JE-000691,2025-08-18,2025-08,4010,Product Sales - Distributed,0,6645.18,Invoice INV-60146,AR,INV-60146
JE-000692,2025-08-18,2025-08,4100,Freight Revenue,0,955.35,Freight billed,AR,INV-60146
JE-000693,2025-08-18,2025-08,5000,COGS - Materials,4793.97,0,COGS,AR,INV-60146
JE-000694,2025-08-18,2025-08,1230 ,Inventory - Purchased for Resale,0,4793.97,Inventory relief,AR,INV-60146
JE-002422,2025-08-18,2025-08,1000,Operating Cash,13456.47,0,Customer payment,AR,KBD-CR00055
JE-002423,2025-08-18,2025-08,1100,Accounts Receivable,0,13456.47,Customer payment,AR,KBD-CR00055
JE-003688,2025-08-18,2025-08,2050,GR/IR Clearing (Received Not Invoiced),168094.34,0,Supplier inv SI1725755,AP,SI1725755
JE-003689,2025-08-18,2025-08,2000,Accounts Payable,0,168094.34,Supplier inv SI1725755,AP,SI1725755
JE-002304,2025-08-19,2025-08 ,1100,Accounts Receivable,34078.98,0,Invoice INV-60486,AR,INV-60486
JE-002305,2025-08-19,2025-08,4010,Product Sales - Distributed,0,33947.99,Invoice INV-60486 ,AR,INV-60486 
JE-002306,2025-08-19,2025-08,4100,Freight Revenue,0,130.99,Freight billed,AR,INV-60486
JE-002307,2025-08-19,2025-08,5000 ,COGS - Materials,26671.93,0,COGS,AR,INV-60486
JE-002308,2025-08-19,2025-08,1230,Inventory - Purchased for Resale,0,26671.93,Inventory relief,AR,INV-60486
JE-003052,19-Aug-2025,2025-08,1000,Operating Cash,826.99,0,Customer payment,AR,KBD-CR00370
JE-003053 ,2025-08-19,2025-08,1100,Accounts Receivable ,0,826.99,Customer payment ,AR,KBD-CR00370
JE-003630,2025-08-19,2025-08,2050,GR/IR Clearing (Received Not Invoiced),16850.0,0,Supplier inv INV8575934,AP,INV8575934
JE-003631,08/19/2025,2025-08,2000,Accounts Payable,0,16850.0,Supplier inv INV8575934,AP,INV8575934
JE-000138,2025-08-20,2025-08,1100,Accounts Receivable,4294.29,0,Invoice INV-60030,AR ,INV-60030
JE-000139,2025-08-20,2025-08,4010,Product Sales - Distributed,0,4004.0,Invoice INV-60030,AR,INV-60030
JE-000140,"Aug 20, 2025",2025-08,2100,Accrued Expenses ,0,290.29,Sales tax payable,AR,INV-60030
JE-000141,2025-08-20,2025-08,5000,COGS - Materials,3047.2,0,COGS,AR,INV-60030
JE-000142,2025-08-20 ,2025-08,1230,Inventory - Purchased for Resale,0,3047.2,Inventory relief,AR,INV-60030
JE-002332,2025-08-20,2025-08,1000,Operating Cash,2402.4,0,Customer payment,AR,KBD-CR00010
JE-002333,20-Aug-2025,2025-08,1100,Accounts Receivable,0,2402.4,Customer payment,AR,KBD-CR00010
JE-002338,08/20/25,2025-08,1000,Operating Cash,51849.33,0,Customer payment,AR,KBD-CR00013
JE-002339,2025-08-20,2025-08,1100,Accounts Receivable,0,51849.33,Customer payment,AR,KBD-CR00013
JE-002488,2025-08-20,2025-08,1000,Operating Cash,38548.94,0,Customer payment,AR,KBD-CR00088
JE-002489,2025-08-20,2025-08,1100,Accounts Receivable,0,38548.94,Customer payment,AR,KBD-CR00088
JE-003131,2025-08-20,2025-08,2050,GR/IR Clearing (Received Not Invoiced),288615.02,0,Supplier inv 93995405,AP,93995405
JE-003132,2025-08-20,2025-08,5300,Freight In,167.48,0,Freight in,AP,93995405
JE-003133,2025-08-20,2025-08,2000,Accounts Payable,0,288782.5,Supplier inv 93995405,AP,93995405
JE-003310,2025-08-20,2025-08,2050,GR/IR Clearing (Received Not Invoiced),1227.75,0,Supplier inv 96217029,AP,96217029
JE-003311,2025-08-20,2025-08,5300,Freight In,29.3,0,Freight in,AP,96217029
JE-003312,2025-08-20,2025-08,2000,Accounts Payable,0,1257.05,Supplier inv 96217029,AP,96217029
JE-003746,2025-08-20,2025-08,2050,GR/IR Clearing (Received Not Invoiced),69880.12,0,Supplier inv 7124789 ,AP,7124789
JE-003747,2025-08-20,2025-08,2000,Accounts Payable,0,69880.12,Supplier inv 7124789,AP,7124789
JE-004328,2025-08-20,2025-08,1230,Inventory - Purchased for Resale,5506.5,0,PO receipt PO-31292,INV,RCV-40281
JE-004329,2025-08-20,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,5506.5,PO receipt PO-31292,INV,RCV-40281
JE-000001,2025-08-21,2025-08,1100,Accounts Receivable,2576.57,0,Invoice INV-60001,AR,INV-60001
JE-000002,2025-08-21,2025-08,4010,Product Sales - Distributed,0,2402.4,Invoice INV-60001,AR,INV-60001
JE-000003,2025-08-21,2025-08,2100,Accrued Expenses,0,174.17,Sales tax payable ,AR,INV-60001
JE-000004,2025-08-21,2025-08,5000,COGS - Materials,1828.32,0,COGS ,AR,INV-60001
JE-000005,2025-08-21,2025-08,1230,Inventory - Purchased for Resale,0,1828.32,Inventory relief,AR,INV-60001
JE-001241,2025-08-21,2025-08,1100,Accounts Receivable,62421.75,0,Invoice INV-60262,AR,INV-60262
JE-001242,2025-08-21,2025-08,4010,Product Sales - Distributed,0,52198.0,Invoice INV-60262,AR,INV-60262
JE-001243,2025-08-21,2025-08,4100,Freight Revenue,0,10223.75,Freight billed,AR,INV-60262
JE-001244,2025-08-21,2025-08,5000,COGS - Materials,34774.0,0,COGS,AR,INV-60262
JE-001245,2025-08-21,2025-08,1230,Inventory - Purchased for Resale,0,34774.0,Inventory relief,AR,INV-60262
JE-002181,2025-08-21,2025-08,1100,Accounts Receivable,30284.45,0,Invoice INV-60460,AR,INV-60460
JE-002182,08/21/25,2025-08,4010,Product Sales - Distributed,0,28237.25,Invoice INV-60460,AR,INV-60460
JE-002183,21-Aug-2025,2025-08,2100,Accrued Expenses,0,2047.2,Sales tax payable,AR,INV-60460
JE-002184,08/21/2025,2025-08,5000,COGS - Materials,19268.61,0,COGS,AR,INV-60460
JE-002185,2025-08-21,2025-08,1230,Inventory - Purchased for Resale,0,19268.61,Inventory relief,AR,INV-60460
JE-002846,2025-08-21,2025-08,1000,Operating Cash,26422.38,0,Customer payment,AR,KBD-CR00267
JE-002847,2025-08-21,2025-08,1100,Accounts Receivable,0,26422.38,Customer payment,AR,KBD-CR00267
JE-002550,2025-08-22,2025-08,1000,Operating Cash,1890.98,0,Customer payment,AR,KBD-CR00119
JE-002551,2025-08-22,2025-08,1100,Accounts Receivable,0,1890.98,Customer payment,AR,KBD-CR00119
JE-002650,2025-08-22 ,2025-08,1000,Operating Cash,2804.15,0,Customer payment,AR,KBD-CR00169
JE-002651,08/22/25,2025-08,1100,Accounts Receivable,0,2804.15,Customer payment,AR,KBD-CR00169
JE-003854,2025-08-22,2025-08,1230,Inventory - Purchased for Resale,30344.64,0,PO receipt PO-31045,INV,RCV-40044
JE-003855,2025-08-22,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,30344.64,PO receipt PO-31045,INV,RCV-40044
JE-000480,2025-08-23,2025-08,1100,Accounts Receivable,8721.59,0,Invoice INV-60102,AR,INV-60102
JE-000481,2025-08-23,2025-08,4010,Product Sales - Distributed,0,5760.36,Invoice INV-60102,AR,INV-60102
JE-000482,2025-08-23,2025-08,4100,Freight Revenue,0,2961.23,Freight billed,AR ,INV-60102
JE-000483,2025-08-23,2025-08,5000,COGS - Materials,4637.28,0,COGS,AR,INV-60102
JE-000484,23-Aug-2025,2025-08,1230,Inventory - Purchased for Resale,0,4637.28,Inventory relief,AR,INV-60102
JE-001914,"Aug 23, 2025",2025-08,1100,Accounts Receivable,36225.32,0,Invoice INV-60402,AR,INV-60402
JE-001915,2025-08-23,2025-08,4010,Product Sales - Distributed,0,36225.32,Invoice INV-60402,AR,INV-60402
JE-001916,2025-08-23,2025-08,5000,COGS - Materials,22396.64,0,COGS,AR,INV-60402
JE-001917,2025-08-23,2025-08,1230,Inventory - Purchased for Resale,0,22396.64,Inventory relief,AR,INV-60402
JE-003457,08/23/2025,2025-08,2050,GR/IR Clearing (Received Not Invoiced),275014.1,0,Supplier inv SI5930594,AP,SI5930594
JE-003458,2025-08-23,2025-08,2000,Accounts Payable,0,275014.1,Supplier inv SI5930594,AP,SI5930594
JE-004072,2025-08-23,2025-08,1230,Inventory - Purchased for Resale,275000.85,0,PO receipt PO-31156,INV,RCV-40153
JE-004073,2025-08-23 ,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,275000.85,PO receipt PO-31156,INV,RCV-40153
JE-002388,08/24/25,2025-08,1000,Operating Cash,18276.08,0,Customer payment,AR,KBD-CR00038
JE-002389,2025-08-24,2025-08,1100,Accounts Receivable,0,18276.08,Customer payment,AR,KBD-CR00038
JE-002746,2025-08-24,2025-08,1000,Operating Cash,36801.61,0,Customer payment,AR,KBD-CR00217
JE-002747,2025-08-24,2025-08,1100,Accounts Receivable,0,36801.61,Customer payment,AR,KBD-CR00217
JE-002898,2025-08-24,2025-08,1000,Operating Cash,10688.51,0,Customer payment,AR,KBD-CR00293
JE-002899,2025-08-24,2025-08,1100,Accounts Receivable,0,10688.51,Customer payment,AR,KBD-CR00293
JE-002964,2025-08-24,2025-08,1000,Operating Cash,1273.08,0,Customer payment,AR,KBD-CR00326
