invoice_number,line,item_id,qty,unit_price,extended,unit_cost,margin
INV-60141,3,A-20114,1,442.89,442.89,244.69,198.2
INV-60141,4,A-20065,1,1076.5,1076.5,798.0,278.5
INV-60142,1,A-20031,2,212.2,424.4,128.84,166.72
INV-60142,2,A-20076,1,1200.76,1200.76,721.1800000000001,479.58
INV-60142,3,A-20114,1,350.77,350.77,244.69,106.08
INV-60142,4,A-20002,3,2311.59,6934.77,1931.15,1141.32
INV-60143,1,A-20076,2,1094.03,2188.06,721.1800000000001,745.7
INV-60143,2,A-20038,1,2572.18,2572.18,1997.97,574.21
INV-60143,3,A-20022,5,184.78,923.9,155.41,146.85
INV-60144,3,A-20073,1,737.34,737.34,496.53000000000003,240.81
INV-60145,1,A-20107,1,3525.5,3525.5,2631.9500000000003,893.55
INV-60145,2,A-20002,1,2440.01,2440.01,1931.15,508.86
INV-60145,3,A-20058,3,409.0,1227.0,254.75,462.75
INV-60146,1,A-20030,1,248.56,248.56,176.98,71.58
INV-60146,2,A-20039,2,651.88,1303.76,415.87,472.02
INV-60146,3,A-20031,5,223.99,1119.95,128.84,475.75
INV-60146,5,A-20073,1,778.31,778.31,496.53000000000003,281.78
INV-60147,1,A-20065,1,1019.84,1019.84,798.0,221.84
INV-60147,2,A-20063,1,1702.07,1702.07,1372.91,329.16
INV-60148,1,A-20078,2,1148.04,2296.08,704.75,886.58
INV-60148,2,A-20101,2,3237.68,6475.36,2382.4,1710.56
INV-60149,1,A-20092,1,2456.99,2456.99,1915.78,541.21
INV-60150,1,A-20090,5,1104.48,5522.4,821.3000000000001,1415.9
INV-60150,2,A-20040,2,257.72,515.44,210.93,93.58
INV-60150,3,A-20110,5,4055.26,20276.3,2979.18,5380.4
INV-60150,4,A-20070,2,2638.4,5276.8,1739.22,1798.36
INV-60151,1,A-20107,1,3339.95,3339.95,2631.9500000000003,708.0
INV-60151,2,A-20073,1,707.85,707.85,496.53000000000003,211.32
INV-60151,3,A-20092,1,2327.67,2327.67,1915.78,411.89
INV-60151,4,A-20107,1,3339.95,3339.95,2631.9500000000003,708.0
INV-60151,5,A-20110,3,4450.9,13352.7,2979.18,4415.16
INV-60152,1,A-20070,2,3217.56,6435.12,1739.22,2956.68
INV-60152,2,A-20020,3,588.91,1766.73,316.62,816.87
INV-60152,3,A-20053,1,932.17,932.17,695.65,236.52
INV-60152,4,A-20087,5,619.49,3097.45,333.06,1432.15
INV-60153,2,A-20022,1,173.69,173.69,155.41,18.28
INV-60153,3,A-20097,2,342.03,684.06,246.81,190.44
INV-60153,4,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60154,1,A-20107,2,3525.5,7051.0,2631.9500000000003,1787.1
INV-60154,2,A-20039,2,619.29,1238.58,415.87,406.84
INV-60154,3,A-20073,2,778.31,1556.62,496.53000000000003,563.56
INV-60154,4,A-20063,5,1891.18,9455.9,1372.91,2591.35
INV-60154,5,A-20078,3,1211.82,3635.46,704.75,1521.21
INV-60155,1,A-20034,3,140.27,420.81,111.33,86.82
INV-60155,2,A-20076,2,1200.76,2401.52,721.1800000000001,959.16
INV-60155,3,A-20038,3,2823.13,8469.39,1997.97,2475.48
INV-60155,4,A-20013,5,207.29,1036.45,162.20000000000002,225.45
INV-60155,5,A-20076,2,1200.76,2401.52,721.1800000000001,959.16
INV-60156,1,A-20073,5,671.8,3359.0,496.53000000000003,876.35
INV-60156,2,A-20033,2,439.23,878.46,328.62,221.22
INV-60156,3,A-20070,1,2638.4,2638.4,1739.22,899.18
INV-60156,4,A-20033,1,439.23,439.23,328.62,110.61
INV-60157,1,A-20033,1,439.23,439.23,328.62,110.61
INV-60157,2,A-20090,3,1104.48,3313.44,821.3000000000001,849.54
INV-60157,3,A-20082,1,1207.47,1207.47,841.44,366.03
INV-60157,4,A-20073,1,671.8,671.8,496.53000000000003,175.27
INV-60157,5,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60158,1,A-20077,1,1062.94,1062.94,869.98,192.96
INV-60158,2,A-20090,5,1104.48,5522.4,821.3000000000001,1415.9
INV-60158,3,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60159,1,A-20093,5,3195.28,15976.4,2017.22,5890.3
INV-60159,2,A-20058,1,348.73,348.73,254.75,93.98
INV-60159,3,A-20039,3,617.57,1852.71,415.87,605.1
INV-60159,4,A-20077,3,1166.64,3499.92,869.98,889.98
INV-60160,1,A-20003,5,2753.07,13765.35,2450.66,1512.05
INV-60161,1,A-20073,1,737.34,737.34,496.53000000000003,240.81
INV-60162,1,A-20097,5,375.4,1877.0,246.81,642.95
INV-60162,2,A-20040,1,282.86,282.86,210.93,71.93
INV-60162,3,A-20107,1,3339.95,3339.95,2631.9500000000003,708.0
INV-60162,4,A-20097,1,375.4,375.4,246.81,128.59
INV-60163,1,A-20013,3,207.29,621.87,162.20000000000002,135.27
INV-60163,2,A-20093,1,3195.28,3195.28,2017.22,1178.06
INV-60163,3,A-20097,2,375.4,750.8,246.81,257.18
INV-60163,4,A-20093,1,3195.28,3195.28,2017.22,1178.06
INV-60164,1,A-20101,5,2784.4,13922.0,2382.4,2010.0
INV-60164,2,A-20038,3,2823.13,8469.39,1997.97,2475.48
INV-60164,3,A-20090,2,1212.24,2424.48,821.3000000000001,781.88
INV-60164,4,A-20039,1,617.57,617.57,415.87,201.7
INV-60165,1,A-20070,1,2638.4,2638.4,1739.22,899.18
INV-60165,2,A-20107,1,3043.06,3043.06,2631.9500000000003,411.11
INV-60165,3,A-20110,1,4055.26,4055.26,2979.18,1076.08
INV-60166,1,A-20090,1,1212.24,1212.24,821.3000000000001,390.94
INV-60166,2,A-20043,3,2081.52,6244.56,1336.88,2233.92
INV-60166,3,A-20092,2,2211.29,4422.58,1915.78,591.02
INV-60167,1,A-20063,5,1891.18,9455.9,1372.91,2591.35
INV-60167,2,A-20082,1,1398.89,1398.89,841.44,557.45
INV-60167,3,A-20077,5,1231.46,6157.3,869.98,1807.4
INV-60167,4,A-20039,3,651.88,1955.64,415.87,708.03
INV-60167,5,A-20070,3,3056.68,9170.04,1739.22,3952.38
INV-60168,1,A-20063,1,1791.65,1791.65,1372.91,418.74
INV-60168,2,A-20033,5,482.08,2410.4,328.62,767.3
INV-60169,2,A-20061,2,238.54,477.08,175.52,126.04
INV-60169,3,A-20053,2,838.95,1677.9,695.65,286.6
INV-60170,1,A-20114,1,363.17,363.17,244.69,118.48
INV-60171,1,A-20036,3,3381.61,10144.83,2945.65,1307.88
INV-60171,2,A-20082,1,1207.47,1207.47,841.44,366.03
INV-60171,3,A-20110,2,4055.26,8110.52,2979.18,2152.16
INV-60171,4,A-20020,2,482.91,965.82,316.62,332.58
INV-60172,1,A-20090,5,1104.48,5522.4,821.3000000000001,1415.9
INV-60173,1,A-20031,1,223.99,223.99,128.84,95.15
INV-60173,2,A-20063,1,1891.18,1891.18,1372.91,518.27
INV-60173,3,A-20065,1,1076.5,1076.5,798.0,278.5
INV-60174,1,A-20036,2,4123.91,8247.82,2945.65,2356.52
INV-60174,2,A-20072,1,539.32,539.32,402.48,136.84
INV-60174,3,A-20073,1,819.27,819.27,496.53000000000003,322.74
INV-60174,4,A-20076,5,1334.18,6670.9,721.1800000000001,3065.0
INV-60174,5,A-20078,3,1275.6,3826.8,704.75,1712.55
INV-60175,1,A-20038,1,2711.77,2711.77,1997.97,713.8
INV-60175,2,A-20053,5,885.56,4427.8,695.65,949.55
INV-60175,3,A-20030,5,258.92,1294.6,176.98,409.7
INV-60176,1,A-20022,1,202.81,202.81,155.41,47.4
INV-60176,2,A-20061,3,238.54,715.62,175.52,189.06
INV-60176,3,A-20022,3,202.81,608.43,155.41,142.2
INV-60177,1,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60177,2,A-20034,1,127.81,127.81,111.33,16.48
INV-60177,3,A-20077,2,1062.94,2125.88,869.98,385.92
INV-60177,4,A-20036,3,3381.61,10144.83,2945.65,1307.88
INV-60177,5,A-20030,1,223.49,223.49,176.98,46.51
INV-60178,1,A-20040,5,257.72,1288.6,210.93,233.95
INV-60179,1,A-20087,2,588.52,1177.04,333.06,510.92
INV-60179,2,A-20003,5,3189.53,15947.65,2450.66,3694.35
INV-60180,1,A-20033,3,482.08,1446.24,328.62,460.38
INV-60180,2,A-20053,1,838.95,838.95,695.65,143.3
INV-60180,3,A-20043,1,2081.52,2081.52,1336.88,744.64
INV-60181,1,A-20040,1,257.72,257.72,210.93,46.79
INV-60181,2,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60181,3,A-20034,1,127.81,127.81,111.33,16.48
INV-60182,1,A-20090,5,1212.24,6061.2,821.3000000000001,1954.7
INV-60182,3,A-20020,1,530.02,530.02,316.62,213.4
INV-60182,4,A-20036,1,3711.52,3711.52,2945.65,765.87
INV-60183,1,A-20076,5,1200.76,6003.8,721.1800000000001,2397.9
INV-60183,2,A-20090,5,1212.24,6061.2,821.3000000000001,1954.7
INV-60183,3,A-20070,1,2895.8,2895.8,1739.22,1156.58
INV-60183,4,A-20082,1,1325.27,1325.27,841.44,483.83
INV-60183,5,A-20107,1,3339.95,3339.95,2631.9500000000003,708.0
INV-60184,1,A-20002,1,2440.01,2440.01,1931.15,508.86
INV-60184,3,A-20031,1,223.99,223.99,128.84,95.15
INV-60184,4,A-20101,2,3417.55,6835.1,2382.4,2070.3
INV-60185,1,A-20013,1,207.29,207.29,162.20000000000002,45.09
INV-60186,1,A-20092,2,2285.0,4570.0,1915.78,738.44
INV-60186,2,A-20076,5,1267.47,6337.35,721.1800000000001,2731.45
INV-60186,3,A-20033,1,508.87,508.87,328.62,180.25
INV-60187,1,A-20087,5,507.98,2539.9,333.06,874.6
INV-60187,2,A-20072,1,442.24,442.24,402.48,39.76
INV-60187,3,A-20087,3,507.98,1523.94,333.06,524.76
INV-60187,4,A-20097,5,328.35,1641.75,246.81,407.7
INV-60187,5,A-20072,1,442.24,442.24,402.48,39.76
INV-60188,1,A-20058,2,353.03,706.06,254.75,196.56
INV-60188,2,A-20107,1,3043.06,3043.06,2631.9500000000003,411.11
INV-60188,3,A-20065,1,929.19,929.19,798.0,131.19
INV-60188,4,A-20043,1,1896.5,1896.5,1336.88,559.62
INV-60188,5,A-20101,1,2949.88,2949.88,2382.4,567.48
INV-60189,1,A-20073,3,671.8,2015.4,496.53000000000003,525.81
INV-60189,3,A-20058,1,353.03,353.03,254.75,98.28
INV-60190,1,A-20036,3,3369.23,10107.69,2945.65,1270.74
INV-60190,2,A-20090,1,1279.58,1279.58,821.3000000000001,458.28
INV-60190,3,A-20003,1,3189.53,3189.53,2450.66,738.87
INV-60190,4,A-20053,1,885.56,885.56,695.65,189.91
INV-60191,1,A-20077,1,1166.64,1166.64,869.98,296.66
INV-60191,2,A-20097,1,375.4,375.4,246.81,128.59
INV-60192,1,A-20002,1,2106.11,2106.11,1931.15,174.96
INV-60192,2,A-20073,1,671.8,671.8,496.53000000000003,175.27
INV-60192,3,A-20034,1,127.81,127.81,111.33,16.48
INV-60193,2,A-20058,3,353.03,1059.09,254.75,294.84
INV-60193,3,A-20053,1,764.38,764.38,695.65,68.73
INV-60193,4,A-20033,1,439.23,439.23,328.62,110.61
INV-60193,5,A-20020,2,482.91,965.82,316.62,332.58
INV-60194,1,A-20013,1,218.8,218.8,162.20000000000002,56.6
INV-60194,2,A-20087,5,588.52,2942.6,333.06,1277.3
INV-60195,1,A-20020,1,530.02,530.02,316.62,213.4
INV-60196,1,A-20097,1,417.11,417.11,246.81,170.3
INV-60197,1,A-20038,1,2979.97,2979.97,1997.97,982.0
INV-60197,2,A-20101,3,3417.55,10252.65,2382.4,3105.45
INV-60197,3,A-20073,1,778.31,778.31,496.53000000000003,281.78
INV-60198,1,A-20061,1,238.54,238.54,175.52,63.02
INV-60198,2,A-20082,5,1325.27,6626.35,841.44,2419.15
INV-60198,3,A-20063,5,1791.65,8958.25,1372.91,2093.7
INV-60199,1,A-20107,3,3043.06,9129.18,2631.9500000000003,1233.33
INV-60199,2,A-20092,5,2120.77,10603.85,1915.78,1024.95
INV-60199,3,A-20043,1,1896.5,1896.5,1336.88,559.62
INV-60199,4,A-20090,3,1104.48,3313.44,821.3000000000001,849.54
INV-60199,5,A-20036,1,3381.61,3381.61,2945.65,435.96
INV-60200,1,A-20073,3,671.8,2015.4,496.53000000000003,525.81
INV-60200,2,A-20114,3,363.17,1089.51,244.69,355.44
INV-60201,1,A-20034,3,134.04,402.12,111.33,68.13
INV-60201,2,A-20087,3,619.49,1858.47,333.06,859.29
INV-60201,3,A-20022,5,225.34,1126.7,155.41,349.65
INV-60202,1,A-20039,5,617.57,3087.85,415.87,1008.5
INV-60203,1,A-20013,3,207.29,621.87,162.20000000000002,135.27
INV-60203,2,A-20070,1,2895.8,2895.8,1739.22,1156.58
INV-60203,3,A-20078,1,1148.04,1148.04,704.75,443.29
INV-60203,4,A-20090,5,1212.24,6061.2,821.3000000000001,1954.7
INV-60203,5,A-20107,2,3339.95,6679.9,2631.9500000000003,1416.0
INV-60204,1,A-20058,3,353.03,1059.09,254.75,294.84
INV-60204,2,A-20073,1,597.9,597.9,496.53000000000003,101.37
INV-60204,3,A-20077,1,1062.94,1062.94,869.98,192.96
INV-60204,4,A-20013,3,188.86,566.58,162.20000000000002,79.98
INV-60204,5,A-20013,5,188.86,944.3,162.20000000000002,133.3
INV-60205,1,A-20033,5,508.87,2544.35,328.62,901.25
INV-60205,2,A-20039,3,651.88,1955.64,415.87,708.03
INV-60205,3,A-20072,2,512.35,1024.7,402.48,219.74
INV-60205,4,A-20092,1,2456.99,2456.99,1915.78,541.21
INV-60205,5,A-20070,1,2964.98,2964.98,1739.22,1225.76
INV-60206,1,A-20097,3,396.25,1188.75,246.81,448.32
INV-60206,2,A-20020,3,559.46,1678.38,316.62,728.52
INV-60206,3,A-20076,2,1267.47,2534.94,721.1800000000001,1092.58
INV-60206,4,A-20090,1,1279.58,1279.58,821.3000000000001,458.28
INV-60207,1,A-20078,2,1148.04,2296.08,704.75,886.58
INV-60207,2,A-20039,1,617.57,617.57,415.87,201.7
INV-60207,3,A-20022,1,202.81,202.81,155.41,47.4
INV-60208,2,A-20033,2,482.08,964.16,328.62,306.92
INV-60208,3,A-20063,3,1791.65,5374.95,1372.91,1256.22
INV-60208,4,A-20065,1,1019.84,1019.84,798.0,221.84
INV-60209,1,A-20097,1,342.03,342.03,246.81,95.22
INV-60209,2,A-20070,5,2638.4,13192.0,1739.22,4495.9
INV-60209,3,A-20082,2,1207.47,2414.94,841.44,732.06
INV-60209,4,A-20022,1,184.78,184.78,155.41,29.37
INV-60210,1,A-20022,5,202.81,1014.05,155.41,237.0
INV-60210,2,A-20107,3,3339.95,10019.85,2631.9500000000003,2124.0
INV-60210,3,A-20092,1,2327.67,2327.67,1915.78,411.89
INV-60210,4,A-20002,5,2311.59,11557.95,1931.15,1902.2
INV-60210,5,A-20003,1,3021.66,3021.66,2450.66,571.0
INV-60211,1,A-20036,1,3711.52,3711.52,2945.65,765.87
INV-60211,2,A-20022,3,202.81,608.43,155.41,142.2
INV-60211,3,A-20101,2,2946.29,5892.58,2382.4,1127.78
INV-60212,1,A-20034,1,155.86,155.86,111.33,44.53
INV-60212,2,A-20073,1,819.27,819.27,496.53000000000003,322.74
INV-60213,1,A-20097,3,375.4,1126.2,246.81,385.77
INV-60213,2,A-20003,1,3021.66,3021.66,2450.66,571.0
INV-60214,1,A-20110,2,4698.17,9396.34,2979.18,3437.98
INV-60214,2,A-20078,3,1211.82,3635.46,704.75,1521.21
INV-60214,3,A-20076,1,1267.47,1267.47,721.1800000000001,546.29
INV-60214,4,A-20039,1,651.88,651.88,415.87,236.01
INV-60214,5,A-20043,1,2197.16,2197.16,1336.88,860.28
INV-60215,1,A-20036,3,3711.52,11134.56,2945.65,2297.61
INV-60216,1,A-20065,1,929.19,929.19,798.0,131.19
INV-60216,2,A-20097,3,342.03,1026.09,246.81,285.66
INV-60216,3,A-20114,3,319.59,958.77,244.69,224.7
INV-60216,4,A-20072,3,442.24,1326.72,402.48,119.28
INV-60216,5,A-20033,2,439.23,878.46,328.62,221.22
INV-60217,1,A-20077,1,1166.64,1166.64,869.98,296.66
INV-60217,2,A-20077,1,1166.64,1166.64,869.98,296.66
INV-60217,3,A-20034,1,140.27,140.27,111.33,28.94
INV-60217,4,A-20065,3,938.25,2814.75,798.0,420.75
INV-60217,5,A-20114,5,398.6,1993.0,244.69,769.55
INV-60218,1,A-20082,1,1038.42,1038.42,841.44,196.98
INV-60218,2,A-20053,2,764.38,1528.76,695.65,137.46
INV-60218,3,A-20034,1,127.81,127.81,111.33,16.48
INV-60218,4,A-20092,3,2120.77,6362.31,1915.78,614.97
INV-60219,1,A-20072,2,485.39,970.78,402.48,165.82
INV-60219,2,A-20073,2,670.98,1341.96,496.53000000000003,348.9
INV-60219,3,A-20092,5,2327.67,11638.35,1915.78,2059.45
INV-60219,4,A-20034,1,121.57,121.57,111.33,10.24
INV-60219,5,A-20090,5,1212.24,6061.2,821.3000000000001,1954.7
INV-60220,1,A-20031,1,193.34,193.34,128.84,64.5
INV-60221,1,A-20061,3,265.04,795.12,175.52,268.56
INV-60221,2,A-20107,1,3711.05,3711.05,2631.9500000000003,1079.1
INV-60221,3,A-20077,3,1296.27,3888.81,869.98,1278.87
INV-60222,1,A-20114,1,442.89,442.89,244.69,198.2
INV-60222,2,A-20038,1,3136.81,3136.81,1997.97,1138.84
INV-60222,3,A-20070,3,2863.63,8590.89,1739.22,3373.23
INV-60223,1,A-20038,1,3136.81,3136.81,1997.97,1138.84
INV-60224,1,A-20043,5,2081.52,10407.6,1336.88,3723.2
INV-60225,1,A-20022,5,184.78,923.9,155.41,146.85
INV-60225,2,A-20034,1,127.81,127.81,111.33,16.48
INV-60225,3,A-20034,5,127.81,639.05,111.33,82.4
INV-60225,5,A-20061,2,217.33,434.66,175.52,83.62
INV-60226,1,A-20065,2,1019.84,2039.68,798.0,443.68
INV-60227,1,A-20082,3,1207.47,3622.41,841.44,1098.09
INV-60227,2,A-20061,3,206.46,619.38,175.52,92.82
INV-60227,3,A-20043,2,1896.5,3793.0,1336.88,1119.24
INV-60227,4,A-20072,1,442.24,442.24,402.48,39.76
INV-60227,5,A-20070,5,2400.94,12004.7,1739.22,3308.6
INV-60228,1,A-20076,3,1116.71,3350.13,721.1800000000001,1186.59
INV-60229,1,A-20077,1,1231.46,1231.46,869.98,361.48
INV-60229,2,A-20110,1,4698.17,4698.17,2979.18,1718.99
INV-60230,1,A-20101,3,3597.42,10792.26,2382.4,3645.06
INV-60230,2,A-20101,1,3597.42,3597.42,2382.4,1215.02
INV-60231,1,A-20114,3,363.17,1089.51,244.69,355.44
INV-60232,1,A-20110,1,4698.17,4698.17,2979.18,1718.99
INV-60232,2,A-20101,1,3417.55,3417.55,2382.4,1035.15
INV-60232,3,A-20090,1,1279.58,1279.58,821.3000000000001,458.28
INV-60232,4,A-20063,3,1891.18,5673.54,1372.91,1554.81
INV-60233,1,A-20020,1,559.46,559.46,316.62,242.84
INV-60233,2,A-20061,1,251.79,251.79,175.52,76.27
INV-60233,4,A-20076,1,1267.47,1267.47,721.1800000000001,546.29
INV-60233,5,A-20043,1,2197.16,2197.16,1336.88,860.28
INV-60234,1,A-20040,3,298.58,895.74,210.93,262.95
INV-60234,2,A-20110,2,4698.17,9396.34,2979.18,3437.98
INV-60235,1,A-20058,1,430.53,430.53,254.75,175.78
INV-60235,2,A-20090,2,1346.93,2693.86,821.3000000000001,1051.26
INV-60235,3,A-20087,5,619.49,3097.45,333.06,1432.15
INV-60235,4,A-20034,1,155.86,155.86,111.33,44.53
INV-60235,5,A-20040,2,314.29,628.58,210.93,206.72
INV-60236,1,A-20070,1,2895.8,2895.8,1739.22,1156.58
INV-60236,2,A-20110,2,4450.9,8901.8,2979.18,2943.44
INV-60236,3,A-20002,1,2311.59,2311.59,1931.15,380.44
INV-60237,1,A-20034,3,134.74,404.22,111.33,70.23
INV-60237,2,A-20033,1,508.87,508.87,328.62,180.25
INV-60237,3,A-20070,1,3056.68,3056.68,1739.22,1317.46
INV-60238,1,A-20070,2,2895.8,5791.6,1739.22,2313.16
INV-60238,2,A-20090,1,1212.24,1212.24,821.3000000000001,390.94
INV-60239,1,A-20013,1,218.8,218.8,162.20000000000002,56.6
INV-60239,2,A-20092,5,2456.99,12284.95,1915.78,2706.05
INV-60240,1,A-20107,5,3043.06,15215.3,2631.9500000000003,2055.55
INV-60241,1,A-20013,2,230.32,460.64,162.20000000000002,136.24
INV-60241,2,A-20043,2,2312.8,4625.6,1336.88,1951.84
INV-60241,3,A-20076,1,1334.18,1334.18,721.1800000000001,613.0
INV-60242,1,A-20065,1,1133.16,1133.16,798.0,335.16
INV-60242,2,A-20107,1,3711.05,3711.05,2631.9500000000003,1079.1
INV-60242,3,A-20101,1,3597.42,3597.42,2382.4,1215.02
INV-60243,2,A-20043,2,1896.5,3793.0,1336.88,1119.24
INV-60243,3,A-20110,1,4055.26,4055.26,2979.18,1076.08
INV-60243,4,A-20053,5,764.38,3821.9,695.65,343.65
INV-60243,5,A-20038,5,2572.18,12860.9,1997.97,2871.05
INV-60244,1,A-20061,5,217.33,1086.65,175.52,209.05
INV-60244,2,A-20034,2,127.81,255.62,111.33,32.96
INV-60244,3,A-20072,1,442.24,442.24,402.48,39.76
INV-60245,1,A-20087,5,619.49,3097.45,333.06,1432.15
INV-60246,1,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60246,2,A-20114,2,326.85,653.7,244.69,164.32
INV-60246,3,A-20058,1,353.03,353.03,254.75,98.28
INV-60247,1,A-20070,1,3217.56,3217.56,1739.22,1478.34
INV-60247,2,A-20101,5,3597.42,17987.1,2382.4,6075.1
INV-60247,3,A-20053,2,932.17,1864.34,695.65,473.04
INV-60247,4,A-20076,1,1334.18,1334.18,721.1800000000001,613.0
INV-60248,1,A-20022,1,225.34,225.34,155.41,69.93
INV-60249,1,A-20038,2,2415.34,4830.68,1997.97,834.74
INV-60250,1,A-20031,2,235.78,471.56,128.84,213.88
INV-60250,2,A-20033,1,535.65,535.65,328.62,207.03
INV-60250,3,A-20036,1,4123.91,4123.91,2945.65,1178.26
INV-60251,1,A-20058,5,353.03,1765.15,254.75,491.4
INV-60251,2,A-20065,3,929.19,2787.57,798.0,393.57
INV-60251,3,A-20053,1,671.16,671.16,695.65,-24.49
INV-60251,4,A-20030,1,196.67,196.67,176.98,19.69
INV-60251,5,A-20090,2,1104.48,2208.96,821.3000000000001,566.36
INV-60252,1,A-20110,1,4450.9,4450.9,2979.18,1471.72
INV-60252,2,A-20013,1,207.29,207.29,162.20000000000002,45.09
INV-60252,3,A-20107,3,3339.95,10019.85,2631.9500000000003,2124.0
INV-60253,1,A-20058,1,409.0,409.0,254.75,154.25
INV-60254,1,A-20033,1,482.08,482.08,328.62,153.46
INV-60254,2,A-20043,1,1810.92,1810.92,1336.88,474.04
INV-60254,3,A-20002,1,2311.59,2311.59,1931.15,380.44
INV-60254,4,A-20002,1,2311.59,2311.59,1931.15,380.44
INV-60255,1,A-20020,3,530.02,1590.06,316.62,640.2
INV-60255,2,A-20101,1,3237.68,3237.68,2382.4,855.28
INV-60255,3,A-20092,1,2327.67,2327.67,1915.78,411.89
INV-60255,5,A-20022,3,202.81,608.43,155.41,142.2
INV-60256,1,A-20034,2,148.07,296.14,111.33,73.48
INV-60256,2,A-20053,2,885.56,1771.12,695.65,379.82
INV-60256,3,A-20043,5,2197.16,10985.8,1336.88,4301.4
INV-60256,4,A-20022,1,214.07,214.07,155.41,58.66
INV-60257,1,A-20031,1,188.62,188.62,128.84,59.78
INV-60257,2,A-20031,1,188.62,188.62,128.84,59.78
INV-60257,3,A-20034,1,127.81,127.81,111.33,16.48
INV-60258,1,A-20078,3,1148.04,3444.12,704.75,1329.87
INV-60258,2,A-20107,2,3339.95,6679.9,2631.9500000000003,1416.0
INV-60258,3,A-20076,2,1200.76,2401.52,721.1800000000001,959.16
INV-60259,1,A-20058,1,409.0,409.0,254.75,154.25
INV-60259,2,A-20101,5,3417.55,17087.75,2382.4,5175.75
INV-60259,3,A-20058,1,409.0,409.0,254.75,154.25
INV-60259,5,A-20101,3,3417.55,10252.65,2382.4,3105.45
INV-60260,1,A-20039,1,686.19,686.19,415.87,270.32
INV-60260,2,A-20070,1,3217.56,3217.56,1739.22,1478.34
INV-60260,3,A-20090,1,1346.93,1346.93,821.3000000000001,525.63
INV-60260,4,A-20078,1,1275.6,1275.6,704.75,570.85
INV-60261,1,A-20065,5,1019.84,5099.2,798.0,1109.2
INV-60261,2,A-20114,5,398.6,1993.0,244.69,769.55
INV-60261,3,A-20093,2,3195.28,6390.56,2017.22,2356.12
INV-60261,4,A-20078,1,1148.04,1148.04,704.75,443.29
INV-60261,5,A-20097,3,375.4,1126.2,246.81,385.77
INV-60262,2,A-20063,1,1737.9,1737.9,1372.91,364.99
INV-60262,3,A-20092,2,2327.67,4655.34,1915.78,823.78
INV-60263,1,A-20040,5,314.29,1571.45,210.93,516.8
INV-60264,1,A-20065,3,1019.84,3059.52,798.0,665.52
INV-60264,2,A-20073,5,737.34,3686.7,496.53000000000003,1204.05
INV-60264,3,A-20073,5,737.34,3686.7,496.53000000000003,1204.05
INV-60264,4,A-20043,1,2081.52,2081.52,1336.88,744.64
INV-60265,1,A-20077,2,1083.68,2167.36,869.98,427.4
INV-60265,2,A-20020,2,559.46,1118.92,316.62,485.68
INV-60266,1,A-20114,5,363.17,1815.85,244.69,592.4
INV-60266,2,A-20065,3,929.19,2787.57,798.0,393.57
INV-60266,3,A-20003,1,2753.07,2753.07,2450.66,302.41
INV-60267,1,A-20078,3,1275.6,3826.8,704.75,1712.55
INV-60267,2,A-20087,5,619.49,3097.45,333.06,1432.15
INV-60268,1,A-20092,5,2327.67,11638.35,1915.78,2059.45
INV-60268,2,A-20013,3,207.29,621.87,162.20000000000002,135.27
INV-60268,3,A-20030,1,245.3,245.3,176.98,68.32
INV-60269,1,A-20070,1,2767.1,2767.1,1739.22,1027.88
INV-60269,2,A-20033,5,482.08,2410.4,328.62,767.3
INV-60270,1,A-20013,1,218.8,218.8,162.20000000000002,56.6
INV-60270,2,A-20058,1,409.0,409.0,254.75,154.25
INV-60270,3,A-20022,1,214.07,214.07,155.41,58.66
INV-60270,4,A-20110,2,4698.17,9396.34,2979.18,3437.98
INV-60271,2,A-20013,1,218.8,218.8,162.20000000000002,56.6
INV-60271,3,A-20053,5,885.56,4427.8,695.65,949.55
INV-60271,4,A-20114,1,420.75,420.75,244.69,176.06
INV-60271,5,A-20092,3,2456.99,7370.97,1915.78,1623.63
INV-60272,1,A-20058,5,430.53,2152.65,254.75,878.9
INV-60272,2,A-20053,3,932.17,2796.51,695.65,709.56
INV-60272,3,A-20022,1,225.34,225.34,155.41,69.93
INV-60272,4,A-20030,1,272.55,272.55,176.98,95.57
INV-60273,1,A-20070,1,3056.68,3056.68,1739.22,1317.46
INV-60274,1,A-20097,1,396.25,396.25,246.81,149.44
INV-60274,2,A-20058,1,355.83,355.83,254.75,101.08
INV-60274,3,A-20107,1,3525.5,3525.5,2631.9500000000003,893.55
INV-60274,4,A-20040,1,298.58,298.58,210.93,87.65
INV-60274,5,A-20077,2,1231.46,2462.92,869.98,722.96
INV-60275,1,A-20070,1,2532.86,2532.86,1739.22,793.64
INV-60275,2,A-20082,1,1207.47,1207.47,841.44,366.03
INV-60276,1,A-20076,1,1094.03,1094.03,721.1800000000001,372.85
INV-60276,2,A-20020,1,482.91,482.91,316.62,166.29
INV-60276,3,A-20033,5,382.13,1910.65,328.62,267.55
INV-60276,4,A-20093,1,2911.25,2911.25,2017.22,894.03
INV-60277,1,A-20107,1,3043.06,3043.06,2631.9500000000003,411.11
