payment_id,customer_id,payment_date,method,reference,amount,applied_to_invoice,unapplied,remittance_source
NIC-CR00262,NIC-CUST0019,2025-09-25,ACH,407400,2174.04,INV-60301,0.0,Portal
NIC-CR00263,NIC-CUST0026,2026-03-31,ACH,219916,2462.92,INV-60302,0.0,Portal
NIC-CR00264,NIC-CUST0014,2025-12-21,ACH,581775,5921.3,INV-60303,0.0,Lockbox
NIC-CR00265,NIC-CUST0011,2025-09-21,Check,431276,10461.72,INV-60304,0.0,Portal
NIC-CR00266,NIC-CUST0004,2026-01-12,Card,385088,3583.3,INV-60305,0.0,Portal
NIC-CR00267,NIC-CUST0006,2025-12-14,Wire,322251,758.62,INV-60306,0.0,Portal
NIC-CR00268,NIC-CUST0018,2025-10-15,Card,667782,3009.6,INV-60307,0.0,Bank feed
NIC-CR00269,NIC-CUST0008,2025-07-10,Check,929828,9922.35,INV-60309,0.0,Lockbox
NIC-CR00270,NIC-CUST0009,2025-12-15,ACH,104124,2787.57,INV-60310,0.0,Portal
NIC-CR00271,NIC-CUST0033,2025-06-16,Check,596666,2258.93,INV-60311,0.0,Bank feed
NIC-CR00272,NIC-CUST0035,2025-07-27,ACH,392180,9015.87,INV-60312,0.0,Lockbox
NIC-CR00273,NIC-CUST0020,2025-07-10,ACH,741793,10635.26,INV-60313,0.0,Bank feed
NIC-CR00274,NIC-CUST0037,2025-11-07,Check,517953,27015.55,INV-60316,0.0,Bank feed
NIC-CR00275,NIC-CUST0003,2025-10-25,Check,903100,22957.13,INV-60317,0.0,Portal
NIC-CR00276,NIC-CUST0024,2025-07-09,Wire,644372,16214.62,INV-60318,0.0,Email remittance
NIC-CR00277,NIC-CUST0008,2025-07-24,Check,185298,5532.05,INV-60319,0.0,Portal
NIC-CR00278,NIC-CUST0035,2025-12-27,Wire,831906,508.87,INV-60320,0.0,Email remittance
NIC-CR00279,NIC-CUST0006,2026-01-27,ACH,360338,6886.29,INV-60321,0.0,Lockbox
NIC-CR00280,NIC-CUST0035,2026-02-13,Wire,878009,24615.46,INV-60322,0.0,Portal
NIC-CR00281,NIC-CUST0031,2025-12-07,Check,880024,238.54,INV-60324,0.0,Email remittance
NIC-CR00282,NIC-CUST0017,2025-11-29,ACH,822217,4034.65,INV-60327,0.0,Bank feed
NIC-CR00283,NIC-CUST0026,2025-08-02,ACH,985766,4386.81,INV-60329,0.0,Lockbox
NIC-CR00284,NIC-CUST0012,2025-12-05,Card,243770,35907.38,INV-60330,0.0,Portal
NIC-CR00285,NIC-CUST0035,2025-06-02,Check,948714,2613.55,INV-60331,0.0,Bank feed
NIC-CR00286,NIC-CUST0010,2025-10-14,Check,602587,5641.8,INV-60332,0.0,Lockbox
NIC-CR00287,NIC-CUST0029,2025-11-15,ACH,467925,10036.19,INV-60334,0.0,Lockbox
NIC-CR00288,NIC-CUST0040,2025-05-16,Check,497335,9524.52,INV-60335,0.0,Bank feed
NIC-CR00289,NIC-CUST0019,2025-06-18,ACH,106823,20061.21,INV-60337,0.0,Portal
NIC-CR00290,NIC-CUST0017,2025-06-22,ACH,129616,41761.48,INV-60338,0.0,Bank feed
NIC-CR00291,NIC-CUST0015,2026-01-19,Check,823031,10341.37,INV-60339,0.0,Portal
NIC-CR00292,NIC-CUST0011,2025-12-30,Card,178810,3381.61,INV-60340,0.0,Lockbox
NIC-CR00293,NIC-CUST0021,2025-10-24,ACH,707585,167.16,INV-60341,0.0,Email remittance
NIC-CR00294,NIC-CUST0020,2025-06-27,ACH,794038,5963.66,INV-60342,0.0,Email remittance
NIC-CR00295,NIC-CUST0022,2026-03-15,ACH,531852,5762.06,INV-60343,0.0,Email remittance
NIC-CR00296,NIC-CUST0005,2025-08-17,ACH,487333,5672.47,INV-60344,0.0,Lockbox
NIC-CR00297,NIC-CUST0011,2025-08-30,ACH,216988,12310.91,INV-60346,0.0,Lockbox
NIC-CR00298,NIC-CUST0020,2025-12-17,ACH,788978,13290.1,INV-60347,0.0,Email remittance
NIC-CR00299,NIC-CUST0025,2025-07-30,Wire,701004,9263.47,INV-60349,0.0,Portal
NIC-CR00300,NIC-CUST0035,2026-01-13,ACH,160417,12735.64,INV-60350,0.0,Portal
NIC-CR00301,NIC-CUST0019,2026-02-23,ACH,859741,7710.51,INV-60351,0.0,Portal
NIC-CR00302,NIC-CUST0040,2025-08-03,Card,683364,15045.11,INV-60352,0.0,Portal
NIC-CR00303,NIC-CUST0029,2025-09-03,Card,198845,8031.96,INV-60353,0.0,Portal
NIC-CR00304,NIC-CUST0023,2025-12-17,Wire,508466,2586.3,INV-60354,0.0,Lockbox
NIC-CR00305,NIC-CUST0033,2025-09-25,Wire,397170,5042.55,INV-60356,0.0,Lockbox
NIC-CR00306,NIC-CUST0006,2026-03-07,ACH,277122,10918.25,INV-60357,0.0,Email remittance
NIC-CR00307,NIC-CUST0005,2026-03-08,Card,405039,8330.87,INV-60358,0.0,Lockbox
NIC-CR00308,NIC-CUST0021,2025-06-08,ACH,347500,520.58,INV-60360,0.0,Bank feed
NIC-CR00309,NIC-CUST0040,2026-01-02,ACH,292295,1445.55,INV-60361,0.0,Email remittance
NIC-CR00310,NIC-CUST0036,2026-02-06,ACH,951292,18511.39,INV-60363,0.0,Email remittance
NIC-CR00311,NIC-CUST0022,2026-01-26,Card,238928,17680.61,INV-60364,0.0,Lockbox
NIC-CR00312,NIC-CUST0017,2025-08-27,Check,635627,25877.01,INV-60365,0.0,Bank feed
NIC-CR00313,NIC-CUST0008,2025-12-15,Check,291345,15149.82,INV-60367,0.0,Bank feed
NIC-CR00314,NIC-CUST0005,2025-11-24,ACH,740856,1627.73,INV-60368,0.0,Bank feed
NIC-CR00315,NIC-CUST0035,2025-10-26,Card,531496,6072.78,INV-60370,0.0,Email remittance
NIC-CR00316,NIC-CUST0038,2025-09-02,ACH,193664,33118.45,INV-60371,0.0,Email remittance
NIC-CR00317,NIC-CUST0035,2026-02-26,Card,123510,15907.63,INV-60372,0.0,Portal
NIC-CR00318,NIC-CUST0003,2026-01-13,Card,172540,20231.34,INV-60374,0.0,Email remittance
NIC-CR00319,NIC-CUST0011,2025-11-25,Check,766845,23817.57,INV-60375,0.0,Email remittance
NIC-CR00320,NIC-CUST0008,2025-07-04,Check,211695,1187.69,INV-60376,0.0,Email remittance
NIC-CR00321,NIC-CUST0017,2025-11-14,ACH,613341,2851.22,INV-60377,0.0,Bank feed
NIC-CR00322,NIC-CUST0035,2025-12-16,ACH,874876,2463.43,INV-60378,0.0,Portal
NIC-CR00323,NIC-CUST0033,2025-12-07,Check,206628,18769.32,INV-60380,0.0,Lockbox
NIC-CR00324,NIC-CUST0018,2025-06-27,Card,598698,25213.49,INV-60381,0.0,Lockbox
NIC-CR00325,NIC-CUST0003,2025-12-23,Check,129700,20529.81,INV-60382,0.0,Portal
NIC-CR00326,NIC-CUST0022,2026-02-25,Wire,626623,2013.09,INV-60383,0.0,Email remittance
NIC-CR00327,NIC-CUST0009,2026-01-29,ACH,882376,40705.11,INV-60384,0.0,Email remittance
NIC-CR00328,NIC-CUST0036,2025-12-15,ACH,779545,6206.61,INV-60388,0.0,Email remittance
NIC-CR00329,NIC-CUST0026,2025-08-04,ACH,906762,3510.36,INV-60389,0.0,Portal
NIC-CR00330,NIC-CUST0031,2025-08-15,Check,396399,10918.33,INV-60390,0.0,Portal
NIC-CR00331,NIC-CUST0017,2025-10-30,ACH,371360,3122.18,INV-60391,0.0,Email remittance
