date,description,debit,credit,balance
2026-01-09,ACH DEPOSIT 405896,,4280.24,3217412.55
2026-01-09,ACH DEPOSIT 466735,,2456.99,3219869.54
2026-01-09,ACH 18553 APEX FASTENER CORP,3564.62,,2029457.6
2026-01-11,Check DEPOSIT 140783,,8336.2,3228205.74
2026-01-12,Card DEPOSIT 989085,,5058.61,3233264.35
2026-01-12,Card DEPOSIT 916219,,10231.29,3243495.64
2026-01-12,Card DEPOSIT 385088,,3583.3,3247078.94
2026-01-13,Check DEPOSIT 391366,,13584.41,3260663.35
2026-01-13,Card DEPOSIT 720114,,19626.02,3280289.37
2026-01-13,ACH DEPOSIT 990442,,13508.48,3293797.85
2026-01-13,ACH DEPOSIT 160417,,12735.64,3306533.49
2026-01-13,Card DEPOSIT 172540,,20231.34,3326764.83
2026-01-13,ACH EFT MSC INDUSTRIAL SUPPLY,229.68,,2029227.92
2026-01-13,ACH EFT MOTION INDUSTRIES,6899.65,,2022328.27
2026-01-14,ACH 18837 GARLOCK SEALING TECHNO,15326.06,,2007002.21
2026-01-15,Wire DEPOSIT 130309,,9407.37,3336172.2
2026-01-18,Check DEPOSIT 571348,,5099.2,3341271.4
2026-01-19,ACH DEPOSIT 291610,,11879.38,3353150.78
2026-01-19,Check DEPOSIT 823031,,10341.37,3363492.15
2026-01-20,Wire DEPOSIT 513599,,3104.91,3366597.06
2026-01-20,ACH EFT REGAL REXNORD,2481.0,,2004521.21
2026-01-21,ACH DEPOSIT 267806,,300.88,3366897.94
2026-01-21,Check DEPOSIT 602503,,8623.18,3375521.12
2026-01-22,Check EFT ULINE,39.14,,2004482.07
2026-01-23,Wire DEPOSIT 670923,,6146.87,3381667.99
2026-01-23,Check DEPOSIT 990892,,5229.95,3386897.94
2026-01-23,Card EFT PARKER HANNIFIN,4327.68,,2000154.39
2026-01-24,Card EFT ULINE,207.13,,1999947.26
2026-01-25,Wire DEPOSIT 307232,,6971.62,3393869.56
2026-01-25,Check EFT BRIGHTON-BEST INTERNAT,2994.46,,1996952.8
2026-01-26,Check DEPOSIT 479576,,4275.88,3398145.44
2026-01-26,Card DEPOSIT 238928,,17680.61,3415826.05
2026-01-26,ACH EFT HAAS AUTOMATION,1270.12,,1995682.68
2026-01-27,ACH DEPOSIT 582905,,12754.92,3428580.97
2026-01-27,ACH DEPOSIT 360338,,6886.29,3435467.26
2026-01-27,"ACH EFT W.W. GRAINGER, INC.",4176.08,,1991506.6
2026-01-29,ACH DEPOSIT 326260,,7003.84,3442471.1
2026-01-29,Card DEPOSIT 873773,,26172.41,3468643.51
2026-01-29,ACH DEPOSIT 882376,,40705.11,3509348.62
2026-01-30,Card DEPOSIT 153558,,8090.76,3517439.38
2026-01-31,Check 26885 MSC INDUSTRIAL SUPPLY,6225.61,,1985280.99
2026-01-31,ADP PAYROLL,447578.47,,-2678166.46
2026-02-01,Wire DEPOSIT 446294,,7629.51,3525068.89
2026-02-01,ACH EFT ULINE,7945.25,,1977335.74
2026-02-02,Card DEPOSIT 877730,,8910.7,3533979.59
2026-02-02,ACH EFT CINTAS CORPORATION,5496.0,,1971839.74
2026-02-03,ACH DEPOSIT 645541,,7176.66,3541156.25
2026-02-03,ACH 16497 BRIGHTON-BEST INTERNAT,12248.5,,1959591.24
2026-02-04,Card DEPOSIT 328916,,9057.3,3550213.55
2026-02-05,Check DEPOSIT 427328,,3593.01,3553806.56
2026-02-06,ACH DEPOSIT 951292,,18511.39,3572317.95
2026-02-07,ACH 23445 HAAS AUTOMATION,1163.81,,1958427.43
2026-02-08,Card DEPOSIT 583894,,13936.17,3586254.12
2026-02-09,Wire DEPOSIT 924639,,18744.95,3604999.07
2026-02-09,ACH DEPOSIT 497964,,10784.7,3615783.77
2026-02-09,Card EFT GARLOCK SEALING TECHNO,34296.01,,1924131.42
2026-02-09,Card EFT FASTENAL,806.22,,1923325.2
2026-02-11,Card DEPOSIT 900814,,4086.75,3619870.52
2026-02-11,ACH DEPOSIT 153978,,22937.56,3642808.08
2026-02-11,ACH DEPOSIT 972308,,3087.85,3645895.93
2026-02-11,ACH 21863 GARLOCK SEALING TECHNO,7080.37,,1916244.83
2026-02-13,Wire DEPOSIT 878009,,24615.46,3670511.39
2026-02-13,ACH EFT SANDVIK COROMANT,7573.31,,1908671.52
2026-02-14,Check DEPOSIT 573416,,18364.39,3688875.78
2026-02-14,Wire DEPOSIT 203666,,17156.81,3706032.59
2026-02-16,Card DEPOSIT 517408,,4736.33,3710768.92
2026-02-18,Check EFT BALDOR-RELIANCE (ABB),3263.0,,1905408.52
2026-02-19,Wire DEPOSIT 851957,,16214.04,3726982.96
2026-02-19,ACH 11043 HAAS AUTOMATION,1076.92,,1904331.6
2026-02-20,Check DEPOSIT 762307,,16258.7,3743241.66
2026-02-21,ACH DEPOSIT 147979,,13194.13,3756435.79
2026-02-21,ACH EFT CINTAS CORPORATION,3309.6,,1901022.0
2026-02-22,Card EFT BRIGHTON-BEST INTERNAT,2994.46,,1898027.54
2026-02-23,ACH DEPOSIT 429904,,4830.68,3761266.47
2026-02-23,Wire DEPOSIT 508866,,14394.39,3775660.86
2026-02-23,ACH DEPOSIT 859741,,7710.51,3783371.37
2026-02-23,"Card EFT W.W. GRAINGER, INC.",9090.0,,1888937.54
2026-02-25,Wire DEPOSIT 626623,,2013.09,3785384.46
2026-02-26,Card DEPOSIT 123510,,15907.63,3801292.09
2026-02-26,ACH EFT SANDVIK COROMANT,3323.3,,1885614.24
2026-02-27,ACH DEPOSIT 936371,,12645.98,3813938.07
2026-02-27,Wire DEPOSIT 375400,,5929.63,3819867.7
2026-02-27,ACH DEPOSIT 936075,,7356.49,3827224.19
2026-02-27,ACH EFT REGAL REXNORD,1352.04,,1884262.2
2026-02-28,ADP PAYROLL,442927.58,,-3121094.04
2026-03-02,ACH DEPOSIT 771040,,14524.02,3841748.21
2026-03-03,Card 16206 ULINE,15.62,,1884246.58
2026-03-03,Card EFT RYERSON,510.0,,1883736.58
2026-03-04,Check DEPOSIT 179661,,11396.68,3853144.89
2026-03-05,Check DEPOSIT 520200,,4822.58,3857967.47
2026-03-05,ACH DEPOSIT 182402,,8972.7,3866940.17
2026-03-05,Card DEPOSIT 286916,,439.85,3867380.02
2026-03-05,ACH DEPOSIT 138717,,2905.72,3870285.74
2026-03-06,Card DEPOSIT 700765,,10952.94,3881238.68
2026-03-07,ACH DEPOSIT 277122,,10918.25,3892156.93
2026-03-07,Card EFT BALDOR-RELIANCE (ABB),155.65,,1883580.93
2026-03-08,Card DEPOSIT 405039,,8330.87,3900487.8
2026-03-09,Check DEPOSIT 417743,,1288.6,3901776.4
2026-03-09,ACH EFT MSC INDUSTRIAL SUPPLY,770.82,,1882810.11
2026-03-09,ACH EFT APPLIED INDUSTRIAL TEC,1543.64,,1881266.47
2026-03-09,ACH EFT SANDVIK COROMANT,25.08,,1881241.39
2026-03-09,"Card EFT W.W. GRAINGER, INC.",18777.51,,1862463.88
2026-03-10,Card EFT SANDVIK COROMANT,20199.14,,1842264.74
2026-03-11,ACH DEPOSIT 897127,,7678.48,3909454.88
2026-03-11,Card EFT FASTENAL,6085.58,,1836179.16
2026-03-11,Check EFT APPLIED INDUSTRIAL TEC,556.7,,1835622.46
2026-03-12,Card DEPOSIT 989380,,21754.97,3931209.85
2026-03-12,Card 27623 HAAS AUTOMATION,20160.99,,1815461.47
2026-03-12,ACH EFT RYERSON,362.0,,1815099.47
2026-03-13,Check EFT MOTION INDUSTRIES,18447.12,,1796652.35
2026-03-15,Card DEPOSIT 124681,,12529.08,3943738.93
2026-03-15,ACH DEPOSIT 531852,,5762.06,3949500.99
2026-03-17,Card 26423 SANDVIK COROMANT,25.08,,1796627.27
2026-03-18,ACH EFT BALDOR-RELIANCE (ABB),5251.66,,1791375.61
2026-03-21,ACH EFT CINTAS CORPORATION,519.75,,1790855.86
2026-03-22,Check DEPOSIT 481367,,2784.61,3952285.6
2026-03-23,ACH DEPOSIT 496002,,9388.93,3961674.53
2026-03-23,ACH DEPOSIT 135732,,3342.4,3965016.93
2026-03-24,ACH DEPOSIT 187068,,2594.03,3967610.96
2026-03-24,ACH DEPOSIT 693096,,7897.75,3975508.71
2026-03-24,Card DEPOSIT 918600,,5734.21,3981242.92
2026-03-24,ACH EFT BALDOR-RELIANCE (ABB),2016.44,,1788839.42
2026-03-25,ACH DEPOSIT 925014,,3524.89,3984767.81
2026-03-26,ACH DEPOSIT 532047,,38673.26,4023441.07
2026-03-26,Wire DEPOSIT 443281,,13656.67,4037097.74
2026-03-27,Check DEPOSIT 680124,,1479.56,4038577.3
2026-03-27,ACH EFT PARKER HANNIFIN,6861.84,,1781977.58
2026-03-28,Card DEPOSIT 894655,,2949.59,4041526.89
2026-03-29,ACH 29783 REGAL REXNORD,1719.48,,1780258.1
2026-03-30,Card DEPOSIT 669363,,5594.84,4047121.73
2026-03-31,ACH DEPOSIT 950303,,792.5,4047914.23
2026-03-31,Card DEPOSIT 744215,,11071.63,4058985.86
2026-03-31,Check DEPOSIT 841716,,14155.07,4073140.93
2026-03-31,ACH DEPOSIT 244818,,1296.27,4074437.2
2026-03-31,ACH DEPOSIT 219916,,2462.92,4076900.12
2026-03-31,Check EFT PARKER HANNIFIN,2272.68,,1777985.42
2026-03-31,ADP PAYROLL,443311.06,,-3564405.1
