journal_id,posting_date,period,account_number,account_name,debit,credit,memo,source_module,reference
JE-000607,2025-06-28,2025-06,1100,Accounts Receivable,7809.12,0,Invoice INV-60130,AR,INV-60130
JE-000608,2025-06-28,2025-06,4000,Product Sales - Manufactured,0,7809.12,Invoice INV-60130,AR,INV-60130
JE-000609,2025-06-28,2025-06,5000,COGS - Materials,6816.95,0,COGS,AR,INV-60130
JE-000610,2025-06-28,2025-06,1220,Inventory - Finished Goods,0,6816.95,Inventory relief,AR,INV-60130
JE-001456,2025-06-28,2025-06,1100,Accounts Receivable,9015.87,0,Invoice INV-60312,AR,INV-60312
JE-001457,2025-06-28,2025-06,4000,Product Sales - Manufactured,0,9015.87,Invoice INV-60312,AR,INV-60312
JE-001458,2025-06-28,2025-06,5000,COGS - Materials,5798.75,0,COGS,AR,INV-60312
JE-001459,2025-06-28,2025-06,1220,Inventory - Finished Goods,0,5798.75,Inventory relief,AR,INV-60312
JE-002159,2025-06-28,2025-06,1000,Operating Cash,9524.69,0,Customer payment,AR,NIC-CR00162
JE-002160,2025-06-28,2025-06,1100,Accounts Receivable,0,9524.69,Customer payment,AR,NIC-CR00162
JE-002616,2025-06-28,2025-06,2050,GR/IR Clearing (Received Not Invoiced),3233.45,0,Supplier inv INV461497,AP,INV461497
JE-002617,2025-06-28,2025-06,2000,Accounts Payable,0,3233.45,Supplier inv INV461497,AP,INV461497
JE-003158,2025-06-28,2025-06,1200,Inventory - Raw Materials,3228.5,0,PO receipt PO-31052,INV,RCV-40052
JE-003159,2025-06-28,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,3228.5,PO receipt PO-31052,INV,RCV-40052
JE-003236,2025-06-28,2025-06,1200,Inventory - Raw Materials,7547.63,0,PO receipt PO-31096,INV,RCV-40091
JE-003237,2025-06-28,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,7547.63,PO receipt PO-31096,INV,RCV-40091
JE-003382,2025-06-28,2025-06,1200,Inventory - Raw Materials,2639.8,0,PO receipt PO-31173,INV,RCV-40164
JE-003383,2025-06-28,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,2639.8,PO receipt PO-31173,INV,RCV-40164
JE-002609,2025-06-30,2025-06,2050,GR/IR Clearing (Received Not Invoiced),31974.47,0,Supplier inv 4063167,AP,4063167
JE-002610,2025-06-30,2025-06,2000,Accounts Payable,0,31974.47,Supplier inv 4063167,AP,4063167
JE-003554,2025-06-30,2025-06,6700,Office & Supplies,1541.24,0,Iron Mountain Inc.,AP,NIC-AP00003
JE-003555,2025-06-30,2025-06,2000,Accounts Payable,0,1541.24,Iron Mountain Inc.,AP,NIC-AP00003
JE-003594,2025-06-30,2025-06,6700,Office & Supplies,1189.1,0,Cintas Corporation,AP,NIC-AP00023
JE-003595,2025-06-30,2025-06,2000,Accounts Payable,0,1189.1,Cintas Corporation,AP,NIC-AP00023
JE-003632,2025-06-30,2025-06,5300,Freight In,65.34,0,UPS,AP,NIC-AP00042
JE-003633,2025-06-30,2025-06,2000,Accounts Payable,0,65.34,UPS,AP,NIC-AP00042
JE-003652,2025-06-30,2025-06,5300,Freight In,52.15,0,FedEx,AP,NIC-AP00052
JE-003653,2025-06-30,2025-06,2000,Accounts Payable,0,52.15,FedEx,AP,NIC-AP00052
JE-003666,2025-06-30,2025-06,6700,Office & Supplies,1963.63,0,Sunbelt Rentals,AP,NIC-AP00059
JE-003667,2025-06-30,2025-06,2000,Accounts Payable,0,1963.63,Sunbelt Rentals,AP,NIC-AP00059
JE-003686,2025-06-30,2025-06,6300,Rent,38500,0,Rockford Industrial Park LLC,AP,NIC-AP00069
JE-003687,2025-06-30,2025-06,2000,Accounts Payable,0,38500,Rockford Industrial Park LLC,AP,NIC-AP00069
JE-003710,2025-06-30,2025-06,6400,Software Subscriptions,15750.0,0,Epicor Kinetic,AP,SW-EPICOR
JE-003711,2025-06-30,2025-06,2000,Accounts Payable,0,15750.0,Epicor Kinetic,AP,SW-EPICOR
JE-003734,2025-06-30,2025-06,6400,Software Subscriptions,1079.17,0,SolidWorks Standard,AP,SW-SOLIDW
JE-003735,2025-06-30,2025-06,2000,Accounts Payable,0,1079.17,SolidWorks Standard,AP,SW-SOLIDW
JE-003758,2025-06-30,2025-06,6400,Software Subscriptions,1000.0,0,MasterControl,AP,SW-MASTER
JE-003759,2025-06-30,2025-06,2000,Accounts Payable,0,1000.0,MasterControl,AP,SW-MASTER
JE-003782,2025-06-30,2025-06,6400,Software Subscriptions,1775.0,0,Microsoft 365 Business Standard,AP,SW-MICROS
JE-003783,2025-06-30,2025-06,2000,Accounts Payable,0,1775.0,Microsoft 365 Business Standard,AP,SW-MICROS
JE-003806,2025-06-30,2025-06,6400,Software Subscriptions,4920.0,0,ADP Workforce Now,AP,SW-ADPWO
JE-003807,2025-06-30,2025-06,2000,Accounts Payable,0,4920.0,ADP Workforce Now,AP,SW-ADPWO
JE-003830,2025-06-30,2025-06,6400,Software Subscriptions,900.0,0,Salesforce Sales Cloud,AP,SW-SALESF
JE-003831,2025-06-30,2025-06,2000,Accounts Payable,0,900.0,Salesforce Sales Cloud,AP,SW-SALESF
JE-003854,2025-06-30,2025-06,6400,Software Subscriptions,700.0,0,Bill.com,AP,SW-BILL.C
JE-003855,2025-06-30,2025-06,2000,Accounts Payable,0,700.0,Bill.com,AP,SW-BILL.C
JE-003878,2025-06-30,2025-06,6400,Software Subscriptions,3150.0,0,Box Business,AP,SW-BOXBU
JE-003879,2025-06-30,2025-06,2000,Accounts Payable,0,3150.0,Box Business,AP,SW-BOXBU
JE-003902,2025-06-30,2025-06,6400,Software Subscriptions,1440.0,0,Zoom Workplace,AP,SW-ZOOMW
JE-003903,2025-06-30,2025-06,2000,Accounts Payable,0,1440.0,Zoom Workplace,AP,SW-ZOOMW
JE-003926,2025-06-30,2025-06,6400,Software Subscriptions,1020.0,0,RingCentral MVP,AP,SW-RINGCE
JE-003927,2025-06-30,2025-06,2000,Accounts Payable,0,1020.0,RingCentral MVP,AP,SW-RINGCE
JE-003950,2025-06-30,2025-06,6400,Software Subscriptions,355.0,0,KnowBe4,AP,SW-KNOWBE
JE-003951,2025-06-30,2025-06,2000,Accounts Payable,0,355.0,KnowBe4,AP,SW-KNOWBE
JE-003974,2025-06-30,2025-06,6000,Salaries & Wages,653946.15,0,Monthly payroll,PR,PR-202506
JE-003975,2025-06-30,2025-06,2300,Payroll Liabilities,0,653946.15,Monthly payroll,PR,PR-202506
JE-000197,2025-07-01,2025-07,1100,Accounts Receivable,22524.57,0,Invoice INV-60043,AR,INV-60043
JE-000198,2025-07-01,2025-07,4000,Product Sales - Manufactured,0,22524.57,Invoice INV-60043,AR,INV-60043
JE-000199,2025-07-01,2025-07,5000,COGS - Materials,16860.98,0,COGS,AR,INV-60043
JE-000200,2025-07-01,2025-07,1220,Inventory - Finished Goods,0,16860.98,Inventory relief,AR,INV-60043
JE-002975,2025-07-01,2025-07,2050,GR/IR Clearing (Received Not Invoiced),2400.0,0,Supplier inv SI2169966,AP,SI2169966
JE-002976,2025-07-01,2025-07,2000,Accounts Payable,0,2400.0,Supplier inv SI2169966,AP,SI2169966
JE-000147,2025-07-02,2025-07,1100,Accounts Receivable,25388.45,0,Invoice INV-60032,AR,INV-60032
JE-000148,2025-07-02,2025-07,4000,Product Sales - Manufactured,0,25388.45,Invoice INV-60032,AR,INV-60032
JE-000149,2025-07-02,2025-07,5000,COGS - Materials,19925.79,0,COGS,AR,INV-60032
JE-000150,2025-07-02,2025-07,1220,Inventory - Finished Goods,0,19925.79,Inventory relief,AR,INV-60032
JE-001828,2025-07-02,2025-07,1100,Accounts Receivable,10918.33,0,Invoice INV-60390,AR,INV-60390
JE-001829,2025-07-02,2025-07,4000,Product Sales - Manufactured,0,10676.76,Invoice INV-60390,AR,INV-60390
JE-001830,2025-07-02,2025-07,4100,Freight Revenue,0,241.57,Freight billed,AR,INV-60390
JE-001831,2025-07-02,2025-07,5000,COGS - Materials,7778.39,0,COGS,AR,INV-60390
JE-001832,2025-07-02,2025-07,1220,Inventory - Finished Goods,0,7778.39,Inventory relief,AR,INV-60390
JE-002575,2025-07-02,2025-07,2050,GR/IR Clearing (Received Not Invoiced),17521.88,0,Supplier inv 92321886,AP,92321886
JE-002576,2025-07-02,2025-07,2000,Accounts Payable,0,17521.88,Supplier inv 92321886,AP,92321886
JE-003112,2025-07-02,2025-07,1200,Inventory - Raw Materials,2273.05,0,PO receipt PO-31029,INV,RCV-40029
JE-003113,2025-07-02,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,2273.05,PO receipt PO-31029,INV,RCV-40029
JE-003138,2025-07-02,2025-07,1200,Inventory - Raw Materials,9480.2,0,PO receipt PO-31042,INV,RCV-40042
JE-003139,2025-07-02,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,9480.2,PO receipt PO-31042,INV,RCV-40042
JE-000428,2025-07-03,2025-07,1100,Accounts Receivable,13975.69,0,Invoice INV-60093,AR,INV-60093
JE-000429,2025-07-03,2025-07,4000,Product Sales - Manufactured,0,13741.82,Invoice INV-60093,AR,INV-60093
JE-000430,2025-07-03,2025-07,4100,Freight Revenue,0,233.87,Freight billed,AR,INV-60093
JE-000431,2025-07-03,2025-07,5000,COGS - Materials,11693.15,0,COGS,AR,INV-60093
JE-000432,2025-07-03,2025-07,1220,Inventory - Finished Goods,0,11693.15,Inventory relief,AR,INV-60093
JE-002309,2025-07-03,2025-07,1000,Operating Cash,10421.7,0,Customer payment,AR,NIC-CR00237
JE-002310,2025-07-03,2025-07,1100,Accounts Receivable,0,10421.7,Customer payment,AR,NIC-CR00237
JE-003424,2025-07-03,2025-07,1200,Inventory - Raw Materials,4989.35,0,PO receipt PO-31194,INV,RCV-40185
JE-003425,2025-07-03,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,4989.35,PO receipt PO-31194,INV,RCV-40185
JE-000005,2025-07-04,2025-07,1100,Accounts Receivable,4958.36,0,Invoice INV-60002,AR,INV-60002
JE-000006,2025-07-04,2025-07,4000,Product Sales - Manufactured,0,4623.18,Invoice INV-60002,AR,INV-60002
JE-000007,2025-07-04,2025-07,2100,Accrued Expenses,0,335.18,Sales tax payable,AR,INV-60002
JE-000008,2025-07-04,2025-07,5000,COGS - Materials,3862.3,0,COGS,AR,INV-60002
JE-000009,2025-07-04,2025-07,1220,Inventory - Finished Goods,0,3862.3,Inventory relief,AR,INV-60002
JE-000380,2025-07-04,2025-07,1100,Accounts Receivable,29850.45,0,Invoice INV-60083,AR,INV-60083
JE-000381,2025-07-04,2025-07,4000,Product Sales - Manufactured,0,27832.59,Invoice INV-60083,AR,INV-60083
JE-000382,2025-07-04,2025-07,2100,Accrued Expenses,0,2017.86,Sales tax payable,AR,INV-60083
JE-000383,2025-07-04,2025-07,5000,COGS - Materials,21860.26,0,COGS,AR,INV-60083
JE-000384,2025-07-04,2025-07,1220,Inventory - Finished Goods,0,21860.26,Inventory relief,AR,INV-60083
JE-000727,2025-07-04,2025-07,1100,Accounts Receivable,7315.09,0,Invoice INV-60156,AR,INV-60156
JE-000728,2025-07-04,2025-07,4000,Product Sales - Manufactured,0,7315.09,Invoice INV-60156,AR,INV-60156
JE-000729,2025-07-04,2025-07,5000,COGS - Materials,5207.73,0,COGS,AR,INV-60156
JE-000730,2025-07-04,2025-07,1220,Inventory - Finished Goods,0,5207.73,Inventory relief,AR,INV-60156
JE-000974,2025-07-04,2025-07,1100,Accounts Receivable,28430.01,0,Invoice INV-60210,AR,INV-60210
JE-000975,2025-07-04,2025-07,4000,Product Sales - Manufactured,0,27941.18,Invoice INV-60210,AR,INV-60210
JE-000976,2025-07-04,2025-07,4100,Freight Revenue,0,488.83,Freight billed,AR,INV-60210
JE-000977,2025-07-04,2025-07,5000,COGS - Materials,22695.09,0,COGS,AR,INV-60210
JE-000978,2025-07-04,2025-07,1220,Inventory - Finished Goods,0,22695.09,Inventory relief,AR,INV-60210
JE-001903,2025-07-04,2025-07,1000,Operating Cash,623.49,0,Customer payment,AR,NIC-CR00034
JE-001904,2025-07-04,2025-07,1100,Accounts Receivable,0,623.49,Customer payment,AR,NIC-CR00034
JE-002475,2025-07-04,2025-07,1000,Operating Cash,1187.69,0,Customer payment,AR,NIC-CR00320
JE-002476,2025-07-04,2025-07,1100,Accounts Receivable,0,1187.69,Customer payment,AR,NIC-CR00320
JE-002708,2025-07-04,2025-07,2050,GR/IR Clearing (Received Not Invoiced),7547.63,0,Supplier inv SI2316064,AP,SI2316064
JE-002709,2025-07-04,2025-07,2000,Accounts Payable,0,7547.63,Supplier inv SI2316064,AP,SI2316064
JE-001050,2025-07-05,2025-07,1100,Accounts Receivable,2187.56,0,Invoice INV-60226,AR,INV-60226
JE-001051,2025-07-05,2025-07,4000,Product Sales - Manufactured,0,2039.68,Invoice INV-60226,AR,INV-60226
JE-001052,2025-07-05,2025-07,2100,Accrued Expenses,0,147.88,Sales tax payable,AR,INV-60226
JE-001053,2025-07-05,2025-07,5000,COGS - Materials,1596.0,0,COGS,AR,INV-60226
JE-001054,2025-07-05,2025-07,1220,Inventory - Finished Goods,0,1596.0,Inventory relief,AR,INV-60226
JE-001608,2025-07-05,2025-07,1100,Accounts Receivable,5672.47,0,Invoice INV-60344,AR,INV-60344
JE-001609,2025-07-05,2025-07,4000,Product Sales - Manufactured,0,5289.02,Invoice INV-60344,AR,INV-60344
JE-001610,2025-07-05,2025-07,2100,Accrued Expenses,0,383.45,Sales tax payable,AR,INV-60344
JE-001611,2025-07-05,2025-07,5000,COGS - Materials,4117.05,0,COGS,AR,INV-60344
JE-001612,2025-07-05,2025-07,1220,Inventory - Finished Goods,0,4117.05,Inventory relief,AR,INV-60344
JE-002868,2025-07-05,2025-07,2050,GR/IR Clearing (Received Not Invoiced),2639.8,0,Supplier inv SI9163921,AP,SI9163921
JE-002869,2025-07-05,2025-07,5300,Freight In,47.2,0,Freight in,AP,SI9163921
JE-002870,2025-07-05,2025-07,2000,Accounts Payable,0,2687.0,Supplier inv SI9163921,AP,SI9163921
JE-002594,2025-07-06,2025-07,2050,GR/IR Clearing (Received Not Invoiced),9640.2,0,Supplier inv SI7461425,AP,SI7461425
JE-002595,2025-07-06,2025-07,2000,Accounts Payable,0,9640.2,Supplier inv SI7461425,AP,SI7461425
JE-001272,2025-07-07,2025-07,1100,Accounts Receivable,6257.85,0,Invoice INV-60272,AR,INV-60272
JE-001273,2025-07-07,2025-07,4000,Product Sales - Manufactured,0,5447.05,Invoice INV-60272,AR,INV-60272
JE-001274,2025-07-07,2025-07,4100,Freight Revenue,0,415.89,Freight billed,AR,INV-60272
JE-001275,2025-07-07,2025-07,2100,Accrued Expenses,0,394.91,Sales tax payable,AR,INV-60272
JE-001276,2025-07-07,2025-07,5000,COGS - Materials,3693.09,0,COGS,AR,INV-60272
JE-001277,2025-07-07,2025-07,1220,Inventory - Finished Goods,0,3693.09,Inventory relief,AR,INV-60272
JE-001897,2025-07-07,2025-07,1000,Operating Cash,3826.97,0,Customer payment,AR,NIC-CR00031
JE-001898,2025-07-07,2025-07,1100,Accounts Receivable,0,3826.97,Customer payment,AR,NIC-CR00031
JE-002918,2025-07-07,2025-07,2050,GR/IR Clearing (Received Not Invoiced),4989.35,0,Supplier inv 2572925,AP,2572925
JE-002919,2025-07-07,2025-07,5300,Freight In,29.2,0,Freight in,AP,2572925
JE-002920,2025-07-07,2025-07,2000,Accounts Payable,0,5018.55,Supplier inv 2572925,AP,2572925
JE-003192,2025-07-07,2025-07,1200,Inventory - Raw Materials,9419.2,0,PO receipt PO-31071,INV,RCV-40069
JE-003193,2025-07-07,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,9419.2,PO receipt PO-31071,INV,RCV-40069
JE-001955,2025-07-08,2025-07,1000,Operating Cash,15261.79,0,Customer payment,AR,NIC-CR00060
JE-001956,2025-07-08,2025-07,1100,Accounts Receivable,0,15261.79,Customer payment,AR,NIC-CR00060
JE-002323,2025-07-08,2025-07,1000,Operating Cash,725.03,0,Customer payment,AR,NIC-CR00244
JE-002324,2025-07-08,2025-07,1100,Accounts Receivable,0,725.03,Customer payment,AR,NIC-CR00244
JE-003070,2025-07-08,2025-07,1200,Inventory - Raw Materials,11942.0,0,PO receipt PO-31008,INV,RCV-40008
JE-003071,2025-07-08,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,11942.0,PO receipt PO-31008,INV,RCV-40008
JE-001055,2025-07-09,2025-07,1100,Accounts Receivable,20481.73,0,Invoice INV-60227,AR,INV-60227
JE-001056,2025-07-09,2025-07,4000,Product Sales - Manufactured,0,20481.73,Invoice INV-60227,AR,INV-60227
JE-001057,2025-07-09,2025-07,5000,COGS - Materials,14823.22,0,COGS,AR,INV-60227
JE-001058,2025-07-09,2025-07,1220,Inventory - Finished Goods,0,14823.22,Inventory relief,AR,INV-60227
JE-001330,2025-07-09,2025-07,1100,Accounts Receivable,7085.08,0,Invoice INV-60284,AR,INV-60284
JE-001331,2025-07-09,2025-07,4000,Product Sales - Manufactured,0,7085.08,Invoice INV-60284,AR,INV-60284
JE-001332,2025-07-09,2025-07,5000,COGS - Materials,5752.38,0,COGS,AR,INV-60284
JE-001333,2025-07-09,2025-07,1220,Inventory - Finished Goods,0,5752.38,Inventory relief,AR,INV-60284
JE-001372,2025-07-09,2025-07,1100,Accounts Receivable,10605.02,0,Invoice INV-60293,AR,INV-60293
JE-001373,2025-07-09,2025-07,4000,Product Sales - Manufactured,0,10301.25,Invoice INV-60293,AR,INV-60293
JE-001374,2025-07-09,2025-07,4100,Freight Revenue,0,303.77,Freight billed,AR,INV-60293
JE-001375,2025-07-09,2025-07,5000,COGS - Materials,6629.22,0,COGS,AR,INV-60293
JE-001376,2025-07-09,2025-07,1220,Inventory - Finished Goods,0,6629.22,Inventory relief,AR,INV-60293
JE-002387,2025-07-09,2025-07,1000,Operating Cash,16214.62,0,Customer payment,AR,NIC-CR00276
JE-002388,2025-07-09,2025-07,1100,Accounts Receivable,0,16214.62,Customer payment,AR,NIC-CR00276
JE-002515,2025-07-09,2025-07,2050,GR/IR Clearing (Received Not Invoiced),11942.0,0,Supplier inv INV6292630,AP,INV6292630
JE-002516,2025-07-09,2025-07,5300,Freight In,137.75,0,Freight in,AP,INV6292630
JE-002517,2025-07-09,2025-07,2000,Accounts Payable,0,12079.75,Supplier inv INV6292630,AP,INV6292630
JE-002565,2025-07-09,2025-07,2050,GR/IR Clearing (Received Not Invoiced),2273.05,0,Supplier inv 156484,AP,156484
JE-002566,2025-07-09,2025-07,2000,Accounts Payable,0,2273.05,Supplier inv 156484,AP,156484
JE-002267,2025-07-10,2025-07,1000,Operating Cash,2246.78,0,Customer payment,AR,NIC-CR00216
JE-002268,2025-07-10,2025-07,1100,Accounts Receivable,0,2246.78,Customer payment,AR,NIC-CR00216
JE-002271,2025-07-10,2025-07,1000,Operating Cash,241.68,0,Customer payment,AR,NIC-CR00218
JE-002272,2025-07-10,2025-07,1100,Accounts Receivable,0,241.68,Customer payment,AR,NIC-CR00218
JE-002335,2025-07-10,2025-07,1000,Operating Cash,29828.55,0,Customer payment,AR,NIC-CR00250
JE-002336,2025-07-10,2025-07,1100,Accounts Receivable,0,29828.55,Customer payment,AR,NIC-CR00250
JE-002373,2025-07-10,2025-07,1000,Operating Cash,9922.35,0,Customer payment,AR,NIC-CR00269
JE-002374,2025-07-10,2025-07,1100,Accounts Receivable,0,9922.35,Customer payment,AR,NIC-CR00269
JE-002381,2025-07-10,2025-07,1000,Operating Cash,10635.26,0,Customer payment,AR,NIC-CR00273
JE-002382,2025-07-10,2025-07,1100,Accounts Receivable,0,10635.26,Customer payment,AR,NIC-CR00273
JE-003318,2025-07-10,2025-07,1200,Inventory - Raw Materials,2722.94,0,PO receipt PO-31140,INV,RCV-40132
JE-003319,2025-07-10,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,2722.94,PO receipt PO-31140,INV,RCV-40132
JE-003098,2025-07-11,2025-07,1200,Inventory - Raw Materials,2710.0,0,PO receipt PO-31022,INV,RCV-40022
JE-003099,2025-07-11,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,2710.0,PO receipt PO-31022,INV,RCV-40022
JE-002658,2025-07-12,2025-07,2050,GR/IR Clearing (Received Not Invoiced),9373.18,0,Supplier inv INV739993,AP,INV739993
JE-002659,2025-07-12,2025-07,5300,Freight In,113.21,0,Freight in,AP,INV739993
JE-002660,2025-07-12,2025-07,2000,Accounts Payable,0,9486.39,Supplier inv INV739993,AP,INV739993
JE-003508,2025-07-12,2025-07,1200,Inventory - Raw Materials,21700.69,0,PO receipt PO-31239,INV,RCV-40227
JE-003509,2025-07-12,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,21700.69,PO receipt PO-31239,INV,RCV-40227
JE-000081,2025-07-13,2025-07,1100,Accounts Receivable,4698.17,0,Invoice INV-60018,AR,INV-60018
JE-000082,2025-07-13,2025-07,4000,Product Sales - Manufactured,0,4698.17,Invoice INV-60018,AR,INV-60018
JE-000083,2025-07-13,2025-07,5000,COGS - Materials,2979.18,0,COGS,AR,INV-60018
JE-000084,2025-07-13,2025-07,1220,Inventory - Finished Goods,0,2979.18,Inventory relief,AR,INV-60018
JE-000478,2025-07-13,2025-07,1100,Accounts Receivable,7034.43,0,Invoice INV-60103,AR,INV-60103
JE-000479,2025-07-13,2025-07,4000,Product Sales - Manufactured,0,7034.43,Invoice INV-60103,AR,INV-60103
JE-000480,2025-07-13,2025-07,5000,COGS - Materials,5788.52,0,COGS,AR,INV-60103
JE-000481,2025-07-13,2025-07,1220,Inventory - Finished Goods,0,5788.52,Inventory relief,AR,INV-60103
JE-003502,2025-07-14,2025-07,1200,Inventory - Raw Materials,246.0,0,PO receipt PO-31236,INV,RCV-40224
JE-003503,2025-07-14,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,246.0,PO receipt PO-31236,INV,RCV-40224
JE-000896,2025-07-15,2025-07,1100,Accounts Receivable,3228.52,0,Invoice INV-60193,AR,INV-60193
JE-000897,2025-07-15,2025-07,4000,Product Sales - Manufactured,0,3228.52,Invoice INV-60193,AR,INV-60193
JE-000898,2025-07-15,2025-07,5000,COGS - Materials,2421.76,0,COGS,AR,INV-60193
JE-000899,2025-07-15,2025-07,1220,Inventory - Finished Goods,0,2421.76,Inventory relief,AR,INV-60193
JE-001386,2025-07-15,2025-07,1100,Accounts Receivable,29056.75,0,Invoice INV-60296,AR,INV-60296
JE-001387,2025-07-15,2025-07,4000,Product Sales - Manufactured,0,26805.02,Invoice INV-60296,AR,INV-60296
JE-001388,2025-07-15,2025-07,4100,Freight Revenue,0,308.37,Freight billed,AR,INV-60296
JE-001389,2025-07-15,2025-07,2100,Accrued Expenses,0,1943.36,Sales tax payable,AR,INV-60296
JE-001390,2025-07-15,2025-07,5000,COGS - Materials,17824.41,0,COGS,AR,INV-60296
JE-001391,2025-07-15,2025-07,1220,Inventory - Finished Goods,0,17824.41,Inventory relief,AR,INV-60296
JE-001737,2025-07-15,2025-07,1100,Accounts Receivable,33118.45,0,Invoice INV-60371,AR,INV-60371
JE-001738,2025-07-15,2025-07,4000,Product Sales - Manufactured,0,30485.3,Invoice INV-60371,AR,INV-60371
JE-001739,2025-07-15,2025-07,4100,Freight Revenue,0,422.97,Freight billed,AR,INV-60371
JE-001740,2025-07-15,2025-07,2100,Accrued Expenses,0,2210.18,Sales tax payable,AR,INV-60371
JE-001741,2025-07-15,2025-07,5000,COGS - Materials,19103.1,0,COGS,AR,INV-60371
JE-001742,2025-07-15,2025-07,1220,Inventory - Finished Goods,0,19103.1,Inventory relief,AR,INV-60371
JE-001861,2025-07-15,2025-07,1000,Operating Cash,3177.41,0,Customer payment,AR,NIC-CR00013
JE-001862,2025-07-15,2025-07,1100,Accounts Receivable,0,3177.41,Customer payment,AR,NIC-CR00013
JE-002089,2025-07-15,2025-07,1000,Operating Cash,3700.75,0,Customer payment,AR,NIC-CR00127
JE-002090,2025-07-15,2025-07,1100,Accounts Receivable,0,3700.75,Customer payment,AR,NIC-CR00127
JE-003003,2025-07-15,2025-07,2050,GR/IR Clearing (Received Not Invoiced),246.0,0,Supplier inv INV1216867,AP,INV1216867
JE-003004,2025-07-15,2025-07,2000,Accounts Payable,0,246.0,Supplier inv INV1216867,AP,INV1216867
JE-001016,2025-07-16,2025-07,1100,Accounts Receivable,20133.86,0,Invoice INV-60219,AR,INV-60219
JE-001017,2025-07-16,2025-07,4000,Product Sales - Manufactured,0,20133.86,Invoice INV-60219,AR,INV-60219
JE-001018,2025-07-16,2025-07,5000,COGS - Materials,15594.75,0,COGS,AR,INV-60219
JE-001019,2025-07-16,2025-07,1220,Inventory - Finished Goods,0,15594.75,Inventory relief,AR,INV-60219
JE-001292,2025-07-17,2025-07,1100,Accounts Receivable,6398.84,0,Invoice INV-60276,AR,INV-60276
JE-001293,2025-07-17,2025-07,4000,Product Sales - Manufactured,0,6398.84,Invoice INV-60276,AR,INV-60276
JE-001294,2025-07-17,2025-07,5000,COGS - Materials,4698.12,0,COGS,AR,INV-60276
JE-001295,2025-07-17,2025-07,1220,Inventory - Finished Goods,0,4698.12,Inventory relief,AR,INV-60276
JE-001617,2025-07-17,2025-07,1100,Accounts Receivable,12310.91,0,Invoice INV-60346,AR,INV-60346
JE-001618,2025-07-17,2025-07,4000,Product Sales - Manufactured,0,12310.91,Invoice INV-60346,AR,INV-60346
JE-001619,2025-07-17,2025-07,5000,COGS - Materials,9722.31,0,COGS,AR,INV-60346
JE-001620,2025-07-17,2025-07,1220,Inventory - Finished Goods,0,9722.31,Inventory relief,AR,INV-60346
JE-002797,2025-07-17,2025-07,2050,GR/IR Clearing (Received Not Invoiced),2722.94,0,Supplier inv 9832979,AP,9832979
JE-002798,2025-07-17,2025-07,2000,Accounts Payable,0,2722.94,Supplier inv 9832979,AP,9832979
JE-003009,2025-07-17,2025-07,2050,GR/IR Clearing (Received Not Invoiced),21738.12,0,Supplier inv INV6930678,AP,INV6930678
JE-003010,2025-07-17,2025-07,2000,Accounts Payable,0,21738.12,Supplier inv INV6930678,AP,INV6930678
JE-002087,2025-07-18,2025-07,1000,Operating Cash,7884.58,0,Customer payment,AR,NIC-CR00126
JE-002088,2025-07-18,2025-07,1100,Accounts Receivable,0,7884.58,Customer payment,AR,NIC-CR00126
JE-002547,2025-07-18,2025-07,2050,GR/IR Clearing (Received Not Invoiced),2710.0,0,Supplier inv INV858820,AP,INV858820
JE-002548,2025-07-18,2025-07,2000,Accounts Payable,0,2710.0,Supplier inv INV858820,AP,INV858820
JE-001981,2025-07-19,2025-07,1000,Operating Cash,8633.95,0,Customer payment,AR,NIC-CR00073
JE-001982,2025-07-19,2025-07,1100,Accounts Receivable,0,8633.95,Customer payment,AR,NIC-CR00073
JE-001935,2025-07-20,2025-07,1000,Operating Cash,22017.3,0,Customer payment,AR,NIC-CR00050
JE-001936,2025-07-20,2025-07,1100,Accounts Receivable,0,22017.3,Customer payment,AR,NIC-CR00050
JE-003324,2025-07-20,2025-07,1200,Inventory - Raw Materials,3829.35,0,PO receipt PO-31143,INV,RCV-40135
JE-003325,2025-07-20,2025-07,2050,GR/IR Clearing (Received Not Invoiced),0,3829.35,PO receipt PO-31143,INV,RCV-40135
JE-001979,2025-07-21,2025-07,1000,Operating Cash,6388.9,0,Customer payment,AR,NIC-CR00072
JE-001980,2025-07-21,2025-07,1100,Accounts Receivable,0,6388.9,Customer payment,AR,NIC-CR00072
JE-000048,2025-07-23,2025-07,1100,Accounts Receivable,10714.9,0,Invoice INV-60011,AR,INV-60011
JE-000049,2025-07-23,2025-07,4000,Product Sales - Manufactured,0,9715.13,Invoice INV-60011,AR,INV-60011
JE-000050,2025-07-23,2025-07,4100,Freight Revenue,0,295.42,Freight billed,AR,INV-60011
