event_id,company_id,workflow_type,object_type,object_id,timestamp,actor,action,previous_state,new_state,source_document,confidence,requires_review
EV-001977,northfield_industrial_components,procure_to_pay,purchase_order,PO-31239,2025-06-03T17:55:00,E061,po_issued,draft,open,PO-31239.pdf,1.0,N
EV-002025,northfield_industrial_components,procure_to_pay,receipt,RCV-40027,2025-06-04T11:38:00,E079,goods_received,open,received,PS836938,0.85,Y
EV-001760,northfield_industrial_components,procure_to_pay,purchase_order,PO-31022,2025-06-04T15:00:00,E062,po_issued,draft,open,PO-31022.pdf,1.0,N
EV-000943,northfield_industrial_components,fulfillment,shipment,SH-50318,2025-06-05T08:57:00,E079,shipment_confirmed,picked,shipped,PS-SH-50318.pdf,1.0,N
EV-002271,northfield_industrial_components,procure_to_pay,supplier_invoice,91769614,2025-06-05T09:19:00,E002,invoice_matched,received,paid,91769614,1.0,N
EV-001772,northfield_industrial_components,procure_to_pay,purchase_order,PO-31034,2025-06-05T09:20:00,E062,po_issued,draft,open,PO-31034.pdf,1.0,N
EV-001345,northfield_industrial_components,order_to_cash,customer_invoice,INV-60329,2025-06-05T09:54:00,E002,invoice_issued,,open,INV-60329.pdf,1.0,N
EV-001546,northfield_industrial_components,order_to_cash,customer_invoice,INV-60161,2025-06-05T10:11:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-001475,northfield_industrial_components,order_to_cash,customer_invoice,INV-60080,2025-06-05T10:13:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-001617,northfield_industrial_components,order_to_cash,customer_invoice,INV-60239,2025-06-05T10:47:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-000232,northfield_industrial_components,quote_to_order,sales_order,SO-26035,2025-06-05T11:26:00,E073,order_entered,,open,customer_po_4500167838,0.9,N
EV-001334,northfield_industrial_components,order_to_cash,customer_invoice,INV-60318,2025-06-05T12:33:00,E002,invoice_issued,,open,INV-60318.pdf,1.0,N
EV-002113,northfield_industrial_components,procure_to_pay,receipt,RCV-40115,2025-06-05T16:15:00,E076,goods_received,open,received,PS406767,0.85,Y
EV-000119,northfield_industrial_components,quote_to_order,quote,Q-26119,2025-06-05T16:24:00,E072,quote_sent,draft,sent,Q-26119.pdf,1.0,N
EV-002544,northfield_industrial_components,manufacturing,work_order,WO-70028,2025-06-05T16:30:00,E055,wo_closed,in_process,closed,COC-WO-70028.pdf,1.0,N
EV-002419,northfield_industrial_components,procure_to_pay,supplier_invoice,INV183023,2025-06-05T17:03:00,E002,invoice_matched,received,paid,INV183023,1.0,N
EV-000954,northfield_industrial_components,fulfillment,shipment,SH-50329,2025-06-05T17:16:00,E081,shipment_confirmed,picked,shipped,PS-SH-50329.pdf,1.0,N
EV-002272,northfield_industrial_components,procure_to_pay,supplier_invoice,INV6367144,2025-06-05T17:51:00,E002,invoice_matched,received,paid,INV6367144,1.0,N
EV-000537,northfield_industrial_components,quote_to_order,sales_order,SO-26334,2025-06-06T07:11:00,E074,order_entered,,open,customer_po_PO743862,0.9,N
EV-002360,northfield_industrial_components,procure_to_pay,supplier_invoice,SI635022,2025-06-06T08:21:00,E002,invoice_matched,received,paid,SI635022,1.0,N
EV-000069,northfield_industrial_components,quote_to_order,quote,Q-26069,2025-06-06T08:24:00,E064,quote_sent,draft,sent,Q-26069.pdf,1.0,N
EV-001630,northfield_industrial_components,order_to_cash,customer_invoice,INV-60254,2025-06-06T09:09:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001918,northfield_industrial_components,procure_to_pay,purchase_order,PO-31180,2025-06-06T14:36:00,E062,po_issued,draft,open,PO-31180.pdf,1.0,N
EV-002507,northfield_industrial_components,manufacturing,work_order,WO-70008,2025-06-06T16:37:00,E046,wo_released,planned,released,MRP,1.0,N
EV-002784,northfield_industrial_components,manufacturing,work_order,WO-70159,2025-06-06T17:29:00,E055,wo_closed,in_process,closed,COC-WO-70159.pdf,1.0,N
EV-001878,northfield_industrial_components,procure_to_pay,purchase_order,PO-31140,2025-06-06T17:45:00,E062,po_issued,draft,open,PO-31140.pdf,1.0,N
EV-001917,northfield_industrial_components,procure_to_pay,purchase_order,PO-31179,2025-06-06T17:58:00,E060,po_issued,draft,open,PO-31179.pdf,1.0,N
EV-002891,northfield_industrial_components,manufacturing,work_order,WO-70216,2025-06-07T08:33:00,E055,wo_closed,in_process,closed,COC-WO-70216.pdf,1.0,N
EV-001353,northfield_industrial_components,order_to_cash,customer_invoice,INV-60337,2025-06-07T14:06:00,E002,invoice_issued,,open,INV-60337.pdf,1.0,N
EV-000962,northfield_industrial_components,fulfillment,shipment,SH-50337,2025-06-07T14:45:00,E106,shipment_confirmed,picked,shipped,PS-SH-50337.pdf,1.0,N
EV-001296,northfield_industrial_components,order_to_cash,customer_invoice,INV-60280,2025-06-08T07:04:00,E002,invoice_issued,,open,INV-60280.pdf,1.0,N
EV-000083,northfield_industrial_components,quote_to_order,quote,Q-26083,2025-06-08T07:38:00,E071,quote_sent,draft,sent,Q-26083.pdf,1.0,N
EV-000934,northfield_industrial_components,fulfillment,shipment,SH-50309,2025-06-08T11:03:00,E099,shipment_confirmed,picked,shipped,PS-SH-50309.pdf,1.0,N
EV-002453,northfield_industrial_components,procure_to_pay,supplier_invoice,INV5616204,2025-06-08T12:19:00,E002,invoice_matched,received,paid,INV5616204,1.0,N
EV-002505,northfield_industrial_components,manufacturing,work_order,WO-70007,2025-06-08T13:38:00,E047,wo_released,planned,released,MRP,1.0,N
EV-001325,northfield_industrial_components,order_to_cash,customer_invoice,INV-60309,2025-06-08T15:20:00,E002,invoice_issued,,open,INV-60309.pdf,1.0,N
EV-001715,northfield_industrial_components,order_to_cash,customer_invoice,INV-60360,2025-06-08T15:21:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000526,northfield_industrial_components,quote_to_order,sales_order,SO-26325,2025-06-08T15:27:00,E074,order_entered,,open,customer_po_4500932563,0.9,N
EV-000421,northfield_industrial_components,quote_to_order,sales_order,SO-26224,2025-06-08T16:05:00,E064,order_entered,,open,customer_po_PUR-870568,0.9,N
EV-002368,northfield_industrial_components,procure_to_pay,supplier_invoice,SI5886563,2025-06-08T16:05:00,E002,invoice_matched,received,paid,SI5886563,1.0,N
EV-000905,northfield_industrial_components,fulfillment,shipment,SH-50280,2025-06-08T16:54:00,E078,shipment_confirmed,picked,shipped,PS-SH-50280.pdf,1.0,N
EV-001960,northfield_industrial_components,procure_to_pay,purchase_order,PO-31222,2025-06-08T17:39:00,E060,po_issued,draft,open,PO-31222.pdf,1.0,N
EV-002749,northfield_industrial_components,manufacturing,work_order,WO-70141,2025-06-09T09:27:00,E070,wo_released,planned,released,MRP,1.0,N
EV-000439,northfield_industrial_components,quote_to_order,sales_order,SO-26242,2025-06-09T10:28:00,E065,order_entered,,open,customer_po_PO215085,1.0,N
EV-000073,northfield_industrial_components,quote_to_order,quote,Q-26073,2025-06-09T12:10:00,E071,quote_sent,draft,sent,Q-26073.pdf,1.0,N
EV-001853,northfield_industrial_components,procure_to_pay,purchase_order,PO-31115,2025-06-09T12:18:00,E062,po_issued,draft,open,PO-31115.pdf,1.0,N
EV-002730,northfield_industrial_components,manufacturing,work_order,WO-70131,2025-06-09T13:52:00,E014,wo_released,planned,released,MRP,1.0,N
EV-000182,northfield_industrial_components,quote_to_order,quote,Q-26182,2025-06-10T09:04:00,E070,quote_sent,draft,sent,Q-26182.pdf,1.0,N
EV-000516,northfield_industrial_components,quote_to_order,sales_order,SO-26315,2025-06-10T09:38:00,E074,order_entered,,open,customer_po_PUR-212689,0.9,N
EV-002865,northfield_industrial_components,manufacturing,work_order,WO-70201,2025-06-10T10:37:00,E055,wo_closed,in_process,closed,COC-WO-70201.pdf,1.0,N
EV-002018,northfield_industrial_components,procure_to_pay,receipt,RCV-40020,2025-06-10T16:55:00,E100,goods_received,open,received,PS795080,1.0,N
EV-000977,northfield_industrial_components,fulfillment,shipment,SH-50352,2025-06-11T12:34:00,E101,shipment_confirmed,picked,shipped,PS-SH-50352.pdf,1.0,N
EV-000338,northfield_industrial_components,quote_to_order,sales_order,SO-26141,2025-06-11T14:37:00,E068,order_entered,,open,customer_po_PO465920,0.9,N
EV-001368,northfield_industrial_components,order_to_cash,customer_invoice,INV-60352,2025-06-11T15:32:00,E002,invoice_issued,,open,INV-60352.pdf,1.0,N
EV-000310,northfield_industrial_components,quote_to_order,sales_order,SO-26113,2025-06-12T08:38:00,E073,order_entered,,open,customer_po_PO790201,0.9,N
EV-001932,northfield_industrial_components,procure_to_pay,purchase_order,PO-31194,2025-06-12T09:40:00,E060,po_issued,draft,open,PO-31194.pdf,1.0,N
EV-001767,northfield_industrial_components,procure_to_pay,purchase_order,PO-31029,2025-06-12T09:45:00,E061,po_issued,draft,open,PO-31029.pdf,1.0,N
EV-001884,northfield_industrial_components,procure_to_pay,purchase_order,PO-31146,2025-06-12T12:18:00,E060,po_issued,draft,open,PO-31146.pdf,1.0,N
EV-000487,northfield_industrial_components,quote_to_order,sales_order,SO-26289,2025-06-12T13:44:00,E066,order_entered,,open,customer_po_PO172576,0.9,N
EV-002197,northfield_industrial_components,procure_to_pay,receipt,RCV-40199,2025-06-13T07:23:00,E079,goods_received,open,received,PS431334,1.0,N
EV-002741,northfield_industrial_components,manufacturing,work_order,WO-70137,2025-06-13T09:49:00,E046,wo_released,planned,released,MRP,1.0,N
EV-000299,northfield_industrial_components,quote_to_order,sales_order,SO-26102,2025-06-13T09:55:00,E066,order_entered,,open,customer_po_PUR-696075,1.0,N
EV-001162,northfield_industrial_components,order_to_cash,customer_invoice,INV-60146,2025-06-13T10:04:00,E002,invoice_issued,,open,INV-60146.pdf,1.0,N
EV-002888,northfield_industrial_components,manufacturing,work_order,WO-70214,2025-06-13T10:51:00,E055,wo_closed,in_process,closed,COC-WO-70214.pdf,1.0,N
EV-000771,northfield_industrial_components,fulfillment,shipment,SH-50146,2025-06-13T12:55:00,E100,shipment_confirmed,picked,shipped,PS-SH-50146.pdf,1.0,N
EV-002168,northfield_industrial_components,procure_to_pay,receipt,RCV-40170,2025-06-13T15:47:00,E102,goods_received,open,received,PS252063,1.0,N
EV-002186,northfield_industrial_components,procure_to_pay,receipt,RCV-40188,2025-06-13T17:34:00,E100,goods_received,open,received,PS519874,1.0,N
EV-002625,northfield_industrial_components,manufacturing,work_order,WO-70074,2025-06-13T17:40:00,E055,wo_closed,in_process,closed,COC-WO-70074.pdf,1.0,N
EV-001489,northfield_industrial_components,order_to_cash,customer_invoice,INV-60095,2025-06-14T09:02:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002433,northfield_industrial_components,procure_to_pay,supplier_invoice,SI8745663,2025-06-14T12:27:00,E002,invoice_matched,received,paid,SI8745663,1.0,N
EV-001014,northfield_industrial_components,fulfillment,shipment,SH-50389,2025-06-14T13:39:00,E106,shipment_confirmed,picked,shipped,PS-SH-50389.pdf,1.0,N
EV-002210,northfield_industrial_components,procure_to_pay,receipt,RCV-40212,2025-06-14T13:58:00,E104,goods_received,open,received,PS660873,1.0,N
EV-000112,northfield_industrial_components,quote_to_order,quote,Q-26112,2025-06-14T14:43:00,E064,quote_sent,draft,sent,Q-26112.pdf,1.0,N
EV-001405,northfield_industrial_components,order_to_cash,customer_invoice,INV-60389,2025-06-14T16:07:00,E002,invoice_issued,,open,INV-60389.pdf,1.0,N
EV-000243,northfield_industrial_components,quote_to_order,sales_order,SO-26046,2025-06-15T15:06:00,E065,order_entered,,open,customer_po_4500273298,1.0,N
EV-000513,northfield_industrial_components,quote_to_order,sales_order,SO-26312,2025-06-15T16:44:00,E066,order_entered,,open,customer_po_4500587699,1.0,N
EV-002817,northfield_industrial_components,manufacturing,work_order,WO-70176,2025-06-15T17:39:00,E055,wo_closed,in_process,closed,COC-WO-70176.pdf,1.0,N
EV-002132,northfield_industrial_components,procure_to_pay,receipt,RCV-40134,2025-06-15T17:52:00,E102,goods_received,open,received,PS562286,0.85,Y
EV-001210,northfield_industrial_components,order_to_cash,customer_invoice,INV-60194,2025-06-16T07:36:00,E002,invoice_issued,,open,INV-60194.pdf,1.0,N
EV-000002,northfield_industrial_components,quote_to_order,quote,Q-26002,2025-06-16T08:49:00,E068,quote_sent,draft,sent,Q-26002.pdf,1.0,N
EV-002175,northfield_industrial_components,procure_to_pay,receipt,RCV-40177,2025-06-16T10:16:00,E101,goods_received,open,received,PS533770,1.0,N
EV-000430,northfield_industrial_components,quote_to_order,sales_order,SO-26233,2025-06-16T11:01:00,E075,order_entered,,open,customer_po_PO242974,1.0,N
EV-002506,northfield_industrial_components,manufacturing,work_order,WO-70007,2025-06-16T12:00:00,E055,wo_closed,in_process,closed,COC-WO-70007.pdf,1.0,N
EV-001678,northfield_industrial_components,order_to_cash,customer_invoice,INV-60311,2025-06-16T13:57:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-001490,northfield_industrial_components,order_to_cash,customer_invoice,INV-60096,2025-06-16T14:42:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000438,northfield_industrial_components,quote_to_order,sales_order,SO-26241,2025-06-16T16:59:00,E067,order_entered,,open,customer_po_PUR-996921,0.9,N
EV-001834,northfield_industrial_components,procure_to_pay,purchase_order,PO-31096,2025-06-16T17:03:00,E062,po_issued,draft,open,PO-31096.pdf,1.0,N
EV-000819,northfield_industrial_components,fulfillment,shipment,SH-50194,2025-06-16T17:22:00,E082,shipment_confirmed,picked,shipped,PS-SH-50194.pdf,1.0,N
EV-001122,northfield_industrial_components,order_to_cash,customer_invoice,INV-60106,2025-06-17T08:08:00,E002,invoice_issued,,open,INV-60106.pdf,1.0,N
EV-002705,northfield_industrial_components,manufacturing,work_order,WO-70117,2025-06-17T08:35:00,E091,wo_released,planned,released,MRP,1.0,N
EV-000501,northfield_industrial_components,quote_to_order,sales_order,SO-26302,2025-06-17T11:20:00,E068,order_entered,,open,customer_po_P703720,1.0,N
EV-002493,northfield_industrial_components,manufacturing,work_order,WO-70001,2025-06-17T12:27:00,E085,wo_released,planned,released,MRP,1.0,N
EV-002005,northfield_industrial_components,procure_to_pay,receipt,RCV-40007,2025-06-17T12:32:00,E105,goods_received,open,received,PS234291,0.85,Y
EV-001448,northfield_industrial_components,order_to_cash,customer_invoice,INV-60046,2025-06-17T14:05:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002444,northfield_industrial_components,procure_to_pay,supplier_invoice,INV636475,2025-06-17T15:10:00,E002,invoice_matched,received,paid,INV636475,1.0,N
EV-000731,northfield_industrial_components,fulfillment,shipment,SH-50106,2025-06-17T16:14:00,E079,shipment_confirmed,picked,shipped,PS-SH-50106.pdf,1.0,N
EV-001696,northfield_industrial_components,order_to_cash,customer_invoice,INV-60337,2025-06-18T10:51:00,system,payment_applied,open,paid,Portal,1.0,N
EV-000199,northfield_industrial_components,quote_to_order,sales_order,SO-26002,2025-06-18T11:45:00,E074,order_entered,,open,customer_po_4500163417,1.0,N
EV-000068,northfield_industrial_components,quote_to_order,quote,Q-26068,2025-06-18T12:09:00,E067,quote_sent,draft,sent,Q-26068.pdf,1.0,N
EV-001900,northfield_industrial_components,procure_to_pay,purchase_order,PO-31162,2025-06-18T12:43:00,E063,po_issued,draft,open,PO-31162.pdf,1.0,N
EV-002136,northfield_industrial_components,procure_to_pay,receipt,RCV-40138,2025-06-18T12:50:00,E099,goods_received,open,received,PS874134,1.0,N
EV-001528,northfield_industrial_components,order_to_cash,customer_invoice,INV-60138,2025-06-18T13:01:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001061,northfield_industrial_components,order_to_cash,customer_invoice,INV-60045,2025-06-18T15:53:00,E002,invoice_issued,,open,INV-60045.pdf,1.0,N
EV-000670,northfield_industrial_components,fulfillment,shipment,SH-50045,2025-06-18T17:11:00,E102,shipment_confirmed,picked,shipped,PS-SH-50045.pdf,1.0,N
EV-002936,northfield_industrial_components,returns,rma,RMA-0021,2025-06-19T07:02:00,E074,rma_approved,requested,approved,INV-60283,1.0,N
EV-001039,northfield_industrial_components,order_to_cash,customer_invoice,INV-60023,2025-06-19T07:41:00,E002,invoice_issued,,open,INV-60023.pdf,1.0,N
EV-002107,northfield_industrial_components,procure_to_pay,receipt,RCV-40109,2025-06-19T10:03:00,E105,goods_received,open,received,PS301016,1.0,N
EV-000603,northfield_industrial_components,quote_to_order,sales_order,SO-26399,2025-06-19T11:17:00,E074,order_entered,,open,customer_po_PO413925,1.0,N
EV-002265,northfield_industrial_components,procure_to_pay,supplier_invoice,2510331,2025-06-19T12:10:00,E002,invoice_matched,received,paid,2510331,1.0,N
EV-002832,northfield_industrial_components,manufacturing,work_order,WO-70184,2025-06-19T12:27:00,E055,wo_closed,in_process,closed,COC-WO-70184.pdf,1.0,N
EV-002850,northfield_industrial_components,manufacturing,work_order,WO-70194,2025-06-19T13:10:00,E099,wo_released,planned,released,MRP,1.0,N
EV-001329,northfield_industrial_components,order_to_cash,customer_invoice,INV-60313,2025-06-19T13:38:00,E002,invoice_issued,,open,INV-60313.pdf,1.0,N
EV-000493,northfield_industrial_components,quote_to_order,sales_order,SO-26294,2025-06-19T14:51:00,E075,order_entered,,open,customer_po_P886102,1.0,N
EV-000648,northfield_industrial_components,fulfillment,shipment,SH-50023,2025-06-19T17:05:00,E083,shipment_confirmed,picked,shipped,PS-SH-50023.pdf,1.0,N
EV-000938,northfield_industrial_components,fulfillment,shipment,SH-50313,2025-06-19T17:29:00,E103,shipment_confirmed,picked,shipped,PS-SH-50313.pdf,1.0,N
EV-002689,northfield_industrial_components,manufacturing,work_order,WO-70108,2025-06-19T17:36:00,E055,wo_closed,in_process,closed,COC-WO-70108.pdf,1.0,N
EV-002808,northfield_industrial_components,manufacturing,work_order,WO-70172,2025-06-20T08:01:00,E055,wo_released,planned,released,MRP,1.0,N
EV-000824,northfield_industrial_components,fulfillment,shipment,SH-50199,2025-06-20T11:27:00,E076,shipment_confirmed,picked,shipped,PS-SH-50199.pdf,1.0,N
EV-001060,northfield_industrial_components,order_to_cash,customer_invoice,INV-60044,2025-06-20T12:09:00,E002,invoice_issued,,open,INV-60044.pdf,1.0,N
EV-000669,northfield_industrial_components,fulfillment,shipment,SH-50044,2025-06-20T12:21:00,E082,shipment_confirmed,picked,shipped,PS-SH-50044.pdf,1.0,N
EV-001215,northfield_industrial_components,order_to_cash,customer_invoice,INV-60199,2025-06-20T16:15:00,E002,invoice_issued,,open,INV-60199.pdf,1.0,N
EV-002642,northfield_industrial_components,manufacturing,work_order,WO-70083,2025-06-21T08:49:00,E102,wo_released,planned,released,MRP,1.0,N
EV-000151,northfield_industrial_components,quote_to_order,quote,Q-26151,2025-06-21T10:14:00,E071,quote_sent,draft,sent,Q-26151.pdf,1.0,N
EV-001587,northfield_industrial_components,order_to_cash,customer_invoice,INV-60209,2025-06-21T11:00:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002555,northfield_industrial_components,manufacturing,work_order,WO-70035,2025-06-21T11:05:00,E034,wo_released,planned,released,MRP,1.0,N
EV-002711,northfield_industrial_components,manufacturing,work_order,WO-70120,2025-06-21T13:23:00,E098,wo_released,planned,released,MRP,1.0,N
EV-002105,northfield_industrial_components,procure_to_pay,receipt,RCV-40107,2025-06-21T14:30:00,E103,goods_received,open,received,PS478970,0.85,Y
EV-002457,northfield_industrial_components,procure_to_pay,supplier_invoice,SI1258872,2025-06-21T14:44:00,E002,invoice_matched,received,paid,SI1258872,1.0,N
EV-000944,northfield_industrial_components,fulfillment,shipment,SH-50319,2025-06-21T16:22:00,E081,shipment_confirmed,picked,shipped,PS-SH-50319.pdf,1.0,N
EV-001780,northfield_industrial_components,procure_to_pay,purchase_order,PO-31042,2025-06-21T16:33:00,E062,po_issued,draft,open,PO-31042.pdf,1.0,N
EV-001335,northfield_industrial_components,order_to_cash,customer_invoice,INV-60319,2025-06-21T16:53:00,E002,invoice_issued,,open,INV-60319.pdf,1.0,N
EV-001613,northfield_industrial_components,order_to_cash,customer_invoice,INV-60235,2025-06-21T16:54:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002415,northfield_industrial_components,procure_to_pay,supplier_invoice,7786573,2025-06-22T10:26:00,E002,match_exception,received,paid,7786573,0.7,Y
EV-000700,northfield_industrial_components,fulfillment,shipment,SH-50075,2025-06-22T10:53:00,E081,shipment_confirmed,picked,shipped,PS-SH-50075.pdf,1.0,N
EV-002379,northfield_industrial_components,procure_to_pay,supplier_invoice,9190768,2025-06-22T13:23:00,E002,invoice_matched,received,paid,9190768,1.0,N
EV-001746,northfield_industrial_components,procure_to_pay,purchase_order,PO-31008,2025-06-22T14:33:00,E060,po_issued,draft,open,PO-31008.pdf,1.0,N
EV-001697,northfield_industrial_components,order_to_cash,customer_invoice,INV-60338,2025-06-22T15:24:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000404,northfield_industrial_components,quote_to_order,sales_order,SO-26207,2025-06-22T15:28:00,E064,order_entered,,open,customer_po_P414215,0.9,N
EV-002354,northfield_industrial_components,procure_to_pay,supplier_invoice,SI8315891,2025-06-22T15:40:00,E002,invoice_matched,received,paid,SI8315891,1.0,N
EV-002252,northfield_industrial_components,procure_to_pay,supplier_invoice,97116053,2025-06-22T15:54:00,E002,invoice_matched,received,paid,97116053,1.0,N
EV-002922,northfield_industrial_components,returns,rma,RMA-0007,2025-06-22T16:09:00,E068,rma_approved,requested,approved,INV-60053,1.0,N
EV-002516,northfield_industrial_components,manufacturing,work_order,WO-70013,2025-06-22T16:44:00,E078,wo_released,planned,released,MRP,1.0,N
EV-000084,northfield_industrial_components,quote_to_order,quote,Q-26084,2025-06-22T16:49:00,E069,quote_sent,draft,sent,Q-26084.pdf,1.0,N
EV-001091,northfield_industrial_components,order_to_cash,customer_invoice,INV-60075,2025-06-22T17:30:00,E002,invoice_issued,,open,INV-60075.pdf,1.0,N
EV-000575,northfield_industrial_components,quote_to_order,sales_order,SO-26371,2025-06-23T07:57:00,E074,order_entered,,open,customer_po_4500393982,0.9,N
EV-002169,northfield_industrial_components,procure_to_pay,receipt,RCV-40171,2025-06-23T08:00:00,E104,goods_received,open,received,PS649141,0.85,Y
EV-001911,northfield_industrial_components,procure_to_pay,purchase_order,PO-31173,2025-06-23T14:02:00,E060,po_issued,draft,open,PO-31173.pdf,1.0,N
EV-002047,northfield_industrial_components,procure_to_pay,receipt,RCV-40049,2025-06-23T14:03:00,E100,goods_received,open,received,PS246931,1.0,N
EV-001488,northfield_industrial_components,order_to_cash,customer_invoice,INV-60094,2025-06-23T14:55:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000010,northfield_industrial_components,quote_to_order,quote,Q-26010,2025-06-23T15:24:00,E068,quote_sent,draft,sent,Q-26010.pdf,1.0,N
EV-001453,northfield_industrial_components,order_to_cash,customer_invoice,INV-60053,2025-06-23T16:16:00,system,payment_applied,open,paid,Email remittance,0.95,N
EV-002383,northfield_industrial_components,procure_to_pay,supplier_invoice,INV1794858,2025-06-23T16:51:00,E002,invoice_matched,received,paid,INV1794858,1.0,N
EV-002714,northfield_industrial_components,manufacturing,work_order,WO-70122,2025-06-23T17:31:00,E040,wo_released,planned,released,MRP,1.0,N
EV-001790,northfield_industrial_components,procure_to_pay,purchase_order,PO-31052,2025-06-23T17:59:00,E061,po_issued,draft,open,PO-31052.pdf,1.0,N
EV-000640,northfield_industrial_components,fulfillment,shipment,SH-50015,2025-06-24T07:28:00,E076,shipment_confirmed,picked,shipped,PS-SH-50015.pdf,1.0,N
EV-001302,northfield_industrial_components,order_to_cash,customer_invoice,INV-60286,2025-06-24T11:31:00,E002,invoice_issued,,open,INV-60286.pdf,1.0,N
EV-001522,northfield_industrial_components,order_to_cash,customer_invoice,INV-60132,2025-06-24T12:12:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002522,northfield_industrial_components,manufacturing,work_order,WO-70016,2025-06-24T12:40:00,E036,wo_released,planned,released,MRP,1.0,N
EV-002742,northfield_industrial_components,manufacturing,work_order,WO-70137,2025-06-24T13:29:00,E055,wo_closed,in_process,closed,COC-WO-70137.pdf,1.0,N
EV-000157,northfield_industrial_components,quote_to_order,quote,Q-26157,2025-06-24T13:52:00,E070,quote_sent,draft,sent,Q-26157.pdf,1.0,N
EV-000911,northfield_industrial_components,fulfillment,shipment,SH-50286,2025-06-24T14:20:00,E106,shipment_confirmed,picked,shipped,PS-SH-50286.pdf,1.0,N
EV-001614,northfield_industrial_components,order_to_cash,customer_invoice,INV-60236,2025-06-24T14:27:00,system,payment_applied,open,paid,Portal,1.0,N
EV-002838,northfield_industrial_components,manufacturing,work_order,WO-70187,2025-06-24T16:08:00,E055,wo_closed,in_process,closed,COC-WO-70187.pdf,1.0,N
EV-002814,northfield_industrial_components,manufacturing,work_order,WO-70175,2025-06-24T17:03:00,E020,wo_released,planned,released,MRP,1.0,N
EV-001652,northfield_industrial_components,order_to_cash,customer_invoice,INV-60281,2025-06-24T17:28:00,system,payment_applied,open,paid,Portal,1.0,N
EV-001031,northfield_industrial_components,order_to_cash,customer_invoice,INV-60015,2025-06-24T17:39:00,E002,invoice_issued,,open,INV-60015.pdf,1.0,N
EV-000706,northfield_industrial_components,fulfillment,shipment,SH-50081,2025-06-25T08:56:00,E104,shipment_confirmed,picked,shipped,PS-SH-50081.pdf,1.0,N
EV-001097,northfield_industrial_components,order_to_cash,customer_invoice,INV-60081,2025-06-25T10:26:00,E002,invoice_issued,,open,INV-60081.pdf,1.0,N
EV-002686,northfield_industrial_components,manufacturing,work_order,WO-70107,2025-06-25T11:24:00,E097,wo_released,planned,released,MRP,1.0,N
EV-000062,northfield_industrial_components,quote_to_order,quote,Q-26062,2025-06-25T11:44:00,E070,quote_sent,draft,sent,Q-26062.pdf,1.0,N
EV-002422,northfield_industrial_components,procure_to_pay,supplier_invoice,INV4647621,2025-06-25T12:14:00,E002,invoice_matched,received,paid,INV4647621,1.0,N
EV-000209,northfield_industrial_components,quote_to_order,sales_order,SO-26012,2025-06-25T14:40:00,E074,order_entered,,open,customer_po_P592293,0.9,N
EV-000031,northfield_industrial_components,quote_to_order,quote,Q-26031,2025-06-25T14:42:00,E070,quote_sent,draft,sent,Q-26031.pdf,1.0,N
EV-001552,northfield_industrial_components,order_to_cash,customer_invoice,INV-60169,2025-06-25T15:13:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-000089,northfield_industrial_components,quote_to_order,quote,Q-26089,2025-06-25T17:13:00,E068,quote_sent,draft,sent,Q-26089.pdf,1.0,N
EV-002861,northfield_industrial_components,manufacturing,work_order,WO-70199,2025-06-25T17:34:00,E055,wo_closed,in_process,closed,COC-WO-70199.pdf,1.0,N
EV-002675,northfield_industrial_components,manufacturing,work_order,WO-70101,2025-06-26T07:37:00,E031,wo_released,planned,released,MRP,1.0,N
EV-001542,northfield_industrial_components,order_to_cash,customer_invoice,INV-60156,2025-06-26T08:00:00,system,payment_applied,open,paid,Bank feed,1.0,N
EV-002750,northfield_industrial_components,manufacturing,work_order,WO-70141,2025-06-26T08:24:00,E055,wo_closed,in_process,closed,COC-WO-70141.pdf,1.0,N
EV-000070,northfield_industrial_components,quote_to_order,quote,Q-26070,2025-06-26T10:28:00,E071,quote_sent,draft,sent,Q-26070.pdf,1.0,N
EV-002209,northfield_industrial_components,procure_to_pay,receipt,RCV-40211,2025-06-26T10:43:00,E081,goods_received,open,received,PS459351,1.0,N
EV-000332,northfield_industrial_components,quote_to_order,sales_order,SO-26135,2025-06-26T14:30:00,E073,order_entered,,open,customer_po_PUR-118465,0.9,N
EV-001731,northfield_industrial_components,order_to_cash,customer_invoice,INV-60381,2025-06-27T08:13:00,system,payment_applied,open,paid,Lockbox,1.0,N
EV-002032,northfield_industrial_components,procure_to_pay,receipt,RCV-40034,2025-06-27T10:39:00,E100,goods_received,open,received,PS880265,1.0,N
