labor_txn_id,work_order_id,operation,employee_id,clock_in,hours,labor_type,work_center_id
LT-000310,WO-70033,50,E045,2025-04-10T12:15:00,5.48,Run,WC-INSP
LT-000311,WO-70033,60,E028,2025-04-07T06:15:00,10.9,Run,WC-PACK
LT-000312,WO-70033,60,E011,2025-04-12T10:00:00,5.45,Run,WC-PACK
LT-000313,WO-70034,30,E034,2026-04-01T07:00:00,11.47,Run,WC-DEBUR
LT-000314,WO-70034,30,E027,2026-04-02T11:45:00,22.95,Run,WC-DEBUR
LT-000315,WO-70034,40,E014,2026-03-25T12:00:00,21.11,Run,WC-CNC2
LT-000316,WO-70034,40,E038,2026-03-30T12:00:00,10.55,Setup,WC-CNC2
LT-000317,WO-70034,40,E033,2026-03-31T12:00:00,7.04,Setup,WC-CNC2
LT-000318,WO-70034,60,E024,2026-04-01T10:30:00,2.28,Run,WC-PACK
LT-000319,WO-70034,60,E047,2026-04-01T11:30:00,2.28,Setup,WC-PACK
LT-000320,WO-70035,20,E013,2025-06-30T13:45:00,10.6,Setup,WC-CNC1
LT-000321,WO-70035,30,E024,2025-06-22T12:00:00,26.46,Setup,WC-CNC2
LT-000322,WO-70035,40,E040,2025-06-21T11:45:00,37.89,Run,WC-ASSY
LT-000323,WO-70035,50,E028,2025-06-23T13:30:00,3.4,Run,WC-INSP
LT-000324,WO-70035,50,E020,2025-06-29T11:30:00,10.19,Run,WC-INSP
LT-000325,WO-70035,50,E053,2025-06-30T07:45:00,10.19,Setup,WC-INSP
LT-000326,WO-70036,20,E044,2026-03-28T09:15:00,17.2,Run,WC-DEBUR
LT-000327,WO-70036,20,E042,2026-03-27T12:00:00,17.2,Run,WC-DEBUR
LT-000328,WO-70036,30,E045,2026-04-02T14:15:00,11.17,Run,WC-INSP
LT-000329,WO-70036,30,E028,2026-03-31T09:45:00,3.72,Setup,WC-INSP
LT-000330,WO-70037,10,E023,2026-01-29T14:15:00,8.07,Run,WC-SAW
LT-000331,WO-70037,20,E036,2026-01-29T14:15:00,6.31,Run,WC-CNC2
LT-000332,WO-70037,30,E018,2026-01-29T13:45:00,8.58,Setup,WC-CNC1
LT-000333,WO-70037,30,E037,2026-02-06T06:00:00,17.15,Setup,WC-CNC1
LT-000334,WO-70037,30,E014,2026-02-02T06:00:00,8.58,Run,WC-CNC1
LT-000335,WO-70037,40,E036,2026-02-02T10:15:00,23.45,Run,WC-ASSY
LT-000336,WO-70037,50,E047,2026-02-04T09:15:00,11.3,Run,WC-INSP
LT-000337,WO-70037,60,E046,2026-02-04T10:30:00,6.41,Run,WC-PACK
LT-000338,WO-70037,60,E038,2026-02-05T09:45:00,19.23,Setup,WC-PACK
LT-000339,WO-70038,10,E041,2025-09-19T09:45:00,34.17,Run,WC-DEBUR
LT-000340,WO-70038,10,E049,2025-09-22T14:45:00,22.78,Run,WC-DEBUR
LT-000341,WO-70038,20,E042,2025-09-20T07:00:00,25.1,Run,WC-ASSY
LT-000342,WO-70038,20,E010,2025-09-22T07:00:00,25.1,Setup,WC-ASSY
LT-000343,WO-70038,20,E035,2025-09-26T13:30:00,50.2,Run,WC-ASSY
LT-000344,WO-70038,30,E030,2025-09-23T10:45:00,15.67,Run,WC-SAW
LT-000345,WO-70038,30,E035,2025-09-16T09:45:00,23.51,Run,WC-SAW
LT-000346,WO-70038,40,E041,2025-09-26T06:15:00,10.96,Setup,WC-CNC1
LT-000347,WO-70038,40,E046,2025-09-17T10:45:00,10.96,Run,WC-CNC1
LT-000348,WO-70038,40,E023,2025-09-18T10:45:00,32.87,Run,WC-CNC1
LT-000349,WO-70038,50,E014,2025-09-21T06:00:00,6.82,Run,WC-INSP
LT-000350,WO-70038,50,E032,2025-09-24T08:15:00,4.54,Setup,WC-INSP
LT-000351,WO-70038,60,E043,2025-09-20T07:15:00,1.75,Run,WC-PACK
LT-000352,WO-70039,10,E025,2025-11-14T08:15:00,46.04,Run,WC-DEBUR
LT-000353,WO-70039,10,E053,2025-11-13T12:00:00,46.04,Setup,WC-DEBUR
LT-000354,WO-70039,10,E044,2025-11-16T10:45:00,46.04,Run,WC-DEBUR
LT-000355,WO-70039,20,E009,2025-11-14T06:00:00,25.77,Run,WC-CNC2
LT-000356,WO-70039,20,E040,2025-11-23T07:30:00,17.18,Setup,WC-CNC2
LT-000357,WO-70039,20,E052,2025-11-15T07:00:00,25.77,Run,WC-CNC2
LT-000358,WO-70039,30,E018,2025-11-17T08:30:00,94.06,Run,WC-INSP
LT-000359,WO-70039,30,E095,2025-11-22T13:00:00,31.36,Setup,WC-INSP
LT-000360,WO-70039,30,E054,2025-11-16T11:30:00,94.06,Setup,WC-INSP
LT-000361,WO-70039,40,E026,2025-11-15T12:00:00,157.76,Run,WC-PACK
LT-000362,WO-70039,40,E049,2025-11-14T09:45:00,157.76,Run,WC-PACK
LT-000363,WO-70040,10,E043,2025-08-30T10:45:00,5.22,Setup,WC-ASSY
LT-000364,WO-70040,10,E035,2025-08-25T12:00:00,5.22,Run,WC-ASSY
LT-000365,WO-70040,10,E032,2025-08-27T11:00:00,5.22,Run,WC-ASSY
LT-000366,WO-70040,20,E028,2025-08-28T14:45:00,5.62,Run,WC-SAW
LT-000367,WO-70040,20,E094,2025-09-02T10:15:00,8.42,Run,WC-SAW
LT-000368,WO-70040,20,E011,2025-08-27T13:15:00,8.42,Run,WC-SAW
LT-000369,WO-70040,30,E044,2025-08-26T12:45:00,5.41,Run,WC-CNC2
LT-000370,WO-70040,30,E030,2025-09-03T14:30:00,5.41,Run,WC-CNC2
LT-000371,WO-70040,30,E012,2025-09-02T10:15:00,16.23,Setup,WC-CNC2
LT-000372,WO-70040,40,E023,2025-08-27T10:45:00,8.15,Setup,WC-DEBUR
LT-000373,WO-70040,40,E048,2025-08-29T14:15:00,5.43,Run,WC-DEBUR
LT-000374,WO-70040,50,E014,2025-08-28T06:00:00,2.51,Run,WC-INSP
LT-000375,WO-70040,50,E028,2025-09-01T14:15:00,3.76,Run,WC-INSP
LT-000376,WO-70040,50,E037,2025-08-25T10:30:00,2.51,Run,WC-INSP
LT-000377,WO-70040,60,E033,2025-08-27T10:45:00,13.82,Run,WC-PACK
LT-000378,WO-70040,60,E094,2025-08-28T14:00:00,13.82,Run,WC-PACK
LT-000379,WO-70041,10,E011,2026-03-06T10:15:00,21.69,Setup,WC-SAW
LT-000380,WO-70041,10,E030,2026-02-27T10:30:00,7.23,Run,WC-SAW
LT-000381,WO-70041,10,E044,2026-03-03T07:15:00,10.85,Run,WC-SAW
LT-000382,WO-70041,20,E053,2026-03-05T07:00:00,15.1,Run,WC-CNC2
LT-000383,WO-70041,20,E033,2026-02-26T06:15:00,15.1,Run,WC-CNC2
LT-000384,WO-70041,20,E028,2026-02-27T07:30:00,45.29,Setup,WC-CNC2
LT-000385,WO-70041,30,E045,2026-03-01T07:00:00,6.65,Run,WC-INSP
LT-000386,WO-70041,40,E035,2026-03-05T11:30:00,24.32,Run,WC-PACK
LT-000387,WO-70041,40,E051,2026-03-01T06:30:00,36.47,Run,WC-PACK
LT-000388,WO-70042,10,E045,2025-11-12T07:00:00,15.26,Setup,WC-CNC1
LT-000389,WO-70042,20,E025,2025-11-07T06:00:00,19.38,Run,WC-ASSY
LT-000390,WO-70042,30,E024,2025-11-12T09:15:00,20.7,Setup,WC-INSP
LT-000391,WO-70042,30,E052,2025-11-07T09:30:00,20.7,Run,WC-INSP
LT-000392,WO-70042,30,E046,2025-11-12T13:30:00,20.7,Run,WC-INSP
LT-000393,WO-70042,40,E014,2025-11-11T14:45:00,31.9,Run,WC-PACK
LT-000394,WO-70043,30,E017,2026-03-21T07:15:00,16.59,Run,WC-ASSY
LT-000395,WO-70043,40,E044,2026-03-22T10:30:00,10.77,Setup,WC-SAW
LT-000396,WO-70043,60,E042,2026-03-26T12:15:00,56.85,Run,WC-PACK
LT-000397,WO-70044,10,E047,2025-10-28T10:45:00,3.12,Run,WC-ASSY
LT-000398,WO-70044,10,E028,2025-10-29T09:30:00,3.12,Setup,WC-ASSY
LT-000399,WO-70044,10,E036,2025-10-29T12:00:00,2.08,Setup,WC-ASSY
LT-000400,WO-70044,20,E037,2025-10-28T07:15:00,1.31,Run,WC-SAW
LT-000401,WO-70044,20,E038,2025-10-29T06:45:00,0.88,Setup,WC-SAW
LT-000402,WO-70044,20,E095,2025-10-27T06:30:00,2.63,Run,WC-SAW
LT-000403,WO-70044,30,E009,2025-10-19T14:30:00,5.49,Run,WC-INSP
LT-000404,WO-70044,30,E021,2025-10-24T11:15:00,1.83,Run,WC-INSP
LT-000405,WO-70044,30,E042,2025-10-26T08:45:00,1.83,Run,WC-INSP
LT-000406,WO-70044,40,E013,2025-10-29T06:15:00,1.27,Run,WC-PACK
LT-000407,WO-70045,10,E043,2026-02-02T10:30:00,20.91,Setup,WC-SAW
LT-000408,WO-70045,10,E044,2026-01-30T10:45:00,13.94,Setup,WC-SAW
LT-000409,WO-70045,10,E094,2026-02-04T14:15:00,20.91,Run,WC-SAW
LT-000410,WO-70045,20,E026,2026-01-28T09:30:00,7.67,Run,WC-CNC1
LT-000411,WO-70045,20,E044,2026-02-03T10:00:00,23.01,Run,WC-CNC1
LT-000412,WO-70045,30,E019,2026-01-27T11:45:00,23.16,Run,WC-INSP
LT-000413,WO-70045,40,E026,2026-02-04T11:30:00,20.12,Run,WC-PACK
LT-000414,WO-70046,20,E031,2026-03-12T11:00:00,16.62,Setup,WC-DEBUR
LT-000415,WO-70046,20,E053,2026-03-05T12:15:00,16.62,Run,WC-DEBUR
LT-000416,WO-70046,20,E021,2026-03-10T07:00:00,16.62,Run,WC-DEBUR
LT-000417,WO-70046,40,E043,2026-03-12T13:00:00,11.19,Run,WC-SAW
LT-000418,WO-70046,50,E054,2026-03-09T08:00:00,66.8,Setup,WC-INSP
LT-000419,WO-70046,50,E054,2026-03-13T11:00:00,66.8,Setup,WC-INSP
LT-000420,WO-70046,50,E044,2026-03-15T09:30:00,44.53,Run,WC-INSP
LT-000421,WO-70047,10,E010,2025-09-22T13:00:00,2.88,Run,WC-CNC1
LT-000422,WO-70047,10,E030,2025-09-13T10:00:00,1.92,Setup,WC-CNC1
LT-000423,WO-70047,20,E047,2025-09-19T13:15:00,4.27,Setup,WC-ASSY
LT-000424,WO-70047,20,E044,2025-09-12T14:15:00,4.27,Run,WC-ASSY
LT-000425,WO-70047,30,E050,2025-09-19T10:30:00,28.46,Setup,WC-INSP
LT-000426,WO-70047,30,E021,2025-09-15T12:00:00,14.23,Run,WC-INSP
LT-000427,WO-70047,40,E027,2025-09-12T13:00:00,5.61,Setup,WC-PACK
LT-000428,WO-70047,40,E033,2025-09-22T06:00:00,2.81,Run,WC-PACK
LT-000429,WO-70048,10,E035,2025-12-25T10:45:00,11.42,Run,WC-SAW
LT-000430,WO-70048,20,E024,2025-12-30T08:45:00,9.69,Run,WC-CNC2
LT-000431,WO-70048,30,E095,2025-12-29T08:15:00,4.85,Run,WC-CNC1
LT-000432,WO-70048,30,E049,2025-12-25T09:45:00,3.23,Run,WC-CNC1
LT-000433,WO-70048,40,E014,2025-12-31T11:30:00,6.51,Run,WC-ASSY
LT-000434,WO-70048,50,E018,2025-12-26T08:30:00,32.43,Run,WC-INSP
LT-000435,WO-70048,60,E043,2025-12-31T11:45:00,8.08,Run,WC-PACK
LT-000436,WO-70048,60,E011,2025-12-31T12:15:00,12.12,Run,WC-PACK
LT-000437,WO-70048,60,E048,2025-12-26T06:30:00,8.08,Run,WC-PACK
LT-000438,WO-70049,40,E019,2026-03-07T07:45:00,33.44,Run,WC-PACK
LT-000439,WO-70050,10,E039,2025-12-01T12:30:00,3.15,Run,WC-ASSY
LT-000440,WO-70050,10,E042,2025-12-03T07:30:00,3.15,Run,WC-ASSY
LT-000441,WO-70050,20,E054,2025-12-03T11:00:00,2.98,Setup,WC-SAW
LT-000442,WO-70050,30,E024,2025-12-06T09:45:00,1.06,Run,WC-DEBUR
LT-000443,WO-70050,30,E026,2025-12-04T10:30:00,3.18,Setup,WC-DEBUR
LT-000444,WO-70050,40,E011,2025-11-27T08:45:00,1.57,Run,WC-INSP
LT-000445,WO-70050,40,E021,2025-12-04T07:30:00,1.57,Run,WC-INSP
LT-000446,WO-70050,50,E022,2025-12-04T14:00:00,5.71,Run,WC-PACK
LT-000447,WO-70050,50,E051,2025-12-02T08:30:00,2.85,Setup,WC-PACK
LT-000448,WO-70051,10,E029,2025-11-17T10:15:00,3.36,Run,WC-DEBUR
LT-000449,WO-70051,20,E094,2025-11-22T10:30:00,2.54,Setup,WC-ASSY
LT-000450,WO-70051,20,E041,2025-11-20T14:45:00,3.8,Setup,WC-ASSY
LT-000451,WO-70051,30,E049,2025-11-22T11:15:00,1.71,Run,WC-SAW
LT-000452,WO-70051,30,E033,2025-11-18T09:45:00,3.41,Setup,WC-SAW
LT-000453,WO-70051,30,E053,2025-11-16T13:30:00,1.71,Run,WC-SAW
LT-000454,WO-70051,40,E048,2025-11-22T06:15:00,10.21,Run,WC-CNC2
LT-000455,WO-70051,40,E042,2025-11-23T14:30:00,10.21,Setup,WC-CNC2
LT-000456,WO-70051,50,E033,2025-11-19T09:45:00,4.86,Run,WC-INSP
LT-000457,WO-70051,50,E023,2025-11-21T06:45:00,4.86,Run,WC-INSP
LT-000458,WO-70051,60,E044,2025-11-21T08:30:00,8.84,Run,WC-PACK
LT-000459,WO-70051,60,E052,2025-11-24T14:15:00,8.84,Setup,WC-PACK
LT-000460,WO-70051,60,E046,2025-11-18T09:15:00,8.84,Run,WC-PACK
LT-000461,WO-70052,10,E053,2025-06-02T08:30:00,10.61,Run,WC-SAW
LT-000462,WO-70052,20,E039,2025-06-03T14:00:00,5.3,Run,WC-DEBUR
LT-000463,WO-70052,30,E010,2025-06-05T07:30:00,5.34,Setup,WC-ASSY
LT-000464,WO-70052,30,E023,2025-06-11T09:00:00,10.68,Run,WC-ASSY
LT-000465,WO-70052,30,E012,2025-06-09T14:00:00,3.56,Run,WC-ASSY
LT-000466,WO-70052,40,E049,2025-06-11T11:00:00,6.51,Run,WC-INSP
LT-000467,WO-70052,40,E095,2025-06-02T06:00:00,2.17,Run,WC-INSP
LT-000468,WO-70052,40,E019,2025-06-12T12:15:00,6.51,Run,WC-INSP
LT-000469,WO-70052,50,E033,2025-06-03T07:30:00,4.21,Setup,WC-PACK
LT-000470,WO-70053,10,E048,2025-09-02T10:15:00,3.59,Run,WC-SAW
LT-000471,WO-70053,20,E044,2025-08-28T09:15:00,8.23,Run,WC-CNC2
LT-000472,WO-70053,20,E047,2025-09-05T06:00:00,8.23,Run,WC-CNC2
LT-000473,WO-70053,20,E039,2025-09-03T09:30:00,8.23,Setup,WC-CNC2
LT-000474,WO-70053,30,E025,2025-08-28T11:15:00,8.58,Setup,WC-CNC1
LT-000475,WO-70053,30,E031,2025-09-03T09:15:00,8.58,Run,WC-CNC1
LT-000476,WO-70053,30,E023,2025-08-30T11:15:00,12.88,Run,WC-CNC1
LT-000477,WO-70053,40,E094,2025-09-03T11:30:00,9.92,Setup,WC-ASSY
LT-000478,WO-70053,50,E030,2025-08-30T12:15:00,19.53,Run,WC-INSP
LT-000479,WO-70053,50,E036,2025-09-06T12:00:00,13.02,Setup,WC-INSP
LT-000480,WO-70053,60,E047,2025-08-30T11:45:00,10.84,Setup,WC-PACK
LT-000481,WO-70053,60,E047,2025-09-02T12:00:00,3.61,Setup,WC-PACK
LT-000482,WO-70054,10,E051,2026-03-20T12:45:00,36.48,Run,WC-CNC2
LT-000483,WO-70054,10,E039,2026-03-20T11:30:00,24.32,Run,WC-CNC2
LT-000484,WO-70054,10,E013,2026-03-19T14:45:00,24.32,Run,WC-CNC2
LT-000485,WO-70054,20,E014,2026-03-19T13:15:00,19.79,Run,WC-CNC1
LT-000486,WO-70054,30,E036,2026-03-21T13:30:00,5.65,Run,WC-ASSY
LT-000487,WO-70054,30,E049,2026-03-21T11:45:00,8.47,Run,WC-ASSY
LT-000488,WO-70054,30,E013,2026-03-19T14:45:00,16.94,Run,WC-ASSY
LT-000489,WO-70054,40,E010,2026-03-15T06:45:00,5.92,Run,WC-INSP
LT-000490,WO-70054,40,E047,2026-03-19T09:15:00,8.88,Setup,WC-INSP
LT-000491,WO-70054,40,E011,2026-03-22T11:00:00,8.88,Run,WC-INSP
LT-000492,WO-70054,50,E046,2026-03-19T06:15:00,23.02,Setup,WC-PACK
LT-000493,WO-70054,50,E009,2026-03-18T12:45:00,34.53,Setup,WC-PACK
LT-000494,WO-70055,10,E019,2026-01-07T11:30:00,4.74,Run,WC-ASSY
LT-000495,WO-70055,20,E017,2026-01-09T10:30:00,0.85,Run,WC-SAW
LT-000496,WO-70055,20,E010,2026-01-01T09:30:00,1.28,Run,WC-SAW
LT-000497,WO-70055,30,E023,2025-12-31T09:45:00,3.56,Run,WC-INSP
LT-000498,WO-70055,30,E040,2026-01-01T12:30:00,3.56,Setup,WC-INSP
LT-000499,WO-70055,40,E043,2026-01-01T14:45:00,5.44,Setup,WC-PACK
LT-000500,WO-70055,40,E034,2026-01-01T10:45:00,2.72,Setup,WC-PACK
LT-000501,WO-70056,10,E051,2025-10-25T08:45:00,6.97,Setup,WC-ASSY
LT-000502,WO-70056,10,E039,2025-10-24T13:15:00,10.46,Setup,WC-ASSY
LT-000503,WO-70056,10,E018,2025-10-24T07:15:00,10.46,Setup,WC-ASSY
LT-000504,WO-70056,20,E042,2025-10-24T11:30:00,22.05,Run,WC-SAW
LT-000505,WO-70056,20,E037,2025-10-28T10:45:00,22.05,Run,WC-SAW
LT-000506,WO-70056,20,E045,2025-10-24T10:00:00,14.7,Run,WC-SAW
LT-000507,WO-70056,30,E050,2025-10-26T12:00:00,16.61,Run,WC-CNC2
LT-000508,WO-70056,30,E095,2025-10-22T09:00:00,24.92,Run,WC-CNC2
LT-000509,WO-70056,40,E037,2025-10-27T09:45:00,26.6,Setup,WC-DEBUR
LT-000510,WO-70056,40,E022,2025-10-28T13:30:00,17.73,Run,WC-DEBUR
LT-000511,WO-70056,50,E017,2025-10-22T11:30:00,10.43,Setup,WC-INSP
LT-000512,WO-70056,50,E016,2025-10-23T14:15:00,6.96,Run,WC-INSP
LT-000513,WO-70056,60,E020,2025-10-25T11:15:00,71.04,Run,WC-PACK
LT-000514,WO-70056,60,E040,2025-10-30T14:30:00,23.68,Run,WC-PACK
LT-000515,WO-70056,60,E044,2025-10-25T06:45:00,71.04,Run,WC-PACK
LT-000516,WO-70057,10,E037,2026-02-03T10:15:00,9.69,Setup,WC-ASSY
LT-000517,WO-70057,20,E010,2026-02-03T08:15:00,11.07,Setup,WC-CNC1
LT-000518,WO-70057,30,E094,2026-02-05T10:00:00,9.67,Setup,WC-INSP
LT-000519,WO-70057,40,E050,2026-02-09T12:45:00,60.39,Run,WC-PACK
LT-000520,WO-70057,40,E045,2026-02-13T14:30:00,60.39,Setup,WC-PACK
LT-000521,WO-70057,40,E040,2026-02-10T13:45:00,20.13,Run,WC-PACK
LT-000522,WO-70058,10,E051,2025-09-03T06:15:00,6.5,Run,WC-SAW
LT-000523,WO-70058,10,E014,2025-09-05T07:15:00,9.75,Run,WC-SAW
LT-000524,WO-70058,10,E024,2025-09-09T14:15:00,6.5,Setup,WC-SAW
LT-000525,WO-70058,20,E049,2025-09-09T14:30:00,27.82,Setup,WC-CNC1
LT-000526,WO-70058,20,E041,2025-09-06T08:45:00,27.82,Run,WC-CNC1
LT-000527,WO-70058,20,E053,2025-09-09T08:15:00,55.64,Run,WC-CNC1
LT-000528,WO-70058,30,E038,2025-09-09T10:45:00,6.08,Setup,WC-INSP
LT-000529,WO-70058,40,E011,2025-09-07T06:30:00,39.48,Run,WC-PACK
LT-000530,WO-70058,40,E011,2025-09-06T09:30:00,13.16,Run,WC-PACK
LT-000531,WO-70059,10,E020,2025-05-11T11:30:00,20.1,Setup,WC-CNC2
LT-000532,WO-70059,20,E033,2025-05-16T11:15:00,10.66,Setup,WC-DEBUR
LT-000533,WO-70059,30,E046,2025-05-18T10:15:00,1.61,Run,WC-INSP
LT-000534,WO-70059,30,E013,2025-05-16T11:30:00,2.42,Run,WC-INSP
LT-000535,WO-70059,30,E018,2025-05-14T12:00:00,4.84,Run,WC-INSP
LT-000536,WO-70059,40,E025,2025-05-18T06:45:00,10.87,Setup,WC-PACK
LT-000537,WO-70059,40,E031,2025-05-11T10:00:00,5.44,Run,WC-PACK
LT-000538,WO-70060,60,E010,2025-04-28T11:30:00,12.3,Setup,WC-PACK
LT-000539,WO-70061,10,E009,2025-04-06T09:30:00,48.04,Run,WC-ASSY
LT-000540,WO-70061,20,E044,2025-04-02T13:00:00,88.46,Setup,WC-SAW
LT-000541,WO-70061,30,E049,2025-04-03T06:30:00,38.92,Setup,WC-CNC2
LT-000542,WO-70061,40,E095,2025-04-09T09:15:00,96.66,Run,WC-DEBUR
LT-000543,WO-70061,50,E009,2025-04-01T10:30:00,16.62,Setup,WC-INSP
LT-000544,WO-70061,60,E031,2025-04-09T13:30:00,118.23,Run,WC-PACK
LT-000545,WO-70062,30,E052,2026-03-07T07:45:00,6.05,Setup,WC-INSP
LT-000546,WO-70062,30,E054,2026-03-11T11:00:00,4.03,Run,WC-INSP
LT-000547,WO-70062,40,E017,2026-03-11T08:15:00,14.19,Setup,WC-PACK
LT-000548,WO-70063,10,E046,2025-07-15T14:30:00,30.88,Run,WC-DEBUR
LT-000549,WO-70063,10,E048,2025-07-20T08:15:00,30.88,Run,WC-DEBUR
LT-000550,WO-70063,10,E012,2025-07-24T09:45:00,20.58,Run,WC-DEBUR
LT-000551,WO-70063,20,E021,2025-07-15T10:00:00,27.33,Run,WC-SAW
LT-000552,WO-70063,30,E046,2025-07-18T09:45:00,77.51,Run,WC-INSP
LT-000553,WO-70063,40,E053,2025-07-18T12:00:00,27.37,Run,WC-PACK
LT-000554,WO-70063,40,E038,2025-07-23T11:30:00,27.37,Setup,WC-PACK
LT-000555,WO-70064,10,E094,2025-12-04T07:45:00,6.81,Setup,WC-CNC2
LT-000556,WO-70064,10,E034,2025-11-28T08:00:00,20.44,Run,WC-CNC2
LT-000557,WO-70064,10,E050,2025-12-06T12:00:00,10.22,Setup,WC-CNC2
LT-000558,WO-70064,20,E041,2025-12-02T06:15:00,1.73,Setup,WC-CNC1
LT-000559,WO-70064,20,E009,2025-12-08T06:15:00,1.73,Setup,WC-CNC1
LT-000560,WO-70064,20,E015,2025-12-02T08:30:00,1.73,Setup,WC-CNC1
LT-000561,WO-70064,30,E049,2025-11-30T10:00:00,2.7,Run,WC-ASSY
LT-000562,WO-70064,30,E031,2025-12-08T07:45:00,2.7,Run,WC-ASSY
LT-000563,WO-70064,30,E032,2025-12-04T11:45:00,5.41,Setup,WC-ASSY
LT-000564,WO-70064,40,E041,2025-12-07T10:00:00,5.5,Run,WC-INSP
LT-000565,WO-70064,50,E022,2025-11-29T12:30:00,14.17,Setup,WC-PACK
LT-000566,WO-70065,10,E045,2026-01-30T06:30:00,1.54,Setup,WC-CNC2
LT-000567,WO-70065,10,E030,2026-01-28T06:15:00,3.07,Setup,WC-CNC2
LT-000568,WO-70065,10,E035,2026-01-31T08:45:00,1.02,Run,WC-CNC2
LT-000569,WO-70065,20,E013,2026-01-29T14:30:00,22.52,Run,WC-DEBUR
LT-000570,WO-70065,20,E039,2026-01-28T06:15:00,7.51,Run,WC-DEBUR
LT-000571,WO-70065,30,E026,2026-02-04T07:30:00,5.87,Run,WC-INSP
LT-000572,WO-70065,30,E052,2026-02-02T12:00:00,5.87,Run,WC-INSP
LT-000573,WO-70065,40,E054,2026-02-04T07:15:00,1.8,Run,WC-PACK
LT-000574,WO-70065,40,E048,2026-02-02T08:15:00,0.9,Run,WC-PACK
LT-000575,WO-70066,10,E030,2025-12-28T12:00:00,55.02,Run,WC-CNC1
LT-000576,WO-70066,10,E046,2025-12-26T06:15:00,18.34,Run,WC-CNC1
LT-000577,WO-70066,10,E049,2025-12-27T13:30:00,27.51,Run,WC-CNC1
LT-000578,WO-70066,20,E029,2025-12-18T09:30:00,5.71,Setup,WC-CNC2
LT-000579,WO-70066,20,E095,2025-12-27T13:15:00,11.41,Setup,WC-CNC2
LT-000580,WO-70066,20,E042,2025-12-27T06:15:00,5.71,Setup,WC-CNC2
LT-000581,WO-70066,30,E018,2025-12-25T09:45:00,2.82,Setup,WC-ASSY
LT-000582,WO-70066,40,E010,2025-12-27T12:15:00,35.43,Run,WC-SAW
LT-000583,WO-70066,40,E095,2025-12-21T10:00:00,35.43,Run,WC-SAW
LT-000584,WO-70066,40,E033,2025-12-22T12:30:00,53.15,Run,WC-SAW
LT-000585,WO-70066,50,E025,2025-12-23T09:00:00,15.87,Setup,WC-INSP
LT-000586,WO-70066,50,E025,2025-12-27T07:45:00,23.81,Setup,WC-INSP
LT-000587,WO-70066,60,E038,2025-12-19T08:15:00,23.42,Setup,WC-PACK
LT-000588,WO-70066,60,E016,2025-12-18T08:45:00,35.13,Run,WC-PACK
LT-000589,WO-70066,60,E094,2025-12-20T08:45:00,70.26,Setup,WC-PACK
LT-000590,WO-70067,10,E026,2025-08-31T10:30:00,5.91,Run,WC-SAW
LT-000591,WO-70067,10,E033,2025-09-01T08:45:00,2.96,Setup,WC-SAW
LT-000592,WO-70067,10,E040,2025-08-30T08:45:00,1.97,Run,WC-SAW
LT-000593,WO-70067,20,E014,2025-09-06T11:45:00,7.21,Run,WC-DEBUR
LT-000594,WO-70067,20,E034,2025-09-06T13:30:00,3.6,Run,WC-DEBUR
LT-000595,WO-70067,30,E050,2025-08-29T13:00:00,2.83,Run,WC-ASSY
LT-000596,WO-70067,40,E029,2025-09-05T14:45:00,1.18,Setup,WC-INSP
LT-000597,WO-70067,40,E037,2025-09-04T13:00:00,1.18,Run,WC-INSP
LT-000598,WO-70067,40,E049,2025-09-05T12:30:00,1.18,Run,WC-INSP
LT-000599,WO-70067,50,E048,2025-09-07T14:45:00,3.84,Run,WC-PACK
LT-000600,WO-70067,50,E013,2025-09-01T08:15:00,2.56,Run,WC-PACK
LT-000601,WO-70067,50,E025,2025-09-02T08:00:00,2.56,Run,WC-PACK
LT-000602,WO-70068,30,E052,2026-03-26T06:30:00,19.37,Setup,WC-DEBUR
LT-000603,WO-70068,30,E025,2026-03-26T14:00:00,38.74,Setup,WC-DEBUR
LT-000604,WO-70068,30,E011,2026-03-29T07:30:00,12.91,Setup,WC-DEBUR
LT-000605,WO-70068,60,E044,2026-03-26T10:30:00,1.88,Run,WC-PACK
LT-000606,WO-70069,10,E044,2025-07-25T12:30:00,55.84,Run,WC-DEBUR
LT-000607,WO-70069,20,E016,2025-07-23T11:00:00,33.28,Run,WC-CNC2
LT-000608,WO-70069,20,E025,2025-07-17T06:30:00,16.64,Setup,WC-CNC2
LT-000609,WO-70069,30,E013,2025-07-21T07:30:00,53.71,Run,WC-INSP
LT-000610,WO-70069,40,E015,2025-07-27T13:30:00,31.79,Setup,WC-PACK
LT-000611,WO-70070,10,E026,2026-03-23T14:30:00,25.02,Setup,WC-CNC1
LT-000612,WO-70070,10,E047,2026-03-20T08:00:00,12.51,Run,WC-CNC1
LT-000613,WO-70070,20,E026,2026-03-21T09:00:00,6.0,Run,WC-CNC2
LT-000614,WO-70070,20,E035,2026-03-14T13:45:00,6.0,Setup,WC-CNC2
LT-000615,WO-70070,30,E025,2026-03-14T07:15:00,1.95,Run,WC-ASSY
LT-000616,WO-70070,40,E048,2026-03-14T07:00:00,16.16,Run,WC-SAW
LT-000617,WO-70070,40,E032,2026-03-19T10:00:00,16.16,Run,WC-SAW
LT-000618,WO-70070,40,E012,2026-03-23T11:45:00,48.48,Run,WC-SAW
LT-000619,WO-70070,50,E026,2026-03-17T06:15:00,14.12,Run,WC-INSP
