Invoice Number,Customer Id,So Number,Shipment Id,Customer Po Number,Invoice Date,Due Date,Payment Terms,Merchandise Total,Freight,Sales Tax,Invoice Total,Amount Paid,Balance,Status,Delivery Method,Gl Revenue Account
INV-60150,KBD-CUST0013,SO-26159,SH-50151,4500905405,2025-07-18,2025-08-17,Net 30,23349.24,6463.7,0.0,29812.94,29812.94,0.0,Paid,Mail,4010
INV-60151,KBD-CUST0031,SO-26160,SH-50152,PUR-359778,2025-12-25,2026-02-08,Net 45,2952.36,0.0,214.05,3166.41,3166.41,0.0,Paid,Email PDF,4010
INV-60152,KBD-CUST0031,SO-26161,SH-50153,4500807727,12/17/2025,01/31/26,Net 45,10138.81,0.0,735.06,10873.87,10873.87,0.0,Paid,EDI 810,4010
INV-60153,KBD-CUST0012,SO-26162,SH-50154,P126956,2025-10-24,2025-12-23,Net 60,229.17,0.0,0.0,229.17,229.17,0.0,Paid,Mail,4010
INV-60154,KBD-CUST0012,SO-26163,SH-50155,PUR-509403,12/31/25,"Mar 01, 2026",Net 60,4888.41,1081.18,0.0,5969.59,5969.59,0.0,Paid,EDI 810,4010
INV-60155,KBD-CUST0005,SO-26164,SH-50156,PO709855,2025-06-28,2025-07-28,Net 30,12558.1,5395.03,0.0,17953.13,17953.13,0.0,Paid,Mail,4010
INV-60156,KBD-CUST0001 ,SO-26165,SH-50157,P916772,24-Jan-2026,2026-02-23,Net 30,10376.8,0.0,0.0,10376.8,0.0,10376.8,Past Due,Email PDF,4010
INV-60157,KBD-CUST0006,SO-26166,SH-50158,P574061,2026-03-15,2026-05-14,Net 60,7409.9,0.0,537.22,7947.12,0.0,7947.12,Open ,Mail,4010
INV-60158,KBD-CUST0014,SO-26167,SH-50159,PUR-800559,03/25/2026,2026-04-24,2% 10 Net 30,40434.09,0.0,0.0,40434.09,0.0,40434.09,Open,EDI 810,4010
INV-60159,KBD-CUST0031,SO-26168,SH-50160,P389682,07/08/2025,2025-08-22,Net 45,2636.56,0.0,191.15,2827.71,2827.71,0.0,Paid,Email PDF,4010
INV-60160,KBD-CUST0004,SO-26169,SH-50161,PO198002,2025-11-26,2026-01-25,Net 60,6742.64,0.0,0.0,6742.64,6742.64,0.0,Paid,Email PDF,4010
INV-60161,KBD-CUST0020,SO-26170,SH-50162,4500505285,2025-11-22,2026-01-06,Net 45,13113.85,213.2,0.0,13327.05,13327.05,0.0,Paid,EDI 810,4010
INV-60162,KBD-CUST0024,SO-26171,SH-50163,4500556402,2025-05-20,2025-07-04,Net 45,37052.45,3499.69,2686.3,43238.44,43238.44,0.0,Paid,EDI 810,4010
INV-60163,KBD-CUST0031,SO-26172,SH-50164,P994665,2025-12-12,2026-01-26,Net 45,7452.39,0.0,540.3,7992.69,7992.69,0.0,Paid,Mail,4010
INV-60164,KBD-CUST0030,SO-26173,SH-50165,P916883,2025-12-07,2026-01-06,Net 30,31711.4,9602.07,0.0,41313.47,41313.47,0.0,Paid,Email PDF,4010
INV-60165,KBD-CUST0021,SO-26174,SH-50166,PUR-465710,2026-01-16,2026-02-15,2% 10 Net 30,870.72,0.0,63.13,933.85,933.85,0.0,Paid,Email PDF,4010
INV-60166,KBD-CUST0010,SO-26175,SH-50167,4500122697,2025-07-01,2025-07-31,Net 30,13129.36,0.0,951.88,14081.24,13752.0,329.24,Short Paid,Email PDF,4010
INV-60167,KBD-CUST0025,SO-26176,SH-50168,P493475,2026-03-20,2026-05-04,Net 45,17377.22,0.0,1259.85,18637.07,0.0,18637.07,Open ,Email PDF,4010
INV-60168,KBD-CUST0015,SO-26177,SH-50169,PO349650,2025-12-23,2026-01-22,Net 30,15009.83,0.0,0.0,15009.83,15009.83,0.0,Paid,Email PDF,4010
INV-60169,KBD-CUST0008,SO-26178,SH-50170,P624260,2025-04-15,2025-06-14,Net 60,7834.0,0.0,0.0,7834.0,7834.0,0.0,Paid,Email PDF,4010
INV-60170,KBD-CUST0008,SO-26179,SH-50171,P289266,2025-11-21,"Jan 20, 2026",Net 60,20226.5,0.0,0.0,20226.5,20082.32,144.18,Short Paid,EDI 810,4010
INV-60171,KBD-CUST0014,SO-26180,SH-50172,4500770692,02/03/26,05-Mar-2026,2% 10 Net 30,32660.61,0.0,0.0,32660.61,0.0,32660.61,Past Due,Mail,4010
INV-60172,KBD-CUST0023,SO-26181,SH-50173,PUR-883440,2025-12-13,2026-02-11,Net 60,37049.5,245.56,0.0,37295.06,37295.06,0.0,Paid,Portal upload,4010
INV-60173,KBD-CUST0024,SO-26182 ,SH-50174,PUR-156821,2025-11-29,2026-01-13,Net 45,4056.67,917.06,294.11,5267.84,5267.84,0.0,Paid,Email PDF,4010
INV-60174,KBD-CUST0027,SO-26183,SH-50175,4500523118,2025-06-26,2025-07-26,Net 30,5831.5,22.11,0.0,5853.61,5853.61,0.0,Paid,Mail,4010
INV-60175,KBD-CUST0019,SO-26184,SH-50176,PUR-778174,2025-09-29,2025-11-13,Net 45,202.59,0.0,14.69,217.28,217.28,0.0,Paid,EDI 810,4010
INV-60176,KBD-CUST0025,SO-26185,SH-50177,PO151461,2025-10-16,2025-11-30,Net 45 ,23782.78,0.0,1724.25,25507.03,25400.12,106.91,Short Paid,Mail,4010
INV-60177,KBD-CUST0014 ,SO-26186 ,SH-50178,PUR-738098,2025-06-21,2025-07-21,2% 10 Net 30,2767.7,37.67,0.0,2805.37,2805.37,0.0,Paid,Email PDF,4010
INV-60178,KBD-CUST0017,SO-26187,SH-50179,PUR-772513,2025-05-25,2025-07-09,Net 45,8811.58,161.21,0.0,8972.79,8972.79,0.0,Paid,Portal upload,4010
INV-60179,KBD-CUST0001,SO-26188,SH-50180,P449413,2026-03-23,2026-04-22,Net 30,310.44,0.0,0.0,310.44,0.0,310.44,Open,Mail,4010
INV-60180,KBD-CUST0020,SO-26189,SH-50181,4500486905,2026-03-07,2026-04-21,Net 45,8908.78,711.56,0.0,9620.34,0.0,9620.34,Open,Email PDF,4010
INV-60181,KBD-CUST0021 ,SO-26190,SH-50182,P574657,2025-05-23,2025-06-22,2% 10 Net 30,5073.45,3363.22,367.83,8804.5,8804.5,0.0,Paid,Email PDF,4010
INV-60182,KBD-CUST0013,SO-26191,SH-50183,PUR-646764,2025-11-15,2025-12-15,Net 30,21541.02,0.0,0.0,21541.02,21541.02,0.0,Paid,Portal upload,4010
INV-60183,KBD-CUST0032,SO-26192,SH-50184,PO539170,2025-04-23,23-May-2025,Net 30,26949.53,289.89,0.0,27239.42,27239.42,0.0,Paid,Mail,4010
INV-60184,KBD-CUST0010,SO-26193,SH-50185,PO465684,2025-05-23,2025-06-22,Net 30,211.8,0.0,15.36,227.16,227.16,0.0,Paid,Email PDF,4010
INV-60185,KBD-CUST0025,SO-26194,SH-50186,PUR-811877,2026-02-27,2026-04-13,Net 45,1452.67,417.49,105.32,1975.48,0.0,1975.48,Open,Portal upload,4010
INV-60186,KBD-CUST0017,SO-26195,SH-50187,4500375723,2026-01-22,2026-03-08,Net 45,33226.1,0.0,0.0,33226.1,0.0,33226.1,Past Due,Email PDF,4010
INV-60187,KBD-CUST0017,SO-26196,SH-50188,4500611073,2025-10-07,2025-11-21,Net 45,148.86,44.73,0.0,193.59,193.59,0.0,Paid,Mail,4010
INV-60188,KBD-CUST0005,SO-26197,SH-50189,4500364189,2026-02-20,2026-03-22,Net 30,274.97,0.0,0.0,274.97,274.97,0.0,Paid,Email PDF,4010
INV-60189,KBD-CUST0028,SO-26198,SH-50190,P775970,2025-12-24,2026-02-07,Net 45,15489.98,393.9,0.0,15883.88,15883.88,0.0,Paid,Email PDF,4010
INV-60190,KBD-CUST0025,SO-26199,SH-50191,P357692,2025-10-29,2025-12-13,Net 45,17721.45,0.0,1284.81,19006.26,19006.26,0.0,Paid,EDI 810,4010
INV-60191,KBD-CUST0029,SO-26200,SH-50192,PO517511,2026-02-21,2026-03-23,Net 30,542.06,356.01,0.0,898.07,0.0,898.07,Past Due,Portal upload,4010
INV-60192,KBD-CUST0018,SO-26201,SH-50193,PUR-464672,2025-09-23,2025-11-07,Net 45,1800.55,609.71,0.0,2410.26,2410.26,0.0,Paid,EDI 810,4010
INV-60193,KBD-CUST0028,SO-26202,SH-50194,4500641694,2025-05-18,2025-07-02,Net 45,1954.41,59.8,0.0,2014.21,2014.21,0.0,Paid,EDI 810,4010
INV-60194,KBD-CUST0011,SO-26203,SH-50195,PO609545,2025-08-27,2025-09-26,Net 30,3383.04,971.0,245.27,4599.31,4599.31,0.0,Paid,EDI 810,4010
INV-60195,KBD-CUST0016,SO-26205,SH-50196,P857268,22-Mar-2026,2026-04-21,Net 30,27112.91,473.18,0.0,27586.09,0.0,27586.09,Open,Email PDF,4010
INV-60196,KBD-CUST0027,SO-26207,SH-50197,P791761,2025-07-07,2025-08-06,Net 30,42121.19,0.0,0.0,42121.19,41953.91,167.28,Short Paid,Mail,4010
INV-60197,KBD-CUST0007,SO-26208,SH-50198,P645727,2026-01-29,2026-02-28,Net 30,3843.03,0.0,0.0,3843.03,3843.03,0.0,Paid,Portal upload,4010
INV-60198,KBD-CUST0019,SO-26209,SH-50199,P504494,2025-08-28,12-Oct-2025 ,Net 45,58349.96,0.0,4230.37,62580.33,62580.33,0.0,Paid,Email PDF,4010
INV-60199,KBD-CUST0003,SO-26210,SH-50200,4500719514,2025-05-21,2025-06-20,Net 30,9081.25,0.0,0.0,9081.25,9081.25,0.0,Paid,Email PDF,4010
INV-60200,KBD-CUST0032,SO-26211 ,SH-50201,4500670238,2025-11-27,2025-12-27,Net 30,25266.77,0.0,0.0,25266.77,25266.77,0.0,Paid,Portal upload,4010
INV-60201,KBD-CUST0014,SO-26212,SH-50202,P800160,27-May-2025,2025-06-26,2% 10 Net 30,8642.4,0.0,0.0,8642.4,8642.4,0.0,Paid,Mail,4010
INV-60202,KBD-CUST0020,SO-26213,SH-50203,PUR-886355,2025-07-15,"Aug 29, 2025",Net 45,15790.26,0.0,0.0,15790.26,15790.26,0.0,Paid,Email PDF,4010
INV-60203,KBD-CUST0006,SO-26214,SH-50204,P288852,2025-06-23,2025-08-22,Net 60,2614.59,0.0,189.56,2804.15,2804.15,0.0,Paid,Email PDF,4010
INV-60204,KBD-CUST0029,SO-26215,SH-50205,4500643041,2025-11-25,2025-12-25,Net 30,19138.08,140.48,0.0,19278.56,19278.56,0.0,Paid,EDI 810,4010 
INV-60205,KBD-CUST0029,SO-26216,SH-50206,4500144631,2025-07-08,2025-08-07,Net 30 ,46657.11,0.0,0.0,46657.11,46657.11,0.0,Paid,Portal upload,4010
INV-60206,KBD-CUST0016,SO-26217,SH-50207,PO397851,2026-01-02,2026-02-01,Net 30,17033.77,2825.09,0.0,19858.86,19858.86,0.0,Paid,Mail,4010
INV-60207,KBD-CUST0021,SO-26218,SH-50208,PO163514,2026-03-01,2026-03-31,2% 10 Net 30,14677.61,0.0,1064.13,15741.74,0.0,15741.74,Open,EDI 810,4010
INV-60208,KBD-CUST0032,SO-26219,SH-50209,PUR-725854,2025-10-27,2025-11-26,Net 30,2237.0,3184.31,0.0,5421.31,5421.31,0.0,Paid,Email PDF,4010
INV-60209,KBD-CUST0006,SO-26220,SH-50210,PO291575,2026-03-18,2026-05-17,Net 60,1266.72,0.0,91.84,1358.56,0.0,1358.56,Open,Portal upload,4010
INV-60210,KBD-CUST0011,SO-26221,SH-50211,PUR-747530,03/07/2026,04/06/2026,Net 30,14411.7,2910.86,1044.85,18367.41,0.0,18367.41,Open,Portal upload,4010
INV-60211,KBD-CUST0013,SO-26222,SH-50212,P267635,2026-01-08,2026-02-07,Net 30,2297.75,0.0,0.0,2297.75,2297.75,0.0,Paid,EDI 810,4010
INV-60212,KBD-CUST0032,SO-26224,SH-50213,4500782588,2025-12-21,20-Jan-2026,Net 30,775.44,68.65,0.0,844.09,844.09,0.0,Paid,EDI 810,4010
INV-60213,KBD-CUST0023,SO-26225,SH-50214,4500180883,2026-02-19,2026-04-20,Net 60,12875.2,28.86,0.0,12904.06,12904.06,0.0,Paid,Mail,4010
INV-60214,KBD-CUST0001,SO-26226,SH-50215,4500362763,2025-08-02,2025-09-01,Net 30,13750.66,0.0,0.0,13750.66,13750.66,0.0,Paid,Portal upload,4010
INV-60215,KBD-CUST0004,SO-26227,SH-50216,4500163464,2026-03-14,2026-05-13,Net 60,19726.01,6505.34,0.0,26231.35,0.0,26231.35,Open,EDI 810,4010
INV-60216,KBD-CUST0004,SO-26230,SH-50217,PUR-532695,2025-11-15,2026-01-14,Net 60,3274.05,0.0,0.0,3274.05,3274.05,0.0,Paid,Email PDF,4010
INV-60217,KBD-CUST0001,SO-26231,SH-50218,PO162970,2025-05-10,2025-06-09,Net 30,16287.18,0.0,0.0,16287.18,16287.18,0.0,Paid,Email PDF,4010
INV-60218,KBD-CUST0028,SO-26233,SH-50219,4500360790,2026-03-10,2026-04-24,Net 45,15118.48,0.0,0.0,15118.48,0.0,15118.48,Open,Mail,4010
INV-60219,KBD-CUST0024 ,SO-26234,SH-50220,P786590,2025-12-14,2026-01-28,Net 45,29132.0,6344.96,2112.07,37589.03,37589.03,0.0,Paid,Mail,4010
INV-60220,KBD-CUST0003,SO-26235,SH-50221,PO297149,2025-08-15,14-Sep-2025,Net 30,7345.59,0.0,0.0,7345.59,7345.59,0.0,Paid,Portal upload,4010
INV-60221,KBD-CUST0026,SO-26236,SH-50222,P194958,2025-05-14,"May 14, 2025",COD,7676.68,2369.3,0.0,10045.98,10045.98,0.0,Paid,Email PDF,4010
INV-60222,KBD-CUST0032,SO-26237,SH-50223,4500316856,2025-05-10,2025-06-09,Net 30,146.77,46.78,0.0,193.55,193.55,0.0,Paid,Mail,4010
INV-60223,KBD-CUST0018,SO-26238,SH-50224,PUR-194246,2026-01-16,2026-03-02,Net 45,15864.61,106.87,0.0,15971.48,15971.48,0.0,Paid,EDI 810,4010
INV-60224,KBD-CUST0019,SO-26239,SH-50225,PO305990,2025-06-11,2025-07-26,Net 45,2058.0,0.0,149.2,2207.2,2207.2,0.0,Paid,Email PDF,4010
INV-60225,KBD-CUST0008,SO-26240,SH-50226,4500910400,"Feb 01, 2026",2026-04-02,Net 60,28508.83,196.24,0.0,28705.07,0.0,28705.07,Open,Mail,4010
INV-60226,KBD-CUST0007,SO-26241,SH-50227,PUR-922939,2025-08-26,2025-09-25,Net 30,5505.66,0.0,0.0,5505.66,5505.66,0.0,Paid,Email PDF,4010
INV-60227,KBD-CUST0010,SO-26242 ,SH-50228,P842603,2026-01-06,2026-02-05,Net 30,1605.91,459.93,116.43,2182.27,2099.18,83.09,Short Paid,Mail,4010
INV-60228,KBD-CUST0008,SO-26243,SH-50229,PUR-495557,2026-01-16,2026-03-17,Net 60,13674.1,128.34,0.0,13802.44,13486.87,315.57,Short Paid,Email PDF,4010
INV-60229,KBD-CUST0018,SO-26244,SH-50230,PUR-138856,2025-12-25,2026-02-08,Net 45,12780.61,194.79,0.0,12975.4,12975.4,0.0,Paid,Mail,4010
INV-60230,KBD-CUST0028,SO-26245,SH-50231,P857068,2025-11-18,2026-01-02,Net 45 ,721.14,235.36,0.0,956.5,956.5,0.0,Paid,Email PDF,4010
INV-60231,KBD-CUST0023,SO-26246,SH-50232,4500685113,2025-09-15,11/14/25,Net 60,1870.5,0.0,0.0,1870.5,1870.5,0.0,Paid,Email PDF,4010
INV-60232,KBD-CUST0017,SO-26247,SH-50233,PO990034,2025-08-01,2025-09-15,Net 45,5428.33,0.0,0.0,5428.33,5428.33,0.0,Paid,Email PDF,4010
INV-60233,KBD-CUST0028,SO-26248,SH-50234,4500866789 ,2025-05-28,2025-07-12,Net 45,301.08,512.8,0.0,813.88,813.88,0.0,Paid,EDI 810,4010
INV-60234,KBD-CUST0015,SO-26249,SH-50235,P244951,2026-02-12,2026-03-14,Net 30,537.2,0.0,0.0,537.2,537.2,0.0,Paid,EDI 810,4010
INV-60235,KBD-CUST0025,SO-26250,SH-50236,PO464794,2026-01-11,2026-02-25,Net 45,4986.4,0.0,361.51,5347.91,5347.91,0.0,Paid,Mail,4010
INV-60236,KBD-CUST0013,SO-26251,SH-50237,PUR-577436,2026-03-09,2026-04-08,Net 30,8616.99,0.0,0.0,8616.99,0.0,8616.99,Open,Email PDF,4010
INV-60237,KBD-CUST0026,SO-26252,SH-50238,P135543,2025-09-19,2025-09-19,COD,7802.7,0.0,0.0,7802.7,7802.7,0.0,Paid,EDI 810,4010
INV-60238,KBD-CUST0025,SO-26253,SH-50239,P816384,2025-05-12,06/26/25,Net 45,4796.8,4692.23,347.77,9836.8,9836.8,0.0,Paid,EDI 810,4010
INV-60239,KBD-CUST0023,SO-26254,SH-50240,4500172716,2025-06-18,2025-08-17,Net 60,37642.09,340.69,0.0,37982.78,37982.78,0.0,Paid,EDI 810,4010
INV-60240,KBD-CUST0026,SO-26255,SH-50241,PUR-373469,2026-03-26,2026-03-26,COD,444.88,0.0,0.0,444.88,0.0,444.88,Past Due,EDI 810,4010
INV-60241,KBD-CUST0016,SO-26256,SH-50242,PO769323,2025-10-28,2025-11-27,Net 30,11849.5,0.0,0.0,11849.5,11849.5,0.0,Paid,Email PDF,4010
INV-60242,KBD-CUST0023,SO-26257,SH-50243,P589909 ,2025-11-22,2026-01-21,Net 60 ,12021.9,34.58,0.0,12056.48,12056.48,0.0,Paid,Mail,4010
INV-60243,KBD-CUST0008,SO-26258,SH-50244,PUR-834700,2025-10-10,2025-12-09,Net 60,25178.32,0.0,0.0,25178.32,25178.32,0.0,Paid,Email PDF,4010
INV-60244,KBD-CUST0004,SO-26259,SH-50245,4500924304,2025-09-05,2025-11-04,Net 60,12987.09,1310.94,0.0,14298.03,14298.03,0.0,Paid,Portal upload,4010
INV-60245,KBD-CUST0010,SO-26260,SH-50246,P397894,2025-06-05,2025-07-05,Net 30,17729.28,0.0,1285.37,19014.65,19014.65,0.0,Paid,Mail,4010
INV-60246,KBD-CUST0001,SO-26261,SH-50247,P846229,2026-01-20,2026-02-19,Net 30,43959.96,474.14,0.0,44434.1,44434.1,0.0,Paid,Mail ,4010
INV-60247,KBD-CUST0032,SO-26262,SH-50248,P280729,2025-10-30,2025-11-29,Net 30,9102.66,79.69,0.0,9182.35,9182.35,0.0,Paid,Mail,4010
INV-60248,KBD-CUST0014,SO-26264,SH-50249,4500677146,2026-01-10,02/09/26,2% 10 Net 30,7763.0,2648.58,0.0,10411.58,10411.58,0.0,Paid,Portal upload,4010
INV-60249,KBD-CUST0007,SO-26265,SH-50250,PUR-133711,2025-12-07,2026-01-06,Net 30,28147.29,395.82,0.0,28543.11,28543.11,0.0,Paid,Email PDF,4010
INV-60250,KBD-CUST0024,SO-26266,SH-50251,P983118,2025-12-10,2026-01-24,Net 45,23147.11,0.0,1678.17,24825.28,24825.28,0.0,Paid,Portal upload,4010
INV-60251,KBD-CUST0006,SO-26267,SH-50252,PUR-454824,2025-10-19,2025-12-18,Net 60,18815.18,0.0,1364.1,20179.28,20179.28,0.0,Paid,Email PDF,4010
INV-60252,KBD-CUST0028,SO-26268,SH-50253,PUR-300732,2025-10-20,2025-12-04,Net 45,38150.26,1963.67,0.0,40113.93,40113.93,0.0,Paid,Email PDF,4010
INV-60253,KBD-CUST0014,SO-26269,SH-50254,PO572255,2025-08-03,2025-09-02,2% 10 Net 30,205.25,72.21,0.0,277.46,277.46,0.0,Paid,Portal upload,4010
INV-60254,KBD-CUST0016,SO-26270,SH-50255,4500321220,2026-03-06,"Apr 05, 2026",Net 30,4417.06,0.0,0.0,4417.06,0.0,4417.06,Open,Portal upload,4010
INV-60255,KBD-CUST0003,SO-26271,SH-50256,PO661843,2025-05-07,2025-06-06,Net 30,14647.55,0.0,0.0,14647.55,14647.55,0.0,Paid,Email PDF,4010
INV-60256,KBD-CUST0013,SO-26272,SH-50257,PUR-247177,2025-08-17,2025-09-16,Net 30,1013.25,611.59,0.0,1624.84,1624.84,0.0,Paid,Portal upload,4010
INV-60257,KBD-CUST0032,SO-26273,SH-50258,PUR-246169,2026-03-27,2026-04-26 ,Net 30,7046.34,773.86,0.0,7820.2,0.0,7820.2,Open,EDI 810,4010
INV-60258,KBD-CUST0001,SO-26274 ,SH-50259,P414086,06/01/2025,2025-07-01,Net 30,6261.67,0.0,0.0,6261.67,6261.67,0.0,Paid,Email PDF,4010
INV-60259,KBD-CUST0006,SO-26275,SH-50260,P300464,2025-10-31,2025-12-30,Net 60,30667.66,0.0,2223.41,32891.07,32891.07,0.0,Paid,Email PDF,4010
INV-60260,KBD-CUST0027,SO-26276,SH-50261,P384440,2025-10-26,2025-11-25,Net 30,22895.34,0.0,0.0,22895.34,22895.34,0.0,Paid,Mail,4010 
INV-60261,KBD-CUST0025,SO-26277,SH-50262,4500221331,24-Jun-2025,2025-08-08,Net 45,26692.42,8173.99,1935.2,36801.61,36801.61,0.0,Paid,Mail,4010
INV-60262,KBD-CUST0015 ,SO-26278,SH-50263,PUR-545146,2025-08-21,2025-09-20,Net 30,52198.0,10223.75,0.0,62421.75,62421.75,0.0,Paid,Portal upload,4010
INV-60263,KBD-CUST0020,SO-26279,SH-50264,PUR-257286,2026-01-09,2026-02-23,Net 45,4719.02,1086.25,0.0,5805.27,5805.27,0.0,Paid,EDI 810,4010
INV-60264,KBD-CUST0030,SO-26280,SH-50265,4500752115,2026-01-26,"Feb 25, 2026",Net 30,1566.26,534.66,0.0,2100.92,2100.92,0.0,Paid,Mail,4010
INV-60265,KBD-CUST0013,SO-26281 ,SH-50266,PO431495,2025-12-28,01/27/26,Net 30,39742.88,0.0,0.0,39742.88,39742.88,0.0,Paid,Email PDF,4010
INV-60266 ,KBD-CUST0027,SO-26282,SH-50267,P153804,2025-07-24,2025-08-23 ,Net 30,3880.15,486.62,0.0,4366.77,4366.77,0.0,Paid,Portal upload,4010
INV-60267,KBD-CUST0008,SO-26283 ,SH-50268,4500328600,2025-08-05,2025-10-04,Net 60,4920.6,0.0,0.0,4920.6,4920.6,0.0,Paid,Portal upload,4010
INV-60268,KBD-CUST0008,SO-26284,SH-50269,PO224349,2025-09-24,2025-11-23,Net 60,30649.16,0.0,0.0,30649.16,30649.16,0.0,Paid,Email PDF,4010
INV-60269,KBD-CUST0032,SO-26285,SH-50270,P105575,2026-03-16,2026-04-15,Net 30,7602.36,64.7,0.0,7667.06,0.0,7667.06,Open,Portal upload,4010
INV-60270,KBD-CUST0024,SO-26286,SH-50271,P508679,2026-03-14,2026-04-28,Net 45,36079.97,192.37,2615.8,38888.14,0.0,38888.14,Open,Email PDF,4010
INV-60271,KBD-CUST0005,SO-26287,SH-50272,PUR-648573,2025-10-03,2025-11-02,Net 30,33500.89,699.64,0.0,34200.53,34200.53,0.0,Paid,Portal upload,4010
INV-60272,KBD-CUST0029,SO-26288,SH-50273,P748711,2026-03-13,2026-04-12 ,Net 30,4608.15,229.46,0.0,4837.61,0.0,4837.61,Open,Portal upload,4010
INV-60273,KBD-CUST0021,SO-26289,SH-50274,4500472012,2026-02-04,2026-03-06,2% 10 Net 30,12080.75,0.0,875.85,12956.6,0.0,12956.6,Past Due,Email PDF,4010
INV-60274,KBD-CUST0017,SO-26290,SH-50275,P689503,2026-03-17,2026-05-01,Net 45,70284.52,0.0,0.0,70284.52,0.0,70284.52,Open,Email PDF ,4010
INV-60275,KBD-CUST0026,SO-26291,SH-50276,4500320535,2025-09-19,2025-09-19,COD,347.46,0.0,0.0,347.46,347.46,0.0,Paid,Email PDF,4010
INV-60276,KBD-CUST0007,SO-26292,SH-50277,4500659442,2026-01-02,2026-02-01,Net 30,3293.75,0.0,0.0,3293.75,3293.75,0.0,Paid,Mail,4010
INV-60277,KBD-CUST0005,SO-26293,SH-50278,P620965,2026-01-21,02/20/26,Net 30,4423.98,0.0,0.0,4423.98,0.0,4423.98,Past Due,Portal upload,4010
INV-60278,KBD-CUST0010,SO-26294,SH-50279,PUR-395980,2026-02-14,2026-03-16,Net 30,485.42,0.0,35.19,520.61,0.0,520.61,Past Due,Email PDF,4010
INV-60279,KBD-CUST0024,SO-26295,SH-50280,PO707495,29-Dec-2025,2026-02-12,Net 45 ,21858.35,983.16,1584.73,24426.24,24426.24,0.0,Paid,Email PDF,4010 
INV-60280,KBD-CUST0031,SO-26296,SH-50281,PO411104,2025-09-16,2025-10-31,Net 45,43093.5,1118.43,3124.28,47336.21,47336.21,0.0,Paid,EDI 810,4010
INV-60281,KBD-CUST0003,SO-26297,SH-50282 ,P224576,2025-09-18,2025-10-18,Net 30,12372.74,0.0,0.0,12372.74,12372.74,0.0,Paid,Portal upload ,4010
INV-60282,KBD-CUST0025,SO-26298,SH-50283,PO632238,2025-06-23,2025-08-07,Net 45,15611.17,3333.79,1131.81,20076.77,20076.77,0.0,Paid,Portal upload,4010
INV-60283,KBD-CUST0004,SO-26299,SH-50284,P751269,2025-05-08,2025-07-07,Net 60,4846.0,0.0,0.0,4846.0,4846.0,0.0,Paid ,Email PDF,4010
INV-60284,KBD-CUST0028,SO-26300,SH-50285,4500143860,2025-05-12,2025-06-26,Net 45,34820.8,210.02,0.0,35030.82,35030.82,0.0,Paid,Portal upload,4010
INV-60285,KBD-CUST0006,SO-26301,SH-50286,PUR-486505,2025-06-23,22-Aug-2025,Net 60,15645.28,7823.15,1134.28,24602.71,24602.71,0.0,Paid,EDI 810,4010
INV-60286,KBD-CUST0011,SO-26302,SH-50287,PUR-250256,2025-12-05,2026-01-04,Net 30,5459.62,0.0,395.82,5855.44,5855.44,0.0,Paid,Email PDF,4010
INV-60287,KBD-CUST0023,SO-26303,SH-50288,4500517368,2025-09-04,2025-11-03,Net 60,48671.48,1460.75,0.0,50132.23,50132.23,0.0,Paid,Mail,4010
INV-60288,KBD-CUST0001,SO-26304,SH-50289,4500657787,2026-02-21,2026-03-23,Net 30 ,1143.0,0.0,0.0,1143.0,0.0,1143.0,Past Due,Mail,4010
INV-60289,KBD-CUST0028,SO-26305,SH-50290,4500780029,2025-07-12,08/26/2025,Net 45,2263.23,0.0,0.0,2263.23,2263.23,0.0,Paid,Email PDF,4010
INV-60290,KBD-CUST0015,SO-26306,SH-50291,PUR-429212,2025-07-21,2025-08-20,Net 30,5283.65,553.92,0.0,5837.57,5837.57,0.0,Paid,Email PDF,4010
INV-60291,KBD-CUST0007 ,SO-26307,SH-50292,P908424,2026-02-18,2026-03-20,Net 30,5309.47,0.0,0.0,5309.47,0.0,5309.47,Past Due,Email PDF,4010
INV-60292,KBD-CUST0031,SO-26308,SH-50293,PUR-237627,2026-03-26 ,2026-05-10,Net 45,15936.62,0.0,1155.4,17092.02,0.0,17092.02,Open,EDI 810,4010
INV-60293,KBD-CUST0023,SO-26309,SH-50294,PO710832,2025-10-03,12/02/25,Net 60,17643.57,9401.25,0.0,27044.82,27044.82,0.0,Paid,Email PDF,4010
INV-60294,KBD-CUST0028,SO-26310,SH-50295,4500705581,23-Mar-2026,2026-05-07,Net 45,2870.6,3690.24,0.0,6560.84,0.0,6560.84,Open,Email PDF,4010
INV-60295,KBD-CUST0032,SO-26311,SH-50296,PO660989,2025-05-19,2025-06-18,Net 30,25551.11,440.18,0.0,25991.29,25991.29,0.0,Paid,Email PDF,4010
INV-60296,KBD-CUST0011,SO-26312,SH-50297,4500136174,2025-06-25,2025-07-25,Net 30,323.66,284.06,23.47,631.19,631.19,0.0,Paid ,Portal upload,4010
INV-60297,KBD-CUST0005,SO-26314 ,SH-50298,P544573,"Aug 12, 2025",09/11/25 ,Net 30,29864.91,0.0,0.0,29864.91,29864.91,0.0,Paid,Email PDF,4010
INV-60298,KBD-CUST0025,SO-26315,SH-50299,PO498957,2026-02-12,2026-03-29,Net 45,36019.84,451.35,2611.44,39082.63,39082.63,0.0,Paid,EDI 810,4010
