Invoice Number,Line,Item Id,Qty,Unit Price,Extended,Unit Cost,Margin
INV-60138,4,SHEA-1038,3,457.09,1371.27,295.28000000000003,485.43
INV-60138,5,SHEA-1064,1,205.2,205.2,139.88,65.32
INV-60139,1,CONV-1043,1,2484.13,2484.13,1971.53,512.6
INV-60139,2,SHEA-1064,1,205.2,205.2,139.88,65.32
INV-60139,3,TIMI-1075,25,96.26,2406.5,72.76,587.5
INV-60139,4,TIMI-1017,10,67.52,675.2,50.69,168.3
INV-60139,5,MOUN-1034,25,40.52,1013.0,23.82,417.5
INV-60140,1,CONV-1022,2,2393.41,4786.82,2154.05,478.72
INV-60140,2,CONV-1043,2,2622.13,5244.26,1971.53,1301.2
INV-60140,3,CONV-1052,2,3843.03,7686.06,2311.6,3062.86
INV-60141,1,TIMI-1014,1,75.71,75.71,49.480000000000004,26.23
INV-60141,2,GAT-B62,12,17.6,211.2,12.7,58.8
INV-60142,1,MOUN-1034,10,40.52,405.2,23.82,167.0
INV-60142,2,SHEA-1088,5,271.59,1357.95,189.79,409.0
INV-60143,1,TIM-LM11949-LM11910,1,8.17,8.17,7.6,0.57
INV-60143,2,TIMI-1030,12,91.12,1093.44,66.14,299.76
INV-60143,3,GEAR-1010,1,3972.42,3972.42,2784.15,1188.27
INV-60143,4,TIMI-1058,100,110.11,11011.0,84.45,2566.0
INV-60143,5,CONV-1023,3,5330.68,15992.04,3652.15,5035.59
INV-60144,1,CONV-1023,5,5850.75,29253.75,3652.15,10993.0
INV-60145,1,CONV-1059,3,4986.4,14959.2,3693.63,3878.31
INV-60145,2,ROLL-1079,2,152.43,304.86,102.65,99.56
INV-60146,1,TIMI-1030,12,100.01,1200.12,66.14,406.44
INV-60146,2,SPRO-1070,6,36.16,216.96,22.96,79.2
INV-60146,3,TIMI-1058,2,120.85,241.7,84.45,72.8
INV-60146 ,5,CONV-1059,1,4986.4,4986.4,3693.63,1292.77
INV-60147,1,SPRO-1027,200,97.04,19408.0,77.98,3812.0
INV-60147,2,ROLL-1079,1,160.9,160.9,102.65,58.25
INV-60148,1,SPRO-1050,25,17.09,427.25,12.85,106.0
INV-60149,1,BRI-HHCS-0500-13-200-G8,1,56.79,56.79,44.75,12.04
INV-60149,2,CONV-1023,3,5850.75,17552.25,3652.15,6595.8
INV-60150,1,MOUN-1008,200,109.84,21968.0,71.79,7610.0
INV-60150,2,SPRO-1011,5,201.54,1007.7,118.48,415.3
INV-60150,3,SHEA-1072,2,133.97,267.94,101.96000000000001,64.02
INV-60150,4,GAT-B62,6,17.6,105.6,12.7,29.4
INV-60151,1,DOD-TXT315,2,1476.18,2952.36,1180.0,592.36
INV-60152,1,TIMI-1058,12,120.85,1450.2,84.45,436.8
INV-60152,2,CONV-1039,1,8688.61,8688.61,7046.72,1641.89
INV-60153,1,ROLL-1044,1,229.17,229.17,140.68,88.49
INV-60154,1,AC-1074,1,2484.73,2484.73,1663.14,821.59
INV-60154,2,ROLL-1012,25,52.66,1316.5,47.52,128.5
INV-60154,3,GEAR-1067,2,543.59,1087.18,498.09000000000003,91.0
INV-60155,1,MOUN-1029,100,118.01,11801.0,86.28,3173.0
INV-60155,3,TIMI-1014,10,75.71,757.1,49.480000000000004,262.3
INV-60156,2,AC-1048,5,2075.36,10376.8,1745.47,1649.45
INV-60157,1,CONV-1089,1,7409.9,7409.9,5864.59,1545.31
INV-60158,1,SPRO-1041,200,45.37,9074.0,35.35,2004.0
INV-60158,2,BRI-HHCS-0500-13-200-G8,1,51.74,51.74,44.75,6.99
INV-60158,3,CONV-1042,5,6261.67,31308.35,5159.58,5510.45
INV-60159,1,CONV-1022,1,2636.56,2636.56,2154.05,482.51
INV-60160,1,SHEA-1028,3,431.74,1295.22,284.6,441.42
INV-60160,2,GEAR-1010 ,1,3972.42,3972.42,2784.15,1188.27
INV-60160,3,SPRO-1050,100,14.75,1475.0,12.85,190.0
INV-60161,1,AC-1074,5,2622.77,13113.85,1663.14,4798.15
INV-60162,1,ROLL-1012,4,62.25,249.0,47.52,58.92
INV-60162,2,SPRO-1002 ,10,94.81,948.1,65.84,289.7
INV-60162,3,CONV-1065,5,4790.87,23954.35,2903.56,9436.55
INV-60162 ,4,TIMI-1071,100,119.01,11901.0,74.85000000000001,4416.0
INV-60163,1,CONV-1043,3,2484.13,7452.39,1971.53,1537.8
INV-60164,1,TIMI-1071,25,113.06,2826.5,74.85000000000001,955.25
INV-60164,2,SHEA-1082,5,301.38,1506.9,186.61,573.85
INV-60164,3,MOUN-1029,200,136.89,27378.0,86.28,10122.0
INV-60165,1,SHEA-1068,3,290.24,870.72,180.78,328.38
INV-60166,2,GEAR-1067,1,702.31,702.31,498.09000000000003,204.22
INV-60166,3,CONV-1065,1,4790.87,4790.87,2903.56,1887.31
INV-60166,4,CONV-1042,1,7636.18,7636.18,5159.58,2476.6
INV-60167,1,CONV-1039,2,8688.61,17377.22,7046.72,3283.78
INV-60168,1,CONV-1013,3,4194.61,12583.83,2336.18,5575.29
INV-60168,2,SPRO-1027,25,97.04,2426.0,77.98,476.5
INV-60169,1,MOUN-1034,200,39.17,7834.0,23.82,3070.0
INV-60170,3,CONV-1052,5,4045.3,20226.5,2311.6,8668.5
INV-60171,1,GEAR-1060,5,4044.95,20224.75,3102.4300000000003,4712.6
INV-60171,2,AC-1057,2,963.43,1926.86,687.08,552.7
INV-60171,3,TIMI-1058,50,110.11,5505.5,84.45,1283.0
INV-60171,4,MOUN-1008,50,100.07,5003.5,71.79,1414.0
INV-60172,1,CONV-1089,5,7409.9,37049.5,5864.59,7726.55
INV-60173,1,TIMI-1056,10,27.88,278.8,17.21,106.7
INV-60173,2,SHEA-1037,6,159.37,956.22,99.06,361.86
INV-60173,3,SHEA-1049,5,277.65,1388.25,153.4,621.25
INV-60173,4,SHEA-1088,5,286.68,1433.4,189.79,484.45
INV-60174,1,CONV-1051,1,5831.5,5831.5,4147.58,1683.92
INV-60175,1,SPRO-1069,1,202.59,202.59,115.11,87.48
INV-60176 ,1,CONV-1046,2,9278.78,18557.56,7311.89,3933.78
INV-60176,2,AC-1057,2,1057.42,2114.84,687.08,740.68
INV-60176,3,ROLL-1012,25,56.02,1400.5,47.52,212.5
INV-60176,4,SHEA-1064,2,205.2,410.4,139.88,130.64
INV-60176,5,SHEA-1077,12,108.29,1299.48,67.98,483.72
INV-60177,1,GEAR-1016,1,2767.7,2767.7,2265.26,502.44
INV-60178,1,SHEA-1072 ,1,148.86,148.86,101.96000000000001,46.9
INV-60178,2,SHEA-1068,1,305.52,305.52,180.78,124.74
INV-60178,3,AC-1063,3,2247.5,6742.5,1677.24,1710.78
INV-60178,4,SHEA-1003,5,322.94,1614.7,235.72,436.1
INV-60179,1,BRI-HHCS-0500-13-200-G8,6,51.74,310.44,44.75,41.94
INV-60180,1,GEAR-1016,1,3206.48,3206.48,2265.26,941.22
INV-60180,2,SPRO-1002,4,73.0,292.0,65.84,28.64
INV-60180,3,SKF-6205-2RS1,200,4.85,970.0,3.55,260.0
INV-60180,4,MOUN-1081,50,79.13,3956.5,61.24,894.5
INV-60180,5,ROLL-1044,2,241.9,483.8,140.68,202.44
INV-60181,1,SKF-6308-2Z,50,12.66,633.0,10.25,120.5
INV-60181,2,AC-1063,1,1985.66,1985.66,1677.24,308.42
INV-60181,3,SHEA-1003,1,306.79,306.79,235.72,71.07
INV-60181,4,SPRO-1047,100,21.48,2148.0,13.77,771.0
INV-60182,1,BRI-HHCS-0500-13-200-G8,1,56.79,56.79,44.75,12.04
INV-60182,2,SHEA-1045,200,64.37,12874.0,47.68,3338.0
INV-60182,4,CONV-1052,1,3640.77,3640.77,2311.6,1329.17
INV-60182,5,AC-1074,2,2484.73,4969.46,1663.14,1643.18
INV-60183,1,MOUN-1081,6,79.13,474.78,61.24,107.34
INV-60183,2,ROLL-1053,4,129.24,516.96,86.10000000000001,172.56
INV-60183,4,AC-1006,5,3521.74,17608.7,2130.52,6956.1
INV-60183,5,CONV-1022,3,2783.03,8349.09,2154.05,1886.94
INV-60184,1,SHEA-1007,1,211.8,211.8,129.94,81.86
INV-60185,1,MOUN-1018,3,173.84,521.52,109.13,194.13
INV-60185,2,TIM-LM11949-LM11910,100,8.96,896.0,7.6,136.0
INV-60185,3,SPRO-1055,1,35.15,35.15,26.94,8.21
INV-60186,1,AC-1074,3,2760.81,8282.43,1663.14,3293.01
INV-60186 ,2,SPRO-1050,10,17.99,179.9,12.85,51.4
INV-60186,3,MOUN-1008,200,122.04,24408.0,71.79,10050.0
INV-60186,4,SHEA-1049,1,277.65,277.65,153.4,124.25
INV-60186 ,5,SPRO-1055,2,39.06,78.12,26.94,24.24
INV-60187,1,SHEA-1072,1,148.86,148.86,101.96000000000001,46.9
INV-60188,1,SHEA-1068,1,274.97,274.97,180.78,94.19
INV-60189,1,AC-1054,1,2419.21,2419.21,1828.58,590.63
INV-60189,2,AC-1063,1,2022.75,2022.75,1677.24,345.51
INV-60189,3,AC-1006,3,3336.39,10009.17,2130.52,3617.61
INV-60189,4,SHEA-1088,3,271.59,814.77,189.79,245.4
INV-60189,5,ROLL-1012,4,56.02,224.08,47.52,34.0
INV-60190,1,GEAR-1016,5,3037.72,15188.6,2265.26,3862.3
INV-60190,2,TIMI-1017,10,67.52,675.2,50.69,168.3
INV-60190,3,SHEA-1082,5,265.53,1327.65,186.61,394.6
INV-60190,4,SPRO-1047,25,21.2,530.0,13.77,185.75
INV-60191,1,ROLL-1012,6,48.74,292.44,47.52,7.32
INV-60191,2,MOUN-1083,2,124.81,249.62,87.77,74.08
INV-60192,1,SPRO-1055,10,32.03,320.3,26.94,50.9
INV-60192,2,TIM-LM11949-LM11910,4,8.17,32.68,7.6,2.28
INV-60192,4,GEAR-1066,1,1447.57,1447.57,1270.02,177.55
INV-60193,1,MOUN-1081 ,1,74.96,74.96,61.24,13.72
INV-60193,2,GEAR-1066,1,1588.8,1588.8,1270.02,318.78
INV-60193,3,SHEA-1003,1,290.65,290.65,235.72,54.93
INV-60194,1,SPRO-1027,4,83.76,335.04,77.98,23.12
INV-60194,2,GAT-B62,200,15.24,3048.0,12.7,508.0
INV-60195,2,CONV-1065,2,4311.78,8623.56,2903.56,2816.44
INV-60195,3,SKF-6308-2Z,50,10.44,522.0,10.25,9.5
INV-60195,4,AC-1086,5,3593.47,17967.35,2390.86,6013.05
INV-60196,1,TIMI-1075,100,101.61,10161.0,72.76,2885.0
INV-60196,2,AC-1086,3,3793.1,11379.3,2390.86,4206.72
INV-60196,3,MOUN-1062,2,210.21,420.42,135.75,148.92
INV-60196,4,CONV-1042,3,6456.39,19369.17,5159.58,3890.43
INV-60196,5,MOUN-1081,10,79.13,791.3,61.24,178.9
INV-60197,1,CONV-1052,1,3843.03,3843.03,2311.6,1531.43
INV-60198 ,1,CONV-1059,1,5540.44,5540.44,3693.63,1846.81
INV-60198,2,SHEA-1019,4,174.83,699.32,94.5,321.32
INV-60198,3,MOUN-1008,200,122.04,24408.0,71.79,10050.0
INV-60198,4,CONV-1059,5,5540.44,27702.2,3693.63,9234.05
INV-60199,1,SPRO-1069,1,202.59,202.59,115.11,87.48
INV-60199,2,GEAR-1066,2,1765.33,3530.66,1270.02,990.62
INV-60199,3,TIMI-1075,50,106.96,5348.0,72.76,1710.0
INV-60200,1,SPRO-1061,200,106.03,21206.0,87.28,3750.0
INV-60200,2,AC-1033,2,1370.96,2741.92,1093.27,555.38
INV-60200,3,SHEA-1049,5,263.77,1318.85,153.4,551.85
INV-60201,1,SHEA-1003,1,264.81,264.81,235.72,29.09
INV-60201,2,GEAR-1066,3,1447.57,4342.71,1270.02,532.65
INV-60201,3,DOD-TXT315,3,1344.96,4034.88,1180.0,494.88
INV-60202,1,CONV-1059,3,5263.42,15790.26,3693.63,4709.37
INV-60203,1,MOUN-1062,1,210.21,210.21,135.75,74.46
INV-60203,2,AC-1048,1,2404.38,2404.38,1745.47,658.91
INV-60204,1,SHEA-1088,1,271.59,271.59,189.79,81.8
INV-60204,2,GEAR-1016,1,3037.72,3037.72,2265.26,772.46
INV-60204,3,GEAR-1060,1,4439.57,4439.57,3102.4300000000003,1337.14
INV-60204,4,AC-1048,5,2277.84,11389.2,1745.47,2661.85
INV-60205,1,GEAR-1080,1,2297.75,2297.75,1484.33,813.42
INV-60205,2,GEAR-1010,3,4359.98,13079.94,2784.15,4727.49
INV-60205,3,SHEA-1082,1,285.52,285.52,186.61,98.91
INV-60205,4,SPRO-1027,100,91.94,9194.0,77.98,1396.0
INV-60205,5,GEAR-1010,5,4359.98,21799.9,2784.15,7879.15
INV-60206,1,SHEA-1068,3,274.97,824.91,180.78,282.57
INV-60206,2,SHEA-1019,100,157.35,15735.0,94.5,6285.0
INV-60206,3,SHEA-1028,1,473.86,473.86,284.6,189.26
INV-60207,1,MOUN-1062,1,210.21,210.21,135.75,74.46
INV-60207,2,ROLL-1053,10,129.24,1292.4,86.10000000000001,431.4
INV-60207,3,MOUN-1083,100,131.75,13175.0,87.77,4398.0
INV-60208,1,SPRO-1047,100,22.37,2237.0,13.77,860.0
INV-60209,1,TIMI-1030,12,105.56,1266.72,66.14,473.04
INV-60210,1,MOUN-1081,2,68.3,136.6,61.24,14.12
INV-60210,2,SHEA-1037,100,140.52,14052.0,99.06,4146.0
INV-60210,3,ROLL-1053,2,111.55,223.1,86.10000000000001,50.9
INV-60211,1,GEAR-1080,1,2297.75,2297.75,1484.33,813.42
INV-60212,1,ROLL-1053,6,129.24,775.44,86.10000000000001,258.84
INV-60213,1,GEAR-1080,5,2425.4,12127.0,1484.33,4705.35
INV-60213,2,ROLL-1079,5,149.64,748.2,102.65,234.95
INV-60214,1,CONV-1065,1,3928.51,3928.51,2903.56,1024.95
INV-60214,2,AC-1086,3,3274.05,9822.15,2390.86,2649.57
INV-60215,1,AC-1048,5,1784.81,8924.05,1745.47,196.7
INV-60215,2,TIMI-1000,200,51.05,10210.0,43.53,1504.0
INV-60215,3,SHEA-1077,6,98.66,591.96,67.98,184.08
INV-60216,1,AC-1086,1,3274.05,3274.05,2390.86,883.19
INV-60217,1,SHEA-1049,1,227.67,227.67,153.4,74.27
INV-60217,2,CONV-1065,1,3928.51,3928.51,2903.56,1024.95
INV-60217,3,TIMI-1071,25,97.59,2439.75,74.85000000000001,568.5
INV-60217,4,SHEA-1088,5,247.45,1237.25,189.79,288.3
INV-60217,5,CONV-1046,1,8454.0,8454.0,7311.89,1142.11
INV-60218,1,SPRO-1002,10,85.33,853.3,65.84,194.9
INV-60218,2,CONV-1046 ,1,9278.78,9278.78,7311.89,1966.89
INV-60218,3,CONV-1059,1,4986.4,4986.4,3693.63,1292.77
INV-60219,1,SHEA-1037,200,145.66,29132.0,99.06,9320.0
INV-60220,1,AC-1054,2,2688.01,5376.02,1828.58,1718.86
INV-60220,2,SHEA-1019,10,174.83,1748.3,94.5,803.3
INV-60220,3,MOUN-1062,1,221.27,221.27,135.75,85.52
INV-60221,1,SPRO-1055,50,35.15,1757.5,26.94,410.5
INV-60221,2,GEAR-1067,1,632.08,632.08,498.09000000000003,133.99
INV-60221,3,AC-1057,5,1057.42,5287.1,687.08,1851.7
INV-60222,1,ROLL-1021 ,1,146.77,146.77,81.74,65.03
INV-60223,2,SPRO-1055,1,32.03,32.03,26.94,5.09
INV-60223,3,CONV-1039,2,7916.29,15832.58,7046.72,1739.14
INV-60224,1,TIMI-1058,10,134.28,1342.8,84.45,498.3
INV-60224,2,SHEA-1045,10,71.52,715.2,47.68,238.4
INV-60225,1,CONV-1051 ,5,5524.58,27622.9,4147.58,6885.0
INV-60225,2,MOUN-1008,1,122.04,122.04,71.79,50.25
INV-60225,3,ROLL-1044,3,254.63,763.89,140.68,341.85
INV-60226,1,SHEA-1035,2,197.53,395.06,148.52,98.02
INV-60226,3,AC-1086,1,3793.1,3793.1,2390.86,1402.24
INV-60226,4,MOUN-1083,10,131.75,1317.5,87.77,439.8
INV-60227,1,TIMI-1056,4,27.88,111.52,17.21,42.68
INV-60227,2,TIMI-1032,6,54.1,324.6,32.99,126.66
INV-60227,3,SHEA-1003,1,322.94,322.94,235.72,87.22
INV-60227,4,ROLL-1079,5,169.37,846.85,102.65,333.6
INV-60228,1,MOUN-1034,12,45.02,540.24,23.82,254.4
INV-60228,2,GEAR-1060,1,4932.86,4932.86,3102.4300000000003,1830.43
INV-60228,3,DOD-TXT315,5,1640.2,8201.0,1180.0,2301.0
INV-60229,2,AC-1040,5,663.95,3319.75,609.44,272.55
INV-60229,3,AC-1048,3,2075.36,6226.08,1745.47,989.67
INV-60229,4,AC-1006,1,3039.82,3039.82,2130.52,909.3
INV-60229,5,ROLL-1026,1,194.96,194.96,129.92000000000002,65.04
INV-60230,1,SPRO-1004,6,50.89,305.34,42.84,48.3
INV-60230,2,TIMI-1020 ,6,69.3,415.8,52.03,103.62
INV-60231,1,SHEA-1037,10,162.8,1628.0,99.06,637.4
INV-60231,2,SKF-6205-2RS1,50,4.85,242.5,3.55,65.0
INV-60232,1,CONV-1013,1,4415.38,4415.38,2336.18,2079.2
INV-60232,2,SPRO-1069,5,202.59,1012.95,115.11,437.4
INV-60233,1,TIMI-1056,12,25.09,301.08,17.21,94.56
INV-60234,1,SPRO-1004,10,53.72,537.2,42.84,108.8
INV-60235,1,CONV-1059,1,4986.4,4986.4,3693.63,1292.77
INV-60236,1,AC-1085,1,480.61,480.61,365.76,114.85
INV-60236,2,SKF-6308-2Z,2,12.0,24.0,10.25,3.5
INV-60236,3,SHEA-1019,50,157.35,7867.5,94.5,3142.5
INV-60236,4,ROLL-1053,2,122.44,244.88,86.10000000000001,72.68
INV-60237,1,SPRO-1055,12,35.15,421.8,26.94,98.52
INV-60237,2,DOD-TXT315,5,1476.18,7380.9,1180.0,1480.9
INV-60238,1,TIMI-1056,100,25.09,2509.0,17.21,788.0
INV-60238,2,ROLL-1021,10,139.04,1390.4,81.74,573.0
INV-60238,3,ROLL-1021,6,139.04,834.24,81.74,343.8
INV-60238,4,SPRO-1076,4,15.79,63.16,13.24,10.2
INV-60239,1,SHEA-1035,3,197.53,592.59,148.52,147.03
INV-60239,3,CONV-1089,5,7409.9,37049.5,5864.59,7726.55
INV-60240,1,SHEA-1037,1,154.23,154.23,99.06,55.17
INV-60240,2,SHEA-1003,1,290.65,290.65,235.72,54.93
INV-60241,1,SHEA-1025,1,238.31,238.31,153.95000000000002,84.36
INV-60241,2,ROLL-1053,1,122.44,122.44,86.10000000000001,36.34
INV-60241,3,GEAR-1080,5,2297.75,11488.75,1484.33,4067.1
INV-60242,1,AC-1048,5,2404.38,12021.9,1745.47,3294.55
INV-60243,1,SPRO-1078,200,123.96,24792.0,69.25,10942.0
INV-60243,2,MOUN-1018,2,193.16,386.32,109.13,168.06
INV-60244,1,TIMI-1020,6,63.14,378.84,52.03,66.66
INV-60244,2,SPRO-1078,25,101.65,2541.25,69.25,810.0
INV-60244,3,CONV-1051,2,5033.5,10067.0,4147.58,1771.84
INV-60245,1,GEAR-1084,2,5909.76,11819.52,3456.0,4907.52
INV-60245,2,GEAR-1084,1,5909.76,5909.76,3456.0,2453.76
INV-60246,1,SHEA-1045,25,58.65,1466.25,47.68,274.25
INV-60246,2,CONV-1059,5,4543.16,22715.8,3693.63,4247.65
INV-60246,3,GEAR-1016,1,2767.7,2767.7,2265.26,502.44
INV-60246,4,SPRO-1087,12,53.33,639.96,44.550000000000004,105.36
INV-60246,5,AC-1086,5,3274.05,16370.25,2390.86,4415.95
INV-60247,1,CONV-1065,2,4551.33,9102.66,2903.56,3295.54
INV-60248,1,MOUN-1031,50,48.6,2430.0,38.78,491.0
INV-60248,2,SPRO-1087,100,53.33,5333.0,44.550000000000004,878.0
INV-60249 ,1,CONV-1039,3,9171.31,27513.93,7046.72,6373.77
INV-60249,2,TIMI-1030,6,105.56,633.36,66.14,236.52
INV-60250,1,AC-1033,1,1443.12,1443.12,1093.27,349.85
INV-60250,2,CONV-1052,2,4045.3,8090.6,2311.6,3467.4
INV-60250,3,SPRO-1061,4,121.32,485.28,87.28,136.16
INV-60250,4,ROLL-1079,3,169.37,508.11,102.65,200.16
INV-60250,5,BRI-HHCS-0500-13-200-G8,200,63.1,12620.0,44.75,3670.0
INV-60251,1,MOUN-1018,3,183.5,550.5,109.13,223.11
INV-60251,2,MOUN-1031,12,55.63,667.56,38.78,202.2
INV-60251,3,AC-1074,2,2622.77,5245.54,1663.14,1919.26
INV-60251,4,CONV-1023,2,6175.79,12351.58,3652.15,5047.28
INV-60252,1,TIMI-1000,12,56.02,672.24,43.53,149.88
INV-60252,2,SPRO-1061,200,109.19,21838.0,87.28,4382.0
INV-60252,3,AC-1048,5,2072.83,10364.15,1745.47,1636.8
INV-60252,4,AC-1085,1,480.61,480.61,365.76,114.85
INV-60252,5,GEAR-1073,2,2397.63,4795.26,1938.75,917.76
INV-60253,1,SKF-6205-2RS1,1,4.19,4.19,3.55,0.64
INV-60253,2,SPRO-1027,1,83.76,83.76,77.98,5.78
INV-60253,3,SHEA-1045,2,58.65,117.3,47.68,21.94
INV-60254,1,TIM-LM11949-LM11910,6,8.96,53.76,7.6,8.16
INV-60254,2,SPRO-1087,10,58.54,585.4,44.550000000000004,139.9
INV-60254,3,SHEA-1068,5,274.97,1374.85,180.78,470.95
INV-60254,4,AC-1085,5,480.61,2403.05,365.76,574.25
INV-60255,2,CONV-1022,5,2929.51,14647.55,2154.05,3877.3
INV-60256,1,SPRO-1041,1,57.91,57.91,35.35,22.56
INV-60256,2,SPRO-1009,10,38.43,384.3,24.54,138.9
INV-60256,3,SHEA-1082,2,285.52,571.04,186.61,197.82
INV-60257 ,1,TIM-LM11949-LM11910,100,9.46,946.0,7.6,186.0
INV-60257,2,SHEA-1019,10,166.09,1660.9,94.5,715.9
INV-60257,4,DOD-TXT315,1,1558.19,1558.19,1180.0,378.19
INV-60257,5,SPRO-1061,25,115.25,2881.25,87.28,699.25
INV-60258,1,CONV-1042,1,6261.67,6261.67,5159.58,1102.09
INV-60259,2,GEAR-1060,3,4686.22,14058.66,3102.4300000000003,4751.37
INV-60259,4,SHEA-1019,100,166.09,16609.0,94.5,7159.0
INV-60260,1,CONV-1022,5,2783.03,13915.15,2154.05,3144.9
INV-60260,2,SPRO-1055,200,37.11,7422.0,26.94,2034.0
INV-60260,3,DOD-TXT315,1,1558.19,1558.19,1180.0,378.19
INV-60261,1,SPRO-1078,12,111.56,1338.72,69.25,507.72
INV-60261,2,MOUN-1083,200,124.81,24962.0,87.77,7408.0
INV-60261,3,MOUN-1031,2,45.85,91.7,38.78,14.14
INV-60261,4,SKF-6308-2Z,25,12.0,300.0,10.25,43.75
INV-60262,1,ROLL-1053,200,129.24,25848.0,86.10000000000001,8628.0
INV-60262,2,MOUN-1083,200,131.75,26350.0,87.77,8796.0
INV-60263,1,SHEA-1068,5,290.24,1451.2,180.78,547.3
INV-60263,2,MOUN-1008,1,115.94,115.94,71.79,44.15
INV-60263,3,AC-1040,3,845.29,2535.87,609.44,707.55
INV-60263,4,SPRO-1047,25,22.37,559.25,13.77,215.0
INV-60263,5,TIM-LM11949-LM11910,6,9.46,56.76,7.6,11.16
INV-60264,1,TIMI-1075,4,101.61,406.44,72.76,115.4
INV-60264,2,TIMI-1032,6,51.39,308.34,32.99,110.4
INV-60264,3,ROLL-1044,1,212.87,212.87,140.68,72.19
INV-60264,4,ROLL-1044,3,212.87,638.61,140.68,216.57
INV-60265,1,SPRO-1004,2,50.89,101.78,42.84,16.1
INV-60265,2,SHEA-1072,2,133.97,267.94,101.96000000000001,64.02
INV-60265,3,SHEA-1019,200,141.62,28324.0,94.5,9424.0
INV-60265,4,CONV-1051,2,5524.58,11049.16,4147.58,2754.0
INV-60266,1,ROLL-1021,10,146.77,1467.7,81.74,650.3
INV-60266,3,SHEA-1038,5,482.49,2412.45,295.28000000000003,936.05
INV-60267,1,DOD-TXT315,3,1640.2,4920.6,1180.0,1380.6
INV-60268,1,AC-1006,2,3707.1,7414.2,2130.52,3153.16
INV-60268,2,MOUN-1034,2,45.02,90.04,23.82,42.4
INV-60268,3,CONV-1013,5,4415.38,22076.9,2336.18,10396.0
INV-60268,4,AC-1085,2,534.01,1068.02,365.76,336.5
INV-60269,1,CONV-1089,1,7409.9,7409.9,5864.59,1545.31
INV-60269,2,SPRO-1069,1,192.46,192.46,115.11,77.35
INV-60270,2,BRI-HHCS-0500-13-200-G8,25,63.1,1577.5,44.75,458.75
INV-60270,3,CONV-1039,3,9654.01,28962.03,7046.72,7821.87
INV-60270,4,CONV-1059,1,5540.44,5540.44,3693.63,1846.81
INV-60271,1,SPRO-1061,25,109.19,2729.75,87.28,547.75
INV-60271,2,AC-1057,1,1057.42,1057.42,687.08,370.34
INV-60271,3,CONV-1051,5,5524.58,27622.9,4147.58,6885.0
INV-60271,4,TIMI-1075,12,96.26,1155.12,72.76,282.0
INV-60271,5,SHEA-1035 ,5,187.14,935.7,148.52,193.1
INV-60272,1,SPRO-1041,25,57.91,1447.75,35.35,564.0
INV-60272,2,GEAR-1067,5,632.08,3160.4,498.09000000000003,669.95
INV-60273,1,AC-1063,3,2135.12,6405.36,1677.24,1373.64
INV-60273,2,SPRO-1041,1,61.12,61.12,35.35,25.77
INV-60273,3,GEAR-1084,1,5614.27,5614.27,3456.0,2158.27
INV-60274,1,CONV-1039,5,9654.01,48270.05,7046.72,13036.45
INV-60274,2,SKF-6205-2RS1,10,5.11,51.1,3.55,15.6
INV-60274,3,CONV-1059,1,5263.42,5263.42,3693.63,1569.79
INV-60274,4,AC-1048,5,2530.93,12654.65,1745.47,3927.3
INV-60274,5,CONV-1052,1,4045.3,4045.3,2311.6,1733.7
INV-60275,1,SPRO-1041,6,57.91,347.46,35.35,135.36
INV-60276,1,MOUN-1083,25,131.75,3293.75,87.77,1099.5
INV-60277,1,SPRO-1002,6,85.33,511.98,65.84,116.94
INV-60277,2,MOUN-1008,12,109.84,1318.08,71.79,456.6
INV-60277,3,SPRO-1061,1,109.19,109.19,87.28,21.91
INV-60277,4,AC-1074,1,2484.73,2484.73,1663.14,821.59
INV-60278,1,SPRO-1050,10,17.99,179.9,12.85,51.4
INV-60278,2,SHEA-1068,1,305.52,305.52,180.78,124.74
INV-60279,1,BRI-HHCS-0500-13-200-G8,200,54.9,10980.0,44.75,2030.0
INV-60279,2,ROLL-1021,1,154.49,154.49,81.74,72.75
INV-60279,3,CONV-1039,1,9654.01,9654.01,7046.72,2607.29
INV-60279,4,ROLL-1026,5,213.97,1069.85,129.92000000000002,420.25
INV-60280,1,CONV-1059,2,4637.35,9274.7,3693.63,1887.44
INV-60280,2,CONV-1089,1,7019.91,7019.91,5864.59,1155.32
INV-60280,3,SPRO-1087,200,58.54,11708.0,44.550000000000004,2798.0
INV-60280,4,SPRO-1027 ,1,91.94,91.94,77.98,13.96
INV-60280,5,GEAR-1084,3,4999.65,14998.95,3456.0,4630.95
INV-60281,1,SPRO-1041,10,64.34,643.4,35.35,289.9
INV-60281,2,AC-1054,2,2688.01,5376.02,1828.58,1718.86
INV-60281,3,SPRO-1069,3,202.59,607.77,115.11,262.44
INV-60281,4,AC-1085,5,534.01,2670.05,365.76,841.25
INV-60281,5,SHEA-1045,50,61.51,3075.5,47.68,691.5
INV-60282,1,TIMI-1000,100,56.02,5602.0,43.53,1249.0
INV-60282,2,AC-1006,3,3336.39,10009.17,2130.52,3617.61
INV-60283,1,GEAR-1084,1,4846.0,4846.0,3456.0,1390.0
INV-60284,1,SPRO-1004,10,45.8,458.0,42.84,29.6
INV-60284,2,CONV-1042,5,6872.56,34362.8,5159.58,8564.9
INV-60285,1,MOUN-1008,12,115.94,1391.28,71.79,529.8
INV-60285,2,TIMI-1017,200,71.27,14254.0,50.69,4116.0
INV-60286,2,SPRO-1011,1,183.62,183.62,118.48,65.14
