PAY_PERIOD_END,EMPLOYEE_ID,DEPARTMENT,REGULAR_HOURS,OVERTIME_HOURS,GROSS_PAY,OVERTIME_PAY,FEDERAL_TAX,STATE_TAX,FICA,401K,HEALTH_DEDUCTION,NET_PAY
2026-02-28,E019,Warehouse,173.3,0,3850.73,0.0,462.09,0.0,294.58,0.0,285.0,2809.06
2026-02-28,E020,Warehouse,173.3,18.0,4625.6,634.5,555.07,0.0,353.86,277.54,410.0,3029.13
2026-02-28,E021,Warehouse,173.3,1.0,6204.13,50.25,744.5,0.0,474.62,310.21,285.0,4389.8
2026-02-28,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,0.0,410.0,6988.89
2026-02-28,E023,Sales ,,0,4375.0,0,525.0,0.0,334.69,262.5,0,3252.81
2026-02-28,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,0.0,142.5,4979.81
2026-02-28,E025,HR,,0,7541.67,,905.0,0.0,576.94,452.5,285.0,5322.23
2026-03-31 ,E001,Executive,,0,7083.33,0,850.0,0.0,541.87,354.17,142.5,5194.79
2026-03-31,E002,Finance,,0,7875.0,0,945.0,0.0,602.44,0.0,0,6327.56
2026-03-31,E003,Purchasing,,0,7166.67,0,860.0,0.0,548.25,0.0,142.5,5615.92
2026-03-31,E004,Sales,,0,13083.33,0,1570.0,0.0,1000.87,392.5,410.0,9709.96
2026-03-31,E005,Sales,,0,6333.33,0,760.0,0.0,484.5,316.67,285.0,4487.16
2026-03-31,E006,Sales,,0,6875.0,0,825.0,0.0,525.94,0.0,285.0,5239.06
2026-03-31,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,195.0,285.0,4742.75
2026-03-31,E008 ,Sales,,0,6791.67,0,815.0,0.0,519.56,0.0,410.0,5047.11
2026-03-31,E009,Sales,,0,5291.67,0,635.0,0.0,404.81,158.75,410.0,3683.11
2026-03-31,E010,Sales,,0,11250.0,0,1350.0,0.0,860.62,675.0,0,8364.38
2026-03-31,E011,Sales,,0,4666.67,0,560.0,0.0,357.0,140.0,0,3609.67
2026-03-31,E012 ,Warehouse,173.3,11.0,6698.2,556.88,,0.0,512.41,401.89,0,4980.12
2025-05-31 ,E007,Sales,,0,6500.0,0,780.0,0.0,497.25,195.0,285.0,4742.75
2026-03-31,E013,Warehouse,173.3,6.0,4254.79,193.5,510.57,0.0,325.49,255.29,285.0,2878.44
2026-03-31,E014,Warehouse,173.3,1.0,6028.53,48.38,723.42,0.0,461.18,0.0,285.0,4558.93
2026-03-31,E015,Warehouse,173.3,18.0,6268.27,803.25,752.19,0.0,479.52,188.05,142.5,4706.01
2026-03-31,E016,Warehouse,173.3,2.0,3820.03,63.75,458.4,0.0,292.23,229.2,142.5,2697.7
2026-03-31,E017,Warehouse,173.3,3.0,5463.46,127.12,655.62,0.0,417.95,327.81,0,4062.08
2026-03-31,E018,WAREHOUSE,173.3,1.0,6244.23,48.75,749.31,0.0,477.68,0.0,0,5017.24
2026-03-31,E019,Warehouse,173.3,12.0,4246.73,396.0,509.61,0.0,324.87,254.8,0,3157.45
2026-03-31,E020,Warehouse,173.3,8.0,4232.37,282.0,507.88,0.0,323.78,253.94,285.0,2861.77
2025-11-30,E024,Sales,,0,6375.0,0,765.0,0.0,487.69,382.5,410.0,4329.81
2026-03-31,E021,,173.3,3.0,6072.41,150.75,728.69,0.0,464.54,303.62,410.0,4165.56
2026-03-31,E022,Sales,,0,9208.33,0,1105.0,0.0,704.44,460.42,142.5,6795.97
2026-03-31,E023,Sales,,0,4375.0,0,525.0,0.0,334.69,131.25,142.5,3241.56
2026-03-31,E024,Sales,,0,6375.0,,765.0,0.0,487.69,191.25,0,4931.06
2026-03-31,E025,HR,,0,7541.67,0,905.0,0.0,576.94,452.5,410.0,5197.23
