pay_period_end,employee_id,department,regular_hours,overtime_hours,gross_pay,overtime_pay,federal_tax,state_tax,fica,401k,health_deduction,net_pay
2025-06-30,E048,Operations,173.3,2.0,4300.44,69.75,516.05,212.87,328.98,258.03,0,2984.51
2025-06-30,E049,Operations,173.3,1.0,5354.97,44.62,642.6,265.07,409.66,160.65,285.0,3591.99
2025-06-30,E050,Operations,173.3,10.0,5449.2,397.5,653.9,269.74,416.86,0.0,410.0,3698.7
2025-06-30,E051,Operations,173.3,16.0,5423.65,654.0,650.84,268.47,414.91,271.18,142.5,3675.75
2025-06-30,E053,Operations,173.3,21.0,3895.74,574.88,467.49,192.84,298.02,116.87,285.0,2535.52
2025-06-30,E054,Operations,173.3,0,4055.22,0.0,486.63,200.73,310.22,243.31,142.5,2671.83
2025-06-30,E055,Quality,,0,9458.33,0,1135.0,468.19,723.56,0.0,410.0,6721.58
2025-06-30,E056,Quality,173.3,7.0,6110.77,333.38,733.29,302.48,467.47,183.32,285.0,4139.21
2025-06-30,E057,Quality,173.3,21.0,6226.22,889.88,747.15,308.2,476.31,0.0,0,4694.56
2025-06-30,E058,Quality,173.3,0,5626.62,0.0,675.19,278.52,430.44,337.6,410.0,3494.87
2025-06-30,E059,Quality,173.3,20.0,6139.78,855.0,736.77,303.92,469.69,0.0,0,4629.4
2025-06-30,E060,Purchasing,,0,5583.33,0,670.0,276.37,427.12,167.5,142.5,3899.84
2025-06-30,E061,Purchasing,,0,6458.33,0,775.0,319.69,494.06,193.75,0,4675.83
2025-06-30,E062,Purchasing,,0,8791.67,0,1055.0,435.19,672.56,263.75,285.0,6080.17
2025-06-30,E063,Purchasing,,0,12041.67,0,1445.0,596.06,921.19,0.0,285.0,8794.42
2025-06-30,E064,Sales,,0,7583.33,0,910.0,375.37,580.12,455.0,285.0,4977.84
2025-06-30,E065,Sales,,0,5333.33,0,640.0,264.0,408.0,266.67,0,3754.66
2025-06-30,E066,Sales,,0,12583.33,0,1510.0,622.87,962.62,377.5,410.0,8700.34
2025-06-30,E067,Sales,,0,8083.33,0,970.0,400.12,618.37,404.17,142.5,5548.17
2025-06-30,E068,Sales,,0,6958.33,0,835.0,344.44,532.31,417.5,0,4829.08
2025-06-30,E069,Sales,,0,6791.67,0,815.0,336.19,519.56,339.58,410.0,4371.34
2025-06-30,E070,Sales,,0,10791.67,0,1295.0,534.19,825.56,539.58,410.0,7187.34
2025-06-30,E071,Sales,,0,13083.33,0,1570.0,647.62,1000.87,392.5,0,9472.34
2025-06-30,E072,Sales,,0,5625.0,0,675.0,278.44,430.31,281.25,142.5,3817.5
2025-06-30,E073,Sales,,0,8791.67,0,1055.0,435.19,672.56,439.58,285.0,5904.34
2025-06-30,E074,Sales,,0,11833.33,0,1420.0,585.75,905.25,710.0,142.5,8069.83
2025-06-30,E075,Sales,,0,4458.33,0,535.0,220.69,341.06,222.92,0,3138.66
2025-06-30,E076,Warehouse,173.3,2.0,4628.22,76.5,555.39,229.1,354.06,138.85,142.5,3208.32
2025-06-30,E077,Warehouse,173.3,3.0,6038.97,148.5,724.68,298.93,461.98,362.34,410.0,3781.04
2025-06-30,E078,Warehouse,173.3,22.0,5790.95,841.5,694.91,286.65,443.01,347.46,0,4018.92
2025-06-30,E079,Warehouse,173.3,21.0,4441.13,700.88,532.94,219.84,339.75,222.06,142.5,2984.04
2025-06-30,E080,Warehouse,173.3,1.0,5417.05,43.88,650.05,268.14,414.4,325.02,142.5,3616.94
2025-06-30,E081,Warehouse,173.3,15.0,3669.06,433.12,440.29,181.62,280.68,220.14,410.0,2136.33
2025-06-30,E082,Warehouse,173.3,15.0,6701.44,731.25,804.17,331.72,512.66,0.0,410.0,4642.89
2025-06-30,E083,Warehouse,173.3,12.0,5715.41,558.0,685.85,282.91,437.23,342.92,0,3966.5
2025-06-30,E084,Maintenance,173.3,17.0,4077.2,541.88,489.26,201.82,311.91,0.0,142.5,2931.71
2025-06-30,E085,Maintenance,173.3,20.0,5472.43,750.0,656.69,270.89,418.64,273.62,0,3852.59
2025-06-30,E086,Maintenance,173.3,12.0,5899.78,576.0,707.97,292.04,451.33,294.99,410.0,3743.45
2025-06-30,E087,Maintenance,173.3,7.0,6389.52,351.75,766.74,316.28,488.8,383.37,142.5,4291.83
2025-06-30,E088,Engineering,,0,8750.0,0,1050.0,433.12,669.38,0.0,142.5,6455.0
2025-06-30,E089,Engineering,,0,8125.0,0,975.0,402.19,621.56,406.25,410.0,5310.0
2025-06-30,E090,Engineering,,0,10833.33,0,1300.0,536.25,828.75,0.0,0,8168.33
2025-06-30,E091,Engineering,,0,7125.0,0,855.0,352.69,545.06,213.75,410.0,4748.5
2025-06-30,E092,Engineering,,0,13083.33,0,1570.0,647.62,1000.87,392.5,410.0,9062.34
2025-06-30,E093,Engineering,,0,6333.33,0,760.0,313.5,484.5,316.67,142.5,4316.16
2025-06-30,E094,Operations,173.3,12.0,4336.51,387.0,520.38,214.66,331.74,260.19,142.5,2867.04
2025-06-30,E095,Operations,173.3,7.0,3721.95,212.62,446.63,184.24,284.73,186.1,410.0,2210.25
2025-06-30,E096,HR,,0,6583.33,0,790.0,325.87,503.62,395.0,285.0,4283.84
2025-06-30,E097,HR,,0,4416.67,0,530.0,218.63,337.88,132.5,285.0,2912.66
2025-06-30,E098,IT,,0,9375.0,0,1125.0,464.06,717.19,281.25,285.0,6502.5
2025-06-30,E099,Warehouse,173.3,3.0,4985.68,118.12,598.28,246.79,381.4,249.28,142.5,3367.43
2025-06-30,E100,Warehouse,173.3,3.0,3972.68,104.62,476.72,196.65,303.91,238.36,285.0,2472.04
2025-06-30,E101,Warehouse,173.3,7.0,5102.16,288.75,612.26,252.56,390.32,153.06,410.0,3283.96
2025-06-30,E102,Warehouse,173.3,15.0,4910.57,585.0,589.27,243.07,375.66,245.53,0,3457.04
2025-06-30,E103,Warehouse,173.3,20.0,7391.11,1005.0,886.93,365.86,565.42,221.73,410.0,4941.17
2025-06-30,E104,Warehouse,173.3,4.0,5488.85,178.5,658.66,271.7,419.9,0.0,0,4138.59
2025-06-30,E105,Warehouse,173.3,10.0,5478.87,457.5,657.46,271.2,419.13,273.94,410.0,3447.14
2025-06-30,E106,Warehouse,173.3,15.0,4863.36,579.38,583.6,240.74,372.05,291.8,285.0,3090.17
2025-07-31,E001,Executive,,0,13208.33,0,1585.0,653.81,1010.44,660.42,0,9298.66
2025-07-31,E002,Finance,,0,10833.33,0,1300.0,536.25,828.75,541.67,285.0,7341.66
2025-07-31,E003,Finance,,0,7666.67,0,920.0,379.5,586.5,383.33,285.0,5112.34
2025-07-31,E004,Finance,,0,6458.33,0,775.0,319.69,494.06,387.5,410.0,4072.08
2025-07-31,E005,Operations,,0,10208.33,0,1225.0,505.31,780.94,0.0,142.5,7554.58
2025-07-31,E006,Operations,,0,6833.33,0,820.0,338.25,522.75,410.0,410.0,4332.33
2025-07-31,E007,Operations,,0,6791.67,0,815.0,336.19,519.56,407.5,410.0,4303.42
2025-07-31,E008,Operations,,0,13625.0,0,1635.0,674.44,1042.31,681.25,0,9592.0
2025-07-31,E009,Operations,173.3,18.0,4975.08,688.5,597.01,246.27,380.59,149.25,0,3601.96
2025-07-31,E010,Operations,173.3,15.0,6146.88,725.62,737.63,304.27,470.24,0.0,410.0,4224.74
2025-07-31,E011,Operations,173.3,3.0,3682.69,88.88,441.92,182.29,281.73,0.0,0,2776.75
2025-07-31,E012,Operations,173.3,11.0,4983.15,449.62,597.98,246.67,381.21,149.49,410.0,3197.8
2025-07-31,E013,Operations,173.3,2.0,5165.72,91.5,619.89,255.7,395.18,154.97,285.0,3454.98
2025-07-31,E014,Operations,173.3,0,3919.61,0.0,470.35,194.02,299.85,0.0,0,2955.39
2025-07-31,E015,Operations,173.3,7.0,5388.1,288.75,646.57,266.71,412.19,323.29,285.0,3454.34
2025-07-31,E016,Operations,173.3,16.0,4192.63,510.0,503.12,207.54,320.74,251.56,0,2909.67
2025-07-31,E017,Operations,173.3,8.0,5891.54,378.0,706.98,291.63,450.7,0.0,142.5,4299.73
2025-07-31,E018,Operations,173.3,5.0,3698.62,142.5,443.83,183.08,282.94,221.92,285.0,2281.85
2025-07-31,E019,Operations,173.3,7.0,4868.92,273.0,584.27,241.01,372.47,0.0,285.0,3386.17
2025-07-31,E020,Operations,173.3,3.0,3835.35,99.0,460.24,189.85,293.4,191.77,285.0,2415.09
2025-07-31,E021,Operations,173.3,22.0,4732.75,750.75,567.93,234.27,362.06,283.96,410.0,2874.53
2025-07-31,E022,Operations,173.3,16.0,5870.0,684.0,704.4,290.56,449.06,176.1,285.0,3964.88
2025-07-31,E023,Operations,173.3,22.0,5965.28,915.75,715.83,295.28,456.34,357.92,0,4139.91
2025-07-31,E024,Operations,173.3,19.0,5423.47,705.38,650.82,268.46,414.9,162.7,285.0,3641.59
2025-07-31,E025,Operations,173.3,18.0,5530.82,708.75,663.7,273.78,423.11,0.0,410.0,3760.23
2025-07-31,E026,Operations,173.3,5.0,4811.73,183.75,577.41,238.18,368.1,288.7,142.5,3196.84
2025-07-31,E027,Operations,173.3,0,4344.63,0.0,521.36,215.06,332.36,130.34,410.0,2735.51
2025-07-31,E028,Operations,173.3,8.0,5891.54,378.0,706.98,291.63,450.7,294.58,410.0,3737.65
2025-07-31,E029,Operations,173.3,5.0,3661.21,151.88,439.35,181.23,280.08,219.67,285.0,2255.88
2025-07-31,E030,Operations,173.3,16.0,4201.85,498.0,504.22,207.99,321.44,210.09,0,2958.11
2025-07-31,E031,Operations,173.3,22.0,4984.2,825.0,598.1,246.72,381.29,299.05,410.0,3049.04
2025-07-31,E032,Operations,173.3,17.0,5558.98,694.88,667.08,275.17,425.26,333.54,142.5,3715.43
2025-07-31,E033,Operations,173.3,13.0,4960.59,497.25,595.27,245.55,379.49,0.0,0,3740.28
2025-07-31,E034,Operations,173.3,12.0,3474.93,333.0,416.99,172.01,265.83,208.5,0,2411.6
2025-07-31,E035,Operations,173.3,12.0,5404.23,508.5,648.51,267.51,413.42,324.25,142.5,3608.04
2025-07-31,E036,Operations,173.3,20.0,5571.15,795.0,668.54,275.77,426.19,167.13,285.0,3748.52
2025-07-31,E037,Operations,173.3,9.0,5306.11,398.25,636.73,262.65,405.92,318.37,410.0,3272.44
2025-07-31,E038,Operations,173.3,13.0,3695.04,360.75,443.4,182.9,282.67,0.0,142.5,2643.57
2025-07-31,E039,Operations,173.3,13.0,4482.6,433.88,537.91,221.89,342.92,224.13,0,3155.75
2025-07-31,E040,Operations,173.3,6.0,3629.03,166.5,435.48,179.64,277.62,181.45,410.0,2144.84
2025-07-31,E041,Operations,173.3,5.0,4566.35,193.12,547.96,226.03,349.33,0.0,0,3443.03
2025-07-31,E042,Operations,173.3,16.0,6551.49,804.0,786.18,324.3,501.19,327.57,410.0,4202.25
2025-07-31,E043,Operations,173.3,20.0,7052.03,990.0,846.24,349.08,539.48,423.12,410.0,4484.11
2025-07-31,E044,Operations,173.3,2.0,3884.27,63.0,466.11,192.27,297.15,116.53,142.5,2669.71
2025-07-31,E045,Operations,173.3,22.0,4590.18,734.25,550.82,227.21,351.15,0.0,0,3461.0
2025-07-31,E046,Operations,173.3,16.0,4390.99,516.0,526.92,217.35,335.91,0.0,0,3310.81
2025-07-31,E047,Operations,173.3,3.0,5071.8,127.12,608.62,251.05,387.99,304.31,410.0,3109.83
2025-07-31,E048,Operations,173.3,4.0,4450.77,139.5,534.09,220.31,340.48,222.54,410.0,2723.35
2025-07-31,E049,Operations,173.3,5.0,5224.12,223.12,626.89,258.59,399.65,0.0,0,3938.99
2025-07-31,E050,Operations,173.3,5.0,5066.75,198.75,608.01,250.8,387.61,304.0,142.5,3373.83
2025-07-31,E051,Operations,173.3,15.0,5524.44,613.12,662.93,273.46,422.62,276.22,410.0,3479.21
2025-07-31,E053,Operations,173.3,22.0,3670.09,602.25,440.41,181.67,280.76,220.21,285.0,2262.04
2025-07-31,E054,Operations,173.3,13.0,4493.97,438.75,539.28,222.45,343.79,269.64,142.5,2976.31
2025-07-31,E055,Quality,,0,9458.33,0,1135.0,468.19,723.56,472.92,0,6658.66
2025-07-31,E056,Quality,173.3,13.0,6616.6,619.12,793.99,327.52,506.17,198.5,142.5,4647.92
2025-07-31,E057,Quality,173.3,8.0,5675.34,339.0,681.04,280.93,434.16,0.0,410.0,3869.21
2025-07-31,E058,Quality,173.3,5.0,5795.31,219.38,695.44,286.87,443.34,173.86,285.0,3910.8
2025-07-31,E059,Quality,173.3,3.0,5314.25,128.25,637.71,263.06,406.54,159.43,142.5,3705.01
2025-07-31,E060,Purchasing,,0,5583.33,0,670.0,276.37,427.12,335.0,142.5,3732.34
2025-07-31,E061,Purchasing,,0,6458.33,0,775.0,319.69,494.06,387.5,142.5,4339.58
2025-07-31,E062,Purchasing,,0,8791.67,0,1055.0,435.19,672.56,439.58,142.5,6046.84
2025-07-31,E063,Purchasing,,0,12041.67,0,1445.0,596.06,921.19,722.5,142.5,8214.42
2025-07-31,E064,Sales,,0,7583.33,0,910.0,375.37,580.12,227.5,410.0,5080.34
2025-07-31,E065,Sales,,0,5333.33,0,640.0,264.0,408.0,160.0,142.5,3718.83
2025-07-31,E066,Sales,,0,12583.33,0,1510.0,622.87,962.62,377.5,410.0,8700.34
2025-07-31,E067,Sales,,0,8083.33,0,970.0,400.12,618.37,485.0,285.0,5324.84
2025-07-31,E068,Sales,,0,6958.33,0,835.0,344.44,532.31,347.92,142.5,4756.16
2025-07-31,E069,Sales,,0,6791.67,0,815.0,336.19,519.56,0.0,142.5,4978.42
2025-07-31,E070,Sales,,0,10791.67,0,1295.0,534.19,825.56,323.75,0,7813.17
2025-07-31,E071,Sales,,0,13083.33,0,1570.0,647.62,1000.87,785.0,285.0,8794.84
2025-07-31,E072,Sales,,0,5625.0,0,675.0,278.44,430.31,337.5,410.0,3493.75
2025-07-31,E073,Sales,,0,8791.67,0,1055.0,435.19,672.56,0.0,410.0,6218.92
2025-07-31,E074,Sales,,0,11833.33,0,1420.0,585.75,905.25,355.0,0,8567.33
2025-07-31,E075,Sales,,0,4458.33,0,535.0,220.69,341.06,133.75,285.0,2942.83
2025-07-31,E076,Warehouse,173.3,20.0,5007.38,765.0,600.89,247.87,383.06,300.44,0,3475.12
2025-07-31,E077,Warehouse,173.3,10.0,6499.85,495.0,779.98,321.74,497.24,195.0,142.5,4563.39
2025-07-31,E078,Warehouse,173.3,13.0,4828.02,497.25,579.36,238.99,369.34,144.84,410.0,3085.49
2025-07-31,E079,Warehouse,173.3,16.0,4852.64,534.0,582.32,240.21,371.23,291.16,0,3367.72
2025-07-31,E080,Warehouse,173.3,6.0,5230.89,263.25,627.71,258.93,400.16,156.93,0,3787.16
2025-07-31,E081,Warehouse,173.3,15.0,4102.75,433.12,492.33,203.09,313.86,0.0,410.0,2683.47
2025-07-31,E082,Warehouse,173.3,18.0,6678.72,877.5,801.45,330.6,510.92,333.94,0,4701.81
2025-07-31,E083,Warehouse,173.3,15.0,6177.25,697.5,741.27,305.77,472.56,370.63,142.5,4144.52
2025-07-31,E084,Maintenance,173.3,9.0,3932.68,286.88,471.92,194.67,300.85,0.0,0,2965.24
2025-07-31,E085,Maintenance,173.3,10.0,4880.8,375.0,585.7,241.6,373.38,292.85,285.0,3102.27
2025-07-31,E086,Maintenance,173.3,18.0,6686.88,864.0,802.43,331.0,511.55,334.34,142.5,4565.06
2025-07-31,E087,Maintenance,173.3,15.0,6849.58,753.75,821.95,339.05,523.99,342.48,410.0,4412.11
2025-07-31,E088,Engineering,,0,8750.0,0,1050.0,433.12,669.38,437.5,410.0,5750.0
2025-07-31,E089,Engineering,,0,8125.0,0,975.0,402.19,621.56,0.0,285.0,5841.25
2025-07-31,E090,Engineering,,0,10833.33,0,1300.0,536.25,828.75,541.67,285.0,7341.66
2025-07-31,E091,Engineering,,0,7125.0,0,855.0,352.69,545.06,213.75,285.0,4873.5
2025-07-31,E092,Engineering,,0,13083.33,0,1570.0,647.62,1000.87,392.5,285.0,9187.34
2025-07-31,E093,Engineering,,0,6333.33,0,760.0,313.5,484.5,0.0,410.0,4365.33
2025-07-31,E094,Operations,173.3,2.0,3604.15,64.5,432.5,178.41,275.72,216.25,410.0,2091.27
2025-07-31,E095,Operations,173.3,14.0,3899.48,425.25,467.94,193.02,298.31,116.98,142.5,2680.73
2025-07-31,E096,HR,,0,6583.33,0,790.0,325.87,503.62,0.0,0,4963.84
2025-07-31,E097,HR,,0,4416.67,0,530.0,218.63,337.88,132.5,410.0,2787.66
2025-07-31,E098,IT,,0,9375.0,0,1125.0,464.06,717.19,468.75,0,6600.0
2025-07-31,E099,Warehouse,173.3,13.0,5515.92,511.88,661.91,273.04,421.97,0.0,142.5,4016.5
2025-07-31,E100,Warehouse,173.3,0,4311.27,0.0,517.35,213.41,329.81,258.68,410.0,2582.02
2025-07-31,E101,Warehouse,173.3,19.0,5406.53,783.75,648.78,267.62,413.6,324.39,0,3752.14
2025-07-31,E102,Warehouse,173.3,9.0,4721.63,351.0,566.6,233.72,361.2,283.3,0,3276.81
2025-07-31,E103,Warehouse,173.3,0,5747.49,0.0,689.7,284.5,439.68,344.85,142.5,3846.26
2025-07-31,E104,Warehouse,173.3,12.0,5845.85,535.5,701.5,289.37,447.21,0.0,410.0,3997.77
2025-07-31,E105,Warehouse,173.3,17.0,6010.54,777.75,721.26,297.52,459.81,300.53,142.5,4088.92
2025-07-31,E106,Warehouse,173.3,15.0,5220.35,579.38,626.44,258.41,399.36,313.22,410.0,3212.92
2025-08-31,E001,Executive,,0,13208.33,0,1585.0,653.81,1010.44,396.25,142.5,9420.33
2025-08-31,E002,Finance,,0,10833.33,0,1300.0,536.25,828.75,0.0,0,8168.33
2025-08-31,E003,Finance,,0,7666.67,0,920.0,379.5,586.5,460.0,285.0,5035.67
2025-08-31,E004,Finance,,0,6458.33,0,775.0,319.69,494.06,322.92,285.0,4261.66
2025-08-31,E005,Operations,,0,10208.33,0,1225.0,505.31,780.94,306.25,142.5,7248.33
2025-08-31,E006,Operations,,0,6833.33,0,820.0,338.25,522.75,410.0,142.5,4599.83
2025-08-31,E007,Operations,,0,6791.67,0,815.0,336.19,519.56,203.75,142.5,4774.67
2025-08-31,E008,Operations,,0,13625.0,0,1635.0,674.44,1042.31,817.5,410.0,9045.75
2025-08-31,E009,Operations,173.3,11.0,4928.28,420.75,591.39,243.95,377.01,147.85,410.0,3158.08
2025-08-31,E010,Operations,173.3,0,6259.6,0.0,751.15,309.85,478.86,312.98,285.0,4121.76
2025-08-31,E011,Operations,173.3,13.0,4150.06,385.12,498.01,205.43,317.48,0.0,142.5,2986.64
2025-08-31,E012,Operations,173.3,8.0,5616.12,327.0,673.93,278.0,429.63,280.81,0,3953.75
2025-08-31,E013,Operations,173.3,15.0,5866.19,686.25,703.94,290.38,448.76,351.97,0,4071.14
2025-08-31,E014,Operations,173.3,7.0,4209.41,217.88,505.13,208.37,322.02,0.0,410.0,2763.89
2025-08-31,E015,Operations,173.3,7.0,5578.73,288.75,669.45,276.15,426.77,278.94,285.0,3642.42
2025-08-31,E016,Operations,173.3,1.0,4156.42,31.88,498.77,205.74,317.97,249.39,410.0,2474.55
2025-08-31,E017,Operations,173.3,15.0,6713.6,708.75,805.63,332.32,513.59,201.41,142.5,4718.15
2025-08-31,E018,Operations,173.3,5.0,3698.62,142.5,443.83,183.08,282.94,184.93,0,2603.84
2025-08-31,E019,Operations,173.3,0,4550.86,0.0,546.1,225.27,348.14,273.05,285.0,2873.3
2025-08-31,E020,Operations,173.3,22.0,4462.35,726.0,535.48,220.89,341.37,0.0,285.0,3079.61
2025-08-31,E021,Operations,173.3,14.0,4617.45,477.75,554.09,228.56,353.23,0.0,142.5,3339.07
2025-08-31,E022,Operations,173.3,14.0,5389.38,598.5,646.73,266.77,412.29,269.47,0,3794.12
2025-08-31,E023,Operations,173.3,4.0,4879.39,166.5,585.53,241.53,373.27,146.38,410.0,3122.68
2025-08-31,E024,Operations,173.3,22.0,5491.95,816.75,659.03,271.85,420.13,274.6,285.0,3581.34
2025-08-31,E025,Operations,173.3,21.0,5421.5,826.88,650.58,268.36,414.74,325.29,410.0,3352.53
2025-08-31,E026,Operations,173.3,4.0,4520.23,147.0,542.43,223.75,345.8,135.61,410.0,2862.64
2025-08-31,E027,Operations,173.3,1.0,4139.98,34.5,496.8,204.93,316.71,0.0,285.0,2836.54
2025-08-31,E028,Operations,173.3,18.0,6909.93,850.5,829.19,342.04,528.61,0.0,0,5210.09
2025-08-31,E029,Operations,173.3,0,3754.98,0.0,450.6,185.87,287.26,112.65,0,2718.6
2025-08-31,E030,Operations,173.3,2.0,3586.31,62.25,430.36,177.52,274.35,107.59,285.0,2311.49
2025-08-31,E031,Operations,173.3,9.0,4583.35,337.5,550.0,226.88,350.63,275.0,285.0,2895.84
2025-08-31,E032,Operations,173.3,8.0,5002.2,327.0,600.26,247.61,382.67,300.13,0,3471.53
2025-08-31,E033,Operations,173.3,1.0,4545.78,38.25,545.49,225.02,347.75,136.37,410.0,2881.15
2025-08-31,E034,Operations,173.3,17.0,4030.47,471.75,483.66,199.51,308.33,120.91,285.0,2633.06
2025-08-31,E035,Operations,173.3,16.0,5720.6,678.0,686.47,283.17,437.63,286.03,142.5,3884.8
2025-08-31,E036,Operations,173.3,3.0,4941.32,119.25,592.96,244.6,378.01,0.0,410.0,3315.75
2025-08-31,E037,Operations,173.3,13.0,6249.96,575.25,750.0,309.37,478.12,187.5,285.0,4239.97
2025-08-31,E038,Operations,173.3,3.0,3289.3,83.25,394.72,162.82,251.63,0.0,410.0,2070.13
2025-08-31,E039,Operations,173.3,20.0,4484.87,667.5,538.18,222.0,343.09,224.24,0,3157.36
2025-08-31,E040,Operations,173.3,7.0,3272.06,194.25,392.65,161.97,250.31,98.16,410.0,1958.97
2025-08-31,E041,Operations,173.3,8.0,5039.22,309.0,604.71,249.44,385.5,302.35,0,3497.22
2025-08-31,E042,Operations,173.3,5.0,6637.36,251.25,796.48,328.55,507.76,331.87,285.0,4387.7
2025-08-31,E043,Operations,173.3,11.0,6835.29,544.5,820.23,338.35,522.9,410.12,410.0,4333.69
2025-08-31,E044,Operations,173.3,10.0,4172.66,315.0,500.72,206.55,319.21,125.18,0,3021.0
2025-08-31,E045,Operations,173.3,15.0,4317.99,500.62,518.16,213.74,330.33,259.08,0,2996.68
2025-08-31,E046,Operations,173.3,10.0,4383.79,322.5,526.05,217.0,335.36,263.03,410.0,2632.35
2025-08-31,E047,Operations,173.3,15.0,5874.05,635.62,704.89,290.77,449.36,293.7,142.5,3992.83
2025-08-31,E048,Operations,173.3,5.0,4284.19,174.38,514.1,212.07,327.74,0.0,410.0,2820.28
2025-08-31,E049,Operations,173.3,4.0,5179.5,178.5,621.54,256.39,396.23,155.38,0,3749.96
2025-08-31,E050,Operations,173.3,8.0,5048.22,318.0,605.79,249.89,386.19,151.45,410.0,3244.9
2025-08-31,E051,Operations,173.3,16.0,5659.77,654.0,679.17,280.16,432.97,0.0,142.5,4124.97
2025-08-31,E053,Operations,173.3,3.0,3276.47,82.12,393.18,162.19,250.65,196.59,410.0,1863.86
2025-08-31,E054,Operations,173.3,4.0,4229.21,135.0,507.51,209.35,323.53,211.46,285.0,2692.36
2025-08-31,E055,Quality,,0,9458.33,0,1135.0,468.19,723.56,283.75,142.5,6705.33
2025-08-31,E056,Quality,173.3,9.0,6371.08,428.62,764.53,315.37,487.39,191.13,0,4612.66
2025-08-31,E057,Quality,173.3,3.0,5120.76,127.12,614.49,253.48,391.74,307.25,410.0,3143.8
2025-08-31,E058,Quality,173.3,13.0,5639.41,570.38,676.73,279.15,431.41,281.97,142.5,3827.65
2025-08-31,E059,Quality,173.3,3.0,5166.08,128.25,619.93,255.72,395.21,0.0,410.0,3485.22
2025-08-31,E060,Purchasing,,0,5583.33,0,670.0,276.37,427.12,279.17,410.0,3520.67
2025-08-31,E061,Purchasing,,0,6458.33,0,775.0,319.69,494.06,322.92,0,4546.66
2025-08-31,E062,Purchasing,,0,8791.67,0,1055.0,435.19,672.56,0.0,142.5,6486.42
2025-08-31,E063,Purchasing,,0,12041.67,0,1445.0,596.06,921.19,602.08,0,8477.34
2025-08-31,E064,Sales,,0,7583.33,0,910.0,375.37,580.12,379.17,410.0,4928.67
2025-08-31,E065,Sales,,0,5333.33,0,640.0,264.0,408.0,160.0,0,3861.33
2025-08-31,E066,Sales,,0,12583.33,0,1510.0,622.87,962.62,629.17,285.0,8573.67
2025-08-31,E067,Sales,,0,8083.33,0,970.0,400.12,618.37,485.0,0,5609.84
2025-08-31,E068,Sales,,0,6958.33,0,835.0,344.44,532.31,208.75,410.0,4627.83
2025-08-31,E069,Sales,,0,6791.67,0,815.0,336.19,519.56,407.5,410.0,4303.42
2025-08-31,E070,Sales,,0,10791.67,0,1295.0,534.19,825.56,0.0,0,8136.92
2025-08-31,E071,Sales,,0,13083.33,0,1570.0,647.62,1000.87,785.0,142.5,8937.34
2025-08-31,E072,Sales,,0,5625.0,0,675.0,278.44,430.31,281.25,410.0,3550.0
2025-08-31,E073,Sales,,0,8791.67,0,1055.0,435.19,672.56,527.5,142.5,5958.92
2025-08-31,E074,Sales,,0,11833.33,0,1420.0,585.75,905.25,355.0,285.0,8282.33
2025-08-31,E075,Sales,,0,4458.33,0,535.0,220.69,341.06,222.92,410.0,2728.66
2025-08-31,E076,Warehouse,173.3,12.0,4878.15,459.0,585.38,241.47,373.18,292.69,285.0,3100.43
2025-08-31,E077,Warehouse,173.3,4.0,6545.98,198.0,785.52,324.03,500.77,196.38,0,4739.28
2025-08-31,E078,Warehouse,173.3,13.0,4783.83,497.25,574.06,236.8,365.96,0.0,410.0,3197.01
2025-08-31,E079,Warehouse,173.3,10.0,4382.47,333.75,525.9,216.93,335.26,262.95,142.5,2898.93
2025-08-31,E080,Warehouse,173.3,17.0,6423.19,745.88,770.78,317.95,491.37,321.16,0,4521.93
2025-08-31,E081,Warehouse,173.3,8.0,3466.94,231.0,416.03,171.61,265.22,208.02,410.0,1996.06
2025-08-31,E082,Warehouse,173.3,16.0,6750.19,780.0,810.02,334.13,516.39,0.0,410.0,4679.65
2025-08-31,E083,Warehouse,173.3,9.0,5898.25,418.5,707.79,291.96,451.22,353.89,0,4093.39
2025-08-31,E084,Maintenance,173.3,19.0,4435.55,605.62,532.27,219.56,339.32,221.78,0,3122.62
2025-08-31,E085,Maintenance,173.3,7.0,4595.0,262.5,551.4,227.45,351.52,137.85,410.0,2916.78
2025-08-31,E086,Maintenance,173.3,4.0,5515.78,192.0,661.89,273.03,421.96,330.95,410.0,3417.95
2025-08-31,E087,Maintenance,173.3,18.0,6419.77,904.5,770.37,317.78,491.11,385.19,142.5,4312.82
2025-08-31,E088,Engineering,,0,8750.0,0,1050.0,433.12,669.38,437.5,285.0,5875.0
2025-08-31,E089,Engineering,,0,8125.0,0,975.0,402.19,621.56,406.25,410.0,5310.0
2025-08-31,E090,Engineering,,0,10833.33,0,1300.0,536.25,828.75,650.0,142.5,7375.83
2025-08-31,E091,Engineering,,0,7125.0,0,855.0,352.69,545.06,213.75,285.0,4873.5
2025-08-31,E092,Engineering,,0,13083.33,0,1570.0,647.62,1000.87,785.0,142.5,8937.34
2025-08-31,E093,Engineering,,0,6333.33,0,760.0,313.5,484.5,190.0,142.5,4442.83
2025-08-31,E094,Operations,173.3,14.0,4177.45,451.5,501.29,206.78,319.57,0.0,410.0,2739.81
2025-08-31,E095,Operations,173.3,5.0,3801.58,151.88,456.19,188.18,290.82,114.05,410.0,2342.34
2025-08-31,E096,HR,,0,6583.33,0,790.0,325.87,503.62,329.17,410.0,4224.67
2025-08-31,E097,HR,,0,4416.67,0,530.0,218.63,337.88,220.83,285.0,2824.33
